# _root_ Guber-Peters 's net income in the latest quarter compared with a net loss of $ 6.9 million , or 62 cents a share , in the year-earlier period .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
(9,7),(9,4),(9,1),-0.0767485 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,-1),-0.0133438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,2),(9,1),-0.0767439 # DEPENDENCYPART_TRISIBL
(9,7),(9,2),(9,-1),-0.0548512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,1),(9,-1),-0.0514949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,4),-0.0918756 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,2),-0.0722403 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,1),-0.0959246 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),-0.128361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,4),(9,2),-0.0722115 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,1),-0.0935838 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,-1),-0.135835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,2),(9,1),-0.0932812 # DEPENDENCYPART_TRISIBL
(9,6),(9,2),(9,-1),-0.134668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,1),(9,-1),-0.136248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,4),(9,2),-0.0771086 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,1),-0.0924526 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,-1),-0.101353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,2),(9,1),-0.0873082 # DEPENDENCYPART_TRISIBL
(9,5),(9,2),(9,-1),-0.100785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,1),(9,-1),-0.12636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,2),(9,1),-0.114843 # DEPENDENCYPART_TRISIBL
(9,4),(9,2),(9,-1),-0.100067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,1),(9,-1),-0.124982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,2),(9,1),(9,-1),-0.111736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.115125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.183353 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.269424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.14333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,17),-0.193474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,18),-0.00573014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,19),-0.0641358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,21),-0.0594522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,25),-0.304095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,29),-0.1649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,30),0.009038 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.113404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,14),-0.255411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.159076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,17),-0.202145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,18),-0.0107467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,19),-0.0706072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,21),-0.0737889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,25),-0.212292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,29),-0.0926131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,30),0.140653 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.113305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),-0.131085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,17),-0.194373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,18),0.144892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,19),0.105231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,21),-0.15598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,25),-0.085785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,29),0.0179046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,30),0.254217 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),-0.172435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,17),-0.223801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,18),-0.133863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,19),-0.152022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,21),0.0873731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,25),-0.323037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,29),-0.251946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,30),-0.0616127 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,17),-0.20276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,18),0.103456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,19),-0.0218712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,21),-0.141214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,25),-0.162393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,29),-0.117136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,30),0.0900838 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,17),(10,18),-0.0517435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,19),-0.0156983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,21),-0.139542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,25),-0.127476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,29),-0.11971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,30),0.071176 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,18),(10,19),-0.0845595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,21),-0.161425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,25),-0.448467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,29),-0.176551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,30),-0.459916 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,19),(10,21),0.079526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,25),-0.315131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,29),-0.387491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,30),-0.317974 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,21),(10,25),-0.0615473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,21),(10,29),-0.100649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,21),(10,30),0.286952 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,25),(10,29),-0.229303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,25),(10,30),-0.0852742 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,29),(10,30),-0.228774 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.105501 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,14),-0.108338 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.0971957 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,17),-0.0935439 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,18),-0.094137 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,19),-0.089546 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,21),-0.113975 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,25),-0.0980176 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,29),-0.0805411 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,30),-0.113262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,14),-0.103761 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),-0.0968376 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,17),-0.0928471 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,18),-0.106597 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,19),-0.0966412 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,21),-0.113699 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,25),-0.0947353 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,29),-0.0805827 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,30),-0.138739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.0975734 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,17),-0.0939703 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,18),-0.0831692 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,19),-0.0949296 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,21),-0.117518 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,25),-0.0948773 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,29),-0.0706964 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,30),-0.169168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,17),-0.0934074 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,18),-0.0913749 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,19),-0.0940188 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,21),-0.113006 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,25),-0.10052 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,29),-0.0814335 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,30),-0.14179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,17),(10,18),-0.0911968 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,19),-0.0936777 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,21),-0.113251 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,25),-0.095035 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,29),-0.0808392 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,30),-0.104353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,18),(10,19),-0.119639 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,21),-0.113392 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,25),-0.114608 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,29),-0.0861632 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,30),-0.0324943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,19),(10,21),-0.112525 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,25),-0.0958917 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,29),-0.0917044 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,30),-0.184633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,21),(10,25),-0.08954 # DEPENDENCYPART_TRISIBL
(10,11),(10,21),(10,29),-0.0843968 # DEPENDENCYPART_TRISIBL
(10,11),(10,21),(10,30),-0.12868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,25),(10,29),-0.0766459 # DEPENDENCYPART_TRISIBL
(10,11),(10,25),(10,30),-0.192576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,29),(10,30),-0.158181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,14),-0.103854 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,15),-0.0853178 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,17),-0.0949318 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,18),-0.0860513 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,19),-0.0895543 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,21),-0.124065 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,25),-0.105761 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,29),-0.0633563 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,30),-0.0680001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,14),(10,15),-0.0965772 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,17),-0.100608 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,18),-0.049537 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,19),-0.0892249 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,21),-0.124218 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,25),-0.0944497 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,29),-0.0374915 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,30),-0.0474457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,17),-0.0952538 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,18),-0.074431 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,19),-0.0958765 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,21),-0.120417 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,25),-0.0881513 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,29),-0.078697 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,30),-0.116373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,17),(10,18),-0.0727703 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,19),-0.0954529 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,21),-0.121781 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,25),-0.0888047 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,29),-0.0744914 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,30),-0.110984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,18),(10,19),-0.118036 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,21),-0.122693 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,25),-0.0714545 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,29),-0.0949547 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,30),-0.082115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,19),(10,21),-0.119308 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,25),-0.0846421 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,29),-0.0440453 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,30),-0.115044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,21),(10,25),-0.102115 # DEPENDENCYPART_TRISIBL
(10,12),(10,21),(10,29),-0.0947448 # DEPENDENCYPART_TRISIBL
(10,12),(10,21),(10,30),-0.059041 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,25),(10,29),-0.0195666 # DEPENDENCYPART_TRISIBL
(10,12),(10,25),(10,30),-0.0692444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,29),(10,30),-0.102044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),-0.107466 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,17),-0.111242 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,18),0.0554149 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,19),-0.0167009 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,21),-0.168455 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,25),-0.00521866 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,29),-0.103178 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,30),-0.1025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,17),-0.106479 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,18),-0.00384333 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,19),-0.0291005 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,21),-0.152611 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,25),-0.0360852 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,29),-0.105177 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,30),-0.103489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,17),(10,18),0.017244 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,19),-0.0346744 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,21),-0.152609 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,25),-0.0387665 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,29),-0.08641 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,30),-0.138627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,18),(10,19),0.0626328 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,21),-0.211276 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,25),0.0519919 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,29),-0.117183 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,30),-0.121511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,19),(10,21),-0.174077 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,25),-0.00243566 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,29),-0.0882593 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,30),-0.0142928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,21),(10,25),-0.0540169 # DEPENDENCYPART_TRISIBL
(10,13),(10,21),(10,29),-0.0776981 # DEPENDENCYPART_TRISIBL
(10,13),(10,21),(10,30),-0.154798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,25),(10,29),-0.0974624 # DEPENDENCYPART_TRISIBL
(10,13),(10,25),(10,30),-0.128983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,29),(10,30),-0.0594769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,17),-0.0347759 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,18),-0.0660799 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,19),-0.0784867 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,21),-0.0891409 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,25),-0.174113 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,29),-0.106665 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,30),-0.0555465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,17),(10,18),-0.0662982 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,19),-0.0774798 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,21),-0.0889829 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,25),-0.154345 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,29),-0.115286 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,30),-0.050515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,18),(10,19),-0.119822 # DEPENDENCYPART_TRISIBL
(10,14),(10,18),(10,21),-0.0200553 # DEPENDENCYPART_TRISIBL
(10,14),(10,18),(10,25),-0.175947 # DEPENDENCYPART_TRISIBL
(10,14),(10,18),(10,29),-0.120575 # DEPENDENCYPART_TRISIBL
(10,14),(10,18),(10,30),-0.148361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,19),(10,21),-0.0925397 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,25),-0.22026 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,29),-0.0980895 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,30),-0.113535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,21),(10,25),-0.167622 # DEPENDENCYPART_TRISIBL
(10,14),(10,21),(10,29),-0.113881 # DEPENDENCYPART_TRISIBL
(10,14),(10,21),(10,30),0.120421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,25),(10,29),-0.114694 # DEPENDENCYPART_TRISIBL
(10,14),(10,25),(10,30),-0.142632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,29),(10,30),-0.109842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,17),(10,18),-0.00133669 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,19),-0.0538962 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,21),-0.11228 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,25),-0.0476415 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,29),-0.0926094 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,30),-0.188984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,18),(10,19),-0.0392634 # DEPENDENCYPART_TRISIBL
(10,15),(10,18),(10,21),-0.129382 # DEPENDENCYPART_TRISIBL
(10,15),(10,18),(10,25),-0.00302896 # DEPENDENCYPART_TRISIBL
(10,15),(10,18),(10,29),-0.0782487 # DEPENDENCYPART_TRISIBL
(10,15),(10,18),(10,30),-0.238601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,19),(10,21),-0.109917 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,25),-0.0420598 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,29),-0.0639567 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,30),-0.167331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,21),(10,25),-0.0449735 # DEPENDENCYPART_TRISIBL
(10,15),(10,21),(10,29),-0.0969758 # DEPENDENCYPART_TRISIBL
(10,15),(10,21),(10,30),-0.194638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,25),(10,29),-0.119114 # DEPENDENCYPART_TRISIBL
(10,15),(10,25),(10,30),0.00608571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,29),(10,30),-0.168347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,18),(10,19),0.0184548 # DEPENDENCYPART_TRISIBL
(10,17),(10,18),(10,21),-0.125728 # DEPENDENCYPART_TRISIBL
(10,17),(10,18),(10,25),-0.0261377 # DEPENDENCYPART_TRISIBL
(10,17),(10,18),(10,29),-0.103709 # DEPENDENCYPART_TRISIBL
(10,17),(10,18),(10,30),-0.184333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,19),(10,21),-0.117788 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,25),-0.0669014 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,29),-0.0873917 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,30),-0.0219023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,21),(10,25),-0.0546928 # DEPENDENCYPART_TRISIBL
(10,17),(10,21),(10,29),-0.108552 # DEPENDENCYPART_TRISIBL
(10,17),(10,21),(10,30),-0.0899875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,25),(10,29),-0.0826162 # DEPENDENCYPART_TRISIBL
(10,17),(10,25),(10,30),0.0133275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,29),(10,30),-0.0645195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,18),(10,19),(10,21),-0.0871027 # DEPENDENCYPART_TRISIBL
(10,18),(10,19),(10,25),0.0536772 # DEPENDENCYPART_TRISIBL
(10,18),(10,19),(10,29),-0.0506244 # DEPENDENCYPART_TRISIBL
(10,18),(10,19),(10,30),0.00483267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,18),(10,21),(10,25),-0.038225 # DEPENDENCYPART_TRISIBL
(10,18),(10,21),(10,29),-0.0415793 # DEPENDENCYPART_TRISIBL
(10,18),(10,21),(10,30),-0.156424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,18),(10,25),(10,29),-0.011388 # DEPENDENCYPART_TRISIBL
(10,18),(10,25),(10,30),-0.052607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,18),(10,29),(10,30),-0.339825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,21),(10,25),-0.0243209 # DEPENDENCYPART_TRISIBL
(10,19),(10,21),(10,29),-0.123225 # DEPENDENCYPART_TRISIBL
(10,19),(10,21),(10,30),-0.0731634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,25),(10,29),-0.0963626 # DEPENDENCYPART_TRISIBL
(10,19),(10,25),(10,30),0.0220688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,29),(10,30),-0.213154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,21),(10,25),(10,29),-0.0956758 # DEPENDENCYPART_TRISIBL
(10,21),(10,25),(10,30),-0.0191794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,21),(10,29),(10,30),-0.114772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
