# _root_ Ilford , for example , recently introduced a black-and-white film that can be processed quickly by color labs .
#goldHeads=7,7,7,3,7,7,0,10,10,7,12,10,12,13,14,14,18,16,7,
#predictedHeads=7,7,7,3,7,7,0,10,10,7,12,10,12,13,14,14,18,16,7,
(1,10),(1,12),(1,15),-0.0619387 # DEPENDENCYPART_TRISIBL
(1,10),(1,12),(1,19),-0.0792791 # DEPENDENCYPART_TRISIBL
(1,10),(1,12),(1,20),-0.176098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,10),(1,15),(1,19),-0.0951571 # DEPENDENCYPART_TRISIBL
(1,10),(1,15),(1,20),-0.168117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,10),(1,19),(1,20),-0.0605866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,12),(1,15),(1,19),-0.0715035 # DEPENDENCYPART_TRISIBL
(1,12),(1,15),(1,20),-0.107308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,12),(1,19),(1,20),-0.0564309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,15),(1,19),(1,20),-0.165695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,20),-0.664407 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,1),(2,-1),-0.671655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),0.17016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.0195077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.0521958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.215852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,11),-0.236189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,12),-0.0982145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,13),-0.12916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,19),-0.00136592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,20),0.34247 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.153358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),0.0187071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),-0.222577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,11),-0.213215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,12),-0.0382546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,13),-0.180668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,19),-0.183906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,20),-0.448618 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.0455442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,10),-0.1042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,11),-0.10291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,12),-0.0724319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,13),-0.143181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,19),-0.191869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,20),0.0341512 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,10),-0.143967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,11),-0.155608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,12),-0.16569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,13),-0.127438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,19),-0.0347049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,20),0.159543 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,11),-0.236189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,12),-0.0982145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,13),-0.131852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,19),-0.00449062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,20),0.309878 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,11),(3,12),-0.0861277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,13),-0.133457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,19),0.000854218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,20),0.335523 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,12),(3,13),-0.135621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,19),-0.0353622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,20),0.212744 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,13),(3,19),-0.0891809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,20),0.197668 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,19),(3,20),-0.211642 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),0.0192782 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),0.0109588 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),-0.337185 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,11),-0.173362 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,12),-0.0797669 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,13),-0.0817051 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,19),-0.114254 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,20),-0.0704224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.0851363 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),-0.209331 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,11),-0.15405 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,12),-0.111408 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,13),-0.0949488 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,19),-0.11298 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,20),-0.0773904 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,10),-0.199387 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,11),-0.150312 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,12),-0.107074 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,13),-0.0881066 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,19),-0.0956442 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,20),-0.0650744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,11),-0.154595 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,12),-0.108761 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,13),-0.0946447 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,19),-0.117612 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,20),-0.121013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,11),(3,12),-0.101661 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,13),-0.0881074 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,19),-0.122406 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,20),-0.134003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,12),(3,13),-0.0884273 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,19),-0.103646 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,20),-0.0934952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,13),(3,19),-0.108707 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,20),-0.105101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,19),(3,20),-0.0520004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.0449192 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),0.0216359 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,11),-0.113371 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,12),-0.0771595 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,13),-0.0440885 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),0.0470431 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,20),-0.0947184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,10),-0.0424764 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,11),-0.111676 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,12),-0.0747286 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,13),-0.0674683 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,19),0.123276 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,20),-0.103292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,11),-0.113416 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,12),-0.0750106 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,13),-0.0600224 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,19),-0.0587295 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,20),-0.138707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,11),(3,12),-0.0717366 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,13),-0.0664313 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,19),-0.0212685 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,20),-0.185935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,13),-0.0710951 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,19),0.0126267 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,20),-0.0737119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,13),(3,19),-0.0289352 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,20),-0.148179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,19),(3,20),-0.335779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,10),-0.094271 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),-0.100149 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),-0.0969017 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,13),-0.0342048 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,19),-0.0693929 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,20),-0.110302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,11),-0.0983649 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,12),-0.0992821 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,13),-0.023329 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,19),-0.0797696 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,20),-0.0932765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,12),-0.096838 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,13),-0.0343114 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,19),-0.0315347 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,20),-0.135169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,13),-0.0351854 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,19),-0.0730281 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,20),-0.126692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,13),(3,19),-0.0107653 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,20),-0.0720393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,19),(3,20),-0.136886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,11),-0.0603796 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,12),-0.105358 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,13),-0.0885497 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,19),-0.0541384 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,20),-0.0659151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,11),(3,12),-0.105674 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,13),-0.088549 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,19),-0.0603055 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,20),-0.0553451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,13),-0.0885495 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,19),-0.0625204 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,20),-0.11047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,13),(3,19),-0.0584862 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,20),-0.0534128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,19),(3,20),0.144594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,11),(3,12),-0.101651 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,13),-0.0879792 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,19),-0.121424 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,20),-0.137986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,12),(3,13),-0.0882991 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,19),-0.102669 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,20),-0.0974687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,13),(3,19),-0.107725 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,20),-0.111766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,19),(3,20),-0.0582018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,12),(3,13),-0.0934793 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,19),-0.0978098 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,20),-0.10389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,13),(3,19),-0.0993341 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,20),-0.138625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,19),(3,20),-0.0987396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,13),(3,19),-0.0763971 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,20),-0.0918961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,19),(3,20),0.0390778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,19),(3,20),-0.065214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.163046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.195488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.245661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.151982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.172738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.19333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.0748383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,12),-0.193362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,19),-0.236315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,20),-0.772372 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.101685 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),-0.230864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,12),-0.124116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,19),-0.229523 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,20),-0.148695 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,10),-0.204221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,12),-0.158882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,19),-0.210097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,20),-0.0914808 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,12),-0.145919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,19),-0.13541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,20),-0.17873 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,12),(4,19),-0.15453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,20),-0.0533023 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,19),(4,20),-0.29799 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.0576417 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),0.243427 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,12),-0.0705148 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,19),-0.0795709 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,20),-0.247603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,10),0.0276663 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,12),-0.0670111 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,19),-0.108271 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,20),-0.166223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,12),-0.0510484 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,19),-0.138686 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,20),-0.0530045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,12),(4,19),-0.196207 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,20),-0.234337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,19),(4,20),-0.343313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,10),-0.0824599 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,12),-0.096499 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,19),-0.0647582 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,20),-0.138759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,12),-0.0987052 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,19),-0.0832839 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,20),-0.0677723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,12),(4,19),-0.0826442 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,20),-0.14994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,19),(4,20),-0.127328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,10),(4,12),-0.100357 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,19),-0.0601181 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,20),-0.104566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,12),(4,19),-0.0687059 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,20),-0.120983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,19),(4,20),-0.0292947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,12),(4,19),-0.063638 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,20),-0.140078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,19),(4,20),-0.00852125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,12),(4,19),(4,20),-0.0484755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,2),-0.316511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,1),-0.0903559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),-0.156688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,1),-0.181733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,2),(4,-1),-0.377882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,1),(4,-1),-0.137867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,2),(4,1),0.0370215 # DEPENDENCYPART_TRISIBL
(4,3),(4,2),(4,-1),-0.373138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,1),(4,-1),-0.184001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,2),(4,1),(4,-1),-0.192465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,10),-0.137885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,12),-0.139322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,15),-0.118962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,16),-0.164618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,20),-0.133544 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,10),(6,12),-0.116469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,15),-0.0758161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,16),-0.0865157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,20),-0.166233 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,12),(6,15),-0.098454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,16),-0.174808 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,20),-0.105175 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,15),(6,16),-0.0977682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,20),-0.149073 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,16),(6,20),-0.356098 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,10),(6,12),-0.0991295 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,15),-0.0853682 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,16),-0.0664375 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,20),-0.0836037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,12),(6,15),-0.0849459 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,16),-0.0642048 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,20),-0.100444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,15),(6,16),-0.0645492 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,20),-0.089229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,16),(6,20),-0.0771829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,12),(6,15),-0.0651286 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,16),-0.0493588 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,20),-0.170985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,15),(6,16),-0.0466311 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,20),-0.149663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,16),(6,20),-0.16137 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,15),(6,16),-0.0795719 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,20),-0.0826535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,16),(6,20),-0.0668577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,16),(6,20),-0.0734319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,4),-0.189681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,3),-0.149456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,2),-0.143993 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,1),-0.144633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),-0.20032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,4),(6,3),-0.130701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,2),0.0534095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,1),-0.0821895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,-1),-0.0978167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,2),-0.197925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,1),-0.0537823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,-1),-0.169597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,2),(6,1),-0.144633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,2),(6,-1),-0.20032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),-0.226188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,4),(6,3),-0.021835 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,2),0.0787909 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,1),-0.117477 # DEPENDENCYPART_TRISIBL
