# _root_ `` The pendulum is swinging back to black and white , '' says Richard DeMoulin , the general manager of Eastman Kodak Co. 's professional photography division .
#goldHeads=4,3,4,13,4,5,5,7,8,9,4,4,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
#predictedHeads=13,3,4,13,4,5,6,7,8,9,13,13,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
(8,10),(8,11),(8,15),-0.152665 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,16),-0.0724972 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,19),-0.219141 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,20),-0.0548807 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,23),-0.147007 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,27),-0.219958 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,29),-0.0839721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,13),-0.086989 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,15),-0.120645 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,16),-0.0590023 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,19),-0.154336 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,20),-0.0856162 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,23),-0.117898 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,27),-0.154822 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,29),-0.119022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,13),(8,15),-0.11982 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,16),-0.0531388 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,19),-0.154211 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,20),-0.089568 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,23),-0.117073 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,27),-0.154698 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,29),-0.12601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,15),(8,16),-0.0101061 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,19),-0.158591 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,20),-0.0902129 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,23),-0.120966 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,27),-0.159078 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,29),-0.156121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,16),(8,19),-0.219141 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,20),-0.0548807 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,23),-0.147007 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,27),-0.219958 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,29),-0.0839721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,19),(8,20),-0.108716 # DEPENDENCYPART_TRISIBL
(8,10),(8,19),(8,23),-0.124366 # DEPENDENCYPART_TRISIBL
(8,10),(8,19),(8,27),-0.165438 # DEPENDENCYPART_TRISIBL
(8,10),(8,19),(8,29),-0.171876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,20),(8,23),-0.113989 # DEPENDENCYPART_TRISIBL
(8,10),(8,20),(8,27),-0.150406 # DEPENDENCYPART_TRISIBL
(8,10),(8,20),(8,29),-0.0700573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,23),(8,27),-0.159078 # DEPENDENCYPART_TRISIBL
(8,10),(8,23),(8,29),-0.156123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,27),(8,29),-0.171496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,12),(8,13),-0.0258715 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,15),0.0494666 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,16),0.289788 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,19),0.228972 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,20),0.0895126 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,23),0.049019 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,27),0.223646 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,29),-0.200524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,13),(8,15),-0.00301023 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,16),0.519827 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,19),0.0272171 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,20),-0.0678628 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,23),-0.00339646 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,27),0.0218802 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,29),-0.137412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,15),(8,16),0.603601 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,19),0.00501309 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,20),-0.0706527 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,23),-0.00888877 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,27),-0.000224911 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,29),-0.0752281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,16),(8,19),-0.0145554 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,20),-0.0598769 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,23),-0.0190275 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,27),-0.0196912 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,29),-0.387251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,19),(8,20),0.101173 # DEPENDENCYPART_TRISIBL
(8,11),(8,19),(8,23),-0.0259357 # DEPENDENCYPART_TRISIBL
(8,11),(8,19),(8,27),-0.0502249 # DEPENDENCYPART_TRISIBL
(8,11),(8,19),(8,29),-0.0263045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,20),(8,23),-0.00607681 # DEPENDENCYPART_TRISIBL
(8,11),(8,20),(8,27),0.00487783 # DEPENDENCYPART_TRISIBL
(8,11),(8,20),(8,29),-0.140872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,23),(8,27),-0.000228802 # DEPENDENCYPART_TRISIBL
(8,11),(8,23),(8,29),-0.082345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,27),(8,29),-0.026155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,13),(8,15),-0.0657006 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,16),0.187204 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,19),-0.00932938 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,20),-0.0767849 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,23),-0.0657255 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,27),-0.00931155 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,29),-0.136585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,15),(8,16),0.172036 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,19),-0.019549 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,20),-0.0579155 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,23),-0.0663417 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,27),-0.0195312 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,29),-0.0924471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,16),(8,19),0.0202749 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,20),-0.085086 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,23),-0.0782834 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,27),0.0203019 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,29),-0.276875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,19),(8,20),-0.0422886 # DEPENDENCYPART_TRISIBL
(8,12),(8,19),(8,23),-0.0656287 # DEPENDENCYPART_TRISIBL
(8,12),(8,19),(8,27),-0.0171384 # DEPENDENCYPART_TRISIBL
(8,12),(8,19),(8,29),-0.149325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,20),(8,23),-0.0521276 # DEPENDENCYPART_TRISIBL
(8,12),(8,20),(8,27),-0.0459056 # DEPENDENCYPART_TRISIBL
(8,12),(8,20),(8,29),-0.126725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,23),(8,27),-0.0195312 # DEPENDENCYPART_TRISIBL
(8,12),(8,23),(8,29),-0.0925085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,27),(8,29),-0.149281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,15),(8,16),-0.0964893 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,19),-0.0668791 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,20),-0.0417633 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,23),-0.091197 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,27),-0.0670771 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,29),-0.115978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,16),(8,19),-0.02899 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,20),0.00317363 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,23),-0.114564 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,27),-0.0293859 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,29),-0.0677884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,19),(8,20),-0.0370037 # DEPENDENCYPART_TRISIBL
(8,13),(8,19),(8,23),-0.0929934 # DEPENDENCYPART_TRISIBL
(8,13),(8,19),(8,27),-0.067409 # DEPENDENCYPART_TRISIBL
(8,13),(8,19),(8,29),-0.0674649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,20),(8,23),-0.0916494 # DEPENDENCYPART_TRISIBL
(8,13),(8,20),(8,27),-0.0719028 # DEPENDENCYPART_TRISIBL
(8,13),(8,20),(8,29),-0.073444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,23),(8,27),-0.0670771 # DEPENDENCYPART_TRISIBL
(8,13),(8,23),(8,29),-0.115988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,27),(8,29),-0.067465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,16),(8,19),-0.239903 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,20),-0.104066 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,23),-0.178434 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,27),-0.22695 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,29),-0.0594044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,19),(8,20),-0.100385 # DEPENDENCYPART_TRISIBL
(8,15),(8,19),(8,23),-0.13134 # DEPENDENCYPART_TRISIBL
(8,15),(8,19),(8,27),-0.164634 # DEPENDENCYPART_TRISIBL
(8,15),(8,19),(8,29),-0.210772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,20),(8,23),-0.145027 # DEPENDENCYPART_TRISIBL
(8,15),(8,20),(8,27),-0.158409 # DEPENDENCYPART_TRISIBL
(8,15),(8,20),(8,29),-0.175064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,23),(8,27),-0.156313 # DEPENDENCYPART_TRISIBL
(8,15),(8,23),(8,29),-0.2061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,27),(8,29),-0.211909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,19),(8,20),0.101173 # DEPENDENCYPART_TRISIBL
(8,16),(8,19),(8,23),-0.0259357 # DEPENDENCYPART_TRISIBL
(8,16),(8,19),(8,27),-0.0502249 # DEPENDENCYPART_TRISIBL
(8,16),(8,19),(8,29),-0.0263045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,20),(8,23),-0.00607681 # DEPENDENCYPART_TRISIBL
(8,16),(8,20),(8,27),0.00487783 # DEPENDENCYPART_TRISIBL
(8,16),(8,20),(8,29),-0.140872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,23),(8,27),-0.000228802 # DEPENDENCYPART_TRISIBL
(8,16),(8,23),(8,29),-0.082345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,27),(8,29),-0.026155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,19),(8,20),(8,23),-0.114126 # DEPENDENCYPART_TRISIBL
(8,19),(8,20),(8,27),-0.153149 # DEPENDENCYPART_TRISIBL
(8,19),(8,20),(8,29),-0.0815097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,19),(8,23),(8,27),-0.161822 # DEPENDENCYPART_TRISIBL
(8,19),(8,23),(8,29),-0.159495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,19),(8,27),(8,29),-0.175681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,20),(8,23),(8,27),-0.0974121 # DEPENDENCYPART_TRISIBL
(8,20),(8,23),(8,29),-0.0517507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,20),(8,27),(8,29),-0.0650355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,23),(8,27),(8,29),-0.24884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.134805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,5),-0.147076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,3),-0.035237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,2),-0.0992423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,1),-0.165673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.333825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,5),-0.139617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,3),-0.11264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,2),-0.0216912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,1),-0.175977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.173855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,3),0.0205421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,2),-0.10102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,1),-0.144343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,-1),-0.251686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,3),(8,2),-0.0372267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,1),-0.0738114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,-1),-0.101086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,2),(8,1),-0.157717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,2),(8,-1),-0.139662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,1),(8,-1),-0.31093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),-0.0759367 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,3),-0.119493 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,2),-0.14157 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,1),-0.0967013 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.209082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,3),-0.118412 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,2),-0.141592 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,1),-0.0940405 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,-1),-0.222507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,3),(8,2),-0.204389 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,1),-0.106527 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,-1),-0.297637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,2),(8,1),-0.0940324 # DEPENDENCYPART_TRISIBL
(8,7),(8,2),(8,-1),-0.236291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,1),(8,-1),-0.203744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,3),-0.0607822 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,2),-0.106201 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,1),-0.0591994 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,-1),-0.114216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,3),(8,2),-0.106635 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,1),-0.0622646 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,-1),-0.133799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,1),-0.0207407 # DEPENDENCYPART_TRISIBL
(8,6),(8,2),(8,-1),-0.0620379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,1),(8,-1),-0.16213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,3),(8,2),0.016907 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,1),-0.0747712 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,-1),-0.174228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,2),(8,1),-0.101643 # DEPENDENCYPART_TRISIBL
(8,5),(8,2),(8,-1),0.0355721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,1),(8,-1),-0.135007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,2),(8,1),-0.0435959 # DEPENDENCYPART_TRISIBL
(8,3),(8,2),(8,-1),-0.036728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,1),(8,-1),-0.177629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,2),(8,1),(8,-1),-0.0613404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.198905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.247442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.151765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,15),-0.0892786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.198905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,19),-0.0839851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,27),-0.0921202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,29),0.119535 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.188458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),-0.0583154 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,15),-0.0291963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.113896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,19),-0.061813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,27),-0.0719144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,29),-0.497429 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),-0.156748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,15),-0.100341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),-0.129975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,19),-0.0817501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,27),-0.088872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,29),-0.142578 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,15),-0.0861574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,16),-0.107125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,19),-0.0286147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,27),-0.0360017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,29),0.3201 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,15),(9,16),-0.22945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,19),-0.0154606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,27),-0.0243287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,29),0.222093 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,19),-0.061813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,27),-0.0719144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,29),-0.497429 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,19),(9,27),-0.0924658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,29),0.127277 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,27),(9,29),0.140497 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.0302686 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),-0.0637481 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,15),-0.138264 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.0508276 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,19),-0.186811 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,27),-0.187857 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,29),-0.105179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),-0.103333 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,15),-0.120794 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),-0.0383665 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,19),-0.156277 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,27),-0.156994 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,29),-0.0899414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,15),-0.120026 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,16),-0.0309812 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,19),-0.1559 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,27),-0.156618 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,29),-0.0865288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,15),(9,16),0.0110624 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,19),-0.160099 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,27),-0.160816 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,29),-0.135911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,19),-0.186811 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,27),-0.187857 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,29),-0.105179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,19),(9,27),-0.162427 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,29),-0.110087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,27),(9,29),-0.109703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,13),-0.0562657 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,15),-0.0354663 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,16),0.0598518 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,19),0.0245017 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,27),0.0194682 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,29),-0.0381765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,15),-0.0326429 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,16),0.139628 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,19),-0.0435224 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,27),-0.048566 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,29),0.0933035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,15),(9,16),0.0886547 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,19),-0.0377147 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,27),-0.0426594 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,29),0.0977987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,19),-0.0932313 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,27),-0.0980738 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,29),-0.159992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,19),(9,27),-0.0968591 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,29),0.0932064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,27),(9,29),0.0936431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,15),-0.0703495 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,16),0.0682876 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,19),-0.0419263 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,27),-0.0419171 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,29),-0.0817365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,15),(9,16),0.0453836 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,19),-0.0531472 # DEPENDENCYPART_TRISIBL
