# _root_ Gitano , which makes budget-priced apparel sold mainly through mass merchandisers like K mart and Wal-Mart , said the Regatta acquisition will enhance its strategy to expand into department stores .
#goldHeads=18,1,4,1,6,4,6,7,7,11,9,11,14,12,14,15,1,0,21,21,22,18,22,25,23,25,26,27,30,28,18,
#predictedHeads=18,1,4,1,6,4,6,9,7,11,9,11,14,12,14,15,1,0,21,21,22,18,22,25,23,25,26,27,30,28,18,
(1,2),(1,6),(1,9),-0.0668992 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,11),-0.0774729 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,14),-0.0752883 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,15),-0.102467 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,17),0.426418 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,31),-0.0577602 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,32),-0.082563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,7),(1,8),-0.0352764 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,9),-0.0657151 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,11),-0.0628183 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,14),-0.0407426 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,15),-0.0643657 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,17),0.413937 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,31),-0.0540179 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,32),-0.146757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,8),(1,9),-0.0806167 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,11),-0.0244191 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,14),-0.00200012 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,15),-0.0409227 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,17),0.23261 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,31),-0.0548727 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,32),-0.313682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,9),(1,11),-0.0768592 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,14),-0.031759 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,15),-0.0918322 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,17),0.336682 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,31),0.0327541 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,32),-0.245694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,11),(1,14),-0.0397718 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,15),-0.0817572 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,17),0.288803 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,31),-0.102495 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,32),-0.146818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,14),(1,15),-0.1427 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,17),0.214799 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,31),-0.148676 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,32),-0.0906053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,15),(1,17),0.395557 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,31),-0.0211455 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,32),-0.0122668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,17),(1,31),-0.107188 # DEPENDENCYPART_TRISIBL
(1,2),(1,17),(1,32),-0.480254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,31),(1,32),-0.414096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,5),-0.0895605 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,6),-0.0922404 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,7),-0.0896887 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,8),-0.0910888 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,9),-0.0982438 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,11),-0.0899668 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,14),-0.0903902 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,15),-0.094317 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,17),-0.0905238 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,31),-0.0959257 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,32),-0.168403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,5),(1,6),-0.0928458 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,7),-0.0896856 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,8),-0.0910562 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,9),-0.0980841 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,11),-0.0899585 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,14),-0.0903901 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,15),-0.0942957 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,17),-0.0903297 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,31),-0.0952024 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,32),-0.163628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,6),(1,7),-0.089685 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,8),-0.092412 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,9),-0.09808 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,11),-0.0899589 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,14),-0.0903918 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,15),-0.0943858 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,17),-0.0903356 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,31),-0.0950616 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,32),-0.163921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,7),(1,8),-0.0910562 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,9),-0.0980904 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,11),-0.0899581 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,14),-0.0903901 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,15),-0.0942952 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,17),-0.0903324 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,31),-0.0949562 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,32),-0.163878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,8),(1,9),-0.098079 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,11),-0.0899583 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,14),-0.0903901 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,15),-0.0942969 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,17),-0.0903442 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,31),-0.0949785 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,32),-0.170124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,9),(1,11),-0.0899599 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,14),-0.0903901 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,15),-0.0944421 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,17),-0.0903298 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,31),-0.0952342 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,32),-0.168878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,11),(1,14),-0.0904048 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,15),-0.0981206 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,17),-0.0904018 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,31),-0.094982 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,32),-0.178611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,14),(1,15),-0.0942951 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,17),-0.0903334 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,31),-0.0949562 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,32),-0.163956 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,15),(1,17),-0.0903297 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,31),-0.0950061 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,32),-0.163081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,17),(1,31),-0.0952331 # DEPENDENCYPART_TRISIBL
(1,3),(1,17),(1,32),-0.173263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,31),(1,32),-0.171963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,5),(1,6),-0.0806896 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,7),-0.0966449 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,8),-0.0743957 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,9),-0.0612092 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,11),-0.0873855 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,14),-0.0885789 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,15),-0.0510571 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,17),-0.0836403 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,31),-0.080232 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,32),-0.0737292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,6),(1,7),-0.0966444 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,8),-0.074211 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,9),-0.0611153 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,11),-0.0874071 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,14),-0.0888524 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,15),-0.051728 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,17),-0.0842801 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,31),-0.0763427 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,32),-0.111942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,7),(1,8),-0.0740533 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,9),-0.0667766 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,11),-0.0873419 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,14),-0.0884807 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,15),-0.0501171 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,17),-0.0842949 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,31),-0.0782 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,32),-0.127763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,8),(1,9),-0.0685275 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,11),-0.0874312 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,14),-0.0884753 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,15),-0.0503513 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,17),-0.0830694 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,31),-0.0749761 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,32),-0.118143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,9),(1,11),-0.087613 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,14),-0.0885825 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,15),-0.052543 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,17),-0.0872506 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,31),-0.0737167 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,32),-0.0742592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,11),(1,14),-0.0885036 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,15),-0.0517915 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,17),-0.0858259 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,31),-0.073692 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,32),-0.106112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,14),(1,15),-0.0499976 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,17),-0.0838236 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,31),-0.0660995 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,32),-0.106151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,15),(1,17),-0.0836047 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,31),-0.0390913 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,32),-0.081395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,17),(1,31),-0.0853031 # DEPENDENCYPART_TRISIBL
(1,4),(1,17),(1,32),-0.0208688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,31),(1,32),-0.0441578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,6),(1,7),-0.0689475 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,8),-0.0932072 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,9),-0.0808079 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,11),-0.122154 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,14),-0.0936442 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,15),-0.0566281 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,17),-0.0932745 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,31),-0.0599964 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,32),-0.142093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,7),(1,8),-0.0923523 # DEPENDENCYPART_TRISIBL
(1,5),(1,7),(1,9),-0.0650686 # DEPENDENCYPART_TRISIBL
(1,5),(1,7),(1,11),-0.119257 # DEPENDENCYPART_TRISIBL
(1,5),(1,7),(1,14),-0.0922805 # DEPENDENCYPART_TRISIBL
(1,5),(1,7),(1,15),-0.0744868 # DEPENDENCYPART_TRISIBL
(1,5),(1,7),(1,17),-0.04545 # DEPENDENCYPART_TRISIBL
(1,5),(1,7),(1,31),-0.0590124 # DEPENDENCYPART_TRISIBL
(1,5),(1,7),(1,32),-0.150818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,8),(1,9),-0.0553894 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,11),-0.119941 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,14),-0.0926122 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,15),-0.0683203 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,17),-0.0687491 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,31),-0.0513888 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,32),-0.117537 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,9),(1,11),-0.12218 # DEPENDENCYPART_TRISIBL
(1,5),(1,9),(1,14),-0.0851636 # DEPENDENCYPART_TRISIBL
(1,5),(1,9),(1,15),-0.0600895 # DEPENDENCYPART_TRISIBL
(1,5),(1,9),(1,17),-0.0414335 # DEPENDENCYPART_TRISIBL
(1,5),(1,9),(1,31),-0.0293848 # DEPENDENCYPART_TRISIBL
(1,5),(1,9),(1,32),-0.115125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,11),(1,14),-0.0926626 # DEPENDENCYPART_TRISIBL
(1,5),(1,11),(1,15),-0.0690953 # DEPENDENCYPART_TRISIBL
(1,5),(1,11),(1,17),-0.0761864 # DEPENDENCYPART_TRISIBL
(1,5),(1,11),(1,31),-0.0869739 # DEPENDENCYPART_TRISIBL
(1,5),(1,11),(1,32),-0.120763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,14),(1,15),-0.0647002 # DEPENDENCYPART_TRISIBL
(1,5),(1,14),(1,17),-0.0823407 # DEPENDENCYPART_TRISIBL
(1,5),(1,14),(1,31),-0.0670041 # DEPENDENCYPART_TRISIBL
(1,5),(1,14),(1,32),-0.170432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,15),(1,17),-0.0785138 # DEPENDENCYPART_TRISIBL
(1,5),(1,15),(1,31),-0.0343674 # DEPENDENCYPART_TRISIBL
(1,5),(1,15),(1,32),-0.128513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,17),(1,31),-0.0902046 # DEPENDENCYPART_TRISIBL
(1,5),(1,17),(1,32),-0.169866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,31),(1,32),-0.105044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,7),(1,8),-0.0665418 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,9),-0.0501361 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,11),-0.132768 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,14),-0.104386 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,15),0.0160899 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,17),0.0298018 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,31),-0.0946174 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,32),-0.103137 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,8),(1,9),-0.0385404 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,11),-0.134316 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,14),-0.108729 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,15),0.0399645 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,17),0.0648307 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,31),-0.095199 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,32),-0.167245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,9),(1,11),-0.14487 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,14),-0.104635 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,15),0.0521913 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,17),0.0802129 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,31),-0.0710168 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,32),-0.188589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,11),(1,14),-0.104213 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,15),0.0310548 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,17),-0.0039177 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,31),-0.0584057 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,32),-0.159504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,14),(1,15),0.0262476 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,17),0.0553839 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,31),-0.0699601 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,32),-0.196124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,15),(1,17),0.000810979 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,31),-0.0569767 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,32),-0.180613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,17),(1,31),-0.0814752 # DEPENDENCYPART_TRISIBL
(1,6),(1,17),(1,32),-0.0968264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,31),(1,32),-0.0626739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,8),(1,9),-0.121 # DEPENDENCYPART_TRISIBL
(1,7),(1,8),(1,11),-0.0710249 # DEPENDENCYPART_TRISIBL
(1,7),(1,8),(1,14),-0.0981792 # DEPENDENCYPART_TRISIBL
(1,7),(1,8),(1,15),-0.0431992 # DEPENDENCYPART_TRISIBL
(1,7),(1,8),(1,17),-0.116736 # DEPENDENCYPART_TRISIBL
(1,7),(1,8),(1,31),-0.109522 # DEPENDENCYPART_TRISIBL
(1,7),(1,8),(1,32),-0.0973034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,9),(1,11),-0.0725239 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,14),-0.0984625 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,15),-0.0441919 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,17),-0.13757 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,31),-0.0885996 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,32),-0.0666839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,11),(1,14),-0.0981474 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,15),-0.0411979 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,17),-0.125065 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,31),-0.0953969 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,32),-0.0988065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,14),(1,15),-0.0390345 # DEPENDENCYPART_TRISIBL
(1,7),(1,14),(1,17),-0.115209 # DEPENDENCYPART_TRISIBL
(1,7),(1,14),(1,31),-0.10178 # DEPENDENCYPART_TRISIBL
(1,7),(1,14),(1,32),-0.105515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,15),(1,17),-0.11051 # DEPENDENCYPART_TRISIBL
(1,7),(1,15),(1,31),-0.0523635 # DEPENDENCYPART_TRISIBL
(1,7),(1,15),(1,32),-0.0676975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,17),(1,31),-0.0952471 # DEPENDENCYPART_TRISIBL
(1,7),(1,17),(1,32),-0.0592264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,31),(1,32),-0.0842222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,9),(1,11),-0.0726271 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,14),-0.0936106 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,15),-0.0209524 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,17),0.00671543 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,31),-0.0946781 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,32),-0.204617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,11),(1,14),-0.096186 # DEPENDENCYPART_TRISIBL
(1,8),(1,11),(1,15),-0.0219649 # DEPENDENCYPART_TRISIBL
(1,8),(1,11),(1,17),0.0373338 # DEPENDENCYPART_TRISIBL
(1,8),(1,11),(1,31),-0.0920548 # DEPENDENCYPART_TRISIBL
(1,8),(1,11),(1,32),-0.150389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,14),(1,15),-0.0345083 # DEPENDENCYPART_TRISIBL
(1,8),(1,14),(1,17),0.0531238 # DEPENDENCYPART_TRISIBL
(1,8),(1,14),(1,31),-0.0690403 # DEPENDENCYPART_TRISIBL
(1,8),(1,14),(1,32),-0.178395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,15),(1,17),0.0501656 # DEPENDENCYPART_TRISIBL
(1,8),(1,15),(1,31),-0.0905113 # DEPENDENCYPART_TRISIBL
(1,8),(1,15),(1,32),-0.158571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,17),(1,31),-0.0785228 # DEPENDENCYPART_TRISIBL
(1,8),(1,17),(1,32),-0.339644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,31),(1,32),-0.179426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,11),(1,14),-0.0675822 # DEPENDENCYPART_TRISIBL
(1,9),(1,11),(1,15),-0.0372914 # DEPENDENCYPART_TRISIBL
(1,9),(1,11),(1,17),-0.0261093 # DEPENDENCYPART_TRISIBL
(1,9),(1,11),(1,31),-0.0789755 # DEPENDENCYPART_TRISIBL
(1,9),(1,11),(1,32),-0.143892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,14),(1,15),-0.0339119 # DEPENDENCYPART_TRISIBL
(1,9),(1,14),(1,17),-0.0472352 # DEPENDENCYPART_TRISIBL
(1,9),(1,14),(1,31),-0.10947 # DEPENDENCYPART_TRISIBL
(1,9),(1,14),(1,32),-0.207486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,15),(1,17),-0.00977371 # DEPENDENCYPART_TRISIBL
(1,9),(1,15),(1,31),-0.0579922 # DEPENDENCYPART_TRISIBL
(1,9),(1,15),(1,32),-0.0638549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,17),(1,31),-0.0859141 # DEPENDENCYPART_TRISIBL
(1,9),(1,17),(1,32),-0.404866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,31),(1,32),-0.138826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,14),(1,15),-0.0531976 # DEPENDENCYPART_TRISIBL
(1,11),(1,14),(1,17),-0.0264007 # DEPENDENCYPART_TRISIBL
(1,11),(1,14),(1,31),-0.0705418 # DEPENDENCYPART_TRISIBL
(1,11),(1,14),(1,32),-0.100599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,15),(1,17),-0.026832 # DEPENDENCYPART_TRISIBL
(1,11),(1,15),(1,31),-0.0480889 # DEPENDENCYPART_TRISIBL
(1,11),(1,15),(1,32),-0.134413 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,17),(1,31),-0.105033 # DEPENDENCYPART_TRISIBL
(1,11),(1,17),(1,32),-0.097425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,31),(1,32),0.0211347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,14),(1,15),(1,17),-0.0899094 # DEPENDENCYPART_TRISIBL
(1,14),(1,15),(1,31),-0.11961 # DEPENDENCYPART_TRISIBL
(1,14),(1,15),(1,32),-0.10985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,14),(1,17),(1,31),-0.125905 # DEPENDENCYPART_TRISIBL
