# _root_ He was flawless afield ( ditto in game two ) , moved a runner along in the A 's three-run second inning , and homered for his team 's final tally .
#goldHeads=2,0,2,2,6,2,6,7,8,6,2,2,14,12,12,12,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
#predictedHeads=2,0,2,2,6,2,6,7,8,6,2,2,14,12,14,15,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
(2,2),(2,8),(2,11),0.01522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,12),-0.0613871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,14),-0.0724012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,15),-0.0234485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,16),0.000308686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,22),-0.0721831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,23),0.01522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,24),-0.0462471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,25),-0.056045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,26),0.0150053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,32),0.0410708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,33),0.0335246 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,9),(2,10),-0.104598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,11),-0.0660129 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,12),-0.130394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,14),-0.143287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,15),-0.0945458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,16),-0.0755842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,22),-0.14312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,23),-0.0660129 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,24),-0.0525535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,25),-0.123355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,26),-0.0161342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,32),-0.0371473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,33),-0.0653302 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,10),(2,11),-0.0984518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,12),-0.111273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,14),-0.119983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,15),-0.131599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,16),-0.100725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,22),-0.119816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,23),-0.0984518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,24),-0.142439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,25),-0.104235 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,26),-0.085197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,32),-0.0466033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,33),-0.133696 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,11),(2,12),-0.0732383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,14),-0.314585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,15),-0.41859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,16),-0.377773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,22),-0.314418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,23),-0.109995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,24),-0.403598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,25),-0.0638231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,26),-0.366414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,32),-0.0944752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,33),-0.101432 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,12),(2,14),-0.0920635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,15),-0.108867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,16),-0.0803291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,22),-0.0918964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,23),0.0384661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,24),0.0458713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,25),-0.139317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,26),-0.0583899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,32),-0.000613554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,33),-0.0103223 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,14),(2,15),-0.0196578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,16),0.00409943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,22),-0.0717961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,23),0.0171779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,24),-0.0464874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,25),-0.0558132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,26),0.018796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,32),0.0405649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,33),0.0467212 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,15),(2,16),-0.113314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,22),-0.0985329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,23),-0.0962387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,24),-0.0833877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,25),-0.0719269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,26),-0.0814914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,32),-0.119973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,33),-0.0721003 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,16),(2,22),-0.0567139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,23),-0.142722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,24),-0.0894951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,25),-0.0587425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,26),-0.0541406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,32),-0.108854 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,33),-0.0891443 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,22),(2,23),0.0156692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,22),(2,24),-0.0464874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,22),(2,25),-0.0558132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,22),(2,26),0.0190742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,22),(2,32),0.0405702 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,22),(2,33),0.0479324 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,23),(2,24),-0.403598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,23),(2,25),-0.0638231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,23),(2,26),-0.366414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,23),(2,32),-0.0944752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,23),(2,33),-0.101432 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,24),(2,25),-0.14178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,24),(2,26),-0.143552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,24),(2,32),-0.430616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,24),(2,33),-0.178261 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,25),(2,26),-0.0566571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,25),(2,32),-0.00438738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,25),(2,33),-0.00601537 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,26),(2,32),-0.134933 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,26),(2,33),-0.046296 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,32),(2,33),-0.157499 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,5),-0.0920846 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,6),-0.110026 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,7),-0.0310056 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,8),-0.110026 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,9),-0.0988087 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,10),-0.095051 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,11),-0.0591498 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,12),-0.123841 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,14),-0.110028 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,15),-0.0383653 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,16),-0.0310056 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,22),-0.110026 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,23),-0.0591498 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,24),-0.0641119 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,25),-0.124486 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,26),-0.0323649 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,32),-0.0502701 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,33),-0.0607482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,5),(2,6),-0.11077 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,7),-0.051857 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,8),-0.110771 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,9),-0.0988603 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,10),-0.0958469 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,11),-0.0153603 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,12),-0.123262 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,14),-0.110772 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,15),-0.0654673 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,16),-0.051857 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,22),-0.11077 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,23),-0.0153603 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,24),-0.0764766 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,25),-0.123907 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,26),-0.0627521 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,32),-0.0584138 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,33),-0.0758841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,6),(2,7),-0.0775442 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,8),-0.112169 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,9),-0.0996826 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,10),-0.095656 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,11),-0.065044 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,12),-0.146101 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,14),-0.11217 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,15),-0.0879205 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,16),-0.0775442 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,22),-0.112168 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,23),-0.065044 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,24),-0.0585045 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,25),-0.146746 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,26),-0.0858079 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,32),0.0079403 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,33),-0.0532183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,8),-0.0937537 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,9),-0.104725 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,10),-0.0969741 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,11),0.0132915 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,12),-0.14087 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,14),-0.0937553 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,15),-0.0903211 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,16),-0.0785031 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,22),-0.0937528 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,23),0.0132915 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,24),-0.056613 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,25),-0.141514 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,26),-0.0819992 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,32),0.0259255 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,33),-0.0606793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,8),(2,9),-0.0996826 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,10),-0.095656 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,11),-0.065044 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,12),-0.146101 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,14),-0.11217 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,15),-0.0879205 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,16),-0.0775442 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,22),-0.112168 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,23),-0.065044 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,24),-0.0585045 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,25),-0.146746 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,26),-0.0858079 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,32),0.00794025 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,33),-0.0532226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,9),(2,10),-0.0950815 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,11),-0.0568013 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,12),-0.12323 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,14),-0.108406 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,15),-0.0654248 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,16),-0.0517314 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,22),-0.108403 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,23),-0.0568013 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,24),-0.0764005 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,25),-0.123875 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,26),-0.0621215 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,32),-0.0577223 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,33),-0.0902299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,10),(2,11),-0.0585043 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,12),-0.12324 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,14),-0.108496 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,15),-0.0637567 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,16),-0.0501126 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,22),-0.108493 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,23),-0.0585043 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,24),-0.0769424 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,25),-0.123885 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,26),-0.060494 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,32),-0.059236 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,33),-0.101071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,11),(2,12),-0.151922 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,14),-0.11917 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,15),0.00821722 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,16),0.0275216 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,22),-0.119167 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,23),-0.060155 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,24),-0.122536 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,25),-0.152567 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,26),0.00743611 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,32),-0.098023 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,33),-0.10698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,12),(2,14),-0.108844 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,15),-0.0644918 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,16),-0.0507938 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,22),-0.108842 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,23),-0.0588731 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,24),-0.0807361 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,25),-0.124572 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,26),-0.0611886 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,32),-0.0643956 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,33),-0.0567785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,14),(2,15),-0.0879205 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,16),-0.0775442 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,22),-0.112168 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,23),-0.065044 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,24),-0.0585045 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,25),-0.146746 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,26),-0.0858079 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,32),0.0079403 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,33),-0.0532183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,15),(2,16),-0.0749065 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,22),-0.0934356 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,23),0.00485988 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,24),-0.0668396 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,25),-0.14065 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,26),-0.0784026 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,32),0.000450707 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,33),-0.038446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,16),(2,22),-0.0937528 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,23),0.0132915 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,24),-0.056613 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,25),-0.141514 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,26),-0.0819992 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,32),0.0259255 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,33),-0.0606793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,22),(2,23),-0.065044 # DEPENDENCYPART_TRISIBL
(2,3),(2,22),(2,24),-0.0585045 # DEPENDENCYPART_TRISIBL
(2,3),(2,22),(2,25),-0.146746 # DEPENDENCYPART_TRISIBL
(2,3),(2,22),(2,26),-0.0858079 # DEPENDENCYPART_TRISIBL
(2,3),(2,22),(2,32),0.0079403 # DEPENDENCYPART_TRISIBL
(2,3),(2,22),(2,33),-0.0532183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,23),(2,24),-0.122536 # DEPENDENCYPART_TRISIBL
(2,3),(2,23),(2,25),-0.152567 # DEPENDENCYPART_TRISIBL
(2,3),(2,23),(2,26),0.00743611 # DEPENDENCYPART_TRISIBL
(2,3),(2,23),(2,32),-0.098023 # DEPENDENCYPART_TRISIBL
(2,3),(2,23),(2,33),-0.10698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,24),(2,25),-0.125337 # DEPENDENCYPART_TRISIBL
(2,3),(2,24),(2,26),-0.0186035 # DEPENDENCYPART_TRISIBL
(2,3),(2,24),(2,32),0.0205643 # DEPENDENCYPART_TRISIBL
(2,3),(2,24),(2,33),-0.0568746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,25),(2,26),-0.0611886 # DEPENDENCYPART_TRISIBL
(2,3),(2,25),(2,32),-0.064283 # DEPENDENCYPART_TRISIBL
(2,3),(2,25),(2,33),-0.0567063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,26),(2,32),0.010665 # DEPENDENCYPART_TRISIBL
(2,3),(2,26),(2,33),-0.039975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,32),(2,33),-0.0534858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,5),(2,6),-0.0946582 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,7),-0.0635902 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,8),-0.0948438 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,9),-0.0895457 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,10),-0.0943826 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,11),-0.0625073 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,12),-0.110307 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,14),-0.0946582 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,15),-0.0653941 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,16),-0.0635902 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,22),-0.0946582 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,23),-0.0625073 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,24),-0.0352516 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,25),-0.112383 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,26),-0.0578355 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,32),-0.0421614 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,33),-0.0773327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,6),(2,7),-0.0123361 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,8),-0.126664 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,9),-0.088639 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,10),-0.0933425 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,11),-0.0662802 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,12),-0.0970222 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,14),-0.126478 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,15),-0.0132809 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,16),-0.0123361 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,22),-0.126478 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,23),-0.0662802 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,24),-0.0396649 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,25),-0.0990983 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,26),-0.00945956 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,32),-0.0368832 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,33),-0.0590726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,8),-0.0826819 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,9),-0.088078 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,10),-0.0908905 # DEPENDENCYPART_TRISIBL
