# _root_ Concerning your Sept. 19 article `` Wall Street Firms Link Analysts ' Pay to Performance , '' I 'm delighted that Wall Street is finally tuning in to the hard , cold facts of the real working world .
#goldHeads=19,5,5,5,1,5,9,9,10,5,13,11,10,10,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
#predictedHeads=19,5,5,5,1,5,9,9,5,5,13,11,10,13,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
(20,21),(15,20),0.0480254 # DEPENDENCYPART_HEADBIGRAM
(20,21),(18,20),-0.0394261 # DEPENDENCYPART_HEADBIGRAM
(20,21),(19,20),-0.0745599 # DEPENDENCYPART_HEADBIGRAM
(20,21),(23,20),0.168331 # DEPENDENCYPART_HEADBIGRAM
(20,21),(24,20),0.197017 # DEPENDENCYPART_HEADBIGRAM
(20,22),(1,21),-0.0637872 # DEPENDENCYPART_HEADBIGRAM
(20,22),(5,21),-0.0639851 # DEPENDENCYPART_HEADBIGRAM
(20,22),(10,21),-0.0622723 # DEPENDENCYPART_HEADBIGRAM
(20,22),(13,21),-0.066068 # DEPENDENCYPART_HEADBIGRAM
(20,22),(15,21),-0.0657582 # DEPENDENCYPART_HEADBIGRAM
(20,22),(19,21),-0.0627692 # DEPENDENCYPART_HEADBIGRAM
(20,22),(20,21),0.0129002 # DEPENDENCYPART_HEADBIGRAM
(20,22),(23,21),0.172025 # DEPENDENCYPART_HEADBIGRAM
(20,22),(24,21),0.180678 # DEPENDENCYPART_HEADBIGRAM
(20,22),(26,21),0.171303 # DEPENDENCYPART_HEADBIGRAM
(20,23),(19,22),-0.0613646 # DEPENDENCYPART_HEADBIGRAM
(20,23),(20,22),0.0485674 # DEPENDENCYPART_HEADBIGRAM
(20,23),(21,22),0.113916 # DEPENDENCYPART_HEADBIGRAM
(20,23),(23,22),0.262012 # DEPENDENCYPART_HEADBIGRAM
(20,23),(24,22),0.171102 # DEPENDENCYPART_HEADBIGRAM
(20,23),(26,22),0.169886 # DEPENDENCYPART_HEADBIGRAM
(20,24),(5,23),-0.0617912 # DEPENDENCYPART_HEADBIGRAM
(20,24),(10,23),-0.0611144 # DEPENDENCYPART_HEADBIGRAM
(20,24),(13,23),-0.0554278 # DEPENDENCYPART_HEADBIGRAM
(20,24),(15,23),-0.0551109 # DEPENDENCYPART_HEADBIGRAM
(20,24),(19,23),-0.0611481 # DEPENDENCYPART_HEADBIGRAM
(20,24),(20,23),0.0607065 # DEPENDENCYPART_HEADBIGRAM
(20,24),(21,23),0.0905318 # DEPENDENCYPART_HEADBIGRAM
(20,24),(22,23),0.0910542 # DEPENDENCYPART_HEADBIGRAM
(20,24),(24,23),0.233649 # DEPENDENCYPART_HEADBIGRAM
(20,24),(26,23),0.171025 # DEPENDENCYPART_HEADBIGRAM
(20,25),(0,24),-0.0580732 # DEPENDENCYPART_HEADBIGRAM
(20,25),(5,24),-0.0649884 # DEPENDENCYPART_HEADBIGRAM
(20,25),(10,24),-0.0418511 # DEPENDENCYPART_HEADBIGRAM
(20,25),(13,24),-0.0649884 # DEPENDENCYPART_HEADBIGRAM
(20,25),(15,24),-0.0618138 # DEPENDENCYPART_HEADBIGRAM
(20,25),(19,24),-0.0393405 # DEPENDENCYPART_HEADBIGRAM
(20,25),(20,24),0.0608314 # DEPENDENCYPART_HEADBIGRAM
(20,25),(21,24),0.0980523 # DEPENDENCYPART_HEADBIGRAM
(20,25),(22,24),0.0785335 # DEPENDENCYPART_HEADBIGRAM
(20,25),(23,24),0.0785335 # DEPENDENCYPART_HEADBIGRAM
(20,26),(1,25),-0.0610843 # DEPENDENCYPART_HEADBIGRAM
(20,26),(10,25),-0.0614666 # DEPENDENCYPART_HEADBIGRAM
(20,26),(19,25),-0.0618781 # DEPENDENCYPART_HEADBIGRAM
(20,26),(20,25),0.0540123 # DEPENDENCYPART_HEADBIGRAM
(20,26),(24,25),0.0462777 # DEPENDENCYPART_HEADBIGRAM
(20,26),(26,25),0.1648 # DEPENDENCYPART_HEADBIGRAM
(20,26),(27,25),0.174057 # DEPENDENCYPART_HEADBIGRAM
(20,26),(28,25),0.174225 # DEPENDENCYPART_HEADBIGRAM
(20,26),(30,25),0.174254 # DEPENDENCYPART_HEADBIGRAM
(20,26),(33,25),0.174016 # DEPENDENCYPART_HEADBIGRAM
(20,27),(1,26),-0.0611018 # DEPENDENCYPART_HEADBIGRAM
(20,27),(5,26),-0.0612923 # DEPENDENCYPART_HEADBIGRAM
(20,27),(10,26),-0.061089 # DEPENDENCYPART_HEADBIGRAM
(20,27),(13,26),-0.0612923 # DEPENDENCYPART_HEADBIGRAM
(20,27),(15,26),-0.0612923 # DEPENDENCYPART_HEADBIGRAM
(20,27),(19,26),-0.061089 # DEPENDENCYPART_HEADBIGRAM
(20,27),(20,26),0.0717312 # DEPENDENCYPART_HEADBIGRAM
(20,27),(21,26),0.0708268 # DEPENDENCYPART_HEADBIGRAM
(20,27),(24,26),0.0694981 # DEPENDENCYPART_HEADBIGRAM
(20,27),(25,26),0.0722578 # DEPENDENCYPART_HEADBIGRAM
(20,28),(1,27),-0.061081 # DEPENDENCYPART_HEADBIGRAM
(20,28),(10,27),-0.0610824 # DEPENDENCYPART_HEADBIGRAM
(20,28),(19,27),-0.0610809 # DEPENDENCYPART_HEADBIGRAM
(20,28),(20,27),0.0856118 # DEPENDENCYPART_HEADBIGRAM
(20,28),(24,27),0.0764919 # DEPENDENCYPART_HEADBIGRAM
(20,28),(25,27),0.0670957 # DEPENDENCYPART_HEADBIGRAM
(20,28),(26,27),0.0670955 # DEPENDENCYPART_HEADBIGRAM
(20,28),(28,27),0.173895 # DEPENDENCYPART_HEADBIGRAM
(20,28),(30,27),0.174295 # DEPENDENCYPART_HEADBIGRAM
(20,28),(33,27),0.174295 # DEPENDENCYPART_HEADBIGRAM
(20,30),(24,29),0.071956 # DEPENDENCYPART_HEADBIGRAM
(20,30),(25,29),0.0706234 # DEPENDENCYPART_HEADBIGRAM
(20,30),(26,29),0.0719721 # DEPENDENCYPART_HEADBIGRAM
(20,30),(27,29),0.0658458 # DEPENDENCYPART_HEADBIGRAM
(20,30),(28,29),0.0649285 # DEPENDENCYPART_HEADBIGRAM
(20,30),(30,29),0.148813 # DEPENDENCYPART_HEADBIGRAM
(20,30),(32,29),0.172065 # DEPENDENCYPART_HEADBIGRAM
(20,30),(33,29),0.173708 # DEPENDENCYPART_HEADBIGRAM
(20,30),(34,29),0.172954 # DEPENDENCYPART_HEADBIGRAM
(20,30),(38,29),0.17377 # DEPENDENCYPART_HEADBIGRAM
(20,31),(20,30),0.085062 # DEPENDENCYPART_HEADBIGRAM
(20,31),(24,30),0.0643731 # DEPENDENCYPART_HEADBIGRAM
(20,31),(25,30),0.0625028 # DEPENDENCYPART_HEADBIGRAM
(20,31),(26,30),0.0717177 # DEPENDENCYPART_HEADBIGRAM
(20,31),(27,30),0.0686075 # DEPENDENCYPART_HEADBIGRAM
(20,31),(28,30),0.0774595 # DEPENDENCYPART_HEADBIGRAM
(20,31),(29,30),0.0819653 # DEPENDENCYPART_HEADBIGRAM
(20,31),(32,30),0.169407 # DEPENDENCYPART_HEADBIGRAM
(20,31),(33,30),0.171412 # DEPENDENCYPART_HEADBIGRAM
(20,31),(38,30),0.16803 # DEPENDENCYPART_HEADBIGRAM
(20,33),(24,32),0.0719988 # DEPENDENCYPART_HEADBIGRAM
(20,33),(26,32),0.0716863 # DEPENDENCYPART_HEADBIGRAM
(20,33),(28,32),0.0683044 # DEPENDENCYPART_HEADBIGRAM
(20,33),(30,32),0.0548 # DEPENDENCYPART_HEADBIGRAM
(20,33),(33,32),0.16851 # DEPENDENCYPART_HEADBIGRAM
(20,33),(34,32),0.17293 # DEPENDENCYPART_HEADBIGRAM
(20,33),(38,32),0.173551 # DEPENDENCYPART_HEADBIGRAM
(20,34),(10,33),-0.078009 # DEPENDENCYPART_HEADBIGRAM
(20,34),(14,33),-0.0855473 # DEPENDENCYPART_HEADBIGRAM
(20,34),(19,33),-0.0792536 # DEPENDENCYPART_HEADBIGRAM
(20,34),(20,33),0.0894734 # DEPENDENCYPART_HEADBIGRAM
(20,34),(24,33),0.0742204 # DEPENDENCYPART_HEADBIGRAM
(20,34),(26,33),0.050497 # DEPENDENCYPART_HEADBIGRAM
(20,34),(27,33),0.119458 # DEPENDENCYPART_HEADBIGRAM
(20,34),(28,33),0.0377466 # DEPENDENCYPART_HEADBIGRAM
(20,34),(30,33),0.0791175 # DEPENDENCYPART_HEADBIGRAM
(20,34),(38,33),0.170536 # DEPENDENCYPART_HEADBIGRAM
(20,38),(28,37),0.0781185 # DEPENDENCYPART_HEADBIGRAM
(20,38),(33,37),0.059149 # DEPENDENCYPART_HEADBIGRAM
(20,38),(34,37),0.107424 # DEPENDENCYPART_HEADBIGRAM
(20,38),(36,37),0.055336 # DEPENDENCYPART_HEADBIGRAM
(20,38),(38,37),0.15304 # DEPENDENCYPART_HEADBIGRAM
(20,39),(20,38),0.0596092 # DEPENDENCYPART_HEADBIGRAM
(20,39),(24,38),0.0614746 # DEPENDENCYPART_HEADBIGRAM
(20,39),(26,38),0.060416 # DEPENDENCYPART_HEADBIGRAM
(20,39),(28,38),0.183785 # DEPENDENCYPART_HEADBIGRAM
(20,39),(30,38),0.142756 # DEPENDENCYPART_HEADBIGRAM
(20,39),(33,38),0.0302995 # DEPENDENCYPART_HEADBIGRAM
(20,39),(34,38),0.0161501 # DEPENDENCYPART_HEADBIGRAM
(20,39),(37,38),0.0965011 # DEPENDENCYPART_HEADBIGRAM
(21,22),(1,21),-0.0622034 # DEPENDENCYPART_HEADBIGRAM
(21,22),(5,21),-0.0985866 # DEPENDENCYPART_HEADBIGRAM
(21,22),(10,21),-0.0466559 # DEPENDENCYPART_HEADBIGRAM
(21,22),(13,21),-0.0865983 # DEPENDENCYPART_HEADBIGRAM
(21,22),(15,21),-0.074417 # DEPENDENCYPART_HEADBIGRAM
(21,22),(19,21),0.0691163 # DEPENDENCYPART_HEADBIGRAM
(21,22),(20,21),0.00776785 # DEPENDENCYPART_HEADBIGRAM
(21,22),(23,21),0.229549 # DEPENDENCYPART_HEADBIGRAM
(21,22),(24,21),0.177737 # DEPENDENCYPART_HEADBIGRAM
(21,22),(26,21),0.177442 # DEPENDENCYPART_HEADBIGRAM
(21,23),(19,22),-0.0633036 # DEPENDENCYPART_HEADBIGRAM
(21,23),(20,22),-0.0631128 # DEPENDENCYPART_HEADBIGRAM
(21,23),(21,22),-0.0278952 # DEPENDENCYPART_HEADBIGRAM
(21,23),(23,22),0.269181 # DEPENDENCYPART_HEADBIGRAM
(21,23),(24,22),0.169798 # DEPENDENCYPART_HEADBIGRAM
(21,23),(26,22),0.170067 # DEPENDENCYPART_HEADBIGRAM
(21,24),(5,23),-0.0725019 # DEPENDENCYPART_HEADBIGRAM
(21,24),(10,23),-0.0620281 # DEPENDENCYPART_HEADBIGRAM
(21,24),(13,23),-0.0659865 # DEPENDENCYPART_HEADBIGRAM
(21,24),(15,23),-0.066047 # DEPENDENCYPART_HEADBIGRAM
(21,24),(19,23),-0.062063 # DEPENDENCYPART_HEADBIGRAM
(21,24),(20,23),-0.0618049 # DEPENDENCYPART_HEADBIGRAM
(21,24),(21,23),0.0311765 # DEPENDENCYPART_HEADBIGRAM
(21,24),(22,23),0.0857614 # DEPENDENCYPART_HEADBIGRAM
(21,24),(24,23),0.203301 # DEPENDENCYPART_HEADBIGRAM
(21,24),(26,23),0.173949 # DEPENDENCYPART_HEADBIGRAM
(21,26),(1,25),-0.061105 # DEPENDENCYPART_HEADBIGRAM
(21,26),(10,25),-0.0619459 # DEPENDENCYPART_HEADBIGRAM
(21,26),(19,25),-0.0635773 # DEPENDENCYPART_HEADBIGRAM
(21,26),(20,25),-0.0618088 # DEPENDENCYPART_HEADBIGRAM
(21,26),(24,25),0.0684395 # DEPENDENCYPART_HEADBIGRAM
(21,26),(26,25),0.240212 # DEPENDENCYPART_HEADBIGRAM
(21,26),(27,25),0.171587 # DEPENDENCYPART_HEADBIGRAM
(21,26),(28,25),0.173847 # DEPENDENCYPART_HEADBIGRAM
(21,26),(30,25),0.173847 # DEPENDENCYPART_HEADBIGRAM
(21,26),(33,25),0.173432 # DEPENDENCYPART_HEADBIGRAM
(22,23),(19,22),0.0181895 # DEPENDENCYPART_HEADBIGRAM
(22,23),(20,22),-0.123291 # DEPENDENCYPART_HEADBIGRAM
(22,23),(21,22),-0.0633204 # DEPENDENCYPART_HEADBIGRAM
(22,23),(23,22),-0.0937971 # DEPENDENCYPART_HEADBIGRAM
(22,23),(24,22),0.34202 # DEPENDENCYPART_HEADBIGRAM
(22,23),(26,22),0.102561 # DEPENDENCYPART_HEADBIGRAM
(22,24),(5,23),-0.061497 # DEPENDENCYPART_HEADBIGRAM
(22,24),(10,23),-0.061089 # DEPENDENCYPART_HEADBIGRAM
(22,24),(13,23),-0.0614938 # DEPENDENCYPART_HEADBIGRAM
(22,24),(15,23),-0.0614938 # DEPENDENCYPART_HEADBIGRAM
(22,24),(19,23),-0.061138 # DEPENDENCYPART_HEADBIGRAM
(22,24),(20,23),-0.0612336 # DEPENDENCYPART_HEADBIGRAM
(22,24),(21,23),-0.0642407 # DEPENDENCYPART_HEADBIGRAM
(22,24),(22,23),0.0520156 # DEPENDENCYPART_HEADBIGRAM
(22,24),(24,23),0.250877 # DEPENDENCYPART_HEADBIGRAM
(22,24),(26,23),0.173004 # DEPENDENCYPART_HEADBIGRAM
(23,18),(1,17),-0.199218 # DEPENDENCYPART_HEADBIGRAM
(23,18),(5,17),-0.199331 # DEPENDENCYPART_HEADBIGRAM
(23,18),(10,17),-0.199985 # DEPENDENCYPART_HEADBIGRAM
(23,18),(11,17),-0.199766 # DEPENDENCYPART_HEADBIGRAM
(23,18),(13,17),-0.19952 # DEPENDENCYPART_HEADBIGRAM
(23,18),(14,17),-0.199408 # DEPENDENCYPART_HEADBIGRAM
(23,18),(15,17),-0.199276 # DEPENDENCYPART_HEADBIGRAM
(23,18),(18,17),-0.0861355 # DEPENDENCYPART_HEADBIGRAM
(23,18),(19,17),-0.0865132 # DEPENDENCYPART_HEADBIGRAM
(23,18),(24,17),0.0984528 # DEPENDENCYPART_HEADBIGRAM
(23,20),(0,19),-0.203463 # DEPENDENCYPART_HEADBIGRAM
(23,20),(1,19),-0.200092 # DEPENDENCYPART_HEADBIGRAM
(23,20),(5,19),-0.200094 # DEPENDENCYPART_HEADBIGRAM
(23,20),(10,19),-0.2015 # DEPENDENCYPART_HEADBIGRAM
(23,20),(11,19),-0.201511 # DEPENDENCYPART_HEADBIGRAM
(23,20),(13,19),-0.201503 # DEPENDENCYPART_HEADBIGRAM
(23,20),(14,19),-0.199839 # DEPENDENCYPART_HEADBIGRAM
(23,20),(15,19),-0.199842 # DEPENDENCYPART_HEADBIGRAM
(23,20),(17,19),-0.200512 # DEPENDENCYPART_HEADBIGRAM
(23,20),(24,19),0.0989889 # DEPENDENCYPART_HEADBIGRAM
(23,21),(0,20),-0.202582 # DEPENDENCYPART_HEADBIGRAM
(23,21),(1,20),-0.20173 # DEPENDENCYPART_HEADBIGRAM
(23,21),(5,20),-0.194794 # DEPENDENCYPART_HEADBIGRAM
(23,21),(10,20),-0.192855 # DEPENDENCYPART_HEADBIGRAM
(23,21),(13,20),-0.185745 # DEPENDENCYPART_HEADBIGRAM
(23,21),(15,20),-0.189414 # DEPENDENCYPART_HEADBIGRAM
(23,21),(18,20),-0.17138 # DEPENDENCYPART_HEADBIGRAM
(23,21),(19,20),-0.171559 # DEPENDENCYPART_HEADBIGRAM
(23,21),(23,20),0.095831 # DEPENDENCYPART_HEADBIGRAM
(23,21),(24,20),0.0947845 # DEPENDENCYPART_HEADBIGRAM
(23,22),(1,21),-0.179453 # DEPENDENCYPART_HEADBIGRAM
(23,22),(5,21),-0.265795 # DEPENDENCYPART_HEADBIGRAM
(23,22),(10,21),-0.209295 # DEPENDENCYPART_HEADBIGRAM
(23,22),(13,21),-0.258194 # DEPENDENCYPART_HEADBIGRAM
(23,22),(15,21),-0.269678 # DEPENDENCYPART_HEADBIGRAM
(23,22),(19,21),-0.111073 # DEPENDENCYPART_HEADBIGRAM
(23,22),(20,21),-0.059051 # DEPENDENCYPART_HEADBIGRAM
(23,22),(23,21),0.0301496 # DEPENDENCYPART_HEADBIGRAM
(23,22),(24,21),0.0362729 # DEPENDENCYPART_HEADBIGRAM
(23,22),(26,21),0.123984 # DEPENDENCYPART_HEADBIGRAM
(23,24),(5,23),-0.034708 # DEPENDENCYPART_HEADBIGRAM
(23,24),(10,23),-0.0557965 # DEPENDENCYPART_HEADBIGRAM
(23,24),(13,23),-0.0444035 # DEPENDENCYPART_HEADBIGRAM
(23,24),(15,23),-0.0444007 # DEPENDENCYPART_HEADBIGRAM
(23,24),(19,23),-0.0590512 # DEPENDENCYPART_HEADBIGRAM
(23,24),(20,23),-0.0484358 # DEPENDENCYPART_HEADBIGRAM
(23,24),(21,23),-0.0272915 # DEPENDENCYPART_HEADBIGRAM
(23,24),(22,23),-0.0452321 # DEPENDENCYPART_HEADBIGRAM
(23,24),(24,23),0.053159 # DEPENDENCYPART_HEADBIGRAM
(23,24),(26,23),0.173772 # DEPENDENCYPART_HEADBIGRAM
(24,3),(1,2),-0.199071 # DEPENDENCYPART_HEADBIGRAM
(24,3),(3,2),-0.0851456 # DEPENDENCYPART_HEADBIGRAM
(24,3),(4,2),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(24,3),(5,2),-0.0860698 # DEPENDENCYPART_HEADBIGRAM
(24,3),(9,2),-0.0860267 # DEPENDENCYPART_HEADBIGRAM
(24,3),(10,2),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(24,3),(13,2),-0.0860654 # DEPENDENCYPART_HEADBIGRAM
(24,3),(15,2),-0.0860654 # DEPENDENCYPART_HEADBIGRAM
(24,3),(19,2),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(24,3),(38,2),0.0989292 # DEPENDENCYPART_HEADBIGRAM
(24,4),(1,3),-0.199148 # DEPENDENCYPART_HEADBIGRAM
(24,4),(2,3),-0.19915 # DEPENDENCYPART_HEADBIGRAM
(24,4),(4,3),-0.0901705 # DEPENDENCYPART_HEADBIGRAM
(24,4),(5,3),-0.0860643 # DEPENDENCYPART_HEADBIGRAM
(24,4),(8,3),-0.0860266 # DEPENDENCYPART_HEADBIGRAM
(24,4),(9,3),-0.08602 # DEPENDENCYPART_HEADBIGRAM
(24,4),(10,3),-0.0860184 # DEPENDENCYPART_HEADBIGRAM
(24,4),(11,3),-0.08602 # DEPENDENCYPART_HEADBIGRAM
(24,4),(13,3),-0.0860648 # DEPENDENCYPART_HEADBIGRAM
(24,4),(24,3),0.0788127 # DEPENDENCYPART_HEADBIGRAM
(24,5),(1,4),-0.199811 # DEPENDENCYPART_HEADBIGRAM
(24,5),(2,4),-0.203908 # DEPENDENCYPART_HEADBIGRAM
(24,5),(3,4),-0.21539 # DEPENDENCYPART_HEADBIGRAM
(24,5),(5,4),-0.105868 # DEPENDENCYPART_HEADBIGRAM
(24,5),(8,4),-0.0913369 # DEPENDENCYPART_HEADBIGRAM
(24,5),(9,4),-0.0913369 # DEPENDENCYPART_HEADBIGRAM
(24,5),(10,4),-0.0860362 # DEPENDENCYPART_HEADBIGRAM
(24,5),(13,4),-0.0913897 # DEPENDENCYPART_HEADBIGRAM
(24,5),(19,4),-0.0860342 # DEPENDENCYPART_HEADBIGRAM
(24,5),(24,4),0.0859364 # DEPENDENCYPART_HEADBIGRAM
(24,6),(1,5),-0.203786 # DEPENDENCYPART_HEADBIGRAM
(24,6),(3,5),-0.205554 # DEPENDENCYPART_HEADBIGRAM
(24,6),(4,5),-0.204538 # DEPENDENCYPART_HEADBIGRAM
(24,6),(6,5),-0.0942439 # DEPENDENCYPART_HEADBIGRAM
(24,6),(8,5),-0.0883553 # DEPENDENCYPART_HEADBIGRAM
(24,6),(9,5),-0.0883553 # DEPENDENCYPART_HEADBIGRAM
(24,6),(10,5),-0.0891548 # DEPENDENCYPART_HEADBIGRAM
(24,6),(13,5),-0.0886306 # DEPENDENCYPART_HEADBIGRAM
(24,6),(19,5),-0.0873241 # DEPENDENCYPART_HEADBIGRAM
(24,6),(24,5),0.101665 # DEPENDENCYPART_HEADBIGRAM
(24,7),(1,6),-0.199351 # DEPENDENCYPART_HEADBIGRAM
(24,7),(3,6),-0.199703 # DEPENDENCYPART_HEADBIGRAM
(24,7),(5,6),-0.184843 # DEPENDENCYPART_HEADBIGRAM
(24,7),(8,6),-0.0863398 # DEPENDENCYPART_HEADBIGRAM
(24,7),(9,6),-0.0863398 # DEPENDENCYPART_HEADBIGRAM
(24,7),(10,6),-0.0861469 # DEPENDENCYPART_HEADBIGRAM
(24,7),(11,6),-0.0863394 # DEPENDENCYPART_HEADBIGRAM
(24,7),(13,6),-0.0794397 # DEPENDENCYPART_HEADBIGRAM
(24,7),(19,6),-0.0861469 # DEPENDENCYPART_HEADBIGRAM
(24,7),(24,6),0.0834004 # DEPENDENCYPART_HEADBIGRAM
(24,8),(1,7),-0.200576 # DEPENDENCYPART_HEADBIGRAM
(24,8),(3,7),-0.209019 # DEPENDENCYPART_HEADBIGRAM
(24,8),(5,7),-0.207184 # DEPENDENCYPART_HEADBIGRAM
(24,8),(8,7),0.0801185 # DEPENDENCYPART_HEADBIGRAM
(24,8),(9,7),-0.0918901 # DEPENDENCYPART_HEADBIGRAM
(24,8),(10,7),-0.0873989 # DEPENDENCYPART_HEADBIGRAM
(24,8),(11,7),-0.0918055 # DEPENDENCYPART_HEADBIGRAM
(24,8),(13,7),-0.0865238 # DEPENDENCYPART_HEADBIGRAM
(24,8),(15,7),-0.0865238 # DEPENDENCYPART_HEADBIGRAM
(24,8),(24,7),-0.0526626 # DEPENDENCYPART_HEADBIGRAM
(24,9),(1,8),-0.200576 # DEPENDENCYPART_HEADBIGRAM
(24,9),(3,8),-0.209019 # DEPENDENCYPART_HEADBIGRAM
(24,9),(5,8),-0.200696 # DEPENDENCYPART_HEADBIGRAM
(24,9),(7,8),-0.215493 # DEPENDENCYPART_HEADBIGRAM
(24,9),(9,8),0.100538 # DEPENDENCYPART_HEADBIGRAM
(24,9),(10,8),-0.0874835 # DEPENDENCYPART_HEADBIGRAM
(24,9),(11,8),-0.0918055 # DEPENDENCYPART_HEADBIGRAM
(24,9),(13,8),-0.0865704 # DEPENDENCYPART_HEADBIGRAM
(24,9),(15,8),-0.0865099 # DEPENDENCYPART_HEADBIGRAM
(24,9),(24,8),-0.0541165 # DEPENDENCYPART_HEADBIGRAM
(24,10),(1,9),-0.199077 # DEPENDENCYPART_HEADBIGRAM
(24,10),(5,9),-0.196363 # DEPENDENCYPART_HEADBIGRAM
(24,10),(7,9),-0.199807 # DEPENDENCYPART_HEADBIGRAM
(24,10),(8,9),-0.199807 # DEPENDENCYPART_HEADBIGRAM
(24,10),(10,9),-0.0908766 # DEPENDENCYPART_HEADBIGRAM
(24,10),(11,9),-0.0861174 # DEPENDENCYPART_HEADBIGRAM
(24,10),(13,9),-0.0864275 # DEPENDENCYPART_HEADBIGRAM
(24,10),(15,9),-0.086087 # DEPENDENCYPART_HEADBIGRAM
(24,10),(19,9),-0.0860794 # DEPENDENCYPART_HEADBIGRAM
(24,10),(24,9),0.0977733 # DEPENDENCYPART_HEADBIGRAM
(24,11),(0,10),-0.184994 # DEPENDENCYPART_HEADBIGRAM
(24,11),(1,10),-0.199119 # DEPENDENCYPART_HEADBIGRAM
(24,11),(3,10),-0.199115 # DEPENDENCYPART_HEADBIGRAM
(24,11),(5,10),-0.194738 # DEPENDENCYPART_HEADBIGRAM
(24,11),(8,10),-0.199086 # DEPENDENCYPART_HEADBIGRAM
(24,11),(9,10),-0.199086 # DEPENDENCYPART_HEADBIGRAM
(24,11),(11,10),-0.0877777 # DEPENDENCYPART_HEADBIGRAM
(24,11),(13,10),-0.0838422 # DEPENDENCYPART_HEADBIGRAM
(24,11),(19,10),-0.0859823 # DEPENDENCYPART_HEADBIGRAM
(24,11),(24,10),0.0953578 # DEPENDENCYPART_HEADBIGRAM
(24,13),(1,12),-0.199234 # DEPENDENCYPART_HEADBIGRAM
(24,13),(3,12),-0.164227 # DEPENDENCYPART_HEADBIGRAM
(24,13),(5,12),-0.181598 # DEPENDENCYPART_HEADBIGRAM
(24,13),(7,12),-0.165609 # DEPENDENCYPART_HEADBIGRAM
(24,13),(8,12),-0.167382 # DEPENDENCYPART_HEADBIGRAM
(24,13),(9,12),-0.163737 # DEPENDENCYPART_HEADBIGRAM
(24,13),(10,12),-0.186425 # DEPENDENCYPART_HEADBIGRAM
(24,13),(11,12),-0.152057 # DEPENDENCYPART_HEADBIGRAM
(24,13),(13,12),-0.0823205 # DEPENDENCYPART_HEADBIGRAM
(24,13),(19,12),-0.0862091 # DEPENDENCYPART_HEADBIGRAM
(24,14),(1,13),-0.205637 # DEPENDENCYPART_HEADBIGRAM
(24,14),(3,13),-0.205246 # DEPENDENCYPART_HEADBIGRAM
(24,14),(5,13),-0.203634 # DEPENDENCYPART_HEADBIGRAM
(24,14),(10,13),-0.204727 # DEPENDENCYPART_HEADBIGRAM
(24,14),(11,13),-0.206175 # DEPENDENCYPART_HEADBIGRAM
(24,14),(14,13),-0.0940057 # DEPENDENCYPART_HEADBIGRAM
(24,14),(15,13),-0.0893357 # DEPENDENCYPART_HEADBIGRAM
(24,14),(19,13),-0.0869438 # DEPENDENCYPART_HEADBIGRAM
(24,14),(20,13),-0.0868991 # DEPENDENCYPART_HEADBIGRAM
(24,14),(24,13),0.026311 # DEPENDENCYPART_HEADBIGRAM
(24,15),(1,14),-0.207746 # DEPENDENCYPART_HEADBIGRAM
(24,15),(5,14),-0.203114 # DEPENDENCYPART_HEADBIGRAM
(24,15),(10,14),-0.194256 # DEPENDENCYPART_HEADBIGRAM
(24,15),(11,14),-0.193935 # DEPENDENCYPART_HEADBIGRAM
(24,15),(12,14),-0.198118 # DEPENDENCYPART_HEADBIGRAM
(24,15),(13,14),-0.202141 # DEPENDENCYPART_HEADBIGRAM
(24,15),(15,14),-0.0832468 # DEPENDENCYPART_HEADBIGRAM
(24,15),(19,14),-0.0861828 # DEPENDENCYPART_HEADBIGRAM
(24,15),(20,14),-0.0860437 # DEPENDENCYPART_HEADBIGRAM
(24,15),(24,14),0.0905803 # DEPENDENCYPART_HEADBIGRAM
(24,16),(1,15),-0.145492 # DEPENDENCYPART_HEADBIGRAM
(24,16),(5,15),-0.246821 # DEPENDENCYPART_HEADBIGRAM
(24,16),(9,15),-0.211619 # DEPENDENCYPART_HEADBIGRAM
(24,16),(10,15),-0.202454 # DEPENDENCYPART_HEADBIGRAM
(24,16),(11,15),-0.207242 # DEPENDENCYPART_HEADBIGRAM
(24,16),(13,15),-0.279251 # DEPENDENCYPART_HEADBIGRAM
(24,16),(14,15),-0.197777 # DEPENDENCYPART_HEADBIGRAM
(24,16),(19,15),-0.0996618 # DEPENDENCYPART_HEADBIGRAM
(24,16),(20,15),-0.0972233 # DEPENDENCYPART_HEADBIGRAM
(24,16),(24,15),0.160885 # DEPENDENCYPART_HEADBIGRAM
(24,17),(1,16),-0.202005 # DEPENDENCYPART_HEADBIGRAM
(24,17),(3,16),-0.229539 # DEPENDENCYPART_HEADBIGRAM
(24,17),(5,16),-0.223379 # DEPENDENCYPART_HEADBIGRAM
(24,17),(9,16),-0.227939 # DEPENDENCYPART_HEADBIGRAM
(24,17),(10,16),-0.1773 # DEPENDENCYPART_HEADBIGRAM
(24,17),(13,16),-0.222455 # DEPENDENCYPART_HEADBIGRAM
(24,17),(14,16),-0.200553 # DEPENDENCYPART_HEADBIGRAM
