# _root_ Taped just as the market closed yesterday , it offers Ms. Farrell advising , `` We view the market here as going through a relatively normal cycle ... .
#goldHeads=10,3,1,5,6,3,6,10,10,0,12,10,12,13,13,17,13,19,17,17,17,21,22,27,26,27,23,10,10,
#predictedHeads=10,3,1,5,6,3,6,10,10,0,13,13,10,10,10,17,10,19,17,17,17,21,22,27,26,27,23,10,10,
(10,21),(10,25),(10,27),-0.0997305 # DEPENDENCYPART_TRISIBL
(10,21),(10,25),(10,28),-0.0503139 # DEPENDENCYPART_TRISIBL
(10,21),(10,25),(10,29),-0.08347 # DEPENDENCYPART_TRISIBL
(10,21),(10,25),(10,30),-0.094839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,21),(10,26),(10,27),-0.09126 # DEPENDENCYPART_TRISIBL
(10,21),(10,26),(10,28),-0.0603051 # DEPENDENCYPART_TRISIBL
(10,21),(10,26),(10,29),-0.0854554 # DEPENDENCYPART_TRISIBL
(10,21),(10,26),(10,30),-0.127271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,21),(10,27),(10,28),-0.0604376 # DEPENDENCYPART_TRISIBL
(10,21),(10,27),(10,29),-0.0476749 # DEPENDENCYPART_TRISIBL
(10,21),(10,27),(10,30),-0.114573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,21),(10,28),(10,29),-0.00743465 # DEPENDENCYPART_TRISIBL
(10,21),(10,28),(10,30),-0.162429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,21),(10,29),(10,30),-0.0872757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,22),(10,23),(10,25),-0.0982728 # DEPENDENCYPART_TRISIBL
(10,22),(10,23),(10,26),-0.0936803 # DEPENDENCYPART_TRISIBL
(10,22),(10,23),(10,27),-0.113729 # DEPENDENCYPART_TRISIBL
(10,22),(10,23),(10,28),-0.107576 # DEPENDENCYPART_TRISIBL
(10,22),(10,23),(10,29),-0.0631699 # DEPENDENCYPART_TRISIBL
(10,22),(10,23),(10,30),-0.146089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,22),(10,25),(10,26),-0.0933003 # DEPENDENCYPART_TRISIBL
(10,22),(10,25),(10,27),-0.114205 # DEPENDENCYPART_TRISIBL
(10,22),(10,25),(10,28),-0.101042 # DEPENDENCYPART_TRISIBL
(10,22),(10,25),(10,29),-0.0758232 # DEPENDENCYPART_TRISIBL
(10,22),(10,25),(10,30),-0.157228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,22),(10,26),(10,27),-0.111342 # DEPENDENCYPART_TRISIBL
(10,22),(10,26),(10,28),-0.100218 # DEPENDENCYPART_TRISIBL
(10,22),(10,26),(10,29),-0.109974 # DEPENDENCYPART_TRISIBL
(10,22),(10,26),(10,30),-0.112048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,22),(10,27),(10,28),-0.0981076 # DEPENDENCYPART_TRISIBL
(10,22),(10,27),(10,29),-0.077793 # DEPENDENCYPART_TRISIBL
(10,22),(10,27),(10,30),-0.132823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,22),(10,28),(10,29),-0.0878566 # DEPENDENCYPART_TRISIBL
(10,22),(10,28),(10,30),-0.152837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,22),(10,29),(10,30),-0.0787177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,23),(10,25),(10,26),-0.0752075 # DEPENDENCYPART_TRISIBL
(10,23),(10,25),(10,27),-0.0872553 # DEPENDENCYPART_TRISIBL
(10,23),(10,25),(10,28),-0.0463829 # DEPENDENCYPART_TRISIBL
(10,23),(10,25),(10,29),-0.0536942 # DEPENDENCYPART_TRISIBL
(10,23),(10,25),(10,30),-0.081756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,23),(10,26),(10,27),-0.0773083 # DEPENDENCYPART_TRISIBL
(10,23),(10,26),(10,28),-0.0590295 # DEPENDENCYPART_TRISIBL
(10,23),(10,26),(10,29),-0.0561696 # DEPENDENCYPART_TRISIBL
(10,23),(10,26),(10,30),-0.150276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,23),(10,27),(10,28),-0.0637934 # DEPENDENCYPART_TRISIBL
(10,23),(10,27),(10,29),-0.0191187 # DEPENDENCYPART_TRISIBL
(10,23),(10,27),(10,30),-0.109833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,23),(10,28),(10,29),0.0133469 # DEPENDENCYPART_TRISIBL
(10,23),(10,28),(10,30),-0.16885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,23),(10,29),(10,30),-0.103687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,25),(10,26),(10,27),-0.112379 # DEPENDENCYPART_TRISIBL
(10,25),(10,26),(10,28),-0.0615476 # DEPENDENCYPART_TRISIBL
(10,25),(10,26),(10,29),-0.068729 # DEPENDENCYPART_TRISIBL
(10,25),(10,26),(10,30),-0.0497254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,25),(10,27),(10,28),-0.00489243 # DEPENDENCYPART_TRISIBL
(10,25),(10,27),(10,29),-0.121182 # DEPENDENCYPART_TRISIBL
(10,25),(10,27),(10,30),-0.0651415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,25),(10,28),(10,29),-0.0704447 # DEPENDENCYPART_TRISIBL
(10,25),(10,28),(10,30),-0.101356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,25),(10,29),(10,30),-0.143549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,26),(10,27),(10,28),-0.107291 # DEPENDENCYPART_TRISIBL
(10,26),(10,27),(10,29),-0.07653 # DEPENDENCYPART_TRISIBL
(10,26),(10,27),(10,30),-0.0848179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,26),(10,28),(10,29),-0.0452888 # DEPENDENCYPART_TRISIBL
(10,26),(10,28),(10,30),-0.0841763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,26),(10,29),(10,30),-0.0727545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,27),(10,28),(10,29),-0.118345 # DEPENDENCYPART_TRISIBL
(10,27),(10,28),(10,30),-0.0878142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,27),(10,29),(10,30),-0.0683352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,28),(10,29),(10,30),-0.0364291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,8),0.0401305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,7),-0.0871971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,6),-0.0540767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,5),-0.0820214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,3),-0.0531555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,2),-0.0066736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,1),-0.0596715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),0.0398118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,7),-0.129821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,6),-0.215159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,5),-0.122506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,3),-0.184974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,2),-0.119695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,1),-0.0686119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),-0.142529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,6),-0.0981728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,5),-0.0869786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,3),0.0245313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,2),0.0498083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,1),-0.109262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),0.0818969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,6),(10,5),-0.0280939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,3),-0.123708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,2),-0.0593048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,1),-0.0994166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,-1),-0.0474291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,5),(10,3),0.040804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,2),0.0492286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,1),-0.109518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,-1),0.114387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,3),(10,2),-0.0307756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,3),(10,1),-0.117884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,3),(10,-1),-0.180362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,2),(10,1),-0.120535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,2),(10,-1),-0.157863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,1),(10,-1),-0.184421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,8),(10,7),-0.21074 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,6),-0.0617909 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,5),-0.211606 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,3),0.140234 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,2),-0.0452554 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,1),-0.063097 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,-1),-0.054541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,6),-0.0790808 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,5),-0.131556 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,3),0.00990275 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,2),-0.0206223 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,1),-0.069321 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,-1),-0.0415988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,6),(10,5),-0.129002 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,3),0.0183605 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,2),-0.0266913 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,1),-0.06926 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,-1),-0.0450058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,5),(10,3),0.00990282 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,2),-0.0205794 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,1),-0.069321 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,-1),-0.0384847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,3),(10,2),-0.0351518 # DEPENDENCYPART_TRISIBL
(10,9),(10,3),(10,1),-0.0700998 # DEPENDENCYPART_TRISIBL
(10,9),(10,3),(10,-1),0.0178182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,2),(10,1),-0.0722197 # DEPENDENCYPART_TRISIBL
(10,9),(10,2),(10,-1),-0.0276442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,1),(10,-1),-0.0307025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,7),(10,6),-0.110839 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,5),-0.12781 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,3),-0.00750923 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,2),0.00962683 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,1),-0.0978916 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,-1),0.0742528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,6),(10,5),-0.127137 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,3),-0.0401771 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,2),-0.0157151 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,1),-0.096331 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,-1),0.113584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,5),(10,3),-0.0377155 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,2),0.0156853 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,1),-0.0975093 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,-1),0.0669238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,3),(10,2),-0.0122967 # DEPENDENCYPART_TRISIBL
(10,8),(10,3),(10,1),-0.098828 # DEPENDENCYPART_TRISIBL
(10,8),(10,3),(10,-1),0.117795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,2),(10,1),-0.097331 # DEPENDENCYPART_TRISIBL
(10,8),(10,2),(10,-1),0.00320608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,1),(10,-1),0.06165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,6),(10,5),-0.170189 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,3),-0.0523069 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,2),-0.0483206 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,1),-0.0539386 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,-1),-0.0168405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,5),(10,3),-0.0950372 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,2),-0.0688478 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,1),-0.0548699 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,-1),-0.0353088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,3),(10,2),-0.0567723 # DEPENDENCYPART_TRISIBL
(10,7),(10,3),(10,1),-0.0570072 # DEPENDENCYPART_TRISIBL
(10,7),(10,3),(10,-1),0.0215792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,2),(10,1),-0.0541929 # DEPENDENCYPART_TRISIBL
(10,7),(10,2),(10,-1),0.0168756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,1),(10,-1),-0.0404979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,5),(10,3),-0.0971735 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,2),-0.074039 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,1),-0.0747293 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,-1),-0.0978316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,3),(10,2),-0.0724561 # DEPENDENCYPART_TRISIBL
(10,6),(10,3),(10,1),-0.0745913 # DEPENDENCYPART_TRISIBL
(10,6),(10,3),(10,-1),-0.0937044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,2),(10,1),-0.0745483 # DEPENDENCYPART_TRISIBL
(10,6),(10,2),(10,-1),-0.0832035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,1),(10,-1),-0.0796288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,3),(10,2),-0.0614408 # DEPENDENCYPART_TRISIBL
(10,5),(10,3),(10,1),-0.0569363 # DEPENDENCYPART_TRISIBL
(10,5),(10,3),(10,-1),-0.0414071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,2),(10,1),-0.054122 # DEPENDENCYPART_TRISIBL
(10,5),(10,2),(10,-1),-0.0216275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,1),(10,-1),-0.0808172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,3),(10,2),(10,1),-0.0869385 # DEPENDENCYPART_TRISIBL
(10,3),(10,2),(10,-1),-0.0702819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,3),(10,1),(10,-1),-0.120221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,2),(10,1),(10,-1),-0.0843703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.272286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.144346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,17),-0.166282 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,30),-0.235715 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.205122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,17),-0.136115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,30),-0.184996 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,17),-0.310364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,30),-0.712489 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,17),(11,30),-0.196691 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.0786304 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),-0.0950486 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,30),-0.238172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,17),-0.0704314 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,30),-0.169952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,30),-0.190514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,17),-0.0624453 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,30),-0.0966771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,30),-0.134565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,30),-0.148116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,-1),-0.232779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.204732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.174688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,17),-0.136111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,19),-0.234476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,30),-0.179576 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.158901 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,17),-0.31036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,19),-0.0902632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,30),-0.707092 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,17),-0.174572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,19),-0.194278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,30),-0.45041 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,19),-0.200137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,30),-0.191293 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,19),(12,30),-0.207159 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.128882 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),-0.0624453 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,19),-0.451281 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,30),-0.0966627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,17),-0.0957364 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,19),-0.208071 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,30),-0.170639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,19),-0.203953 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,30),-0.134555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,19),(12,30),-0.266244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,17),-0.0296099 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,19),0.0426829 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,30),-0.304005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,19),0.0244715 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,30),-0.144284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,19),(12,30),-0.0824758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,17),(12,19),-0.116427 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,30),-0.120853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,19),(12,30),-0.135566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,19),(12,30),-0.123612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,10),-0.114616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,-1),-0.150577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,-1),-0.28695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,10),(12,-1),-0.193155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.109974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.116804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.271632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,19),-0.0903131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,20),-0.151338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,21),-0.439944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,22),-0.34554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,23),-0.471719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,27),-0.0746611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,28),-0.134304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,29),-0.236315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,30),-0.773153 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.109915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,17),-0.179364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,19),-0.218307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,20),-0.143346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,21),-0.134536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,22),-0.0682872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,23),-0.137289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,27),-0.210345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,28),-0.144302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,29),-0.222502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,30),-0.446622 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,17),-0.1573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,19),-0.192415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,20),-0.108749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,21),-0.132508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,22),-0.0988646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,23),-0.131259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,27),-0.18532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,28),-0.141456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,29),-0.262588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,30),-0.199943 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,19),-0.216953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,20),-0.117778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,21),-0.124076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,22),-0.0840171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,23),-0.126814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,27),-0.2103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,28),-0.0118337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,29),-0.159654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,30),-0.129354 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,19),(13,20),-0.0953494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,21),-0.098476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,22),-0.0618339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,23),-0.099986 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,27),-0.225977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
