# _root_ Similarly , Agfa is sponsoring scores of photography contests at high schools and colleges , offering free black-and-white film and paper as prizes .
#goldHeads=4,4,4,0,4,5,6,9,7,9,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
#predictedHeads=4,4,4,0,4,5,6,9,7,5,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
(20,23),(23,18),(23,17),-0.066036 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,18),(23,-1),-0.0951839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,17),(23,-1),-0.0910285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,17),(17,18),0.0918395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,19),0.0757696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,20),0.185288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,21),-0.0671988 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,17),(17,23),-0.0648841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,25),0.0805033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,18),(17,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,18),(17,20),0.101618 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,18),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,18),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,18),(17,25),-0.0664932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,19),(17,20),0.0987533 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,19),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,19),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,19),(17,25),-0.0718142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,20),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,20),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,20),(17,25),-0.026787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,21),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,21),(17,25),-0.0718142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,23),(17,25),-0.0721878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,17),(17,-1),0.0650063 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,18),(18,20),0.184352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,21),-0.0671988 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,18),(18,25),0.0847322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,20),(18,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,20),(18,25),-0.0277236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,21),(18,25),-0.071814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,18),(18,17),-0.0696356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,-1),0.0625691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,17),(18,-1),0.0102318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,20),0.0873227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,21),-0.0685353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,19),(19,22),-0.0761466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,23),-0.0658579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,25),0.0487986 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,20),(19,21),-0.0647642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,20),(19,22),-0.0672033 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,23),-0.0646044 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,25),-0.0936192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,21),(19,22),-0.0642285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,23),-0.0641548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,25),-0.0593919 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,22),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,25),-0.0681189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,23),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,23),(19,25),-0.0712033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,24),(19,25),-0.064189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,18),-0.0507784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,17),-0.0507784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,16),-0.0561868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,15),0.0377572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,14),-0.0624619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,12),-0.0624619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,11),-0.0534526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,10),0.0571558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,-1),0.0615036 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,18),(19,17),-0.0508613 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,16),-0.0421094 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,15),-0.036255 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,14),-0.042185 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,12),-0.042185 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,11),-0.0508613 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,10),-0.0424113 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,-1),-0.0309831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,17),(19,16),-0.0421094 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,15),-0.0364015 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,14),-0.042185 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,12),-0.042185 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,11),-0.0508613 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,10),-0.0424113 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,-1),-0.0309831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,16),(19,15),-0.0422597 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,14),-0.0420587 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,12),-0.0420587 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,11),-0.040554 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,10),-0.0436136 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,-1),-0.0524457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,15),(19,14),0.021003 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,12),0.0209572 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,11),-0.0513545 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,10),-0.0770404 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,-1),-0.070244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,14),(19,12),-0.0425566 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,11),-0.0448531 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,10),-0.0444369 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,-1),0.0402366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,12),(19,11),-0.0448531 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,10),-0.0444369 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,-1),0.0402366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,11),(19,10),-0.0426906 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,11),(19,-1),-0.0327424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,10),(19,-1),-0.112602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,23),-0.0342615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,24),-0.0420282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,25),-0.170189 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,23),(22,24),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,25),-0.00597478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,24),(22,25),-0.0453327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,21),0.0780088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,-1),0.0177202 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,21),(22,-1),-0.109484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,23),(23,24),-0.0442102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,25),0.0339268 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,24),(23,25),-0.0459437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,23),(23,22),0.105821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,21),0.127367 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,23),(23,19),-0.0675727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,18),-0.0641501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,17),-0.0641501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,-1),-0.0449349 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,22),(23,21),0.102943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,22),(23,19),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,-1),-0.0428698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,21),(23,19),-0.0641531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,18),-0.0642184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,17),-0.0642184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,-1),-0.0762552 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,19),(23,18),-0.0642184 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,19),(23,17),-0.0642184 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,19),(23,-1),-0.0773232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,18),(23,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,18),(23,-1),-0.0736839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,17),(23,-1),-0.0732885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,21),(21,22),-0.0614617 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,21),(21,23),-0.0665365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,25),-0.220921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,22),(21,23),-0.0641496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,25),-0.108807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,23),(21,25),-0.0797586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,21),(21,19),-0.0914834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,18),-0.0290886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,17),-0.0299578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,-1),0.123614 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,19),(21,18),-0.0441673 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,17),-0.0441673 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,-1),-0.0565463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,18),(21,17),-0.0394027 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,18),(21,-1),-0.0558085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,17),(21,-1),-0.0582468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,24),-0.0463253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,25),0.0982542 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,24),(23,25),-0.0453749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,22),0.0993 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,23),(23,21),-0.0701785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,19),-0.0701783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,18),-0.0665966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,17),-0.0665966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,-1),-0.173087 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,22),(23,21),-0.0641596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,19),-0.0641596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,-1),-0.102814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,21),(23,19),-0.0663383 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,21),(23,18),-0.0661541 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,21),(23,17),-0.0661541 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,21),(23,-1),-0.020266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,19),(23,18),-0.0661541 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,19),(23,17),-0.0661541 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,19),(23,-1),-0.0195668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,18),(23,17),-0.065317 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,18),(23,-1),-0.0756516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,17),(23,-1),-0.0768774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,24),(24,25),-0.111748 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,24),(24,23),0.102883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,-1),-0.110829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,23),(24,-1),-0.0643305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,17),(17,18),0.108449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,19),0.0977357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,20),0.0757188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,21),0.0979212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,23),-0.0645158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,17),(17,25),0.101706 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,18),(17,19),0.102893 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,20),0.102114 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,21),0.102893 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,18),(17,25),-0.0397975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,19),(17,20),0.0969625 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,21),0.103048 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,19),(17,25),0.011684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,20),(17,21),0.102568 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,20),(17,23),-0.064517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,20),(17,25),-0.130827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,21),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,21),(17,25),0.0118018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,23),(17,25),-0.0652193 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,17),(17,-1),0.045033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,18),(18,20),0.0734981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,21),0.0979227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,25),0.0935994 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,20),(18,21),0.102568 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,20),(18,25),-0.133028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,21),(18,25),0.0125496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,18),(18,17),-0.0368435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,-1),0.0388235 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,17),(18,-1),0.0433158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,20),0.10887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,21),0.111543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,22),0.149382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,23),-0.0677722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,19),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,25),-0.0345153 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,20),(19,21),0.102806 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,22),0.102387 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,23),-0.0641602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,20),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,25),-0.0674014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,21),(19,22),0.10093 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,21),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,25),-0.0774401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,22),(19,23),-0.0641698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,22),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,25),-0.0486442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,23),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,25),-0.0466125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,24),(19,25),-0.0641902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,18),-0.0363825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,17),-0.0363825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,16),-0.0425518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,15),0.0685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,14),-0.0526618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,12),-0.0526618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,11),-0.0350512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,10),-0.0233184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,-1),0.137235 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,18),(19,17),-0.0426806 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,16),-0.0394538 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,15),-0.04037 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,14),-0.0425583 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,12),-0.0430361 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,11),-0.0426825 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,10),-0.0425618 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,-1),-0.0490607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,17),(19,16),-0.0394538 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,15),-0.0403735 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,14),-0.0425583 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,12),-0.0430361 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,11),-0.0426825 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,10),-0.0425618 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,-1),-0.0490607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,16),(19,15),-0.0411234 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,14),-0.0420167 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,12),-0.0420167 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,11),-0.0420173 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,10),-0.0421667 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,-1),-0.0420884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,15),(19,14),0.0123976 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,12),0.0145686 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,11),-0.0430354 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,10),-0.050831 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,-1),-0.0957531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,14),(19,12),-0.0420251 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,14),(19,11),-0.0423154 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,14),(19,10),-0.044179 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,14),(19,-1),-0.0090939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,12),(19,11),-0.0423154 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,12),(19,10),-0.044179 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,12),(19,-1),-0.0107954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,11),(19,10),-0.0426785 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,11),(19,-1),-0.0491867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,10),(19,-1),-0.115961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,22),0.149381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,23),-0.0677722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,21),(21,25),-0.0309402 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,22),(21,23),-0.0641698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,22),(21,25),-0.0486196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,23),(21,25),-0.0468039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,21),(21,19),-0.102237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,18),-0.0416191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,17),-0.0416191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,-1),0.134222 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,19),(21,18),-0.0482741 # DEPENDENCYPART_GRANDSIBL
