# _root_ Texas Air Corp. , which owns Continental , and the Air Transport Association were prominent in the lobbying .
#goldHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
#predictedHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
(2,14),(2,17),(2,20),-0.137368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,18),(2,19),-0.0723137 # DEPENDENCYPART_TRISIBL
(2,14),(2,18),(2,20),-0.140812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,19),(2,20),-0.160261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,16),(2,17),-0.0801734 # DEPENDENCYPART_TRISIBL
(2,15),(2,16),(2,18),-0.0900051 # DEPENDENCYPART_TRISIBL
(2,15),(2,16),(2,19),-0.0175349 # DEPENDENCYPART_TRISIBL
(2,15),(2,16),(2,20),-0.121849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,17),(2,18),-0.0940757 # DEPENDENCYPART_TRISIBL
(2,15),(2,17),(2,19),-0.0663504 # DEPENDENCYPART_TRISIBL
(2,15),(2,17),(2,20),-0.158617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,18),(2,19),-0.0959974 # DEPENDENCYPART_TRISIBL
(2,15),(2,18),(2,20),-0.128435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,19),(2,20),-0.105133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,17),(2,18),-0.0834666 # DEPENDENCYPART_TRISIBL
(2,16),(2,17),(2,19),-0.0964036 # DEPENDENCYPART_TRISIBL
(2,16),(2,17),(2,20),-0.225316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,18),(2,19),-0.0989094 # DEPENDENCYPART_TRISIBL
(2,16),(2,18),(2,20),-0.190018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,19),(2,20),-0.151343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,17),(2,18),(2,19),-0.0815907 # DEPENDENCYPART_TRISIBL
(2,17),(2,18),(2,20),-0.111499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,17),(2,19),(2,20),-0.129658 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,18),(2,19),(2,20),-0.104733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.204644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.26752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.163893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.0579124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.0488746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.495025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,13),-0.0466839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,14),-0.0918642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,19),-0.321209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,20),-0.722927 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.183907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.162799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),-0.11397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),-0.137924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,13),-0.153861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,14),-0.126726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,19),-0.2455 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,20),-0.201311 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.151544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),-0.0822647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),-0.0661422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,13),-0.142607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,14),-0.133771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,19),-0.117598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,20),-0.19171 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.140873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,9),-0.0309175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,13),-0.193175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,14),-0.138438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,19),-0.210442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,20),-0.251877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,9),-0.495025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,13),-0.0466839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,14),-0.0918642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,19),-0.321209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,20),-0.722927 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,13),-0.114877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,14),-0.0875034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,19),-0.65195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,20),-0.248614 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,13),(3,14),-0.138509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,19),-0.213331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,20),-0.23797 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,14),(3,19),-0.205718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,20),-0.233213 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,19),(3,20),-0.245563 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0406737 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.0341213 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),0.278797 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.0441313 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,13),-0.0324277 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,14),-0.0457746 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,19),-0.0812895 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,20),-0.350403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.037091 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),0.422436 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.0538181 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,13),-0.0353973 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,14),-0.0548435 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,19),-0.0941284 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,20),-0.135512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),0.204788 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.143153 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,13),-0.0570876 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,14),-0.0397417 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,19),-0.142605 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,20),-0.141825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),0.214581 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,13),-0.0677139 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,14),-0.0485589 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,19),-0.101118 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,20),-0.511472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,13),-0.00995528 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,14),-0.048186 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,19),-0.0150746 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,20),-0.0437118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,13),(3,14),-0.0397389 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,19),-0.142967 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,20),-0.143447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,19),-0.106051 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,20),-0.189949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,19),(3,20),-0.445315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.0903902 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.0905238 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.094317 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,13),-0.0903902 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,14),-0.0923073 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),-0.0959257 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,20),-0.168404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0903334 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.0942951 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,13),-0.0903954 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,14),-0.0923275 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,19),-0.0949562 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,20),-0.163957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.0945477 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,13),-0.0903901 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,14),-0.0923167 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,19),-0.0952331 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,20),-0.173264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,13),-0.0903901 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,14),-0.0923073 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,19),-0.0950061 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,20),-0.163082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,13),(3,14),-0.0923275 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,19),-0.0949562 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,20),-0.163957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,19),-0.0972606 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,20),-0.16936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,19),(3,20),-0.171964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.0834846 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.0377255 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,13),-0.0892432 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,14),-0.101416 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,19),-0.0656954 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,20),-0.109066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),0.0829822 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,13),-0.0974933 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,14),-0.125653 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,19),-0.0848989 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,20),-0.0198557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,13),-0.0890642 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,14),-0.101815 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,19),-0.0386869 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,20),-0.0827746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,13),(3,14),-0.101416 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,19),-0.0656954 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,20),-0.109066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,14),(3,19),-0.0757783 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,20),-0.135325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,19),(3,20),-0.0500844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),-0.180637 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,13),-0.0530126 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,14),-0.180094 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,19),-0.12591 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,20),-0.177999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,13),-0.152418 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,14),-0.127666 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,19),-0.119615 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,20),-0.109117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,13),(3,14),-0.12895 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,19),-0.0776061 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,20),-0.213282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,14),(3,19),-0.133964 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,20),-0.159115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,19),(3,20),-0.148822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,13),-0.00995528 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,14),-0.048186 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,19),-0.0150746 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,20),-0.0437118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,13),(3,14),-0.0397389 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,19),-0.142967 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,20),-0.143447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,14),(3,19),-0.106051 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,20),-0.189949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,19),(3,20),-0.445315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,13),(3,14),-0.0132252 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,19),-0.162278 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,20),-0.120798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,14),(3,19),-0.172417 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,20),-0.161621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,19),(3,20),-0.207351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,14),(3,19),-0.134942 # DEPENDENCYPART_TRISIBL
(3,13),(3,14),(3,20),-0.163764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,19),(3,20),-0.157903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,19),(3,20),-0.161194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.26241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.329153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.342321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.0999653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,6),(4,20),-0.494661 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,6),(5,7),-0.116512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.0310837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.0158394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,20),-0.194139 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.146611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,9),-0.0712608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,20),-0.308173 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),-0.317362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,20),-0.643496 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,20),-0.356385 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.0927623 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.054275 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,20),-0.116467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),0.0275337 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,20),-0.0871514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,20),-0.0749859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),-0.0492125 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,20),-0.0787038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,20),-0.0891001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,20),-0.0160838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,2),-0.127429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.410406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,-1),-0.304706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,2),(5,-1),-0.0994782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),-0.0643262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,9),-0.0400385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,11),-0.203662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,12),-0.201674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,13),-0.19938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,14),-0.129295 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,15),0.0116908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,16),-0.0138761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,17),-0.147277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,18),-0.0279704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,19),-0.0336512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,20),-0.0754761 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,9),-0.432102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,11),-0.16152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,12),-0.158797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,13),-0.15418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,14),-0.0439357 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,15),-0.173978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,16),-0.328077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,17),-0.245188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,18),-0.216071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,19),-0.20697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,20),-0.169124 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,9),(6,11),-0.0651231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,12),-0.0631932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,13),-0.0610761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,14),-0.0933363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,15),-0.0860234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,16),-0.117064 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,17),-0.125594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,18),-0.0238358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,19),-0.617661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,20),-0.232379 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,11),(6,12),-0.201935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,13),-0.199641 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,14),-0.129295 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,15),0.0116908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,16),-0.00156993 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,17),-0.147277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,18),-0.0280106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,19),-0.0338051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,20),-0.0921335 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,12),(6,13),-0.19938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,14),-0.129295 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,15),0.0116832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,16),-0.0136516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,17),-0.147277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,18),-0.0279707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,19),-0.0343853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,20),-0.0700575 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,13),(6,14),-0.129352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,15),0.011688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,16),-0.0148298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,17),-0.147277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,18),-0.0279704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,19),-0.0372737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,20),-0.053977 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,14),(6,15),-0.0934881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,16),-0.0746387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,17),-0.145825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,18),-0.0864098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,19),-0.000149727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,20),0.0299661 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,15),(6,16),-0.0238164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,17),-0.172963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,18),-0.0981868 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,19),-0.0848549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,20),-0.0738918 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,16),(6,17),-0.153892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,16),(6,18),-0.0834598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,16),(6,19),-0.142479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,16),(6,20),-0.144308 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,17),(6,18),-0.0917515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,17),(6,19),-0.108114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,17),(6,20),-0.239761 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,18),(6,19),-0.0478723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
