# _root_ Leery of the costs -- and , critics say , competition -- the airlines have sought to gain leverage over the city of Denver .
#goldHeads=15,1,4,2,9,9,9,9,4,9,9,9,14,15,0,15,16,17,18,19,22,20,22,23,15,
#predictedHeads=9,1,4,2,11,11,9,9,0,9,1,11,14,15,9,15,16,17,18,19,22,20,22,23,9,
(2,6),(6,5),0.178626 # DEPENDENCYPART_HEADBIGRAM
(2,6),(8,5),0.172112 # DEPENDENCYPART_HEADBIGRAM
(2,6),(9,5),0.171448 # DEPENDENCYPART_HEADBIGRAM
(2,6),(11,5),0.16616 # DEPENDENCYPART_HEADBIGRAM
(2,6),(15,5),0.172579 # DEPENDENCYPART_HEADBIGRAM
(2,6),(16,5),0.179852 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.0516606 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.0480857 # DEPENDENCYPART_HEADBIGRAM
(2,7),(3,6),0.0699452 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.0698151 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.0608312 # DEPENDENCYPART_HEADBIGRAM
(2,7),(8,6),0.183736 # DEPENDENCYPART_HEADBIGRAM
(2,7),(9,6),0.162781 # DEPENDENCYPART_HEADBIGRAM
(2,7),(11,6),0.185267 # DEPENDENCYPART_HEADBIGRAM
(2,7),(15,6),0.162276 # DEPENDENCYPART_HEADBIGRAM
(2,7),(16,6),0.17311 # DEPENDENCYPART_HEADBIGRAM
(2,8),(1,7),-0.0463106 # DEPENDENCYPART_HEADBIGRAM
(2,8),(2,7),0.0210215 # DEPENDENCYPART_HEADBIGRAM
(2,8),(4,7),0.0579836 # DEPENDENCYPART_HEADBIGRAM
(2,8),(5,7),0.114074 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.107349 # DEPENDENCYPART_HEADBIGRAM
(2,8),(8,7),0.158721 # DEPENDENCYPART_HEADBIGRAM
(2,8),(9,7),0.168581 # DEPENDENCYPART_HEADBIGRAM
(2,8),(11,7),0.160137 # DEPENDENCYPART_HEADBIGRAM
(2,8),(15,7),0.166995 # DEPENDENCYPART_HEADBIGRAM
(2,8),(16,7),0.160415 # DEPENDENCYPART_HEADBIGRAM
(2,9),(1,8),-0.0618356 # DEPENDENCYPART_HEADBIGRAM
(2,9),(2,8),0.00559058 # DEPENDENCYPART_HEADBIGRAM
(2,9),(4,8),0.0291613 # DEPENDENCYPART_HEADBIGRAM
(2,9),(6,8),0.31023 # DEPENDENCYPART_HEADBIGRAM
(2,9),(9,8),0.0960351 # DEPENDENCYPART_HEADBIGRAM
(2,9),(11,8),0.166691 # DEPENDENCYPART_HEADBIGRAM
(2,9),(15,8),0.143803 # DEPENDENCYPART_HEADBIGRAM
(2,9),(16,8),0.168945 # DEPENDENCYPART_HEADBIGRAM
(2,10),(0,9),-0.0684262 # DEPENDENCYPART_HEADBIGRAM
(2,10),(1,9),-0.0611555 # DEPENDENCYPART_HEADBIGRAM
(2,10),(2,9),0.0991941 # DEPENDENCYPART_HEADBIGRAM
(2,10),(4,9),0.0775517 # DEPENDENCYPART_HEADBIGRAM
(2,10),(6,9),0.0754483 # DEPENDENCYPART_HEADBIGRAM
(2,10),(8,9),0.0838478 # DEPENDENCYPART_HEADBIGRAM
(2,10),(11,9),0.174151 # DEPENDENCYPART_HEADBIGRAM
(2,10),(14,9),0.174228 # DEPENDENCYPART_HEADBIGRAM
(2,10),(15,9),0.17409 # DEPENDENCYPART_HEADBIGRAM
(2,10),(16,9),0.177522 # DEPENDENCYPART_HEADBIGRAM
(2,12),(1,11),-0.0647746 # DEPENDENCYPART_HEADBIGRAM
(2,12),(4,11),0.0676385 # DEPENDENCYPART_HEADBIGRAM
(2,12),(6,11),0.05831 # DEPENDENCYPART_HEADBIGRAM
(2,12),(8,11),0.0598063 # DEPENDENCYPART_HEADBIGRAM
(2,12),(9,11),0.106418 # DEPENDENCYPART_HEADBIGRAM
(2,12),(12,11),0.163088 # DEPENDENCYPART_HEADBIGRAM
(2,12),(13,11),0.170865 # DEPENDENCYPART_HEADBIGRAM
(2,12),(14,11),0.153329 # DEPENDENCYPART_HEADBIGRAM
(2,12),(15,11),0.157953 # DEPENDENCYPART_HEADBIGRAM
(2,12),(16,11),0.170088 # DEPENDENCYPART_HEADBIGRAM
(2,15),(4,14),0.0656608 # DEPENDENCYPART_HEADBIGRAM
(2,15),(6,14),0.267845 # DEPENDENCYPART_HEADBIGRAM
(2,15),(9,14),0.0308615 # DEPENDENCYPART_HEADBIGRAM
(2,15),(11,14),0.0460928 # DEPENDENCYPART_HEADBIGRAM
(2,15),(12,14),0.0376312 # DEPENDENCYPART_HEADBIGRAM
(2,15),(15,14),0.0538201 # DEPENDENCYPART_HEADBIGRAM
(2,15),(16,14),0.172638 # DEPENDENCYPART_HEADBIGRAM
(2,15),(17,14),0.184166 # DEPENDENCYPART_HEADBIGRAM
(2,15),(18,14),0.165954 # DEPENDENCYPART_HEADBIGRAM
(2,15),(19,14),0.170053 # DEPENDENCYPART_HEADBIGRAM
(2,25),(15,24),0.0424601 # DEPENDENCYPART_HEADBIGRAM
(2,25),(16,24),0.0402327 # DEPENDENCYPART_HEADBIGRAM
(2,25),(18,24),0.0410202 # DEPENDENCYPART_HEADBIGRAM
(2,25),(19,24),0.0659908 # DEPENDENCYPART_HEADBIGRAM
(2,25),(20,24),0.0787652 # DEPENDENCYPART_HEADBIGRAM
(2,25),(22,24),0.0635505 # DEPENDENCYPART_HEADBIGRAM
(2,25),(23,24),0.104803 # DEPENDENCYPART_HEADBIGRAM
(2,25),(25,24),0.172308 # DEPENDENCYPART_HEADBIGRAM
(3,5),(0,4),-0.0635807 # DEPENDENCYPART_HEADBIGRAM
(3,5),(1,4),-0.0632899 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.062633 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.170694 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.178607 # DEPENDENCYPART_HEADBIGRAM
(3,5),(8,4),0.173897 # DEPENDENCYPART_HEADBIGRAM
(3,5),(9,4),0.173946 # DEPENDENCYPART_HEADBIGRAM
(3,5),(11,4),0.174218 # DEPENDENCYPART_HEADBIGRAM
(3,5),(15,4),0.174259 # DEPENDENCYPART_HEADBIGRAM
(3,5),(16,4),0.174294 # DEPENDENCYPART_HEADBIGRAM
(3,6),(1,5),-0.0641106 # DEPENDENCYPART_HEADBIGRAM
(3,6),(2,5),-0.0641598 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.0591058 # DEPENDENCYPART_HEADBIGRAM
(3,6),(4,5),0.0641122 # DEPENDENCYPART_HEADBIGRAM
(3,6),(6,5),0.179555 # DEPENDENCYPART_HEADBIGRAM
(3,6),(8,5),0.173029 # DEPENDENCYPART_HEADBIGRAM
(3,6),(9,5),0.173351 # DEPENDENCYPART_HEADBIGRAM
(3,6),(11,5),0.174184 # DEPENDENCYPART_HEADBIGRAM
(3,6),(15,5),0.174014 # DEPENDENCYPART_HEADBIGRAM
(3,6),(16,5),0.174263 # DEPENDENCYPART_HEADBIGRAM
(4,2),(0,1),-0.173475 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),-0.0508502 # DEPENDENCYPART_HEADBIGRAM
(4,2),(4,1),0.0831387 # DEPENDENCYPART_HEADBIGRAM
(4,2),(5,1),0.0847528 # DEPENDENCYPART_HEADBIGRAM
(4,2),(6,1),0.0738248 # DEPENDENCYPART_HEADBIGRAM
(4,2),(8,1),0.0898761 # DEPENDENCYPART_HEADBIGRAM
(4,2),(9,1),0.106676 # DEPENDENCYPART_HEADBIGRAM
(4,2),(11,1),0.0939322 # DEPENDENCYPART_HEADBIGRAM
(4,2),(15,1),0.110289 # DEPENDENCYPART_HEADBIGRAM
(4,2),(16,1),0.0983079 # DEPENDENCYPART_HEADBIGRAM
(4,3),(0,2),-0.129909 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.14797 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.0255875 # DEPENDENCYPART_HEADBIGRAM
(4,3),(5,2),0.0890909 # DEPENDENCYPART_HEADBIGRAM
(4,3),(6,2),0.0835043 # DEPENDENCYPART_HEADBIGRAM
(4,3),(9,2),0.0693476 # DEPENDENCYPART_HEADBIGRAM
(4,3),(11,2),0.0360402 # DEPENDENCYPART_HEADBIGRAM
(4,3),(15,2),0.167283 # DEPENDENCYPART_HEADBIGRAM
(4,3),(16,2),0.122593 # DEPENDENCYPART_HEADBIGRAM
(4,3),(18,2),0.112161 # DEPENDENCYPART_HEADBIGRAM
(4,5),(0,4),-0.0108507 # DEPENDENCYPART_HEADBIGRAM
(4,5),(1,4),-0.0686182 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),-0.085051 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),0.154556 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.153003 # DEPENDENCYPART_HEADBIGRAM
(4,5),(8,4),0.146044 # DEPENDENCYPART_HEADBIGRAM
(4,5),(9,4),0.157586 # DEPENDENCYPART_HEADBIGRAM
(4,5),(11,4),0.198563 # DEPENDENCYPART_HEADBIGRAM
(4,5),(15,4),0.206712 # DEPENDENCYPART_HEADBIGRAM
(4,5),(16,4),0.197383 # DEPENDENCYPART_HEADBIGRAM
(4,6),(1,5),-0.069121 # DEPENDENCYPART_HEADBIGRAM
(4,6),(2,5),-0.0693995 # DEPENDENCYPART_HEADBIGRAM
(4,6),(3,5),-0.061369 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.0593996 # DEPENDENCYPART_HEADBIGRAM
(4,6),(6,5),0.171729 # DEPENDENCYPART_HEADBIGRAM
(4,6),(8,5),0.180805 # DEPENDENCYPART_HEADBIGRAM
(4,6),(9,5),0.178386 # DEPENDENCYPART_HEADBIGRAM
(4,6),(11,5),0.172646 # DEPENDENCYPART_HEADBIGRAM
(4,6),(15,5),0.179265 # DEPENDENCYPART_HEADBIGRAM
(4,6),(16,5),0.174115 # DEPENDENCYPART_HEADBIGRAM
(4,7),(1,6),-0.0615482 # DEPENDENCYPART_HEADBIGRAM
(4,7),(2,6),-0.0638164 # DEPENDENCYPART_HEADBIGRAM
(4,7),(3,6),-0.0615456 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.0692038 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.0608493 # DEPENDENCYPART_HEADBIGRAM
(4,7),(8,6),0.168145 # DEPENDENCYPART_HEADBIGRAM
(4,7),(9,6),0.174274 # DEPENDENCYPART_HEADBIGRAM
(4,7),(11,6),0.170976 # DEPENDENCYPART_HEADBIGRAM
(4,7),(15,6),0.174291 # DEPENDENCYPART_HEADBIGRAM
(4,7),(16,6),0.174003 # DEPENDENCYPART_HEADBIGRAM
(4,8),(1,7),-0.0714964 # DEPENDENCYPART_HEADBIGRAM
(4,8),(2,7),-0.0722778 # DEPENDENCYPART_HEADBIGRAM
(4,8),(4,7),0.117183 # DEPENDENCYPART_HEADBIGRAM
(4,8),(5,7),0.0519838 # DEPENDENCYPART_HEADBIGRAM
(4,8),(6,7),0.0467885 # DEPENDENCYPART_HEADBIGRAM
(4,8),(8,7),0.139361 # DEPENDENCYPART_HEADBIGRAM
(4,8),(9,7),0.173878 # DEPENDENCYPART_HEADBIGRAM
(4,8),(11,7),0.170443 # DEPENDENCYPART_HEADBIGRAM
(4,8),(15,7),0.172264 # DEPENDENCYPART_HEADBIGRAM
(4,8),(16,7),0.17924 # DEPENDENCYPART_HEADBIGRAM
(4,9),(1,8),-0.0611646 # DEPENDENCYPART_HEADBIGRAM
(4,9),(2,8),-0.069897 # DEPENDENCYPART_HEADBIGRAM
(4,9),(4,8),0.0723403 # DEPENDENCYPART_HEADBIGRAM
(4,9),(6,8),0.121922 # DEPENDENCYPART_HEADBIGRAM
(4,9),(9,8),0.435364 # DEPENDENCYPART_HEADBIGRAM
(4,9),(11,8),0.178269 # DEPENDENCYPART_HEADBIGRAM
(4,9),(15,8),0.167057 # DEPENDENCYPART_HEADBIGRAM
(4,9),(16,8),0.172165 # DEPENDENCYPART_HEADBIGRAM
(4,10),(0,9),-0.0697281 # DEPENDENCYPART_HEADBIGRAM
(4,10),(1,9),-0.0611678 # DEPENDENCYPART_HEADBIGRAM
(4,10),(2,9),-0.0631262 # DEPENDENCYPART_HEADBIGRAM
(4,10),(4,9),0.11699 # DEPENDENCYPART_HEADBIGRAM
(4,10),(6,9),0.0710686 # DEPENDENCYPART_HEADBIGRAM
(4,10),(8,9),0.0885852 # DEPENDENCYPART_HEADBIGRAM
(4,10),(11,9),0.178086 # DEPENDENCYPART_HEADBIGRAM
(4,10),(14,9),0.176572 # DEPENDENCYPART_HEADBIGRAM
(4,10),(15,9),0.174143 # DEPENDENCYPART_HEADBIGRAM
(4,10),(16,9),0.174261 # DEPENDENCYPART_HEADBIGRAM
(4,11),(1,10),-0.0818369 # DEPENDENCYPART_HEADBIGRAM
(4,11),(2,10),-0.0577642 # DEPENDENCYPART_HEADBIGRAM
(4,11),(4,10),0.0603912 # DEPENDENCYPART_HEADBIGRAM
(4,11),(6,10),0.128228 # DEPENDENCYPART_HEADBIGRAM
(4,11),(8,10),0.177062 # DEPENDENCYPART_HEADBIGRAM
(4,11),(9,10),0.201554 # DEPENDENCYPART_HEADBIGRAM
(4,11),(11,10),0.175261 # DEPENDENCYPART_HEADBIGRAM
(4,11),(14,10),0.195661 # DEPENDENCYPART_HEADBIGRAM
(4,11),(15,10),0.223949 # DEPENDENCYPART_HEADBIGRAM
(4,11),(16,10),0.173383 # DEPENDENCYPART_HEADBIGRAM
(4,12),(1,11),-0.0622118 # DEPENDENCYPART_HEADBIGRAM
(4,12),(4,11),0.0697626 # DEPENDENCYPART_HEADBIGRAM
(4,12),(6,11),0.0779 # DEPENDENCYPART_HEADBIGRAM
(4,12),(8,11),0.0590592 # DEPENDENCYPART_HEADBIGRAM
(4,12),(9,11),0.11343 # DEPENDENCYPART_HEADBIGRAM
(4,12),(12,11),0.168038 # DEPENDENCYPART_HEADBIGRAM
(4,12),(13,11),0.167306 # DEPENDENCYPART_HEADBIGRAM
(4,12),(14,11),0.16019 # DEPENDENCYPART_HEADBIGRAM
(4,12),(15,11),0.170373 # DEPENDENCYPART_HEADBIGRAM
(4,12),(16,11),0.16267 # DEPENDENCYPART_HEADBIGRAM
(4,14),(11,13),0.0651127 # DEPENDENCYPART_HEADBIGRAM
(4,14),(14,13),0.225239 # DEPENDENCYPART_HEADBIGRAM
(4,14),(15,13),0.174093 # DEPENDENCYPART_HEADBIGRAM
(4,14),(16,13),0.171068 # DEPENDENCYPART_HEADBIGRAM
(4,14),(19,13),0.169915 # DEPENDENCYPART_HEADBIGRAM
(4,15),(4,14),0.0709297 # DEPENDENCYPART_HEADBIGRAM
(4,15),(6,14),0.065236 # DEPENDENCYPART_HEADBIGRAM
(4,15),(9,14),0.0429534 # DEPENDENCYPART_HEADBIGRAM
(4,15),(11,14),0.0467674 # DEPENDENCYPART_HEADBIGRAM
(4,15),(12,14),0.0363429 # DEPENDENCYPART_HEADBIGRAM
(4,15),(15,14),0.261081 # DEPENDENCYPART_HEADBIGRAM
(4,15),(16,14),0.173573 # DEPENDENCYPART_HEADBIGRAM
(4,15),(17,14),0.170637 # DEPENDENCYPART_HEADBIGRAM
(4,15),(18,14),0.170255 # DEPENDENCYPART_HEADBIGRAM
(4,15),(19,14),0.170452 # DEPENDENCYPART_HEADBIGRAM
(4,16),(0,15),-0.125718 # DEPENDENCYPART_HEADBIGRAM
(4,16),(1,15),-0.0612933 # DEPENDENCYPART_HEADBIGRAM
(4,16),(2,15),-0.0644647 # DEPENDENCYPART_HEADBIGRAM
(4,16),(4,15),0.0601133 # DEPENDENCYPART_HEADBIGRAM
(4,16),(6,15),0.0665949 # DEPENDENCYPART_HEADBIGRAM
(4,16),(8,15),0.0674266 # DEPENDENCYPART_HEADBIGRAM
(4,16),(9,15),0.0673636 # DEPENDENCYPART_HEADBIGRAM
(4,16),(11,15),0.0650373 # DEPENDENCYPART_HEADBIGRAM
(4,16),(12,15),0.0711572 # DEPENDENCYPART_HEADBIGRAM
(4,16),(14,15),0.0670178 # DEPENDENCYPART_HEADBIGRAM
(4,22),(20,21),0.0606823 # DEPENDENCYPART_HEADBIGRAM
(4,22),(22,21),0.199949 # DEPENDENCYPART_HEADBIGRAM
(4,22),(24,21),0.1726 # DEPENDENCYPART_HEADBIGRAM
(4,25),(15,24),0.0423793 # DEPENDENCYPART_HEADBIGRAM
(4,25),(16,24),0.0423258 # DEPENDENCYPART_HEADBIGRAM
(4,25),(18,24),0.0424892 # DEPENDENCYPART_HEADBIGRAM
(4,25),(19,24),0.064204 # DEPENDENCYPART_HEADBIGRAM
(4,25),(20,24),0.0418511 # DEPENDENCYPART_HEADBIGRAM
(4,25),(22,24),0.0637759 # DEPENDENCYPART_HEADBIGRAM
(4,25),(23,24),0.0564938 # DEPENDENCYPART_HEADBIGRAM
(4,25),(25,24),0.173834 # DEPENDENCYPART_HEADBIGRAM
(5,2),(0,1),-0.193667 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.0947037 # DEPENDENCYPART_HEADBIGRAM
(5,2),(4,1),-0.0894965 # DEPENDENCYPART_HEADBIGRAM
(5,2),(5,1),0.0833377 # DEPENDENCYPART_HEADBIGRAM
(5,2),(6,1),0.0989147 # DEPENDENCYPART_HEADBIGRAM
(5,2),(8,1),0.0978746 # DEPENDENCYPART_HEADBIGRAM
(5,2),(9,1),0.0978748 # DEPENDENCYPART_HEADBIGRAM
(5,2),(11,1),0.0978748 # DEPENDENCYPART_HEADBIGRAM
(5,2),(15,1),0.0988276 # DEPENDENCYPART_HEADBIGRAM
(5,2),(16,1),0.0988276 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.203692 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.203692 # DEPENDENCYPART_HEADBIGRAM
(5,4),(4,3),-0.0697839 # DEPENDENCYPART_HEADBIGRAM
(5,4),(8,3),0.0905691 # DEPENDENCYPART_HEADBIGRAM
(5,4),(9,3),0.0942687 # DEPENDENCYPART_HEADBIGRAM
(5,4),(11,3),0.0941857 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),-0.0672769 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),-0.0762581 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),-0.0667676 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.0636463 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),0.135871 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.162483 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.205473 # DEPENDENCYPART_HEADBIGRAM
(5,6),(11,5),0.158555 # DEPENDENCYPART_HEADBIGRAM
(5,6),(15,5),0.206188 # DEPENDENCYPART_HEADBIGRAM
(5,6),(16,5),0.19244 # DEPENDENCYPART_HEADBIGRAM
(5,7),(1,6),-0.0610813 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0610813 # DEPENDENCYPART_HEADBIGRAM
(5,7),(3,6),-0.0610813 # DEPENDENCYPART_HEADBIGRAM
(5,7),(4,6),-0.0610809 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.0487669 # DEPENDENCYPART_HEADBIGRAM
(5,7),(8,6),0.174289 # DEPENDENCYPART_HEADBIGRAM
(5,7),(9,6),0.174295 # DEPENDENCYPART_HEADBIGRAM
(5,7),(11,6),0.174295 # DEPENDENCYPART_HEADBIGRAM
(5,7),(15,6),0.174253 # DEPENDENCYPART_HEADBIGRAM
(5,7),(16,6),0.174253 # DEPENDENCYPART_HEADBIGRAM
(5,12),(1,11),-0.063013 # DEPENDENCYPART_HEADBIGRAM
(5,12),(4,11),-0.0630592 # DEPENDENCYPART_HEADBIGRAM
(5,12),(6,11),0.0470232 # DEPENDENCYPART_HEADBIGRAM
(5,12),(8,11),0.065607 # DEPENDENCYPART_HEADBIGRAM
(5,12),(9,11),0.13147 # DEPENDENCYPART_HEADBIGRAM
(5,12),(12,11),0.170625 # DEPENDENCYPART_HEADBIGRAM
(5,12),(13,11),0.167545 # DEPENDENCYPART_HEADBIGRAM
(5,12),(14,11),0.165295 # DEPENDENCYPART_HEADBIGRAM
(5,12),(15,11),0.174191 # DEPENDENCYPART_HEADBIGRAM
(5,12),(16,11),0.165342 # DEPENDENCYPART_HEADBIGRAM
(6,2),(0,1),-0.193667 # DEPENDENCYPART_HEADBIGRAM
(6,2),(2,1),-0.0791523 # DEPENDENCYPART_HEADBIGRAM
(6,2),(4,1),-0.0900386 # DEPENDENCYPART_HEADBIGRAM
(6,2),(5,1),-0.0894963 # DEPENDENCYPART_HEADBIGRAM
(6,2),(6,1),0.133803 # DEPENDENCYPART_HEADBIGRAM
(6,2),(8,1),0.0973326 # DEPENDENCYPART_HEADBIGRAM
(6,2),(9,1),0.0978708 # DEPENDENCYPART_HEADBIGRAM
(6,2),(11,1),0.0978419 # DEPENDENCYPART_HEADBIGRAM
(6,2),(15,1),0.0988235 # DEPENDENCYPART_HEADBIGRAM
(6,2),(16,1),0.0988276 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.203739 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.203782 # DEPENDENCYPART_HEADBIGRAM
(6,4),(4,3),-0.0441189 # DEPENDENCYPART_HEADBIGRAM
(6,4),(8,3),0.0885437 # DEPENDENCYPART_HEADBIGRAM
(6,4),(9,3),0.0941644 # DEPENDENCYPART_HEADBIGRAM
(6,4),(11,3),0.113396 # DEPENDENCYPART_HEADBIGRAM
(6,5),(0,4),-0.217029 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.217364 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.17131 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.0861471 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.0602649 # DEPENDENCYPART_HEADBIGRAM
(6,5),(8,4),0.091872 # DEPENDENCYPART_HEADBIGRAM
(6,5),(9,4),0.0899107 # DEPENDENCYPART_HEADBIGRAM
(6,5),(11,4),0.0943548 # DEPENDENCYPART_HEADBIGRAM
(6,5),(15,4),0.102212 # DEPENDENCYPART_HEADBIGRAM
(6,5),(16,4),0.102623 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),-0.0682066 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),-0.0275821 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),-0.0584886 # DEPENDENCYPART_HEADBIGRAM
(6,7),(4,6),-0.0739198 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.0797687 # DEPENDENCYPART_HEADBIGRAM
(6,7),(8,6),0.174536 # DEPENDENCYPART_HEADBIGRAM
(6,7),(9,6),0.175094 # DEPENDENCYPART_HEADBIGRAM
(6,7),(11,6),0.149049 # DEPENDENCYPART_HEADBIGRAM
(6,7),(15,6),0.180806 # DEPENDENCYPART_HEADBIGRAM
(6,7),(16,6),0.174796 # DEPENDENCYPART_HEADBIGRAM
(6,8),(1,7),-0.0616946 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0640749 # DEPENDENCYPART_HEADBIGRAM
(6,8),(4,7),-0.0760671 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0618536 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.15239 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.140182 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.190213 # DEPENDENCYPART_HEADBIGRAM
(6,8),(11,7),0.173242 # DEPENDENCYPART_HEADBIGRAM
(6,8),(15,7),0.185668 # DEPENDENCYPART_HEADBIGRAM
(6,8),(16,7),0.173333 # DEPENDENCYPART_HEADBIGRAM
(6,9),(1,8),-0.0611333 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.0155681 # DEPENDENCYPART_HEADBIGRAM
(6,9),(4,8),-0.0644662 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.0141853 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.260146 # DEPENDENCYPART_HEADBIGRAM
(6,9),(11,8),0.17694 # DEPENDENCYPART_HEADBIGRAM
(6,9),(15,8),0.168033 # DEPENDENCYPART_HEADBIGRAM
(6,9),(16,8),0.172145 # DEPENDENCYPART_HEADBIGRAM
(6,10),(0,9),-0.0613195 # DEPENDENCYPART_HEADBIGRAM
(6,10),(1,9),-0.0613196 # DEPENDENCYPART_HEADBIGRAM
(6,10),(2,9),-0.0613178 # DEPENDENCYPART_HEADBIGRAM
(6,10),(4,9),-0.06118 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0555798 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.0630708 # DEPENDENCYPART_HEADBIGRAM
(6,10),(11,9),0.174286 # DEPENDENCYPART_HEADBIGRAM
(6,10),(14,9),0.174293 # DEPENDENCYPART_HEADBIGRAM
(6,10),(15,9),0.174285 # DEPENDENCYPART_HEADBIGRAM
(6,10),(16,9),0.174287 # DEPENDENCYPART_HEADBIGRAM
(6,11),(1,10),-0.0817089 # DEPENDENCYPART_HEADBIGRAM
(6,11),(2,10),-0.0702193 # DEPENDENCYPART_HEADBIGRAM
(6,11),(4,10),-0.0998796 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),-0.0925543 # DEPENDENCYPART_HEADBIGRAM
(6,11),(8,10),0.00679648 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.0132416 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.199336 # DEPENDENCYPART_HEADBIGRAM
(6,11),(14,10),0.162024 # DEPENDENCYPART_HEADBIGRAM
(6,11),(15,10),0.168866 # DEPENDENCYPART_HEADBIGRAM
(6,11),(16,10),0.169806 # DEPENDENCYPART_HEADBIGRAM
(6,12),(1,11),-0.063009 # DEPENDENCYPART_HEADBIGRAM
(6,12),(4,11),-0.0630662 # DEPENDENCYPART_HEADBIGRAM
(6,12),(6,11),0.0498415 # DEPENDENCYPART_HEADBIGRAM
(6,12),(8,11),0.0656525 # DEPENDENCYPART_HEADBIGRAM
(6,12),(9,11),0.11376 # DEPENDENCYPART_HEADBIGRAM
(6,12),(12,11),0.170609 # DEPENDENCYPART_HEADBIGRAM
(6,12),(13,11),0.16757 # DEPENDENCYPART_HEADBIGRAM
(6,12),(14,11),0.16521 # DEPENDENCYPART_HEADBIGRAM
(6,12),(15,11),0.165319 # DEPENDENCYPART_HEADBIGRAM
(6,12),(16,11),0.16511 # DEPENDENCYPART_HEADBIGRAM
(6,14),(11,13),0.0771468 # DEPENDENCYPART_HEADBIGRAM
(6,14),(14,13),0.188376 # DEPENDENCYPART_HEADBIGRAM
(6,14),(15,13),0.174101 # DEPENDENCYPART_HEADBIGRAM
(6,14),(16,13),0.171069 # DEPENDENCYPART_HEADBIGRAM
(6,14),(19,13),0.180691 # DEPENDENCYPART_HEADBIGRAM
(6,15),(4,14),-0.0647875 # DEPENDENCYPART_HEADBIGRAM
(6,15),(6,14),0.00596323 # DEPENDENCYPART_HEADBIGRAM
(6,15),(9,14),0.0283906 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.0329388 # DEPENDENCYPART_HEADBIGRAM
(6,15),(12,14),0.140547 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.110743 # DEPENDENCYPART_HEADBIGRAM
