# _root_ Slated for market by the end of the year , the paper `` could have been introduced a long time ago but the market was n't there then , '' says an Agfa spokesman .
#goldHeads=14,1,2,1,6,4,6,9,7,1,12,14,14,31,14,15,16,20,20,21,17,14,24,25,22,25,25,25,14,14,0,34,34,31,31,
#predictedHeads=14,1,2,1,6,4,6,9,7,14,12,14,14,31,14,15,16,20,20,17,17,14,24,25,22,25,25,27,31,31,0,34,34,31,31,
(16,16),(16,28),(16,36),-0.0299936 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,29),(16,30),-0.201409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,29),(16,34),-0.2409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,29),(16,35),-0.206262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,29),(16,36),-0.274184 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,30),(16,34),-0.113616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,30),(16,35),-0.17802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,30),(16,36),-0.178583 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,34),(16,35),-0.0425208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,34),(16,36),-0.0467845 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,35),(16,36),-0.396324 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.0904632 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.114742 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.0956177 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,22),-0.049358 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,24),-0.113707 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,25),-0.0785921 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,26),-0.0954275 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,27),-0.0963457 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,28),-0.0978745 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,29),-0.129879 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,30),-0.0389064 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,34),-0.113696 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,35),-0.0998619 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,36),-0.0907376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.115173 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,21),-0.0957477 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,22),-0.0513193 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,24),-0.114139 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,25),-0.0786007 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,26),-0.0954577 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,27),-0.0963758 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,28),-0.0979047 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,29),-0.129687 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,30),-0.0400627 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,34),-0.114127 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,35),-0.106621 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,36),-0.0877029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.0958055 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,22),-0.0528034 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,24),-0.114988 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,25),-0.0811049 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,26),-0.095615 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,27),-0.0965331 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,28),-0.098062 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,29),-0.141026 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,30),-0.0406533 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,34),-0.114976 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,35),-0.0757532 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,36),-0.128396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,22),-0.0551642 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,24),-0.115003 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,25),-0.0792909 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,26),-0.0961592 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,27),-0.0970774 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,28),-0.0986062 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,29),-0.125902 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,30),-0.0391321 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,34),-0.114992 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,35),-0.109495 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,36),-0.083905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,22),(16,24),-0.115912 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,25),-0.0762024 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,26),-0.0780256 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,27),-0.0788525 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,28),-0.0810967 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,29),-0.122661 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,30),-0.0443575 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,34),-0.1159 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,35),-0.0874953 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,36),-0.104423 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,24),(16,25),-0.081105 # DEPENDENCYPART_TRISIBL
(16,17),(16,24),(16,26),-0.095615 # DEPENDENCYPART_TRISIBL
(16,17),(16,24),(16,27),-0.0965331 # DEPENDENCYPART_TRISIBL
(16,17),(16,24),(16,28),-0.098062 # DEPENDENCYPART_TRISIBL
(16,17),(16,24),(16,29),-0.141026 # DEPENDENCYPART_TRISIBL
(16,17),(16,24),(16,30),-0.0406533 # DEPENDENCYPART_TRISIBL
(16,17),(16,24),(16,34),-0.114976 # DEPENDENCYPART_TRISIBL
(16,17),(16,24),(16,35),-0.0757531 # DEPENDENCYPART_TRISIBL
(16,17),(16,24),(16,36),-0.128398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,25),(16,26),-0.0954515 # DEPENDENCYPART_TRISIBL
(16,17),(16,25),(16,27),-0.0963697 # DEPENDENCYPART_TRISIBL
(16,17),(16,25),(16,28),-0.0978985 # DEPENDENCYPART_TRISIBL
(16,17),(16,25),(16,29),-0.126871 # DEPENDENCYPART_TRISIBL
(16,17),(16,25),(16,30),-0.0394769 # DEPENDENCYPART_TRISIBL
(16,17),(16,25),(16,34),-0.114723 # DEPENDENCYPART_TRISIBL
(16,17),(16,25),(16,35),-0.106665 # DEPENDENCYPART_TRISIBL
(16,17),(16,25),(16,36),-0.110844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,26),(16,27),-0.0970774 # DEPENDENCYPART_TRISIBL
(16,17),(16,26),(16,28),-0.0986062 # DEPENDENCYPART_TRISIBL
(16,17),(16,26),(16,29),-0.12518 # DEPENDENCYPART_TRISIBL
(16,17),(16,26),(16,30),-0.0391268 # DEPENDENCYPART_TRISIBL
(16,17),(16,26),(16,34),-0.114992 # DEPENDENCYPART_TRISIBL
(16,17),(16,26),(16,35),-0.108795 # DEPENDENCYPART_TRISIBL
(16,17),(16,26),(16,36),-0.0829589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,27),(16,28),-0.0986075 # DEPENDENCYPART_TRISIBL
(16,17),(16,27),(16,29),-0.12518 # DEPENDENCYPART_TRISIBL
(16,17),(16,27),(16,30),-0.0391331 # DEPENDENCYPART_TRISIBL
(16,17),(16,27),(16,34),-0.115016 # DEPENDENCYPART_TRISIBL
(16,17),(16,27),(16,35),-0.108795 # DEPENDENCYPART_TRISIBL
(16,17),(16,27),(16,36),-0.0834427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,28),(16,29),-0.12518 # DEPENDENCYPART_TRISIBL
(16,17),(16,28),(16,30),-0.0391268 # DEPENDENCYPART_TRISIBL
(16,17),(16,28),(16,34),-0.114992 # DEPENDENCYPART_TRISIBL
(16,17),(16,28),(16,35),-0.108795 # DEPENDENCYPART_TRISIBL
(16,17),(16,28),(16,36),-0.0829583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,29),(16,30),0.0452111 # DEPENDENCYPART_TRISIBL
(16,17),(16,29),(16,34),-0.0940156 # DEPENDENCYPART_TRISIBL
(16,17),(16,29),(16,35),-0.094521 # DEPENDENCYPART_TRISIBL
(16,17),(16,29),(16,36),-0.120704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,30),(16,34),-0.113805 # DEPENDENCYPART_TRISIBL
(16,17),(16,30),(16,35),-0.0848569 # DEPENDENCYPART_TRISIBL
(16,17),(16,30),(16,36),-0.110774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,34),(16,35),-0.0757531 # DEPENDENCYPART_TRISIBL
(16,17),(16,34),(16,36),-0.128394 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,35),(16,36),0.0368904 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.102757 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,21),-0.0915607 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,22),-0.103469 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,24),-0.102615 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,25),-0.10113 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,26),-0.0899845 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,27),-0.0899618 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,28),-0.0861063 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,29),-0.0960358 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,30),-0.118844 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,34),-0.10235 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,35),-0.072534 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,36),-0.149464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.0917003 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,22),-0.108384 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,24),-0.0964164 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,25),-0.101429 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,26),-0.0899659 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,27),-0.0899414 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,28),-0.0860862 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,29),-0.106979 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,30),-0.120624 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,34),-0.096152 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,35),-0.0724289 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,36),-0.145123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,22),-0.106176 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,24),-0.0927347 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,25),-0.101168 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,26),-0.0930953 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,27),-0.0930712 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,28),-0.0892201 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,29),-0.0905186 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,30),-0.118471 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,34),-0.0924704 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,35),-0.083125 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,36),-0.137478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,22),(16,24),-0.0948624 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,25),-0.101711 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,26),-0.0919468 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,27),-0.0919203 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,28),-0.0880713 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,29),-0.0933307 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,30),-0.11781 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,34),-0.0945984 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,35),-0.0980876 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,36),-0.181123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,24),(16,25),-0.101429 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,26),-0.0899659 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,27),-0.0899414 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,28),-0.0860862 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,29),-0.106764 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,30),-0.120623 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,34),-0.096129 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,35),-0.0723291 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,36),-0.145066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,25),(16,26),-0.0892069 # DEPENDENCYPART_TRISIBL
(16,18),(16,25),(16,27),-0.0891827 # DEPENDENCYPART_TRISIBL
(16,18),(16,25),(16,28),-0.0853286 # DEPENDENCYPART_TRISIBL
(16,18),(16,25),(16,29),-0.0946615 # DEPENDENCYPART_TRISIBL
(16,18),(16,25),(16,30),-0.117832 # DEPENDENCYPART_TRISIBL
(16,18),(16,25),(16,34),-0.0951351 # DEPENDENCYPART_TRISIBL
(16,18),(16,25),(16,35),-0.0678242 # DEPENDENCYPART_TRISIBL
(16,18),(16,25),(16,36),-0.149625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,26),(16,27),-0.0930713 # DEPENDENCYPART_TRISIBL
(16,18),(16,26),(16,28),-0.0892202 # DEPENDENCYPART_TRISIBL
(16,18),(16,26),(16,29),-0.0906189 # DEPENDENCYPART_TRISIBL
(16,18),(16,26),(16,30),-0.118471 # DEPENDENCYPART_TRISIBL
(16,18),(16,26),(16,34),-0.0923628 # DEPENDENCYPART_TRISIBL
(16,18),(16,26),(16,35),-0.0829766 # DEPENDENCYPART_TRISIBL
(16,18),(16,26),(16,36),-0.136663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,27),(16,28),-0.0892232 # DEPENDENCYPART_TRISIBL
(16,18),(16,27),(16,29),-0.0904923 # DEPENDENCYPART_TRISIBL
(16,18),(16,27),(16,30),-0.118471 # DEPENDENCYPART_TRISIBL
(16,18),(16,27),(16,34),-0.0923019 # DEPENDENCYPART_TRISIBL
(16,18),(16,27),(16,35),-0.0829736 # DEPENDENCYPART_TRISIBL
(16,18),(16,27),(16,36),-0.136575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,28),(16,29),-0.0904923 # DEPENDENCYPART_TRISIBL
(16,18),(16,28),(16,30),-0.118471 # DEPENDENCYPART_TRISIBL
(16,18),(16,28),(16,34),-0.0923019 # DEPENDENCYPART_TRISIBL
(16,18),(16,28),(16,35),-0.0829614 # DEPENDENCYPART_TRISIBL
(16,18),(16,28),(16,36),-0.136746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,29),(16,30),-0.116477 # DEPENDENCYPART_TRISIBL
(16,18),(16,29),(16,34),-0.0839645 # DEPENDENCYPART_TRISIBL
(16,18),(16,29),(16,35),-0.078518 # DEPENDENCYPART_TRISIBL
(16,18),(16,29),(16,36),-0.125633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,30),(16,34),-0.0942976 # DEPENDENCYPART_TRISIBL
(16,18),(16,30),(16,35),-0.0731564 # DEPENDENCYPART_TRISIBL
(16,18),(16,30),(16,36),-0.150654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,34),(16,35),-0.0723211 # DEPENDENCYPART_TRISIBL
(16,18),(16,34),(16,36),-0.145062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,35),(16,36),-0.14354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.103389 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,22),-0.043058 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,24),-0.123511 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,25),-0.124079 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,26),-0.102814 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,27),-0.102844 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,28),-0.106861 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,29),-0.102197 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,30),-0.0814687 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,34),-0.122638 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,35),-0.0561688 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,36),-0.105161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,22),-0.0683083 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,24),-0.117496 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,25),-0.117744 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,26),-0.102944 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,27),-0.102973 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,28),-0.10699 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,29),-0.0920043 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,30),-0.0767877 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,34),-0.116624 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,35),-0.0672722 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,36),-0.0821617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,22),(16,24),-0.119879 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,25),-0.117519 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,26),-0.0933471 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,27),-0.0933759 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,28),-0.0974351 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,29),-0.0955355 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,30),-0.0790263 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,34),-0.119003 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,35),-0.0501256 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,36),-0.0660498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,24),(16,25),-0.124079 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,26),-0.102814 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,27),-0.102844 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,28),-0.106861 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,29),-0.105257 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,30),-0.0814718 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,34),-0.121886 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,35),-0.0556062 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,36),-0.101382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,25),(16,26),-0.0998564 # DEPENDENCYPART_TRISIBL
(16,19),(16,25),(16,27),-0.0998545 # DEPENDENCYPART_TRISIBL
(16,19),(16,25),(16,28),-0.103871 # DEPENDENCYPART_TRISIBL
(16,19),(16,25),(16,29),-0.0910578 # DEPENDENCYPART_TRISIBL
(16,19),(16,25),(16,30),-0.0767543 # DEPENDENCYPART_TRISIBL
(16,19),(16,25),(16,34),-0.117333 # DEPENDENCYPART_TRISIBL
(16,19),(16,25),(16,35),-0.0684838 # DEPENDENCYPART_TRISIBL
(16,19),(16,25),(16,36),-0.0869395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,26),(16,27),-0.102976 # DEPENDENCYPART_TRISIBL
(16,19),(16,26),(16,28),-0.106993 # DEPENDENCYPART_TRISIBL
(16,19),(16,26),(16,29),-0.0906605 # DEPENDENCYPART_TRISIBL
(16,19),(16,26),(16,30),-0.0767877 # DEPENDENCYPART_TRISIBL
(16,19),(16,26),(16,34),-0.116624 # DEPENDENCYPART_TRISIBL
(16,19),(16,26),(16,35),-0.0675744 # DEPENDENCYPART_TRISIBL
(16,19),(16,26),(16,36),-0.0778886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,27),(16,28),-0.10699 # DEPENDENCYPART_TRISIBL
(16,19),(16,27),(16,29),-0.0907676 # DEPENDENCYPART_TRISIBL
(16,19),(16,27),(16,30),-0.0767882 # DEPENDENCYPART_TRISIBL
(16,19),(16,27),(16,34),-0.116624 # DEPENDENCYPART_TRISIBL
(16,19),(16,27),(16,35),-0.0599654 # DEPENDENCYPART_TRISIBL
(16,19),(16,27),(16,36),-0.0785827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,28),(16,29),-0.0906612 # DEPENDENCYPART_TRISIBL
(16,19),(16,28),(16,30),-0.0767877 # DEPENDENCYPART_TRISIBL
(16,19),(16,28),(16,34),-0.116626 # DEPENDENCYPART_TRISIBL
(16,19),(16,28),(16,35),-0.0675833 # DEPENDENCYPART_TRISIBL
(16,19),(16,28),(16,36),-0.081103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,29),(16,30),-0.0667108 # DEPENDENCYPART_TRISIBL
(16,19),(16,29),(16,34),-0.119247 # DEPENDENCYPART_TRISIBL
(16,19),(16,29),(16,35),-0.0871763 # DEPENDENCYPART_TRISIBL
(16,19),(16,29),(16,36),-0.137525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,30),(16,34),-0.102614 # DEPENDENCYPART_TRISIBL
(16,19),(16,30),(16,35),-0.0603395 # DEPENDENCYPART_TRISIBL
(16,19),(16,30),(16,36),-0.0918351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,34),(16,35),-0.0555978 # DEPENDENCYPART_TRISIBL
(16,19),(16,34),(16,36),-0.100287 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,35),(16,36),-0.145436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,22),-0.0384875 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,24),-0.20122 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,25),-0.0722017 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,26),-0.0775016 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,27),-0.0831616 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,28),-0.0663061 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,29),0.0474066 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,30),-0.0796643 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,34),-0.199944 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,35),-0.071475 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,36),-0.132976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,24),-0.196948 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,25),-0.0776359 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,26),-0.0142959 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,27),-0.0199431 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,28),0.00477192 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,29),-0.0090654 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,30),-0.0764869 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,34),-0.195671 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,35),-0.0404283 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,36),-0.100235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,24),(16,25),-0.0791182 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,26),-0.076876 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,27),-0.0833272 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,28),-0.0658444 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,29),-0.000926944 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,30),-0.0868717 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,34),-0.17965 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,35),-0.107061 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,36),-0.0998501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,25),(16,26),-0.0643104 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,27),-0.0699577 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,28),-0.0531021 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,29),-0.00726598 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,30),-0.0843573 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,34),-0.182905 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,35),-0.0751445 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,36),-0.0724203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,26),(16,27),-0.0829548 # DEPENDENCYPART_TRISIBL
(16,20),(16,26),(16,28),-0.0660992 # DEPENDENCYPART_TRISIBL
(16,20),(16,26),(16,29),0.0511189 # DEPENDENCYPART_TRISIBL
(16,20),(16,26),(16,30),-0.0796651 # DEPENDENCYPART_TRISIBL
