# _root_ UAL , the takeover stock at the center of Friday 's 190.58-point market plunge , fell 56 7\/8 to 222 7\/8 on nearly 2.3 million shares .
#goldHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
#predictedHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
(1,2),(1,6),(1,14),0.0310864 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,15),0.360395 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,16),-0.0700162 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,18),-0.0775764 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,26),-0.0793201 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,27),0.0110707 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,28),-0.280096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,8),(1,9),-0.030709 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,11),-0.0936137 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,14),-0.0882285 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,15),0.443705 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,16),-0.0335882 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,18),-0.0834841 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,26),-0.0799787 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,27),-0.058218 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,28),-0.0868687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,9),(1,11),-0.103424 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,14),0.0304232 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,15),0.376346 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,16),-0.0706332 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,18),-0.0774782 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,26),-0.0799854 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,27),0.042886 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,28),-0.260517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,11),(1,14),0.0188633 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,15),0.288898 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,16),-0.0562895 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,18),-0.0762656 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,26),-0.0703053 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,27),-0.0774047 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,28),-0.27759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,14),(1,15),0.441516 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,16),-0.0336341 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,18),-0.0834836 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,26),-0.079713 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,27),-0.0577633 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,28),-0.0817287 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,15),(1,16),-0.0601087 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,18),-0.0796807 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,26),-0.0921765 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,27),-0.10719 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,28),-0.481766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,16),(1,18),-0.0783845 # DEPENDENCYPART_TRISIBL
(1,2),(1,16),(1,26),-0.0712552 # DEPENDENCYPART_TRISIBL
(1,2),(1,16),(1,27),-0.0946631 # DEPENDENCYPART_TRISIBL
(1,2),(1,16),(1,28),-0.149543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,18),(1,26),-0.0801838 # DEPENDENCYPART_TRISIBL
(1,2),(1,18),(1,27),-0.121429 # DEPENDENCYPART_TRISIBL
(1,2),(1,18),(1,28),-0.141096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,26),(1,27),-0.103498 # DEPENDENCYPART_TRISIBL
(1,2),(1,26),(1,28),-0.148684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,27),(1,28),-0.415609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,5),-0.0997794 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,6),-0.101621 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,8),-0.0997822 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,9),-0.10539 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,11),-0.0896872 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,14),-0.0997868 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,15),-0.104856 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,16),-0.100248 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,18),-0.0928018 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,26),-0.114244 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,27),-0.087954 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,28),-0.131547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,5),(1,6),-0.101621 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,8),-0.0997778 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,9),-0.10539 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,11),-0.0896872 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,14),-0.0997824 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,15),-0.104856 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,16),-0.100248 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,18),-0.0928018 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,26),-0.114244 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,27),-0.0879537 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,28),-0.131547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,6),(1,8),-0.10267 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,9),-0.100474 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,11),-0.0896813 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,14),-0.102668 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,15),-0.072679 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,16),-0.100227 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,18),-0.0934572 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,26),-0.116498 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,27),-0.0631711 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,28),-0.143407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,8),(1,9),-0.105393 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,11),-0.0896872 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,14),-0.0997824 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,15),-0.104856 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,16),-0.100248 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,18),-0.0928018 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,26),-0.114244 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,27),-0.0879537 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,28),-0.131547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,9),(1,11),-0.0896813 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,14),-0.103524 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,15),-0.0758465 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,16),-0.100257 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,18),-0.0935499 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,26),-0.11908 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,27),-0.0728895 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,28),-0.123644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,11),(1,14),-0.0980253 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,15),-0.0868989 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,16),-0.100451 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,18),-0.0927548 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,26),-0.112445 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,27),-0.0839909 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,28),-0.114978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,14),(1,15),-0.104856 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,16),-0.100248 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,18),-0.0928018 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,26),-0.114244 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,27),-0.0879537 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,28),-0.131563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,15),(1,16),-0.11263 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,18),-0.0929689 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,26),-0.114289 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,27),-0.0887919 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,28),-0.107817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,16),(1,18),-0.0928331 # DEPENDENCYPART_TRISIBL
(1,3),(1,16),(1,26),-0.112455 # DEPENDENCYPART_TRISIBL
(1,3),(1,16),(1,27),-0.0798055 # DEPENDENCYPART_TRISIBL
(1,3),(1,16),(1,28),-0.116241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,18),(1,26),-0.114279 # DEPENDENCYPART_TRISIBL
(1,3),(1,18),(1,27),-0.0836309 # DEPENDENCYPART_TRISIBL
(1,3),(1,18),(1,28),-0.0887067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,26),(1,27),-0.0888857 # DEPENDENCYPART_TRISIBL
(1,3),(1,26),(1,28),-0.115331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,27),(1,28),-0.129696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,5),(1,6),-0.0555343 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,8),-0.207079 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,9),-0.0973043 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,11),-0.0779446 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,14),-0.20708 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,15),-0.000665707 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,16),-0.101813 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,18),-0.103411 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,26),-0.145745 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,27),-0.0944386 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,28),-0.258286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,6),(1,8),-0.185589 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,9),-0.0748701 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,11),-0.0793288 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,14),-0.185594 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,15),0.10276 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,16),-0.0994023 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,18),-0.106549 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,26),-0.152703 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,27),-0.0464933 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,28),-0.198967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,8),(1,9),-0.097275 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,11),-0.0779446 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,14),-0.20706 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,15),-0.000556403 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,16),-0.101809 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,18),-0.103414 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,26),-0.145706 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,27),-0.0943434 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,28),-0.257135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,9),(1,11),-0.0793329 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,14),-0.198776 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,15),0.0732784 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,16),-0.0955497 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,18),-0.10687 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,26),-0.153299 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,27),-0.0708667 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,28),-0.173858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,11),(1,14),-0.203275 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,15),0.0113545 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,16),-0.0937809 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,18),-0.102872 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,26),-0.139184 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,27),-0.076571 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,28),-0.14537 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,14),(1,15),-0.000566158 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,16),-0.101809 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,18),-0.103411 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,26),-0.145695 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,27),-0.0948982 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,28),-0.25712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,15),(1,16),-0.0589044 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,18),-0.114065 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,26),-0.119777 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,27),-0.0818791 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,28),-0.0860674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,16),(1,18),-0.103761 # DEPENDENCYPART_TRISIBL
(1,4),(1,16),(1,26),-0.13897 # DEPENDENCYPART_TRISIBL
(1,4),(1,16),(1,27),-0.0858496 # DEPENDENCYPART_TRISIBL
(1,4),(1,16),(1,28),-0.134986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,18),(1,26),-0.13882 # DEPENDENCYPART_TRISIBL
(1,4),(1,18),(1,27),-0.0654142 # DEPENDENCYPART_TRISIBL
(1,4),(1,18),(1,28),-0.170901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,26),(1,27),-0.0544592 # DEPENDENCYPART_TRISIBL
(1,4),(1,26),(1,28),-0.153699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,27),(1,28),-0.0558316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,6),(1,8),-0.190103 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,9),-0.0580032 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,11),-0.0793288 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,14),-0.190109 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,15),0.115595 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,16),-0.0924335 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,18),-0.107002 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,26),-0.153271 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,27),-0.0437192 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,28),-0.23126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,8),(1,9),-0.0841416 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,11),-0.0779446 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,14),-0.210702 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,15),0.00572251 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,16),-0.0997092 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,18),-0.103868 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,26),-0.146296 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,27),-0.0926537 # DEPENDENCYPART_TRISIBL
(1,5),(1,8),(1,28),-0.255301 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,9),(1,11),-0.0793329 # DEPENDENCYPART_TRISIBL
(1,5),(1,9),(1,14),-0.203291 # DEPENDENCYPART_TRISIBL
(1,5),(1,9),(1,15),0.0861134 # DEPENDENCYPART_TRISIBL
(1,5),(1,9),(1,16),-0.0885809 # DEPENDENCYPART_TRISIBL
(1,5),(1,9),(1,18),-0.107324 # DEPENDENCYPART_TRISIBL
(1,5),(1,9),(1,26),-0.153867 # DEPENDENCYPART_TRISIBL
(1,5),(1,9),(1,27),-0.0680925 # DEPENDENCYPART_TRISIBL
(1,5),(1,9),(1,28),-0.206151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,11),(1,14),-0.206912 # DEPENDENCYPART_TRISIBL
(1,5),(1,11),(1,15),0.0188629 # DEPENDENCYPART_TRISIBL
(1,5),(1,11),(1,16),-0.0916752 # DEPENDENCYPART_TRISIBL
(1,5),(1,11),(1,18),-0.103325 # DEPENDENCYPART_TRISIBL
(1,5),(1,11),(1,26),-0.139707 # DEPENDENCYPART_TRISIBL
(1,5),(1,11),(1,27),-0.0732188 # DEPENDENCYPART_TRISIBL
(1,5),(1,11),(1,28),-0.15373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,14),(1,15),0.00571275 # DEPENDENCYPART_TRISIBL
(1,5),(1,14),(1,16),-0.0997092 # DEPENDENCYPART_TRISIBL
(1,5),(1,14),(1,18),-0.103865 # DEPENDENCYPART_TRISIBL
(1,5),(1,14),(1,26),-0.146284 # DEPENDENCYPART_TRISIBL
(1,5),(1,14),(1,27),-0.0932086 # DEPENDENCYPART_TRISIBL
(1,5),(1,14),(1,28),-0.255286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,15),(1,16),-0.0589161 # DEPENDENCYPART_TRISIBL
(1,5),(1,15),(1,18),-0.114518 # DEPENDENCYPART_TRISIBL
(1,5),(1,15),(1,26),-0.1203 # DEPENDENCYPART_TRISIBL
(1,5),(1,15),(1,27),-0.078527 # DEPENDENCYPART_TRISIBL
(1,5),(1,15),(1,28),-0.0854758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,16),(1,18),-0.104214 # DEPENDENCYPART_TRISIBL
(1,5),(1,16),(1,26),-0.139493 # DEPENDENCYPART_TRISIBL
(1,5),(1,16),(1,27),-0.0825005 # DEPENDENCYPART_TRISIBL
(1,5),(1,16),(1,28),-0.148769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,18),(1,26),-0.139343 # DEPENDENCYPART_TRISIBL
(1,5),(1,18),(1,27),-0.0620621 # DEPENDENCYPART_TRISIBL
(1,5),(1,18),(1,28),-0.179261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,26),(1,27),-0.0517124 # DEPENDENCYPART_TRISIBL
(1,5),(1,26),(1,28),-0.166359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,27),(1,28),-0.0681173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,8),(1,9),-0.176098 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,11),-0.10231 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,14),-0.0637344 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,15),0.0187185 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,16),-0.0957024 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,18),-0.0688692 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,26),-0.0894319 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,27),-0.10141 # DEPENDENCYPART_TRISIBL
(1,6),(1,8),(1,28),-0.185427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,9),(1,11),-0.102926 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,14),-0.0383784 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,15),0.0138251 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,16),-0.112647 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,18),-0.0715128 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,26),-0.0848053 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,27),-0.0932021 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,28),-0.177358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,11),(1,14),-0.0506255 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,15),-0.030936 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,16),-0.10448 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,18),-0.0654056 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,26),-0.0879967 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,27),-0.10376 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,28),-0.111563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,14),(1,15),0.0187064 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,16),-0.0957027 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,18),-0.0688692 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,26),-0.0894231 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,27),-0.10149 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,28),-0.185551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,15),(1,16),-0.0235769 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,18),-0.0843798 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,26),-0.0285021 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,27),-0.104833 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,28),-0.388638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,16),(1,18),-0.0653886 # DEPENDENCYPART_TRISIBL
(1,6),(1,16),(1,26),-0.0877835 # DEPENDENCYPART_TRISIBL
(1,6),(1,16),(1,27),-0.138801 # DEPENDENCYPART_TRISIBL
(1,6),(1,16),(1,28),-0.213459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,18),(1,26),-0.0895978 # DEPENDENCYPART_TRISIBL
(1,6),(1,18),(1,27),-0.098559 # DEPENDENCYPART_TRISIBL
(1,6),(1,18),(1,28),-0.189347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,26),(1,27),-0.0912162 # DEPENDENCYPART_TRISIBL
(1,6),(1,26),(1,28),-0.162059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,27),(1,28),-0.148495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,9),(1,11),-0.0793329 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,14),-0.198567 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,15),0.0734215 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,16),-0.0955502 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,18),-0.10687 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,26),-0.154631 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,27),-0.0664206 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,28),-0.180141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,11),(1,14),-0.203091 # DEPENDENCYPART_TRISIBL
(1,8),(1,11),(1,15),0.0112204 # DEPENDENCYPART_TRISIBL
(1,8),(1,11),(1,16),-0.0937814 # DEPENDENCYPART_TRISIBL
(1,8),(1,11),(1,18),-0.102872 # DEPENDENCYPART_TRISIBL
(1,8),(1,11),(1,26),-0.140514 # DEPENDENCYPART_TRISIBL
(1,8),(1,11),(1,27),-0.0737191 # DEPENDENCYPART_TRISIBL
(1,8),(1,11),(1,28),-0.145569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,14),(1,15),-0.00106021 # DEPENDENCYPART_TRISIBL
(1,8),(1,14),(1,16),-0.101809 # DEPENDENCYPART_TRISIBL
(1,8),(1,14),(1,18),-0.103411 # DEPENDENCYPART_TRISIBL
(1,8),(1,14),(1,26),-0.146976 # DEPENDENCYPART_TRISIBL
(1,8),(1,14),(1,27),-0.0925348 # DEPENDENCYPART_TRISIBL
(1,8),(1,14),(1,28),-0.256001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,15),(1,16),-0.0589045 # DEPENDENCYPART_TRISIBL
(1,8),(1,15),(1,18),-0.114065 # DEPENDENCYPART_TRISIBL
(1,8),(1,15),(1,26),-0.122482 # DEPENDENCYPART_TRISIBL
(1,8),(1,15),(1,27),-0.0790272 # DEPENDENCYPART_TRISIBL
(1,8),(1,15),(1,28),-0.0821782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,16),(1,18),-0.103761 # DEPENDENCYPART_TRISIBL
(1,8),(1,16),(1,26),-0.1403 # DEPENDENCYPART_TRISIBL
(1,8),(1,16),(1,27),-0.0829977 # DEPENDENCYPART_TRISIBL
(1,8),(1,16),(1,28),-0.137949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,18),(1,26),-0.14015 # DEPENDENCYPART_TRISIBL
(1,8),(1,18),(1,27),-0.0625639 # DEPENDENCYPART_TRISIBL
