# _root_ Federal National Mortgage Association , a recently hot stock , climbed 4 to 124 on nearly 1.6 million shares .
#goldHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
#predictedHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
(11,12),(11,16),(11,20),-0.112528 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,21),-0.118774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,18),-0.121248 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,19),-0.119205 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,20),-0.105602 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,21),-0.127294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,18),(11,19),-0.120515 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,20),-0.108075 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,21),-0.0821782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,19),(11,20),-0.117966 # DEPENDENCYPART_TRISIBL
(11,12),(11,19),(11,21),-0.150043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,20),(11,21),-0.141553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.044886 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,16),-0.0949588 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,17),-0.0349064 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,18),-0.0254549 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,19),-0.0960046 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,20),-0.108362 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,21),-0.10456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,16),-0.0994309 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,17),-0.0416555 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,18),-0.0393083 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,19),-0.10986 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,20),-0.019456 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,21),-0.0629421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,16),(11,17),-0.0373674 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,18),-0.0349978 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,19),-0.0960788 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,20),-0.117707 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,21),-0.169765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,18),-0.0254549 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,19),-0.0960046 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,20),-0.108362 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,21),-0.10456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,18),(11,19),-0.0960088 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,20),-0.1085 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,21),-0.106875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,19),(11,20),-0.0373764 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,21),-0.0731154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,20),(11,21),-0.1019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,16),-0.0960751 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,17),-0.103772 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,18),-0.106008 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,19),-0.11279 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,20),-0.0558478 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,21),-0.144668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,16),(11,17),-0.0997737 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,18),-0.102081 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,19),-0.113381 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,20),-0.112336 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,21),-0.126331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,18),-0.119916 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,19),-0.119172 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,20),-0.105478 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,21),-0.139558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,18),(11,19),-0.120481 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,20),-0.107951 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,21),-0.0944422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,19),(11,20),-0.117843 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,21),-0.156219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,20),(11,21),-0.147724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,16),(11,17),-0.0723842 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,18),-0.0540351 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,19),-0.0660203 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,20),-0.112619 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,21),-0.115582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,17),(11,18),-0.0227419 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,19),-0.0592522 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,20),-0.0927849 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,21),-0.0815986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,18),(11,19),-0.0592845 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,20),-0.0927896 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,21),-0.085577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,19),(11,20),-0.0727056 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,21),-0.0418194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,20),(11,21),-0.039426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,17),(11,18),-0.0892889 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,19),-0.113507 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,20),-0.0752896 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,21),-0.0445885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,18),(11,19),-0.113507 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,20),-0.0759384 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,21),-0.0418713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,19),(11,20),-0.0845631 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,21),-0.0592229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,20),(11,21),-0.0835931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,18),(11,19),-0.120486 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,20),-0.10877 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,21),-0.113316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,19),(11,20),-0.118661 # DEPENDENCYPART_TRISIBL
(11,17),(11,19),(11,21),-0.166325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,20),(11,21),-0.157386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,19),(11,20),-0.118401 # DEPENDENCYPART_TRISIBL
(11,18),(11,19),(11,21),-0.140256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,20),(11,21),-0.134783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,20),(11,21),-0.0618037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.129555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),-0.168706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,7),-0.223203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,6),-0.213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,5),-0.153759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,4),-0.179806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,3),-0.161306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,2),-0.178284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,1),-0.16514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.262702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),-0.109311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,7),0.00526939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,6),-0.175284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,5),0.208303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,4),-6.96864e-05 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,3),0.014817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,2),-0.00296883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,1),0.0103273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),0.12933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,7),-0.125311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,6),-0.155878 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,5),-0.00352502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,4),-0.0471012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,3),-0.0283977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,2),-0.0403507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,1),-0.0233804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),-0.0673501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,7),(11,6),-0.0871616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,5),-0.162844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,4),0.114366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,3),0.13173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,2),0.114871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,1),0.130784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,-1),-0.204364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,6),(11,5),-0.0279392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,4),0.0113134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,3),0.0281066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,2),0.0113506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,1),0.024282 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,-1),-0.0953791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,5),(11,4),-0.179806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,3),-0.161306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,2),-0.178284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,1),-0.16514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,-1),-0.262702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,4),(11,3),-0.0941448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,2),-0.122766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,1),-0.113504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,-1),0.0855337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,3),(11,2),-0.135195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,1),-0.125933 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,-1),0.107306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,2),(11,1),-0.102155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,2),(11,-1),0.0958277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,1),(11,-1),0.0978127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),-0.0612648 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,7),-0.0381611 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,6),-0.00059175 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,5),-0.0233893 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,4),-0.173963 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,3),-0.173992 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,2),-0.174045 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,1),-0.174389 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),0.0339198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,7),-0.0217561 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,6),0.0133814 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,5),0.176541 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,4),-0.143674 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,3),-0.143702 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,2),-0.143756 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,1),-0.144099 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),0.0356762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,7),(11,6),-0.0396875 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,5),0.441831 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,4),-0.170199 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,3),-0.170227 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,2),-0.17028 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,1),-0.170624 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,-1),0.0349861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,6),(11,5),0.129481 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,4),-0.143963 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,3),-0.143991 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,2),-0.144045 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,1),-0.144389 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,-1),-0.0336561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,5),(11,4),-0.168771 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,3),-0.168799 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,2),-0.168852 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,1),-0.169196 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,-1),-0.132308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,4),(11,3),-0.132945 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,2),-0.133053 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,1),-0.13374 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,-1),-0.0344226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,3),(11,2),-0.132405 # DEPENDENCYPART_TRISIBL
(11,10),(11,3),(11,1),-0.133092 # DEPENDENCYPART_TRISIBL
(11,10),(11,3),(11,-1),-0.0323034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,2),(11,1),-0.133284 # DEPENDENCYPART_TRISIBL
(11,10),(11,2),(11,-1),-0.0252032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,1),(11,-1),-0.0325362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,7),-0.0388776 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,6),-0.0284647 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,5),0.0180146 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,4),-0.0739239 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,3),-0.0667726 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,2),-0.073138 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,1),-0.0719277 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,-1),-0.084779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,7),(11,6),-0.0279928 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,5),0.00916788 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,4),-0.126788 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,3),-0.119516 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,2),-0.124738 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,1),-0.124794 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,-1),-0.0220311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,6),(11,5),-0.00492301 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,4),-0.107488 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,3),-0.100215 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,2),-0.105437 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,1),-0.105505 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,-1),-0.0235682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,5),(11,4),-0.151158 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,3),-0.143349 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,2),-0.148571 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,1),-0.150126 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,-1),-0.152103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,4),(11,3),-0.0878109 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,2),-0.098781 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,1),-0.10095 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,-1),-0.102352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,3),(11,2),-0.103414 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,1),-0.105583 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,-1),-0.105491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,2),(11,1),-0.106225 # DEPENDENCYPART_TRISIBL
(11,9),(11,2),(11,-1),-0.101803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,1),(11,-1),-0.104372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,7),(11,6),-0.0430484 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,5),-0.0289559 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,4),-0.0728799 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,3),-0.073098 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,2),-0.0709039 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,1),-0.072818 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,-1),-0.0735487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,6),(11,5),-0.0288192 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,4),-0.0805652 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,3),-0.0807833 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,2),-0.0785892 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,1),-0.0781049 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,-1),-0.0759654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,5),(11,4),-0.11607 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,3),-0.116287 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,2),-0.114409 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,1),-0.114433 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,-1),-0.200296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,4),(11,3),-0.0615237 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,2),-0.0596809 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,1),-0.0588456 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,-1),-0.103814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,3),(11,2),-0.059024 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,1),-0.0581887 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,-1),-0.103409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,2),(11,1),-0.0581829 # DEPENDENCYPART_TRISIBL
(11,8),(11,2),(11,-1),-0.0992253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,1),(11,-1),-0.093619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,6),(11,5),-0.0289759 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,4),-0.0709277 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,3),-0.0735253 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,2),-0.0735252 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,1),-0.0740157 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,-1),-0.0339472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,5),(11,4),0.0155739 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,3),0.012818 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,2),0.0128183 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,1),0.0123278 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,-1),-0.113955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,4),(11,3),-0.100363 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,2),-0.100369 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,1),-0.101101 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,-1),-0.0303474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,3),(11,2),-0.100369 # DEPENDENCYPART_TRISIBL
(11,7),(11,3),(11,1),-0.101101 # DEPENDENCYPART_TRISIBL
(11,7),(11,3),(11,-1),-0.0320997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,2),(11,1),-0.101101 # DEPENDENCYPART_TRISIBL
(11,7),(11,2),(11,-1),-0.0322542 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,1),(11,-1),-0.031239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,5),(11,4),-0.0972515 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,3),-0.0972107 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,2),-0.0972166 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,1),-0.0984429 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,-1),-0.145616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,4),(11,3),-0.0870338 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,2),-0.087042 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,1),-0.0882509 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,-1),-0.102891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,3),(11,2),-0.0870378 # DEPENDENCYPART_TRISIBL
(11,6),(11,3),(11,1),-0.0882467 # DEPENDENCYPART_TRISIBL
(11,6),(11,3),(11,-1),-0.102564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,2),(11,1),-0.0882467 # DEPENDENCYPART_TRISIBL
(11,6),(11,2),(11,-1),-0.102564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,1),(11,-1),-0.102592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,4),(11,3),-0.132945 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,2),-0.133053 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,1),-0.13374 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,-1),-0.0344226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,3),(11,2),-0.132405 # DEPENDENCYPART_TRISIBL
(11,5),(11,3),(11,1),-0.133092 # DEPENDENCYPART_TRISIBL
(11,5),(11,3),(11,-1),-0.0323034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,2),(11,1),-0.133284 # DEPENDENCYPART_TRISIBL
(11,5),(11,2),(11,-1),-0.0252032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,1),(11,-1),-0.0325362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,3),(11,2),-0.167308 # DEPENDENCYPART_TRISIBL
(11,4),(11,3),(11,1),-0.164056 # DEPENDENCYPART_TRISIBL
(11,4),(11,3),(11,-1),-0.0924825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,2),(11,1),-0.178656 # DEPENDENCYPART_TRISIBL
(11,4),(11,2),(11,-1),-0.0921366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,1),(11,-1),-0.0858863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
