# _root_ The multibillion-dollar prospects , where the bidder must line up a consortium of banks and / or issue billions in high-yield debt , were where the damage was concentrated .
#goldHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,9,15,15,15,18,19,22,20,3,0,29,27,28,24,28,24,
#predictedHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,8,15,16,19,15,12,22,20,3,0,29,27,28,24,28,24,
(15,15),(15,29),(15,31),0.112075 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,18),-0.089641 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,19),-0.0739966 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,20),-0.0670789 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,21),-0.087497 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,22),-0.0889111 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,24),-0.0773057 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,25),-0.0896932 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,27),-0.0886396 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,28),-0.0754978 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,29),-0.074987 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,31),-0.134592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,18),(15,19),-0.073608 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,20),-0.0314747 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,21),-0.0889309 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,22),-0.0913069 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,24),-0.0794063 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,25),-0.0896932 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,27),-0.0910525 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,28),-0.0775792 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,29),-0.0700721 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,31),-0.0880512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,19),(15,20),-0.0407307 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,21),-0.0877514 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,22),-0.0914574 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,24),-0.0797993 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,25),-0.0896976 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,27),-0.0911977 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,28),-0.0779039 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,29),-0.0763616 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,31),-0.103727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,20),(15,21),-0.0895002 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,22),-0.0829372 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,24),-0.0797117 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,25),-0.0896953 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,27),-0.0827003 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,28),-0.0740201 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,29),-0.0706671 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,31),-0.0781938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,21),(15,22),-0.0888479 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,24),-0.0774736 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,25),-0.0896932 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,27),-0.0885883 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,28),-0.0756777 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,29),-0.074982 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,31),-0.0878587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,22),(15,24),-0.0794063 # DEPENDENCYPART_TRISIBL
(15,16),(15,22),(15,25),-0.0896932 # DEPENDENCYPART_TRISIBL
(15,16),(15,22),(15,27),-0.0910515 # DEPENDENCYPART_TRISIBL
(15,16),(15,22),(15,28),-0.0775792 # DEPENDENCYPART_TRISIBL
(15,16),(15,22),(15,29),-0.0700721 # DEPENDENCYPART_TRISIBL
(15,16),(15,22),(15,31),-0.090933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,24),(15,25),-0.0896932 # DEPENDENCYPART_TRISIBL
(15,16),(15,24),(15,27),-0.088473 # DEPENDENCYPART_TRISIBL
(15,16),(15,24),(15,28),-0.0760881 # DEPENDENCYPART_TRISIBL
(15,16),(15,24),(15,29),-0.0754949 # DEPENDENCYPART_TRISIBL
(15,16),(15,24),(15,31),-0.103437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,25),(15,27),-0.0884514 # DEPENDENCYPART_TRISIBL
(15,16),(15,25),(15,28),-0.0752743 # DEPENDENCYPART_TRISIBL
(15,16),(15,25),(15,29),-0.074966 # DEPENDENCYPART_TRISIBL
(15,16),(15,25),(15,31),-0.105425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,27),(15,28),-0.0775792 # DEPENDENCYPART_TRISIBL
(15,16),(15,27),(15,29),-0.0700721 # DEPENDENCYPART_TRISIBL
(15,16),(15,27),(15,31),-0.0919284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,28),(15,29),-0.0753101 # DEPENDENCYPART_TRISIBL
(15,16),(15,28),(15,31),-0.106169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,29),(15,31),-0.103821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,18),(15,19),-0.0659087 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,20),-0.0102378 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,21),-0.0908146 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,22),-0.0830208 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,24),-0.0804164 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,25),-0.0896976 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,27),-0.0827664 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,28),-0.0785893 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,29),-0.0722207 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,31),-0.044044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,19),(15,20),-0.014559 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,21),-0.0893874 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,22),-0.0844209 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,24),-0.0806938 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,25),-0.0897064 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,27),-0.0841612 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,28),-0.0787983 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,29),-0.0811678 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,31),-0.0599576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,20),(15,21),-0.0921678 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,22),-0.0702772 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,24),-0.0809953 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,25),-0.0896996 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,27),-0.0700403 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,28),-0.0753036 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,29),-0.0759149 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,31),-0.0314574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,21),(15,22),-0.080511 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,24),-0.0782775 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,25),-0.0896976 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,27),-0.0802513 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,28),-0.0764816 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,29),-0.0797781 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,31),-0.0633814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,22),(15,24),-0.0804164 # DEPENDENCYPART_TRISIBL
(15,17),(15,22),(15,25),-0.0896976 # DEPENDENCYPART_TRISIBL
(15,17),(15,22),(15,27),-0.0827654 # DEPENDENCYPART_TRISIBL
(15,17),(15,22),(15,28),-0.0785893 # DEPENDENCYPART_TRISIBL
(15,17),(15,22),(15,29),-0.0722207 # DEPENDENCYPART_TRISIBL
(15,17),(15,22),(15,31),-0.0469258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,24),(15,25),-0.0896976 # DEPENDENCYPART_TRISIBL
(15,17),(15,24),(15,27),-0.0801734 # DEPENDENCYPART_TRISIBL
(15,17),(15,24),(15,28),-0.0768866 # DEPENDENCYPART_TRISIBL
(15,17),(15,24),(15,29),-0.0805084 # DEPENDENCYPART_TRISIBL
(15,17),(15,24),(15,31),-0.0882993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,25),(15,27),-0.0801106 # DEPENDENCYPART_TRISIBL
(15,17),(15,25),(15,28),-0.0760722 # DEPENDENCYPART_TRISIBL
(15,17),(15,25),(15,29),-0.0797593 # DEPENDENCYPART_TRISIBL
(15,17),(15,25),(15,31),-0.0807496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,27),(15,28),-0.0785893 # DEPENDENCYPART_TRISIBL
(15,17),(15,27),(15,29),-0.0722207 # DEPENDENCYPART_TRISIBL
(15,17),(15,27),(15,31),-0.0479212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,28),(15,29),-0.0803235 # DEPENDENCYPART_TRISIBL
(15,17),(15,28),(15,31),-0.0910317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,29),(15,31),-0.100603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,19),(15,20),-0.0837306 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,21),-0.102304 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,22),-0.162335 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,24),-0.0927041 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,25),-0.0934651 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,27),-0.160853 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,28),-0.0753358 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,29),-0.0834438 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,31),-0.0621778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,20),(15,21),-0.0960601 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,22),-0.160563 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,24),-0.0865572 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,25),-0.0937036 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,27),-0.159288 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,28),-0.0620458 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,29),-0.0886122 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,31),0.0122329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,21),(15,22),-0.15825 # DEPENDENCYPART_TRISIBL
(15,18),(15,21),(15,24),-0.0914041 # DEPENDENCYPART_TRISIBL
(15,18),(15,21),(15,25),-0.0934207 # DEPENDENCYPART_TRISIBL
(15,18),(15,21),(15,27),-0.156768 # DEPENDENCYPART_TRISIBL
(15,18),(15,21),(15,28),-0.074509 # DEPENDENCYPART_TRISIBL
(15,18),(15,21),(15,29),-0.0809918 # DEPENDENCYPART_TRISIBL
(15,18),(15,21),(15,31),-0.081463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,22),(15,24),-0.0999899 # DEPENDENCYPART_TRISIBL
(15,18),(15,22),(15,25),-0.0937752 # DEPENDENCYPART_TRISIBL
(15,18),(15,22),(15,27),-0.160672 # DEPENDENCYPART_TRISIBL
(15,18),(15,22),(15,28),-0.0843302 # DEPENDENCYPART_TRISIBL
(15,18),(15,22),(15,29),-0.0737726 # DEPENDENCYPART_TRISIBL
(15,18),(15,22),(15,31),-0.103516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,24),(15,25),-0.0934203 # DEPENDENCYPART_TRISIBL
(15,18),(15,24),(15,27),-0.156459 # DEPENDENCYPART_TRISIBL
(15,18),(15,24),(15,28),-0.0783896 # DEPENDENCYPART_TRISIBL
(15,18),(15,24),(15,29),-0.0810473 # DEPENDENCYPART_TRISIBL
(15,18),(15,24),(15,31),-0.0668078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,25),(15,27),-0.154485 # DEPENDENCYPART_TRISIBL
(15,18),(15,25),(15,28),-0.0735598 # DEPENDENCYPART_TRISIBL
(15,18),(15,25),(15,29),-0.0809185 # DEPENDENCYPART_TRISIBL
(15,18),(15,25),(15,31),-0.0894853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,27),(15,28),-0.084328 # DEPENDENCYPART_TRISIBL
(15,18),(15,27),(15,29),-0.0737726 # DEPENDENCYPART_TRISIBL
(15,18),(15,27),(15,31),-0.103477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,28),(15,29),-0.0810552 # DEPENDENCYPART_TRISIBL
(15,18),(15,28),(15,31),-0.074339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,29),(15,31),-0.0520243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,20),(15,21),-0.111669 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,22),-0.148157 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,24),-0.125008 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,25),-0.0896047 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,27),-0.145349 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,28),-0.123118 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,29),-0.0708939 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,31),-0.018687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,21),(15,22),-0.130266 # DEPENDENCYPART_TRISIBL
(15,19),(15,21),(15,24),-0.111376 # DEPENDENCYPART_TRISIBL
(15,19),(15,21),(15,25),-0.0895873 # DEPENDENCYPART_TRISIBL
(15,19),(15,21),(15,27),-0.127831 # DEPENDENCYPART_TRISIBL
(15,19),(15,21),(15,28),-0.109575 # DEPENDENCYPART_TRISIBL
(15,19),(15,21),(15,29),-0.0678994 # DEPENDENCYPART_TRISIBL
(15,19),(15,21),(15,31),-0.0739201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,22),(15,24),-0.120711 # DEPENDENCYPART_TRISIBL
(15,19),(15,22),(15,25),-0.0895872 # DEPENDENCYPART_TRISIBL
(15,19),(15,22),(15,27),-0.130614 # DEPENDENCYPART_TRISIBL
(15,19),(15,22),(15,28),-0.118949 # DEPENDENCYPART_TRISIBL
(15,19),(15,22),(15,29),-0.0684945 # DEPENDENCYPART_TRISIBL
(15,19),(15,22),(15,31),-0.0788369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,24),(15,25),-0.0895872 # DEPENDENCYPART_TRISIBL
(15,19),(15,24),(15,27),-0.126644 # DEPENDENCYPART_TRISIBL
(15,19),(15,24),(15,28),-0.109797 # DEPENDENCYPART_TRISIBL
(15,19),(15,24),(15,29),-0.068173 # DEPENDENCYPART_TRISIBL
(15,19),(15,24),(15,31),-0.0952713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,25),(15,27),-0.126652 # DEPENDENCYPART_TRISIBL
(15,19),(15,25),(15,28),-0.108437 # DEPENDENCYPART_TRISIBL
(15,19),(15,25),(15,29),-0.0678917 # DEPENDENCYPART_TRISIBL
(15,19),(15,25),(15,31),-0.0938545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,27),(15,28),-0.118949 # DEPENDENCYPART_TRISIBL
(15,19),(15,27),(15,29),-0.0684945 # DEPENDENCYPART_TRISIBL
(15,19),(15,27),(15,31),-0.0787838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,28),(15,29),-0.0681722 # DEPENDENCYPART_TRISIBL
(15,19),(15,28),(15,31),-0.10029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,29),(15,31),0.0114582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,21),(15,22),-0.101824 # DEPENDENCYPART_TRISIBL
(15,20),(15,21),(15,24),-0.115286 # DEPENDENCYPART_TRISIBL
(15,20),(15,21),(15,25),-0.0952401 # DEPENDENCYPART_TRISIBL
(15,20),(15,21),(15,27),-0.10066 # DEPENDENCYPART_TRISIBL
(15,20),(15,21),(15,28),-0.101975 # DEPENDENCYPART_TRISIBL
(15,20),(15,21),(15,29),-0.0811311 # DEPENDENCYPART_TRISIBL
(15,20),(15,21),(15,31),-0.165819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,22),(15,24),-0.106674 # DEPENDENCYPART_TRISIBL
(15,20),(15,22),(15,25),-0.0963757 # DEPENDENCYPART_TRISIBL
(15,20),(15,22),(15,27),-0.108839 # DEPENDENCYPART_TRISIBL
(15,20),(15,22),(15,28),-0.0931207 # DEPENDENCYPART_TRISIBL
(15,20),(15,22),(15,29),-0.08331 # DEPENDENCYPART_TRISIBL
(15,20),(15,22),(15,31),-0.147713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,24),(15,25),-0.0949165 # DEPENDENCYPART_TRISIBL
(15,20),(15,24),(15,27),-0.0944688 # DEPENDENCYPART_TRISIBL
(15,20),(15,24),(15,28),-0.107561 # DEPENDENCYPART_TRISIBL
(15,20),(15,24),(15,29),-0.0804945 # DEPENDENCYPART_TRISIBL
(15,20),(15,24),(15,31),-0.152992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,25),(15,27),-0.0932812 # DEPENDENCYPART_TRISIBL
(15,20),(15,25),(15,28),-0.101295 # DEPENDENCYPART_TRISIBL
(15,20),(15,25),(15,29),-0.0791776 # DEPENDENCYPART_TRISIBL
(15,20),(15,25),(15,31),-0.163233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,27),(15,28),-0.0931207 # DEPENDENCYPART_TRISIBL
(15,20),(15,27),(15,29),-0.0833145 # DEPENDENCYPART_TRISIBL
(15,20),(15,27),(15,31),-0.140796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,28),(15,29),-0.0807402 # DEPENDENCYPART_TRISIBL
(15,20),(15,28),(15,31),-0.165204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,29),(15,31),-0.174692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,22),(15,24),-0.116391 # DEPENDENCYPART_TRISIBL
(15,21),(15,22),(15,25),-0.0903481 # DEPENDENCYPART_TRISIBL
(15,21),(15,22),(15,27),-0.123878 # DEPENDENCYPART_TRISIBL
(15,21),(15,22),(15,28),-0.122539 # DEPENDENCYPART_TRISIBL
(15,21),(15,22),(15,29),-0.075121 # DEPENDENCYPART_TRISIBL
(15,21),(15,22),(15,31),-0.115412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,24),(15,25),-0.0901024 # DEPENDENCYPART_TRISIBL
(15,21),(15,24),(15,27),-0.114257 # DEPENDENCYPART_TRISIBL
(15,21),(15,24),(15,28),-0.115607 # DEPENDENCYPART_TRISIBL
(15,21),(15,24),(15,29),-0.0712944 # DEPENDENCYPART_TRISIBL
(15,21),(15,24),(15,31),-0.0977642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,25),(15,27),-0.113466 # DEPENDENCYPART_TRISIBL
(15,21),(15,25),(15,28),-0.115475 # DEPENDENCYPART_TRISIBL
(15,21),(15,25),(15,29),-0.0710049 # DEPENDENCYPART_TRISIBL
(15,21),(15,25),(15,31),-0.111328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,27),(15,28),-0.122636 # DEPENDENCYPART_TRISIBL
(15,21),(15,27),(15,29),-0.075121 # DEPENDENCYPART_TRISIBL
(15,21),(15,27),(15,31),-0.11673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,28),(15,29),-0.0712944 # DEPENDENCYPART_TRISIBL
(15,21),(15,28),(15,31),-0.103042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,29),(15,31),-0.121465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,22),(15,24),(15,25),-0.0934203 # DEPENDENCYPART_TRISIBL
(15,22),(15,24),(15,27),-0.155942 # DEPENDENCYPART_TRISIBL
(15,22),(15,24),(15,28),-0.0809501 # DEPENDENCYPART_TRISIBL
(15,22),(15,24),(15,29),-0.0814634 # DEPENDENCYPART_TRISIBL
(15,22),(15,24),(15,31),-0.0858083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,22),(15,25),(15,27),-0.153968 # DEPENDENCYPART_TRISIBL
(15,22),(15,25),(15,28),-0.0761196 # DEPENDENCYPART_TRISIBL
(15,22),(15,25),(15,29),-0.0813435 # DEPENDENCYPART_TRISIBL
(15,22),(15,25),(15,31),-0.108441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,22),(15,27),(15,28),-0.0868871 # DEPENDENCYPART_TRISIBL
(15,22),(15,27),(15,29),-0.0742006 # DEPENDENCYPART_TRISIBL
(15,22),(15,27),(15,31),-0.129801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,22),(15,28),(15,29),-0.0814714 # DEPENDENCYPART_TRISIBL
(15,22),(15,28),(15,31),-0.0933395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,22),(15,29),(15,31),-0.0721228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,24),(15,25),(15,27),-0.0944243 # DEPENDENCYPART_TRISIBL
(15,24),(15,25),(15,28),-0.123703 # DEPENDENCYPART_TRISIBL
(15,24),(15,25),(15,29),-0.0936162 # DEPENDENCYPART_TRISIBL
(15,24),(15,25),(15,31),-0.14188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,24),(15,27),(15,28),-0.125649 # DEPENDENCYPART_TRISIBL
(15,24),(15,27),(15,29),-0.094821 # DEPENDENCYPART_TRISIBL
(15,24),(15,27),(15,31),-0.147045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,24),(15,28),(15,29),-0.0936861 # DEPENDENCYPART_TRISIBL
(15,24),(15,28),(15,31),-0.192292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,24),(15,29),(15,31),-0.150778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,25),(15,27),(15,28),-0.0921174 # DEPENDENCYPART_TRISIBL
(15,25),(15,27),(15,29),-0.0902577 # DEPENDENCYPART_TRISIBL
(15,25),(15,27),(15,31),-0.162422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,25),(15,28),(15,29),-0.0902556 # DEPENDENCYPART_TRISIBL
(15,25),(15,28),(15,31),-0.163773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,25),(15,29),(15,31),-0.155612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,27),(15,28),(15,29),-0.0774344 # DEPENDENCYPART_TRISIBL
(15,27),(15,28),(15,31),-0.082011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,27),(15,29),(15,31),-0.0621683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,28),(15,29),(15,31),-0.159349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,-1),-0.166946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),0.00406484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.00932332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.139803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.0734969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,22),-0.00118683 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,24),-0.0711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,28),-0.0805097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,29),-0.0221851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,31),-0.0415704 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.10232 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),-0.0261729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.0342433 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,22),-0.106029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,24),-0.0258226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,28),-0.0481119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,29),-0.0308699 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,31),0.0691656 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),0.00416659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,21),0.0119211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,22),-0.0774097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,24),-0.0741766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,28),-0.0853335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,29),0.0393725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,31),0.0437833 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,21),-0.0787325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,22),-0.0870494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,24),-0.0487764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,28),-0.065869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,29),-0.0304085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
