# _root_ The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .
#goldHeads=3,3,16,3,4,3,9,9,3,11,9,11,14,12,3,0,18,16,20,21,18,18,24,22,24,31,31,27,30,28,25,31,32,16,
#predictedHeads=3,3,16,3,4,3,9,9,3,11,9,9,14,12,3,0,18,16,20,21,18,16,24,22,24,31,31,27,28,31,25,31,32,16,
(5,24),(16,23),0.066225 # DEPENDENCYPART_HEADBIGRAM
(5,24),(18,23),0.07037 # DEPENDENCYPART_HEADBIGRAM
(5,24),(20,23),0.0715005 # DEPENDENCYPART_HEADBIGRAM
(5,24),(21,23),0.0523116 # DEPENDENCYPART_HEADBIGRAM
(5,24),(22,23),0.0523888 # DEPENDENCYPART_HEADBIGRAM
(5,24),(24,23),0.195059 # DEPENDENCYPART_HEADBIGRAM
(5,24),(25,23),0.169229 # DEPENDENCYPART_HEADBIGRAM
(5,24),(27,23),0.170982 # DEPENDENCYPART_HEADBIGRAM
(7,3),(0,2),-0.210097 # DEPENDENCYPART_HEADBIGRAM
(7,3),(1,2),-0.210097 # DEPENDENCYPART_HEADBIGRAM
(7,3),(3,2),-0.0804295 # DEPENDENCYPART_HEADBIGRAM
(7,3),(4,2),-0.0860181 # DEPENDENCYPART_HEADBIGRAM
(7,3),(5,2),-0.0874986 # DEPENDENCYPART_HEADBIGRAM
(7,3),(9,2),0.0957609 # DEPENDENCYPART_HEADBIGRAM
(7,3),(14,2),0.0995479 # DEPENDENCYPART_HEADBIGRAM
(7,3),(16,2),0.0995479 # DEPENDENCYPART_HEADBIGRAM
(7,3),(18,2),0.0995479 # DEPENDENCYPART_HEADBIGRAM
(7,3),(24,2),0.0980747 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.169425 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.169428 # DEPENDENCYPART_HEADBIGRAM
(7,5),(9,4),0.130201 # DEPENDENCYPART_HEADBIGRAM
(7,5),(16,4),0.0860267 # DEPENDENCYPART_HEADBIGRAM
(7,5),(18,4),0.0860446 # DEPENDENCYPART_HEADBIGRAM
(7,5),(24,4),0.0860267 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.186255 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.14939 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.14964 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.0707936 # DEPENDENCYPART_HEADBIGRAM
(7,6),(9,5),0.090305 # DEPENDENCYPART_HEADBIGRAM
(7,6),(14,5),0.136733 # DEPENDENCYPART_HEADBIGRAM
(7,6),(16,5),0.100733 # DEPENDENCYPART_HEADBIGRAM
(7,6),(18,5),0.10233 # DEPENDENCYPART_HEADBIGRAM
(7,6),(21,5),0.103921 # DEPENDENCYPART_HEADBIGRAM
(7,6),(24,5),0.101701 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.0692922 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.0624319 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.0697143 # DEPENDENCYPART_HEADBIGRAM
(7,8),(8,7),0.163697 # DEPENDENCYPART_HEADBIGRAM
(7,8),(9,7),0.174195 # DEPENDENCYPART_HEADBIGRAM
(7,8),(11,7),0.170309 # DEPENDENCYPART_HEADBIGRAM
(7,8),(14,7),0.170639 # DEPENDENCYPART_HEADBIGRAM
(7,8),(16,7),0.173994 # DEPENDENCYPART_HEADBIGRAM
(7,8),(18,7),0.173453 # DEPENDENCYPART_HEADBIGRAM
(7,8),(24,7),0.174188 # DEPENDENCYPART_HEADBIGRAM
(8,7),(2,6),-0.177584 # DEPENDENCYPART_HEADBIGRAM
(8,7),(3,6),-0.185979 # DEPENDENCYPART_HEADBIGRAM
(8,7),(4,6),-0.119433 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.132259 # DEPENDENCYPART_HEADBIGRAM
(8,7),(7,6),-0.0870204 # DEPENDENCYPART_HEADBIGRAM
(8,7),(9,6),0.0478672 # DEPENDENCYPART_HEADBIGRAM
(8,7),(11,6),0.0656002 # DEPENDENCYPART_HEADBIGRAM
(8,7),(16,6),0.0637517 # DEPENDENCYPART_HEADBIGRAM
(8,7),(18,6),0.0880872 # DEPENDENCYPART_HEADBIGRAM
(8,7),(24,6),0.0746427 # DEPENDENCYPART_HEADBIGRAM
(8,9),(2,8),-0.0477767 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.0699266 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0699266 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.0556119 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),0.0963511 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.174492 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.185342 # DEPENDENCYPART_HEADBIGRAM
(8,9),(16,8),0.156459 # DEPENDENCYPART_HEADBIGRAM
(8,9),(18,8),0.16178 # DEPENDENCYPART_HEADBIGRAM
(8,9),(24,8),0.157452 # DEPENDENCYPART_HEADBIGRAM
(8,12),(2,11),-0.075436 # DEPENDENCYPART_HEADBIGRAM
(8,12),(3,11),-0.0775545 # DEPENDENCYPART_HEADBIGRAM
(8,12),(4,11),-0.0704576 # DEPENDENCYPART_HEADBIGRAM
(8,12),(5,11),-0.0775545 # DEPENDENCYPART_HEADBIGRAM
(8,12),(9,11),0.178668 # DEPENDENCYPART_HEADBIGRAM
(8,12),(12,11),0.210631 # DEPENDENCYPART_HEADBIGRAM
(8,12),(14,11),0.149541 # DEPENDENCYPART_HEADBIGRAM
(8,12),(16,11),0.14962 # DEPENDENCYPART_HEADBIGRAM
(8,12),(18,11),0.172481 # DEPENDENCYPART_HEADBIGRAM
(8,12),(24,11),0.172305 # DEPENDENCYPART_HEADBIGRAM
(9,2),(2,1),0.0414954 # DEPENDENCYPART_HEADBIGRAM
(9,2),(3,1),-0.0871938 # DEPENDENCYPART_HEADBIGRAM
(9,2),(5,1),-0.0915055 # DEPENDENCYPART_HEADBIGRAM
(9,2),(9,1),0.067994 # DEPENDENCYPART_HEADBIGRAM
(9,2),(11,1),0.0693848 # DEPENDENCYPART_HEADBIGRAM
(9,2),(14,1),0.09772 # DEPENDENCYPART_HEADBIGRAM
(9,2),(31,1),0.0978837 # DEPENDENCYPART_HEADBIGRAM
(9,3),(0,2),-0.213495 # DEPENDENCYPART_HEADBIGRAM
(9,3),(1,2),-0.20684 # DEPENDENCYPART_HEADBIGRAM
(9,3),(3,2),-0.0632144 # DEPENDENCYPART_HEADBIGRAM
(9,3),(4,2),-0.085011 # DEPENDENCYPART_HEADBIGRAM
(9,3),(5,2),-0.0891794 # DEPENDENCYPART_HEADBIGRAM
(9,3),(9,2),0.0741134 # DEPENDENCYPART_HEADBIGRAM
(9,3),(14,2),0.0961242 # DEPENDENCYPART_HEADBIGRAM
(9,3),(16,2),0.1071 # DEPENDENCYPART_HEADBIGRAM
(9,3),(18,2),0.0940164 # DEPENDENCYPART_HEADBIGRAM
(9,3),(24,2),0.107194 # DEPENDENCYPART_HEADBIGRAM
(9,4),(0,3),-0.200946 # DEPENDENCYPART_HEADBIGRAM
(9,4),(2,3),-0.203908 # DEPENDENCYPART_HEADBIGRAM
(9,4),(5,3),-0.103981 # DEPENDENCYPART_HEADBIGRAM
(9,4),(7,3),-0.0892136 # DEPENDENCYPART_HEADBIGRAM
(9,4),(9,3),0.0755801 # DEPENDENCYPART_HEADBIGRAM
(9,4),(11,3),0.0962428 # DEPENDENCYPART_HEADBIGRAM
(9,4),(16,3),0.0971893 # DEPENDENCYPART_HEADBIGRAM
(9,4),(18,3),0.098257 # DEPENDENCYPART_HEADBIGRAM
(9,4),(21,3),0.098298 # DEPENDENCYPART_HEADBIGRAM
(9,4),(24,3),0.0974809 # DEPENDENCYPART_HEADBIGRAM
(9,5),(2,4),-0.18594 # DEPENDENCYPART_HEADBIGRAM
(9,5),(3,4),-0.247962 # DEPENDENCYPART_HEADBIGRAM
(9,5),(9,4),0.0890425 # DEPENDENCYPART_HEADBIGRAM
(9,5),(16,4),0.110993 # DEPENDENCYPART_HEADBIGRAM
(9,5),(18,4),0.0964525 # DEPENDENCYPART_HEADBIGRAM
(9,5),(24,4),0.112306 # DEPENDENCYPART_HEADBIGRAM
(9,6),(2,5),-0.162586 # DEPENDENCYPART_HEADBIGRAM
(9,6),(3,5),-0.231699 # DEPENDENCYPART_HEADBIGRAM
(9,6),(4,5),-0.128716 # DEPENDENCYPART_HEADBIGRAM
(9,6),(7,5),-0.104341 # DEPENDENCYPART_HEADBIGRAM
(9,6),(9,5),0.0178145 # DEPENDENCYPART_HEADBIGRAM
(9,6),(14,5),0.0765032 # DEPENDENCYPART_HEADBIGRAM
(9,6),(16,5),0.0774431 # DEPENDENCYPART_HEADBIGRAM
(9,6),(18,5),0.108613 # DEPENDENCYPART_HEADBIGRAM
(9,6),(21,5),0.0838217 # DEPENDENCYPART_HEADBIGRAM
(9,6),(24,5),0.078136 # DEPENDENCYPART_HEADBIGRAM
(9,7),(2,6),-0.0333355 # DEPENDENCYPART_HEADBIGRAM
(9,7),(3,6),-0.0438753 # DEPENDENCYPART_HEADBIGRAM
(9,7),(4,6),-0.154911 # DEPENDENCYPART_HEADBIGRAM
(9,7),(5,6),-0.0174669 # DEPENDENCYPART_HEADBIGRAM
(9,7),(7,6),-0.094106 # DEPENDENCYPART_HEADBIGRAM
(9,7),(9,6),0.0596527 # DEPENDENCYPART_HEADBIGRAM
(9,7),(11,6),0.13794 # DEPENDENCYPART_HEADBIGRAM
(9,7),(16,6),0.0743722 # DEPENDENCYPART_HEADBIGRAM
(9,7),(18,6),0.0750073 # DEPENDENCYPART_HEADBIGRAM
(9,7),(24,6),0.0950053 # DEPENDENCYPART_HEADBIGRAM
(9,8),(3,7),-0.204743 # DEPENDENCYPART_HEADBIGRAM
(9,8),(4,7),-0.202388 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.204729 # DEPENDENCYPART_HEADBIGRAM
(9,8),(8,7),-0.111682 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),0.252189 # DEPENDENCYPART_HEADBIGRAM
(9,8),(11,7),0.0963343 # DEPENDENCYPART_HEADBIGRAM
(9,8),(14,7),0.0905324 # DEPENDENCYPART_HEADBIGRAM
(9,8),(16,7),0.0867547 # DEPENDENCYPART_HEADBIGRAM
(9,8),(18,7),0.0954048 # DEPENDENCYPART_HEADBIGRAM
(9,8),(24,7),0.0924531 # DEPENDENCYPART_HEADBIGRAM
(9,10),(0,9),-0.0827808 # DEPENDENCYPART_HEADBIGRAM
(9,10),(2,9),-0.0595571 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),-0.0677411 # DEPENDENCYPART_HEADBIGRAM
(9,10),(4,9),-0.0641873 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),-0.0665702 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.064069 # DEPENDENCYPART_HEADBIGRAM
(9,10),(11,9),0.176277 # DEPENDENCYPART_HEADBIGRAM
(9,10),(16,9),0.170616 # DEPENDENCYPART_HEADBIGRAM
(9,10),(18,9),0.168463 # DEPENDENCYPART_HEADBIGRAM
(9,10),(24,9),0.173232 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.0635074 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.275619 # DEPENDENCYPART_HEADBIGRAM
(9,11),(12,10),0.173074 # DEPENDENCYPART_HEADBIGRAM
(9,11),(14,10),0.173754 # DEPENDENCYPART_HEADBIGRAM
(9,11),(16,10),0.17406 # DEPENDENCYPART_HEADBIGRAM
(9,11),(18,10),0.173733 # DEPENDENCYPART_HEADBIGRAM
(9,11),(20,10),0.168549 # DEPENDENCYPART_HEADBIGRAM
(9,12),(2,11),-0.0994234 # DEPENDENCYPART_HEADBIGRAM
(9,12),(3,11),-0.101737 # DEPENDENCYPART_HEADBIGRAM
(9,12),(4,11),-0.0876888 # DEPENDENCYPART_HEADBIGRAM
(9,12),(5,11),-0.101734 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.158231 # DEPENDENCYPART_HEADBIGRAM
(9,12),(12,11),0.258111 # DEPENDENCYPART_HEADBIGRAM
(9,12),(14,11),0.125293 # DEPENDENCYPART_HEADBIGRAM
(9,12),(16,11),0.141298 # DEPENDENCYPART_HEADBIGRAM
(9,12),(18,11),0.156578 # DEPENDENCYPART_HEADBIGRAM
(9,12),(24,11),0.168594 # DEPENDENCYPART_HEADBIGRAM
(9,13),(2,12),-0.0952717 # DEPENDENCYPART_HEADBIGRAM
(9,13),(3,12),-0.0750362 # DEPENDENCYPART_HEADBIGRAM
(9,13),(8,12),-0.0610489 # DEPENDENCYPART_HEADBIGRAM
(9,13),(9,12),0.0177173 # DEPENDENCYPART_HEADBIGRAM
(9,13),(11,12),0.0183199 # DEPENDENCYPART_HEADBIGRAM
(9,13),(14,12),0.16485 # DEPENDENCYPART_HEADBIGRAM
(9,13),(16,12),0.15774 # DEPENDENCYPART_HEADBIGRAM
(9,13),(18,12),0.175112 # DEPENDENCYPART_HEADBIGRAM
(9,13),(21,12),0.168438 # DEPENDENCYPART_HEADBIGRAM
(9,13),(24,12),0.166909 # DEPENDENCYPART_HEADBIGRAM
(9,14),(9,13),0.0445892 # DEPENDENCYPART_HEADBIGRAM
(9,14),(11,13),0.091167 # DEPENDENCYPART_HEADBIGRAM
(9,14),(12,13),0.104741 # DEPENDENCYPART_HEADBIGRAM
(9,14),(14,13),0.278279 # DEPENDENCYPART_HEADBIGRAM
(9,14),(16,13),0.162791 # DEPENDENCYPART_HEADBIGRAM
(9,14),(18,13),0.167816 # DEPENDENCYPART_HEADBIGRAM
(9,15),(4,14),-0.0357985 # DEPENDENCYPART_HEADBIGRAM
(9,15),(5,14),-0.114085 # DEPENDENCYPART_HEADBIGRAM
(9,15),(9,14),-0.00101585 # DEPENDENCYPART_HEADBIGRAM
(9,15),(11,14),0.106135 # DEPENDENCYPART_HEADBIGRAM
(9,15),(12,14),0.21551 # DEPENDENCYPART_HEADBIGRAM
(9,15),(13,14),0.093965 # DEPENDENCYPART_HEADBIGRAM
(9,15),(16,14),0.115163 # DEPENDENCYPART_HEADBIGRAM
(9,15),(18,14),0.161374 # DEPENDENCYPART_HEADBIGRAM
(9,15),(21,14),0.161164 # DEPENDENCYPART_HEADBIGRAM
(9,15),(24,14),0.148959 # DEPENDENCYPART_HEADBIGRAM
(9,16),(2,15),-0.0479974 # DEPENDENCYPART_HEADBIGRAM
(9,16),(3,15),-0.0803067 # DEPENDENCYPART_HEADBIGRAM
(9,16),(5,15),-0.069782 # DEPENDENCYPART_HEADBIGRAM
(9,16),(9,15),0.307205 # DEPENDENCYPART_HEADBIGRAM
(9,16),(11,15),0.169259 # DEPENDENCYPART_HEADBIGRAM
(9,16),(12,15),0.0804996 # DEPENDENCYPART_HEADBIGRAM
(9,16),(13,15),0.0256478 # DEPENDENCYPART_HEADBIGRAM
(9,16),(14,15),0.0291848 # DEPENDENCYPART_HEADBIGRAM
(9,16),(16,15),0.151671 # DEPENDENCYPART_HEADBIGRAM
(9,16),(18,15),0.175427 # DEPENDENCYPART_HEADBIGRAM
(9,17),(0,16),-0.0631234 # DEPENDENCYPART_HEADBIGRAM
(9,17),(2,16),-0.0487375 # DEPENDENCYPART_HEADBIGRAM
(9,17),(3,16),-0.0461738 # DEPENDENCYPART_HEADBIGRAM
(9,17),(5,16),-0.0461738 # DEPENDENCYPART_HEADBIGRAM
(9,17),(9,16),0.0574086 # DEPENDENCYPART_HEADBIGRAM
(9,17),(11,16),0.0761878 # DEPENDENCYPART_HEADBIGRAM
(9,17),(12,16),0.0838841 # DEPENDENCYPART_HEADBIGRAM
(9,17),(13,16),0.0789669 # DEPENDENCYPART_HEADBIGRAM
(9,17),(14,16),0.0766016 # DEPENDENCYPART_HEADBIGRAM
(9,17),(18,16),0.184197 # DEPENDENCYPART_HEADBIGRAM
(9,18),(9,17),0.0727812 # DEPENDENCYPART_HEADBIGRAM
(9,18),(12,17),0.056813 # DEPENDENCYPART_HEADBIGRAM
(9,18),(13,17),0.0615822 # DEPENDENCYPART_HEADBIGRAM
(9,18),(14,17),0.0615819 # DEPENDENCYPART_HEADBIGRAM
(9,18),(16,17),0.0733224 # DEPENDENCYPART_HEADBIGRAM
(9,18),(18,17),0.235115 # DEPENDENCYPART_HEADBIGRAM
(9,18),(19,17),0.170885 # DEPENDENCYPART_HEADBIGRAM
(9,18),(20,17),0.164557 # DEPENDENCYPART_HEADBIGRAM
(9,18),(21,17),0.164684 # DEPENDENCYPART_HEADBIGRAM
(9,18),(24,17),0.170072 # DEPENDENCYPART_HEADBIGRAM
(9,19),(0,18),-0.0618229 # DEPENDENCYPART_HEADBIGRAM
(9,19),(2,18),-0.061088 # DEPENDENCYPART_HEADBIGRAM
(9,19),(3,18),-0.0611009 # DEPENDENCYPART_HEADBIGRAM
(9,19),(9,18),0.0712226 # DEPENDENCYPART_HEADBIGRAM
(9,19),(11,18),0.0724515 # DEPENDENCYPART_HEADBIGRAM
(9,19),(12,18),0.0724558 # DEPENDENCYPART_HEADBIGRAM
(9,19),(13,18),0.0723599 # DEPENDENCYPART_HEADBIGRAM
(9,19),(14,18),0.0723599 # DEPENDENCYPART_HEADBIGRAM
(9,19),(16,18),0.072365 # DEPENDENCYPART_HEADBIGRAM
(9,19),(20,18),0.174295 # DEPENDENCYPART_HEADBIGRAM
(9,20),(9,19),0.064413 # DEPENDENCYPART_HEADBIGRAM
(9,20),(13,19),0.0608964 # DEPENDENCYPART_HEADBIGRAM
(9,20),(14,19),0.0558765 # DEPENDENCYPART_HEADBIGRAM
(9,20),(16,19),0.0640646 # DEPENDENCYPART_HEADBIGRAM
(9,20),(17,19),0.0593809 # DEPENDENCYPART_HEADBIGRAM
(9,20),(18,19),0.0593737 # DEPENDENCYPART_HEADBIGRAM
(9,20),(20,19),0.142013 # DEPENDENCYPART_HEADBIGRAM
(9,20),(21,19),0.184288 # DEPENDENCYPART_HEADBIGRAM
(9,20),(24,19),0.172241 # DEPENDENCYPART_HEADBIGRAM
(9,21),(3,20),-0.0611807 # DEPENDENCYPART_HEADBIGRAM
(9,21),(9,20),0.0666237 # DEPENDENCYPART_HEADBIGRAM
(9,21),(11,20),0.0692776 # DEPENDENCYPART_HEADBIGRAM
(9,21),(12,20),0.0846903 # DEPENDENCYPART_HEADBIGRAM
(9,21),(13,20),0.069511 # DEPENDENCYPART_HEADBIGRAM
(9,21),(16,20),0.0688004 # DEPENDENCYPART_HEADBIGRAM
(9,21),(18,20),0.0713801 # DEPENDENCYPART_HEADBIGRAM
(9,21),(19,20),0.0713625 # DEPENDENCYPART_HEADBIGRAM
(9,21),(21,20),0.177234 # DEPENDENCYPART_HEADBIGRAM
(9,21),(24,20),0.173635 # DEPENDENCYPART_HEADBIGRAM
(9,22),(3,21),-0.0578512 # DEPENDENCYPART_HEADBIGRAM
(9,22),(9,21),0.0795172 # DEPENDENCYPART_HEADBIGRAM
(9,22),(13,21),0.0768141 # DEPENDENCYPART_HEADBIGRAM
(9,22),(14,21),0.078017 # DEPENDENCYPART_HEADBIGRAM
(9,22),(16,21),0.0962005 # DEPENDENCYPART_HEADBIGRAM
(9,22),(18,21),0.0681031 # DEPENDENCYPART_HEADBIGRAM
(9,22),(20,21),0.0661774 # DEPENDENCYPART_HEADBIGRAM
(9,22),(22,21),0.172216 # DEPENDENCYPART_HEADBIGRAM
(9,22),(24,21),0.17944 # DEPENDENCYPART_HEADBIGRAM
(9,22),(31,21),0.176978 # DEPENDENCYPART_HEADBIGRAM
(9,23),(3,22),-0.0646173 # DEPENDENCYPART_HEADBIGRAM
(9,23),(9,22),0.0751946 # DEPENDENCYPART_HEADBIGRAM
(9,23),(11,22),0.0716345 # DEPENDENCYPART_HEADBIGRAM
(9,23),(12,22),0.0680067 # DEPENDENCYPART_HEADBIGRAM
(9,23),(16,22),0.137019 # DEPENDENCYPART_HEADBIGRAM
(9,23),(18,22),0.0654673 # DEPENDENCYPART_HEADBIGRAM
(9,23),(19,22),0.0724347 # DEPENDENCYPART_HEADBIGRAM
(9,23),(20,22),0.0708804 # DEPENDENCYPART_HEADBIGRAM
(9,23),(21,22),0.0677542 # DEPENDENCYPART_HEADBIGRAM
(9,23),(24,22),0.204943 # DEPENDENCYPART_HEADBIGRAM
(9,24),(9,23),0.065478 # DEPENDENCYPART_HEADBIGRAM
(9,24),(16,23),0.0639451 # DEPENDENCYPART_HEADBIGRAM
(9,24),(18,23),0.0707918 # DEPENDENCYPART_HEADBIGRAM
(9,24),(20,23),0.0706602 # DEPENDENCYPART_HEADBIGRAM
(9,24),(21,23),0.0519401 # DEPENDENCYPART_HEADBIGRAM
(9,24),(22,23),0.052086 # DEPENDENCYPART_HEADBIGRAM
(9,24),(24,23),0.223916 # DEPENDENCYPART_HEADBIGRAM
(9,24),(25,23),0.172228 # DEPENDENCYPART_HEADBIGRAM
(9,24),(27,23),0.172403 # DEPENDENCYPART_HEADBIGRAM
(9,25),(0,24),-0.100808 # DEPENDENCYPART_HEADBIGRAM
(9,25),(3,24),-0.0651333 # DEPENDENCYPART_HEADBIGRAM
(9,25),(5,24),-0.0656983 # DEPENDENCYPART_HEADBIGRAM
(9,25),(9,24),0.0344345 # DEPENDENCYPART_HEADBIGRAM
(9,25),(14,24),0.0609812 # DEPENDENCYPART_HEADBIGRAM
(9,25),(16,24),0.0655257 # DEPENDENCYPART_HEADBIGRAM
(9,25),(18,24),0.0664707 # DEPENDENCYPART_HEADBIGRAM
(9,25),(20,24),0.0598112 # DEPENDENCYPART_HEADBIGRAM
(9,25),(21,24),0.0671448 # DEPENDENCYPART_HEADBIGRAM
(9,25),(22,24),0.11178 # DEPENDENCYPART_HEADBIGRAM
(9,27),(22,26),0.0723981 # DEPENDENCYPART_HEADBIGRAM
(9,27),(24,26),0.0737762 # DEPENDENCYPART_HEADBIGRAM
(9,27),(25,26),0.0758111 # DEPENDENCYPART_HEADBIGRAM
(9,27),(27,26),0.201403 # DEPENDENCYPART_HEADBIGRAM
(9,27),(28,26),0.177907 # DEPENDENCYPART_HEADBIGRAM
(9,27),(30,26),0.170407 # DEPENDENCYPART_HEADBIGRAM
(9,27),(31,26),0.170407 # DEPENDENCYPART_HEADBIGRAM
(9,27),(33,26),0.170401 # DEPENDENCYPART_HEADBIGRAM
(9,34),(22,33),0.0889871 # DEPENDENCYPART_HEADBIGRAM
(9,34),(24,33),0.0661987 # DEPENDENCYPART_HEADBIGRAM
(9,34),(25,33),0.0239643 # DEPENDENCYPART_HEADBIGRAM
(9,34),(27,33),0.00633133 # DEPENDENCYPART_HEADBIGRAM
(9,34),(28,33),0.0485102 # DEPENDENCYPART_HEADBIGRAM
(9,34),(29,33),0.049475 # DEPENDENCYPART_HEADBIGRAM
(9,34),(30,33),0.062242 # DEPENDENCYPART_HEADBIGRAM
(9,34),(31,33),0.03667 # DEPENDENCYPART_HEADBIGRAM
(9,34),(32,33),0.0460617 # DEPENDENCYPART_HEADBIGRAM
(10,8),(3,7),-0.202331 # DEPENDENCYPART_HEADBIGRAM
(10,8),(4,7),-0.202331 # DEPENDENCYPART_HEADBIGRAM
(10,8),(5,7),-0.202318 # DEPENDENCYPART_HEADBIGRAM
(10,8),(8,7),-0.0935973 # DEPENDENCYPART_HEADBIGRAM
(10,8),(9,7),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(10,8),(11,7),0.0986463 # DEPENDENCYPART_HEADBIGRAM
(10,8),(14,7),0.0917645 # DEPENDENCYPART_HEADBIGRAM
(10,8),(16,7),0.0917645 # DEPENDENCYPART_HEADBIGRAM
(10,8),(18,7),0.0967041 # DEPENDENCYPART_HEADBIGRAM
(10,8),(24,7),0.0967041 # DEPENDENCYPART_HEADBIGRAM
(11,3),(0,2),-0.206953 # DEPENDENCYPART_HEADBIGRAM
(11,3),(1,2),-0.206894 # DEPENDENCYPART_HEADBIGRAM
(11,3),(3,2),-0.0937426 # DEPENDENCYPART_HEADBIGRAM
(11,3),(4,2),-0.0942297 # DEPENDENCYPART_HEADBIGRAM
(11,3),(5,2),-0.0899532 # DEPENDENCYPART_HEADBIGRAM
(11,3),(9,2),-0.0751412 # DEPENDENCYPART_HEADBIGRAM
(11,3),(14,2),0.0953762 # DEPENDENCYPART_HEADBIGRAM
(11,3),(16,2),0.102336 # DEPENDENCYPART_HEADBIGRAM
(11,3),(18,2),0.0964879 # DEPENDENCYPART_HEADBIGRAM
(11,3),(24,2),0.103427 # DEPENDENCYPART_HEADBIGRAM
(11,6),(2,5),-0.191261 # DEPENDENCYPART_HEADBIGRAM
(11,6),(3,5),-0.173441 # DEPENDENCYPART_HEADBIGRAM
(11,6),(4,5),-0.190744 # DEPENDENCYPART_HEADBIGRAM
(11,6),(7,5),-0.106369 # DEPENDENCYPART_HEADBIGRAM
(11,6),(9,5),-0.105137 # DEPENDENCYPART_HEADBIGRAM
(11,6),(14,5),0.132565 # DEPENDENCYPART_HEADBIGRAM
(11,6),(16,5),0.0925304 # DEPENDENCYPART_HEADBIGRAM
(11,6),(18,5),0.0823603 # DEPENDENCYPART_HEADBIGRAM
(11,6),(21,5),0.0933944 # DEPENDENCYPART_HEADBIGRAM
(11,6),(24,5),0.105052 # DEPENDENCYPART_HEADBIGRAM
(11,7),(2,6),-0.188131 # DEPENDENCYPART_HEADBIGRAM
(11,7),(3,6),-0.203623 # DEPENDENCYPART_HEADBIGRAM
(11,7),(4,6),-0.122348 # DEPENDENCYPART_HEADBIGRAM
(11,7),(5,6),-0.146999 # DEPENDENCYPART_HEADBIGRAM
(11,7),(7,6),-0.0907791 # DEPENDENCYPART_HEADBIGRAM
(11,7),(9,6),-0.111888 # DEPENDENCYPART_HEADBIGRAM
(11,7),(11,6),0.0818447 # DEPENDENCYPART_HEADBIGRAM
(11,7),(16,6),0.0673059 # DEPENDENCYPART_HEADBIGRAM
(11,7),(18,6),0.0874652 # DEPENDENCYPART_HEADBIGRAM
(11,7),(24,6),0.0737462 # DEPENDENCYPART_HEADBIGRAM
(11,8),(3,7),-0.199095 # DEPENDENCYPART_HEADBIGRAM
(11,8),(4,7),-0.202206 # DEPENDENCYPART_HEADBIGRAM
(11,8),(5,7),-0.198636 # DEPENDENCYPART_HEADBIGRAM
(11,8),(8,7),-0.0901541 # DEPENDENCYPART_HEADBIGRAM
(11,8),(9,7),-0.0870181 # DEPENDENCYPART_HEADBIGRAM
(11,8),(11,7),0.0783377 # DEPENDENCYPART_HEADBIGRAM
(11,8),(14,7),0.102582 # DEPENDENCYPART_HEADBIGRAM
(11,8),(16,7),0.101886 # DEPENDENCYPART_HEADBIGRAM
(11,8),(18,7),0.0981587 # DEPENDENCYPART_HEADBIGRAM
(11,8),(24,7),0.097858 # DEPENDENCYPART_HEADBIGRAM
(11,9),(2,8),-0.201417 # DEPENDENCYPART_HEADBIGRAM
(11,9),(3,8),-0.19994 # DEPENDENCYPART_HEADBIGRAM
(11,9),(5,8),-0.19994 # DEPENDENCYPART_HEADBIGRAM
(11,9),(7,8),-0.19986 # DEPENDENCYPART_HEADBIGRAM
(11,9),(9,8),-0.0937203 # DEPENDENCYPART_HEADBIGRAM
(11,9),(10,8),-0.0860218 # DEPENDENCYPART_HEADBIGRAM
(11,9),(11,8),0.0808901 # DEPENDENCYPART_HEADBIGRAM
(11,9),(16,8),0.0919866 # DEPENDENCYPART_HEADBIGRAM
(11,9),(18,8),0.0951149 # DEPENDENCYPART_HEADBIGRAM
