# _root_ `` The MMI has gone better , '' shouted one trader at about 3:15 London time , as the U.S. Major Markets Index contract suddenly indicated a turnabout .
#goldHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,16,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
#predictedHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,13,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
(26,22),(26,19),(26,12),-0.0592681 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,11),-0.120612 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,10),-0.059729 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,9),-0.0380781 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,8),-0.0847922 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,7),-0.0469136 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,6),-0.0761461 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,5),-0.0567654 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,4),-0.0435487 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,3),-0.135048 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,1),-0.0907837 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,-1),-0.0522813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,18),(26,17),-0.0613133 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,16),-0.145758 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,15),-0.147206 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,14),-0.0545374 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,13),-0.0631803 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,12),0.0145313 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,11),-0.14815 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,10),-0.0551098 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,9),-0.0437809 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,8),-0.0818338 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,7),-0.0613133 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,6),-0.0748703 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,5),-0.0574351 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,4),-0.0479803 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,3),-0.142402 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,1),-0.104051 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,-1),-0.020962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,17),(26,16),-0.141603 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,15),-0.215497 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,14),-0.100804 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,13),-0.121715 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,12),0.0813073 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,11),-0.14693 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,10),-0.102502 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,9),0.113855 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,8),-0.112421 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,7),-0.0877708 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,6),-0.0477157 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,5),-0.0234985 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,4),0.0498395 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,3),-0.210683 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,1),-0.10292 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,-1),-0.13284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,16),(26,15),-0.15838 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,14),-0.0593469 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,13),-0.0894609 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,12),-0.0802612 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,11),-0.1267 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,10),-0.0641549 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,9),-0.0457821 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,8),-0.0998815 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,7),-0.0961452 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,6),-0.083309 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,5),-0.0549179 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,4),-0.0472687 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,3),-0.147614 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,1),-0.112438 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,-1),-0.103094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,15),(26,14),-0.0447462 # DEPENDENCYPART_TRISIBL
(26,22),(26,15),(26,13),-0.0805292 # DEPENDENCYPART_TRISIBL
(26,22),(26,15),(26,12),-0.0557364 # DEPENDENCYPART_TRISIBL
(26,22),(26,15),(26,11),-0.145342 # DEPENDENCYPART_TRISIBL
(26,22),(26,15),(26,10),-0.0434197 # DEPENDENCYPART_TRISIBL
(26,22),(26,15),(26,9),-0.0376532 # DEPENDENCYPART_TRISIBL
(26,22),(26,15),(26,8),-0.110213 # DEPENDENCYPART_TRISIBL
(26,22),(26,15),(26,7),-0.0466292 # DEPENDENCYPART_TRISIBL
(26,22),(26,15),(26,6),-0.076241 # DEPENDENCYPART_TRISIBL
(26,22),(26,15),(26,5),-0.0527188 # DEPENDENCYPART_TRISIBL
(26,22),(26,15),(26,4),-0.0464548 # DEPENDENCYPART_TRISIBL
(26,22),(26,15),(26,3),-0.200032 # DEPENDENCYPART_TRISIBL
(26,22),(26,15),(26,1),-0.0755491 # DEPENDENCYPART_TRISIBL
(26,22),(26,15),(26,-1),-0.113488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,14),(26,13),-0.0897713 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,12),-0.0520737 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,11),-0.11391 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,10),-0.0650369 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,9),-0.0381496 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,8),-0.0914076 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,7),-0.0420281 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,6),-0.0746697 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,5),-0.0542423 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,4),-0.0451886 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,3),-0.109529 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,1),-0.0959755 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,-1),-0.0672321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,13),(26,12),-0.0497312 # DEPENDENCYPART_TRISIBL
(26,22),(26,13),(26,11),-0.134759 # DEPENDENCYPART_TRISIBL
(26,22),(26,13),(26,10),-0.0584784 # DEPENDENCYPART_TRISIBL
(26,22),(26,13),(26,9),-0.0381527 # DEPENDENCYPART_TRISIBL
(26,22),(26,13),(26,8),-0.0913749 # DEPENDENCYPART_TRISIBL
(26,22),(26,13),(26,7),-0.0407936 # DEPENDENCYPART_TRISIBL
(26,22),(26,13),(26,6),-0.075235 # DEPENDENCYPART_TRISIBL
(26,22),(26,13),(26,5),-0.0557496 # DEPENDENCYPART_TRISIBL
(26,22),(26,13),(26,4),-0.0456387 # DEPENDENCYPART_TRISIBL
(26,22),(26,13),(26,3),-0.127843 # DEPENDENCYPART_TRISIBL
(26,22),(26,13),(26,1),-0.1054 # DEPENDENCYPART_TRISIBL
(26,22),(26,13),(26,-1),-0.076147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,12),(26,11),-0.148383 # DEPENDENCYPART_TRISIBL
(26,22),(26,12),(26,10),-0.0553521 # DEPENDENCYPART_TRISIBL
(26,22),(26,12),(26,9),-0.0435338 # DEPENDENCYPART_TRISIBL
(26,22),(26,12),(26,8),-0.0827156 # DEPENDENCYPART_TRISIBL
(26,22),(26,12),(26,7),-0.0500177 # DEPENDENCYPART_TRISIBL
(26,22),(26,12),(26,6),-0.0748703 # DEPENDENCYPART_TRISIBL
(26,22),(26,12),(26,5),-0.0573166 # DEPENDENCYPART_TRISIBL
(26,22),(26,12),(26,4),-0.047935 # DEPENDENCYPART_TRISIBL
(26,22),(26,12),(26,3),-0.145491 # DEPENDENCYPART_TRISIBL
(26,22),(26,12),(26,1),-0.104079 # DEPENDENCYPART_TRISIBL
(26,22),(26,12),(26,-1),-0.00308114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,11),(26,10),-0.064163 # DEPENDENCYPART_TRISIBL
(26,22),(26,11),(26,9),-0.0457821 # DEPENDENCYPART_TRISIBL
(26,22),(26,11),(26,8),-0.0998815 # DEPENDENCYPART_TRISIBL
(26,22),(26,11),(26,7),-0.0961698 # DEPENDENCYPART_TRISIBL
(26,22),(26,11),(26,6),-0.083309 # DEPENDENCYPART_TRISIBL
(26,22),(26,11),(26,5),-0.0549177 # DEPENDENCYPART_TRISIBL
(26,22),(26,11),(26,4),-0.0472166 # DEPENDENCYPART_TRISIBL
(26,22),(26,11),(26,3),-0.146116 # DEPENDENCYPART_TRISIBL
(26,22),(26,11),(26,1),-0.112425 # DEPENDENCYPART_TRISIBL
(26,22),(26,11),(26,-1),-0.0939155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,10),(26,9),-0.0381618 # DEPENDENCYPART_TRISIBL
(26,22),(26,10),(26,8),-0.0914076 # DEPENDENCYPART_TRISIBL
(26,22),(26,10),(26,7),-0.0436018 # DEPENDENCYPART_TRISIBL
(26,22),(26,10),(26,6),-0.0746697 # DEPENDENCYPART_TRISIBL
(26,22),(26,10),(26,5),-0.0542423 # DEPENDENCYPART_TRISIBL
(26,22),(26,10),(26,4),-0.0451899 # DEPENDENCYPART_TRISIBL
(26,22),(26,10),(26,3),-0.109511 # DEPENDENCYPART_TRISIBL
(26,22),(26,10),(26,1),-0.0938975 # DEPENDENCYPART_TRISIBL
(26,22),(26,10),(26,-1),-0.0648706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,9),(26,8),-0.0913813 # DEPENDENCYPART_TRISIBL
(26,22),(26,9),(26,7),-0.0199602 # DEPENDENCYPART_TRISIBL
(26,22),(26,9),(26,6),-0.0746702 # DEPENDENCYPART_TRISIBL
(26,22),(26,9),(26,5),-0.0552704 # DEPENDENCYPART_TRISIBL
(26,22),(26,9),(26,4),-0.0451842 # DEPENDENCYPART_TRISIBL
(26,22),(26,9),(26,3),-0.123003 # DEPENDENCYPART_TRISIBL
(26,22),(26,9),(26,1),-0.110382 # DEPENDENCYPART_TRISIBL
(26,22),(26,9),(26,-1),-0.0183425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,8),(26,7),0.189439 # DEPENDENCYPART_TRISIBL
(26,22),(26,8),(26,6),-0.0746699 # DEPENDENCYPART_TRISIBL
(26,22),(26,8),(26,5),-0.0483297 # DEPENDENCYPART_TRISIBL
(26,22),(26,8),(26,4),-0.0704576 # DEPENDENCYPART_TRISIBL
(26,22),(26,8),(26,3),-0.147605 # DEPENDENCYPART_TRISIBL
(26,22),(26,8),(26,1),-0.105885 # DEPENDENCYPART_TRISIBL
(26,22),(26,8),(26,-1),-0.117078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,7),(26,6),-0.0477157 # DEPENDENCYPART_TRISIBL
(26,22),(26,7),(26,5),-0.0234985 # DEPENDENCYPART_TRISIBL
(26,22),(26,7),(26,4),0.0498395 # DEPENDENCYPART_TRISIBL
(26,22),(26,7),(26,3),-0.210683 # DEPENDENCYPART_TRISIBL
(26,22),(26,7),(26,1),-0.10292 # DEPENDENCYPART_TRISIBL
(26,22),(26,7),(26,-1),-0.13284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,6),(26,5),-0.0552558 # DEPENDENCYPART_TRISIBL
(26,22),(26,6),(26,4),-0.0451763 # DEPENDENCYPART_TRISIBL
(26,22),(26,6),(26,3),-0.120864 # DEPENDENCYPART_TRISIBL
(26,22),(26,6),(26,1),-0.100115 # DEPENDENCYPART_TRISIBL
(26,22),(26,6),(26,-1),-0.0647172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,5),(26,4),-0.0457226 # DEPENDENCYPART_TRISIBL
(26,22),(26,5),(26,3),-0.123508 # DEPENDENCYPART_TRISIBL
(26,22),(26,5),(26,1),-0.100273 # DEPENDENCYPART_TRISIBL
(26,22),(26,5),(26,-1),-0.028888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,4),(26,3),-0.122106 # DEPENDENCYPART_TRISIBL
(26,22),(26,4),(26,1),-0.105838 # DEPENDENCYPART_TRISIBL
(26,22),(26,4),(26,-1),-0.0402624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,3),(26,1),-0.0755482 # DEPENDENCYPART_TRISIBL
(26,22),(26,3),(26,-1),-0.116302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,1),(26,-1),-0.141204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,20),(26,19),0.030852 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,18),-0.0682281 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,17),-0.0508602 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,16),-0.139487 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,15),-0.229919 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,14),-0.0400259 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,13),-0.0840127 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,12),-0.057159 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,11),-0.140696 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,10),-0.0386994 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,9),-0.0360634 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,8),-0.110215 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,7),-0.0508602 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,6),-0.0762408 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,5),-0.0522791 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,4),-0.0457648 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,3),-0.220417 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,1),-0.0723547 # DEPENDENCYPART_TRISIBL
(26,21),(26,20),(26,-1),-0.10441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,19),(26,18),-0.0709581 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,17),-0.0519584 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,16),-0.112393 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,15),-0.155205 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,14),-0.0543011 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,13),-0.0775488 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,12),-0.0605909 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,11),-0.114787 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,10),-0.0546104 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,9),-0.0364922 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,8),-0.0847959 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,7),-0.0519584 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,6),-0.0761461 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,5),-0.0567796 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,4),-0.042844 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,3),-0.150401 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,1),-0.08442 # DEPENDENCYPART_TRISIBL
(26,21),(26,19),(26,-1),-0.0447677 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,18),(26,17),-0.0641543 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,16),-0.139893 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,15),-0.17623 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,14),-0.0494188 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,13),-0.0665212 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,12),0.013361 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,11),-0.142285 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,10),-0.0499912 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,9),-0.0421915 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,8),-0.0818357 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,7),-0.0641543 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,6),-0.0748703 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,5),-0.0574493 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,4),-0.0472757 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,3),-0.171426 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,1),-0.100858 # DEPENDENCYPART_TRISIBL
(26,21),(26,18),(26,-1),-0.00540013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,17),(26,16),-0.136596 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,15),-0.230734 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,14),-0.0956876 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,13),-0.128072 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,12),0.0791426 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,11),-0.141923 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,10),-0.0973858 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,9),0.116974 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,8),-0.112423 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,7),-0.0906001 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,6),-0.0477157 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,5),-0.0235257 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,4),0.0505442 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,3),-0.225921 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,1),-0.0997259 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,-1),-0.122957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,16),(26,15),-0.173828 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,14),-0.0546138 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,13),-0.0907853 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,12),-0.0821626 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,11),-0.120966 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,10),-0.0594218 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,9),-0.0441932 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,8),-0.0998834 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,7),-0.0989746 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,6),-0.083309 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,5),-0.0549335 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,4),-0.046564 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,3),-0.163062 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,1),-0.109248 # DEPENDENCYPART_TRISIBL
(26,21),(26,16),(26,-1),-0.0775073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,15),(26,14),-0.0396276 # DEPENDENCYPART_TRISIBL
(26,21),(26,15),(26,13),-0.083892 # DEPENDENCYPART_TRISIBL
(26,21),(26,15),(26,12),-0.0570418 # DEPENDENCYPART_TRISIBL
(26,21),(26,15),(26,11),-0.139513 # DEPENDENCYPART_TRISIBL
(26,21),(26,15),(26,10),-0.0383011 # DEPENDENCYPART_TRISIBL
(26,21),(26,15),(26,9),-0.0360634 # DEPENDENCYPART_TRISIBL
(26,21),(26,15),(26,8),-0.110215 # DEPENDENCYPART_TRISIBL
(26,21),(26,15),(26,7),-0.0494336 # DEPENDENCYPART_TRISIBL
(26,21),(26,15),(26,6),-0.076241 # DEPENDENCYPART_TRISIBL
(26,21),(26,15),(26,5),-0.052733 # DEPENDENCYPART_TRISIBL
(26,21),(26,15),(26,4),-0.0457501 # DEPENDENCYPART_TRISIBL
(26,21),(26,15),(26,3),-0.220772 # DEPENDENCYPART_TRISIBL
(26,21),(26,15),(26,1),-0.0723554 # DEPENDENCYPART_TRISIBL
(26,21),(26,15),(26,-1),-0.103578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,14),(26,13),-0.0958051 # DEPENDENCYPART_TRISIBL
(26,21),(26,14),(26,12),-0.053402 # DEPENDENCYPART_TRISIBL
(26,21),(26,14),(26,11),-0.106334 # DEPENDENCYPART_TRISIBL
(26,21),(26,14),(26,10),-0.0599183 # DEPENDENCYPART_TRISIBL
(26,21),(26,14),(26,9),-0.0365607 # DEPENDENCYPART_TRISIBL
(26,21),(26,14),(26,8),-0.0914096 # DEPENDENCYPART_TRISIBL
(26,21),(26,14),(26,7),-0.0448575 # DEPENDENCYPART_TRISIBL
(26,21),(26,14),(26,6),-0.0746697 # DEPENDENCYPART_TRISIBL
(26,21),(26,14),(26,5),-0.0542565 # DEPENDENCYPART_TRISIBL
(26,21),(26,14),(26,4),-0.0444839 # DEPENDENCYPART_TRISIBL
(26,21),(26,14),(26,3),-0.124932 # DEPENDENCYPART_TRISIBL
(26,21),(26,14),(26,1),-0.0927815 # DEPENDENCYPART_TRISIBL
(26,21),(26,14),(26,-1),-0.0559533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,13),(26,12),-0.0510211 # DEPENDENCYPART_TRISIBL
(26,21),(26,13),(26,11),-0.128928 # DEPENDENCYPART_TRISIBL
(26,21),(26,13),(26,10),-0.0533598 # DEPENDENCYPART_TRISIBL
(26,21),(26,13),(26,9),-0.0365563 # DEPENDENCYPART_TRISIBL
(26,21),(26,13),(26,8),-0.0913768 # DEPENDENCYPART_TRISIBL
(26,21),(26,13),(26,7),-0.043623 # DEPENDENCYPART_TRISIBL
(26,21),(26,13),(26,6),-0.075235 # DEPENDENCYPART_TRISIBL
(26,21),(26,13),(26,5),-0.0557637 # DEPENDENCYPART_TRISIBL
(26,21),(26,13),(26,4),-0.044934 # DEPENDENCYPART_TRISIBL
(26,21),(26,13),(26,3),-0.140915 # DEPENDENCYPART_TRISIBL
(26,21),(26,13),(26,1),-0.102206 # DEPENDENCYPART_TRISIBL
(26,21),(26,13),(26,-1),-0.0655489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,12),(26,11),-0.142518 # DEPENDENCYPART_TRISIBL
(26,21),(26,12),(26,10),-0.0502335 # DEPENDENCYPART_TRISIBL
(26,21),(26,12),(26,9),-0.0419444 # DEPENDENCYPART_TRISIBL
(26,21),(26,12),(26,8),-0.0827175 # DEPENDENCYPART_TRISIBL
(26,21),(26,12),(26,7),-0.0528588 # DEPENDENCYPART_TRISIBL
(26,21),(26,12),(26,6),-0.0748703 # DEPENDENCYPART_TRISIBL
(26,21),(26,12),(26,5),-0.0573308 # DEPENDENCYPART_TRISIBL
(26,21),(26,12),(26,4),-0.0472303 # DEPENDENCYPART_TRISIBL
(26,21),(26,12),(26,3),-0.174514 # DEPENDENCYPART_TRISIBL
(26,21),(26,12),(26,1),-0.100885 # DEPENDENCYPART_TRISIBL
(26,21),(26,12),(26,-1),0.0124807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,11),(26,10),-0.0594299 # DEPENDENCYPART_TRISIBL
(26,21),(26,11),(26,9),-0.0441932 # DEPENDENCYPART_TRISIBL
(26,21),(26,11),(26,8),-0.0998834 # DEPENDENCYPART_TRISIBL
(26,21),(26,11),(26,7),-0.0989992 # DEPENDENCYPART_TRISIBL
(26,21),(26,11),(26,6),-0.083309 # DEPENDENCYPART_TRISIBL
(26,21),(26,11),(26,5),-0.0549333 # DEPENDENCYPART_TRISIBL
(26,21),(26,11),(26,4),-0.0465119 # DEPENDENCYPART_TRISIBL
(26,21),(26,11),(26,3),-0.161565 # DEPENDENCYPART_TRISIBL
(26,21),(26,11),(26,1),-0.109236 # DEPENDENCYPART_TRISIBL
(26,21),(26,11),(26,-1),-0.0683289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,10),(26,9),-0.0365729 # DEPENDENCYPART_TRISIBL
(26,21),(26,10),(26,8),-0.0914096 # DEPENDENCYPART_TRISIBL
(26,21),(26,10),(26,7),-0.0464312 # DEPENDENCYPART_TRISIBL
(26,21),(26,10),(26,6),-0.0746697 # DEPENDENCYPART_TRISIBL
(26,21),(26,10),(26,5),-0.0542565 # DEPENDENCYPART_TRISIBL
(26,21),(26,10),(26,4),-0.0444852 # DEPENDENCYPART_TRISIBL
(26,21),(26,10),(26,3),-0.124915 # DEPENDENCYPART_TRISIBL
(26,21),(26,10),(26,1),-0.0907035 # DEPENDENCYPART_TRISIBL
(26,21),(26,10),(26,-1),-0.0535918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,9),(26,8),-0.0913832 # DEPENDENCYPART_TRISIBL
(26,21),(26,9),(26,7),-0.0227896 # DEPENDENCYPART_TRISIBL
(26,21),(26,9),(26,6),-0.0746702 # DEPENDENCYPART_TRISIBL
(26,21),(26,9),(26,5),-0.0552846 # DEPENDENCYPART_TRISIBL
(26,21),(26,9),(26,4),-0.0444795 # DEPENDENCYPART_TRISIBL
(26,21),(26,9),(26,3),-0.138242 # DEPENDENCYPART_TRISIBL
(26,21),(26,9),(26,1),-0.107188 # DEPENDENCYPART_TRISIBL
(26,21),(26,9),(26,-1),-0.00839424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,8),(26,7),0.18661 # DEPENDENCYPART_TRISIBL
(26,21),(26,8),(26,6),-0.0746699 # DEPENDENCYPART_TRISIBL
(26,21),(26,8),(26,5),-0.048344 # DEPENDENCYPART_TRISIBL
(26,21),(26,8),(26,4),-0.0697529 # DEPENDENCYPART_TRISIBL
(26,21),(26,8),(26,3),-0.162841 # DEPENDENCYPART_TRISIBL
