# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,11,11,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(26,20),(20,20),(20,24),0.0981136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,20),(20,25),0.101742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,20),(20,26),-0.0641469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,20),(20,20),(20,27),-0.0642023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,20),(20,30),-0.0641469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,20),(20,31),-0.0642023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,20),(20,35),-0.0641469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,20),(20,37),-0.0385593 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,20),(20,21),(20,22),0.139463 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,21),(20,23),0.0564725 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,21),(20,24),0.120357 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,21),(20,25),0.102741 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,21),(20,26),-0.0649298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,21),(20,27),-0.0648117 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,21),(20,30),-0.0649298 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,21),(20,31),-0.0647614 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,21),(20,35),-0.0649298 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,21),(20,37),0.00692193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,22),(20,23),0.0491085 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,22),(20,24),0.126124 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,22),(20,25),0.102735 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,22),(20,26),-0.0649298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,22),(20,27),-0.0648117 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,22),(20,30),-0.0649298 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,22),(20,31),-0.0647614 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,22),(20,35),-0.0649298 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,22),(20,37),0.0251883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,23),(20,24),0.102928 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,23),(20,25),0.103041 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,23),(20,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,23),(20,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,23),(20,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,23),(20,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,23),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,23),(20,37),-0.14049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,24),(20,25),0.103066 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,24),(20,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,24),(20,27),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,24),(20,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,24),(20,31),-0.064148 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,24),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,24),(20,37),-0.0414563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,25),(20,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,25),(20,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,25),(20,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,25),(20,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,25),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,25),(20,37),-0.0656411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,26),(20,27),-0.0641472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,26),(20,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,26),(20,31),-0.064148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,26),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,26),(20,37),-0.0414559 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,20),(20,27),(20,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,27),(20,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,27),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,27),(20,37),-0.144526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,30),(20,31),-0.064148 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,30),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,30),(20,37),-0.0414559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,31),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,31),(20,37),-0.150644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,35),(20,37),-0.0414559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,20),(20,19),-0.0420214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,20),(20,16),-0.0531012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,20),(20,15),-0.0585408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,20),(20,-1),0.0897518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,20),(20,19),(20,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,19),(20,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,19),(20,-1),-0.0386691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,16),(20,15),-0.0472597 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,16),(20,-1),-0.0290425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,15),(20,-1),-0.0890132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,21),(21,21),(21,22),0.0801858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,21),(21,21),(21,23),0.0703325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,21),(21,21),(21,26),-0.0663473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,21),(21,21),(21,37),0.00354402 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,21),(21,22),(21,23),0.101401 # DEPENDENCYPART_GRANDSIBL
(26,21),(21,22),(21,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,21),(21,22),(21,37),-0.0879009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,21),(21,23),(21,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,21),(21,23),(21,37),-0.0979078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,21),(21,26),(21,37),-0.00900841 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,21),(21,21),(21,16),-0.00341957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,21),(21,21),(21,-1),0.0912765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,21),(21,16),(21,-1),-0.0509272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,22),(22,23),0.070305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,24),0.183637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,25),0.14417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,26),-0.0663473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,22),(22,22),(22,37),-0.0332949 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,22),(22,23),(22,24),0.102889 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,23),(22,25),0.102872 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,23),(22,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,23),(22,37),-0.0979345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,24),(22,25),0.103064 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,24),(22,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,24),(22,37),-0.00516418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,25),(22,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,25),(22,37),-0.0220603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,26),(22,37),-0.0051642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,22),(22,22),(22,21),0.0151597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,16),0.00922052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,15),-0.0379692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,-1),0.0560845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,22),(22,21),(22,16),-0.0428609 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,21),(22,15),-0.0342401 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,21),(22,-1),-0.0314324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,16),(22,15),-0.0359106 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,16),(22,-1),-0.0370546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,15),(22,-1),-0.0371207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,23),(23,24),0.0787261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,25),0.0824941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,26),-0.0798147 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,23),(23,23),(23,27),-0.0615233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,30),-0.0797112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,37),-0.00579615 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,23),(23,24),(23,25),0.103069 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,24),(23,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,24),(23,27),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,24),(23,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,24),(23,37),-0.109461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,25),(23,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,25),(23,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,25),(23,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,25),(23,37),-0.0839262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,26),(23,27),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,26),(23,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,26),(23,37),-0.11027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,23),(23,27),(23,30),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,27),(23,37),-0.109208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,30),(23,37),-0.110665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,23),(23,22),0.0183115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,20),-0.103314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,-1),-0.216833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,23),(23,22),(23,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,22),(23,-1),0.0153369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,20),(23,-1),-0.0542363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,24),(24,25),0.295767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,27),-0.0794883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,31),-0.0768288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,37),0.0493052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,24),(24,25),(24,27),-0.0654759 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,25),(24,31),-0.0656325 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,25),(24,37),0.162163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,27),(24,31),-0.0651627 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,27),(24,37),-0.0731564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,31),(24,37),-0.0662549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,24),(24,23),0.0652734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,22),-0.145789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,20),-0.0561814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,-1),0.0467256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,24),(24,23),(24,22),-0.0430124 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,23),(24,20),-0.0432812 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,23),(24,-1),-0.113452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,22),(24,20),-0.0420498 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,22),(24,-1),-0.135068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,20),(24,-1),-0.0331274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,25),(25,37),0.159916 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,25),(25,-1),0.0248411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,27),(27,28),0.01385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,29),-0.0447208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,30),-0.0568582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,31),-0.0411021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,35),0.00885941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,37),-0.237603 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,28),(27,29),-0.0429512 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,28),(27,30),-0.0424159 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,28),(27,31),-0.0421546 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,28),(27,35),-0.0424159 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,28),(27,37),0.004826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,29),(27,30),-0.0453549 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,29),(27,31),-0.0423556 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,29),(27,35),-0.0453549 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,29),(27,37),-0.0491601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,30),(27,31),-0.0585538 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,30),(27,35),-0.0517277 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,30),(27,37),0.00839999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,31),(27,35),-0.0377014 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,31),(27,37),-0.0580138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,35),(27,37),0.0758497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,27),(27,26),0.0845541 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,27),(27,25),-0.0641493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,-1),0.0348113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,26),(27,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,26),(27,-1),-0.111042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,25),(27,-1),-0.083577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,30),(30,31),0.09914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,33),-0.0734228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,34),-0.0422167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,35),-0.0696302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,37),0.037425 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,30),(30,31),(30,33),-0.0484065 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,31),(30,34),-0.0439746 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,31),(30,35),-0.0483388 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,31),(30,37),-0.13979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,33),(30,34),-0.0442623 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,33),(30,35),-0.0489286 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,33),(30,37),0.00647334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,34),(30,35),-0.0445016 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,34),(30,37),-0.0495468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,35),(30,37),0.0143217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,30),(30,29),0.0897179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,28),0.0675578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,26),0.130477 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,30),(30,30),(30,25),-0.0641942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,24),-0.0685353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,20),-0.0641567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,-1),0.0213662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,30),(30,29),(30,28),0.125957 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,29),(30,26),0.0987967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,29),(30,25),-0.0641562 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,29),(30,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,29),(30,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,29),(30,-1),-0.0538831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,28),(30,26),0.101737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,28),(30,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,28),(30,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,28),(30,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,28),(30,-1),-0.118178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,26),(30,25),-0.064186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,26),(30,24),-0.064316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,26),(30,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,26),(30,-1),-0.0546386 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,30),(30,25),(30,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,25),(30,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,25),(30,-1),0.159906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,24),(30,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,24),(30,-1),-0.0552176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,20),(30,-1),-0.0619562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,31),(31,33),-0.00638585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,34),-0.0466995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,35),-0.0163823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,37),-0.214589 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,31),(31,33),(31,34),-0.0420154 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,33),(31,35),-0.0472599 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,33),(31,37),0.0667748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,34),(31,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,34),(31,37),-0.0427292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,35),(31,37),0.0528963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,31),(31,30),0.0809519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,-1),-0.0163975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,31),(31,30),(31,-1),-0.106372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,34),(34,34),(34,37),0.0248411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,34),(34,34),(34,-1),0.159916 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,35),(35,35),(35,37),0.0492361 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,35),(35,35),(35,34),0.291847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,35),(35,35),(35,33),0.124504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,35),(35,35),(35,32),0.0691035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,35),(35,35),(35,30),0.122837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,35),(35,35),(35,-1),0.0466152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,35),(35,34),(35,33),0.0943592 # DEPENDENCYPART_GRANDSIBL
(26,35),(35,34),(35,32),0.102377 # DEPENDENCYPART_GRANDSIBL
(26,35),(35,34),(35,30),0.094375 # DEPENDENCYPART_GRANDSIBL
(26,35),(35,34),(35,-1),0.159488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,35),(35,33),(35,32),0.11212 # DEPENDENCYPART_GRANDSIBL
(26,35),(35,33),(35,30),0.0940008 # DEPENDENCYPART_GRANDSIBL
(26,35),(35,33),(35,-1),-0.0619456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,35),(35,32),(35,30),0.101737 # DEPENDENCYPART_GRANDSIBL
(26,35),(35,32),(35,-1),-0.110044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,35),(35,30),(35,-1),-0.0581735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,25),(25,37),-0.0617336 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,25),(25,-1),-0.0355201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,26),(26,27),-0.0571722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,26),(26,30),-0.0757935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,31),-0.0617076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,34),-0.0642621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,35),-0.0758123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,37),-0.202677 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,27),(26,30),-0.0642635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,31),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,34),-0.0641474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,35),-0.0642635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,37),-0.0959672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,30),(26,31),-0.0642758 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,30),(26,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,30),(26,35),-0.0642169 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,30),(26,37),0.00583116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,31),(26,34),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,31),(26,35),-0.0642681 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,31),(26,37),-0.104587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,34),(26,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,34),(26,37),-0.00902035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,35),(26,37),0.00597204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
