# _root_ `` It seems computers as hobbies have waned , '' says Ian Brightman , Beseler 's chairman and chief executive officer .
#goldHeads=3,3,11,7,4,5,3,7,3,3,0,13,11,13,17,15,13,17,21,21,18,11,
#predictedHeads=11,3,11,3,3,7,5,7,11,11,0,13,11,13,17,15,13,17,21,21,18,11,
(7,10),(7,11),(7,21),-0.0454751 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,22),-0.198568 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,23),-0.0976755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,12),(7,13),-0.0723907 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,14),0.0406082 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,17),-0.0567492 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,18),-0.0866365 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,21),-0.0567013 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,22),-0.147376 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,23),-0.0637343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,14),0.0406082 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,17),-0.0567492 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,18),-0.0866365 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,21),-0.0567013 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,22),-0.147376 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,23),-0.0637343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,14),(7,17),-0.0440995 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,18),-0.105781 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,21),-0.0440015 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,22),-0.141443 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,23),-0.191306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,17),(7,18),-0.0860045 # DEPENDENCYPART_TRISIBL
(7,10),(7,17),(7,21),-0.0518562 # DEPENDENCYPART_TRISIBL
(7,10),(7,17),(7,22),-0.170772 # DEPENDENCYPART_TRISIBL
(7,10),(7,17),(7,23),-0.0842739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,18),(7,21),-0.0637166 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,22),-0.0206429 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,23),-0.0706705 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,21),(7,22),-0.170772 # DEPENDENCYPART_TRISIBL
(7,10),(7,21),(7,23),-0.0835902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,22),(7,23),-0.153717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,12),(7,13),-0.0861657 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,14),-0.0931374 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,17),-0.0794087 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,18),-0.0416925 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,21),-0.0794042 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,22),-0.078763 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,23),-0.105237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,14),-0.0931374 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,17),-0.0794087 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,18),-0.0416925 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,21),-0.0794042 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,22),-0.078763 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,23),-0.105237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,14),(7,17),-0.0700855 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,18),0.0471146 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,21),-0.0700784 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,22),-0.102743 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,23),-0.073031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,17),(7,18),-0.0435504 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,21),-0.079739 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,22),-0.0929787 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,23),-0.0811252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,18),(7,21),-0.0793841 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,22),-0.0450298 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,23),-0.0753712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,21),(7,22),-0.0929787 # DEPENDENCYPART_TRISIBL
(7,11),(7,21),(7,23),-0.0810314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,22),(7,23),-0.0366013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,13),(7,14),-0.0828219 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,17),-0.131789 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,18),-0.0479476 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,21),-0.14709 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,22),-0.040411 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,23),-0.144442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,14),(7,17),-0.12019 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,18),-0.020605 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,21),-0.151334 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,22),-0.0596357 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,23),-0.0785699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,17),(7,18),-0.0143757 # DEPENDENCYPART_TRISIBL
(7,12),(7,17),(7,21),-0.151512 # DEPENDENCYPART_TRISIBL
(7,12),(7,17),(7,22),-0.0100542 # DEPENDENCYPART_TRISIBL
(7,12),(7,17),(7,23),-0.106057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,18),(7,21),-0.150053 # DEPENDENCYPART_TRISIBL
(7,12),(7,18),(7,22),-0.0489498 # DEPENDENCYPART_TRISIBL
(7,12),(7,18),(7,23),-0.0934305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,21),(7,22),-0.0114611 # DEPENDENCYPART_TRISIBL
(7,12),(7,21),(7,23),-0.104644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,22),(7,23),-0.132316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,14),(7,17),-0.12019 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,18),-0.020605 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,21),-0.151334 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,22),-0.0596357 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,23),-0.0785691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,17),(7,18),-0.0143757 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,21),-0.151512 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,22),-0.0100542 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,23),-0.106057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,18),(7,21),-0.150053 # DEPENDENCYPART_TRISIBL
(7,13),(7,18),(7,22),-0.0489498 # DEPENDENCYPART_TRISIBL
(7,13),(7,18),(7,23),-0.0934298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,21),(7,22),-0.0114611 # DEPENDENCYPART_TRISIBL
(7,13),(7,21),(7,23),-0.104643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,22),(7,23),-0.132315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,17),(7,18),-0.121534 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,21),-0.103857 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,22),-0.0748891 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,23),-0.0359619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,18),(7,21),-0.0671444 # DEPENDENCYPART_TRISIBL
(7,14),(7,18),(7,22),0.090936 # DEPENDENCYPART_TRISIBL
(7,14),(7,18),(7,23),0.0107226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,21),(7,22),-0.0717579 # DEPENDENCYPART_TRISIBL
(7,14),(7,21),(7,23),-0.0458391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,22),(7,23),-0.271982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,17),(7,18),(7,21),-0.200049 # DEPENDENCYPART_TRISIBL
(7,17),(7,18),(7,22),-0.109304 # DEPENDENCYPART_TRISIBL
(7,17),(7,18),(7,23),-0.0587837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,17),(7,21),(7,22),-0.0582445 # DEPENDENCYPART_TRISIBL
(7,17),(7,21),(7,23),-0.115975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,17),(7,22),(7,23),-0.0571758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,18),(7,21),(7,22),-0.128119 # DEPENDENCYPART_TRISIBL
(7,18),(7,21),(7,23),-0.101022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,18),(7,22),(7,23),-0.0217831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,21),(7,22),(7,23),-0.0549259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.0190761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,4),-0.144656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,3),-0.0231905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,2),-0.0852466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,1),0.112526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),0.182958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),0.147352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,3),-0.0757644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,2),-0.0604042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,1),-0.131703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.214628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,3),-0.0231905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,2),-0.0852466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,1),0.112532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,-1),0.181187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,2),-0.0949912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,1),-0.103156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),-0.108532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,2),(7,1),-0.0419908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,2),(7,-1),0.11209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,1),(7,-1),-0.229019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,4),-0.224038 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,3),-0.05653 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,2),-0.0903229 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,1),-0.0695849 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),0.0120112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,3),-0.0568605 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,2),-0.0894501 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,1),-0.0880809 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,-1),-0.126809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,2),-0.089409 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,1),-0.0908423 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,-1),-0.0150252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,2),(7,1),-0.0869339 # DEPENDENCYPART_TRISIBL
(7,6),(7,2),(7,-1),-0.0661562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,1),(7,-1),-0.0253118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,4),(7,3),-0.111066 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,2),-0.0780565 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,1),-0.0463675 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,-1),-0.113811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,3),(7,2),-0.079278 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,1),-0.0607107 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,-1),-0.0834699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,2),(7,1),-0.0569408 # DEPENDENCYPART_TRISIBL
(7,5),(7,2),(7,-1),-0.0736772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,1),(7,-1),-0.00883854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,3),(7,2),-0.089409 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,1),-0.0908423 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,-1),-0.0077598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,2),(7,1),-0.0869339 # DEPENDENCYPART_TRISIBL
(7,4),(7,2),(7,-1),-0.0588908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,1),(7,-1),-0.0191932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,2),(7,1),-0.0724873 # DEPENDENCYPART_TRISIBL
(7,3),(7,2),(7,-1),-0.0681065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,1),(7,-1),-0.0731287 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,2),(7,1),(7,-1),-0.106641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.198473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.218404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.119548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.119548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.113338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,15),-0.119548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,17),-0.22536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),-0.383755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,21),-0.224518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,22),-0.22116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,23),-0.317697 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.175483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,12),-0.104836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.104835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),-0.0653078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,15),-0.104835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,17),-0.11501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,18),-0.101615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,21),-0.10767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,22),-0.192918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,23),-0.221892 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,12),-0.0961108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,13),-0.0961105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,14),-0.0158184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,15),-0.0961105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,17),-0.115862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,18),-0.0135947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,21),-0.108768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,22),-0.119111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,23),-0.0199614 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.15207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,14),-0.162334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,15),-0.15207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,17),-0.0834419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,18),-0.0915429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,21),-0.0752883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,22),-0.151583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,23),-0.00939443 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,14),-0.162334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,15),-0.152045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,17),-0.0834419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,18),-0.0915429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,21),-0.0752883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,22),-0.151582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,23),-0.00928467 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,15),-0.119548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,17),-0.22536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,18),-0.383755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,21),-0.224518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,22),-0.22116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,23),-0.317697 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,17),-0.0834419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,18),-0.0915429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,21),-0.0752883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,22),-0.151582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,23),-0.00928467 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,17),(8,18),-0.0355778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,21),-0.0751197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,22),-0.0518365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,23),-0.0635453 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,18),(8,21),-0.0850383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,22),-0.491864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,23),-0.218119 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,21),(8,22),-0.0598066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,21),(8,23),-0.0777774 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,22),(8,23),-0.439038 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.0555072 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,12),-0.0435022 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,13),-0.0435022 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,14),0.0833756 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,15),-0.0435022 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,17),-0.0111242 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,18),0.109043 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,21),-0.00614658 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,22),-0.0697789 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,23),-0.175776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,12),-0.0385469 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,13),-0.0385469 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,14),0.128234 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,15),-0.0385469 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,17),-0.0714207 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,18),-0.090809 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,21),-0.0665999 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,22),0.00805723 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,23),-0.126788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,13),-0.0565388 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,14),0.128395 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,15),-0.0565388 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,17),-0.0620861 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,18),-0.135219 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,21),-0.057195 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,22),-0.0803961 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,23),-0.120785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,14),0.128395 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,15),-0.0565388 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,17),-0.0620861 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,18),-0.135219 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,21),-0.057195 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,22),-0.0803961 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,23),-0.120785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,14),(8,15),-0.0579795 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,17),-0.111735 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,18),0.0123982 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,21),-0.106419 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,22),-0.0341728 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,23),-0.165209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,15),(8,17),-0.0620861 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,18),-0.135219 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,21),-0.057195 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,22),-0.0803961 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,23),-0.120785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,17),(8,18),-0.12911 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,21),-0.114082 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,22),-0.0335223 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,23),-0.0113725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,18),(8,21),-0.097313 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,22),0.0698335 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,23),-0.0137883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,21),(8,22),-0.0306412 # DEPENDENCYPART_TRISIBL
(8,9),(8,21),(8,23),-0.0211852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,22),(8,23),-0.236896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,11),(8,12),-0.0703519 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,13),-0.0703519 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,14),0.0713396 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,15),-0.0703519 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,17),-0.0426516 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,18),-0.0822954 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,21),-0.0426028 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,22),-0.141309 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,23),-0.0717597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,13),-0.0709681 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,14),0.0564425 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,15),-0.0709681 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,17),-0.0538756 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,18),-0.0823022 # DEPENDENCYPART_TRISIBL
