# _root_ Mr. Jarrell , former top economist at the Securities and Exchange Commission , teaches at the University of Rochester 's Simon Business School .
#goldHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
#predictedHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,23,23,17,18,17,23,23,15,14,
(2,4),(2,6),(2,15),-0.0744089 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,18),-0.0826699 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,24),-0.0611485 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,25),-0.143927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,9),-0.087276 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,10),-0.0549915 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,12),-0.0862245 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,13),-0.0434033 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,14),-0.0930349 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,15),-0.0623239 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,18),-0.0723821 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,24),-0.0286622 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,25),-0.118942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,9),(2,10),-0.0647049 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,12),-0.0939724 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,13),-0.0824242 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,14),-0.0940114 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,15),-0.0507814 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,18),-0.0603952 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,24),-0.0692198 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,25),-0.17274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,10),(2,12),-0.0923158 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,13),-0.0785854 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,14),-0.0950869 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,15),-0.0539707 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,18),-0.0624809 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,24),-0.0354707 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,25),-0.130302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,12),(2,13),-0.0824123 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,14),-0.0940114 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,15),-0.0507814 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,18),-0.0603952 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,24),-0.0691194 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,25),-0.172334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,13),(2,14),-0.0775544 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,15),-0.00754167 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,18),-0.00638997 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,24),-0.0913078 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,25),-0.172382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,14),(2,15),-0.0595378 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,18),-0.0669427 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,24),-0.0831261 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,25),-0.119491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,15),(2,18),-0.0723821 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,24),-0.0286622 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,25),-0.118942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,18),(2,24),-0.0365526 # DEPENDENCYPART_TRISIBL
(2,4),(2,18),(2,25),-0.106694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,24),(2,25),-0.106899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,6),(2,7),-0.0747144 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,9),-0.0946949 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,10),-0.0583028 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,12),-0.0936452 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,13),-0.0941163 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,14),-0.0964753 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,15),-0.0747144 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,18),-0.0829754 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,24),-0.0632401 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,25),-0.141856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,7),(2,9),-0.0872742 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,10),-0.0566615 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,12),-0.0862226 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,13),-0.0441251 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,14),-0.093122 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,15),-0.0626299 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,18),-0.0726881 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,24),-0.0316844 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,25),-0.115008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,9),(2,10),-0.066375 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,12),-0.0939715 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,13),-0.083128 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,14),-0.0940989 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,15),-0.051085 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,18),-0.0606989 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,24),-0.0703371 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,25),-0.16993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,10),(2,12),-0.0923147 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,13),-0.0792889 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,14),-0.0951745 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,15),-0.0542762 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,18),-0.0627864 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,24),-0.0397574 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,25),-0.126311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,12),(2,13),-0.0831162 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,14),-0.0940989 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,15),-0.051085 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,18),-0.0606988 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,24),-0.0702367 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,25),-0.169525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,13),(2,14),-0.0777213 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,15),-0.0080769 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,18),-0.00692519 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,24),-0.0934362 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,25),-0.170249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,14),(2,15),-0.0598433 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,18),-0.0672482 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,24),-0.0852545 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,25),-0.116703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,15),(2,18),-0.0726881 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,24),-0.0316844 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,25),-0.115008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,18),(2,24),-0.0395748 # DEPENDENCYPART_TRISIBL
(2,5),(2,18),(2,25),-0.10276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,24),(2,25),-0.10726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,7),(2,9),-0.105349 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,10),0.0407333 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,12),-0.104557 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,13),0.102719 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,14),-0.0960342 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,15),-0.0446126 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,18),-0.0828859 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,24),-0.0472868 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,25),-0.205109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,9),(2,10),0.0262277 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,12),-0.108 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,13),0.0542577 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,14),-0.0929294 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,15),-0.0472778 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,18),-0.087362 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,24),-0.0705874 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,25),-0.193827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,10),(2,12),-0.107783 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,13),9.66582e-05 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,14),-0.0971897 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,15),-0.031528 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,18),-0.074657 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,24),-0.0575724 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,25),-0.178151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,12),(2,13),0.0542647 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,14),-0.0929311 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,15),-0.0471363 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,18),-0.0872204 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,24),-0.0705599 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,25),-0.193837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,13),(2,14),-0.0535804 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,15),0.0209531 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,18),-0.023907 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,24),-0.0820709 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,25),-0.0907324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,14),(2,15),-0.0458393 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,18),-0.0848804 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,24),-0.0891906 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,25),-0.136475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,15),(2,18),-0.0828859 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,24),-0.0472868 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,25),-0.205109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,18),(2,24),-0.0716601 # DEPENDENCYPART_TRISIBL
(2,6),(2,18),(2,25),-0.180001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,24),(2,25),-0.0605944 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,9),(2,10),-0.0296026 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,12),-0.0736355 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,13),-0.022338 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,14),-0.0957226 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,15),-0.0812062 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,18),-0.140968 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,24),-0.120131 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,25),-0.213131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,10),(2,12),-0.0615707 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,13),0.00719872 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,14),-0.0895285 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,15),-0.183644 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,18),-0.25014 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,24),-0.0708265 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,25),-0.0272921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,12),(2,13),-0.0223287 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,14),-0.0957187 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,15),-0.0811645 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,18),-0.140927 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,24),-0.124371 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,25),-0.210574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,13),(2,14),-0.0727737 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,15),-0.114316 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,18),-0.188588 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,24),-0.104832 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,25),-0.388594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,14),(2,15),-0.10509 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,18),-0.155323 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,24),-0.154089 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,25),-0.149051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,15),(2,18),-0.180436 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,24),-0.0907897 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,25),-0.126118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,18),(2,24),-0.0932017 # DEPENDENCYPART_TRISIBL
(2,7),(2,18),(2,25),-0.177326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,24),(2,25),-0.148461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,10),(2,12),-0.15184 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,13),-0.0822834 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,14),-0.0911298 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,15),-0.0938673 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,18),-0.0988483 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,24),-0.116114 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,25),-0.114194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,12),(2,13),-0.113355 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,14),-0.0911607 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,15),-0.1262 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,18),-0.135161 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,24),-0.0743524 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,25),-0.221119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,13),(2,14),-0.044745 # DEPENDENCYPART_TRISIBL
(2,9),(2,13),(2,15),-0.176518 # DEPENDENCYPART_TRISIBL
(2,9),(2,13),(2,18),-0.19571 # DEPENDENCYPART_TRISIBL
(2,9),(2,13),(2,24),-0.122649 # DEPENDENCYPART_TRISIBL
(2,9),(2,13),(2,25),-0.173999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,14),(2,15),-0.116945 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,18),-0.125088 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,24),-0.101486 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,25),-0.139127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,15),(2,18),-0.120257 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,24),-0.127242 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,25),-0.205274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,18),(2,24),-0.109647 # DEPENDENCYPART_TRISIBL
(2,9),(2,18),(2,25),-0.174643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,24),(2,25),-0.1467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,12),(2,13),-0.202437 # DEPENDENCYPART_TRISIBL
(2,10),(2,12),(2,14),-0.09183 # DEPENDENCYPART_TRISIBL
(2,10),(2,12),(2,15),-0.0944877 # DEPENDENCYPART_TRISIBL
(2,10),(2,12),(2,18),-0.119523 # DEPENDENCYPART_TRISIBL
(2,10),(2,12),(2,24),-0.161382 # DEPENDENCYPART_TRISIBL
(2,10),(2,12),(2,25),-0.1204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,13),(2,14),-0.124393 # DEPENDENCYPART_TRISIBL
(2,10),(2,13),(2,15),-0.153346 # DEPENDENCYPART_TRISIBL
(2,10),(2,13),(2,18),-0.17876 # DEPENDENCYPART_TRISIBL
(2,10),(2,13),(2,24),-0.101642 # DEPENDENCYPART_TRISIBL
(2,10),(2,13),(2,25),-0.326144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,14),(2,15),-0.0980152 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,18),-0.122685 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,24),-0.136413 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,25),-0.220255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,15),(2,18),-0.15402 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,24),-0.108165 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,25),-0.167431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,18),(2,24),-0.111135 # DEPENDENCYPART_TRISIBL
(2,10),(2,18),(2,25),-0.147042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,24),(2,25),-0.207064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,13),(2,14),-0.0426552 # DEPENDENCYPART_TRISIBL
(2,12),(2,13),(2,15),-0.170702 # DEPENDENCYPART_TRISIBL
(2,12),(2,13),(2,18),-0.189894 # DEPENDENCYPART_TRISIBL
(2,12),(2,13),(2,24),-0.127087 # DEPENDENCYPART_TRISIBL
(2,12),(2,13),(2,25),-0.167902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,14),(2,15),-0.11182 # DEPENDENCYPART_TRISIBL
(2,12),(2,14),(2,18),-0.119963 # DEPENDENCYPART_TRISIBL
(2,12),(2,14),(2,24),-0.105923 # DEPENDENCYPART_TRISIBL
(2,12),(2,14),(2,25),-0.130851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,15),(2,18),-0.113101 # DEPENDENCYPART_TRISIBL
(2,12),(2,15),(2,24),-0.133197 # DEPENDENCYPART_TRISIBL
(2,12),(2,15),(2,25),-0.197528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,18),(2,24),-0.115603 # DEPENDENCYPART_TRISIBL
(2,12),(2,18),(2,25),-0.166896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,24),(2,25),-0.141748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,14),(2,15),-0.0885853 # DEPENDENCYPART_TRISIBL
(2,13),(2,14),(2,18),-0.0944368 # DEPENDENCYPART_TRISIBL
(2,13),(2,14),(2,24),-0.0997814 # DEPENDENCYPART_TRISIBL
(2,13),(2,14),(2,25),-0.103217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,15),(2,18),-0.0600607 # DEPENDENCYPART_TRISIBL
(2,13),(2,15),(2,24),0.0110739 # DEPENDENCYPART_TRISIBL
(2,13),(2,15),(2,25),-0.27855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,18),(2,24),0.0428892 # DEPENDENCYPART_TRISIBL
(2,13),(2,18),(2,25),-0.25897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,24),(2,25),-0.414096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,15),(2,18),-0.0547115 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,24),-0.0736661 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,25),-0.0645264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,18),(2,24),-0.0738183 # DEPENDENCYPART_TRISIBL
(2,14),(2,18),(2,25),-0.0690894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,24),(2,25),-0.0399056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,18),(2,24),-0.0932017 # DEPENDENCYPART_TRISIBL
(2,15),(2,18),(2,25),-0.177326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,24),(2,25),-0.148461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,18),(2,24),(2,25),-0.115201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.0456242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.160313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.113617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.0994748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.0918573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,13),-0.0842615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,15),-0.113617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,25),-0.295975 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.0721231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.0758313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),-0.0238568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,13),-0.106137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,15),-0.0721231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,25),-0.147097 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,9),-0.152178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),0.0131403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,13),-0.0104736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,15),-0.0870352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,25),-0.211387 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),-0.0386243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,13),-0.0862924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,15),-0.143893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,25),-0.306403 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,13),-0.184718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,15),-0.148076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,25),-0.114797 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,13),(4,15),-0.422816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,25),-0.575169 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,15),(4,25),-0.211387 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.0763669 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.093012 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.0574929 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,13),-0.081944 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,15),-0.0763669 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,25),-0.116312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,9),-0.0856662 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,10),-0.0556981 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,13),-0.0414076 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,15),-0.0643864 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,25),-0.0424372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,10),-0.0655014 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,13),-0.0751324 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,15),-0.0527963 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,25),-0.133714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,13),-0.0767308 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,15),-0.056375 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,25),-0.123577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,13),(4,15),-0.0159848 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,25),-0.159556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
