# _root_ One customer , Dayna Brunsdon , says she spurned a color portrait for black and white because `` it 's more dramatic .
#goldHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,20,20,17,22,20,7,
#predictedHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,17,20,17,22,20,7,
(12,12),(12,13),(12,16),-0.154454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,17),-0.109619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,18),-0.214617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,20),-0.109575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,21),-0.0690609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,22),-0.157851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,24),-0.108513 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.164847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,16),-0.17805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,17),-0.146701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,18),-0.182306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,20),-0.0916324 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,21),-0.133244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,22),-0.187296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,24),-0.14659 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,16),-0.147222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,17),-0.194192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,18),-0.170554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,20),-0.0639432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,21),-0.101568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,22),-0.150602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,24),-0.181723 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,17),-0.14652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,18),-0.182306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,20),-0.0915105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,21),-0.133244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,22),-0.187824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,24),-0.123816 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,18),-0.212621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,20),-0.119371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,21),-0.0727164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,22),-0.158712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,24),-0.22916 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,18),(12,20),-0.130655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,21),-0.1267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,22),-0.198005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,24),-0.441969 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,20),(12,21),-0.114475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,22),-0.0988424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,24),-0.101967 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,21),(12,22),-0.191217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,24),-0.159804 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,22),(12,24),-0.117651 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.0261367 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,16),-0.0254462 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),-0.0392852 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,18),-0.0692686 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,20),-0.145694 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,21),-0.110246 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,22),-0.0232083 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,24),-0.103569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,16),-0.0284986 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,17),-0.177016 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,18),-0.071175 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,20),-0.143952 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,21),-0.109919 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,22),-0.0262641 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,24),-0.0539517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,17),-0.0392852 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,18),-0.0692686 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,20),-0.145694 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,21),-0.110246 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,22),-0.0231963 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,24),-0.104286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,18),-0.0854324 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,20),-0.158275 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,21),-0.11515 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,22),-0.0321219 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,24),-0.0539495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,18),(12,20),-0.164011 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,21),-0.10981 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,22),-0.0265145 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,24),-0.16612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,20),(12,21),-0.109839 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,22),0.00136838 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,24),-0.10678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,21),(12,22),-0.0213006 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,24),-0.158639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,22),(12,24),-0.103557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,16),-0.116568 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,17),-0.00485138 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,18),-0.0729182 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,20),-0.0918963 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,21),-0.0907501 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,22),-0.116527 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,24),-0.112531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,17),0.0193748 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,18),-0.0730157 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,20),-0.0915248 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,21),-0.0907835 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,22),-0.11518 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,24),-0.148234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,18),-0.0701928 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,20),-0.0914316 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,21),-0.0908309 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,22),-0.117792 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,24),-0.0688755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,18),(12,20),-0.0922661 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,21),-0.0907452 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,22),-0.118267 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,24),-0.123129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,20),(12,21),-0.0907459 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,22),-0.115094 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,24),-0.0757795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,21),(12,22),-0.115048 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,24),-0.131285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,22),(12,24),-0.147477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,17),-0.142807 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,18),-0.105921 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,20),-0.0928068 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,21),-0.0896434 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,22),-0.0775231 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,24),-0.100376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,17),(12,18),-0.105874 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,20),-0.0356932 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,21),-0.0900739 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,22),-0.0837976 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,24),-0.121109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,18),(12,20),-0.0924658 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,21),-0.0896042 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,22),-0.0776953 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,24),-0.16203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,20),(12,21),-0.0897272 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,22),-0.0787734 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,24),-0.153554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,21),(12,22),-0.077501 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,24),-0.160064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,22),(12,24),-0.100302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,17),(12,18),-0.0701928 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,20),-0.0914205 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,21),-0.0908309 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,22),-0.117672 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,24),-0.0708337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,18),(12,20),-0.092255 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,21),-0.0907452 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,22),-0.118146 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,24),-0.131587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,20),(12,21),-0.0907459 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,22),-0.114974 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,24),-0.0841158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,21),(12,22),-0.114928 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,24),-0.139743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,22),(12,24),-0.156441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,18),(12,20),-0.156559 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,21),-0.109321 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,22),-0.0443724 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,24),-0.174512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,20),(12,21),-0.10935 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,22),-0.0164764 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,24),-0.12561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,21),(12,22),-0.0391674 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,24),-0.167865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,22),(12,24),-0.115388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,20),(12,21),-0.0917177 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,22),-0.0976119 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,24),-0.10921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,21),(12,22),-0.0923243 # DEPENDENCYPART_TRISIBL
(12,18),(12,21),(12,24),-0.114458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,22),(12,24),-0.165205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,20),(12,21),(12,22),-0.0562527 # DEPENDENCYPART_TRISIBL
(12,20),(12,21),(12,24),-0.158014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,20),(12,22),(12,24),-0.117454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,21),(12,22),(12,24),-0.131004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,10),-0.0444103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,9),-0.177222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,8),-0.111713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,7),-0.111241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,6),-0.17261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,5),-0.0382508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,4),-0.0382508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,3),-0.17261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,2),-0.0944906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,1),0.00151242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,-1),-0.107504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,9),-0.194213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,8),-0.123828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,7),-0.0589097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,6),-0.10478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,5),-0.190789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,4),-0.190789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,3),-0.10478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,2),-0.103184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,1),-0.236007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,-1),-0.202076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,9),(12,8),-0.108968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,7),-0.104355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,6),-0.22605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,5),-0.117491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,4),-0.117491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,3),-0.22605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,2),-0.0349316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,1),-0.0872822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,-1),-0.234555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,8),(12,7),-0.084458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,6),-0.135555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,5),-0.140962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,4),-0.140962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,3),-0.135555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,2),-0.0903093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,1),-0.105531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,-1),-0.160198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,7),(12,6),-0.219422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,5),-0.141512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,4),-0.141512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,3),-0.219422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,2),-0.0615822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,1),-0.0954787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,-1),-0.252242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,6),(12,5),-0.181444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,4),-0.181444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,3),-0.257593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,2),-0.176048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,1),-0.19516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,-1),-0.376387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,5),(12,4),-0.181177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,3),-0.18768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,2),-0.102507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,1),-0.0965693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,-1),-0.136499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,4),(12,3),-0.18768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,4),(12,2),-0.102507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,4),(12,1),-0.0965693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,4),(12,-1),-0.136499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,3),(12,2),-0.176048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,3),(12,1),-0.19516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,3),(12,-1),-0.376387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,2),(12,1),-0.00037624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,2),(12,-1),-0.0934986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,1),(12,-1),-0.129708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,10),(12,9),-0.0673707 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,8),-0.0763905 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,7),-0.083347 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,6),-0.0645979 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,5),-0.106693 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,4),-0.106693 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,3),-0.0645979 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,2),-0.112434 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,1),-0.041678 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,-1),-0.0036535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,9),(12,8),-0.0769189 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,7),-0.0804741 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,6),-0.0329723 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,5),-0.0492927 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,4),-0.0492927 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,3),-0.0329723 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,2),-0.0816084 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,1),-0.0449373 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,-1),-0.153572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,8),(12,7),-0.0805556 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,6),-0.0382939 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,5),-0.0456739 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,4),-0.0456739 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,3),-0.0382939 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,2),-0.0785496 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,1),-0.0447684 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,-1),-0.136752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,7),(12,6),-0.0283796 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,5),-0.0493784 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,4),-0.0493784 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,3),-0.0283796 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,2),-0.0747011 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,1),-0.0447635 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,-1),-0.185826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,6),(12,5),-0.0928766 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,4),-0.0928766 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,3),-0.0316575 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,2),-0.0114442 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,1),-0.0766313 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,-1),-0.279446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,5),(12,4),-0.0370083 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,3),-0.032157 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,2),-0.086782 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,1),-0.0298231 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,-1),-0.147231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,4),(12,3),-0.032157 # DEPENDENCYPART_TRISIBL
(12,11),(12,4),(12,2),-0.086782 # DEPENDENCYPART_TRISIBL
(12,11),(12,4),(12,1),-0.0298231 # DEPENDENCYPART_TRISIBL
(12,11),(12,4),(12,-1),-0.147231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,3),(12,2),-0.0114442 # DEPENDENCYPART_TRISIBL
(12,11),(12,3),(12,1),-0.0766313 # DEPENDENCYPART_TRISIBL
(12,11),(12,3),(12,-1),-0.279446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,2),(12,1),-0.0826105 # DEPENDENCYPART_TRISIBL
(12,11),(12,2),(12,-1),-0.134785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,1),(12,-1),-0.0870843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,9),(12,8),-0.0667416 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,7),-0.0527796 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,6),-0.0390597 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,5),-0.113106 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,4),-0.113106 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,3),-0.0390597 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,2),-0.149459 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,1),-0.110706 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,-1),-0.215568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,8),(12,7),-0.0528495 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,6),-0.0391359 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,5),-0.111936 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,4),-0.111936 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,3),-0.0391359 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,2),-0.148362 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,1),-0.110711 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,-1),-0.223255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,7),(12,6),-0.039106 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,5),-0.0882778 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,4),-0.0882778 # DEPENDENCYPART_TRISIBL
