# _root_ Telephone service has been improved for customers trying to reach their brokers , and specialists -- who I believe should stay , despite the urgings of some post-crash critics -- have larger capital positions .
#goldHeads=2,3,0,3,4,2,6,7,8,9,12,10,3,3,31,15,20,19,15,19,20,19,19,25,23,25,29,29,26,15,14,34,34,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,8,9,12,10,3,3,14,15,19,19,15,19,20,21,21,25,23,25,29,29,26,21,21,34,34,31,3,
(5,6),(5,8),(5,35),-0.102861 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,36),-0.139532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,10),-0.0918287 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,12),-0.0832624 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,13),-0.0617328 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,14),-0.0465447 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,16),-0.0790313 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,22),-0.0617328 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,23),-0.0894997 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,35),-0.0298088 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,36),-0.105765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,12),-0.085094 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,13),-0.0813131 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,14),-0.0661155 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,16),-0.0833396 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,22),-0.0813131 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,23),-0.107663 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,35),-0.110611 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,36),-0.0859065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,12),(5,13),-0.0544533 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,14),-0.0669081 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,16),-0.0915563 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,22),-0.0544533 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,23),-0.117582 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,35),-0.0728564 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,36),-0.0893996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,13),(5,14),-0.0514414 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,16),-0.0858808 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,22),-0.0895127 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,23),-0.103085 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,35),-0.0670167 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,36),-0.153977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,14),(5,16),-0.0615274 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,22),-0.020741 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,23),-0.151426 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,35),-0.0572374 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,36),-0.0744684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,16),(5,22),-0.0974685 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,23),-0.0282023 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,35),-0.0720613 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,36),-0.164911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,22),(5,23),-0.103085 # DEPENDENCYPART_TRISIBL
(5,6),(5,22),(5,35),-0.0670167 # DEPENDENCYPART_TRISIBL
(5,6),(5,22),(5,36),-0.153977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,23),(5,35),-0.116577 # DEPENDENCYPART_TRISIBL
(5,6),(5,23),(5,36),-0.0894363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,35),(5,36),-0.0414243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),-0.0543444 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,10),-0.0845216 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,12),-0.163474 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,13),0.0161471 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,14),-0.0277613 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,16),-0.064874 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,22),0.0161471 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,23),-0.0149441 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,35),-0.0288748 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,36),-0.119103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,10),-0.0875974 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,12),-0.174122 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,13),0.098816 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,14),-0.0374814 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,16),-0.0505799 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,22),0.098816 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,23),-0.047966 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,35),-0.0263778 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,36),-0.113857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,12),-0.161867 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,13),0.0170479 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,14),-0.0447227 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,16),-0.0655853 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,22),0.0170479 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,23),-0.0104003 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,35),-0.0629439 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,36),-0.0958358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,12),(5,13),0.0153257 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,14),-0.0545043 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,16),-0.0718964 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,22),0.0153257 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,23),-0.0472012 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,35),-0.0683307 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,36),-0.106867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,13),(5,14),-0.0464845 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,16),-0.0739713 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,22),-0.024162 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,23),-0.057663 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,35),-0.0922877 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,36),-0.129124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,14),(5,16),-0.0759946 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,22),0.00594863 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,23),0.00216655 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,35),-0.0306755 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,36),-0.0852877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,16),(5,22),0.00998971 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,23),-0.0555534 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,35),-0.0708252 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,36),-0.0673312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,22),(5,23),-0.057663 # DEPENDENCYPART_TRISIBL
(5,7),(5,22),(5,35),-0.0922877 # DEPENDENCYPART_TRISIBL
(5,7),(5,22),(5,36),-0.129124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,23),(5,35),-0.0703393 # DEPENDENCYPART_TRISIBL
(5,7),(5,23),(5,36),-0.0238595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,35),(5,36),-0.02507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,10),-0.0892275 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,12),-0.0894617 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,13),-0.0555253 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,14),-0.0922063 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,16),-0.102174 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,22),-0.0555253 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,23),-0.107926 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,35),-0.097989 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,36),-0.129009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,10),(5,12),-0.0891208 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,13),-0.0663484 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,14),-0.0914768 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,16),-0.101624 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,22),-0.0663484 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,23),-0.101002 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,35),-0.103547 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,36),-0.129874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,12),(5,13),-0.0737529 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,14),-0.0904169 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,16),-0.102591 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,22),-0.0737529 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,23),-0.102733 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,35),-0.089443 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,36),-0.165012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,13),(5,14),-0.0139824 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,16),-0.10285 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,22),-0.0721356 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,23),-0.0844492 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,35),-0.100425 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,36),-0.197454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,14),(5,16),-0.104624 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,22),-0.0461169 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,23),-0.091202 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,35),-0.0990925 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,36),-0.108439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,16),(5,22),-0.0681108 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,23),-0.10469 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,35),-0.100876 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,36),-0.123374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,22),(5,23),-0.0844492 # DEPENDENCYPART_TRISIBL
(5,8),(5,22),(5,35),-0.100425 # DEPENDENCYPART_TRISIBL
(5,8),(5,22),(5,36),-0.197454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,23),(5,35),-0.097726 # DEPENDENCYPART_TRISIBL
(5,8),(5,23),(5,36),-0.12083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,35),(5,36),-0.0618922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,10),(5,12),-0.06857 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,13),-0.0407496 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,14),-0.0771574 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,16),-0.0589508 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,22),-0.0407496 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,23),-0.0531275 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,35),-0.155366 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,36),-0.144172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,12),(5,13),-0.0467007 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,14),-0.0846571 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,16),-0.0551811 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,22),-0.0467007 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,23),-0.0795792 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,35),-0.113795 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,36),-0.104376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,13),(5,14),0.0101669 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,16),-0.0475156 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,22),-0.0243319 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,23),0.0446569 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,35),-0.150606 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,36),-0.282042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,14),(5,16),-0.0559934 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,22),0.00733424 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,23),-0.0124499 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,35),-0.131876 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,36),-0.0868277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,16),(5,22),-0.0355846 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,23),-0.00932713 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,35),-0.12656 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,36),-0.123877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,22),(5,23),0.0446569 # DEPENDENCYPART_TRISIBL
(5,9),(5,22),(5,35),-0.150606 # DEPENDENCYPART_TRISIBL
(5,9),(5,22),(5,36),-0.282042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,23),(5,35),-0.0948955 # DEPENDENCYPART_TRISIBL
(5,9),(5,23),(5,36),-0.0688389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,35),(5,36),-0.0447145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,12),(5,13),-0.0533226 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,14),-0.0691186 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,16),-0.0959439 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,22),-0.0533226 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,23),-0.0848801 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,35),-0.0564485 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,36),-0.111743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,13),(5,14),0.0342023 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,16),-0.097781 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,22),-0.0561801 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,23),-0.0959402 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,35),-0.0862828 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,36),-0.137295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,14),(5,16),-0.0987954 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,22),-0.0531019 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,23),-0.0563443 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,35),-0.00886859 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,36),-0.111229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,16),(5,22),-0.0691952 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,23),-0.0884861 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,35),-0.0819849 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,36),-0.117159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,22),(5,23),-0.0959402 # DEPENDENCYPART_TRISIBL
(5,10),(5,22),(5,35),-0.0862828 # DEPENDENCYPART_TRISIBL
(5,10),(5,22),(5,36),-0.137295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,23),(5,35),-0.0722397 # DEPENDENCYPART_TRISIBL
(5,10),(5,23),(5,36),-0.102373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,35),(5,36),-0.11437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,13),(5,14),-0.049008 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,16),-0.0735 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,22),-0.0247691 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,23),-0.0577043 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,35),-0.096592 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,36),-0.120864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,14),(5,16),-0.0755233 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,22),0.00654651 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,23),0.00400019 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,35),-0.0404992 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,36),-0.077686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,16),(5,22),0.00937976 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,23),-0.0520941 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,35),-0.0751018 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,36),-0.0680488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,22),(5,23),-0.0577043 # DEPENDENCYPART_TRISIBL
(5,12),(5,22),(5,35),-0.096592 # DEPENDENCYPART_TRISIBL
(5,12),(5,22),(5,36),-0.120864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,23),(5,35),-0.0745381 # DEPENDENCYPART_TRISIBL
(5,12),(5,23),(5,36),-0.0315518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,35),(5,36),-0.0120728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,14),(5,16),0.0419755 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,22),0.189028 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,23),-0.0271771 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,35),0.0709777 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,36),-0.0147842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,16),(5,22),0.0906286 # DEPENDENCYPART_TRISIBL
(5,13),(5,16),(5,23),-0.0635526 # DEPENDENCYPART_TRISIBL
(5,13),(5,16),(5,35),-0.0226568 # DEPENDENCYPART_TRISIBL
(5,13),(5,16),(5,36),-0.180096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,22),(5,23),-0.0819732 # DEPENDENCYPART_TRISIBL
(5,13),(5,22),(5,35),-0.0328432 # DEPENDENCYPART_TRISIBL
(5,13),(5,22),(5,36),-0.166203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,23),(5,35),0.0598824 # DEPENDENCYPART_TRISIBL
(5,13),(5,23),(5,36),0.0123136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,35),(5,36),-0.23789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,16),(5,22),-0.148772 # DEPENDENCYPART_TRISIBL
(5,14),(5,16),(5,23),-0.0590613 # DEPENDENCYPART_TRISIBL
(5,14),(5,16),(5,35),-0.0906537 # DEPENDENCYPART_TRISIBL
(5,14),(5,16),(5,36),-0.182488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,22),(5,23),-0.116506 # DEPENDENCYPART_TRISIBL
(5,14),(5,22),(5,35),-0.0687875 # DEPENDENCYPART_TRISIBL
(5,14),(5,22),(5,36),-0.218654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,23),(5,35),-0.0575221 # DEPENDENCYPART_TRISIBL
(5,14),(5,23),(5,36),-0.141591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,35),(5,36),-0.0308011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,22),(5,23),-0.121915 # DEPENDENCYPART_TRISIBL
(5,16),(5,22),(5,35),-0.028717 # DEPENDENCYPART_TRISIBL
(5,16),(5,22),(5,36),-0.143308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,23),(5,35),-0.0812105 # DEPENDENCYPART_TRISIBL
(5,16),(5,23),(5,36),0.000730558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,35),(5,36),-0.152177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,22),(5,23),(5,35),0.0598824 # DEPENDENCYPART_TRISIBL
(5,22),(5,23),(5,36),0.0123136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,22),(5,35),(5,36),-0.23789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,23),(5,35),(5,36),-0.0218948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),-0.0780489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,2),-0.101957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,1),-0.099832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.207395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.0689549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,1),-0.0666673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),-0.12887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,1),-0.0554242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,2),(5,-1),-0.0927804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,1),(5,-1),-0.0906648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,3),(5,2),-0.065638 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,1),-0.0653897 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,-1),-0.161416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,2),(5,1),-0.067394 # DEPENDENCYPART_TRISIBL
(5,4),(5,2),(5,-1),-0.182253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,1),(5,-1),-0.182253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,2),(5,1),-0.0897854 # DEPENDENCYPART_TRISIBL
(5,3),(5,2),(5,-1),-0.0302205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,1),(5,-1),-0.0300574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,2),(5,1),(5,-1),-0.0611353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),-0.149133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,9),-0.102823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,10),-0.0745462 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,12),-0.103076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,14),0.11639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,19),-0.12083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,35),-0.104572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,36),0.314645 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,9),-0.109735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,10),-0.120593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,12),-0.131891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,14),0.106003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,19),-0.126919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,35),-0.0817172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,36),0.23052 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,9),(6,10),-0.134188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,12),-0.076327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,14),0.0767393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,19),-0.127509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,35),-0.102847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,36),0.189478 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,10),(6,12),-0.0331436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,14),0.031845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,19),-0.131654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,35),-0.0735708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,36),0.182775 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,12),(6,14),0.114354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,19),-0.120784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
