# _root_ The stock market has lost some precursory power , analysts at the Columbia center claim , because of the growing impact of international developments .
#goldHeads=3,3,4,15,4,8,8,5,5,15,10,14,14,11,0,5,5,17,21,21,17,21,24,22,4,
#predictedHeads=3,3,4,0,4,8,8,5,5,5,5,15,15,15,11,5,5,17,21,21,17,21,24,22,4,
(17,17),(17,22),(17,25),-0.247143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,26),-0.315623 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,23),(17,24),0.00325333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,25),-0.0907966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,26),0.00730901 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,24),(17,25),-0.0912003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,26),0.0493518 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,25),(17,26),-0.373391 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0839322 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,21),-0.0658977 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,22),-0.186798 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,23),-0.0488425 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,24),-0.0932007 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,25),-0.126686 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,26),0.0332721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,21),-0.0677967 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,22),-0.202228 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,23),-0.0588019 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,24),-0.0943139 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,25),-0.123519 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,26),0.0334021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,21),(17,22),-0.224972 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,23),-0.0626987 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,24),-0.0946352 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,25),-0.128879 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,26),0.328642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,22),(17,23),-0.0597212 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,24),-0.0995926 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,25),-0.117593 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,26),-0.074159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,23),(17,24),-0.0954006 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,25),-0.132131 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,26),0.0795514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,24),(17,25),-0.11537 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,26),0.290816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,25),(17,26),-0.0111211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,21),-0.106756 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,22),-0.10602 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,23),-0.0972587 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,24),-0.115008 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,25),-0.0843832 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,26),-0.146409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,21),(17,22),-0.105813 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,23),-0.0973278 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,24),-0.115553 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,25),-0.0910449 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,26),-0.153532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,22),(17,23),-0.0975865 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,24),-0.119275 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,25),-0.0761415 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,26),-0.172033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,23),(17,24),-0.116459 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,25),-0.0857546 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,26),-0.101268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,24),(17,25),-0.0922552 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,26),-0.123991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,25),(17,26),-0.169417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,21),(17,22),-0.089363 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,23),-0.0913945 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,24),-0.0933862 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,25),-0.102643 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,26),-0.125235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,22),(17,23),-0.0915921 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,24),-0.0936701 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,25),-0.0934199 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,26),-0.0524313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,23),(17,24),-0.0912879 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,25),-0.103442 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,26),-0.1044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,24),(17,25),-0.0859605 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,26),-0.165994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,25),(17,26),-0.106387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,22),(17,23),-0.108042 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,24),-0.173161 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,25),-0.111635 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,26),-0.090775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,23),(17,24),-0.160482 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,25),-0.0854209 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,26),-0.130399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,24),(17,25),-0.080784 # DEPENDENCYPART_TRISIBL
(17,21),(17,24),(17,26),-0.156756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,25),(17,26),-0.0785012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,23),(17,24),-0.0954006 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,25),-0.132131 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,26),0.0795514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,24),(17,25),-0.11537 # DEPENDENCYPART_TRISIBL
(17,22),(17,24),(17,26),0.290816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,25),(17,26),-0.0111211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,24),(17,25),-0.0997378 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,26),-0.0697879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,25),(17,26),-0.111374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,25),(17,26),-0.122646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),-0.170512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,11),-0.191088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.200654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,11),-0.0980603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.0903426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,11),(17,-1),-0.0877384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,11),0.00577214 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.11911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,11),(17,-1),-0.129585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,11),(17,-1),-0.115231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.149248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,21),-0.202836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,24),-0.0199372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,26),-0.062625 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,21),-0.153011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,24),-0.118543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,26),0.158859 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,21),(18,24),-0.132805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,26),0.298871 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,24),(18,26),0.351141 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,21),-0.106822 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,24),-0.115492 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,26),-0.14254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,21),(18,24),-0.116111 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,26),-0.149671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,24),(18,26),-0.114527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,21),(18,24),-0.0942797 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,26),-0.107013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,24),(18,26),-0.148522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,24),(18,26),-0.170652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,-1),-0.0634558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,26),-0.357941 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,18),(19,-1),-0.436755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.0996624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,23),0.0713661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.144696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,26),-0.126719 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,23),-0.0738703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,24),-0.0998218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,26),-0.14926 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,23),(20,24),-0.130539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,26),-0.130523 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,24),(20,26),-0.0959416 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,23),-0.10398 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,24),-0.168226 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,26),-0.0578876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,23),(20,24),-0.150381 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,26),-0.0408748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,24),(20,26),-0.101337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,23),(20,24),-0.0980809 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,26),-0.15403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,24),(20,26),-0.0913788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,24),(20,26),-0.0910534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,19),(20,18),-0.133467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,15),-0.120178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,10),-0.0443675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,-1),-0.0521045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,18),(20,15),-0.0170199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,10),0.0132692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,-1),-0.0669454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,15),(20,10),-0.0940618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,15),(20,-1),-0.0585451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,10),(20,-1),-0.0480472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,18),(20,15),-0.0819722 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,10),-0.0961576 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,-1),-0.124316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,15),(20,10),-0.0943595 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,-1),-0.120863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,10),(20,-1),-0.124799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,15),(20,10),-0.0691243 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,-1),-0.0827216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,10),(20,-1),-0.102738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,10),(20,-1),-0.115526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,23),-0.136458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,24),-0.208871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,25),-0.187338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,26),-0.0729993 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,23),(21,24),-0.178058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,25),-0.150686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,26),-0.114188 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,24),(21,25),-0.130569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,26),-0.141775 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,25),(21,26),-0.301236 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,22),(21,23),(21,24),-0.0886167 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,25),-0.145323 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,26),-0.0477988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,24),(21,25),-0.106217 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,26),-0.0301091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,25),(21,26),-0.05377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,24),(21,25),-0.0938106 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,26),-0.127101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,25),(21,26),-0.136546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,25),(21,26),-0.0791261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,20),(21,19),-0.0885496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,18),-0.168082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,17),-0.186202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,16),-0.263178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,12),-0.0885496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,11),-0.145041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,-1),-0.195361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,19),(21,18),-0.0965688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,17),-0.117994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,16),-0.0877254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,12),-0.0940725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,11),-0.0784613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,-1),-0.12745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,18),(21,17),-0.193684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,16),-0.31387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,12),-0.1098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,11),-0.152629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,-1),-0.121083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,17),(21,16),-0.315806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,12),-0.105149 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,11),-0.159029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,-1),-0.0846621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,16),(21,12),-0.145515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,11),-0.164851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,-1),-0.371172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,12),(21,11),-0.0784613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,12),(21,-1),-0.12745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,11),(21,-1),-0.0746808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,19),(21,18),-0.079645 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,17),-0.0717357 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,16),-0.118999 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,12),-0.0343341 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,11),-0.071333 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,-1),0.0578524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,18),(21,17),-0.0670166 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,16),-0.117122 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,12),-0.0343682 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,11),-0.0666818 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,-1),-0.163628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,17),(21,16),-0.117122 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,12),-0.0343637 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,11),-0.0666255 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,-1),-0.1642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,16),(21,12),-0.0320182 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,11),-0.0305444 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,-1),-0.223216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,12),(21,11),-0.071333 # DEPENDENCYPART_TRISIBL
(21,20),(21,12),(21,-1),0.0578524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,11),(21,-1),-0.161777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,18),(21,17),-0.0667657 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,16),-0.0208768 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,12),-0.291674 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,11),-0.0538545 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,-1),-0.11245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,17),(21,16),-0.0209115 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,12),-0.291171 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,11),-0.0537098 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,-1),-0.113155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,16),(21,12),-0.263899 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,11),-0.0506306 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,-1),-0.162831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,12),(21,11),-0.0502081 # DEPENDENCYPART_TRISIBL
(21,19),(21,12),(21,-1),-0.233192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,11),(21,-1),-0.101697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,17),(21,16),-0.0145678 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,12),-0.0885785 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,11),-0.113233 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,-1),-0.180094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,16),(21,12),-0.0703899 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,11),-0.171114 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,-1),-0.340883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,12),(21,11),-0.111192 # DEPENDENCYPART_TRISIBL
(21,18),(21,12),(21,-1),-0.168727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,11),(21,-1),-0.173724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,16),(21,12),-0.0878639 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,11),-0.15811 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,-1),-0.34341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,12),(21,11),-0.108593 # DEPENDENCYPART_TRISIBL
(21,17),(21,12),(21,-1),-0.170461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,11),(21,-1),-0.174179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,12),(21,11),-0.0553508 # DEPENDENCYPART_TRISIBL
(21,16),(21,12),(21,-1),-0.197921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,11),(21,-1),-0.136705 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,12),(21,11),(21,-1),-0.101697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,24),-0.0369543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,25),-0.117187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,26),0.163194 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,24),(22,25),-0.118745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,26),0.351141 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,25),(22,26),-0.226835 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,23),(22,24),(22,25),-0.0997399 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,26),-0.0574034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,25),(22,26),-0.108079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,25),(22,26),-0.135195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,25),(24,26),-0.30038 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,23),(24,21),-0.0648131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,20),-0.0261539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,19),-0.0613872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,-1),-0.0208138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,21),(24,20),-0.0660367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,19),-0.0288144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,-1),-0.0255246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,20),(24,19),-0.0789765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,-1),-0.132884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,19),(24,-1),-0.105821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,21),(24,20),-0.0970406 # DEPENDENCYPART_TRISIBL
(24,23),(24,21),(24,19),-0.00956914 # DEPENDENCYPART_TRISIBL
(24,23),(24,21),(24,-1),-0.0385385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,20),(24,19),0.0326311 # DEPENDENCYPART_TRISIBL
(24,23),(24,20),(24,-1),-0.0604412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,19),(24,-1),0.00948191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,20),(24,19),0.0432929 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,-1),-0.0464862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
