# _root_ Among rail and highway accounts , the agreement provides $ 615 million for Amtrak , including $ 85 million for capital improvements .
#goldHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,16,22,20,9,
#predictedHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,17,22,20,9,
(12,11),(12,3),(12,2),-0.0964642 # DEPENDENCYPART_TRISIBL
(12,11),(12,3),(12,1),-0.0420699 # DEPENDENCYPART_TRISIBL
(12,11),(12,3),(12,-1),-0.138749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,2),(12,1),-0.0434332 # DEPENDENCYPART_TRISIBL
(12,11),(12,2),(12,-1),-0.157244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,1),(12,-1),-0.142405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,7),(12,6),-0.0311214 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,3),-0.0890843 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,2),-0.123222 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,1),-0.0608636 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,-1),-0.106222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,6),(12,3),-0.0930958 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,2),-0.117863 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,1),-0.0144741 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,-1),-0.230405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,3),(12,2),-0.11734 # DEPENDENCYPART_TRISIBL
(12,8),(12,3),(12,1),-0.0719198 # DEPENDENCYPART_TRISIBL
(12,8),(12,3),(12,-1),-0.120785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,2),(12,1),-0.0826914 # DEPENDENCYPART_TRISIBL
(12,8),(12,2),(12,-1),-0.129345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,1),(12,-1),-0.135789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,6),(12,3),-0.0511671 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,2),-0.150389 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,1),-0.0441284 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,-1),-0.138804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,3),(12,2),-0.105084 # DEPENDENCYPART_TRISIBL
(12,7),(12,3),(12,1),-0.0612238 # DEPENDENCYPART_TRISIBL
(12,7),(12,3),(12,-1),-0.0874355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,2),(12,1),-0.0621678 # DEPENDENCYPART_TRISIBL
(12,7),(12,2),(12,-1),-0.141921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,1),(12,-1),-0.181859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,3),(12,2),-0.102393 # DEPENDENCYPART_TRISIBL
(12,6),(12,3),(12,1),-0.0473537 # DEPENDENCYPART_TRISIBL
(12,6),(12,3),(12,-1),-0.146048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,2),(12,1),-0.0297939 # DEPENDENCYPART_TRISIBL
(12,6),(12,2),(12,-1),-0.0602392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,1),(12,-1),-0.0937331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,3),(12,2),(12,1),-0.108406 # DEPENDENCYPART_TRISIBL
(12,3),(12,2),(12,-1),-0.176698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,3),(12,1),(12,-1),-0.160825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,2),(12,1),(12,-1),-0.126244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),0.0338508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.0904267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,22),-0.0558418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,24),0.36019 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.109469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,17),-0.164399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,22),-0.143245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,24),-0.448618 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,17),-0.138336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,22),-0.134861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,24),0.253557 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,22),-0.130322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,24),0.134064 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,22),(13,24),0.349614 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),-0.145295 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,17),-0.0936031 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,22),-0.159038 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,24),-0.0658373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,17),-0.0810996 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,22),-0.116288 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,24),-0.125494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,22),-0.113777 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,24),-0.102858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,22),(13,24),-0.103149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,16),(13,17),-0.0972945 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,22),-0.0523525 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,24),-0.0557956 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,17),(13,22),-0.0665634 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,24),-0.127294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,22),(13,24),-0.149866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,17),(13,22),-0.0952284 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,24),-0.0833443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,22),(13,24),-0.124714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,22),(13,24),-0.199802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,10),-0.150125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,-1),-0.29776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,10),(13,-1),-0.119797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,10),(13,-1),-0.108089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.217992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,17),-0.19024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,19),-0.312764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,20),-0.217492 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,22),-0.165439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,23),-0.319255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,24),-0.707552 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,17),-0.139074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,19),-0.212565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,20),-0.0639945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,22),-0.20563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,23),-0.21718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,24),-0.162205 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,19),-0.209794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,20),-0.084759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,22),-0.209072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,23),-0.229763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,24),-0.264659 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,19),(14,20),-0.0489032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,22),-0.231647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,23),-0.23278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,24),-0.183794 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,20),(14,22),-0.204572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,20),(14,23),-0.287192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,20),(14,24),-0.196317 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,22),(14,23),-0.214492 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,22),(14,24),-0.224404 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,23),(14,24),-0.231195 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,17),-0.098798 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,19),-0.0773546 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,20),-0.0803255 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,22),-0.050231 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,23),-0.0255431 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,24),-0.227536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,17),(14,19),-0.0883555 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,20),-0.0711298 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,22),-0.0669738 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,23),-0.0991246 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,24),-0.233548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,19),(14,20),-0.100917 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,22),-0.0779345 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,23),-0.121429 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,24),-0.141345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,20),(14,22),-0.0770973 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,23),0.0354347 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,24),-0.282244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,22),(14,23),-0.102495 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,24),-0.146874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,23),(14,24),-0.414096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,17),(14,19),-0.0904932 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,20),-0.110286 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,22),-0.0921375 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,23),-0.0982927 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,24),-0.126786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,20),-0.109571 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,22),-0.0921425 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,23),-0.0982747 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,24),-0.124122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,20),(14,22),-0.0947943 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,23),-0.0942357 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,24),-0.0165772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,22),(14,23),-0.0867011 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,24),-0.145103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,23),(14,24),-0.11297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,19),(14,20),-0.0463777 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,22),-0.107587 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,23),-0.0931093 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,24),-0.072294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,20),(14,22),-0.113339 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,23),-0.0845446 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,24),0.0342037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,22),(14,23),-0.0984903 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,24),-0.0942777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,23),(14,24),-0.0499525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,20),(14,22),-0.11021 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,23),-0.0798942 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,24),-0.176852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,22),(14,23),-0.113927 # DEPENDENCYPART_TRISIBL
(14,19),(14,22),(14,24),-0.19302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,23),(14,24),-0.177493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,22),(14,23),-0.0840009 # DEPENDENCYPART_TRISIBL
(14,20),(14,22),(14,24),-0.158325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,23),(14,24),-0.136826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,23),(14,24),0.0180846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,12),(14,10),-0.148953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,-1),-0.280966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,10),(14,-1),-0.250371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,10),(14,-1),-0.0885942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.165718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.150562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.0581292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.0968789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,22),-0.16616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,23),-0.166167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,24),0.0662607 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.118372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),-0.0364742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.164727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,22),-0.177782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,23),-0.169537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,24),0.0276441 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.0305128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,21),-0.16734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,22),-0.179333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,23),-0.171144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,24),0.0159897 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,21),-0.0393796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,22),-0.129727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,23),-0.207643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,24),-0.0414463 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,22),-0.147437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,23),-0.190023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,24),0.0813984 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,22),(16,23),-0.141461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,24),0.118157 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,23),(16,24),-0.194246 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),0.0187109 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.0592888 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.0721226 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,22),-0.107935 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,23),-0.0916501 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,24),-0.148884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.0597987 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,21),-0.0738019 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,22),-0.107954 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,23),-0.091651 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,24),-0.153162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.111574 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,22),-0.113215 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,23),-0.0846455 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,24),-0.0961257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,22),-0.108446 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,23),-0.107123 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,24),-0.137156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,22),(16,23),-0.0959868 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,24),-0.146392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,23),(16,24),-0.133673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.0824582 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,21),-0.105015 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,22),-0.116006 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,23),-0.107199 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,24),-0.111239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.106783 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,22),-0.112659 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,23),-0.0724024 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,24),-0.125918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,22),-0.115394 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,23),-0.109349 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,24),-0.148519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,22),(16,23),-0.107027 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,24),-0.169141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,23),(16,24),-0.149041 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.104208 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,22),-0.111766 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,23),-0.0742531 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,24),-0.101943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,22),-0.116278 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,23),-0.110564 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,24),-0.132465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,22),(16,23),-0.108407 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,24),-0.156676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,23),(16,24),-0.142227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,22),-0.0887348 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,23),-0.0907199 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,24),-0.050627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,23),-0.0730082 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,24),-0.0868477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,23),(16,24),-0.0944555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,22),(16,23),-0.0530006 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,24),-0.12191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,23),(16,24),-0.169861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,23),(16,24),-0.0864158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.145511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.0922017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,10),-0.10636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,8),-0.159359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,2),-0.154603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,1),-0.163466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.216683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.0946796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,10),-0.125979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,8),-0.109414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,2),-0.106038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,1),-0.146057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.123785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,10),-0.122494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,8),-0.0196751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,2),-0.0165635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,1),-0.191518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.0970146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,10),(16,8),-0.0963081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,2),-0.0932837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,1),-0.167515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,-1),-0.102221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,8),(16,2),-0.103224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,1),-0.146928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,-1),-0.0665238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,2),(16,1),-0.146666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,2),(16,-1),-0.0757871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,1),(16,-1),-0.0168324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),0.00317855 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,10),-0.0694455 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,8),-0.0946028 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,2),-0.0943486 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,1),-0.00489238 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.110634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,10),-0.0685966 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,8),-0.111687 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,2),-0.111179 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,1),-0.0191507 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),-0.131608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,10),(16,8),-0.102639 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,2),-0.102385 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,1),-0.0482922 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,-1),-0.136498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,8),(16,2),-0.0952321 # DEPENDENCYPART_TRISIBL
(16,15),(16,8),(16,1),-0.0321265 # DEPENDENCYPART_TRISIBL
(16,15),(16,8),(16,-1),-0.0782545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,2),(16,1),-0.0321236 # DEPENDENCYPART_TRISIBL
