# _root_ United Biscuits ( Holdings ) PLC , a British food producer , announced the creation of a European group to bring together its trading interests in the region .
#goldHeads=6,6,6,6,6,13,6,11,11,11,6,6,0,15,13,15,19,19,16,19,20,21,25,25,21,25,28,26,13,
#predictedHeads=6,6,4,6,4,13,6,11,11,11,6,6,0,15,13,15,19,19,16,19,20,21,25,25,21,25,28,26,13,
(19,18),(19,16),(19,14),0.0110037 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,9),-0.0857492 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,3),-0.0448901 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.0857127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,14),0.0101112 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,9),-0.0856528 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,3),-0.0462673 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.148535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,14),(19,9),-0.0964586 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,3),-0.0354455 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,-1),0.068292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,9),(19,3),-0.0408214 # DEPENDENCYPART_TRISIBL
(19,18),(19,9),(19,-1),-0.105694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,3),(19,-1),-0.065124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,15),-0.113145 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,14),-0.269824 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,9),-0.134125 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,3),-0.0125772 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.150205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,15),(19,14),-0.326381 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,9),-0.169095 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,3),-0.0272273 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,-1),-0.167954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,14),(19,9),-0.148885 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,3),-0.0277366 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,-1),-0.298933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,9),(19,3),-0.0261837 # DEPENDENCYPART_TRISIBL
(19,17),(19,9),(19,-1),-0.0804087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,3),(19,-1),-0.163653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,14),-0.0359826 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,9),-0.0727291 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,3),-0.0558479 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,-1),-0.135815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,14),(19,9),-0.0828555 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,3),-0.0518293 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,-1),-0.1692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,9),(19,3),-0.051808 # DEPENDENCYPART_TRISIBL
(19,16),(19,9),(19,-1),-0.173349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,3),(19,-1),-0.0905839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,14),(19,9),0.0589311 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,3),-0.0530243 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,-1),0.00716001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,9),(19,3),-0.0712639 # DEPENDENCYPART_TRISIBL
(19,15),(19,9),(19,-1),-0.0799401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,3),(19,-1),-0.143645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,9),(19,3),-0.0474264 # DEPENDENCYPART_TRISIBL
(19,14),(19,9),(19,-1),-0.114132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,3),(19,-1),-0.0893298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,9),(19,3),(19,-1),-0.0548009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.134106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.12571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,25),-0.221207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,26),0.0769127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,30),0.192791 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,24),-0.0888136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,25),-0.131347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,26),-0.0954367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,30),-0.163667 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,24),(20,25),-0.174949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,26),0.0166667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,30),0.209081 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,25),(20,26),0.0488946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,25),(20,30),0.269149 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,26),(20,30),-0.273966 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,24),-0.123887 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,25),-0.0977464 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,26),-0.034056 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,30),-0.105478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,24),(20,25),-0.0974766 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,26),-0.0313571 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,30),-0.167656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,25),(20,26),-0.0322022 # DEPENDENCYPART_TRISIBL
(20,21),(20,25),(20,30),-0.155384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,26),(20,30),-0.0542179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,24),(20,25),-0.103163 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,26),-0.0580965 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,30),-0.0543572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,25),(20,26),-0.0735928 # DEPENDENCYPART_TRISIBL
(20,22),(20,25),(20,30),-0.0499496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,26),(20,30),-0.128279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,24),(20,25),(20,26),-0.0920384 # DEPENDENCYPART_TRISIBL
(20,24),(20,25),(20,30),-0.0953034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,24),(20,26),(20,30),-0.0119237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,25),(20,26),(20,30),-0.00969856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,19),(20,18),-0.110196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,16),-0.137952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,15),-0.110348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,11),-0.105089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,2),-0.100148 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,-1),-0.0598964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,18),(20,16),-0.182133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,15),-0.125804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,11),-0.120543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,2),-0.140481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,-1),-0.193269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,16),(20,15),0.0228989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,16),(20,11),0.0281682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,16),(20,2),-0.0571345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,16),(20,-1),-0.130516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,15),(20,11),-0.110689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,15),(20,2),-0.0977144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,15),(20,-1),-0.084509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,11),(20,2),-0.0977793 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,11),(20,-1),-0.0774746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,2),(20,-1),-0.145078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,18),(20,16),-0.079259 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,15),-0.0858683 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,11),-0.085627 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,2),-0.0352369 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,-1),-0.183874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,16),(20,15),-0.123162 # DEPENDENCYPART_TRISIBL
(20,19),(20,16),(20,11),-0.12292 # DEPENDENCYPART_TRISIBL
(20,19),(20,16),(20,2),-0.0650007 # DEPENDENCYPART_TRISIBL
(20,19),(20,16),(20,-1),-0.168005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,15),(20,11),-0.103266 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,2),-0.0448102 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,-1),-0.161535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,11),(20,2),-0.0448108 # DEPENDENCYPART_TRISIBL
(20,19),(20,11),(20,-1),-0.161638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,2),(20,-1),-0.190698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,16),(20,15),-0.0826974 # DEPENDENCYPART_TRISIBL
(20,18),(20,16),(20,11),-0.0826761 # DEPENDENCYPART_TRISIBL
(20,18),(20,16),(20,2),-0.071319 # DEPENDENCYPART_TRISIBL
(20,18),(20,16),(20,-1),-0.178823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,15),(20,11),-0.0743801 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,2),-0.0566572 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,-1),-0.186599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,11),(20,2),-0.0566574 # DEPENDENCYPART_TRISIBL
(20,18),(20,11),(20,-1),-0.186602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,2),(20,-1),-0.179497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,15),(20,11),-0.0814022 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,2),-0.0890761 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,-1),0.0143988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,11),(20,2),-0.0890763 # DEPENDENCYPART_TRISIBL
(20,16),(20,11),(20,-1),0.0144099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,2),(20,-1),-0.0431962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,11),(20,2),-0.0567638 # DEPENDENCYPART_TRISIBL
(20,15),(20,11),(20,-1),-0.15802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,2),(20,-1),-0.183534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,11),(20,2),(20,-1),-0.186285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,23),-0.15722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,24),-0.0830909 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,25),-0.0726463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,26),-0.107308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,28),-0.0762645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,29),-0.176139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,30),-0.143916 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,23),(21,24),-0.0781001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,25),-0.103813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,26),-0.133366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,28),-0.0712483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,29),-0.118347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,30),-0.271386 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,24),(21,25),-0.147609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,26),-0.0389723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,28),-0.0517299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,29),-0.0864304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,30),-0.107618 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,25),(21,26),-0.0492474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,25),(21,28),-0.0620679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,25),(21,29),-0.0489775 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,25),(21,30),-0.0434144 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,26),(21,28),-0.0813381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,26),(21,29),-0.188446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,26),(21,30),-0.208759 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,28),(21,29),-0.0730165 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,28),(21,30),-0.092736 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,29),(21,30),-0.389419 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,22),(21,23),(21,24),-0.0927538 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,25),-0.102684 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,26),-0.0946009 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,28),-0.0925581 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,29),-0.0575944 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,30),-0.0703767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,24),(21,25),-0.103971 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,26),-0.125356 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,28),-0.113846 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,29),-0.071934 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,30),-0.0543632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,25),(21,26),-0.0935861 # DEPENDENCYPART_TRISIBL
(21,22),(21,25),(21,28),-0.0979454 # DEPENDENCYPART_TRISIBL
(21,22),(21,25),(21,29),-0.0582602 # DEPENDENCYPART_TRISIBL
(21,22),(21,25),(21,30),-0.0347283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,26),(21,28),-0.0752348 # DEPENDENCYPART_TRISIBL
(21,22),(21,26),(21,29),-0.0419523 # DEPENDENCYPART_TRISIBL
(21,22),(21,26),(21,30),-0.0179733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,28),(21,29),-0.0722412 # DEPENDENCYPART_TRISIBL
(21,22),(21,28),(21,30),-0.0570184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,29),(21,30),-0.0590302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,24),(21,25),-0.0923649 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,26),-0.102796 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,28),-0.0993517 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,29),-0.0952569 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,30),-0.109569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,25),(21,26),-0.101674 # DEPENDENCYPART_TRISIBL
(21,23),(21,25),(21,28),-0.0980445 # DEPENDENCYPART_TRISIBL
(21,23),(21,25),(21,29),-0.0948715 # DEPENDENCYPART_TRISIBL
(21,23),(21,25),(21,30),-0.103986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,26),(21,28),-0.0991375 # DEPENDENCYPART_TRISIBL
(21,23),(21,26),(21,29),-0.094658 # DEPENDENCYPART_TRISIBL
(21,23),(21,26),(21,30),-0.131153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,28),(21,29),-0.0952569 # DEPENDENCYPART_TRISIBL
(21,23),(21,28),(21,30),-0.109569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,29),(21,30),-0.129709 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,25),(21,26),-0.0875065 # DEPENDENCYPART_TRISIBL
(21,24),(21,25),(21,28),-0.17418 # DEPENDENCYPART_TRISIBL
(21,24),(21,25),(21,29),-0.05541 # DEPENDENCYPART_TRISIBL
(21,24),(21,25),(21,30),-0.0578454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,26),(21,28),-0.160639 # DEPENDENCYPART_TRISIBL
(21,24),(21,26),(21,29),-0.0666437 # DEPENDENCYPART_TRISIBL
(21,24),(21,26),(21,30),-0.0088041 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,28),(21,29),-0.0927268 # DEPENDENCYPART_TRISIBL
(21,24),(21,28),(21,30),-0.0229166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,29),(21,30),-0.0577116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,25),(21,26),(21,28),-0.20098 # DEPENDENCYPART_TRISIBL
(21,25),(21,26),(21,29),-0.0039179 # DEPENDENCYPART_TRISIBL
(21,25),(21,26),(21,30),-0.0553321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,25),(21,28),(21,29),-0.0513464 # DEPENDENCYPART_TRISIBL
(21,25),(21,28),(21,30),-0.0983458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,25),(21,29),(21,30),-0.0380197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,26),(21,28),(21,29),-0.0737627 # DEPENDENCYPART_TRISIBL
(21,26),(21,28),(21,30),-0.0860032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,26),(21,29),(21,30),-0.103816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,28),(21,29),(21,30),-0.0548448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,19),(21,18),-0.131478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,16),-0.145133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,11),-0.095392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,3),-0.0355813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,2),-0.056222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,-1),-0.0219706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,18),(21,16),-0.196734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,11),-0.1107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,3),-0.0492002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,2),-0.104119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,-1),-0.0626608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,16),(21,11),-0.00347317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,3),-0.0722918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,2),-0.0381779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,-1),-0.0687945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,11),(21,3),-0.0355813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,11),(21,2),-0.0538566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,11),(21,-1),-0.0402268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,3),(21,2),-0.1202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,3),(21,-1),-0.0805855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,2),(21,-1),-0.16827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,18),(21,16),-0.0792155 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,11),-0.0849336 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,3),-0.0790753 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,2),-0.0356008 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,-1),-0.13304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,16),(21,11),-0.122191 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,3),-0.0736331 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,2),-0.0653632 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,-1),-0.100295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,11),(21,3),-0.0707335 # DEPENDENCYPART_TRISIBL
(21,19),(21,11),(21,2),-0.0451749 # DEPENDENCYPART_TRISIBL
(21,19),(21,11),(21,-1),-0.0678022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,3),(21,2),-0.0635906 # DEPENDENCYPART_TRISIBL
(21,19),(21,3),(21,-1),-0.0680991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,2),(21,-1),-0.107442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,16),(21,11),-0.0827607 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,3),-0.0394917 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,2),-0.0716652 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,-1),-0.159494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,11),(21,3),-0.0401796 # DEPENDENCYPART_TRISIBL
(21,18),(21,11),(21,2),-0.0570036 # DEPENDENCYPART_TRISIBL
(21,18),(21,11),(21,-1),-0.166825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,3),(21,2),-0.0758256 # DEPENDENCYPART_TRISIBL
(21,18),(21,3),(21,-1),-0.13215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,2),(21,-1),-0.159505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,11),(21,3),-0.0639077 # DEPENDENCYPART_TRISIBL
(21,16),(21,11),(21,2),-0.0710152 # DEPENDENCYPART_TRISIBL
(21,16),(21,11),(21,-1),-0.0793787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,3),(21,2),-0.0806267 # DEPENDENCYPART_TRISIBL
(21,16),(21,3),(21,-1),-0.0555259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,2),(21,-1),-0.101354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,11),(21,3),(21,2),-0.0705671 # DEPENDENCYPART_TRISIBL
(21,11),(21,3),(21,-1),-0.0676757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,11),(21,2),(21,-1),-0.103156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,3),(21,2),(21,-1),-0.123925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,24),-0.154539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,25),-0.152861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,26),-0.216207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,28),-0.149185 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,30),-0.286126 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,24),(22,25),-0.182031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,26),-0.146471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,28),-0.121334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,30),-0.140178 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,25),(22,26),-0.121945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,25),(22,28),-0.124822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,25),(22,30),-0.187221 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,26),(22,28),-0.0616665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,26),(22,30),-0.241877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,28),(22,30),-0.141381 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,23),(22,24),(22,25),-0.0916084 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,26),-0.101777 # DEPENDENCYPART_TRISIBL
