# _root_ Here are price trends on the world 's major stock markets , as calculated by Morgan Stanley Capital International Perspective , Geneva .
#goldHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
#predictedHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
(4,13),(4,23),(4,24),-0.0859939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,14),(4,15),(4,20),-0.0974899 # DEPENDENCYPART_TRISIBL
(4,14),(4,15),(4,21),-0.141587 # DEPENDENCYPART_TRISIBL
(4,14),(4,15),(4,23),-0.0706263 # DEPENDENCYPART_TRISIBL
(4,14),(4,15),(4,24),-0.126587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,14),(4,20),(4,21),-0.116603 # DEPENDENCYPART_TRISIBL
(4,14),(4,20),(4,23),-0.0973157 # DEPENDENCYPART_TRISIBL
(4,14),(4,20),(4,24),-0.162253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,14),(4,21),(4,23),-0.0945213 # DEPENDENCYPART_TRISIBL
(4,14),(4,21),(4,24),-0.240248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,14),(4,23),(4,24),-0.202471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,20),(4,21),-0.0568007 # DEPENDENCYPART_TRISIBL
(4,15),(4,20),(4,23),-0.125674 # DEPENDENCYPART_TRISIBL
(4,15),(4,20),(4,24),-0.126156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,21),(4,23),-0.116293 # DEPENDENCYPART_TRISIBL
(4,15),(4,21),(4,24),-0.332085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,23),(4,24),-0.114605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,20),(4,21),(4,23),-0.104854 # DEPENDENCYPART_TRISIBL
(4,20),(4,21),(4,24),-0.0610458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,20),(4,23),(4,24),-0.10941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,21),(4,23),(4,24),-0.347521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,2),-0.140108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,1),-0.0607017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),-0.0154577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,1),-0.153468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,2),(4,-1),-0.238392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,1),(4,-1),-0.118072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,2),(4,1),-0.034288 # DEPENDENCYPART_TRISIBL
(4,3),(4,2),(4,-1),-0.099197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,1),(4,-1),-0.100689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,2),(4,1),(4,-1),-0.114588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.204123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.071539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.0902891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.196479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),-0.0413498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,12),-6.97159e-05 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,13),-0.235754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,14),-0.0543641 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,15),-0.281373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,20),-0.0772396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,23),-0.186862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,24),-0.123361 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.0686722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,9),-0.0967263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.219088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),-0.14744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,12),0.155938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,13),-0.0414465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,14),-0.118696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,15),-0.073258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,20),-0.0118296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,23),-0.0220993 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,24),0.269695 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),-0.0678038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,10),-0.197842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,11),-0.0906832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,12),-0.0196838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,13),-0.179418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,14),-0.104429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,15),-0.223247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,20),-0.0495969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,23),-0.159048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,24),0.0537961 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,10),-0.117483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,11),-0.0626203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,12),-0.0028194 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,13),-0.237249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,14),-0.0957486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,15),-0.264698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,20),-0.01975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,23),-0.115549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,24),0.113344 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,11),-0.152815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,12),0.163206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,13),-0.0562556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,14),-0.1174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,15),-0.0880672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,20),-0.019864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,23),-0.0271524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,24),0.245837 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,12),0.142636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,13),-0.0677382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,14),-0.125191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,15),-0.0961817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,20),-0.0428076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,23),-0.117417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,24),0.334736 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,12),(5,13),-0.415715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,14),-0.158013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,15),-0.487643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,20),0.00743101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,23),-0.19564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,24),-0.491341 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,13),(5,14),-0.124407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,15),-0.309426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,20),-0.0319749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,23),-0.270227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,24),-0.208904 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,14),(5,15),-0.250911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,20),-0.0386855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,23),-0.0946031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,24),0.0974893 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,15),(5,20),-0.0349502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,23),-0.251059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,24),-0.255779 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,20),(5,23),-0.123516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,20),(5,24),0.338321 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,23),(5,24),-0.268396 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.0896914 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.0973235 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),-0.108278 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.115571 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,12),-0.10097 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,13),-0.104464 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,14),-0.0869417 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,15),-0.101454 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,20),-0.0998878 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,23),-0.0902525 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,24),-0.155264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),-0.097375 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,10),-0.105769 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,11),-0.113195 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,12),-0.0859298 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,13),-0.103186 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,14),-0.0868683 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,15),-0.0992148 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,20),-0.099191 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,23),-0.0859901 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,24),-0.150463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,10),-0.112435 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,11),-0.116474 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,12),-0.0894264 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,13),-0.107941 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,14),-0.0869497 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,15),-0.100344 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,20),-0.0995694 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,23),-0.0849653 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,24),-0.102967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,11),-0.115571 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,12),-0.100969 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,13),-0.104464 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,14),-0.0869417 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,15),-0.101454 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,20),-0.0998819 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,23),-0.0902525 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,24),-0.155218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,12),-0.076815 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,13),-0.0990142 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,14),-0.0872758 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,15),-0.0948292 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,20),-0.0992194 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,23),-0.0914688 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,24),-0.125681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,12),(5,13),-0.11665 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,14),-0.0864658 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,15),-0.114236 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,20),-0.101417 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,23),-0.0908136 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,24),-0.0432379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,13),(5,14),-0.0868709 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,15),-0.0967424 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,20),-0.100428 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,23),-0.0662818 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,24),-0.179217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,14),(5,15),-0.0585059 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,20),-0.099624 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,23),-0.0876842 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,24),-0.126332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,15),(5,20),-0.100428 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,23),-0.0609114 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,24),-0.185695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,20),(5,23),-0.0865641 # DEPENDENCYPART_TRISIBL
(5,6),(5,20),(5,24),-0.17533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,23),(5,24),-0.171108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),-0.108037 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,10),-0.196206 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,11),-0.160205 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,12),0.00100015 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,13),-0.00817518 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,14),-0.0741197 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,15),-0.016938 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,20),-0.122243 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,23),-0.0964528 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,24),-0.111033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,10),-0.198585 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,11),-0.162849 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,12),0.00341428 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,13),-0.0116308 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,14),-0.07397 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,15),-0.0224454 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,20),-0.122479 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,23),-0.079879 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,24),-0.129812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,11),-0.172674 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,12),-0.0184915 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,13),-0.0297158 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,14),-0.067164 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,15),-0.0571454 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,20),-0.137437 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,23),-0.117017 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,24),-0.148526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,12),-0.0152755 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,13),-0.0233508 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,14),-0.0761586 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,15),-0.0321648 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,20),-0.123612 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,23),-0.0756351 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,24),-0.156693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,12),(5,13),0.113624 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,14),-0.0405636 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,15),0.0631363 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,20),-0.160579 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,23),-0.114122 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,24),-0.126952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,13),(5,14),-0.078683 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,15),-0.013614 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,20),-0.125138 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,23),-0.0772883 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,24),-0.113068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,14),(5,15),-0.0144222 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,20),-0.124005 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,23),-0.116477 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,24),-0.0964573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,15),(5,20),-0.125201 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,23),-0.0992296 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,24),-0.102432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,20),(5,23),-0.0893532 # DEPENDENCYPART_TRISIBL
(5,7),(5,20),(5,24),-0.153145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,23),(5,24),-0.0849652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,10),-0.10809 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,11),-0.0919279 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,12),-0.125896 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,13),-0.00961337 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,14),-0.0969278 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,15),-0.00760469 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,20),-0.0812287 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,23),-0.120804 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,24),-0.178547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,10),(5,11),-0.0915497 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,12),-0.135367 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,13),-0.0140217 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,14),-0.0949886 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,15),-0.0119393 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,20),-0.0800431 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,23),-0.12428 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,24),-0.209167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,11),(5,12),-0.114642 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,13),-0.0104094 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,14),-0.094984 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,15),-0.0083584 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,20),-0.0791587 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,23),-0.12328 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,24),-0.19278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,12),(5,13),-0.0176629 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,14),-0.0993182 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,15),-0.0156071 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,20),-0.0459035 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,23),-0.116609 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,24),-0.255909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,13),(5,14),-0.0949806 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,15),-0.00305757 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,20),-0.0792122 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,23),-0.118668 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,24),-0.210939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,14),(5,15),-0.00884734 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,20),-0.0791888 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,23),-0.117636 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,24),-0.198847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,15),(5,20),-0.0792088 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,23),-0.118613 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,24),-0.212543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,20),(5,23),-0.116569 # DEPENDENCYPART_TRISIBL
(5,8),(5,20),(5,24),-0.191286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,23),(5,24),-0.169324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,10),(5,11),-0.124953 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,12),-0.0841517 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,13),-0.0845676 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,14),-0.0743295 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,15),-0.106436 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,20),-0.0949606 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,23),-0.0698248 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,24),-0.0791419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,12),-0.0757462 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,13),-0.0799939 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,14),-0.0727985 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,15),-0.101715 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,20),-0.0935955 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,23),-0.0995724 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,24),-0.0698379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,12),(5,13),-0.0275929 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,14),-0.017281 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,15),-0.0801855 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,20),-0.0992476 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,23),-0.0999278 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,24),-0.092946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,13),(5,14),-0.0709314 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,15),-0.112085 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,20),-0.0806049 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,23),-0.045759 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,24),-0.0802352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,14),(5,15),-0.090647 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,20),-0.0931116 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,23),-0.0695002 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,24),-0.121834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,15),(5,20),-0.0860081 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,23),-0.068422 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,24),-0.0758195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,20),(5,23),-0.077532 # DEPENDENCYPART_TRISIBL
(5,9),(5,20),(5,24),-0.113588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
