# _root_ On the screens , only two forlorn blue figures remained , but the index had recovered a few points and was off about 140 .
#goldHeads=10,3,1,10,9,9,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
#predictedHeads=10,3,1,10,9,5,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
(3,4),(3,14),(3,15),-0.047573 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,16),-0.0197367 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,19),-0.00232795 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,23),-0.0278083 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,25),-0.119679 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,26),-0.0284481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,15),(3,16),-0.0558472 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,19),-0.00112341 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,23),-0.0130911 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,25),-0.105049 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,26),-0.111481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,16),(3,19),0.000173021 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,23),-0.0284129 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,25),-0.0459135 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,26),-0.161036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,19),(3,23),-0.0146165 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,25),-0.137952 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,26),-0.0130229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,23),(3,25),-0.088271 # DEPENDENCYPART_TRISIBL
(3,4),(3,23),(3,26),-0.2658 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,25),(3,26),-0.346901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.0779496 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.0779496 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.0961739 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),-0.103894 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,11),0.010798 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,12),-0.071622 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,14),-0.0972606 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,15),-0.109326 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,16),-0.0834751 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),-0.0962933 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,23),-0.113521 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,25),-0.0806373 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,26),-0.154178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0844107 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.106283 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.10434 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,11),0.0275126 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,12),-0.0676657 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,14),-0.100768 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,15),-0.109772 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,16),-0.0802027 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,19),-0.106401 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,23),-0.119956 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,25),-0.0615685 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,26),-0.149403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.106283 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,10),-0.10434 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,11),0.0275126 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,12),-0.0676657 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,14),-0.100768 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,15),-0.109772 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,16),-0.0802027 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,19),-0.106401 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,23),-0.119956 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,25),-0.0615685 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,26),-0.149403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),-0.104035 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,11),0.0716903 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,12),-0.0641678 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,14),-0.0975872 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,15),-0.109468 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,16),-0.0834681 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,19),-0.0955882 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,23),-0.111154 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,25),-0.0734419 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,26),-0.0561602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,11),-0.0074626 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,12),-0.0641234 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,14),-0.0973342 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,15),-0.109469 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,16),-0.0829377 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,19),-0.0963323 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,23),-0.115376 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,25),-0.0659114 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,26),-0.176526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,11),(3,12),-0.0792637 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,14),-0.0949306 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,15),-0.127242 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,16),-0.0693335 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,19),-0.0834104 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,23),-0.0942415 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,25),-0.0606959 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,26),-0.362751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,14),-0.098394 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,15),-0.109605 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,16),-0.0820329 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,19),-0.101994 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,23),-0.118464 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,25),-0.0876909 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,26),-0.158361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,15),-0.107545 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,16),-0.088155 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,19),-0.0971633 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,23),-0.113019 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,25),-0.0642329 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,26),-0.093186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,16),-0.0829393 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,19),-0.096336 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,23),-0.115804 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,25),-0.0558139 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,26),-0.164687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,16),(3,19),-0.100222 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,23),-0.119694 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,25),-0.0423231 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,26),-0.174382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,19),(3,23),-0.111154 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,25),-0.0728669 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,26),-0.0583927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,23),(3,25),-0.115881 # DEPENDENCYPART_TRISIBL
(3,5),(3,23),(3,26),-0.213664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,25),(3,26),-0.160977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.0930377 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.110625 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,10),-0.0947525 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),-0.093912 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),-0.106026 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,14),-0.0997596 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,15),-0.0976658 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,16),-0.0993411 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,19),-0.110004 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,23),-0.0939049 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,25),-0.0851651 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,26),-0.179051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.110625 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,10),-0.0947525 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,11),-0.093912 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,12),-0.106026 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,14),-0.0997596 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,15),-0.0976658 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,16),-0.0993411 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,19),-0.110004 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,23),-0.0939049 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,25),-0.0851651 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,26),-0.179051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,10),-0.0949208 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,11),-0.0973992 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,12),-0.105337 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,14),-0.102353 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,15),-0.097807 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,16),-0.097726 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,19),-0.110615 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,23),-0.0934371 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,25),-0.102882 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,26),-0.199366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,11),-0.0889652 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,12),-0.10329 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,14),-0.0987004 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,15),-0.0979084 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,16),-0.0973771 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,19),-0.109483 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,23),-0.0933135 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,25),-0.0995251 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,26),-0.155468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,12),-0.134268 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,14),-0.109338 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,15),-0.0889688 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,16),-0.128323 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,19),-0.116333 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,23),-0.0567318 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,25),-0.0981546 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,26),-0.261323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,14),-0.0919 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,15),-0.0979861 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,16),-0.0974812 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,19),-0.111787 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,23),-0.0971466 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,25),-0.074693 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,26),-0.161912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,14),(3,15),-0.0942348 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,16),-0.0976597 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,19),-0.112772 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,23),-0.0932223 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,25),-0.105805 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,26),-0.159573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,15),(3,16),-0.0973771 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,19),-0.109483 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,23),-0.0933135 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,25),-0.0995251 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,26),-0.15488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,16),(3,19),-0.109942 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,23),-0.0932798 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,25),-0.104766 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,26),-0.165632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,19),(3,23),-0.0934371 # DEPENDENCYPART_TRISIBL
(3,6),(3,19),(3,25),-0.104685 # DEPENDENCYPART_TRISIBL
(3,6),(3,19),(3,26),-0.198935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,23),(3,25),-0.104278 # DEPENDENCYPART_TRISIBL
(3,6),(3,23),(3,26),-0.179215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,25),(3,26),-0.143849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),-0.117314 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,10),-0.113064 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,11),-0.0546235 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,12),-0.0884934 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,14),-0.104088 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,15),-0.10984 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,16),-0.0667542 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,19),-0.117355 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,23),-0.0878396 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,25),-0.0856583 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,26),-0.157297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,10),-0.112955 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,11),-0.0635501 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,12),-0.0946908 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,14),-0.11065 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,15),-0.109676 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,16),-0.0680767 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,19),-0.115728 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,23),-0.0883624 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,25),-0.0988124 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,26),-0.0956564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,11),-0.0593546 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,12),-0.0972676 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,14),-0.106649 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,15),-0.109096 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,16),-0.0669263 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,19),-0.114659 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,23),-0.0873106 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,25),-0.0853518 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,26),-0.112212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,11),(3,12),-0.0982922 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,14),-0.114163 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,15),-0.124936 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,16),0.00901229 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,19),-0.0907728 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,23),-0.0988358 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,25),-0.102681 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,26),-0.155047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,14),-0.109741 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,15),-0.109211 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,16),-0.068181 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,19),-0.116206 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,23),-0.0808657 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,25),-0.0657078 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,26),-0.107376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,14),(3,15),-0.114743 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,16),-0.0688762 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,19),-0.117376 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,23),-0.0881895 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,25),-0.0726018 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,26),-0.151629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,15),(3,16),-0.0669266 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,19),-0.11466 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,23),-0.0873106 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,25),-0.0847215 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,26),-0.115209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,16),(3,19),-0.114971 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,23),-0.0872842 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,25),-0.0725475 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,26),-0.142302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,19),(3,23),-0.0883624 # DEPENDENCYPART_TRISIBL
(3,7),(3,19),(3,25),-0.0988107 # DEPENDENCYPART_TRISIBL
(3,7),(3,19),(3,26),-0.0956594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,23),(3,25),-0.0843939 # DEPENDENCYPART_TRISIBL
(3,7),(3,23),(3,26),-0.119256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,25),(3,26),-0.123111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,10),-0.112955 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,11),-0.0635506 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,12),-0.0946908 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,14),-0.11065 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,15),-0.109676 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,16),-0.0680767 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,19),-0.11573 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,23),-0.0883624 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,25),-0.0988154 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,26),-0.0955401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,10),(3,11),-0.0593551 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,12),-0.0972676 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,14),-0.106649 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,15),-0.109096 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,16),-0.0669263 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,19),-0.114661 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,23),-0.0873106 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,25),-0.0853548 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,26),-0.112073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,11),(3,12),-0.0982922 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,14),-0.114163 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,15),-0.124937 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,16),0.00901229 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,19),-0.0907748 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,23),-0.0988358 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,25),-0.102684 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,26),-0.155122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,12),(3,14),-0.109741 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,15),-0.109212 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,16),-0.068181 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,19),-0.116208 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,23),-0.0808657 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,25),-0.0657108 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,26),-0.107239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,14),(3,15),-0.114743 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,16),-0.0688762 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,19),-0.117378 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,23),-0.0881895 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,25),-0.0726049 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,26),-0.15149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,15),(3,16),-0.0669266 # DEPENDENCYPART_TRISIBL
(3,8),(3,15),(3,19),-0.114662 # DEPENDENCYPART_TRISIBL
(3,8),(3,15),(3,23),-0.0873106 # DEPENDENCYPART_TRISIBL
(3,8),(3,15),(3,25),-0.0847245 # DEPENDENCYPART_TRISIBL
(3,8),(3,15),(3,26),-0.115071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,16),(3,19),-0.114973 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,23),-0.0872842 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,25),-0.0725506 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,26),-0.142163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,19),(3,23),-0.0883624 # DEPENDENCYPART_TRISIBL
(3,8),(3,19),(3,25),-0.0988138 # DEPENDENCYPART_TRISIBL
(3,8),(3,19),(3,26),-0.0955431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,23),(3,25),-0.0843969 # DEPENDENCYPART_TRISIBL
(3,8),(3,23),(3,26),-0.120497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,25),(3,26),-0.12308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,10),(3,11),-0.0367701 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,12),-0.0435289 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,14),-0.127116 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,15),-0.0912369 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,16),-0.0925072 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,19),-0.162073 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,23),-0.0797641 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,25),-0.0569589 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,26),-0.0840694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,11),(3,12),-0.0775151 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,14),-0.168269 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,15),-0.0691574 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,16),-0.0913193 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,19),-0.207524 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,23),-0.055424 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,25),-0.0938929 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,26),-0.0607615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,12),(3,14),-0.140375 # DEPENDENCYPART_TRISIBL
