# _root_ `` It 's falling like a stone , '' said Danny Linger , a pit trader who was standing outside the London International Financial Futures Exchange .
#goldHeads=10,3,10,3,4,7,5,10,10,0,12,10,12,16,16,12,18,16,18,19,26,26,26,26,26,20,10,
#predictedHeads=10,3,10,3,4,7,5,10,10,0,12,10,12,16,16,12,18,16,18,19,26,26,26,26,26,20,10,
(18,16),(18,13),(18,-1),-0.122367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,12),(18,11),-0.113767 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,9),-0.0807548 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,8),0.0347867 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,7),-0.171235 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,5),-0.101229 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,4),-0.0636322 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,3),-0.0812254 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,1),-0.0327958 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,-1),-0.070358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,11),(18,9),-0.0807548 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,8),0.0347867 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,7),-0.171235 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,5),-0.101229 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,4),-0.0636322 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,3),-0.0812254 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,1),-0.0327958 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,-1),-0.070358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,9),(18,8),0.190197 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,7),-0.147165 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,5),-0.0847744 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,4),-0.0630211 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,3),-0.0696424 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,1),-0.0631934 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,-1),-0.082758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,8),(18,7),-0.135415 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,5),0.050785 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,4),-0.0214846 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,3),-0.044295 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,1),-0.0580244 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,-1),-0.122367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,7),(18,5),-0.118091 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,4),-0.0789639 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,3),-0.0790214 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,1),-0.0405472 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,-1),-0.0557158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,5),(18,4),-0.0618457 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,3),-0.0753651 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,1),-0.0419085 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,-1),0.0248208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,4),(18,3),-0.0776294 # DEPENDENCYPART_TRISIBL
(18,16),(18,4),(18,1),-0.0578234 # DEPENDENCYPART_TRISIBL
(18,16),(18,4),(18,-1),-0.0238133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,3),(18,1),-0.0621678 # DEPENDENCYPART_TRISIBL
(18,16),(18,3),(18,-1),-0.0731752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,1),(18,-1),-0.0591491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,13),(18,12),-0.143728 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,11),-0.143728 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,9),-0.103397 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,8),-0.0173443 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,7),-0.132494 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,5),0.0462003 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,4),-0.021484 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,3),-0.0364106 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,1),-0.0580244 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,-1),-0.11854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,12),(18,11),-0.115961 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,9),-0.0807548 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,8),0.033308 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,7),-0.169774 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,5),-0.103501 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,4),-0.0636319 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,3),-0.0772831 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,1),-0.0327958 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,-1),-0.063054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,11),(18,9),-0.0807548 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,8),0.033308 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,7),-0.169774 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,5),-0.103501 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,4),-0.0636319 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,3),-0.0772831 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,1),-0.0327958 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,-1),-0.063054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,9),(18,8),0.187351 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,7),-0.145704 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,5),-0.087058 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,4),-0.0630208 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,3),-0.0657002 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,1),-0.0631934 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,-1),-0.0763781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,8),(18,7),-0.132494 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,5),0.0462003 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,4),-0.021484 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,3),-0.0364106 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,1),-0.0580244 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,-1),-0.11854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,7),(18,5),-0.120375 # DEPENDENCYPART_TRISIBL
(18,15),(18,7),(18,4),-0.0789636 # DEPENDENCYPART_TRISIBL
(18,15),(18,7),(18,3),-0.0750792 # DEPENDENCYPART_TRISIBL
(18,15),(18,7),(18,1),-0.0405472 # DEPENDENCYPART_TRISIBL
(18,15),(18,7),(18,-1),-0.0493608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,5),(18,4),-0.0618454 # DEPENDENCYPART_TRISIBL
(18,15),(18,5),(18,3),-0.0714227 # DEPENDENCYPART_TRISIBL
(18,15),(18,5),(18,1),-0.0419085 # DEPENDENCYPART_TRISIBL
(18,15),(18,5),(18,-1),0.0370018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,4),(18,3),-0.0736871 # DEPENDENCYPART_TRISIBL
(18,15),(18,4),(18,1),-0.0578234 # DEPENDENCYPART_TRISIBL
(18,15),(18,4),(18,-1),-0.0175978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,3),(18,1),-0.0621678 # DEPENDENCYPART_TRISIBL
(18,15),(18,3),(18,-1),-0.0669595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,1),(18,-1),-0.0529828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,12),(18,11),-0.134041 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,9),0.0484157 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,8),0.0451038 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,7),-0.134854 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,5),0.192432 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,4),-0.0715341 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,3),-0.102774 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,1),0.143152 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,-1),-0.0219062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,11),(18,9),0.0484157 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,8),0.0451038 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,7),-0.134854 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,5),0.192432 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,4),-0.0715341 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,3),-0.102774 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,1),0.143152 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,-1),-0.0219062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,9),(18,8),0.0872292 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,7),-0.134937 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,5),0.0344999 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,4),-0.0918705 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,3),-0.0964534 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,1),0.132171 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,-1),-0.0179681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,8),(18,7),-0.149821 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,5),-0.0278337 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,4),-0.0943809 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,3),-0.0973713 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,1),0.145974 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,-1),-0.122521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,7),(18,5),0.120475 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,4),-0.0972741 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,3),-0.0990133 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,1),0.0896066 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,-1),0.0457166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,5),(18,4),-0.106106 # DEPENDENCYPART_TRISIBL
(18,13),(18,5),(18,3),-0.0992044 # DEPENDENCYPART_TRISIBL
(18,13),(18,5),(18,1),0.171539 # DEPENDENCYPART_TRISIBL
(18,13),(18,5),(18,-1),0.144758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,4),(18,3),-0.0963723 # DEPENDENCYPART_TRISIBL
(18,13),(18,4),(18,1),0.149746 # DEPENDENCYPART_TRISIBL
(18,13),(18,4),(18,-1),0.027303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,3),(18,1),0.318855 # DEPENDENCYPART_TRISIBL
(18,13),(18,3),(18,-1),0.137406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,1),(18,-1),-0.0998437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,11),(18,9),-0.110297 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,8),-0.0465174 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,7),-0.149118 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,5),-0.0766105 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,4),-0.0387871 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,3),-0.0616449 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,1),-0.0762578 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,-1),-0.0973915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,9),(18,8),0.192953 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,7),-0.131734 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,5),-0.0805497 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,4),-0.046969 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,3),-0.0793516 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,1),-0.106331 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,-1),-0.105686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,8),(18,7),-0.15231 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,5),0.0298319 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,4),-0.0139032 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,3),0.0346024 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,1),-0.103364 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,-1),-0.123793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,7),(18,5),-0.100635 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,4),-0.0443717 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,3),-0.0566818 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,1),-0.112876 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,-1),-0.0814094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,5),(18,4),-0.0517635 # DEPENDENCYPART_TRISIBL
(18,12),(18,5),(18,3),-0.0572193 # DEPENDENCYPART_TRISIBL
(18,12),(18,5),(18,1),-0.104521 # DEPENDENCYPART_TRISIBL
(18,12),(18,5),(18,-1),0.0152089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,4),(18,3),-0.0543094 # DEPENDENCYPART_TRISIBL
(18,12),(18,4),(18,1),-0.100636 # DEPENDENCYPART_TRISIBL
(18,12),(18,4),(18,-1),-0.0489679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,3),(18,1),-0.107645 # DEPENDENCYPART_TRISIBL
(18,12),(18,3),(18,-1),-0.033331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,1),(18,-1),-0.127885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,9),(18,8),0.192952 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,7),-0.131754 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,5),-0.0805497 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,4),-0.046969 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,3),-0.0793516 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,1),-0.106331 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,-1),-0.106049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,8),(18,7),-0.15233 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,5),0.0298319 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,4),-0.0139032 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,3),0.0346024 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,1),-0.103364 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,-1),-0.124156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,7),(18,5),-0.100635 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,4),-0.0443717 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,3),-0.0566818 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,1),-0.112876 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,-1),-0.0817724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,5),(18,4),-0.0517635 # DEPENDENCYPART_TRISIBL
(18,11),(18,5),(18,3),-0.0572193 # DEPENDENCYPART_TRISIBL
(18,11),(18,5),(18,1),-0.104521 # DEPENDENCYPART_TRISIBL
(18,11),(18,5),(18,-1),0.0148459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,4),(18,3),-0.0543094 # DEPENDENCYPART_TRISIBL
(18,11),(18,4),(18,1),-0.100636 # DEPENDENCYPART_TRISIBL
(18,11),(18,4),(18,-1),-0.0493309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,3),(18,1),-0.107645 # DEPENDENCYPART_TRISIBL
(18,11),(18,3),(18,-1),-0.033694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,1),(18,-1),-0.128248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,8),(18,7),-0.0972122 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,5),-0.0901004 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,4),-0.147698 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,3),0.322413 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,1),-0.105782 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,-1),0.0375213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,7),(18,5),-0.115194 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,4),-0.0987044 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,3),0.0573669 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,1),0.0429754 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,-1),-0.272882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,5),(18,4),-0.0987409 # DEPENDENCYPART_TRISIBL
(18,9),(18,5),(18,3),0.0595418 # DEPENDENCYPART_TRISIBL
(18,9),(18,5),(18,1),-0.0297729 # DEPENDENCYPART_TRISIBL
(18,9),(18,5),(18,-1),-0.210862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,4),(18,3),0.0567411 # DEPENDENCYPART_TRISIBL
(18,9),(18,4),(18,1),0.00402568 # DEPENDENCYPART_TRISIBL
(18,9),(18,4),(18,-1),-0.206799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,3),(18,1),0.0713351 # DEPENDENCYPART_TRISIBL
(18,9),(18,3),(18,-1),-0.216401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,1),(18,-1),-0.19182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,7),(18,5),0.120475 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,4),-0.0972741 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,3),-0.0990133 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,1),0.0896066 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,-1),0.0457166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,5),(18,4),-0.106106 # DEPENDENCYPART_TRISIBL
(18,8),(18,5),(18,3),-0.0992044 # DEPENDENCYPART_TRISIBL
(18,8),(18,5),(18,1),0.171539 # DEPENDENCYPART_TRISIBL
(18,8),(18,5),(18,-1),0.144758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,4),(18,3),-0.0963723 # DEPENDENCYPART_TRISIBL
(18,8),(18,4),(18,1),0.149746 # DEPENDENCYPART_TRISIBL
(18,8),(18,4),(18,-1),0.027303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,3),(18,1),0.318855 # DEPENDENCYPART_TRISIBL
(18,8),(18,3),(18,-1),0.137406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,1),(18,-1),-0.0998437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,5),(18,4),-0.0618453 # DEPENDENCYPART_TRISIBL
(18,7),(18,5),(18,3),-0.0714227 # DEPENDENCYPART_TRISIBL
(18,7),(18,5),(18,1),-0.0419085 # DEPENDENCYPART_TRISIBL
(18,7),(18,5),(18,-1),0.0388875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,4),(18,3),-0.0736871 # DEPENDENCYPART_TRISIBL
(18,7),(18,4),(18,1),-0.0578234 # DEPENDENCYPART_TRISIBL
(18,7),(18,4),(18,-1),-0.0157101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,3),(18,1),-0.0621678 # DEPENDENCYPART_TRISIBL
(18,7),(18,3),(18,-1),-0.0650719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,1),(18,-1),-0.0510461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,5),(18,4),(18,3),-0.109317 # DEPENDENCYPART_TRISIBL
(18,5),(18,4),(18,1),-0.0671357 # DEPENDENCYPART_TRISIBL
(18,5),(18,4),(18,-1),-0.0502016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,5),(18,3),(18,1),-0.0753859 # DEPENDENCYPART_TRISIBL
(18,5),(18,3),(18,-1),-0.0864618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,5),(18,1),(18,-1),-0.0486404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,4),(18,3),(18,1),-0.084652 # DEPENDENCYPART_TRISIBL
(18,4),(18,3),(18,-1),-0.109878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,4),(18,1),(18,-1),-0.052774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,3),(18,1),(18,-1),0.079439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.159234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),-0.189705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.18931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.1898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,25),-0.19106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,26),-0.190181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,28),-0.201792 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.1862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,23),-0.185894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.186245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,25),-0.186676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,26),-0.18586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,28),-0.209566 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,23),-0.211284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,24),-0.211562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,25),-0.212489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,26),-0.21183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,28),-0.0136856 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,24),-0.212502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,25),-0.213429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,26),-0.212771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,28),-0.0165487 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,25),-0.212564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,26),-0.211905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,28),-0.0280416 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,25),(19,26),-0.211828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,28),-0.0494269 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,26),(19,28),-0.0201023 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.08439 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,23),-0.083669 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.0841029 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,25),-0.0847287 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,26),-0.0847555 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,28),-0.149162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,23),-0.0872418 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,24),-0.087674 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,25),-0.0883015 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,26),-0.0883317 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,28),-0.103016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,24),-0.0876484 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,25),-0.0882759 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,26),-0.0883061 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,28),-0.101854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,25),-0.0882678 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,26),-0.088298 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,28),-0.101883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,25),(19,26),-0.0882978 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,28),-0.0997832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,26),(19,28),-0.102781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,23),-0.101149 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,24),-0.101142 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,25),-0.101215 # DEPENDENCYPART_TRISIBL
