# _root_ `` They all went in the wrong direction , '' said Andreas Insam , an investment adviser for the Bank in Liechtenstein 's Frankfurt branch .
#goldHeads=11,4,2,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,18,17,25,22,25,21,11,
#predictedHeads=11,4,4,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,25,20,21,20,25,18,11,
(5,7),(5,11),(5,27),-0.113674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,13),(5,14),-0.0766515 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,17),-0.116052 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,27),-0.119533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,14),(5,17),-0.126001 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,27),-0.106486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,17),(5,27),-0.0840634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,10),-0.048192 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,11),0.0160499 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,13),-0.175385 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,14),-0.0216785 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,17),-0.34043 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,27),-0.0650388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,10),(5,11),-0.0804832 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,13),-0.134901 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,14),-0.0018001 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,17),-0.202848 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,27),8.26237e-05 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,11),(5,13),-0.134165 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,14),0.00450558 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,17),-0.202928 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,27),-0.0350348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,13),(5,14),0.0461418 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,17),-0.211381 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,27),-0.109896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,14),(5,17),-0.34043 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,27),-0.0650388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,17),(5,27),-0.0982767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,10),(5,11),-0.0658444 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,13),-0.052961 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,14),0.039534 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,17),0.0336388 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,27),-0.185262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,13),-0.0597914 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,14),0.0864715 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,17),-0.0461273 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,27),-0.13347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,13),(5,14),0.0781545 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,17),-0.0360864 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,27),-0.136641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,14),(5,17),-0.0854485 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,27),-0.315931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,17),(5,27),-0.156781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,11),(5,13),-0.0726358 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,14),0.0730348 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,17),-0.0554458 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,27),-0.109379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,13),(5,14),0.0522022 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,17),-0.0559075 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,27),-0.0610426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,14),(5,17),-0.0421614 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,27),-0.20441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,17),(5,27),-0.0675628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,13),(5,14),-0.102242 # DEPENDENCYPART_TRISIBL
(5,11),(5,13),(5,17),-0.0955501 # DEPENDENCYPART_TRISIBL
(5,11),(5,13),(5,27),-0.0218669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,14),(5,17),-0.110837 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,27),-0.0391694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,17),(5,27),-0.0310861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,14),(5,17),-0.190028 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,27),-0.0262545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,17),(5,27),-0.11738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,17),(5,27),-0.156781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),-0.195264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,2),-0.057083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,1),-0.121437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.238979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.0384693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,1),-0.0876252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),-0.185067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,1),-0.102918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,2),(5,-1),-0.242649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,1),(5,-1),-0.413202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,3),(5,2),-0.0708305 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,1),-0.0618732 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,-1),-0.129378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,2),(5,1),-0.0438916 # DEPENDENCYPART_TRISIBL
(5,4),(5,2),(5,-1),-0.120701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,1),(5,-1),-0.0548946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,2),(5,1),-0.0789383 # DEPENDENCYPART_TRISIBL
(5,3),(5,2),(5,-1),-0.109184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,1),(5,-1),-0.0859533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,2),(5,1),(5,-1),-0.113103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,9),(7,10),-0.218448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,14),-0.113928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,27),-0.566087 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,14),-0.0785152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,27),-0.365427 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,14),(7,27),-0.566087 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,9),(7,10),(7,14),0.16155 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,27),-0.187103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,14),(7,27),-0.280065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,14),(7,27),-0.214979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,3),-0.125679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,2),-0.0852987 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,1),-0.0621261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.192028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,2),-0.074077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,1),-0.0651639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),-0.252687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,2),(7,1),-0.094783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,2),(7,-1),-0.191116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,1),(7,-1),-0.264473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,2),-0.0676827 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,1),-0.0907267 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,-1),-0.110353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,2),(7,1),-0.0838228 # DEPENDENCYPART_TRISIBL
(7,6),(7,2),(7,-1),-0.131986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,1),(7,-1),-0.0441711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,2),(7,1),-0.0789411 # DEPENDENCYPART_TRISIBL
(7,3),(7,2),(7,-1),-0.108421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,1),(7,-1),-0.0596587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,2),(7,1),(7,-1),-0.110031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.0913779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.255723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.0229924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.0247869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.165125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,17),-0.0600399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),-0.440108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,20),-0.0485264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,25),-0.0784714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,27),-0.766618 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.162947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,12),-0.175409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.176307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),-0.0860631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,17),-0.315888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,18),-0.133082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,20),-0.196012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,25),-0.323568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,27),-0.275589 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,12),-0.0961843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,13),-0.0970816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,14),0.0105007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,17),-0.201091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,18),-0.108351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,20),-0.116591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,25),-0.208772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,27),-0.0643281 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.189409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,14),-0.23572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,17),-0.205474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,18),-0.0468973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,20),-0.208832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,25),-0.212043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,27),-0.199072 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,14),-0.235608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,17),-0.205474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,18),-0.0468973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,20),-0.208832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,25),-0.212043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,27),-0.199023 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,17),-0.0600399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,18),-0.440108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,20),-0.0485264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,25),-0.0784714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,27),-0.766618 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,17),(8,18),-0.0824524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,20),-0.142178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,25),-0.240559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,27),-0.169334 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,18),(8,20),-0.212375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,25),-0.214756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,27),-0.110159 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,20),(8,25),-0.212771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,20),(8,27),-0.224945 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,25),(8,27),-0.165671 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.0462119 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,12),0.049466 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,13),0.0494662 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,14),0.288013 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,17),0.224398 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,18),0.0436813 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,20),0.055368 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,25),0.224527 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,27),-0.211945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,12),-0.0107896 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,13),-0.0107894 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,14),0.50744 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,17),0.0246512 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,18),-0.068002 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,20),-0.00458794 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,25),0.0247689 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,27),-0.168035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,13),-0.00840437 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,14),0.601731 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,17),0.000509634 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,18),-0.127356 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,20),-0.00230556 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,25),0.000633361 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,27),-0.0918307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,14),0.602207 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,17),0.000526727 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,18),-0.127356 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,20),-0.00230556 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,25),0.000650454 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,27),-0.0932145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,14),(8,17),-0.0189301 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,18),-0.109862 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,20),-0.0124411 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,25),-0.0188123 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,27),-0.398667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,17),(8,18),0.0180613 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,20),-0.0193657 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,25),-0.0483687 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,27),-0.0366044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,18),(8,20),0.000421516 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,25),0.00196484 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,27),-0.138113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,20),(8,25),0.000527848 # DEPENDENCYPART_TRISIBL
(8,9),(8,20),(8,27),-0.0920654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,25),(8,27),-0.0462775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,11),(8,12),-0.0654384 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,13),-0.0654384 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,14),0.167728 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,17),-0.0193511 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,18),-0.0897623 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,20),-0.0654386 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,25),-0.0192605 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,27),-0.0981214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,13),-0.0663168 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,14),0.172036 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,17),-0.0196217 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,18),-0.0767446 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,20),-0.0663169 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,25),-0.0195311 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,27),-0.0943649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,13),(8,14),0.172036 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,17),-0.0196217 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,18),-0.0767446 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,20),-0.0663169 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,25),-0.0195311 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,27),-0.0943649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,14),(8,17),0.0201211 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,18),-0.103991 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,20),-0.0782587 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,25),0.0203019 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,27),-0.278793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,17),(8,18),-0.0647252 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,20),-0.0656027 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,25),-0.0171384 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,27),-0.150967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,18),(8,20),-0.0520708 # DEPENDENCYPART_TRISIBL
(8,10),(8,18),(8,25),-0.0416456 # DEPENDENCYPART_TRISIBL
(8,10),(8,18),(8,27),-0.163245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,20),(8,25),-0.0195311 # DEPENDENCYPART_TRISIBL
(8,10),(8,20),(8,27),-0.0948263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,25),(8,27),-0.15096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,12),(8,13),-0.067237 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,14),-0.106135 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,17),-0.0952543 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,18),-0.0747517 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,20),-0.0672371 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,25),-0.0952543 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,27),-0.0519502 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,13),(8,14),-0.106135 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,17),-0.0952543 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,18),-0.0747517 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,20),-0.0672371 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,25),-0.0952543 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,27),-0.0519502 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,14),(8,17),-0.125973 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,18),-0.0235544 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,20),-0.0293502 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,25),-0.125973 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,27),-0.0537419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,17),(8,18),-0.0774413 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,20),-0.0672441 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,25),-0.095407 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,27),-0.0843453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,18),(8,20),-0.0684793 # DEPENDENCYPART_TRISIBL
(8,11),(8,18),(8,25),-0.0956291 # DEPENDENCYPART_TRISIBL
(8,11),(8,18),(8,27),-0.0672006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,20),(8,25),-0.0952543 # DEPENDENCYPART_TRISIBL
(8,11),(8,20),(8,27),-0.052042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,25),(8,27),-0.0843453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,13),(8,14),-0.0824209 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,17),-0.16133 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,18),-0.118193 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,20),-0.132248 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,25),-0.158177 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,27),-0.203101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,14),(8,17),-0.237246 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,18),-0.128731 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,20),-0.178956 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,25),-0.230909 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,27),-0.0594307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,17),(8,18),-0.117332 # DEPENDENCYPART_TRISIBL
(8,12),(8,17),(8,20),-0.131839 # DEPENDENCYPART_TRISIBL
(8,12),(8,17),(8,25),-0.166507 # DEPENDENCYPART_TRISIBL
(8,12),(8,17),(8,27),-0.21073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,18),(8,20),-0.141411 # DEPENDENCYPART_TRISIBL
(8,12),(8,18),(8,25),-0.162565 # DEPENDENCYPART_TRISIBL
(8,12),(8,18),(8,27),-0.206834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,20),(8,25),-0.158206 # DEPENDENCYPART_TRISIBL
(8,12),(8,20),(8,27),-0.204239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,25),(8,27),-0.209575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,14),(8,17),-0.236563 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,18),-0.128731 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,20),-0.178956 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,25),-0.230226 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,27),-0.0585897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,17),(8,18),-0.117332 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,20),-0.131839 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,25),-0.166165 # DEPENDENCYPART_TRISIBL
