# _root_ The carnage on the Chicago Board Options Exchange , the nation 's major options market , was heavy after the trading in S&P 100 stock-index options was halted Friday .
#goldHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
#predictedHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
(2,5),(2,17),(2,22),-0.0926022 # DEPENDENCYPART_TRISIBL
(2,5),(2,17),(2,30),-0.0958275 # DEPENDENCYPART_TRISIBL
(2,5),(2,17),(2,31),-0.188162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,18),(2,19),-0.0931825 # DEPENDENCYPART_TRISIBL
(2,5),(2,18),(2,22),-0.0774712 # DEPENDENCYPART_TRISIBL
(2,5),(2,18),(2,30),-0.0799023 # DEPENDENCYPART_TRISIBL
(2,5),(2,18),(2,31),-0.155131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,19),(2,22),-0.0819696 # DEPENDENCYPART_TRISIBL
(2,5),(2,19),(2,30),-0.100602 # DEPENDENCYPART_TRISIBL
(2,5),(2,19),(2,31),-0.191811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,22),(2,30),-0.0913492 # DEPENDENCYPART_TRISIBL
(2,5),(2,22),(2,31),-0.213642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,30),(2,31),-0.138991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,7),(2,8),-0.130387 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,9),-0.0857593 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,11),-0.157801 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,12),-0.0836017 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,15),-0.158289 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,16),-0.0857593 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,17),-0.093272 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,18),-0.101199 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,19),-0.108688 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,22),-0.0998995 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,30),-0.0906154 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,31),-0.203017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,8),(2,9),-0.0857603 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,11),-0.157803 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,12),-0.0836017 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,15),-0.15829 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,16),-0.0857603 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,17),-0.0936974 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,18),-0.101199 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,19),-0.108688 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,22),-0.0998995 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,30),-0.0906155 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,31),-0.20305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,9),(2,11),-0.230846 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,12),-0.0813228 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,15),-0.231336 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,16),-0.075667 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,17),-0.015281 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,18),-0.114332 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,19),-0.109319 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,22),-0.102058 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,30),-0.109286 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,31),-0.0602909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,11),(2,12),-0.0835525 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,15),-0.166711 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,16),-0.0518317 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,17),-0.0962521 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,18),-0.101797 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,19),-0.113432 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,22),-0.107691 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,30),-0.0774172 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,31),-0.205228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,12),(2,15),-0.155526 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,16),-0.070835 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,17),-0.0900658 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,18),-0.100842 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,19),-0.104319 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,22),-0.0940281 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,30),-0.0934384 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,31),-0.178092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,15),(2,16),-0.0518326 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,17),-0.0962521 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,18),-0.101797 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,19),-0.113433 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,22),-0.107692 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,30),-0.077576 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,31),-0.206966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,16),(2,17),-0.015281 # DEPENDENCYPART_TRISIBL
(2,6),(2,16),(2,18),-0.114332 # DEPENDENCYPART_TRISIBL
(2,6),(2,16),(2,19),-0.109319 # DEPENDENCYPART_TRISIBL
(2,6),(2,16),(2,22),-0.102058 # DEPENDENCYPART_TRISIBL
(2,6),(2,16),(2,30),-0.109286 # DEPENDENCYPART_TRISIBL
(2,6),(2,16),(2,31),-0.0602909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,17),(2,18),-0.100862 # DEPENDENCYPART_TRISIBL
(2,6),(2,17),(2,19),-0.105439 # DEPENDENCYPART_TRISIBL
(2,6),(2,17),(2,22),-0.0951677 # DEPENDENCYPART_TRISIBL
(2,6),(2,17),(2,30),-0.100024 # DEPENDENCYPART_TRISIBL
(2,6),(2,17),(2,31),-0.19059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,18),(2,19),-0.0957461 # DEPENDENCYPART_TRISIBL
(2,6),(2,18),(2,22),-0.0800348 # DEPENDENCYPART_TRISIBL
(2,6),(2,18),(2,30),-0.0825541 # DEPENDENCYPART_TRISIBL
(2,6),(2,18),(2,31),-0.157077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,19),(2,22),-0.0848019 # DEPENDENCYPART_TRISIBL
(2,6),(2,19),(2,30),-0.103562 # DEPENDENCYPART_TRISIBL
(2,6),(2,19),(2,31),-0.196644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,22),(2,30),-0.0943094 # DEPENDENCYPART_TRISIBL
(2,6),(2,22),(2,31),-0.218475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,30),(2,31),-0.142337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,8),(2,9),-0.0842515 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,11),-0.159136 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,12),-0.0835942 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,15),-0.159624 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,16),-0.0842515 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,17),-0.0936559 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,18),-0.1012 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,19),-0.109584 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,22),-0.100795 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,30),-0.0931771 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,31),-0.213008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,9),(2,11),-0.232843 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,12),-0.0813077 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,15),-0.233334 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,16),-0.0741785 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,17),-0.0152019 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,18),-0.114334 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,19),-0.110489 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,22),-0.103228 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,30),-0.11185 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,31),-0.0695206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,11),(2,12),-0.0835449 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,15),-0.168037 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,16),-0.0503441 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,17),-0.0962083 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,18),-0.101798 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,19),-0.113605 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,22),-0.107864 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,30),-0.0799444 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,31),-0.21919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,12),(2,15),-0.156852 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,16),-0.0693458 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,17),-0.0900244 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,18),-0.100843 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,19),-0.105246 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,22),-0.0949549 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,30),-0.0960026 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,31),-0.187767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,15),(2,16),-0.050345 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,17),-0.0962083 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,18),-0.101798 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,19),-0.113606 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,22),-0.107865 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,30),-0.0801032 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,31),-0.220928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,16),(2,17),-0.0152019 # DEPENDENCYPART_TRISIBL
(2,7),(2,16),(2,18),-0.114334 # DEPENDENCYPART_TRISIBL
(2,7),(2,16),(2,19),-0.110489 # DEPENDENCYPART_TRISIBL
(2,7),(2,16),(2,22),-0.103228 # DEPENDENCYPART_TRISIBL
(2,7),(2,16),(2,30),-0.11185 # DEPENDENCYPART_TRISIBL
(2,7),(2,16),(2,31),-0.0695206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,17),(2,18),-0.100863 # DEPENDENCYPART_TRISIBL
(2,7),(2,17),(2,19),-0.106364 # DEPENDENCYPART_TRISIBL
(2,7),(2,17),(2,22),-0.0960928 # DEPENDENCYPART_TRISIBL
(2,7),(2,17),(2,30),-0.104816 # DEPENDENCYPART_TRISIBL
(2,7),(2,17),(2,31),-0.199772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,18),(2,19),-0.0966729 # DEPENDENCYPART_TRISIBL
(2,7),(2,18),(2,22),-0.0809616 # DEPENDENCYPART_TRISIBL
(2,7),(2,18),(2,30),-0.0851184 # DEPENDENCYPART_TRISIBL
(2,7),(2,18),(2,31),-0.166741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,19),(2,22),-0.086517 # DEPENDENCYPART_TRISIBL
(2,7),(2,19),(2,30),-0.105885 # DEPENDENCYPART_TRISIBL
(2,7),(2,19),(2,31),-0.215061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,22),(2,30),-0.0966328 # DEPENDENCYPART_TRISIBL
(2,7),(2,22),(2,31),-0.236892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,30),(2,31),-0.14922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,9),(2,11),-0.23263 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,12),-0.0813077 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,15),-0.233121 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,16),-0.0728069 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,17),-0.0155104 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,18),-0.114508 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,19),-0.108139 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,22),-0.100878 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,30),-0.108849 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,31),-0.0673088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,11),(2,12),-0.0835449 # DEPENDENCYPART_TRISIBL
(2,8),(2,11),(2,15),-0.168322 # DEPENDENCYPART_TRISIBL
(2,8),(2,11),(2,16),-0.0473037 # DEPENDENCYPART_TRISIBL
(2,8),(2,11),(2,17),-0.0963929 # DEPENDENCYPART_TRISIBL
(2,8),(2,11),(2,18),-0.101885 # DEPENDENCYPART_TRISIBL
(2,8),(2,11),(2,19),-0.112084 # DEPENDENCYPART_TRISIBL
(2,8),(2,11),(2,22),-0.106343 # DEPENDENCYPART_TRISIBL
(2,8),(2,11),(2,30),-0.0786616 # DEPENDENCYPART_TRISIBL
(2,8),(2,11),(2,31),-0.216184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,12),(2,15),-0.156993 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,16),-0.0679749 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,17),-0.0902089 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,18),-0.10093 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,19),-0.103083 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,22),-0.0927914 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,30),-0.0930019 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,31),-0.183333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,15),(2,16),-0.0473046 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,17),-0.0963929 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,18),-0.101885 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,19),-0.112085 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,22),-0.106344 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,30),-0.0788204 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,31),-0.217922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,16),(2,17),-0.0155104 # DEPENDENCYPART_TRISIBL
(2,8),(2,16),(2,18),-0.114508 # DEPENDENCYPART_TRISIBL
(2,8),(2,16),(2,19),-0.108139 # DEPENDENCYPART_TRISIBL
(2,8),(2,16),(2,22),-0.100878 # DEPENDENCYPART_TRISIBL
(2,8),(2,16),(2,30),-0.108849 # DEPENDENCYPART_TRISIBL
(2,8),(2,16),(2,31),-0.0673088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,17),(2,18),-0.10095 # DEPENDENCYPART_TRISIBL
(2,8),(2,17),(2,19),-0.1042 # DEPENDENCYPART_TRISIBL
(2,8),(2,17),(2,22),-0.0939294 # DEPENDENCYPART_TRISIBL
(2,8),(2,17),(2,30),-0.101903 # DEPENDENCYPART_TRISIBL
(2,8),(2,17),(2,31),-0.196157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,18),(2,19),-0.0947178 # DEPENDENCYPART_TRISIBL
(2,8),(2,18),(2,22),-0.0790065 # DEPENDENCYPART_TRISIBL
(2,8),(2,18),(2,30),-0.0821177 # DEPENDENCYPART_TRISIBL
(2,8),(2,18),(2,31),-0.162317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,19),(2,22),-0.0833984 # DEPENDENCYPART_TRISIBL
(2,8),(2,19),(2,30),-0.103263 # DEPENDENCYPART_TRISIBL
(2,8),(2,19),(2,31),-0.196627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,22),(2,30),-0.0940107 # DEPENDENCYPART_TRISIBL
(2,8),(2,22),(2,31),-0.218458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,30),(2,31),-0.150588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,11),(2,12),-0.0914528 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,15),-0.0485061 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,16),0.259314 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,17),-0.0643026 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,18),-0.0480488 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,19),0.0518478 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,22),-0.0283353 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,30),-0.138674 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,31),-0.0400901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,12),(2,15),0.0246371 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,16),0.36507 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,17),-0.0738867 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,18),-0.061252 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,19),-0.0438799 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,22),-0.113214 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,30),-0.10073 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,31),-0.226963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,15),(2,16),0.254214 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,17),-0.0643017 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,18),-0.0480488 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,19),0.0517636 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,22),-0.0284194 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,30),-0.138673 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,31),-0.0468646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,16),(2,17),-0.0783704 # DEPENDENCYPART_TRISIBL
(2,9),(2,16),(2,18),-0.051796 # DEPENDENCYPART_TRISIBL
(2,9),(2,16),(2,19),-0.0751146 # DEPENDENCYPART_TRISIBL
(2,9),(2,16),(2,22),-0.142971 # DEPENDENCYPART_TRISIBL
(2,9),(2,16),(2,30),-0.132103 # DEPENDENCYPART_TRISIBL
(2,9),(2,16),(2,31),-0.394506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,17),(2,18),-0.064145 # DEPENDENCYPART_TRISIBL
(2,9),(2,17),(2,19),-0.0425596 # DEPENDENCYPART_TRISIBL
(2,9),(2,17),(2,22),-0.111892 # DEPENDENCYPART_TRISIBL
(2,9),(2,17),(2,30),-0.112372 # DEPENDENCYPART_TRISIBL
(2,9),(2,17),(2,31),-0.168907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,18),(2,19),-0.065947 # DEPENDENCYPART_TRISIBL
(2,9),(2,18),(2,22),-0.130111 # DEPENDENCYPART_TRISIBL
(2,9),(2,18),(2,30),-0.0804204 # DEPENDENCYPART_TRISIBL
(2,9),(2,18),(2,31),-0.136446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,19),(2,22),-0.161588 # DEPENDENCYPART_TRISIBL
(2,9),(2,19),(2,30),-0.0680353 # DEPENDENCYPART_TRISIBL
(2,9),(2,19),(2,31),-0.10499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,22),(2,30),-0.0638866 # DEPENDENCYPART_TRISIBL
(2,9),(2,22),(2,31),-0.129131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,30),(2,31),-0.33214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,12),(2,15),-0.155468 # DEPENDENCYPART_TRISIBL
(2,11),(2,12),(2,16),-0.053009 # DEPENDENCYPART_TRISIBL
(2,11),(2,12),(2,17),-0.0662929 # DEPENDENCYPART_TRISIBL
(2,11),(2,12),(2,18),-0.104512 # DEPENDENCYPART_TRISIBL
(2,11),(2,12),(2,19),-0.060562 # DEPENDENCYPART_TRISIBL
(2,11),(2,12),(2,22),-0.0672255 # DEPENDENCYPART_TRISIBL
(2,11),(2,12),(2,30),-0.0603954 # DEPENDENCYPART_TRISIBL
(2,11),(2,12),(2,31),-0.110521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,15),(2,16),-0.0783527 # DEPENDENCYPART_TRISIBL
(2,11),(2,15),(2,17),-0.0743076 # DEPENDENCYPART_TRISIBL
(2,11),(2,15),(2,18),-0.115603 # DEPENDENCYPART_TRISIBL
(2,11),(2,15),(2,19),-0.077081 # DEPENDENCYPART_TRISIBL
(2,11),(2,15),(2,22),-0.0855171 # DEPENDENCYPART_TRISIBL
(2,11),(2,15),(2,30),-0.0771037 # DEPENDENCYPART_TRISIBL
(2,11),(2,15),(2,31),-0.1756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,16),(2,17),-0.0250926 # DEPENDENCYPART_TRISIBL
(2,11),(2,16),(2,18),-0.107288 # DEPENDENCYPART_TRISIBL
(2,11),(2,16),(2,19),-0.0276855 # DEPENDENCYPART_TRISIBL
(2,11),(2,16),(2,22),-0.0279652 # DEPENDENCYPART_TRISIBL
(2,11),(2,16),(2,30),-0.0656903 # DEPENDENCYPART_TRISIBL
(2,11),(2,16),(2,31),-0.0815306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,17),(2,18),-0.104666 # DEPENDENCYPART_TRISIBL
(2,11),(2,17),(2,19),-0.0586734 # DEPENDENCYPART_TRISIBL
(2,11),(2,17),(2,22),-0.065593 # DEPENDENCYPART_TRISIBL
(2,11),(2,17),(2,30),-0.0704925 # DEPENDENCYPART_TRISIBL
(2,11),(2,17),(2,31),-0.0934843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,18),(2,19),-0.0599107 # DEPENDENCYPART_TRISIBL
(2,11),(2,18),(2,22),-0.0738975 # DEPENDENCYPART_TRISIBL
(2,11),(2,18),(2,30),-0.0473553 # DEPENDENCYPART_TRISIBL
(2,11),(2,18),(2,31),-0.139982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,19),(2,22),-0.00915333 # DEPENDENCYPART_TRISIBL
(2,11),(2,19),(2,30),-0.0422418 # DEPENDENCYPART_TRISIBL
(2,11),(2,19),(2,31),-0.116251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,22),(2,30),-0.0341023 # DEPENDENCYPART_TRISIBL
(2,11),(2,22),(2,31),-0.112136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,30),(2,31),-0.00566649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,15),(2,16),-0.152057 # DEPENDENCYPART_TRISIBL
(2,12),(2,15),(2,17),-0.0884009 # DEPENDENCYPART_TRISIBL
(2,12),(2,15),(2,18),-0.0625224 # DEPENDENCYPART_TRISIBL
(2,12),(2,15),(2,19),0.0180702 # DEPENDENCYPART_TRISIBL
(2,12),(2,15),(2,22),0.0527376 # DEPENDENCYPART_TRISIBL
(2,12),(2,15),(2,30),-0.122895 # DEPENDENCYPART_TRISIBL
(2,12),(2,15),(2,31),-0.260895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,16),(2,17),-0.0797387 # DEPENDENCYPART_TRISIBL
(2,12),(2,16),(2,18),-0.0643973 # DEPENDENCYPART_TRISIBL
(2,12),(2,16),(2,19),0.0149798 # DEPENDENCYPART_TRISIBL
(2,12),(2,16),(2,22),0.0493927 # DEPENDENCYPART_TRISIBL
(2,12),(2,16),(2,30),-0.118049 # DEPENDENCYPART_TRISIBL
(2,12),(2,16),(2,31),-0.310452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,17),(2,18),-0.0625412 # DEPENDENCYPART_TRISIBL
(2,12),(2,17),(2,19),0.0238851 # DEPENDENCYPART_TRISIBL
(2,12),(2,17),(2,22),0.0587537 # DEPENDENCYPART_TRISIBL
(2,12),(2,17),(2,30),-0.120215 # DEPENDENCYPART_TRISIBL
(2,12),(2,17),(2,31),-0.209604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,18),(2,19),0.0262881 # DEPENDENCYPART_TRISIBL
(2,12),(2,18),(2,22),0.0606877 # DEPENDENCYPART_TRISIBL
(2,12),(2,18),(2,30),-0.122287 # DEPENDENCYPART_TRISIBL
(2,12),(2,18),(2,31),-0.213228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,19),(2,22),0.0655395 # DEPENDENCYPART_TRISIBL
(2,12),(2,19),(2,30),-0.120845 # DEPENDENCYPART_TRISIBL
(2,12),(2,19),(2,31),-0.246532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,22),(2,30),-0.120845 # DEPENDENCYPART_TRISIBL
(2,12),(2,22),(2,31),-0.249049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,30),(2,31),-0.225074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,16),(2,17),-0.0297475 # DEPENDENCYPART_TRISIBL
(2,15),(2,16),(2,18),-0.111806 # DEPENDENCYPART_TRISIBL
(2,15),(2,16),(2,19),-0.00727794 # DEPENDENCYPART_TRISIBL
(2,15),(2,16),(2,22),-0.00755767 # DEPENDENCYPART_TRISIBL
(2,15),(2,16),(2,30),-0.0647112 # DEPENDENCYPART_TRISIBL
(2,15),(2,16),(2,31),-0.0903945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
