# _root_ `` We have no plans to adjust our asset allocation in foreign equities , '' said Masato Murakami , chief portfolio manager in the pension fund management department at Yasuda Trust & Banking Co .
#goldHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,28,31,29,31,32,33,16,
#predictedHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,22,31,29,31,32,33,16,
(7,13),(3,12),-0.0624794 # DEPENDENCYPART_HEADBIGRAM
(7,13),(7,12),0.0791778 # DEPENDENCYPART_HEADBIGRAM
(7,13),(10,12),0.0993501 # DEPENDENCYPART_HEADBIGRAM
(7,13),(11,12),0.0838397 # DEPENDENCYPART_HEADBIGRAM
(7,13),(13,12),0.159921 # DEPENDENCYPART_HEADBIGRAM
(7,13),(16,12),0.163404 # DEPENDENCYPART_HEADBIGRAM
(7,13),(18,12),0.17166 # DEPENDENCYPART_HEADBIGRAM
(7,13),(22,12),0.170621 # DEPENDENCYPART_HEADBIGRAM
(7,13),(28,12),0.171457 # DEPENDENCYPART_HEADBIGRAM
(7,14),(3,13),-0.0674071 # DEPENDENCYPART_HEADBIGRAM
(7,14),(5,13),-0.0676897 # DEPENDENCYPART_HEADBIGRAM
(7,14),(6,13),-0.0121555 # DEPENDENCYPART_HEADBIGRAM
(7,14),(7,13),0.0184224 # DEPENDENCYPART_HEADBIGRAM
(7,14),(10,13),0.0973733 # DEPENDENCYPART_HEADBIGRAM
(7,14),(11,13),0.0974551 # DEPENDENCYPART_HEADBIGRAM
(7,14),(16,13),0.169808 # DEPENDENCYPART_HEADBIGRAM
(7,14),(18,13),0.169315 # DEPENDENCYPART_HEADBIGRAM
(7,14),(22,13),0.164545 # DEPENDENCYPART_HEADBIGRAM
(7,15),(3,14),-0.0644486 # DEPENDENCYPART_HEADBIGRAM
(7,15),(5,14),-0.0632772 # DEPENDENCYPART_HEADBIGRAM
(7,15),(6,14),-0.0654728 # DEPENDENCYPART_HEADBIGRAM
(7,15),(7,14),0.100991 # DEPENDENCYPART_HEADBIGRAM
(7,15),(9,14),0.0759912 # DEPENDENCYPART_HEADBIGRAM
(7,15),(10,14),0.0759913 # DEPENDENCYPART_HEADBIGRAM
(7,15),(11,14),0.0778052 # DEPENDENCYPART_HEADBIGRAM
(7,15),(13,14),0.0626464 # DEPENDENCYPART_HEADBIGRAM
(7,15),(16,14),0.169889 # DEPENDENCYPART_HEADBIGRAM
(7,15),(18,14),0.16807 # DEPENDENCYPART_HEADBIGRAM
(7,16),(3,15),-0.0620934 # DEPENDENCYPART_HEADBIGRAM
(7,16),(5,15),-0.0621341 # DEPENDENCYPART_HEADBIGRAM
(7,16),(7,15),0.0632524 # DEPENDENCYPART_HEADBIGRAM
(7,16),(9,15),0.0639743 # DEPENDENCYPART_HEADBIGRAM
(7,16),(10,15),0.0853644 # DEPENDENCYPART_HEADBIGRAM
(7,16),(11,15),0.0863811 # DEPENDENCYPART_HEADBIGRAM
(7,16),(13,15),0.0658679 # DEPENDENCYPART_HEADBIGRAM
(7,16),(16,15),0.170748 # DEPENDENCYPART_HEADBIGRAM
(7,16),(18,15),0.172886 # DEPENDENCYPART_HEADBIGRAM
(7,16),(22,15),0.173628 # DEPENDENCYPART_HEADBIGRAM
(7,18),(13,17),0.072448 # DEPENDENCYPART_HEADBIGRAM
(7,18),(16,17),0.064703 # DEPENDENCYPART_HEADBIGRAM
(7,18),(18,17),0.190504 # DEPENDENCYPART_HEADBIGRAM
(7,18),(21,17),0.17351 # DEPENDENCYPART_HEADBIGRAM
(7,18),(22,17),0.17351 # DEPENDENCYPART_HEADBIGRAM
(7,19),(3,18),-0.0629824 # DEPENDENCYPART_HEADBIGRAM
(7,19),(5,18),-0.063769 # DEPENDENCYPART_HEADBIGRAM
(7,19),(7,18),0.0634344 # DEPENDENCYPART_HEADBIGRAM
(7,19),(10,18),0.0819773 # DEPENDENCYPART_HEADBIGRAM
(7,19),(11,18),0.189001 # DEPENDENCYPART_HEADBIGRAM
(7,19),(13,18),0.125158 # DEPENDENCYPART_HEADBIGRAM
(7,19),(16,18),0.147619 # DEPENDENCYPART_HEADBIGRAM
(7,19),(17,18),0.123839 # DEPENDENCYPART_HEADBIGRAM
(7,19),(20,18),0.142592 # DEPENDENCYPART_HEADBIGRAM
(7,19),(22,18),0.160128 # DEPENDENCYPART_HEADBIGRAM
(7,20),(3,19),-0.0617448 # DEPENDENCYPART_HEADBIGRAM
(7,20),(5,19),-0.0618257 # DEPENDENCYPART_HEADBIGRAM
(7,20),(7,19),0.131762 # DEPENDENCYPART_HEADBIGRAM
(7,20),(10,19),0.0677795 # DEPENDENCYPART_HEADBIGRAM
(7,20),(13,19),0.0714604 # DEPENDENCYPART_HEADBIGRAM
(7,20),(16,19),0.0706271 # DEPENDENCYPART_HEADBIGRAM
(7,20),(17,19),0.0708691 # DEPENDENCYPART_HEADBIGRAM
(7,20),(18,19),0.0708691 # DEPENDENCYPART_HEADBIGRAM
(7,20),(20,19),0.15472 # DEPENDENCYPART_HEADBIGRAM
(7,20),(22,19),0.171041 # DEPENDENCYPART_HEADBIGRAM
(7,22),(16,21),0.0571067 # DEPENDENCYPART_HEADBIGRAM
(7,22),(17,21),0.0584915 # DEPENDENCYPART_HEADBIGRAM
(7,22),(18,21),0.0584915 # DEPENDENCYPART_HEADBIGRAM
(7,22),(20,21),0.0680252 # DEPENDENCYPART_HEADBIGRAM
(7,22),(22,21),0.180265 # DEPENDENCYPART_HEADBIGRAM
(7,22),(28,21),0.17354 # DEPENDENCYPART_HEADBIGRAM
(7,22),(31,21),0.173754 # DEPENDENCYPART_HEADBIGRAM
(7,23),(3,22),-0.0614047 # DEPENDENCYPART_HEADBIGRAM
(7,23),(7,22),0.0778186 # DEPENDENCYPART_HEADBIGRAM
(7,23),(10,22),0.0415285 # DEPENDENCYPART_HEADBIGRAM
(7,23),(13,22),0.0421395 # DEPENDENCYPART_HEADBIGRAM
(7,23),(16,22),0.0585992 # DEPENDENCYPART_HEADBIGRAM
(7,23),(17,22),0.0216849 # DEPENDENCYPART_HEADBIGRAM
(7,23),(18,22),0.0216849 # DEPENDENCYPART_HEADBIGRAM
(7,23),(23,22),0.166714 # DEPENDENCYPART_HEADBIGRAM
(7,23),(28,22),0.154011 # DEPENDENCYPART_HEADBIGRAM
(7,23),(31,22),0.17147 # DEPENDENCYPART_HEADBIGRAM
(7,28),(18,27),0.0697781 # DEPENDENCYPART_HEADBIGRAM
(7,28),(22,27),0.0710054 # DEPENDENCYPART_HEADBIGRAM
(7,28),(23,27),0.119851 # DEPENDENCYPART_HEADBIGRAM
(7,28),(26,27),0.0697967 # DEPENDENCYPART_HEADBIGRAM
(7,28),(28,27),0.218287 # DEPENDENCYPART_HEADBIGRAM
(7,28),(31,27),0.173903 # DEPENDENCYPART_HEADBIGRAM
(7,28),(34,27),0.1739 # DEPENDENCYPART_HEADBIGRAM
(7,29),(3,28),-0.0636295 # DEPENDENCYPART_HEADBIGRAM
(7,29),(7,28),0.0841453 # DEPENDENCYPART_HEADBIGRAM
(7,29),(10,28),0.047179 # DEPENDENCYPART_HEADBIGRAM
(7,29),(18,28),0.0624933 # DEPENDENCYPART_HEADBIGRAM
(7,29),(22,28),0.0442155 # DEPENDENCYPART_HEADBIGRAM
(7,29),(23,28),0.104118 # DEPENDENCYPART_HEADBIGRAM
(7,29),(26,28),0.0326034 # DEPENDENCYPART_HEADBIGRAM
(7,29),(29,28),0.188412 # DEPENDENCYPART_HEADBIGRAM
(7,29),(31,28),0.171768 # DEPENDENCYPART_HEADBIGRAM
(7,29),(34,28),0.173781 # DEPENDENCYPART_HEADBIGRAM
(7,35),(16,34),0.0665601 # DEPENDENCYPART_HEADBIGRAM
(7,35),(18,34),0.0588299 # DEPENDENCYPART_HEADBIGRAM
(7,35),(22,34),0.0693224 # DEPENDENCYPART_HEADBIGRAM
(7,35),(28,34),0.0481608 # DEPENDENCYPART_HEADBIGRAM
(7,35),(29,34),0.105402 # DEPENDENCYPART_HEADBIGRAM
(7,35),(30,34),0.0615977 # DEPENDENCYPART_HEADBIGRAM
(7,35),(31,34),0.0615091 # DEPENDENCYPART_HEADBIGRAM
(7,35),(32,34),0.067269 # DEPENDENCYPART_HEADBIGRAM
(7,35),(33,34),0.0632529 # DEPENDENCYPART_HEADBIGRAM
(7,35),(35,34),0.171418 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.186463 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),-0.0579071 # DEPENDENCYPART_HEADBIGRAM
(8,5),(6,4),-0.0863236 # DEPENDENCYPART_HEADBIGRAM
(8,5),(7,4),-0.0867137 # DEPENDENCYPART_HEADBIGRAM
(8,5),(10,4),0.0973858 # DEPENDENCYPART_HEADBIGRAM
(8,5),(13,4),0.0973864 # DEPENDENCYPART_HEADBIGRAM
(8,5),(16,4),0.0989544 # DEPENDENCYPART_HEADBIGRAM
(8,5),(22,4),0.0989554 # DEPENDENCYPART_HEADBIGRAM
(8,6),(2,5),-0.212517 # DEPENDENCYPART_HEADBIGRAM
(8,6),(3,5),-0.203875 # DEPENDENCYPART_HEADBIGRAM
(8,6),(4,5),-0.203835 # DEPENDENCYPART_HEADBIGRAM
(8,6),(6,5),-0.0867435 # DEPENDENCYPART_HEADBIGRAM
(8,6),(7,5),-0.086621 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),0.0984318 # DEPENDENCYPART_HEADBIGRAM
(8,6),(10,5),0.0945982 # DEPENDENCYPART_HEADBIGRAM
(8,6),(13,5),0.0978837 # DEPENDENCYPART_HEADBIGRAM
(8,6),(16,5),0.0976825 # DEPENDENCYPART_HEADBIGRAM
(8,6),(22,5),0.0984058 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.0619422 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0613439 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.0626768 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),0.16554 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.174257 # DEPENDENCYPART_HEADBIGRAM
(8,9),(13,8),0.174276 # DEPENDENCYPART_HEADBIGRAM
(8,9),(16,8),0.172998 # DEPENDENCYPART_HEADBIGRAM
(8,9),(18,8),0.174032 # DEPENDENCYPART_HEADBIGRAM
(8,9),(22,8),0.174257 # DEPENDENCYPART_HEADBIGRAM
(8,9),(28,8),0.174257 # DEPENDENCYPART_HEADBIGRAM
(8,11),(3,10),-0.0757633 # DEPENDENCYPART_HEADBIGRAM
(8,11),(4,10),-0.0757633 # DEPENDENCYPART_HEADBIGRAM
(8,11),(5,10),-0.0450386 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.0450238 # DEPENDENCYPART_HEADBIGRAM
(8,11),(7,10),-0.0450215 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.180062 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.221106 # DEPENDENCYPART_HEADBIGRAM
(8,11),(13,10),0.151312 # DEPENDENCYPART_HEADBIGRAM
(8,11),(16,10),0.168282 # DEPENDENCYPART_HEADBIGRAM
(8,11),(18,10),0.168302 # DEPENDENCYPART_HEADBIGRAM
(9,8),(3,7),-0.192386 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.185982 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.178183 # DEPENDENCYPART_HEADBIGRAM
(9,8),(16,7),0.116674 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),-0.0615912 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),-0.0629859 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),-0.0348694 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.100395 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.085361 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),-0.0184187 # DEPENDENCYPART_HEADBIGRAM
(9,10),(13,9),0.230248 # DEPENDENCYPART_HEADBIGRAM
(9,10),(16,9),0.176704 # DEPENDENCYPART_HEADBIGRAM
(9,11),(3,10),-0.0696328 # DEPENDENCYPART_HEADBIGRAM
(9,11),(4,10),-0.0678356 # DEPENDENCYPART_HEADBIGRAM
(9,11),(5,10),-0.0829121 # DEPENDENCYPART_HEADBIGRAM
(9,11),(6,10),-0.070788 # DEPENDENCYPART_HEADBIGRAM
(9,11),(7,10),-0.0704679 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.00498327 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.181895 # DEPENDENCYPART_HEADBIGRAM
(9,11),(13,10),0.160026 # DEPENDENCYPART_HEADBIGRAM
(9,11),(16,10),0.15937 # DEPENDENCYPART_HEADBIGRAM
(9,11),(18,10),0.157278 # DEPENDENCYPART_HEADBIGRAM
(9,14),(3,13),-0.0808913 # DEPENDENCYPART_HEADBIGRAM
(9,14),(5,13),-0.085848 # DEPENDENCYPART_HEADBIGRAM
(9,14),(6,13),-0.0641229 # DEPENDENCYPART_HEADBIGRAM
(9,14),(7,13),-0.0795513 # DEPENDENCYPART_HEADBIGRAM
(9,14),(10,13),0.0816281 # DEPENDENCYPART_HEADBIGRAM
(9,14),(11,13),0.19003 # DEPENDENCYPART_HEADBIGRAM
(9,14),(16,13),0.158797 # DEPENDENCYPART_HEADBIGRAM
(9,14),(18,13),0.163265 # DEPENDENCYPART_HEADBIGRAM
(9,14),(22,13),0.16302 # DEPENDENCYPART_HEADBIGRAM
(9,15),(3,14),-0.0688256 # DEPENDENCYPART_HEADBIGRAM
(9,15),(5,14),-0.0655273 # DEPENDENCYPART_HEADBIGRAM
(9,15),(6,14),-0.0633221 # DEPENDENCYPART_HEADBIGRAM
(9,15),(7,14),-0.0649638 # DEPENDENCYPART_HEADBIGRAM
(9,15),(9,14),0.125558 # DEPENDENCYPART_HEADBIGRAM
(9,15),(10,14),0.0696606 # DEPENDENCYPART_HEADBIGRAM
(9,15),(11,14),0.0740354 # DEPENDENCYPART_HEADBIGRAM
(9,15),(13,14),0.0614734 # DEPENDENCYPART_HEADBIGRAM
(9,15),(16,14),0.163174 # DEPENDENCYPART_HEADBIGRAM
(9,15),(18,14),0.164726 # DEPENDENCYPART_HEADBIGRAM
(10,3),(1,2),-0.200835 # DEPENDENCYPART_HEADBIGRAM
(10,3),(3,2),-0.0612374 # DEPENDENCYPART_HEADBIGRAM
(10,3),(5,2),-0.0862644 # DEPENDENCYPART_HEADBIGRAM
(10,3),(6,2),-0.0862266 # DEPENDENCYPART_HEADBIGRAM
(10,3),(16,2),0.098764 # DEPENDENCYPART_HEADBIGRAM
(10,4),(0,3),-0.213486 # DEPENDENCYPART_HEADBIGRAM
(10,4),(1,3),-0.203214 # DEPENDENCYPART_HEADBIGRAM
(10,4),(5,3),-0.068522 # DEPENDENCYPART_HEADBIGRAM
(10,4),(6,3),-0.084807 # DEPENDENCYPART_HEADBIGRAM
(10,4),(10,3),0.0893701 # DEPENDENCYPART_HEADBIGRAM
(10,4),(16,3),0.0889926 # DEPENDENCYPART_HEADBIGRAM
(10,4),(18,3),0.0906718 # DEPENDENCYPART_HEADBIGRAM
(10,4),(22,3),0.077718 # DEPENDENCYPART_HEADBIGRAM
(10,4),(28,3),0.0768914 # DEPENDENCYPART_HEADBIGRAM
(10,4),(31,3),0.0895226 # DEPENDENCYPART_HEADBIGRAM
(10,5),(3,4),-0.186473 # DEPENDENCYPART_HEADBIGRAM
(10,5),(5,4),-0.0378484 # DEPENDENCYPART_HEADBIGRAM
(10,5),(6,4),-0.0863261 # DEPENDENCYPART_HEADBIGRAM
(10,5),(7,4),-0.0867151 # DEPENDENCYPART_HEADBIGRAM
(10,5),(10,4),0.110907 # DEPENDENCYPART_HEADBIGRAM
(10,5),(13,4),0.0968257 # DEPENDENCYPART_HEADBIGRAM
(10,5),(16,4),0.0988951 # DEPENDENCYPART_HEADBIGRAM
(10,5),(22,4),0.098579 # DEPENDENCYPART_HEADBIGRAM
(10,6),(2,5),-0.198546 # DEPENDENCYPART_HEADBIGRAM
(10,6),(3,5),-0.208807 # DEPENDENCYPART_HEADBIGRAM
(10,6),(4,5),-0.205768 # DEPENDENCYPART_HEADBIGRAM
(10,6),(6,5),-0.10496 # DEPENDENCYPART_HEADBIGRAM
(10,6),(7,5),-0.0887975 # DEPENDENCYPART_HEADBIGRAM
(10,6),(8,5),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(10,6),(10,5),0.0941689 # DEPENDENCYPART_HEADBIGRAM
(10,6),(13,5),0.0961751 # DEPENDENCYPART_HEADBIGRAM
(10,6),(16,5),0.0960019 # DEPENDENCYPART_HEADBIGRAM
(10,6),(22,5),0.0958351 # DEPENDENCYPART_HEADBIGRAM
(10,8),(3,7),-0.192386 # DEPENDENCYPART_HEADBIGRAM
(10,8),(5,7),-0.185982 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.178183 # DEPENDENCYPART_HEADBIGRAM
(10,8),(16,7),0.116674 # DEPENDENCYPART_HEADBIGRAM
(10,9),(3,8),-0.199177 # DEPENDENCYPART_HEADBIGRAM
(10,9),(5,8),-0.199782 # DEPENDENCYPART_HEADBIGRAM
(10,9),(7,8),-0.201277 # DEPENDENCYPART_HEADBIGRAM
(10,9),(9,8),-0.0813113 # DEPENDENCYPART_HEADBIGRAM
(10,9),(10,8),0.0859467 # DEPENDENCYPART_HEADBIGRAM
(10,9),(13,8),0.0897616 # DEPENDENCYPART_HEADBIGRAM
(10,9),(16,8),0.0953482 # DEPENDENCYPART_HEADBIGRAM
(10,9),(18,8),0.0947056 # DEPENDENCYPART_HEADBIGRAM
(10,9),(22,8),0.0954893 # DEPENDENCYPART_HEADBIGRAM
(10,9),(28,8),0.0954893 # DEPENDENCYPART_HEADBIGRAM
(10,11),(3,10),-0.0868644 # DEPENDENCYPART_HEADBIGRAM
(10,11),(4,10),-0.0774221 # DEPENDENCYPART_HEADBIGRAM
(10,11),(5,10),-0.0671253 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.0620491 # DEPENDENCYPART_HEADBIGRAM
(10,11),(7,10),-0.024421 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),-0.0485535 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),-0.0266274 # DEPENDENCYPART_HEADBIGRAM
(10,11),(13,10),0.238214 # DEPENDENCYPART_HEADBIGRAM
(10,11),(16,10),0.267055 # DEPENDENCYPART_HEADBIGRAM
(10,11),(18,10),0.167019 # DEPENDENCYPART_HEADBIGRAM
(10,12),(3,11),-0.0831704 # DEPENDENCYPART_HEADBIGRAM
(10,12),(4,11),-0.0566265 # DEPENDENCYPART_HEADBIGRAM
(10,12),(5,11),-0.0643254 # DEPENDENCYPART_HEADBIGRAM
(10,12),(6,11),-0.0662712 # DEPENDENCYPART_HEADBIGRAM
(10,12),(7,11),-0.0906752 # DEPENDENCYPART_HEADBIGRAM
(10,12),(8,11),-0.0618671 # DEPENDENCYPART_HEADBIGRAM
(10,12),(9,11),-0.0171033 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.0400362 # DEPENDENCYPART_HEADBIGRAM
(10,12),(13,11),0.173528 # DEPENDENCYPART_HEADBIGRAM
(10,12),(16,11),0.18961 # DEPENDENCYPART_HEADBIGRAM
(10,13),(3,12),-0.0625798 # DEPENDENCYPART_HEADBIGRAM
(10,13),(7,12),-0.0614802 # DEPENDENCYPART_HEADBIGRAM
(10,13),(10,12),0.0539654 # DEPENDENCYPART_HEADBIGRAM
(10,13),(11,12),0.0855254 # DEPENDENCYPART_HEADBIGRAM
(10,13),(13,12),0.190723 # DEPENDENCYPART_HEADBIGRAM
(10,13),(16,12),0.165406 # DEPENDENCYPART_HEADBIGRAM
(10,13),(18,12),0.17221 # DEPENDENCYPART_HEADBIGRAM
(10,13),(22,12),0.170905 # DEPENDENCYPART_HEADBIGRAM
(10,13),(28,12),0.172573 # DEPENDENCYPART_HEADBIGRAM
(10,14),(3,13),-0.0808913 # DEPENDENCYPART_HEADBIGRAM
(10,14),(5,13),-0.085848 # DEPENDENCYPART_HEADBIGRAM
(10,14),(6,13),-0.0641229 # DEPENDENCYPART_HEADBIGRAM
(10,14),(7,13),-0.0795513 # DEPENDENCYPART_HEADBIGRAM
(10,14),(10,13),0.10891 # DEPENDENCYPART_HEADBIGRAM
(10,14),(11,13),0.190032 # DEPENDENCYPART_HEADBIGRAM
(10,14),(16,13),0.158797 # DEPENDENCYPART_HEADBIGRAM
(10,14),(18,13),0.163265 # DEPENDENCYPART_HEADBIGRAM
(10,14),(22,13),0.16302 # DEPENDENCYPART_HEADBIGRAM
(10,15),(3,14),-0.0673681 # DEPENDENCYPART_HEADBIGRAM
(10,15),(5,14),-0.0661495 # DEPENDENCYPART_HEADBIGRAM
(10,15),(6,14),-0.0639442 # DEPENDENCYPART_HEADBIGRAM
(10,15),(7,14),-0.065586 # DEPENDENCYPART_HEADBIGRAM
(10,15),(9,14),-0.0725096 # DEPENDENCYPART_HEADBIGRAM
(10,15),(10,14),0.0985059 # DEPENDENCYPART_HEADBIGRAM
(10,15),(11,14),0.0662622 # DEPENDENCYPART_HEADBIGRAM
(10,15),(13,14),0.0582812 # DEPENDENCYPART_HEADBIGRAM
(10,15),(16,14),0.164154 # DEPENDENCYPART_HEADBIGRAM
(10,15),(18,14),0.166228 # DEPENDENCYPART_HEADBIGRAM
(10,16),(3,15),-0.0655022 # DEPENDENCYPART_HEADBIGRAM
(10,16),(5,15),-0.0641593 # DEPENDENCYPART_HEADBIGRAM
(10,16),(7,15),-0.06214 # DEPENDENCYPART_HEADBIGRAM
(10,16),(9,15),-0.0612476 # DEPENDENCYPART_HEADBIGRAM
(10,16),(10,15),0.0540694 # DEPENDENCYPART_HEADBIGRAM
(10,16),(11,15),0.0809806 # DEPENDENCYPART_HEADBIGRAM
(10,16),(13,15),0.0621305 # DEPENDENCYPART_HEADBIGRAM
(10,16),(16,15),0.173747 # DEPENDENCYPART_HEADBIGRAM
(10,16),(18,15),0.17304 # DEPENDENCYPART_HEADBIGRAM
(10,16),(22,15),0.175757 # DEPENDENCYPART_HEADBIGRAM
(10,18),(13,17),0.0649677 # DEPENDENCYPART_HEADBIGRAM
(10,18),(16,17),0.0314512 # DEPENDENCYPART_HEADBIGRAM
(10,18),(18,17),0.227355 # DEPENDENCYPART_HEADBIGRAM
(10,18),(21,17),0.168387 # DEPENDENCYPART_HEADBIGRAM
(10,18),(22,17),0.168385 # DEPENDENCYPART_HEADBIGRAM
(10,19),(3,18),-0.0656637 # DEPENDENCYPART_HEADBIGRAM
(10,19),(5,18),-0.0684991 # DEPENDENCYPART_HEADBIGRAM
(10,19),(7,18),-0.0623871 # DEPENDENCYPART_HEADBIGRAM
(10,19),(10,18),0.125257 # DEPENDENCYPART_HEADBIGRAM
(10,19),(11,18),0.0178239 # DEPENDENCYPART_HEADBIGRAM
(10,19),(13,18),0.0681463 # DEPENDENCYPART_HEADBIGRAM
(10,19),(16,18),0.15381 # DEPENDENCYPART_HEADBIGRAM
(10,19),(17,18),0.188908 # DEPENDENCYPART_HEADBIGRAM
(10,19),(20,18),0.142166 # DEPENDENCYPART_HEADBIGRAM
(10,19),(22,18),0.147475 # DEPENDENCYPART_HEADBIGRAM
(10,22),(16,21),0.0501047 # DEPENDENCYPART_HEADBIGRAM
(10,22),(17,21),0.0556021 # DEPENDENCYPART_HEADBIGRAM
(10,22),(18,21),0.0556021 # DEPENDENCYPART_HEADBIGRAM
(10,22),(20,21),0.056805 # DEPENDENCYPART_HEADBIGRAM
(10,22),(22,21),0.161858 # DEPENDENCYPART_HEADBIGRAM
(10,22),(28,21),0.180089 # DEPENDENCYPART_HEADBIGRAM
(10,22),(31,21),0.17093 # DEPENDENCYPART_HEADBIGRAM
(10,23),(3,22),-0.0598323 # DEPENDENCYPART_HEADBIGRAM
(10,23),(7,22),-0.0505989 # DEPENDENCYPART_HEADBIGRAM
(10,23),(10,22),0.0214445 # DEPENDENCYPART_HEADBIGRAM
(10,23),(13,22),0.0502606 # DEPENDENCYPART_HEADBIGRAM
(10,23),(16,22),0.0319811 # DEPENDENCYPART_HEADBIGRAM
(10,23),(17,22),0.00324592 # DEPENDENCYPART_HEADBIGRAM
(10,23),(18,22),0.00324592 # DEPENDENCYPART_HEADBIGRAM
(10,23),(23,22),0.139651 # DEPENDENCYPART_HEADBIGRAM
(10,23),(28,22),0.145215 # DEPENDENCYPART_HEADBIGRAM
(10,23),(31,22),0.160616 # DEPENDENCYPART_HEADBIGRAM
(10,28),(18,27),0.0708836 # DEPENDENCYPART_HEADBIGRAM
(10,28),(22,27),0.0728548 # DEPENDENCYPART_HEADBIGRAM
(10,28),(23,27),0.0697003 # DEPENDENCYPART_HEADBIGRAM
(10,28),(26,27),0.0704453 # DEPENDENCYPART_HEADBIGRAM
(10,28),(28,27),0.16407 # DEPENDENCYPART_HEADBIGRAM
(10,28),(31,27),0.170695 # DEPENDENCYPART_HEADBIGRAM
(10,28),(34,27),0.170932 # DEPENDENCYPART_HEADBIGRAM
(10,29),(3,28),-0.0619754 # DEPENDENCYPART_HEADBIGRAM
(10,29),(7,28),-0.0538694 # DEPENDENCYPART_HEADBIGRAM
(10,29),(10,28),0.0202277 # DEPENDENCYPART_HEADBIGRAM
(10,29),(18,28),0.0327893 # DEPENDENCYPART_HEADBIGRAM
(10,29),(22,28),0.011104 # DEPENDENCYPART_HEADBIGRAM
(10,29),(23,28),-0.0150605 # DEPENDENCYPART_HEADBIGRAM
(10,29),(26,28),-0.0320008 # DEPENDENCYPART_HEADBIGRAM
(10,29),(29,28),0.145354 # DEPENDENCYPART_HEADBIGRAM
(10,29),(31,28),0.157418 # DEPENDENCYPART_HEADBIGRAM
(10,29),(34,28),0.160599 # DEPENDENCYPART_HEADBIGRAM
(11,10),(3,9),-0.184024 # DEPENDENCYPART_HEADBIGRAM
(11,10),(5,9),-0.283622 # DEPENDENCYPART_HEADBIGRAM
(11,10),(6,9),-0.301853 # DEPENDENCYPART_HEADBIGRAM
(11,10),(7,9),-0.27534 # DEPENDENCYPART_HEADBIGRAM
(11,10),(8,9),-0.270928 # DEPENDENCYPART_HEADBIGRAM
(11,10),(10,9),-0.052551 # DEPENDENCYPART_HEADBIGRAM
(11,10),(13,9),0.0941856 # DEPENDENCYPART_HEADBIGRAM
(11,10),(16,9),0.0810906 # DEPENDENCYPART_HEADBIGRAM
(11,12),(3,11),0.00617806 # DEPENDENCYPART_HEADBIGRAM
(11,12),(4,11),-0.0639015 # DEPENDENCYPART_HEADBIGRAM
(11,12),(5,11),-0.0346999 # DEPENDENCYPART_HEADBIGRAM
(11,12),(6,11),-0.0502518 # DEPENDENCYPART_HEADBIGRAM
(11,12),(7,11),-0.0823936 # DEPENDENCYPART_HEADBIGRAM
(11,12),(8,11),-0.0421331 # DEPENDENCYPART_HEADBIGRAM
(11,12),(9,11),-0.0293972 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.0293852 # DEPENDENCYPART_HEADBIGRAM
(11,12),(13,11),0.188427 # DEPENDENCYPART_HEADBIGRAM
(11,12),(16,11),0.164293 # DEPENDENCYPART_HEADBIGRAM
(11,13),(3,12),-0.0674351 # DEPENDENCYPART_HEADBIGRAM
(11,13),(7,12),-0.0664455 # DEPENDENCYPART_HEADBIGRAM
(11,13),(10,12),-0.0695083 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.0842202 # DEPENDENCYPART_HEADBIGRAM
(11,13),(13,12),0.319436 # DEPENDENCYPART_HEADBIGRAM
