# _root_ By 10 a.m. Tokyo time , the index was up 435.11 points , to 34903.80 as investors hailed New York 's overnight rally .
#goldHeads=9,1,2,5,2,9,8,9,0,9,12,10,10,10,14,9,18,16,20,23,20,23,18,9,
#predictedHeads=9,5,5,5,1,9,8,9,0,9,12,10,9,10,14,9,18,16,20,23,20,23,18,9,
(18,14),(14,16),(14,24),-0.0641526 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,25),-0.0717269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,17),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,17),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,25),-0.103803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,18),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,25),-0.068743 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,20),(14,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,20),(14,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,20),(14,25),-0.0926714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,23),(14,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,23),(14,25),-0.0637983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,24),(14,25),-0.0643297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,14),(14,13),-0.0324405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,12),0.0169574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,10),-0.0764043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,-1),-0.19176 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,13),(14,12),-0.0432307 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,10),-0.0455931 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,-1),-0.0333347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,12),(14,10),-0.0457491 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,12),(14,-1),-0.0546865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,10),(14,-1),-0.0410841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,15),(15,16),0.180396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,17),0.0986207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,18),-0.064147 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,15),(15,20),-0.0641462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,23),-0.0641759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,25),-0.189679 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,16),(15,17),0.103059 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,18),-0.0641802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,16),(15,20),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,23),-0.0642386 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,25),-0.00728721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,17),(15,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,17),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,25),-0.0683405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,18),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,25),-0.0689071 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,20),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,20),(15,25),-0.0761682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,23),(15,25),-0.0631411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,15),(15,14),-0.00567325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,13),-0.0151264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,12),-0.032413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,11),-0.0695001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,10),-0.0170678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,-1),-0.147489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,14),(15,13),-0.0469371 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,12),-0.0420321 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,11),-0.0429619 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,10),-0.0424759 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,-1),-0.0098983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,13),(15,12),-0.0433529 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,11),-0.0453146 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,10),-0.0328046 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,-1),-0.0423322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,12),(15,11),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,10),-0.0423326 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,-1),-0.0118042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,11),(15,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,-1),-0.0633478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,10),(15,-1),-0.012176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,17),0.0782632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,18),-0.122783 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,16),(16,20),-0.0682644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,23),-0.0772745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,25),-0.0418881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,17),(16,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,17),(16,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,25),-0.0400476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,18),(16,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,25),0.0619031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,20),(16,23),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,20),(16,25),-0.0722802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,23),(16,25),-0.0602802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,15),0.014819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,14),-0.0933143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,12),-0.106205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,-1),-0.197202 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,15),(16,14),-0.0363345 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,12),-0.0420849 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,-1),-0.0319648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,14),(16,12),-0.0435781 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,-1),-0.0987981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,12),(16,-1),-0.03578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,18),-0.084204 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,20),-0.0665095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,23),-0.0415888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,25),-0.10221 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,18),(17,20),-0.0615156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,25),-0.0633824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,20),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,23),-0.064149 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,25),-0.10419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,21),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,25),-0.0673142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,23),(17,25),-0.036899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,16),-0.0373399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,15),-0.0817153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,-1),0.149065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,16),(17,15),-0.0471957 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,-1),-0.0139711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,15),(17,-1),-0.0657723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,20),-0.0905329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,21),-0.034861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,25),0.108441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,20),(19,21),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,25),0.0374005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,21),(19,25),-0.0637918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,17),-0.0641812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,-1),-0.0150895 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,17),(19,-1),-0.0861378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,21),-0.034861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,22),-0.0551968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,23),-0.0411467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,25),0.100101 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,21),(20,22),-0.0371375 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,23),-0.0421166 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,25),-0.0637918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,22),(20,23),-0.0408754 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,25),-0.0608767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,23),(20,25),-0.051345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,19),0.118931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,17),-0.0641812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,15),-0.0686782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,-1),-0.0269259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,19),(20,17),-0.0644199 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,-1),-0.0357218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,17),(20,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,-1),-0.0861379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,15),(20,-1),-0.0838949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,25),-0.0509331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,21),(21,-1),-0.0719316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,22),(22,25),0.0080481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,22),(22,21),0.11327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,20),0.103786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,-1),-0.136742 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,21),(22,20),0.103069 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,-1),-0.0539381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,20),(22,-1),-0.0670206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,23),(23,24),-0.0508245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,25),0.0604401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,23),(23,24),(23,25),-0.0520014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,23),(23,22),0.152515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,21),0.0566614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,20),0.101122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,19),0.100406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,17),-0.0574123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,15),-0.0647156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,14),-0.0517396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,-1),-0.0861419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,23),(23,22),(23,21),0.102424 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,20),0.0873702 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,19),0.0870942 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,17),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,-1),-0.0507351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,21),(23,20),0.0980736 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,19),0.0980736 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,-1),-0.110831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,20),(23,19),0.104814 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,20),(23,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,20),(23,15),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,20),(23,14),-0.0641518 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,20),(23,-1),-0.081937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,19),(23,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,19),(23,15),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,19),(23,14),-0.0641518 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,19),(23,-1),-0.0791771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,17),(23,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,17),(23,14),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,17),(23,-1),-0.0855187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,15),(23,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,15),(23,-1),-0.068713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,14),(23,-1),0.00198904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,25),0.146866 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,24),(24,-1),0.180093 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,17),(17,18),0.113486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,20),-0.0642891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,21),-0.0641673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,23),-0.0642455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,25),-0.0819927 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,18),(17,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,25),-0.0539415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,20),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,23),-0.0641656 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,25),-0.0909277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,21),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,21),(17,25),-0.0304486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,23),(17,25),-0.0798007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,17),(17,16),-0.0341284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,15),-0.0532399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,-1),-0.0688495 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,16),(17,15),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,-1),-0.0522959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,15),(17,-1),-0.0634031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,21),-0.062132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,22),-0.0701454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,23),-0.0233191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,25),0.118777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,21),(20,22),-0.0423295 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,23),-0.0421909 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,25),-0.111391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,22),(20,23),-0.042107 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,25),-0.0482592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,23),(20,25),-0.112838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,19),0.247239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,20),(20,17),-0.0668152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,15),-0.0641774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,-1),0.125651 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,19),(20,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,-1),0.0370172 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,17),(20,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,-1),-0.0723616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,15),(20,-1),-0.0586547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,21),(21,25),0.202095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,21),(21,-1),0.149631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,15),(15,16),0.0796027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,17),0.0963813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,18),0.103046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,15),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,25),0.0563649 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,16),(15,17),0.103048 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,16),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,25),-0.0865071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,17),(15,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,17),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,25),-0.0708796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,18),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,18),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,25),-0.0641733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,20),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,20),(15,25),-0.0580557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,23),(15,25),-0.0661128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,15),(15,14),-0.0420136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,13),-0.102991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,12),-0.0541301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,11),-0.0518786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,10),-0.0509429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,-1),0.283856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,14),(15,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,-1),-0.0421487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,13),(15,12),-0.0420183 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,13),(15,11),-0.0492919 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,13),(15,10),-0.0432625 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,13),(15,-1),-0.0439947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,12),(15,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,-1),-0.0507692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,11),(15,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,-1),-0.0593837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,10),(15,-1),-0.0516179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,17),(17,18),0.113486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,20),-0.0642891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,17),(17,21),-0.0641673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,23),-0.0642455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
