# _root_ The DAX Index of 30 West German blue chips plunged 12.8 % , a one-day record , wiping out the summer 's gains .
#goldHeads=3,3,10,3,9,9,9,9,4,0,12,10,12,16,16,12,12,10,18,21,23,21,18,10,
#predictedHeads=3,3,10,3,9,7,9,9,4,0,12,10,12,16,16,12,10,10,18,21,23,21,18,10,
(12,12),(12,18),(12,19),-0.0812809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,21),-0.160039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,22),-0.0762831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,23),-0.194017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,24),-0.173228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,25),-0.146378 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,19),(12,21),-0.0333886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,22),-0.0702257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,23),0.0759556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,24),-0.269578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,25),-0.230461 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,21),(12,22),-0.0696771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,23),-0.174791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,24),-0.137532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,25),-0.174283 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,22),(12,23),-0.186275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,24),-0.220476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,25),0.0257676 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,23),(12,24),-0.1295 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,23),(12,25),-0.127481 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,24),(12,25),-0.317508 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,15),(12,16),0.0514411 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,17),0.421401 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,18),-0.0898832 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,19),-0.0874253 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,21),0.0501575 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,22),-0.0940888 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,23),-0.0114404 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,24),-0.0751305 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,25),-0.129088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,17),0.250301 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,18),-0.0881767 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,19),-0.0876859 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,21),-0.0581472 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,22),-0.0914528 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,23),0.0233288 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,24),-0.136731 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,25),-0.0212212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,18),-0.0823824 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,19),-0.0873327 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,21),-0.0275991 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,22),-0.0937044 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,23),-0.0196865 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,24),-0.126813 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,25),-0.391262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,18),(12,19),-0.0873303 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,21),0.00805584 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,22),-0.093693 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,23),0.0132866 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,24),0.00922627 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,25),-0.141112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,19),(12,21),0.011338 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,22),-0.0936858 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,23),-0.00623525 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,24),-0.102103 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,25),-0.172501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,21),(12,22),-0.0914528 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,23),0.0233288 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,24),-0.133523 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,25),-0.0235626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,22),(12,23),-0.00465248 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,24),-0.0954398 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,25),-0.22234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,23),(12,24),-0.12224 # DEPENDENCYPART_TRISIBL
(12,13),(12,23),(12,25),-0.00303265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,24),(12,25),-0.327697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,17),-0.0932071 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,18),-0.0927527 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,19),-0.0911819 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,21),-0.0851988 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,22),-0.083352 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,23),-0.12382 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,24),-0.0703935 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,25),-0.135492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,17),(12,18),-0.0573463 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,19),-0.0921688 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,21),-0.0350481 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,22),-0.0785989 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,23),-0.128952 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,24),-0.0982681 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,25),-0.143399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,18),(12,19),-0.0911819 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,21),-0.0820741 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,22),-0.083348 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,23),-0.121436 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,24),-0.104146 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,25),-0.110296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,19),(12,21),-0.0810998 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,22),-0.0833469 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,23),-0.121084 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,24),-0.075912 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,25),-0.1447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,21),(12,22),-0.083352 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,23),-0.12382 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,24),-0.0576156 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,25),-0.134967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,22),(12,23),-0.121085 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,24),-0.0761554 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,25),-0.0969518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,23),(12,24),-0.0941822 # DEPENDENCYPART_TRISIBL
(12,15),(12,23),(12,25),-0.130095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,24),(12,25),-0.140614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,17),(12,18),-0.00195782 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,19),-0.0935026 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,21),-0.205806 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,22),-0.0644327 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,23),-0.177284 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,24),-0.068785 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,25),-0.0942087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,18),(12,19),-0.0953633 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,21),-0.145629 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,22),-0.077922 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,23),-0.151565 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,24),-0.0760322 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,25),-0.122564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,19),(12,21),-0.144059 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,22),-0.0779223 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,23),-0.152066 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,24),-0.0654639 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,25),-0.11157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,21),(12,22),-0.078088 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,23),-0.156604 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,24),-0.0789881 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,25),-0.181424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,22),(12,23),-0.150049 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,24),-0.0635076 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,25),-0.118179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,23),(12,24),-0.0428773 # DEPENDENCYPART_TRISIBL
(12,16),(12,23),(12,25),-0.0850217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,24),(12,25),-0.0175553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,18),(12,19),-0.0873303 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,21),0.00805584 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,22),-0.093693 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,23),0.0132866 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,24),0.00922627 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,25),-0.141112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,19),(12,21),0.011338 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,22),-0.0936858 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,23),-0.00623525 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,24),-0.102103 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,25),-0.172501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,21),(12,22),-0.0914528 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,23),0.0233288 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,24),-0.133523 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,25),-0.0235626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,22),(12,23),-0.00465248 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,24),-0.0954398 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,25),-0.22234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,23),(12,24),-0.12224 # DEPENDENCYPART_TRISIBL
(12,17),(12,23),(12,25),-0.00303265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,24),(12,25),-0.327697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,19),(12,21),-0.106114 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,22),-0.0871435 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,23),-0.0873918 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,24),-0.0978831 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,25),-0.150025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,21),(12,22),-0.0872353 # DEPENDENCYPART_TRISIBL
(12,18),(12,21),(12,23),-0.087126 # DEPENDENCYPART_TRISIBL
(12,18),(12,21),(12,24),-0.102545 # DEPENDENCYPART_TRISIBL
(12,18),(12,21),(12,25),-0.126372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,22),(12,23),-0.0864315 # DEPENDENCYPART_TRISIBL
(12,18),(12,22),(12,24),-0.097557 # DEPENDENCYPART_TRISIBL
(12,18),(12,22),(12,25),-0.143864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,23),(12,24),-0.0860002 # DEPENDENCYPART_TRISIBL
(12,18),(12,23),(12,25),-0.175179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,24),(12,25),-0.0783544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,21),(12,22),-0.0900641 # DEPENDENCYPART_TRISIBL
(12,19),(12,21),(12,23),-0.080745 # DEPENDENCYPART_TRISIBL
(12,19),(12,21),(12,24),-0.0276639 # DEPENDENCYPART_TRISIBL
(12,19),(12,21),(12,25),-0.0316863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,22),(12,23),-0.0804161 # DEPENDENCYPART_TRISIBL
(12,19),(12,22),(12,24),-0.0762436 # DEPENDENCYPART_TRISIBL
(12,19),(12,22),(12,25),-0.0785543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,23),(12,24),-0.0934491 # DEPENDENCYPART_TRISIBL
(12,19),(12,23),(12,25),0.0187548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,24),(12,25),-0.117303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,21),(12,22),(12,23),-0.149893 # DEPENDENCYPART_TRISIBL
(12,21),(12,22),(12,24),-0.0509277 # DEPENDENCYPART_TRISIBL
(12,21),(12,22),(12,25),-0.100787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,21),(12,23),(12,24),-0.0302339 # DEPENDENCYPART_TRISIBL
(12,21),(12,23),(12,25),-0.067282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,21),(12,24),(12,25),0.00805634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,22),(12,23),(12,24),-0.124745 # DEPENDENCYPART_TRISIBL
(12,22),(12,23),(12,25),-0.235628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,22),(12,24),(12,25),-0.225082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,23),(12,24),(12,25),-0.0754812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,10),-0.202682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,9),-0.128622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,8),-0.151131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,7),-0.169774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,6),-0.158675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,5),-0.161631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,4),-0.149189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,3),-0.239307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,2),-0.242766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,1),-0.140655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,-1),-0.0017752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,9),-0.099932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,8),-0.151168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,7),-0.169851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,6),-0.158769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,5),-0.115756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,4),-0.154831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,3),-0.145347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,2),-0.150243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,1),-0.14869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,-1),-0.14154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,9),(12,8),-0.0429186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,7),-0.0616572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,6),-0.0508411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,5),-0.0650826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,4),-0.115502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,3),-0.0803711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,2),-0.0860678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,1),-0.0930663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,-1),-0.00625051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,8),(12,7),-0.190943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,6),-0.180931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,5),-0.0884889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,4),-0.172508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,3),-0.122364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,2),-0.127121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,1),-0.153649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,-1),0.00763762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,7),(12,6),-0.182873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,5),-0.0872487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,4),-0.172896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,3),-0.116912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,2),-0.121669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,1),-0.156039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,-1),0.0101358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,6),(12,5),-0.0889379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,4),-0.172546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,3),-0.12359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,2),-0.128347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,1),-0.149205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,-1),0.0276133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,5),(12,4),-0.174766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,3),-0.240141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,2),-0.243599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,1),-0.142221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,-1),0.0200693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,4),(12,3),-0.120287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,4),(12,2),-0.124537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,4),(12,1),-0.146142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,4),(12,-1),-0.0560346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,3),(12,2),-0.215473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,3),(12,1),-0.0457267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,3),(12,-1),-0.0425626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,2),(12,1),-0.052319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,2),(12,-1),-0.0569616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,1),(12,-1),-0.0340377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,10),(12,9),-0.0905506 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,8),-0.0830996 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,7),-0.0809814 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,6),-0.0821507 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,5),-0.125051 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,4),-0.0433318 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,3),-0.0652023 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,2),-0.0636607 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,1),0.0528211 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,-1),-0.167583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,9),(12,8),-0.0835647 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,7),-0.0814464 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,6),-0.0826157 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,5),-0.12749 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,4),-0.0436278 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,3),-0.0647384 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,2),-0.0631992 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,1),0.0415927 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,-1),-0.152794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,8),(12,7),-0.0814871 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,6),-0.0826564 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,5),-0.126047 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,4),-0.0443427 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,3),-0.0737186 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,2),-0.0721796 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,1),0.116042 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,-1),-0.202553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,7),(12,6),-0.0826564 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,5),-0.126047 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,4),-0.0443427 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,3),-0.0736602 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,2),-0.0721212 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,1),0.116008 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,-1),-0.202553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,6),(12,5),-0.126047 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,4),-0.0443427 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,3),-0.0736602 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,2),-0.0721212 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,1),0.116038 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,-1),-0.202553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,5),(12,4),0.0246289 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,3),-0.0774943 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,2),-0.0758994 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,1),0.0437447 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,-1),-0.142168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,4),(12,3),-0.0670079 # DEPENDENCYPART_TRISIBL
(12,11),(12,4),(12,2),-0.0654601 # DEPENDENCYPART_TRISIBL
(12,11),(12,4),(12,1),0.0466702 # DEPENDENCYPART_TRISIBL
(12,11),(12,4),(12,-1),-0.0963945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,3),(12,2),-0.0181231 # DEPENDENCYPART_TRISIBL
(12,11),(12,3),(12,1),0.15279 # DEPENDENCYPART_TRISIBL
(12,11),(12,3),(12,-1),-0.207403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,2),(12,1),0.152845 # DEPENDENCYPART_TRISIBL
(12,11),(12,2),(12,-1),-0.206231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,1),(12,-1),-0.039668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,9),(12,8),-0.0668298 # DEPENDENCYPART_TRISIBL
