# _root_ Gatoil Suisse owns an oil refinery in Switzerland with a capacity of 70,000 barrels a day , along with a network of gasoline retailing outlets .
#goldHeads=2,3,0,6,6,3,6,7,6,11,9,11,14,12,16,14,3,3,18,21,19,21,25,25,22,3,
#predictedHeads=2,3,0,6,6,3,6,7,3,11,9,11,14,12,16,14,14,14,18,21,19,21,25,25,22,3,
(11,11),(11,8),(11,7),-0.107889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),-0.148164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,7),(11,-1),-0.130804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),-0.121908 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,7),-0.0166744 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),-0.145448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,7),-0.00967604 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),-0.256513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,7),(11,-1),-0.135104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,7),-0.114286 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,-1),-0.161202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,7),(11,-1),-0.183993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,7),(11,-1),-0.142021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.111262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.157044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,18),-0.132269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,19),-0.0911879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,27),0.141786 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,16),-0.124578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,18),-0.0831496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,19),-0.0162017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,27),0.338962 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,18),-0.0886733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,19),-0.0325191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,27),0.294353 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,18),(12,19),-0.267964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,27),-0.168583 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,19),(12,27),-0.11337 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,16),-0.102003 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,18),-0.0820812 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,19),-0.0664777 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,27),-0.128246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,18),-0.062724 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,19),-0.0478682 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,27),-0.0882383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,18),(12,19),-0.0767886 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,27),-0.0483204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,19),(12,27),-0.0526733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,18),-0.0186653 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,19),-0.0200717 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,27),-0.117942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,18),(12,19),-0.0246159 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,27),-0.0423516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,19),(12,27),-0.0230647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,18),(12,19),-0.0471238 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,27),-0.132686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,19),(12,27),-0.132634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,19),(12,27),-0.213873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,7),(12,-1),-0.164205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,16),(13,21),-0.118958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,27),-0.218526 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,21),(13,27),-0.226292 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,16),(13,21),(13,27),-0.136721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,-1),-0.266567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.21602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,17),-0.142696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),-0.19842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,19),-0.141816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,21),-0.249355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,22),-0.151001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,23),-0.240967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,24),-0.14914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,25),-0.141861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,26),-0.208283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,27),-0.175 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,17),-0.113691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,18),-0.123681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,19),-0.0592418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,21),-0.196813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,22),-0.121816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,23),-0.189343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,24),-0.122548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,25),-0.120191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,26),-0.152809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,27),-0.167481 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,18),-0.314913 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,19),-0.271719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,21),-0.106376 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,22),-0.278962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,23),-0.0979991 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,24),-0.31983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,25),-0.0330726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,26),-0.241518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,27),-0.854255 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,19),-0.100864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,21),-0.205602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,22),-0.151204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,23),-0.198154 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,24),-0.117218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,25),-0.257868 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,26),-0.225855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,27),-0.156416 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,19),(14,21),-0.196541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,22),-0.101956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,23),-0.189093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,24),-0.114543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,25),-0.266671 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,26),-0.247143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,27),-0.0937255 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,21),(14,22),-0.126174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,21),(14,23),-0.191767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,21),(14,24),-0.120774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,21),(14,25),-0.120201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,21),(14,26),-0.153254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,21),(14,27),-0.183716 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,22),(14,23),-0.127213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,22),(14,24),-0.114842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,22),(14,25),-0.230699 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,22),(14,26),-0.253042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,22),(14,27),-0.0566185 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,23),(14,24),-0.12075 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,23),(14,25),-0.120156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,23),(14,26),-0.152973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,23),(14,27),-0.184022 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,24),(14,25),-0.1761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,24),(14,26),-0.13073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,24),(14,27),-0.11584 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,25),(14,26),-0.144148 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,25),(14,27),-0.194003 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,26),(14,27),-0.306663 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,17),-0.108782 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,18),-0.10368 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,19),-0.100716 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,21),-0.0952406 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,22),-0.106665 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,23),-0.0952311 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,24),-0.0907129 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,25),-0.112244 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,26),-0.0834664 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,27),-0.184863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,17),(14,18),-0.101213 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,19),-0.0985682 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,21),-0.0962757 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,22),-0.104184 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,23),-0.0962709 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,24),-0.0901889 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,25),-0.114126 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,26),-0.0855925 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,27),-0.140734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,18),(14,19),-0.0922789 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,21),-0.0987899 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,22),-0.101498 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,23),-0.0987851 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,24),-0.0875003 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,25),-0.113995 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,26),-0.0681588 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,27),-0.19667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,19),(14,21),-0.098964 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,22),-0.101498 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,23),-0.0989592 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,24),-0.0875158 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,25),-0.114008 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,26),-0.0635927 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,27),-0.192999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,21),(14,22),-0.106662 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,23),-0.0952049 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,24),-0.0907129 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,25),-0.112242 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,26),-0.0834573 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,27),-0.184284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,22),(14,23),-0.0998422 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,24),-0.0875589 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,25),-0.116594 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,26),-0.0706153 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,27),-0.180695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,23),(14,24),-0.0907129 # DEPENDENCYPART_TRISIBL
(14,15),(14,23),(14,25),-0.112242 # DEPENDENCYPART_TRISIBL
(14,15),(14,23),(14,26),-0.0834573 # DEPENDENCYPART_TRISIBL
(14,15),(14,23),(14,27),-0.184258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,24),(14,25),-0.111324 # DEPENDENCYPART_TRISIBL
(14,15),(14,24),(14,26),-0.0768893 # DEPENDENCYPART_TRISIBL
(14,15),(14,24),(14,27),-0.172967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,25),(14,26),-0.0836984 # DEPENDENCYPART_TRISIBL
(14,15),(14,25),(14,27),-0.182021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,26),(14,27),-0.183587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,17),(14,18),-0.0909992 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,19),-0.0553131 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,21),-0.214246 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,22),-0.0997317 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,23),-0.214 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,24),-0.0668554 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,25),-0.175965 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,26),-0.0592621 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,27),-0.133016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,18),(14,19),-0.0583622 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,21),-0.156876 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,22),-0.0734271 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,23),-0.15669 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,24),-0.0767641 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,25),-0.155438 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,26),-0.0568546 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,27),-0.166898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,21),-0.159 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,22),-0.0605984 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,23),-0.158814 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,24),-0.0806203 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,25),-0.155692 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,26),-0.033887 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,27),-0.170135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,21),(14,22),-0.102896 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,23),-0.161972 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,24),-0.0713604 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,25),-0.149774 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,26),-0.0543618 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,27),-0.197106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,22),(14,23),-0.15579 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,24),-0.0779718 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,25),-0.156553 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,26),-0.0627747 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,27),-0.137073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,23),(14,24),-0.0713604 # DEPENDENCYPART_TRISIBL
(14,16),(14,23),(14,25),-0.149774 # DEPENDENCYPART_TRISIBL
(14,16),(14,23),(14,26),-0.0543604 # DEPENDENCYPART_TRISIBL
(14,16),(14,23),(14,27),-0.196631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,24),(14,25),-0.144991 # DEPENDENCYPART_TRISIBL
(14,16),(14,24),(14,26),-0.0714034 # DEPENDENCYPART_TRISIBL
(14,16),(14,24),(14,27),-0.163381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,25),(14,26),-0.0236681 # DEPENDENCYPART_TRISIBL
(14,16),(14,25),(14,27),-0.141303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,26),(14,27),-0.0800753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,18),(14,19),-0.0728507 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,21),0.0399286 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,22),-0.0535299 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,23),0.034431 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,24),-0.0985407 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,25),-0.0123505 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,26),-0.0441623 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,27),-0.147706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,19),(14,21),0.0361951 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,22),-0.0526305 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,23),0.0306975 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,24),-0.105529 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,25),-0.0129797 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,26),-0.0226933 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,27),-0.130582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,21),(14,22),0.0030266 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,23),-0.0121226 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,24),-0.0750515 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,25),-0.00193568 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,26),-0.121003 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,27),-0.0144325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,22),(14,23),0.0344192 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,24),-0.0991571 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,25),-0.0129408 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,26),-0.0378352 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,27),-0.171321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,23),(14,24),-0.0750515 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,25),-0.00193568 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,26),-0.120517 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,27),-0.0119342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,24),(14,25),0.0130802 # DEPENDENCYPART_TRISIBL
(14,17),(14,24),(14,26),-0.0544476 # DEPENDENCYPART_TRISIBL
(14,17),(14,24),(14,27),-0.200785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,25),(14,26),-0.138707 # DEPENDENCYPART_TRISIBL
(14,17),(14,25),(14,27),0.000947964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,26),(14,27),-0.338018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,19),(14,21),-0.0812894 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,22),-0.221246 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,23),-0.0809566 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,24),-0.0832294 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,25),-0.0708028 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,26),-0.102464 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,27),-0.119881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,21),(14,22),-0.191451 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,23),-0.0918024 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,24),-0.0811556 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,25),-0.0831854 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,26),-0.0844293 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,27),-0.137102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,22),(14,23),-0.0855795 # DEPENDENCYPART_TRISIBL
(14,18),(14,22),(14,24),-0.0821052 # DEPENDENCYPART_TRISIBL
(14,18),(14,22),(14,25),-0.0711937 # DEPENDENCYPART_TRISIBL
(14,18),(14,22),(14,26),-0.112914 # DEPENDENCYPART_TRISIBL
(14,18),(14,22),(14,27),-0.126334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,23),(14,24),-0.0811556 # DEPENDENCYPART_TRISIBL
(14,18),(14,23),(14,25),-0.0831804 # DEPENDENCYPART_TRISIBL
(14,18),(14,23),(14,26),-0.0844293 # DEPENDENCYPART_TRISIBL
(14,18),(14,23),(14,27),-0.136586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,24),(14,25),-0.0823739 # DEPENDENCYPART_TRISIBL
(14,18),(14,24),(14,26),-0.0986197 # DEPENDENCYPART_TRISIBL
(14,18),(14,24),(14,27),-0.12179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,25),(14,26),-0.088933 # DEPENDENCYPART_TRISIBL
(14,18),(14,25),(14,27),-0.168965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,26),(14,27),-0.128695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,21),(14,22),-0.186069 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,23),-0.0727116 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,24),-0.0618022 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,25),-0.0829036 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,26),-0.0782424 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,27),-0.106809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,22),(14,23),-0.0486252 # DEPENDENCYPART_TRISIBL
(14,19),(14,22),(14,24),-0.0613068 # DEPENDENCYPART_TRISIBL
(14,19),(14,22),(14,25),-0.0708145 # DEPENDENCYPART_TRISIBL
(14,19),(14,22),(14,26),-0.10252 # DEPENDENCYPART_TRISIBL
(14,19),(14,22),(14,27),-0.0807741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,23),(14,24),-0.0618022 # DEPENDENCYPART_TRISIBL
(14,19),(14,23),(14,25),-0.0828986 # DEPENDENCYPART_TRISIBL
(14,19),(14,23),(14,26),-0.0782424 # DEPENDENCYPART_TRISIBL
(14,19),(14,23),(14,27),-0.106293 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,24),(14,25),-0.0819767 # DEPENDENCYPART_TRISIBL
(14,19),(14,24),(14,26),-0.105369 # DEPENDENCYPART_TRISIBL
(14,19),(14,24),(14,27),-0.074721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,25),(14,26),-0.0905361 # DEPENDENCYPART_TRISIBL
(14,19),(14,25),(14,27),-0.143121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,26),(14,27),-0.0816585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,22),(14,23),-0.15794 # DEPENDENCYPART_TRISIBL
(14,21),(14,22),(14,24),-0.0745618 # DEPENDENCYPART_TRISIBL
