# _root_ In 1987 , despite a barrage of ads from most of the major investment firms , individuals ran from the market en masse .
#goldHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,18,22,18,
#predictedHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,21,21,18,
(6,15),(6,19),(6,24),-0.087634 # DEPENDENCYPART_TRISIBL
(6,15),(6,19),(6,25),-0.101359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,21),(6,22),-0.0837227 # DEPENDENCYPART_TRISIBL
(6,15),(6,21),(6,23),-0.0837226 # DEPENDENCYPART_TRISIBL
(6,15),(6,21),(6,24),-0.0827195 # DEPENDENCYPART_TRISIBL
(6,15),(6,21),(6,25),-0.151467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,22),(6,23),-0.0837226 # DEPENDENCYPART_TRISIBL
(6,15),(6,22),(6,24),-0.0791074 # DEPENDENCYPART_TRISIBL
(6,15),(6,22),(6,25),-0.0994903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,23),(6,24),-0.0791074 # DEPENDENCYPART_TRISIBL
(6,15),(6,23),(6,25),-0.0994903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,24),(6,25),-0.0601353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,18),(6,19),-0.0706249 # DEPENDENCYPART_TRISIBL
(6,16),(6,18),(6,21),0.0247803 # DEPENDENCYPART_TRISIBL
(6,16),(6,18),(6,22),-0.0902269 # DEPENDENCYPART_TRISIBL
(6,16),(6,18),(6,23),-0.0902269 # DEPENDENCYPART_TRISIBL
(6,16),(6,18),(6,24),-0.107695 # DEPENDENCYPART_TRISIBL
(6,16),(6,18),(6,25),-0.15188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,19),(6,21),0.00716324 # DEPENDENCYPART_TRISIBL
(6,16),(6,19),(6,22),-0.0902289 # DEPENDENCYPART_TRISIBL
(6,16),(6,19),(6,23),-0.0902289 # DEPENDENCYPART_TRISIBL
(6,16),(6,19),(6,24),-0.0465316 # DEPENDENCYPART_TRISIBL
(6,16),(6,19),(6,25),-0.146531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,21),(6,22),-0.0935904 # DEPENDENCYPART_TRISIBL
(6,16),(6,21),(6,23),-0.0935904 # DEPENDENCYPART_TRISIBL
(6,16),(6,21),(6,24),-0.138673 # DEPENDENCYPART_TRISIBL
(6,16),(6,21),(6,25),-0.0440461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,22),(6,23),-0.0905571 # DEPENDENCYPART_TRISIBL
(6,16),(6,22),(6,24),-0.122216 # DEPENDENCYPART_TRISIBL
(6,16),(6,22),(6,25),-0.148135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,23),(6,24),-0.122216 # DEPENDENCYPART_TRISIBL
(6,16),(6,23),(6,25),-0.147944 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,24),(6,25),-0.329322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,18),(6,19),(6,21),-0.0936466 # DEPENDENCYPART_TRISIBL
(6,18),(6,19),(6,22),-0.0899612 # DEPENDENCYPART_TRISIBL
(6,18),(6,19),(6,23),-0.0899612 # DEPENDENCYPART_TRISIBL
(6,18),(6,19),(6,24),-0.0496383 # DEPENDENCYPART_TRISIBL
(6,18),(6,19),(6,25),-0.0947489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,18),(6,21),(6,22),-0.0899612 # DEPENDENCYPART_TRISIBL
(6,18),(6,21),(6,23),-0.0899612 # DEPENDENCYPART_TRISIBL
(6,18),(6,21),(6,24),-0.0625682 # DEPENDENCYPART_TRISIBL
(6,18),(6,21),(6,25),-0.115199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,18),(6,22),(6,23),-0.0899612 # DEPENDENCYPART_TRISIBL
(6,18),(6,22),(6,24),-0.0663549 # DEPENDENCYPART_TRISIBL
(6,18),(6,22),(6,25),-0.108582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,18),(6,23),(6,24),-0.0663549 # DEPENDENCYPART_TRISIBL
(6,18),(6,23),(6,25),-0.108582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,18),(6,24),(6,25),-0.0432133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,19),(6,21),(6,22),-0.0862589 # DEPENDENCYPART_TRISIBL
(6,19),(6,21),(6,23),-0.0890236 # DEPENDENCYPART_TRISIBL
(6,19),(6,21),(6,24),-0.117701 # DEPENDENCYPART_TRISIBL
(6,19),(6,21),(6,25),-0.111527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,19),(6,22),(6,23),-0.0918173 # DEPENDENCYPART_TRISIBL
(6,19),(6,22),(6,24),-0.105767 # DEPENDENCYPART_TRISIBL
(6,19),(6,22),(6,25),-0.102129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,19),(6,23),(6,24),-0.108553 # DEPENDENCYPART_TRISIBL
(6,19),(6,23),(6,25),-0.104108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,19),(6,24),(6,25),-0.0563224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,21),(6,22),(6,23),-0.100535 # DEPENDENCYPART_TRISIBL
(6,21),(6,22),(6,24),-0.0607553 # DEPENDENCYPART_TRISIBL
(6,21),(6,22),(6,25),-0.124348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,21),(6,23),(6,24),-0.0607553 # DEPENDENCYPART_TRISIBL
(6,21),(6,23),(6,25),-0.124348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,21),(6,24),(6,25),-0.0206984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,22),(6,23),(6,24),-0.0973241 # DEPENDENCYPART_TRISIBL
(6,22),(6,23),(6,25),-0.109744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,22),(6,24),(6,25),-0.156379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,23),(6,24),(6,25),-0.16187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,4),-0.0810764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,3),-0.104432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,2),-0.244945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,1),-0.083223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),-0.202472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,4),(6,3),-0.311733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,2),-0.108134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,1),-0.189439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,-1),-0.113057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,2),-0.209248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,1),-0.161655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,-1),-0.377076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,2),(6,1),-0.180421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,2),(6,-1),-0.176031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),-0.120646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,4),(6,3),-0.0704048 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,2),-0.114268 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,1),-0.0166301 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,-1),-0.145257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,3),(6,2),-0.131996 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,1),0.0238456 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,-1),-0.234269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,2),(6,1),-0.0275166 # DEPENDENCYPART_TRISIBL
(6,5),(6,2),(6,-1),-0.288409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,1),(6,-1),-0.13737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,3),(6,2),-0.0767452 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,1),-0.158227 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,-1),-0.329361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,2),(6,1),-0.0998777 # DEPENDENCYPART_TRISIBL
(6,4),(6,2),(6,-1),-0.15579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,1),(6,-1),-0.16481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,2),(6,1),-0.0627748 # DEPENDENCYPART_TRISIBL
(6,3),(6,2),(6,-1),-0.136323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,1),(6,-1),-0.146672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,2),(6,1),(6,-1),-0.121217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),0.0119085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),-0.140301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),-0.0646923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,15),-0.0962052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,25),0.342372 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.152993 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,11),-0.346081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,15),0.0160909 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,25),-0.117554 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,11),-0.209098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,15),-0.0972632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,25),-0.0281219 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,15),0.10564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,25),-0.106924 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,15),(7,25),0.326921 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.0946066 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,11),-0.0058119 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,15),-0.193755 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,25),-0.0470208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,11),0.00392194 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,15),-0.180047 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,25),-0.110483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,15),-0.194286 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,25),-0.0598977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,15),(7,25),-0.151023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.16797 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,15),-0.0746392 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,25),-0.125582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,15),-0.0742108 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,25),-0.213346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,15),(7,25),-0.0330632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,15),-0.102004 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,25),-0.138942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,15),(7,25),-0.134463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,15),(7,25),0.114508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,3),-0.213879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,1),-0.156951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,-1),-0.148221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,1),-0.167312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),-0.206785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,1),(7,-1),-0.164205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,3),(7,1),-0.153601 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,-1),-0.192044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,1),(7,-1),-0.0360912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,1),(7,-1),-0.151938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.160809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.164614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,15),-0.265899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.0152411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,17),-0.252905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),-0.0869397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,19),-0.154666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,21),-0.212617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,24),-0.199737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,25),-0.125987 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.118303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,15),-0.16686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.136665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,17),-0.155501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,18),-0.145118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,19),-0.110067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,21),-0.205034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,24),-0.161103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,25),-0.209845 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,15),-0.243539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,16),-0.000927883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,17),-0.230545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,18),-0.115063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,19),-0.162297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,21),-0.136304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,24),-0.251276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,25),-0.0600444 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,16),-0.101351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,17),-0.163552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,18),-0.15822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,19),-0.0944656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,21),-0.163713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,24),-0.140346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,25),-0.20116 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,17),-0.0322845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,18),-0.11553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,19),-0.252661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,21),-0.114009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,24),-0.240724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,25),-0.856493 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,17),(8,18),-0.157795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,19),-0.0885604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,21),-0.162623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,24),-0.142471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,25),-0.197343 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,18),(8,19),-0.0916548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,21),-0.187561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,24),-0.155256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,25),-0.0939158 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,19),(8,21),-0.212617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,19),(8,24),-0.199737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,19),(8,25),-0.125987 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,21),(8,24),-0.163788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,21),(8,25),-0.222835 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,24),(8,25),-0.308901 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.184587 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,15),-0.061877 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,16),-0.00821925 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,17),-0.0660511 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,18),-0.117794 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,19),-0.143409 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,21),-0.0821834 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,24),-0.092653 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,25),-0.176091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,15),-0.0529493 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,16),0.061946 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,17),-0.0570184 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,18),-0.126525 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,19),-0.190951 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,21),-0.0978698 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,24),-0.106087 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,25),-0.114871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,15),(8,16),-0.0191566 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,17),-0.0715586 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,18),-0.120334 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,19),-0.142933 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,21),-0.0895107 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,24),-0.0916723 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,25),-0.186555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,16),(8,17),0.075668 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,18),-0.0793242 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,19),-0.172824 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,21),-0.0218533 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,24),-0.107775 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,25),-0.334985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,17),(8,18),-0.120334 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,19),-0.142122 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,21),-0.0894854 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,24),-0.0916129 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,25),-0.18451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,18),(8,19),-0.137457 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,21),-0.0824936 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,24),-0.12885 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,25),-0.158556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,19),(8,21),-0.0972065 # DEPENDENCYPART_TRISIBL
(8,9),(8,19),(8,24),-0.105037 # DEPENDENCYPART_TRISIBL
(8,9),(8,19),(8,25),-0.0663394 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,21),(8,24),-0.094019 # DEPENDENCYPART_TRISIBL
(8,9),(8,21),(8,25),-0.170999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,24),(8,25),-0.139691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,11),(8,15),-0.0982522 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,16),-0.0758474 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,17),-0.0971105 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,18),-0.0931215 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,19),-0.0731944 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,21),-0.0965176 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,24),-0.085037 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,25),-0.146619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,15),(8,16),-0.0711356 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,17),-0.093461 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,18),-0.0928663 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,19),-0.078734 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,21),-0.0957898 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,24),-0.10816 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,25),-0.14521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,16),(8,17),-0.0950891 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,18),-0.0968236 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,19),-0.0755783 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,21),-0.0979222 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,24),-0.108172 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,25),-0.140221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,17),(8,18),-0.0928663 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,19),-0.078734 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,21),-0.0957898 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,24),-0.108159 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,25),-0.14521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,18),(8,19),-0.0778742 # DEPENDENCYPART_TRISIBL
(8,10),(8,18),(8,21),-0.0955671 # DEPENDENCYPART_TRISIBL
(8,10),(8,18),(8,24),-0.113008 # DEPENDENCYPART_TRISIBL
(8,10),(8,18),(8,25),-0.141533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,19),(8,21),-0.0963751 # DEPENDENCYPART_TRISIBL
(8,10),(8,19),(8,24),-0.0847065 # DEPENDENCYPART_TRISIBL
(8,10),(8,19),(8,25),-0.147367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,21),(8,24),-0.110052 # DEPENDENCYPART_TRISIBL
(8,10),(8,21),(8,25),-0.14646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,24),(8,25),-0.131576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,15),(8,16),-0.0438855 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,17),-0.10437 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,18),-0.105943 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,19),-0.136855 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,21),-0.0694507 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,24),-0.101833 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,25),-0.119464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,16),(8,17),0.0300979 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,18),-0.0181955 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,19),-0.111215 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,21),0.022473 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,24),-0.11335 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,25),-0.385425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,17),(8,18),-0.105943 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,19),-0.136044 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,21),-0.0694255 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,24),-0.101774 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,25),-0.117419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,18),(8,19),-0.122456 # DEPENDENCYPART_TRISIBL
(8,11),(8,18),(8,21),-0.0627673 # DEPENDENCYPART_TRISIBL
