# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(14,15),(9,14),0.0465734 # DEPENDENCYPART_HEADBIGRAM
(14,15),(10,14),0.071233 # DEPENDENCYPART_HEADBIGRAM
(14,15),(12,14),0.0771146 # DEPENDENCYPART_HEADBIGRAM
(14,15),(13,14),0.193379 # DEPENDENCYPART_HEADBIGRAM
(14,15),(16,14),0.221201 # DEPENDENCYPART_HEADBIGRAM
(14,15),(19,14),0.141602 # DEPENDENCYPART_HEADBIGRAM
(14,16),(10,15),-0.0625667 # DEPENDENCYPART_HEADBIGRAM
(14,16),(13,15),-0.0615023 # DEPENDENCYPART_HEADBIGRAM
(14,16),(14,15),-0.00664481 # DEPENDENCYPART_HEADBIGRAM
(14,16),(16,15),0.441759 # DEPENDENCYPART_HEADBIGRAM
(14,16),(19,15),0.171259 # DEPENDENCYPART_HEADBIGRAM
(14,17),(2,16),-0.06344 # DEPENDENCYPART_HEADBIGRAM
(14,17),(3,16),-0.0647202 # DEPENDENCYPART_HEADBIGRAM
(14,17),(6,16),-0.0502222 # DEPENDENCYPART_HEADBIGRAM
(14,17),(7,16),-0.0858641 # DEPENDENCYPART_HEADBIGRAM
(14,17),(10,16),-0.0616715 # DEPENDENCYPART_HEADBIGRAM
(14,17),(12,16),-0.0620501 # DEPENDENCYPART_HEADBIGRAM
(14,17),(13,16),-0.0441355 # DEPENDENCYPART_HEADBIGRAM
(14,17),(14,16),-0.120881 # DEPENDENCYPART_HEADBIGRAM
(14,17),(18,16),0.161693 # DEPENDENCYPART_HEADBIGRAM
(14,17),(19,16),0.166264 # DEPENDENCYPART_HEADBIGRAM
(14,18),(2,17),-0.0639452 # DEPENDENCYPART_HEADBIGRAM
(14,18),(3,17),-0.0616919 # DEPENDENCYPART_HEADBIGRAM
(14,18),(6,17),-0.0617021 # DEPENDENCYPART_HEADBIGRAM
(14,18),(9,17),-0.0659787 # DEPENDENCYPART_HEADBIGRAM
(14,18),(10,17),-0.0659787 # DEPENDENCYPART_HEADBIGRAM
(14,18),(13,17),-0.062511 # DEPENDENCYPART_HEADBIGRAM
(14,18),(14,17),0.0645185 # DEPENDENCYPART_HEADBIGRAM
(14,18),(16,17),0.0536505 # DEPENDENCYPART_HEADBIGRAM
(14,18),(18,17),0.173946 # DEPENDENCYPART_HEADBIGRAM
(14,18),(19,17),0.17186 # DEPENDENCYPART_HEADBIGRAM
(14,19),(2,18),-0.0611857 # DEPENDENCYPART_HEADBIGRAM
(14,19),(7,18),-0.0643318 # DEPENDENCYPART_HEADBIGRAM
(14,19),(13,18),-0.0616311 # DEPENDENCYPART_HEADBIGRAM
(14,19),(14,18),0.0714137 # DEPENDENCYPART_HEADBIGRAM
(14,19),(16,18),0.0735637 # DEPENDENCYPART_HEADBIGRAM
(14,19),(19,18),0.190814 # DEPENDENCYPART_HEADBIGRAM
(14,19),(21,18),0.168089 # DEPENDENCYPART_HEADBIGRAM
(14,19),(22,18),0.163574 # DEPENDENCYPART_HEADBIGRAM
(14,19),(23,18),0.168089 # DEPENDENCYPART_HEADBIGRAM
(14,19),(24,18),0.16231 # DEPENDENCYPART_HEADBIGRAM
(14,21),(19,20),0.0551223 # DEPENDENCYPART_HEADBIGRAM
(14,21),(21,20),0.147391 # DEPENDENCYPART_HEADBIGRAM
(14,21),(23,20),0.148632 # DEPENDENCYPART_HEADBIGRAM
(14,23),(2,22),-0.0621252 # DEPENDENCYPART_HEADBIGRAM
(14,23),(6,22),-0.0670228 # DEPENDENCYPART_HEADBIGRAM
(14,23),(10,22),-0.0670228 # DEPENDENCYPART_HEADBIGRAM
(14,23),(13,22),-0.0666869 # DEPENDENCYPART_HEADBIGRAM
(14,23),(16,22),0.0696897 # DEPENDENCYPART_HEADBIGRAM
(14,23),(19,22),0.0664025 # DEPENDENCYPART_HEADBIGRAM
(14,23),(21,22),0.0604745 # DEPENDENCYPART_HEADBIGRAM
(14,23),(23,22),0.126477 # DEPENDENCYPART_HEADBIGRAM
(14,23),(24,22),0.168726 # DEPENDENCYPART_HEADBIGRAM
(15,19),(2,18),-0.0616182 # DEPENDENCYPART_HEADBIGRAM
(15,19),(7,18),-0.0391048 # DEPENDENCYPART_HEADBIGRAM
(15,19),(13,18),-0.0622232 # DEPENDENCYPART_HEADBIGRAM
(15,19),(14,18),-0.0612645 # DEPENDENCYPART_HEADBIGRAM
(15,19),(16,18),0.0734521 # DEPENDENCYPART_HEADBIGRAM
(15,19),(19,18),0.382939 # DEPENDENCYPART_HEADBIGRAM
(15,19),(21,18),0.167608 # DEPENDENCYPART_HEADBIGRAM
(15,19),(22,18),0.190751 # DEPENDENCYPART_HEADBIGRAM
(15,19),(23,18),0.167608 # DEPENDENCYPART_HEADBIGRAM
(15,19),(24,18),0.181924 # DEPENDENCYPART_HEADBIGRAM
(16,4),(1,3),-0.203006 # DEPENDENCYPART_HEADBIGRAM
(16,4),(2,3),-0.248682 # DEPENDENCYPART_HEADBIGRAM
(16,4),(6,3),-0.0606167 # DEPENDENCYPART_HEADBIGRAM
(16,8),(2,7),-0.143307 # DEPENDENCYPART_HEADBIGRAM
(16,8),(3,7),-0.204415 # DEPENDENCYPART_HEADBIGRAM
(16,8),(5,7),-0.149443 # DEPENDENCYPART_HEADBIGRAM
(16,8),(6,7),-0.17068 # DEPENDENCYPART_HEADBIGRAM
(16,8),(10,7),-0.0832374 # DEPENDENCYPART_HEADBIGRAM
(16,9),(2,8),-0.209531 # DEPENDENCYPART_HEADBIGRAM
(16,9),(3,8),-0.207501 # DEPENDENCYPART_HEADBIGRAM
(16,9),(6,8),-0.214344 # DEPENDENCYPART_HEADBIGRAM
(16,9),(7,8),-0.178466 # DEPENDENCYPART_HEADBIGRAM
(16,9),(9,8),-0.00489757 # DEPENDENCYPART_HEADBIGRAM
(16,9),(10,8),-0.0915702 # DEPENDENCYPART_HEADBIGRAM
(16,9),(13,8),-0.0921721 # DEPENDENCYPART_HEADBIGRAM
(16,9),(16,8),0.127504 # DEPENDENCYPART_HEADBIGRAM
(16,10),(2,9),-0.206189 # DEPENDENCYPART_HEADBIGRAM
(16,10),(3,9),-0.233132 # DEPENDENCYPART_HEADBIGRAM
(16,10),(6,9),-0.214067 # DEPENDENCYPART_HEADBIGRAM
(16,10),(7,9),-0.279531 # DEPENDENCYPART_HEADBIGRAM
(16,10),(8,9),-0.222478 # DEPENDENCYPART_HEADBIGRAM
(16,10),(10,9),-0.0808262 # DEPENDENCYPART_HEADBIGRAM
(16,10),(13,9),-0.0921802 # DEPENDENCYPART_HEADBIGRAM
(16,10),(16,9),0.220805 # DEPENDENCYPART_HEADBIGRAM
(16,11),(2,10),-0.221356 # DEPENDENCYPART_HEADBIGRAM
(16,11),(3,10),-0.215982 # DEPENDENCYPART_HEADBIGRAM
(16,11),(5,10),-0.188922 # DEPENDENCYPART_HEADBIGRAM
(16,11),(6,10),-0.197548 # DEPENDENCYPART_HEADBIGRAM
(16,11),(7,10),-0.207907 # DEPENDENCYPART_HEADBIGRAM
(16,11),(9,10),-0.16729 # DEPENDENCYPART_HEADBIGRAM
(16,11),(13,10),-0.12552 # DEPENDENCYPART_HEADBIGRAM
(16,11),(16,10),0.0803668 # DEPENDENCYPART_HEADBIGRAM
(16,11),(19,10),0.136165 # DEPENDENCYPART_HEADBIGRAM
(16,12),(2,11),-0.225464 # DEPENDENCYPART_HEADBIGRAM
(16,12),(3,11),-0.222467 # DEPENDENCYPART_HEADBIGRAM
(16,12),(6,11),-0.243914 # DEPENDENCYPART_HEADBIGRAM
(16,12),(7,11),-0.238077 # DEPENDENCYPART_HEADBIGRAM
(16,12),(8,11),-0.201984 # DEPENDENCYPART_HEADBIGRAM
(16,12),(10,11),-0.244069 # DEPENDENCYPART_HEADBIGRAM
(16,12),(12,11),-0.0987963 # DEPENDENCYPART_HEADBIGRAM
(16,12),(13,11),-0.106113 # DEPENDENCYPART_HEADBIGRAM
(16,12),(16,11),0.113035 # DEPENDENCYPART_HEADBIGRAM
(16,12),(19,11),0.0911657 # DEPENDENCYPART_HEADBIGRAM
(16,13),(2,12),-0.200035 # DEPENDENCYPART_HEADBIGRAM
(16,13),(3,12),-0.200017 # DEPENDENCYPART_HEADBIGRAM
(16,13),(6,12),-0.180289 # DEPENDENCYPART_HEADBIGRAM
(16,13),(7,12),-0.209355 # DEPENDENCYPART_HEADBIGRAM
(16,13),(9,12),-0.180636 # DEPENDENCYPART_HEADBIGRAM
(16,13),(10,12),-0.181908 # DEPENDENCYPART_HEADBIGRAM
(16,13),(13,12),-0.0924214 # DEPENDENCYPART_HEADBIGRAM
(16,13),(14,12),-0.0736717 # DEPENDENCYPART_HEADBIGRAM
(16,13),(16,12),0.0813222 # DEPENDENCYPART_HEADBIGRAM
(16,13),(19,12),0.0975657 # DEPENDENCYPART_HEADBIGRAM
(16,14),(2,13),-0.200146 # DEPENDENCYPART_HEADBIGRAM
(16,14),(3,13),-0.192506 # DEPENDENCYPART_HEADBIGRAM
(16,14),(6,13),-0.207244 # DEPENDENCYPART_HEADBIGRAM
(16,14),(7,13),-0.173513 # DEPENDENCYPART_HEADBIGRAM
(16,14),(8,13),-0.20086 # DEPENDENCYPART_HEADBIGRAM
(16,14),(9,13),-0.20621 # DEPENDENCYPART_HEADBIGRAM
(16,14),(10,13),-0.20621 # DEPENDENCYPART_HEADBIGRAM
(16,14),(12,13),-0.191805 # DEPENDENCYPART_HEADBIGRAM
(16,14),(16,13),0.0577593 # DEPENDENCYPART_HEADBIGRAM
(16,14),(19,13),0.0900444 # DEPENDENCYPART_HEADBIGRAM
(16,15),(2,14),-0.263102 # DEPENDENCYPART_HEADBIGRAM
(16,15),(3,14),-0.224096 # DEPENDENCYPART_HEADBIGRAM
(16,15),(6,14),-0.0521264 # DEPENDENCYPART_HEADBIGRAM
(16,15),(7,14),-0.259148 # DEPENDENCYPART_HEADBIGRAM
(16,15),(9,14),-0.0950825 # DEPENDENCYPART_HEADBIGRAM
(16,15),(10,14),-0.097498 # DEPENDENCYPART_HEADBIGRAM
(16,15),(12,14),-0.0834057 # DEPENDENCYPART_HEADBIGRAM
(16,15),(13,14),0.0753287 # DEPENDENCYPART_HEADBIGRAM
(16,15),(16,14),0.0303445 # DEPENDENCYPART_HEADBIGRAM
(16,15),(19,14),0.0649752 # DEPENDENCYPART_HEADBIGRAM
(16,17),(2,16),-0.050543 # DEPENDENCYPART_HEADBIGRAM
(16,17),(3,16),-0.104384 # DEPENDENCYPART_HEADBIGRAM
(16,17),(6,16),-0.000965603 # DEPENDENCYPART_HEADBIGRAM
(16,17),(7,16),-0.131435 # DEPENDENCYPART_HEADBIGRAM
(16,17),(10,16),-0.0075937 # DEPENDENCYPART_HEADBIGRAM
(16,17),(12,16),-0.017437 # DEPENDENCYPART_HEADBIGRAM
(16,17),(13,16),0.0566576 # DEPENDENCYPART_HEADBIGRAM
(16,17),(14,16),-0.0795587 # DEPENDENCYPART_HEADBIGRAM
(16,17),(18,16),0.0740039 # DEPENDENCYPART_HEADBIGRAM
(16,17),(19,16),0.103161 # DEPENDENCYPART_HEADBIGRAM
(16,18),(2,17),-0.0665372 # DEPENDENCYPART_HEADBIGRAM
(16,18),(3,17),-0.0615009 # DEPENDENCYPART_HEADBIGRAM
(16,18),(6,17),-0.0633302 # DEPENDENCYPART_HEADBIGRAM
(16,18),(9,17),-0.0629769 # DEPENDENCYPART_HEADBIGRAM
(16,18),(10,17),-0.0632241 # DEPENDENCYPART_HEADBIGRAM
(16,18),(13,17),-0.0631798 # DEPENDENCYPART_HEADBIGRAM
(16,18),(14,17),-0.0644367 # DEPENDENCYPART_HEADBIGRAM
(16,18),(16,17),0.0555596 # DEPENDENCYPART_HEADBIGRAM
(16,18),(18,17),0.171034 # DEPENDENCYPART_HEADBIGRAM
(16,18),(19,17),0.170092 # DEPENDENCYPART_HEADBIGRAM
(16,19),(2,18),-0.061168 # DEPENDENCYPART_HEADBIGRAM
(16,19),(7,18),-0.0500197 # DEPENDENCYPART_HEADBIGRAM
(16,19),(13,18),-0.0611781 # DEPENDENCYPART_HEADBIGRAM
(16,19),(14,18),-0.0611122 # DEPENDENCYPART_HEADBIGRAM
(16,19),(16,18),0.0712328 # DEPENDENCYPART_HEADBIGRAM
(16,19),(19,18),0.115055 # DEPENDENCYPART_HEADBIGRAM
(16,19),(21,18),0.168596 # DEPENDENCYPART_HEADBIGRAM
(16,19),(22,18),0.179789 # DEPENDENCYPART_HEADBIGRAM
(16,19),(23,18),0.168596 # DEPENDENCYPART_HEADBIGRAM
(16,19),(24,18),0.17435 # DEPENDENCYPART_HEADBIGRAM
(16,21),(19,20),0.03636 # DEPENDENCYPART_HEADBIGRAM
(16,21),(21,20),0.0977464 # DEPENDENCYPART_HEADBIGRAM
(16,21),(23,20),0.141051 # DEPENDENCYPART_HEADBIGRAM
(16,22),(6,21),-0.0635447 # DEPENDENCYPART_HEADBIGRAM
(16,22),(10,21),-0.0635418 # DEPENDENCYPART_HEADBIGRAM
(16,22),(13,21),-0.070251 # DEPENDENCYPART_HEADBIGRAM
(16,22),(14,21),-0.0506241 # DEPENDENCYPART_HEADBIGRAM
(16,22),(16,21),0.0426404 # DEPENDENCYPART_HEADBIGRAM
(16,22),(18,21),0.0655146 # DEPENDENCYPART_HEADBIGRAM
(16,22),(19,21),0.120915 # DEPENDENCYPART_HEADBIGRAM
(16,22),(22,21),0.145675 # DEPENDENCYPART_HEADBIGRAM
(16,22),(23,21),0.169987 # DEPENDENCYPART_HEADBIGRAM
(16,22),(24,21),0.171559 # DEPENDENCYPART_HEADBIGRAM
(16,23),(2,22),-0.0729491 # DEPENDENCYPART_HEADBIGRAM
(16,23),(6,22),-0.0686287 # DEPENDENCYPART_HEADBIGRAM
(16,23),(10,22),-0.0627462 # DEPENDENCYPART_HEADBIGRAM
(16,23),(13,22),-0.0624102 # DEPENDENCYPART_HEADBIGRAM
(16,23),(16,22),0.0741232 # DEPENDENCYPART_HEADBIGRAM
(16,23),(19,22),0.0558285 # DEPENDENCYPART_HEADBIGRAM
(16,23),(21,22),0.0628668 # DEPENDENCYPART_HEADBIGRAM
(16,23),(23,22),0.272619 # DEPENDENCYPART_HEADBIGRAM
(16,23),(24,22),0.199041 # DEPENDENCYPART_HEADBIGRAM
(16,24),(13,23),-0.0702506 # DEPENDENCYPART_HEADBIGRAM
(16,24),(14,23),-0.0491499 # DEPENDENCYPART_HEADBIGRAM
(16,24),(16,23),-0.00482757 # DEPENDENCYPART_HEADBIGRAM
(16,24),(19,23),0.0994823 # DEPENDENCYPART_HEADBIGRAM
(16,24),(21,23),0.0954392 # DEPENDENCYPART_HEADBIGRAM
(16,24),(22,23),0.0822206 # DEPENDENCYPART_HEADBIGRAM
(16,24),(24,23),0.148105 # DEPENDENCYPART_HEADBIGRAM
(16,25),(2,24),-0.0598115 # DEPENDENCYPART_HEADBIGRAM
(16,25),(6,24),-0.0686177 # DEPENDENCYPART_HEADBIGRAM
(16,25),(13,24),-0.0686177 # DEPENDENCYPART_HEADBIGRAM
(16,25),(16,24),0.0276361 # DEPENDENCYPART_HEADBIGRAM
(16,25),(19,24),0.0628464 # DEPENDENCYPART_HEADBIGRAM
(16,25),(21,24),0.0498869 # DEPENDENCYPART_HEADBIGRAM
(16,25),(22,24),0.0597743 # DEPENDENCYPART_HEADBIGRAM
(16,25),(23,24),0.0544694 # DEPENDENCYPART_HEADBIGRAM
(16,25),(25,24),0.158513 # DEPENDENCYPART_HEADBIGRAM
(16,25),(27,24),0.174083 # DEPENDENCYPART_HEADBIGRAM
(16,27),(25,26),0.0601 # DEPENDENCYPART_HEADBIGRAM
(16,27),(27,26),0.21697 # DEPENDENCYPART_HEADBIGRAM
(16,27),(32,26),0.172158 # DEPENDENCYPART_HEADBIGRAM
(16,29),(13,28),-0.0573827 # DEPENDENCYPART_HEADBIGRAM
(16,29),(19,28),0.0938898 # DEPENDENCYPART_HEADBIGRAM
(16,29),(21,28),0.0755148 # DEPENDENCYPART_HEADBIGRAM
(16,29),(23,28),0.075978 # DEPENDENCYPART_HEADBIGRAM
(16,29),(24,28),0.0578685 # DEPENDENCYPART_HEADBIGRAM
(16,29),(25,28),0.0781848 # DEPENDENCYPART_HEADBIGRAM
(16,29),(27,28),0.0702502 # DEPENDENCYPART_HEADBIGRAM
(16,29),(29,28),0.15893 # DEPENDENCYPART_HEADBIGRAM
(18,16),(10,15),-0.225097 # DEPENDENCYPART_HEADBIGRAM
(18,16),(13,15),-0.268996 # DEPENDENCYPART_HEADBIGRAM
(18,16),(14,15),-0.268997 # DEPENDENCYPART_HEADBIGRAM
(18,16),(16,15),-0.0679406 # DEPENDENCYPART_HEADBIGRAM
(18,16),(19,15),0.107077 # DEPENDENCYPART_HEADBIGRAM
(18,17),(2,16),-0.199897 # DEPENDENCYPART_HEADBIGRAM
(18,17),(3,16),-0.199915 # DEPENDENCYPART_HEADBIGRAM
(18,17),(6,16),-0.207119 # DEPENDENCYPART_HEADBIGRAM
(18,17),(7,16),-0.207275 # DEPENDENCYPART_HEADBIGRAM
(18,17),(10,16),-0.207119 # DEPENDENCYPART_HEADBIGRAM
(18,17),(12,16),-0.17422 # DEPENDENCYPART_HEADBIGRAM
(18,17),(13,16),-0.17422 # DEPENDENCYPART_HEADBIGRAM
(18,17),(14,16),-0.172476 # DEPENDENCYPART_HEADBIGRAM
(18,17),(18,16),0.0342871 # DEPENDENCYPART_HEADBIGRAM
(18,17),(19,16),0.102804 # DEPENDENCYPART_HEADBIGRAM
(18,21),(19,20),0.0388514 # DEPENDENCYPART_HEADBIGRAM
(18,21),(21,20),0.125026 # DEPENDENCYPART_HEADBIGRAM
(18,21),(23,20),0.145712 # DEPENDENCYPART_HEADBIGRAM
(19,2),(2,1),-0.0581224 # DEPENDENCYPART_HEADBIGRAM
(19,2),(3,1),-0.0861616 # DEPENDENCYPART_HEADBIGRAM
(19,2),(6,1),-0.0855582 # DEPENDENCYPART_HEADBIGRAM
(19,6),(2,5),-0.210413 # DEPENDENCYPART_HEADBIGRAM
(19,6),(3,5),-0.212038 # DEPENDENCYPART_HEADBIGRAM
(19,6),(6,5),-0.0599059 # DEPENDENCYPART_HEADBIGRAM
(19,6),(10,5),-0.0968595 # DEPENDENCYPART_HEADBIGRAM
(19,6),(13,5),-0.0962379 # DEPENDENCYPART_HEADBIGRAM
(19,10),(2,9),-0.195657 # DEPENDENCYPART_HEADBIGRAM
(19,10),(3,9),-0.21633 # DEPENDENCYPART_HEADBIGRAM
(19,10),(6,9),-0.199952 # DEPENDENCYPART_HEADBIGRAM
(19,10),(7,9),-0.307254 # DEPENDENCYPART_HEADBIGRAM
(19,10),(8,9),-0.221114 # DEPENDENCYPART_HEADBIGRAM
(19,10),(10,9),0.0408955 # DEPENDENCYPART_HEADBIGRAM
(19,10),(13,9),-0.0844397 # DEPENDENCYPART_HEADBIGRAM
(19,10),(16,9),-0.0861465 # DEPENDENCYPART_HEADBIGRAM
(19,11),(2,10),-0.21328 # DEPENDENCYPART_HEADBIGRAM
(19,11),(3,10),-0.183011 # DEPENDENCYPART_HEADBIGRAM
(19,11),(5,10),-0.238506 # DEPENDENCYPART_HEADBIGRAM
(19,11),(6,10),-0.230312 # DEPENDENCYPART_HEADBIGRAM
(19,11),(7,10),-0.286925 # DEPENDENCYPART_HEADBIGRAM
(19,11),(9,10),-0.253175 # DEPENDENCYPART_HEADBIGRAM
(19,11),(13,10),-0.125523 # DEPENDENCYPART_HEADBIGRAM
(19,11),(16,10),-0.103958 # DEPENDENCYPART_HEADBIGRAM
(19,11),(19,10),0.107984 # DEPENDENCYPART_HEADBIGRAM
(19,12),(2,11),-0.207212 # DEPENDENCYPART_HEADBIGRAM
(19,12),(3,11),-0.199829 # DEPENDENCYPART_HEADBIGRAM
(19,12),(6,11),-0.172706 # DEPENDENCYPART_HEADBIGRAM
(19,12),(7,11),-0.219758 # DEPENDENCYPART_HEADBIGRAM
(19,12),(8,11),-0.20311 # DEPENDENCYPART_HEADBIGRAM
(19,12),(10,11),-0.175877 # DEPENDENCYPART_HEADBIGRAM
(19,12),(12,11),-0.0878429 # DEPENDENCYPART_HEADBIGRAM
(19,12),(13,11),-0.0747922 # DEPENDENCYPART_HEADBIGRAM
(19,12),(16,11),-0.0995213 # DEPENDENCYPART_HEADBIGRAM
(19,12),(19,11),0.132588 # DEPENDENCYPART_HEADBIGRAM
(19,13),(2,12),-0.190956 # DEPENDENCYPART_HEADBIGRAM
(19,13),(3,12),-0.199204 # DEPENDENCYPART_HEADBIGRAM
(19,13),(6,12),-0.178697 # DEPENDENCYPART_HEADBIGRAM
(19,13),(7,12),-0.199641 # DEPENDENCYPART_HEADBIGRAM
(19,13),(9,12),-0.178705 # DEPENDENCYPART_HEADBIGRAM
(19,13),(10,12),-0.176334 # DEPENDENCYPART_HEADBIGRAM
(19,13),(13,12),-0.109187 # DEPENDENCYPART_HEADBIGRAM
(19,13),(14,12),-0.0873822 # DEPENDENCYPART_HEADBIGRAM
(19,13),(16,12),-0.0863232 # DEPENDENCYPART_HEADBIGRAM
(19,13),(19,12),0.0980957 # DEPENDENCYPART_HEADBIGRAM
(19,14),(2,13),-0.199296 # DEPENDENCYPART_HEADBIGRAM
(19,14),(3,13),-0.187498 # DEPENDENCYPART_HEADBIGRAM
(19,14),(6,13),-0.207835 # DEPENDENCYPART_HEADBIGRAM
(19,14),(7,13),-0.194409 # DEPENDENCYPART_HEADBIGRAM
(19,14),(8,13),-0.205579 # DEPENDENCYPART_HEADBIGRAM
(19,14),(9,13),-0.213069 # DEPENDENCYPART_HEADBIGRAM
(19,14),(10,13),-0.213051 # DEPENDENCYPART_HEADBIGRAM
(19,14),(12,13),-0.201619 # DEPENDENCYPART_HEADBIGRAM
(19,14),(16,13),-0.0883514 # DEPENDENCYPART_HEADBIGRAM
(19,14),(19,13),0.101909 # DEPENDENCYPART_HEADBIGRAM
(19,15),(2,14),-0.192359 # DEPENDENCYPART_HEADBIGRAM
(19,15),(3,14),-0.188819 # DEPENDENCYPART_HEADBIGRAM
(19,15),(6,14),-0.21596 # DEPENDENCYPART_HEADBIGRAM
(19,15),(7,14),-0.19544 # DEPENDENCYPART_HEADBIGRAM
(19,15),(9,14),-0.234746 # DEPENDENCYPART_HEADBIGRAM
(19,15),(10,14),-0.234746 # DEPENDENCYPART_HEADBIGRAM
(19,15),(12,14),-0.1817 # DEPENDENCYPART_HEADBIGRAM
(19,15),(13,14),-0.206359 # DEPENDENCYPART_HEADBIGRAM
(19,15),(16,14),-0.0912752 # DEPENDENCYPART_HEADBIGRAM
(19,15),(19,14),0.117911 # DEPENDENCYPART_HEADBIGRAM
(19,16),(10,15),-0.209236 # DEPENDENCYPART_HEADBIGRAM
(19,16),(13,15),-0.240017 # DEPENDENCYPART_HEADBIGRAM
(19,16),(14,15),-0.232607 # DEPENDENCYPART_HEADBIGRAM
(19,16),(16,15),-0.100259 # DEPENDENCYPART_HEADBIGRAM
(19,16),(19,15),0.064526 # DEPENDENCYPART_HEADBIGRAM
(19,17),(2,16),-0.194637 # DEPENDENCYPART_HEADBIGRAM
(19,17),(3,16),-0.204251 # DEPENDENCYPART_HEADBIGRAM
(19,17),(6,16),-0.227922 # DEPENDENCYPART_HEADBIGRAM
(19,17),(7,16),-0.204947 # DEPENDENCYPART_HEADBIGRAM
(19,17),(10,16),-0.227488 # DEPENDENCYPART_HEADBIGRAM
(19,17),(12,16),-0.185531 # DEPENDENCYPART_HEADBIGRAM
(19,17),(13,16),-0.194164 # DEPENDENCYPART_HEADBIGRAM
(19,17),(14,16),-0.0690841 # DEPENDENCYPART_HEADBIGRAM
(19,17),(18,16),-0.0974133 # DEPENDENCYPART_HEADBIGRAM
(19,17),(19,16),0.0129563 # DEPENDENCYPART_HEADBIGRAM
(19,18),(2,17),-0.175124 # DEPENDENCYPART_HEADBIGRAM
(19,18),(3,17),-0.217653 # DEPENDENCYPART_HEADBIGRAM
(19,18),(6,17),-0.1292 # DEPENDENCYPART_HEADBIGRAM
(19,18),(9,17),-0.117356 # DEPENDENCYPART_HEADBIGRAM
(19,18),(10,17),-0.0869219 # DEPENDENCYPART_HEADBIGRAM
(19,18),(13,17),-0.0879609 # DEPENDENCYPART_HEADBIGRAM
(19,18),(14,17),-0.183663 # DEPENDENCYPART_HEADBIGRAM
(19,18),(16,17),-0.158429 # DEPENDENCYPART_HEADBIGRAM
(19,18),(18,17),-0.0907611 # DEPENDENCYPART_HEADBIGRAM
(19,18),(19,17),0.128854 # DEPENDENCYPART_HEADBIGRAM
(19,20),(0,19),-0.0337395 # DEPENDENCYPART_HEADBIGRAM
(19,20),(2,19),-0.0399294 # DEPENDENCYPART_HEADBIGRAM
(19,20),(6,19),-0.0649503 # DEPENDENCYPART_HEADBIGRAM
(19,20),(9,19),-0.0659086 # DEPENDENCYPART_HEADBIGRAM
(19,20),(10,19),-0.0659121 # DEPENDENCYPART_HEADBIGRAM
(19,20),(12,19),-0.0678184 # DEPENDENCYPART_HEADBIGRAM
(19,20),(13,19),-0.0659057 # DEPENDENCYPART_HEADBIGRAM
(19,20),(14,19),-0.0732791 # DEPENDENCYPART_HEADBIGRAM
(19,20),(15,19),-0.0703201 # DEPENDENCYPART_HEADBIGRAM
(19,20),(16,19),-0.0698832 # DEPENDENCYPART_HEADBIGRAM
(19,21),(19,20),0.104829 # DEPENDENCYPART_HEADBIGRAM
(19,21),(21,20),0.336757 # DEPENDENCYPART_HEADBIGRAM
(19,21),(23,20),0.140987 # DEPENDENCYPART_HEADBIGRAM
(19,22),(6,21),-0.0521969 # DEPENDENCYPART_HEADBIGRAM
(19,22),(10,21),-0.0521912 # DEPENDENCYPART_HEADBIGRAM
(19,22),(13,21),-0.0633378 # DEPENDENCYPART_HEADBIGRAM
(19,22),(14,21),-0.0634024 # DEPENDENCYPART_HEADBIGRAM
(19,22),(16,21),-0.0511295 # DEPENDENCYPART_HEADBIGRAM
(19,22),(18,21),-0.0450736 # DEPENDENCYPART_HEADBIGRAM
(19,22),(19,21),0.116004 # DEPENDENCYPART_HEADBIGRAM
(19,22),(22,21),0.24946 # DEPENDENCYPART_HEADBIGRAM
(19,22),(23,21),0.174121 # DEPENDENCYPART_HEADBIGRAM
(19,22),(24,21),0.152469 # DEPENDENCYPART_HEADBIGRAM
(19,23),(2,22),-0.045802 # DEPENDENCYPART_HEADBIGRAM
(19,23),(6,22),-0.0802694 # DEPENDENCYPART_HEADBIGRAM
(19,23),(10,22),-0.0802694 # DEPENDENCYPART_HEADBIGRAM
(19,23),(13,22),-0.082032 # DEPENDENCYPART_HEADBIGRAM
(19,23),(16,22),-0.0671483 # DEPENDENCYPART_HEADBIGRAM
(19,23),(19,22),0.0669601 # DEPENDENCYPART_HEADBIGRAM
(19,23),(21,22),0.0371619 # DEPENDENCYPART_HEADBIGRAM
(19,23),(23,22),0.120226 # DEPENDENCYPART_HEADBIGRAM
(19,23),(24,22),0.175092 # DEPENDENCYPART_HEADBIGRAM
(19,24),(13,23),-0.0633351 # DEPENDENCYPART_HEADBIGRAM
(19,24),(14,23),-0.064013 # DEPENDENCYPART_HEADBIGRAM
(19,24),(16,23),-0.0818695 # DEPENDENCYPART_HEADBIGRAM
(19,24),(19,23),0.160647 # DEPENDENCYPART_HEADBIGRAM
(19,24),(21,23),0.198863 # DEPENDENCYPART_HEADBIGRAM
(19,24),(22,23),0.235072 # DEPENDENCYPART_HEADBIGRAM
