# _root_ Security Pacific 's loan-loss provision was down 22 % , or $ 30.4 million , because it added to its foreign-debt reserve the year before .
#goldHeads=2,5,2,5,6,0,6,9,7,9,9,11,12,12,9,6,18,16,18,22,22,19,24,25,18,6,
#predictedHeads=2,5,2,5,6,0,6,9,7,9,9,11,12,12,6,6,18,16,18,22,22,19,24,25,18,6,
(19,19),(19,25),(19,26),-0.221892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,27),-0.19804 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,26),(19,27),-0.202467 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.0987827 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.0987893 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,25),-0.0903465 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,26),-0.094341 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,27),-0.129142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,24),-0.0989271 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,25),-0.0903604 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,26),-0.0949147 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,27),-0.119075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,25),-0.0903604 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,26),-0.0949178 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,27),-0.120093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,25),(19,26),-0.0943342 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,27),-0.123663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,26),(19,27),-0.124869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,24),-0.113729 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,25),-0.0973527 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,26),-0.0666579 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,27),-0.130192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,25),-0.0977666 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,26),-0.0671931 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,27),-0.119923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,25),(19,26),-0.0823817 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,27),-0.118757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,26),(19,27),-0.133464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,24),(19,25),-0.0753902 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,26),-0.0938889 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,27),-0.11035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,25),(19,26),-0.0813268 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,27),-0.0972829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,26),(19,27),-0.045533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,25),(19,26),-0.0757835 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,27),-0.111181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,26),(19,27),-0.0621312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,26),(19,27),-0.0729015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,-1),-0.15093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,24),-0.0623397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,27),-0.441396 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,24),(20,27),-0.327183 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,24),(20,27),-0.0747645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,19),(20,-1),-0.430452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,24),(21,27),-0.107096 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,20),(21,-1),-0.205851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,24),-0.231955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,25),-0.162353 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,26),-0.228197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,27),-0.263478 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,24),(22,25),-0.140789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,26),-0.13075 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,27),-0.12464 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,25),(22,26),-0.244316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,25),(22,27),-0.156186 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,26),(22,27),-0.30053 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,23),(22,24),(22,25),-0.0891853 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,26),-0.0877527 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,27),-0.200899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,25),(22,26),-0.0936908 # DEPENDENCYPART_TRISIBL
(22,23),(22,25),(22,27),-0.196408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,26),(22,27),-0.203501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,25),(22,26),-0.0643365 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,27),-0.158495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,26),(22,27),-0.0286838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,26),(22,27),-0.102604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,21),(22,20),-0.0847248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,19),-0.249395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,17),0.00226235 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,14),-0.106099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,12),-0.138021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,-1),-0.127322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,20),(22,19),-0.228183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,17),-0.0814718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,14),-0.149465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,12),-0.118801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,-1),-0.093902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,19),(22,17),-0.0856034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,14),-0.11139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,12),-0.122417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,-1),-0.343803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,17),(22,14),-0.150936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,12),-0.125509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,-1),-0.203594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,14),(22,12),-0.207205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,-1),-0.206102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,12),(22,-1),-0.267403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,20),(22,19),-0.0811065 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,17),-0.0728676 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,14),-0.0637029 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,12),-0.0770003 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,-1),0.00376531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,19),(22,17),-0.0727866 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,14),-0.0580394 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,12),-0.0769268 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,-1),-0.156135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,17),(22,14),-0.0571104 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,12),-0.076925 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,-1),-0.0173516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,14),(22,12),-0.0981152 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,-1),-0.0871577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,12),(22,-1),-0.0373821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,19),(22,17),-0.0736287 # DEPENDENCYPART_TRISIBL
(22,20),(22,19),(22,14),-0.0793176 # DEPENDENCYPART_TRISIBL
(22,20),(22,19),(22,12),-0.0847586 # DEPENDENCYPART_TRISIBL
(22,20),(22,19),(22,-1),-0.11851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,17),(22,14),-0.0793176 # DEPENDENCYPART_TRISIBL
(22,20),(22,17),(22,12),-0.083918 # DEPENDENCYPART_TRISIBL
(22,20),(22,17),(22,-1),-0.115415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,14),(22,12),-0.0845132 # DEPENDENCYPART_TRISIBL
(22,20),(22,14),(22,-1),-0.125856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,12),(22,-1),-0.115731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,19),(22,17),(22,14),0.123442 # DEPENDENCYPART_TRISIBL
(22,19),(22,17),(22,12),-0.075716 # DEPENDENCYPART_TRISIBL
(22,19),(22,17),(22,-1),-0.21763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,19),(22,14),(22,12),-0.0769933 # DEPENDENCYPART_TRISIBL
(22,19),(22,14),(22,-1),-0.232318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,19),(22,12),(22,-1),-0.218271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,17),(22,14),(22,12),-0.0769815 # DEPENDENCYPART_TRISIBL
(22,17),(22,14),(22,-1),-0.0998607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,17),(22,12),(22,-1),-0.0976074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,14),(22,12),(22,-1),-0.0734135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,22),(23,-1),-0.347957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,25),(24,27),-0.120744 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,23),(24,22),-0.154068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,21),-0.304071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,20),-0.0907297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,-1),-0.0666726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,22),(24,21),-0.0499128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,20),-0.0664166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,-1),-0.0609037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,21),(24,20),-0.0826963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,-1),-0.0272606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,20),(24,-1),-0.0324476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,22),(24,21),-0.189013 # DEPENDENCYPART_TRISIBL
(24,23),(24,22),(24,20),-0.125354 # DEPENDENCYPART_TRISIBL
(24,23),(24,22),(24,-1),-0.132305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,21),(24,20),-0.12458 # DEPENDENCYPART_TRISIBL
(24,23),(24,21),(24,-1),-0.0966928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,20),(24,-1),-0.18062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,21),(24,20),0.0543838 # DEPENDENCYPART_TRISIBL
(24,22),(24,21),(24,-1),-0.101783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,20),(24,-1),-0.0398694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,20),(24,-1),0.0118039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,26),(25,27),-0.264851 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,24),(25,23),-0.17826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,22),-0.102184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,21),-0.122637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,20),-0.0958845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,16),-0.173715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,12),-0.0964489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,-1),-0.038657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,23),(25,22),-0.127357 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,21),-0.173996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,20),-0.114526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,16),-0.18713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,12),-0.13068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,-1),-0.112551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,22),(25,21),-0.110312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,20),-0.0958574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,16),-0.170565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,12),-0.0936296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,-1),-0.0458924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,21),(25,20),-0.127156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,21),(25,16),-0.221187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,21),(25,12),-0.128461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,21),(25,-1),-0.226656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,20),(25,16),-0.17952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,20),(25,12),-0.120481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,20),(25,-1),-0.17946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,16),(25,12),-0.12441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,16),(25,-1),-0.0752888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,12),(25,-1),-0.142676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,23),(25,22),-0.139373 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,21),-0.0180322 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,20),-0.00391447 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,16),-0.0523307 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,12),-0.0979542 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,-1),-0.120309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,22),(25,21),-0.0165181 # DEPENDENCYPART_TRISIBL
(25,24),(25,22),(25,20),0.0199785 # DEPENDENCYPART_TRISIBL
(25,24),(25,22),(25,16),-0.0758397 # DEPENDENCYPART_TRISIBL
(25,24),(25,22),(25,12),-0.0855989 # DEPENDENCYPART_TRISIBL
(25,24),(25,22),(25,-1),-0.124781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,21),(25,20),0.0123841 # DEPENDENCYPART_TRISIBL
(25,24),(25,21),(25,16),-0.0604871 # DEPENDENCYPART_TRISIBL
(25,24),(25,21),(25,12),-0.0831039 # DEPENDENCYPART_TRISIBL
(25,24),(25,21),(25,-1),-0.164286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,20),(25,16),-0.0653713 # DEPENDENCYPART_TRISIBL
(25,24),(25,20),(25,12),-0.0876211 # DEPENDENCYPART_TRISIBL
(25,24),(25,20),(25,-1),-0.0809389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,16),(25,12),-0.088062 # DEPENDENCYPART_TRISIBL
(25,24),(25,16),(25,-1),-0.128955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,12),(25,-1),-0.134239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,22),(25,21),-0.129445 # DEPENDENCYPART_TRISIBL
(25,23),(25,22),(25,20),-0.10393 # DEPENDENCYPART_TRISIBL
(25,23),(25,22),(25,16),-0.0587781 # DEPENDENCYPART_TRISIBL
(25,23),(25,22),(25,12),-0.0829202 # DEPENDENCYPART_TRISIBL
(25,23),(25,22),(25,-1),-0.117479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,21),(25,20),-0.100612 # DEPENDENCYPART_TRISIBL
(25,23),(25,21),(25,16),-0.057257 # DEPENDENCYPART_TRISIBL
(25,23),(25,21),(25,12),-0.0830369 # DEPENDENCYPART_TRISIBL
(25,23),(25,21),(25,-1),-0.108123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,20),(25,16),-0.0567381 # DEPENDENCYPART_TRISIBL
(25,23),(25,20),(25,12),-0.0827389 # DEPENDENCYPART_TRISIBL
(25,23),(25,20),(25,-1),-0.131637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,16),(25,12),-0.0828348 # DEPENDENCYPART_TRISIBL
(25,23),(25,16),(25,-1),-0.127391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,12),(25,-1),-0.117879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,22),(25,21),(25,20),0.0126619 # DEPENDENCYPART_TRISIBL
(25,22),(25,21),(25,16),-0.0517176 # DEPENDENCYPART_TRISIBL
(25,22),(25,21),(25,12),-0.0829867 # DEPENDENCYPART_TRISIBL
(25,22),(25,21),(25,-1),-0.1462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,22),(25,20),(25,16),-0.0566024 # DEPENDENCYPART_TRISIBL
(25,22),(25,20),(25,12),-0.0875216 # DEPENDENCYPART_TRISIBL
(25,22),(25,20),(25,-1),-0.0752125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,22),(25,16),(25,12),-0.0879451 # DEPENDENCYPART_TRISIBL
(25,22),(25,16),(25,-1),-0.124872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,22),(25,12),(25,-1),-0.126282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,21),(25,20),(25,16),-0.0669268 # DEPENDENCYPART_TRISIBL
(25,21),(25,20),(25,12),-0.0758276 # DEPENDENCYPART_TRISIBL
(25,21),(25,20),(25,-1),-0.123898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,21),(25,16),(25,12),-0.0759988 # DEPENDENCYPART_TRISIBL
(25,21),(25,16),(25,-1),-0.17241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,21),(25,12),(25,-1),-0.127282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,20),(25,16),(25,12),-0.0793636 # DEPENDENCYPART_TRISIBL
(25,20),(25,16),(25,-1),-0.0972652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,20),(25,12),(25,-1),-0.102507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,16),(25,12),(25,-1),-0.0933258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,25),(26,-1),-0.594155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(2,1),0.562704 # DEPENDENCYPART_HEADBIGRAM
(0,2),(5,1),0.168544 # DEPENDENCYPART_HEADBIGRAM
(0,2),(6,1),0.168661 # DEPENDENCYPART_HEADBIGRAM
(0,5),(2,4),0.102764 # DEPENDENCYPART_HEADBIGRAM
(0,5),(3,4),0.102607 # DEPENDENCYPART_HEADBIGRAM
(0,5),(5,4),0.240435 # DEPENDENCYPART_HEADBIGRAM
(0,5),(6,4),0.170092 # DEPENDENCYPART_HEADBIGRAM
(0,5),(9,4),0.163391 # DEPENDENCYPART_HEADBIGRAM
(0,6),(0,5),0.065266 # DEPENDENCYPART_HEADBIGRAM
(0,6),(2,5),0.0452813 # DEPENDENCYPART_HEADBIGRAM
(0,6),(4,5),0.0765479 # DEPENDENCYPART_HEADBIGRAM
(0,6),(6,5),0.167454 # DEPENDENCYPART_HEADBIGRAM
(0,6),(7,5),0.174085 # DEPENDENCYPART_HEADBIGRAM
(0,6),(8,5),0.167831 # DEPENDENCYPART_HEADBIGRAM
(0,6),(9,5),0.173513 # DEPENDENCYPART_HEADBIGRAM
(0,6),(12,5),0.167777 # DEPENDENCYPART_HEADBIGRAM
(0,6),(18,5),0.157865 # DEPENDENCYPART_HEADBIGRAM
(0,18),(6,17),-0.0235252 # DEPENDENCYPART_HEADBIGRAM
(0,18),(11,17),0.0690674 # DEPENDENCYPART_HEADBIGRAM
(0,18),(12,17),0.0715189 # DEPENDENCYPART_HEADBIGRAM
(0,18),(16,17),0.0464358 # DEPENDENCYPART_HEADBIGRAM
(0,18),(18,17),0.356879 # DEPENDENCYPART_HEADBIGRAM
(0,18),(19,17),0.172912 # DEPENDENCYPART_HEADBIGRAM
(0,18),(22,17),0.162985 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),-0.0935337 # DEPENDENCYPART_HEADBIGRAM
(1,2),(5,1),0.120967 # DEPENDENCYPART_HEADBIGRAM
(1,2),(6,1),0.200206 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0752226 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),-0.13885 # DEPENDENCYPART_HEADBIGRAM
(1,3),(4,2),0.170838 # DEPENDENCYPART_HEADBIGRAM
(1,3),(5,2),0.163668 # DEPENDENCYPART_HEADBIGRAM
(1,3),(6,2),0.157093 # DEPENDENCYPART_HEADBIGRAM
(1,3),(9,2),0.16039 # DEPENDENCYPART_HEADBIGRAM
(1,3),(18,2),0.164428 # DEPENDENCYPART_HEADBIGRAM
(1,7),(0,6),-0.0564277 # DEPENDENCYPART_HEADBIGRAM
(1,7),(2,6),0.069511 # DEPENDENCYPART_HEADBIGRAM
(1,7),(5,6),0.0698199 # DEPENDENCYPART_HEADBIGRAM
(1,7),(9,6),0.174095 # DEPENDENCYPART_HEADBIGRAM
(1,7),(18,6),0.173996 # DEPENDENCYPART_HEADBIGRAM
(1,9),(2,8),0.0719659 # DEPENDENCYPART_HEADBIGRAM
(1,9),(5,8),0.0618751 # DEPENDENCYPART_HEADBIGRAM
(1,9),(6,8),0.0548311 # DEPENDENCYPART_HEADBIGRAM
(1,9),(7,8),0.0484857 # DEPENDENCYPART_HEADBIGRAM
(1,9),(9,8),0.257055 # DEPENDENCYPART_HEADBIGRAM
(1,9),(12,8),0.155004 # DEPENDENCYPART_HEADBIGRAM
(1,9),(14,8),0.173186 # DEPENDENCYPART_HEADBIGRAM
(1,10),(1,9),0.211153 # DEPENDENCYPART_HEADBIGRAM
(1,10),(2,9),0.0667849 # DEPENDENCYPART_HEADBIGRAM
(1,10),(4,9),0.118816 # DEPENDENCYPART_HEADBIGRAM
(1,10),(5,9),0.125599 # DEPENDENCYPART_HEADBIGRAM
(1,10),(6,9),0.100924 # DEPENDENCYPART_HEADBIGRAM
(1,10),(7,9),0.102465 # DEPENDENCYPART_HEADBIGRAM
(1,10),(8,9),0.0990138 # DEPENDENCYPART_HEADBIGRAM
(1,10),(11,9),0.175373 # DEPENDENCYPART_HEADBIGRAM
(1,10),(12,9),0.136055 # DEPENDENCYPART_HEADBIGRAM
(1,10),(18,9),0.132235 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.0778593 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.0360784 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.297267 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.569631 # DEPENDENCYPART_HEADBIGRAM
(2,3),(6,2),0.287961 # DEPENDENCYPART_HEADBIGRAM
(2,3),(9,2),0.371039 # DEPENDENCYPART_HEADBIGRAM
(2,3),(18,2),0.151897 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0540106 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.0847938 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.172168 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.172447 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.174263 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.084701 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.102741 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.273974 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.166456 # DEPENDENCYPART_HEADBIGRAM
(2,5),(9,4),0.164367 # DEPENDENCYPART_HEADBIGRAM
(2,6),(0,5),-0.0618881 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.0485327 # DEPENDENCYPART_HEADBIGRAM
(2,6),(4,5),0.135314 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.331451 # DEPENDENCYPART_HEADBIGRAM
(2,6),(7,5),0.171983 # DEPENDENCYPART_HEADBIGRAM
(2,6),(8,5),0.175231 # DEPENDENCYPART_HEADBIGRAM
(2,6),(9,5),0.173858 # DEPENDENCYPART_HEADBIGRAM
(2,6),(12,5),0.172692 # DEPENDENCYPART_HEADBIGRAM
(2,6),(18,5),0.1726 # DEPENDENCYPART_HEADBIGRAM
