# _root_ Hughes Aircraft Co. , a unit of General Motors Corp. , said it agreed to purchase the Electro-Optics Technology division of Perkin-Elmer Corp .
#goldHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
#predictedHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
(18,21),(18,22),(18,23),-0.0680981 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,25),-0.155945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,23),(18,25),-0.158142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,23),(18,25),-0.203716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,-1),-0.172073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.121183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),-0.103114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.104572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,25),-0.198212 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.185707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,23),-0.187385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,25),-0.125125 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,23),-0.172322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,25),-0.239281 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,25),-0.147387 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.102524 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,23),-0.103493 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,25),-0.18358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,23),-0.108874 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,25),-0.198124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,25),-0.198284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,23),-0.06817 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,25),-0.162955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,25),-0.165152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,23),(19,25),-0.202998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.0938412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.192846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,-1),-0.158338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,-1),-0.0774597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.177415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,23),-0.192767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,25),-0.0847425 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,23),-0.205247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,25),-0.215269 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,23),(20,25),-0.204327 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,23),-0.0518358 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,25),-0.0538286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,23),(20,25),-0.055187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,23),(20,25),-0.202662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,19),(20,18),-0.178385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,17),-0.00839274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,13),-0.0856197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,9),-0.182869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,2),-0.177076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,-1),-0.141019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,18),(20,17),-0.00949597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,13),-0.0856197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,9),-0.176294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,2),-0.170501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,-1),-0.139161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,17),(20,13),-0.115899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,17),(20,9),-0.184088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,17),(20,2),-0.1799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,17),(20,-1),-0.138787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,13),(20,9),-0.134647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,13),(20,2),-0.130359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,13),(20,-1),-0.193681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,9),(20,2),-0.169273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,9),(20,-1),-0.133763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,2),(20,-1),-0.151843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,18),(20,17),0.0585608 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,13),-0.0863697 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,9),0.00583262 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,2),0.00961002 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,-1),-0.125746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,17),(20,13),-0.0883233 # DEPENDENCYPART_TRISIBL
(20,19),(20,17),(20,9),-0.051504 # DEPENDENCYPART_TRISIBL
(20,19),(20,17),(20,2),-0.0488616 # DEPENDENCYPART_TRISIBL
(20,19),(20,17),(20,-1),-0.01798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,13),(20,9),-0.0234042 # DEPENDENCYPART_TRISIBL
(20,19),(20,13),(20,2),-0.0207606 # DEPENDENCYPART_TRISIBL
(20,19),(20,13),(20,-1),-0.147144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,9),(20,2),0.0101879 # DEPENDENCYPART_TRISIBL
(20,19),(20,9),(20,-1),-0.129615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,2),(20,-1),-0.125879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,17),(20,13),-0.0883233 # DEPENDENCYPART_TRISIBL
(20,18),(20,17),(20,9),-0.0562955 # DEPENDENCYPART_TRISIBL
(20,18),(20,17),(20,2),-0.0536531 # DEPENDENCYPART_TRISIBL
(20,18),(20,17),(20,-1),-0.00497385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,13),(20,9),-0.0281957 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,2),-0.0255521 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,-1),-0.135436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,9),(20,2),0.00787917 # DEPENDENCYPART_TRISIBL
(20,18),(20,9),(20,-1),-0.108076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,2),(20,-1),-0.10434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,13),(20,9),-0.134091 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,2),-0.134587 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,-1),-0.194198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,9),(20,2),-0.18258 # DEPENDENCYPART_TRISIBL
(20,17),(20,9),(20,-1),-0.208673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,2),(20,-1),-0.208874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,9),(20,2),-0.114581 # DEPENDENCYPART_TRISIBL
(20,13),(20,9),(20,-1),-0.118823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,2),(20,-1),-0.118823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,9),(20,2),(20,-1),-0.0923015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,23),-0.168391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,25),0.369433 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,23),(21,25),0.331468 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,22),(21,23),(21,25),-0.145929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,25),-0.135655 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,19),(22,18),-0.22579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,-1),-0.216508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,18),(22,-1),-0.212057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,19),(22,18),(22,-1),-0.133063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,24),(23,25),-0.240569 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,22),(23,20),-0.119504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,19),-0.291927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,18),-0.271831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,17),-0.0929955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,-1),-0.344533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,20),(23,19),-0.132412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,20),(23,18),-0.118801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,20),(23,17),-0.134416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,20),(23,-1),-0.352172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,19),(23,18),-0.279679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,19),(23,17),-0.0923105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,19),(23,-1),-0.348984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,18),(23,17),-0.0929955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,18),(23,-1),-0.344533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,17),(23,-1),-0.24288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,20),(23,19),-0.0501739 # DEPENDENCYPART_TRISIBL
(23,22),(23,20),(23,18),-0.0497933 # DEPENDENCYPART_TRISIBL
(23,22),(23,20),(23,17),-0.041404 # DEPENDENCYPART_TRISIBL
(23,22),(23,20),(23,-1),-0.246762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,19),(23,18),-0.0938936 # DEPENDENCYPART_TRISIBL
(23,22),(23,19),(23,17),0.0385697 # DEPENDENCYPART_TRISIBL
(23,22),(23,19),(23,-1),-0.17151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,18),(23,17),0.0385718 # DEPENDENCYPART_TRISIBL
(23,22),(23,18),(23,-1),-0.161144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,17),(23,-1),-0.102645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,20),(23,19),(23,18),0.025791 # DEPENDENCYPART_TRISIBL
(23,20),(23,19),(23,17),0.0422872 # DEPENDENCYPART_TRISIBL
(23,20),(23,19),(23,-1),-0.118707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,20),(23,18),(23,17),0.0424355 # DEPENDENCYPART_TRISIBL
(23,20),(23,18),(23,-1),-0.117876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,20),(23,17),(23,-1),-0.0902106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,19),(23,18),(23,17),0.0365741 # DEPENDENCYPART_TRISIBL
(23,19),(23,18),(23,-1),-0.189258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,19),(23,17),(23,-1),-0.118482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,18),(23,17),(23,-1),-0.102645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(2,1),0.558269 # DEPENDENCYPART_HEADBIGRAM
(0,2),(3,1),0.159847 # DEPENDENCYPART_HEADBIGRAM
(0,2),(6,1),0.168544 # DEPENDENCYPART_HEADBIGRAM
(0,2),(9,1),0.160712 # DEPENDENCYPART_HEADBIGRAM
(0,2),(10,1),0.161448 # DEPENDENCYPART_HEADBIGRAM
(0,2),(12,1),0.171832 # DEPENDENCYPART_HEADBIGRAM
(0,2),(14,1),0.171832 # DEPENDENCYPART_HEADBIGRAM
(0,12),(1,11),0.277784 # DEPENDENCYPART_HEADBIGRAM
(0,12),(2,11),0.285213 # DEPENDENCYPART_HEADBIGRAM
(0,12),(3,11),0.264061 # DEPENDENCYPART_HEADBIGRAM
(0,12),(6,11),0.178563 # DEPENDENCYPART_HEADBIGRAM
(0,12),(7,11),0.22907 # DEPENDENCYPART_HEADBIGRAM
(0,12),(8,11),0.26253 # DEPENDENCYPART_HEADBIGRAM
(0,12),(9,11),0.147044 # DEPENDENCYPART_HEADBIGRAM
(0,12),(10,11),0.138824 # DEPENDENCYPART_HEADBIGRAM
(0,12),(12,11),0.51469 # DEPENDENCYPART_HEADBIGRAM
(0,12),(14,11),0.146805 # DEPENDENCYPART_HEADBIGRAM
(0,14),(2,13),0.105874 # DEPENDENCYPART_HEADBIGRAM
(0,14),(6,13),0.0562218 # DEPENDENCYPART_HEADBIGRAM
(0,14),(7,13),0.0818756 # DEPENDENCYPART_HEADBIGRAM
(0,14),(9,13),0.104956 # DEPENDENCYPART_HEADBIGRAM
(0,14),(10,13),0.104956 # DEPENDENCYPART_HEADBIGRAM
(0,14),(12,13),-0.0457816 # DEPENDENCYPART_HEADBIGRAM
(0,14),(14,13),0.288219 # DEPENDENCYPART_HEADBIGRAM
(0,14),(15,13),0.172912 # DEPENDENCYPART_HEADBIGRAM
(0,14),(16,13),0.16367 # DEPENDENCYPART_HEADBIGRAM
(0,14),(20,13),0.165477 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),-0.0935069 # DEPENDENCYPART_HEADBIGRAM
(1,2),(3,1),0.267979 # DEPENDENCYPART_HEADBIGRAM
(1,2),(6,1),0.124697 # DEPENDENCYPART_HEADBIGRAM
(1,2),(9,1),0.132652 # DEPENDENCYPART_HEADBIGRAM
(1,2),(10,1),0.124676 # DEPENDENCYPART_HEADBIGRAM
(1,2),(12,1),0.303839 # DEPENDENCYPART_HEADBIGRAM
(1,2),(14,1),0.275828 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0290899 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),-0.0276533 # DEPENDENCYPART_HEADBIGRAM
(1,3),(3,2),0.396484 # DEPENDENCYPART_HEADBIGRAM
(1,3),(6,2),0.155231 # DEPENDENCYPART_HEADBIGRAM
(1,3),(9,2),0.191458 # DEPENDENCYPART_HEADBIGRAM
(1,3),(10,2),0.18849 # DEPENDENCYPART_HEADBIGRAM
(1,3),(12,2),0.137372 # DEPENDENCYPART_HEADBIGRAM
(1,3),(14,2),0.142091 # DEPENDENCYPART_HEADBIGRAM
(1,3),(16,2),0.176412 # DEPENDENCYPART_HEADBIGRAM
(1,3),(20,2),0.159521 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.212725 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.190297 # DEPENDENCYPART_HEADBIGRAM
(1,4),(6,3),0.0917589 # DEPENDENCYPART_HEADBIGRAM
(1,4),(12,3),0.130745 # DEPENDENCYPART_HEADBIGRAM
(1,4),(14,3),0.150988 # DEPENDENCYPART_HEADBIGRAM
(1,6),(2,5),0.0674413 # DEPENDENCYPART_HEADBIGRAM
(1,6),(6,5),0.152491 # DEPENDENCYPART_HEADBIGRAM
(1,6),(9,5),0.14233 # DEPENDENCYPART_HEADBIGRAM
(1,6),(10,5),0.142312 # DEPENDENCYPART_HEADBIGRAM
(1,7),(1,6),0.0735456 # DEPENDENCYPART_HEADBIGRAM
(1,7),(2,6),0.0499146 # DEPENDENCYPART_HEADBIGRAM
(1,7),(3,6),0.052596 # DEPENDENCYPART_HEADBIGRAM
(1,7),(4,6),0.0879122 # DEPENDENCYPART_HEADBIGRAM
(1,7),(7,6),0.163599 # DEPENDENCYPART_HEADBIGRAM
(1,7),(9,6),0.156483 # DEPENDENCYPART_HEADBIGRAM
(1,7),(10,6),0.155883 # DEPENDENCYPART_HEADBIGRAM
(1,7),(12,6),0.169476 # DEPENDENCYPART_HEADBIGRAM
(1,7),(14,6),0.171239 # DEPENDENCYPART_HEADBIGRAM
(1,7),(16,6),0.183448 # DEPENDENCYPART_HEADBIGRAM
(1,11),(2,10),0.0957045 # DEPENDENCYPART_HEADBIGRAM
(1,11),(3,10),0.0685517 # DEPENDENCYPART_HEADBIGRAM
(1,11),(6,10),0.0411621 # DEPENDENCYPART_HEADBIGRAM
(1,11),(7,10),0.161367 # DEPENDENCYPART_HEADBIGRAM
(1,11),(8,10),0.192183 # DEPENDENCYPART_HEADBIGRAM
(1,11),(9,10),0.191261 # DEPENDENCYPART_HEADBIGRAM
(1,11),(12,10),0.100926 # DEPENDENCYPART_HEADBIGRAM
(1,11),(14,10),0.133834 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.26226 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.133378 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),-0.102894 # DEPENDENCYPART_HEADBIGRAM
(2,3),(6,2),0.125987 # DEPENDENCYPART_HEADBIGRAM
(2,3),(9,2),0.131258 # DEPENDENCYPART_HEADBIGRAM
(2,3),(10,2),0.12429 # DEPENDENCYPART_HEADBIGRAM
(2,3),(12,2),0.334347 # DEPENDENCYPART_HEADBIGRAM
(2,3),(14,2),0.279903 # DEPENDENCYPART_HEADBIGRAM
(2,3),(16,2),0.18263 # DEPENDENCYPART_HEADBIGRAM
(2,3),(20,2),0.171816 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.00642755 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.173177 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.0977859 # DEPENDENCYPART_HEADBIGRAM
(2,4),(12,3),0.136344 # DEPENDENCYPART_HEADBIGRAM
(2,4),(14,3),0.151728 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0581887 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.0690665 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.0754677 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.172944 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.183867 # DEPENDENCYPART_HEADBIGRAM
(2,5),(7,4),0.179124 # DEPENDENCYPART_HEADBIGRAM
(2,5),(9,4),0.177922 # DEPENDENCYPART_HEADBIGRAM
(2,5),(12,4),0.14682 # DEPENDENCYPART_HEADBIGRAM
(2,5),(14,4),0.156567 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.0255014 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.1512 # DEPENDENCYPART_HEADBIGRAM
(2,6),(9,5),0.14233 # DEPENDENCYPART_HEADBIGRAM
(2,6),(10,5),0.142312 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.0517893 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.089105 # DEPENDENCYPART_HEADBIGRAM
(2,7),(3,6),0.202552 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.177666 # DEPENDENCYPART_HEADBIGRAM
(2,7),(7,6),0.223529 # DEPENDENCYPART_HEADBIGRAM
(2,7),(9,6),0.144866 # DEPENDENCYPART_HEADBIGRAM
(2,7),(10,6),0.144265 # DEPENDENCYPART_HEADBIGRAM
(2,7),(12,6),0.165918 # DEPENDENCYPART_HEADBIGRAM
(2,7),(14,6),0.167681 # DEPENDENCYPART_HEADBIGRAM
(2,7),(16,6),0.17989 # DEPENDENCYPART_HEADBIGRAM
(2,8),(1,7),-0.0314818 # DEPENDENCYPART_HEADBIGRAM
(2,8),(2,7),0.0375176 # DEPENDENCYPART_HEADBIGRAM
(2,8),(3,7),0.0882235 # DEPENDENCYPART_HEADBIGRAM
(2,8),(5,7),0.106987 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.075431 # DEPENDENCYPART_HEADBIGRAM
(2,8),(9,7),0.206024 # DEPENDENCYPART_HEADBIGRAM
(2,8),(12,7),0.171286 # DEPENDENCYPART_HEADBIGRAM
(2,8),(14,7),0.154507 # DEPENDENCYPART_HEADBIGRAM
(2,8),(16,7),0.170917 # DEPENDENCYPART_HEADBIGRAM
(2,9),(2,8),0.022287 # DEPENDENCYPART_HEADBIGRAM
(2,9),(6,8),0.0300785 # DEPENDENCYPART_HEADBIGRAM
(2,9),(7,8),0.0842589 # DEPENDENCYPART_HEADBIGRAM
(2,9),(9,8),0.304808 # DEPENDENCYPART_HEADBIGRAM
(2,9),(10,8),0.188318 # DEPENDENCYPART_HEADBIGRAM
(2,9),(12,8),0.135029 # DEPENDENCYPART_HEADBIGRAM
(2,9),(14,8),0.141683 # DEPENDENCYPART_HEADBIGRAM
(2,10),(2,9),0.0191189 # DEPENDENCYPART_HEADBIGRAM
(2,10),(3,9),0.076912 # DEPENDENCYPART_HEADBIGRAM
(2,10),(6,9),0.0516506 # DEPENDENCYPART_HEADBIGRAM
(2,10),(7,9),0.0819613 # DEPENDENCYPART_HEADBIGRAM
(2,10),(8,9),0.0530645 # DEPENDENCYPART_HEADBIGRAM
(2,10),(10,9),0.229686 # DEPENDENCYPART_HEADBIGRAM
(2,10),(12,9),0.135565 # DEPENDENCYPART_HEADBIGRAM
(2,10),(14,9),0.140567 # DEPENDENCYPART_HEADBIGRAM
(2,10),(16,9),0.176545 # DEPENDENCYPART_HEADBIGRAM
(2,10),(20,9),0.160049 # DEPENDENCYPART_HEADBIGRAM
(2,11),(2,10),0.23867 # DEPENDENCYPART_HEADBIGRAM
(2,11),(3,10),0.0784266 # DEPENDENCYPART_HEADBIGRAM
(2,11),(6,10),0.0411621 # DEPENDENCYPART_HEADBIGRAM
(2,11),(7,10),0.15988 # DEPENDENCYPART_HEADBIGRAM
(2,11),(8,10),0.202058 # DEPENDENCYPART_HEADBIGRAM
(2,11),(9,10),0.201136 # DEPENDENCYPART_HEADBIGRAM
(2,11),(12,10),0.100926 # DEPENDENCYPART_HEADBIGRAM
(2,11),(14,10),0.133834 # DEPENDENCYPART_HEADBIGRAM
(2,12),(1,11),-0.0758598 # DEPENDENCYPART_HEADBIGRAM
(2,12),(2,11),-0.0322577 # DEPENDENCYPART_HEADBIGRAM
(2,12),(3,11),0.1278 # DEPENDENCYPART_HEADBIGRAM
(2,12),(6,11),0.0804933 # DEPENDENCYPART_HEADBIGRAM
(2,12),(7,11),0.0833952 # DEPENDENCYPART_HEADBIGRAM
(2,12),(8,11),0.0694873 # DEPENDENCYPART_HEADBIGRAM
(2,12),(9,11),-0.0101069 # DEPENDENCYPART_HEADBIGRAM
(2,12),(10,11),-0.0101857 # DEPENDENCYPART_HEADBIGRAM
(2,12),(12,11),0.118476 # DEPENDENCYPART_HEADBIGRAM
(2,12),(14,11),0.172717 # DEPENDENCYPART_HEADBIGRAM
(2,13),(0,12),-0.0689875 # DEPENDENCYPART_HEADBIGRAM
(2,13),(2,12),0.0721343 # DEPENDENCYPART_HEADBIGRAM
(2,13),(6,12),0.0722485 # DEPENDENCYPART_HEADBIGRAM
(2,13),(9,12),0.0722854 # DEPENDENCYPART_HEADBIGRAM
(2,13),(14,12),0.174252 # DEPENDENCYPART_HEADBIGRAM
(2,14),(2,13),0.0691294 # DEPENDENCYPART_HEADBIGRAM
(2,14),(6,13),0.0718196 # DEPENDENCYPART_HEADBIGRAM
(2,14),(7,13),0.0644157 # DEPENDENCYPART_HEADBIGRAM
(2,14),(9,13),0.0715101 # DEPENDENCYPART_HEADBIGRAM
(2,14),(10,13),0.0715101 # DEPENDENCYPART_HEADBIGRAM
(2,14),(12,13),0.0436706 # DEPENDENCYPART_HEADBIGRAM
(2,14),(14,13),0.18769 # DEPENDENCYPART_HEADBIGRAM
(2,14),(15,13),0.171176 # DEPENDENCYPART_HEADBIGRAM
(2,14),(16,13),0.170927 # DEPENDENCYPART_HEADBIGRAM
(2,14),(20,13),0.17342 # DEPENDENCYPART_HEADBIGRAM
(2,20),(9,19),0.0623781 # DEPENDENCYPART_HEADBIGRAM
(2,20),(12,19),0.0689037 # DEPENDENCYPART_HEADBIGRAM
(2,20),(14,19),0.0692156 # DEPENDENCYPART_HEADBIGRAM
(2,20),(15,19),0.0743276 # DEPENDENCYPART_HEADBIGRAM
(2,20),(16,19),0.0742943 # DEPENDENCYPART_HEADBIGRAM
(2,20),(18,19),0.0523748 # DEPENDENCYPART_HEADBIGRAM
(2,20),(20,19),0.191013 # DEPENDENCYPART_HEADBIGRAM
(2,20),(22,19),0.167458 # DEPENDENCYPART_HEADBIGRAM
(2,20),(23,19),0.167458 # DEPENDENCYPART_HEADBIGRAM
(2,21),(2,20),0.0424196 # DEPENDENCYPART_HEADBIGRAM
(2,21),(6,20),0.0611166 # DEPENDENCYPART_HEADBIGRAM
(2,21),(9,20),0.0525917 # DEPENDENCYPART_HEADBIGRAM
(2,21),(10,20),0.037973 # DEPENDENCYPART_HEADBIGRAM
(2,21),(12,20),0.0477862 # DEPENDENCYPART_HEADBIGRAM
(2,21),(14,20),0.0489619 # DEPENDENCYPART_HEADBIGRAM
(2,21),(15,20),0.0252985 # DEPENDENCYPART_HEADBIGRAM
(2,21),(16,20),0.0376476 # DEPENDENCYPART_HEADBIGRAM
(2,21),(19,20),-0.00321424 # DEPENDENCYPART_HEADBIGRAM
(2,21),(23,20),0.163517 # DEPENDENCYPART_HEADBIGRAM
(2,23),(9,22),0.0806239 # DEPENDENCYPART_HEADBIGRAM
(2,23),(12,22),0.0357687 # DEPENDENCYPART_HEADBIGRAM
(2,23),(14,22),0.0407004 # DEPENDENCYPART_HEADBIGRAM
(2,23),(15,22),0.0625138 # DEPENDENCYPART_HEADBIGRAM
