# _root_ J.P. Morgan & Co. swung to a loss in the third quarter , while NCNB Corp. reported net income more than doubled , and Security Pacific Corp. net rose 10 % .
#goldHeads=2,5,2,3,0,5,8,6,5,12,12,9,5,5,17,15,14,19,22,22,20,17,17,17,28,28,28,29,24,31,29,5,
#predictedHeads=2,5,2,3,0,5,8,6,5,12,12,9,5,5,17,15,14,19,22,22,20,17,22,22,28,28,28,29,24,31,29,5,
(17,11),(17,6),(17,3),-0.0807811 # DEPENDENCYPART_TRISIBL
(17,11),(17,6),(17,2),-0.0730818 # DEPENDENCYPART_TRISIBL
(17,11),(17,6),(17,1),-0.0730152 # DEPENDENCYPART_TRISIBL
(17,11),(17,6),(17,-1),-0.116553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,5),(17,4),-0.0706794 # DEPENDENCYPART_TRISIBL
(17,11),(17,5),(17,3),-0.080847 # DEPENDENCYPART_TRISIBL
(17,11),(17,5),(17,2),-0.0728673 # DEPENDENCYPART_TRISIBL
(17,11),(17,5),(17,1),-0.0728007 # DEPENDENCYPART_TRISIBL
(17,11),(17,5),(17,-1),-0.100742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,4),(17,3),-0.0831861 # DEPENDENCYPART_TRISIBL
(17,11),(17,4),(17,2),-0.0691456 # DEPENDENCYPART_TRISIBL
(17,11),(17,4),(17,1),-0.0690134 # DEPENDENCYPART_TRISIBL
(17,11),(17,4),(17,-1),-0.0836276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,3),(17,2),-0.0732184 # DEPENDENCYPART_TRISIBL
(17,11),(17,3),(17,1),-0.0731518 # DEPENDENCYPART_TRISIBL
(17,11),(17,3),(17,-1),-0.0775405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,2),(17,1),-0.0658252 # DEPENDENCYPART_TRISIBL
(17,11),(17,2),(17,-1),-0.0932048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,1),(17,-1),-0.0929778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,8),(17,6),-0.115606 # DEPENDENCYPART_TRISIBL
(17,9),(17,8),(17,5),-0.138401 # DEPENDENCYPART_TRISIBL
(17,9),(17,8),(17,4),-0.0788073 # DEPENDENCYPART_TRISIBL
(17,9),(17,8),(17,3),-0.0659956 # DEPENDENCYPART_TRISIBL
(17,9),(17,8),(17,2),-0.0789544 # DEPENDENCYPART_TRISIBL
(17,9),(17,8),(17,1),-0.0787709 # DEPENDENCYPART_TRISIBL
(17,9),(17,8),(17,-1),-0.010744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,6),(17,5),-0.130758 # DEPENDENCYPART_TRISIBL
(17,9),(17,6),(17,4),-0.05749 # DEPENDENCYPART_TRISIBL
(17,9),(17,6),(17,3),-0.0465356 # DEPENDENCYPART_TRISIBL
(17,9),(17,6),(17,2),-0.0576255 # DEPENDENCYPART_TRISIBL
(17,9),(17,6),(17,1),-0.0574537 # DEPENDENCYPART_TRISIBL
(17,9),(17,6),(17,-1),-0.066498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,5),(17,4),-0.059529 # DEPENDENCYPART_TRISIBL
(17,9),(17,5),(17,3),-0.0490157 # DEPENDENCYPART_TRISIBL
(17,9),(17,5),(17,2),-0.0596644 # DEPENDENCYPART_TRISIBL
(17,9),(17,5),(17,1),-0.0594926 # DEPENDENCYPART_TRISIBL
(17,9),(17,5),(17,-1),-0.077533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,4),(17,3),-0.0480315 # DEPENDENCYPART_TRISIBL
(17,9),(17,4),(17,2),-0.0779633 # DEPENDENCYPART_TRISIBL
(17,9),(17,4),(17,1),-0.0777794 # DEPENDENCYPART_TRISIBL
(17,9),(17,4),(17,-1),-0.082894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,3),(17,2),-0.0596215 # DEPENDENCYPART_TRISIBL
(17,9),(17,3),(17,1),-0.0594497 # DEPENDENCYPART_TRISIBL
(17,9),(17,3),(17,-1),-0.00293059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,2),(17,1),-0.0763371 # DEPENDENCYPART_TRISIBL
(17,9),(17,2),(17,-1),-0.0832558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,1),(17,-1),-0.0828074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,8),(17,6),(17,5),-0.0535385 # DEPENDENCYPART_TRISIBL
(17,8),(17,6),(17,4),-0.0931867 # DEPENDENCYPART_TRISIBL
(17,8),(17,6),(17,3),-0.0302859 # DEPENDENCYPART_TRISIBL
(17,8),(17,6),(17,2),-0.100521 # DEPENDENCYPART_TRISIBL
(17,8),(17,6),(17,1),-0.100064 # DEPENDENCYPART_TRISIBL
(17,8),(17,6),(17,-1),-0.0525375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,8),(17,5),(17,4),-0.0985377 # DEPENDENCYPART_TRISIBL
(17,8),(17,5),(17,3),-0.0463515 # DEPENDENCYPART_TRISIBL
(17,8),(17,5),(17,2),-0.105872 # DEPENDENCYPART_TRISIBL
(17,8),(17,5),(17,1),-0.105415 # DEPENDENCYPART_TRISIBL
(17,8),(17,5),(17,-1),-0.0412562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,8),(17,4),(17,3),-0.0622897 # DEPENDENCYPART_TRISIBL
(17,8),(17,4),(17,2),-0.11857 # DEPENDENCYPART_TRISIBL
(17,8),(17,4),(17,1),-0.118108 # DEPENDENCYPART_TRISIBL
(17,8),(17,4),(17,-1),-0.0538065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,8),(17,3),(17,2),-0.101952 # DEPENDENCYPART_TRISIBL
(17,8),(17,3),(17,1),-0.101496 # DEPENDENCYPART_TRISIBL
(17,8),(17,3),(17,-1),-0.00171566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,8),(17,2),(17,1),-0.121029 # DEPENDENCYPART_TRISIBL
(17,8),(17,2),(17,-1),-0.0648624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,8),(17,1),(17,-1),-0.064293 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,6),(17,5),(17,4),-0.101704 # DEPENDENCYPART_TRISIBL
(17,6),(17,5),(17,3),-0.0598534 # DEPENDENCYPART_TRISIBL
(17,6),(17,5),(17,2),-0.101704 # DEPENDENCYPART_TRISIBL
(17,6),(17,5),(17,1),-0.101704 # DEPENDENCYPART_TRISIBL
(17,6),(17,5),(17,-1),-0.123993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,6),(17,4),(17,3),-0.0215915 # DEPENDENCYPART_TRISIBL
(17,6),(17,4),(17,2),-0.111875 # DEPENDENCYPART_TRISIBL
(17,6),(17,4),(17,1),-0.111875 # DEPENDENCYPART_TRISIBL
(17,6),(17,4),(17,-1),-0.13403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,6),(17,3),(17,2),-0.101388 # DEPENDENCYPART_TRISIBL
(17,6),(17,3),(17,1),-0.101388 # DEPENDENCYPART_TRISIBL
(17,6),(17,3),(17,-1),-0.0884762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,6),(17,2),(17,1),-0.111875 # DEPENDENCYPART_TRISIBL
(17,6),(17,2),(17,-1),-0.13401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,6),(17,1),(17,-1),-0.13401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,5),(17,4),(17,3),-0.058468 # DEPENDENCYPART_TRISIBL
(17,5),(17,4),(17,2),-0.094635 # DEPENDENCYPART_TRISIBL
(17,5),(17,4),(17,1),-0.0946348 # DEPENDENCYPART_TRISIBL
(17,5),(17,4),(17,-1),-0.124974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,5),(17,3),(17,2),-0.0904025 # DEPENDENCYPART_TRISIBL
(17,5),(17,3),(17,1),-0.0904024 # DEPENDENCYPART_TRISIBL
(17,5),(17,3),(17,-1),-0.0576753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,5),(17,2),(17,1),-0.0946307 # DEPENDENCYPART_TRISIBL
(17,5),(17,2),(17,-1),-0.124971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,5),(17,1),(17,-1),-0.124971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,4),(17,3),(17,2),-0.14997 # DEPENDENCYPART_TRISIBL
(17,4),(17,3),(17,1),-0.151499 # DEPENDENCYPART_TRISIBL
(17,4),(17,3),(17,-1),-0.0110617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,4),(17,2),(17,1),-0.243783 # DEPENDENCYPART_TRISIBL
(17,4),(17,2),(17,-1),-0.142561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,4),(17,1),(17,-1),-0.142334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,3),(17,2),(17,1),-0.103976 # DEPENDENCYPART_TRISIBL
(17,3),(17,2),(17,-1),-0.122757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,3),(17,1),(17,-1),-0.122757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,2),(17,1),(17,-1),-0.0949588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.0687626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,21),-0.0858095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,33),-0.163657 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,21),-0.110335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,33),-0.244445 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,21),(18,33),-0.136198 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,21),-0.0909347 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,33),-0.101845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,21),(18,33),-0.0781793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,21),(18,33),-0.148438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,-1),-0.244797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.0778595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),-0.147614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.176328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.150436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,25),-0.142053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,26),-0.129605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,27),-0.148453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,28),-0.255293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,29),-0.15934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,31),-0.279457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,32),-0.17112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,33),-0.178217 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.123631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,23),-0.0644263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.070847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,25),-0.203184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,26),-0.189748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,27),-0.209028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,28),-0.209454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,29),-0.138644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,31),-0.245771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,32),-0.152872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,33),-0.15656 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,23),-0.0325589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,24),-0.0328009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,25),-0.108174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,26),-0.0957268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,27),-0.114573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,28),-0.213069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,29),-0.169391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,31),-0.236135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,32),-0.200433 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,33),-0.110524 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,24),-0.340273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,25),-0.0399537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,26),-0.0209458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,27),-0.0585809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,28),-0.0874917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,29),-0.224394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,31),-0.148132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,32),-0.237113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,33),-0.788133 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,25),-0.114637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,26),-0.0998492 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,27),-0.115929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,28),-0.189268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,29),-0.1122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,31),-0.219587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,32),-0.565516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,33),-0.205655 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,25),(19,26),-0.190101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,27),-0.215182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,28),-0.217596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,29),-0.179652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,31),-0.229737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,32),-0.180407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,33),-0.218864 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,26),(19,27),-0.210773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,26),(19,28),-0.218813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,26),(19,29),-0.179671 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,26),(19,31),-0.230954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,26),(19,32),-0.180365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,26),(19,33),-0.217288 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,27),(19,28),-0.224072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,27),(19,29),-0.184533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,27),(19,31),-0.236213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,27),(19,32),-0.184712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,27),(19,33),-0.195658 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,28),(19,29),-0.167126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,28),(19,31),-0.264162 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,28),(19,32),-0.131684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,28),(19,33),-0.201627 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,29),(19,31),-0.236285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,29),(19,32),-0.204483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,29),(19,33),-0.107227 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,31),(19,32),-0.150002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,31),(19,33),-0.20363 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,32),(19,33),-0.313989 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.096329 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,23),-0.111612 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.0375029 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,25),-0.0976218 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,26),-0.0976218 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,27),-0.0976228 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,28),-0.121549 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,29),-0.0962709 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,31),-0.123729 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,32),-0.0780395 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,33),-0.111425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,23),-0.0946213 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,24),-0.0784274 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,25),-0.0949883 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,26),-0.0949883 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,27),-0.0949892 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,28),-0.109389 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,29),-0.0941508 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,31),-0.110487 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,32),-0.102455 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,33),-0.124381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,24),-0.0751587 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,25),-0.0973597 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,26),-0.0973597 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,27),-0.0973616 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,28),-0.119154 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,29),-0.0970299 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,31),-0.120252 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,32),-0.102017 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,33),-0.164718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,25),-0.0949883 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,26),-0.0949883 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,27),-0.0949892 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,28),-0.112966 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,29),-0.0941656 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,31),-0.114064 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,32),-0.109869 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,33),-0.126429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,25),(19,26),-0.0949883 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,27),-0.0949892 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,28),-0.109533 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,29),-0.0941544 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,31),-0.110631 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,32),-0.0993441 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,33),-0.121651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,26),(19,27),-0.0949892 # DEPENDENCYPART_TRISIBL
(19,20),(19,26),(19,28),-0.109533 # DEPENDENCYPART_TRISIBL
(19,20),(19,26),(19,29),-0.0941544 # DEPENDENCYPART_TRISIBL
(19,20),(19,26),(19,31),-0.110631 # DEPENDENCYPART_TRISIBL
(19,20),(19,26),(19,32),-0.0993441 # DEPENDENCYPART_TRISIBL
(19,20),(19,26),(19,33),-0.121651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,27),(19,28),-0.109533 # DEPENDENCYPART_TRISIBL
(19,20),(19,27),(19,29),-0.0941544 # DEPENDENCYPART_TRISIBL
(19,20),(19,27),(19,31),-0.110631 # DEPENDENCYPART_TRISIBL
(19,20),(19,27),(19,32),-0.0993441 # DEPENDENCYPART_TRISIBL
(19,20),(19,27),(19,33),-0.121651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,28),(19,29),-0.0943595 # DEPENDENCYPART_TRISIBL
(19,20),(19,28),(19,31),-0.111228 # DEPENDENCYPART_TRISIBL
(19,20),(19,28),(19,32),-0.0905928 # DEPENDENCYPART_TRISIBL
(19,20),(19,28),(19,33),-0.147133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,29),(19,31),-0.110487 # DEPENDENCYPART_TRISIBL
(19,20),(19,29),(19,32),-0.102033 # DEPENDENCYPART_TRISIBL
(19,20),(19,29),(19,33),-0.124338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,31),(19,32),-0.0907604 # DEPENDENCYPART_TRISIBL
(19,20),(19,31),(19,33),-0.147134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,32),(19,33),-0.130235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,23),-0.0578234 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,24),0.0149218 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,25),-0.0773569 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,26),-0.0777703 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,27),-0.0784709 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,28),-0.0761807 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,29),-0.109863 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,31),-0.0796221 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,32),-0.15395 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,33),-0.147008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,24),0.0748167 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,25),0.0108872 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,26),0.0103511 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,27),0.00942753 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,28),0.110406 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,29),-0.0309586 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,31),0.11721 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,32),-0.108731 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,33),-0.344933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,25),-0.0686884 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,26),-0.0691018 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,27),-0.0698033 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,28),-0.0997582 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,29),-0.117171 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,31),-0.104582 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,32),-0.0658768 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,33),-0.0615351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,25),(19,26),-0.0815674 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,27),-0.0824348 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,28),-0.0900328 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,29),-0.107277 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,31),-0.0940658 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,32),-0.124904 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,33),-0.125531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,26),(19,27),-0.0824348 # DEPENDENCYPART_TRISIBL
(19,21),(19,26),(19,28),-0.0900195 # DEPENDENCYPART_TRISIBL
(19,21),(19,26),(19,29),-0.107279 # DEPENDENCYPART_TRISIBL
(19,21),(19,26),(19,31),-0.0940525 # DEPENDENCYPART_TRISIBL
(19,21),(19,26),(19,32),-0.124904 # DEPENDENCYPART_TRISIBL
(19,21),(19,26),(19,33),-0.1247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,27),(19,28),-0.0900909 # DEPENDENCYPART_TRISIBL
(19,21),(19,27),(19,29),-0.107277 # DEPENDENCYPART_TRISIBL
(19,21),(19,27),(19,31),-0.0941239 # DEPENDENCYPART_TRISIBL
(19,21),(19,27),(19,32),-0.124904 # DEPENDENCYPART_TRISIBL
(19,21),(19,27),(19,33),-0.125478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,28),(19,29),-0.0586879 # DEPENDENCYPART_TRISIBL
(19,21),(19,28),(19,31),-0.102914 # DEPENDENCYPART_TRISIBL
(19,21),(19,28),(19,32),-0.116712 # DEPENDENCYPART_TRISIBL
(19,21),(19,28),(19,33),-0.110878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
