# _root_ For example , Halliburton jumped 3 1\/4 to 38 , Schlumberger rose 2 1\/2 to 43 1\/4 and Baker Hughes rose 1 1\/8 to 22 .
#goldHeads=0,1,1,5,1,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,1,
#predictedHeads=5,1,5,5,0,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,5,
(2,3),(2,6),(2,8),-0.154849 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,10),0.417496 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,12),-0.0793693 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,27),-0.165828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,8),-0.154849 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,10),0.417562 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,12),-0.0793693 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,27),-0.166372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,8),(2,10),0.407656 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,12),-0.072091 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,27),-0.195747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,10),(2,12),-0.074482 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,27),-0.405679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,12),(2,27),-0.168405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,5),(2,6),-0.0924805 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,7),-0.0924806 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,8),-0.0653737 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,10),-0.069635 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,12),-0.0897837 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,27),-0.181367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,6),(2,7),-0.0929185 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,8),-0.0646177 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,10),-0.0775405 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,12),-0.0896225 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,27),-0.182513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,8),-0.0643613 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,10),-0.0775405 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,12),-0.0896225 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,27),-0.181683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,8),(2,10),-0.0445619 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,12),-0.0894276 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,27),-0.140278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,10),(2,12),-0.00964702 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,27),-0.0600876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,12),(2,27),-0.181903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,6),(2,7),-0.0907461 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,8),-0.0986929 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,10),-0.102201 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,12),-0.108072 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,27),-0.110305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,7),(2,8),-0.0986929 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,10),-0.102201 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,12),-0.108072 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,27),-0.110442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,8),(2,10),-0.104387 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,12),-0.107757 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,27),-0.0731222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,10),(2,12),-0.0937611 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,27),-0.124474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,12),(2,27),-0.154909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,7),(2,8),-0.058134 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,10),-0.105232 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,12),-0.0791897 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,27),-0.17855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,8),(2,10),-0.0606437 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,12),-0.0954215 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,27),-0.169546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,10),(2,12),-0.0558475 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,27),-0.262356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,12),(2,27),-0.144692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,8),(2,10),-0.0654362 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,12),-0.0965306 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,27),-0.166924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,10),(2,12),-0.0560983 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,27),-0.261765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,12),(2,27),-0.1439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,10),(2,12),-0.0921937 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,27),-0.353651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,12),(2,27),-0.112597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,12),(2,27),-0.168405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.156688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.231542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.228079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),0.00839819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.138203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,27),-0.225833 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.254326 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),-0.0759241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),-0.156961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,27),-0.166794 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,10),-0.0820125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),-0.15696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,27),-0.162164 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),-0.00538023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,27),-0.707552 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,27),-0.227549 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.0912669 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.1007 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.0737307 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,27),-0.127155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,10),-0.1007 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.0737308 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,27),-0.127428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,11),-0.0621282 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,27),0.0190921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,27),-0.126938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,10),-0.103098 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,11),-0.0919947 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,27),-0.232165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,11),-0.0980012 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,27),-0.333144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,27),-0.189858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,10),(4,11),-0.0978727 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,27),-0.336958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,11),(4,27),-0.193804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,11),(4,27),-0.0911704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,2),-0.232961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,1),-0.116074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),-0.291976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,1),-0.0963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,2),(4,-1),-0.270202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,1),(4,-1),-0.182172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,2),(4,1),-0.0264833 # DEPENDENCYPART_TRISIBL
(4,3),(4,2),(4,-1),-0.173506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,1),(4,-1),-0.182786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,2),(4,1),(4,-1),-0.117723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.159638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),0.0612905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.157883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.0712838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),0.00225022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,12),-0.157987 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,14),-0.169313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,15),0.0612905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,18),-0.0317224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,20),0.00224858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,21),-0.157987 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,23),-0.163067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,24),0.0612905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,26),-0.108416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,27),-0.146101 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),0.0750478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,9),-0.15265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.0757134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),0.00225228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,12),-0.157977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,14),-0.16408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,15),0.0750478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,18),-0.0320275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,20),0.00225064 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,21),-0.157977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,23),-0.157834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,24),0.0750478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,26),-0.108992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,27),-0.143379 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),-0.133057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,10),-0.110667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,11),-0.056278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,12),-0.134623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,14),-0.135422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,15),0.0454051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,18),-0.0879608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,20),-0.0562799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,21),-0.134623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,23),-0.136294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,24),0.0454051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,26),-0.0921967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,27),-0.0685767 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,10),-0.075888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,11),0.00225372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,12),-0.157977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,14),-0.162709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,15),0.0642221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,18),-0.0347783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,20),0.00225208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,21),-0.157977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,23),-0.156463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,24),0.0642221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,26),-0.109155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,27),-0.143572 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,11),-0.0921155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,12),-0.100994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,14),-0.198962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,15),-0.245022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,18),-0.390887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,20),-0.0921185 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,21),-0.100994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,23),-0.200262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,24),-0.245022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,26),-0.166527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,27),-0.167289 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,12),-0.126893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,14),-0.125192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,15),-0.0122264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,18),-0.115005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,20),-0.100401 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,21),-0.126893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,23),-0.126473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,24),-0.0122264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,26),-0.0218201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,27),-0.0468353 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,12),(5,14),-0.153926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,15),-0.0114997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,18),0.0557364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,20),-0.0628863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,21),-0.173189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,23),-0.155278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,24),-0.0114997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,26),-0.0525044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,27),-0.0555932 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,14),(5,15),0.0817356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,18),-0.0334182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,20),0.00505333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,21),-0.15798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,23),-0.157863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,24),0.0817356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,26),-0.0997315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,27),-0.149581 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,15),(5,18),-0.0879608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,20),-0.0562799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,21),-0.134623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,23),-0.136294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,24),0.0454051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,26),-0.0921967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,27),-0.0685767 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,18),(5,20),-0.0114552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,21),-0.174051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,23),-0.181579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,24),-0.106787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,26),-0.502387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,27),-0.250204 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,20),(5,21),-0.126893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,20),(5,23),-0.126473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,20),(5,24),-0.0122277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,20),(5,26),-0.0218201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,20),(5,27),-0.046084 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,21),(5,23),-0.155278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,21),(5,24),-0.0114997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,21),(5,26),-0.0525044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,21),(5,27),-0.0555932 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,23),(5,24),0.0694758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,23),(5,26),-0.109745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,23),(5,27),-0.135147 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,24),(5,26),-0.0921967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,24),(5,27),-0.0685767 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,26),(5,27),-0.218899 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.0334537 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.114783 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),-0.067599 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.0989986 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,12),-0.0986445 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,14),-0.11467 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,15),-0.0334537 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,18),-0.119975 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,20),-0.0989986 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,21),-0.0986445 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,23),-0.113874 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,24),-0.0334537 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,26),-0.104825 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,27),-0.140622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),-0.117696 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,10),0.0951207 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,11),-0.0949737 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,12),-0.131791 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,14),-0.118477 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,15),-0.0562739 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,18),-0.129008 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,20),-0.0949737 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,21),-0.131791 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,23),-0.117579 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,24),-0.0562739 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,26),-0.179254 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,27),-0.104923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,10),-0.0673294 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,11),-0.0989981 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,12),-0.0986445 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,14),-0.114386 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,15),-0.0332612 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,18),-0.119975 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,20),-0.0989981 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,21),-0.0986445 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,23),-0.11359 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,24),-0.0332612 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,26),-0.104825 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,27),-0.138839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,11),-0.104917 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,12),-0.117894 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,14),-0.0500282 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,15),-0.0272781 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,18),-0.169069 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,20),-0.104917 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,21),-0.117894 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,23),-0.0491857 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,24),-0.0272781 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,26),-0.10273 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,27),-0.235638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,12),-0.109476 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,14),-0.0993276 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,15),-0.0515416 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,18),-0.109185 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,20),-0.098408 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,21),-0.109476 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,23),-0.0984987 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,24),-0.0515416 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,26),-0.0465405 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,27),-0.111696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,12),(5,14),-0.0988866 # DEPENDENCYPART_TRISIBL
