# _root_ Grinned Griffith Peck , a trader in Shearson Lehman Hutton Inc. 's OTC department : `` I tell you , this market acts healthy . ''
#goldHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
#predictedHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
(1,2),(1,10),(1,27),-0.11576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,11),(1,12),-0.083463 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,13),-0.124742 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,14),-0.151181 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,15),-0.0892265 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,16),-0.0705528 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,18),-0.0969467 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,19),-0.0914825 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,20),-0.0612437 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,22),-0.150842 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,23),-0.101414 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,24),-0.102268 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,25),-0.0609356 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,26),-0.114813 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,27),-0.116387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,12),(1,13),-0.122096 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,14),-0.147607 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,15),-0.0840572 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,16),-0.0654613 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,18),-0.0959213 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,19),-0.0914552 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,20),-0.0492228 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,22),-0.147269 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,23),-0.100233 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,24),-0.101543 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,25),-0.0667339 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,26),-0.109379 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,27),-0.104523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,13),(1,14),-0.15118 # DEPENDENCYPART_TRISIBL
(1,2),(1,13),(1,15),-0.0883924 # DEPENDENCYPART_TRISIBL
(1,2),(1,13),(1,16),-0.0705528 # DEPENDENCYPART_TRISIBL
(1,2),(1,13),(1,18),-0.0968851 # DEPENDENCYPART_TRISIBL
(1,2),(1,13),(1,19),-0.0914825 # DEPENDENCYPART_TRISIBL
(1,2),(1,13),(1,20),-0.0584151 # DEPENDENCYPART_TRISIBL
(1,2),(1,13),(1,22),-0.150841 # DEPENDENCYPART_TRISIBL
(1,2),(1,13),(1,23),-0.101386 # DEPENDENCYPART_TRISIBL
(1,2),(1,13),(1,24),-0.102267 # DEPENDENCYPART_TRISIBL
(1,2),(1,13),(1,25),-0.0609351 # DEPENDENCYPART_TRISIBL
(1,2),(1,13),(1,26),-0.114813 # DEPENDENCYPART_TRISIBL
(1,2),(1,13),(1,27),-0.115716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,14),(1,15),-0.0913029 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,16),-0.068462 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,18),-0.09589 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,19),-0.0914573 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,20),-0.0219203 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,22),-0.159563 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,23),-0.102188 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,24),-0.102518 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,25),-0.051413 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,26),-0.111187 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,27),-0.061506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,15),(1,16),-0.0282883 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,18),-0.0992903 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,19),-0.0915508 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,20),-0.0501533 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,22),-0.157443 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,23),-0.104444 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,24),-0.103846 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,25),-0.0679231 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,26),-0.109979 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,27),-0.138404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,16),(1,18),-0.0994976 # DEPENDENCYPART_TRISIBL
(1,2),(1,16),(1,19),-0.0914599 # DEPENDENCYPART_TRISIBL
(1,2),(1,16),(1,20),-0.049335 # DEPENDENCYPART_TRISIBL
(1,2),(1,16),(1,22),-0.148782 # DEPENDENCYPART_TRISIBL
(1,2),(1,16),(1,23),-0.125551 # DEPENDENCYPART_TRISIBL
(1,2),(1,16),(1,24),-0.103446 # DEPENDENCYPART_TRISIBL
(1,2),(1,16),(1,25),-0.067903 # DEPENDENCYPART_TRISIBL
(1,2),(1,16),(1,26),-0.110143 # DEPENDENCYPART_TRISIBL
(1,2),(1,16),(1,27),-0.0890353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,18),(1,19),-0.0914552 # DEPENDENCYPART_TRISIBL
(1,2),(1,18),(1,20),-0.050181 # DEPENDENCYPART_TRISIBL
(1,2),(1,18),(1,22),-0.146283 # DEPENDENCYPART_TRISIBL
(1,2),(1,18),(1,23),-0.100323 # DEPENDENCYPART_TRISIBL
(1,2),(1,18),(1,24),-0.101545 # DEPENDENCYPART_TRISIBL
(1,2),(1,18),(1,25),-0.0759603 # DEPENDENCYPART_TRISIBL
(1,2),(1,18),(1,26),-0.109556 # DEPENDENCYPART_TRISIBL
(1,2),(1,18),(1,27),-0.0853136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,19),(1,20),-0.0489243 # DEPENDENCYPART_TRISIBL
(1,2),(1,19),(1,22),-0.146167 # DEPENDENCYPART_TRISIBL
(1,2),(1,19),(1,23),-0.100261 # DEPENDENCYPART_TRISIBL
(1,2),(1,19),(1,24),-0.101541 # DEPENDENCYPART_TRISIBL
(1,2),(1,19),(1,25),-0.0655586 # DEPENDENCYPART_TRISIBL
(1,2),(1,19),(1,26),-0.10938 # DEPENDENCYPART_TRISIBL
(1,2),(1,19),(1,27),-0.0935344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,20),(1,22),-0.166566 # DEPENDENCYPART_TRISIBL
(1,2),(1,20),(1,23),-0.0712806 # DEPENDENCYPART_TRISIBL
(1,2),(1,20),(1,24),-0.11696 # DEPENDENCYPART_TRISIBL
(1,2),(1,20),(1,25),-0.0838895 # DEPENDENCYPART_TRISIBL
(1,2),(1,20),(1,26),-0.0893415 # DEPENDENCYPART_TRISIBL
(1,2),(1,20),(1,27),-0.0282308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,22),(1,23),-0.1022 # DEPENDENCYPART_TRISIBL
(1,2),(1,22),(1,24),-0.102518 # DEPENDENCYPART_TRISIBL
(1,2),(1,22),(1,25),-0.0515705 # DEPENDENCYPART_TRISIBL
(1,2),(1,22),(1,26),-0.111187 # DEPENDENCYPART_TRISIBL
(1,2),(1,22),(1,27),-0.0615295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,23),(1,24),-0.101675 # DEPENDENCYPART_TRISIBL
(1,2),(1,23),(1,25),-0.0363212 # DEPENDENCYPART_TRISIBL
(1,2),(1,23),(1,26),-0.110075 # DEPENDENCYPART_TRISIBL
(1,2),(1,23),(1,27),-0.0609214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,24),(1,25),-0.0433794 # DEPENDENCYPART_TRISIBL
(1,2),(1,24),(1,26),-0.109607 # DEPENDENCYPART_TRISIBL
(1,2),(1,24),(1,27),-0.0829321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,25),(1,26),-0.102862 # DEPENDENCYPART_TRISIBL
(1,2),(1,25),(1,27),-0.107131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,26),(1,27),-0.080084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,6),-0.171993 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,7),0.000439565 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,9),-0.14457 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,10),-0.145174 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,11),-0.154993 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,12),-0.0811897 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,13),-0.146683 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,14),-0.1672 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,15),-0.0988704 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,16),-0.0355753 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,18),-0.0884153 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,19),-0.0934562 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,20),-0.0692764 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,22),-0.166575 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,23),-0.0712806 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,24),-0.11696 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,25),-0.0871584 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,26),-0.0893415 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,27),-0.0286842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,6),(1,7),-0.0448491 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,9),-0.123386 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,10),-0.123708 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,11),-0.12905 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,12),-0.0834136 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,13),-0.124444 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,14),-0.159681 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,15),-0.0913029 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,16),-0.068459 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,18),-0.09589 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,19),-0.0914573 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,20),-0.0229398 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,22),-0.159439 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,23),-0.102188 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,24),-0.102518 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,25),-0.0549252 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,26),-0.111187 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,27),-0.0617154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,7),(1,9),-0.133461 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,10),-0.133783 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,11),-0.139137 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,12),-0.0838321 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,13),-0.13452 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,14),-0.143037 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,15),-0.0371199 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,16),-0.0758083 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,18),-0.0996091 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,19),-0.0916565 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,20),0.00823772 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,22),-0.142699 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,23),-0.102727 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,24),-0.103428 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,25),-0.0600465 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,26),-0.132225 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,27),-0.0717562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,9),(1,10),-0.123922 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,11),-0.129778 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,12),-0.083463 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,13),-0.12465 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,14),-0.151184 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,15),-0.0883924 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,16),-0.0705528 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,18),-0.0968851 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,19),-0.0914825 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,20),-0.0589368 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,22),-0.150845 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,23),-0.101386 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,24),-0.102267 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,25),-0.064204 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,26),-0.114813 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,27),-0.11617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,10),(1,11),-0.12978 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,12),-0.083463 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,13),-0.124652 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,14),-0.151184 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,15),-0.0883924 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,16),-0.0705528 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,18),-0.0968851 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,19),-0.0914825 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,20),-0.0589368 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,22),-0.150845 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,23),-0.101386 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,24),-0.102267 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,25),-0.064204 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,26),-0.114813 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,27),-0.116213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,11),(1,12),-0.083463 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,13),-0.124742 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,14),-0.151185 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,15),-0.0892265 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,16),-0.0705528 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,18),-0.0969467 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,19),-0.0914825 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,20),-0.0617654 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,22),-0.150846 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,23),-0.101414 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,24),-0.102268 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,25),-0.0642045 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,26),-0.114813 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,27),-0.116841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,12),(1,13),-0.122096 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,14),-0.147611 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,15),-0.0840572 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,16),-0.0654613 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,18),-0.0959213 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,19),-0.0914552 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,20),-0.0497446 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,22),-0.147274 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,23),-0.100233 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,24),-0.101543 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,25),-0.0700028 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,26),-0.109379 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,27),-0.104977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,13),(1,14),-0.151184 # DEPENDENCYPART_TRISIBL
(1,3),(1,13),(1,15),-0.0883924 # DEPENDENCYPART_TRISIBL
(1,3),(1,13),(1,16),-0.0705528 # DEPENDENCYPART_TRISIBL
(1,3),(1,13),(1,18),-0.0968851 # DEPENDENCYPART_TRISIBL
(1,3),(1,13),(1,19),-0.0914825 # DEPENDENCYPART_TRISIBL
(1,3),(1,13),(1,20),-0.0589368 # DEPENDENCYPART_TRISIBL
(1,3),(1,13),(1,22),-0.150845 # DEPENDENCYPART_TRISIBL
(1,3),(1,13),(1,23),-0.101386 # DEPENDENCYPART_TRISIBL
(1,3),(1,13),(1,24),-0.102267 # DEPENDENCYPART_TRISIBL
(1,3),(1,13),(1,25),-0.064204 # DEPENDENCYPART_TRISIBL
(1,3),(1,13),(1,26),-0.114813 # DEPENDENCYPART_TRISIBL
(1,3),(1,13),(1,27),-0.11617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,14),(1,15),-0.0913029 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,16),-0.068462 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,18),-0.09589 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,19),-0.0914573 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,20),-0.0229637 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,22),-0.159567 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,23),-0.102188 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,24),-0.102518 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,25),-0.054682 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,26),-0.111187 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,27),-0.0619594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,15),(1,16),-0.0282883 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,18),-0.0992903 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,19),-0.0915508 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,20),-0.050675 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,22),-0.157447 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,23),-0.104444 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,24),-0.103846 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,25),-0.071192 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,26),-0.109979 # DEPENDENCYPART_TRISIBL
(1,3),(1,15),(1,27),-0.138857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,16),(1,18),-0.0994976 # DEPENDENCYPART_TRISIBL
(1,3),(1,16),(1,19),-0.0914599 # DEPENDENCYPART_TRISIBL
(1,3),(1,16),(1,20),-0.0498568 # DEPENDENCYPART_TRISIBL
(1,3),(1,16),(1,22),-0.148786 # DEPENDENCYPART_TRISIBL
(1,3),(1,16),(1,23),-0.125551 # DEPENDENCYPART_TRISIBL
(1,3),(1,16),(1,24),-0.103446 # DEPENDENCYPART_TRISIBL
(1,3),(1,16),(1,25),-0.071172 # DEPENDENCYPART_TRISIBL
(1,3),(1,16),(1,26),-0.110143 # DEPENDENCYPART_TRISIBL
(1,3),(1,16),(1,27),-0.0894887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,18),(1,19),-0.0914552 # DEPENDENCYPART_TRISIBL
(1,3),(1,18),(1,20),-0.0507028 # DEPENDENCYPART_TRISIBL
(1,3),(1,18),(1,22),-0.146287 # DEPENDENCYPART_TRISIBL
(1,3),(1,18),(1,23),-0.100323 # DEPENDENCYPART_TRISIBL
(1,3),(1,18),(1,24),-0.101545 # DEPENDENCYPART_TRISIBL
(1,3),(1,18),(1,25),-0.0792292 # DEPENDENCYPART_TRISIBL
(1,3),(1,18),(1,26),-0.109556 # DEPENDENCYPART_TRISIBL
(1,3),(1,18),(1,27),-0.0857671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,19),(1,20),-0.0494461 # DEPENDENCYPART_TRISIBL
(1,3),(1,19),(1,22),-0.146172 # DEPENDENCYPART_TRISIBL
(1,3),(1,19),(1,23),-0.100261 # DEPENDENCYPART_TRISIBL
(1,3),(1,19),(1,24),-0.101541 # DEPENDENCYPART_TRISIBL
(1,3),(1,19),(1,25),-0.0688275 # DEPENDENCYPART_TRISIBL
(1,3),(1,19),(1,26),-0.10938 # DEPENDENCYPART_TRISIBL
(1,3),(1,19),(1,27),-0.0939878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,20),(1,22),-0.166575 # DEPENDENCYPART_TRISIBL
(1,3),(1,20),(1,23),-0.0712806 # DEPENDENCYPART_TRISIBL
(1,3),(1,20),(1,24),-0.11696 # DEPENDENCYPART_TRISIBL
(1,3),(1,20),(1,25),-0.0871584 # DEPENDENCYPART_TRISIBL
(1,3),(1,20),(1,26),-0.0893415 # DEPENDENCYPART_TRISIBL
(1,3),(1,20),(1,27),-0.0286842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,22),(1,23),-0.1022 # DEPENDENCYPART_TRISIBL
(1,3),(1,22),(1,24),-0.102518 # DEPENDENCYPART_TRISIBL
(1,3),(1,22),(1,25),-0.0548395 # DEPENDENCYPART_TRISIBL
(1,3),(1,22),(1,26),-0.111187 # DEPENDENCYPART_TRISIBL
(1,3),(1,22),(1,27),-0.0619829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,23),(1,24),-0.101675 # DEPENDENCYPART_TRISIBL
(1,3),(1,23),(1,25),-0.0395902 # DEPENDENCYPART_TRISIBL
(1,3),(1,23),(1,26),-0.110075 # DEPENDENCYPART_TRISIBL
(1,3),(1,23),(1,27),-0.0613748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,24),(1,25),-0.0466483 # DEPENDENCYPART_TRISIBL
(1,3),(1,24),(1,26),-0.109607 # DEPENDENCYPART_TRISIBL
(1,3),(1,24),(1,27),-0.0833855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,25),(1,26),-0.102862 # DEPENDENCYPART_TRISIBL
(1,3),(1,25),(1,27),-0.107584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,26),(1,27),-0.0805374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,6),(1,7),-0.160864 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,9),-0.0822722 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,10),-0.0822845 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,11),-0.0833472 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,12),-0.0861419 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,13),-0.0823745 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,14),-0.120961 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,15),0.0265234 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,16),-0.0770162 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,18),-0.0364199 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,19),-0.0751389 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,20),-0.0958195 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,22),-0.121404 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,23),-0.0334615 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,24),-0.0602687 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,25),-0.0128816 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,26),-0.0745853 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,27),-0.0704777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,7),(1,9),-0.0420059 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,10),-0.0420182 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,11),-0.0429303 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,12),-0.0908308 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,13),-0.0421082 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,14),-0.0921891 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,15),0.115005 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,16),-0.0724353 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,18),-0.0323308 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,19),-0.0752197 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,20),0.122125 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,22),-0.0926459 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,23),-0.0600024 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,24),-0.0663522 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,25),0.0092136 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,26),-0.0982826 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,27),-0.0395383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,9),(1,10),-0.0728766 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,11),-0.0741824 # DEPENDENCYPART_TRISIBL
