# _root_ The average discount rate on new three-month Treasury bills was 7.37 % , the lowest since the average of 7.36 % at the auction on Oct. 17 , 1988 .
#goldHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
#predictedHeads=4,4,4,10,4,9,9,9,5,0,12,10,10,15,10,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
(18,20),(18,26),(18,28),-0.101383 # DEPENDENCYPART_TRISIBL
(18,20),(18,26),(18,30),-0.0879954 # DEPENDENCYPART_TRISIBL
(18,20),(18,26),(18,31),-0.146781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,28),(18,30),-0.108296 # DEPENDENCYPART_TRISIBL
(18,20),(18,28),(18,31),-0.260352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,30),(18,31),-0.163877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,22),(18,24),-0.129138 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,25),-0.0580241 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,26),-0.10645 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,28),0.054113 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,30),-0.0720466 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,31),-0.13085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,24),(18,25),-0.093342 # DEPENDENCYPART_TRISIBL
(18,21),(18,24),(18,26),-0.114294 # DEPENDENCYPART_TRISIBL
(18,21),(18,24),(18,28),-0.041288 # DEPENDENCYPART_TRISIBL
(18,21),(18,24),(18,30),-0.106895 # DEPENDENCYPART_TRISIBL
(18,21),(18,24),(18,31),-0.126817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,25),(18,26),-0.108024 # DEPENDENCYPART_TRISIBL
(18,21),(18,25),(18,28),0.0392745 # DEPENDENCYPART_TRISIBL
(18,21),(18,25),(18,30),-0.085376 # DEPENDENCYPART_TRISIBL
(18,21),(18,25),(18,31),-0.111115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,26),(18,28),0.0249462 # DEPENDENCYPART_TRISIBL
(18,21),(18,26),(18,30),-0.078555 # DEPENDENCYPART_TRISIBL
(18,21),(18,26),(18,31),-0.150388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,28),(18,30),-0.0919996 # DEPENDENCYPART_TRISIBL
(18,21),(18,28),(18,31),-0.0865235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,30),(18,31),0.0118703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,24),(18,25),-0.134591 # DEPENDENCYPART_TRISIBL
(18,22),(18,24),(18,26),-0.076563 # DEPENDENCYPART_TRISIBL
(18,22),(18,24),(18,28),-0.0300791 # DEPENDENCYPART_TRISIBL
(18,22),(18,24),(18,30),-0.0856521 # DEPENDENCYPART_TRISIBL
(18,22),(18,24),(18,31),-0.13657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,25),(18,26),-0.0665833 # DEPENDENCYPART_TRISIBL
(18,22),(18,25),(18,28),0.0465675 # DEPENDENCYPART_TRISIBL
(18,22),(18,25),(18,30),-0.0577297 # DEPENDENCYPART_TRISIBL
(18,22),(18,25),(18,31),-0.131969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,26),(18,28),-0.0708488 # DEPENDENCYPART_TRISIBL
(18,22),(18,26),(18,30),-0.10101 # DEPENDENCYPART_TRISIBL
(18,22),(18,26),(18,31),-0.131081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,28),(18,30),-0.0857893 # DEPENDENCYPART_TRISIBL
(18,22),(18,28),(18,31),-0.369121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,30),(18,31),-0.105827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,25),(18,26),-0.114074 # DEPENDENCYPART_TRISIBL
(18,24),(18,25),(18,28),-0.0230997 # DEPENDENCYPART_TRISIBL
(18,24),(18,25),(18,30),-0.0242873 # DEPENDENCYPART_TRISIBL
(18,24),(18,25),(18,31),-0.12235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,26),(18,28),-0.0059578 # DEPENDENCYPART_TRISIBL
(18,24),(18,26),(18,30),-0.0529053 # DEPENDENCYPART_TRISIBL
(18,24),(18,26),(18,31),-0.162983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,28),(18,30),-0.0662243 # DEPENDENCYPART_TRISIBL
(18,24),(18,28),(18,31),-0.0933887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,30),(18,31),-0.0180425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,25),(18,26),(18,28),-0.0782531 # DEPENDENCYPART_TRISIBL
(18,25),(18,26),(18,30),-0.0945255 # DEPENDENCYPART_TRISIBL
(18,25),(18,26),(18,31),-0.0753398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,25),(18,28),(18,30),-0.0758301 # DEPENDENCYPART_TRISIBL
(18,25),(18,28),(18,31),-0.373947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,25),(18,30),(18,31),-0.0574069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,26),(18,28),(18,30),-0.112214 # DEPENDENCYPART_TRISIBL
(18,26),(18,28),(18,31),-0.0459896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,26),(18,30),(18,31),-0.138567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,28),(18,30),(18,31),-0.329234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,16),-0.0975973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,15),-0.125203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,14),-0.0946345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.154492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,15),-0.112235 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,14),-0.101836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),-0.152469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,15),(18,14),0.00705233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,-1),-0.175024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,14),(18,-1),-0.154492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,15),-0.0604943 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,14),-0.291171 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),-0.106821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,15),(18,14),-0.355589 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,-1),-0.144212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,14),(18,-1),-0.229561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,15),(18,14),-0.135981 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,-1),-0.129747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,14),(18,-1),-0.176175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,14),(18,-1),0.00409953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.217295 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),-0.0777319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.186976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,25),-0.108214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,26),0.0193625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,29),-0.234562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,31),0.141265 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),0.00370888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.17817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,25),-0.0321373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,26),-0.0189021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,29),-0.218229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,31),0.229983 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,24),-0.0852999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,25),-0.285977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,26),-0.0235418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,29),-0.25496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,31),-0.186636 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,25),-0.0563511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,26),-0.0153946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,29),-0.218096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,31),0.330737 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,25),(19,26),-0.00778766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,29),-0.24433 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,31),-0.124165 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,26),(19,29),-0.237137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,26),(19,31),0.368996 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,29),(19,31),0.166008 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.079185 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.115544 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,25),-0.0379311 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,26),-0.0973437 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,29),-0.0796754 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,31),-0.0603613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,24),-0.109703 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,25),-0.0854027 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,26),-0.0969348 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,29),-0.0764478 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,31),-0.0526399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,25),-0.0395614 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,26),-0.0973042 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,29),-0.0795395 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,31),-0.0890809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,25),(19,26),-0.0970736 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,29),-0.0753696 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,31),-0.0423663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,26),(19,29),-0.0791257 # DEPENDENCYPART_TRISIBL
(19,20),(19,26),(19,31),-0.0596663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,29),(19,31),-0.124424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,24),-0.151658 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,25),-0.0821433 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,26),-0.123649 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,29),-0.116782 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,31),-0.0867248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,25),-0.0827129 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,26),-0.13724 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,29),-0.110178 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,31),-0.0601766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,25),(19,26),-0.125211 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,29),-0.116358 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,31),-0.109629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,26),(19,29),-0.111671 # DEPENDENCYPART_TRISIBL
(19,21),(19,26),(19,31),-0.123365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,29),(19,31),-0.100222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,24),(19,25),-0.151344 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,26),-0.0816887 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,29),-0.0670538 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,31),-0.044942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,25),(19,26),-0.0732505 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,29),-0.0686067 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,31),-0.16982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,26),(19,29),-0.0645539 # DEPENDENCYPART_TRISIBL
(19,22),(19,26),(19,31),-0.0915391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,29),(19,31),-0.135313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,25),(19,26),-0.131172 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,29),-0.11244 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,31),-0.152291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,26),(19,29),-0.109379 # DEPENDENCYPART_TRISIBL
(19,24),(19,26),(19,31),-0.175641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,29),(19,31),-0.160125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,26),(19,29),-0.0729024 # DEPENDENCYPART_TRISIBL
(19,25),(19,26),(19,31),-0.0880971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,29),(19,31),-0.1346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,26),(19,29),(19,31),-0.0809563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,-1),-0.202311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.159472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.101427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,26),-0.117729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,31),-0.211646 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,24),-0.139762 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,26),-0.143087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,31),-0.261365 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,24),(20,26),-0.108699 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,31),-0.218326 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,26),(20,31),-0.211521 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,24),-0.147666 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,26),-0.104788 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,31),-0.142352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,24),(20,26),-0.112323 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,31),-0.113052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,26),(20,31),-0.141338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,24),(20,26),-0.063504 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,31),-0.167749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,26),(20,31),-0.173733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,24),(20,26),(20,31),-0.141591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,19),(20,-1),-0.266973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,24),-0.261543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,25),-0.12183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,26),-0.181906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,28),-0.0279179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,29),-0.200749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,31),-0.17275 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,24),(21,25),-0.0850105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,26),-0.118761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,28),-0.12671 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,29),-0.141976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,31),-0.15497 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,25),(21,26),-0.156254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,25),(21,28),-0.0476564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,25),(21,29),-0.188527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,25),(21,31),-0.164523 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,26),(21,28),-0.237935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,26),(21,29),-0.197751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,26),(21,31),-0.198435 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,28),(21,29),-0.19192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,28),(21,31),-0.7725 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,29),(21,31),-0.187736 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,22),(21,24),(21,25),-0.145243 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,26),-0.0766373 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,28),-0.0126884 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,29),-0.0616313 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,31),-0.181945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,25),(21,26),-0.0666654 # DEPENDENCYPART_TRISIBL
(21,22),(21,25),(21,28),0.0699044 # DEPENDENCYPART_TRISIBL
(21,22),(21,25),(21,29),-0.0650495 # DEPENDENCYPART_TRISIBL
(21,22),(21,25),(21,31),-0.174709 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,26),(21,28),-0.0566635 # DEPENDENCYPART_TRISIBL
(21,22),(21,26),(21,29),-0.0591546 # DEPENDENCYPART_TRISIBL
(21,22),(21,26),(21,31),-0.158523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,28),(21,29),-0.079066 # DEPENDENCYPART_TRISIBL
(21,22),(21,28),(21,31),-0.411271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,29),(21,31),-0.159877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,25),(21,26),-0.114074 # DEPENDENCYPART_TRISIBL
(21,24),(21,25),(21,28),-0.0272023 # DEPENDENCYPART_TRISIBL
(21,24),(21,25),(21,29),-0.105765 # DEPENDENCYPART_TRISIBL
(21,24),(21,25),(21,31),-0.118207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,26),(21,28),-0.0084597 # DEPENDENCYPART_TRISIBL
(21,24),(21,26),(21,29),-0.103525 # DEPENDENCYPART_TRISIBL
(21,24),(21,26),(21,31),-0.160068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,28),(21,29),-0.106288 # DEPENDENCYPART_TRISIBL
(21,24),(21,28),(21,31),-0.0900636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,29),(21,31),-0.14422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,25),(21,26),(21,28),-0.0640678 # DEPENDENCYPART_TRISIBL
(21,25),(21,26),(21,29),-0.0730974 # DEPENDENCYPART_TRISIBL
(21,25),(21,26),(21,31),-0.102782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,25),(21,28),(21,29),-0.109345 # DEPENDENCYPART_TRISIBL
(21,25),(21,28),(21,31),-0.416097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,25),(21,29),(21,31),-0.114618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,26),(21,28),(21,29),-0.0902451 # DEPENDENCYPART_TRISIBL
(21,26),(21,28),(21,31),-0.0580271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,26),(21,29),(21,31),-0.190434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,28),(21,29),(21,31),-0.14876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,20),(21,19),-0.149189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,18),-0.110276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,17),-0.140655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,15),-0.117172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,14),-0.140655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,11),-0.151106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,-1),-0.0024106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,19),(21,18),-0.00867995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,17),-0.146142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,15),-0.117962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,14),-0.146142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,11),-0.091452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,-1),-0.0560346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,18),(21,17),-0.06586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,15),-0.0559998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,14),-0.06586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,11),-0.0283046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,-1),0.00385566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,17),(21,15),-0.132801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,14),-0.130303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,11),-0.228871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,-1),-0.0340377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,15),(21,14),-0.0289844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,15),(21,11),-0.136766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,15),(21,-1),-0.0743597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,14),(21,11),-0.228871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,14),(21,-1),-0.0340377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,11),(21,-1),-0.00213371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,19),(21,18),-0.0804803 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,17),0.0466702 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,15),-0.0480598 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,14),0.0466702 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,11),-0.137156 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,-1),-0.0963945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,18),(21,17),0.131246 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,15),-0.0480034 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,14),0.131246 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,11),-0.157379 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,-1),-0.191853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,17),(21,15),0.0051818 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,14),0.0497158 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,11),-0.123449 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,-1),-0.039668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,15),(21,14),0.036199 # DEPENDENCYPART_TRISIBL
(21,20),(21,15),(21,11),-0.122316 # DEPENDENCYPART_TRISIBL
(21,20),(21,15),(21,-1),-0.142325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,14),(21,11),-0.123449 # DEPENDENCYPART_TRISIBL
(21,20),(21,14),(21,-1),-0.039668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,11),(21,-1),-0.138891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,18),(21,17),-0.0375812 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,15),-0.0826214 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,14),-0.0375812 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,11),-0.0808095 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,-1),-0.138318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,17),(21,15),-0.0808965 # DEPENDENCYPART_TRISIBL
