# _root_ Excluding the $ 2 billion provision and allowing for the taxes Morgan paid , earnings were about 65 cents a share , Mr. Salem said .
#goldHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
#predictedHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
(12,10),(12,9),0.0630142 # DEPENDENCYPART_HEADBIGRAM
(12,10),(13,9),0.0287226 # DEPENDENCYPART_HEADBIGRAM
(12,10),(16,9),0.0239153 # DEPENDENCYPART_HEADBIGRAM
(12,10),(18,9),0.0788247 # DEPENDENCYPART_HEADBIGRAM
(12,10),(25,9),0.0153353 # DEPENDENCYPART_HEADBIGRAM
(12,11),(3,10),-0.199077 # DEPENDENCYPART_HEADBIGRAM
(12,11),(6,10),-0.200105 # DEPENDENCYPART_HEADBIGRAM
(12,11),(8,10),-0.203706 # DEPENDENCYPART_HEADBIGRAM
(12,11),(9,10),-0.203714 # DEPENDENCYPART_HEADBIGRAM
(12,11),(11,10),-0.0307714 # DEPENDENCYPART_HEADBIGRAM
(12,11),(12,10),0.0865547 # DEPENDENCYPART_HEADBIGRAM
(12,11),(13,10),0.0907153 # DEPENDENCYPART_HEADBIGRAM
(12,11),(15,10),0.0899229 # DEPENDENCYPART_HEADBIGRAM
(12,11),(16,10),0.094239 # DEPENDENCYPART_HEADBIGRAM
(12,11),(19,10),0.0934466 # DEPENDENCYPART_HEADBIGRAM
(12,15),(1,14),-0.0720917 # DEPENDENCYPART_HEADBIGRAM
(12,15),(3,14),-0.0720917 # DEPENDENCYPART_HEADBIGRAM
(12,15),(6,14),-0.0724234 # DEPENDENCYPART_HEADBIGRAM
(12,15),(8,14),-0.0714253 # DEPENDENCYPART_HEADBIGRAM
(12,15),(9,14),-0.071614 # DEPENDENCYPART_HEADBIGRAM
(12,15),(11,14),-0.0716628 # DEPENDENCYPART_HEADBIGRAM
(12,15),(13,14),0.0514965 # DEPENDENCYPART_HEADBIGRAM
(12,15),(15,14),0.145619 # DEPENDENCYPART_HEADBIGRAM
(12,15),(16,14),0.173602 # DEPENDENCYPART_HEADBIGRAM
(12,15),(25,14),0.172736 # DEPENDENCYPART_HEADBIGRAM
(13,2),(2,1),-0.0860214 # DEPENDENCYPART_HEADBIGRAM
(13,2),(3,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(13,2),(4,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(13,2),(5,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(13,2),(6,1),-0.0835675 # DEPENDENCYPART_HEADBIGRAM
(13,2),(13,1),0.0986208 # DEPENDENCYPART_HEADBIGRAM
(13,2),(16,1),0.0980415 # DEPENDENCYPART_HEADBIGRAM
(13,2),(18,1),0.0990077 # DEPENDENCYPART_HEADBIGRAM
(13,2),(19,1),0.0982893 # DEPENDENCYPART_HEADBIGRAM
(13,2),(25,1),0.098033 # DEPENDENCYPART_HEADBIGRAM
(13,3),(1,2),-0.199582 # DEPENDENCYPART_HEADBIGRAM
(13,3),(3,2),-0.10071 # DEPENDENCYPART_HEADBIGRAM
(13,3),(4,2),-0.0865567 # DEPENDENCYPART_HEADBIGRAM
(13,3),(5,2),-0.0861279 # DEPENDENCYPART_HEADBIGRAM
(13,3),(6,2),-0.0885487 # DEPENDENCYPART_HEADBIGRAM
(13,3),(12,2),-0.0860853 # DEPENDENCYPART_HEADBIGRAM
(13,3),(13,2),0.0951461 # DEPENDENCYPART_HEADBIGRAM
(13,3),(16,2),0.0982772 # DEPENDENCYPART_HEADBIGRAM
(13,5),(3,4),-0.204785 # DEPENDENCYPART_HEADBIGRAM
(13,5),(5,4),-0.0425453 # DEPENDENCYPART_HEADBIGRAM
(13,5),(6,4),-0.0867251 # DEPENDENCYPART_HEADBIGRAM
(13,6),(1,5),-0.200848 # DEPENDENCYPART_HEADBIGRAM
(13,6),(3,5),-0.20403 # DEPENDENCYPART_HEADBIGRAM
(13,6),(4,5),-0.204879 # DEPENDENCYPART_HEADBIGRAM
(13,6),(6,5),-0.0446157 # DEPENDENCYPART_HEADBIGRAM
(13,6),(13,5),0.0838024 # DEPENDENCYPART_HEADBIGRAM
(13,6),(16,5),0.0969003 # DEPENDENCYPART_HEADBIGRAM
(13,7),(1,6),-0.217574 # DEPENDENCYPART_HEADBIGRAM
(13,7),(3,6),-0.208895 # DEPENDENCYPART_HEADBIGRAM
(13,7),(4,6),-0.201245 # DEPENDENCYPART_HEADBIGRAM
(13,7),(5,6),-0.200658 # DEPENDENCYPART_HEADBIGRAM
(13,7),(7,6),-0.0923761 # DEPENDENCYPART_HEADBIGRAM
(13,7),(8,6),-0.100959 # DEPENDENCYPART_HEADBIGRAM
(13,7),(12,6),-0.0899363 # DEPENDENCYPART_HEADBIGRAM
(13,7),(13,6),0.105854 # DEPENDENCYPART_HEADBIGRAM
(13,7),(16,6),0.102665 # DEPENDENCYPART_HEADBIGRAM
(13,7),(25,6),0.0978019 # DEPENDENCYPART_HEADBIGRAM
(13,8),(1,7),-0.189284 # DEPENDENCYPART_HEADBIGRAM
(13,8),(2,7),-0.195673 # DEPENDENCYPART_HEADBIGRAM
(13,8),(3,7),-0.195495 # DEPENDENCYPART_HEADBIGRAM
(13,8),(4,7),-0.195496 # DEPENDENCYPART_HEADBIGRAM
(13,8),(5,7),-0.186342 # DEPENDENCYPART_HEADBIGRAM
(13,8),(6,7),-0.189592 # DEPENDENCYPART_HEADBIGRAM
(13,8),(8,7),-0.0860581 # DEPENDENCYPART_HEADBIGRAM
(13,8),(13,7),0.112661 # DEPENDENCYPART_HEADBIGRAM
(13,8),(16,7),0.094161 # DEPENDENCYPART_HEADBIGRAM
(13,8),(25,7),0.08897 # DEPENDENCYPART_HEADBIGRAM
(13,9),(1,8),-0.202503 # DEPENDENCYPART_HEADBIGRAM
(13,9),(3,8),-0.205687 # DEPENDENCYPART_HEADBIGRAM
(13,9),(6,8),-0.204558 # DEPENDENCYPART_HEADBIGRAM
(13,9),(7,8),-0.189755 # DEPENDENCYPART_HEADBIGRAM
(13,9),(9,8),-0.0883328 # DEPENDENCYPART_HEADBIGRAM
(13,9),(11,8),-0.0916864 # DEPENDENCYPART_HEADBIGRAM
(13,9),(12,8),-0.0813912 # DEPENDENCYPART_HEADBIGRAM
(13,9),(13,8),0.0753994 # DEPENDENCYPART_HEADBIGRAM
(13,9),(16,8),0.0934875 # DEPENDENCYPART_HEADBIGRAM
(13,9),(25,8),0.0923037 # DEPENDENCYPART_HEADBIGRAM
(13,10),(1,9),-0.168927 # DEPENDENCYPART_HEADBIGRAM
(13,10),(3,9),-0.189421 # DEPENDENCYPART_HEADBIGRAM
(13,10),(6,9),-0.209248 # DEPENDENCYPART_HEADBIGRAM
(13,10),(7,9),-0.20313 # DEPENDENCYPART_HEADBIGRAM
(13,10),(8,9),-0.169619 # DEPENDENCYPART_HEADBIGRAM
(13,10),(12,9),-0.0904555 # DEPENDENCYPART_HEADBIGRAM
(13,10),(13,9),0.0718719 # DEPENDENCYPART_HEADBIGRAM
(13,10),(16,9),0.0978138 # DEPENDENCYPART_HEADBIGRAM
(13,10),(18,9),0.096053 # DEPENDENCYPART_HEADBIGRAM
(13,10),(25,9),0.104774 # DEPENDENCYPART_HEADBIGRAM
(13,11),(3,10),-0.199089 # DEPENDENCYPART_HEADBIGRAM
(13,11),(6,10),-0.2041 # DEPENDENCYPART_HEADBIGRAM
(13,11),(8,10),-0.203709 # DEPENDENCYPART_HEADBIGRAM
(13,11),(9,10),-0.196521 # DEPENDENCYPART_HEADBIGRAM
(13,11),(11,10),-0.034737 # DEPENDENCYPART_HEADBIGRAM
(13,11),(12,10),-0.0867988 # DEPENDENCYPART_HEADBIGRAM
(13,11),(13,10),0.086497 # DEPENDENCYPART_HEADBIGRAM
(13,11),(15,10),0.0872256 # DEPENDENCYPART_HEADBIGRAM
(13,11),(16,10),0.0912997 # DEPENDENCYPART_HEADBIGRAM
(13,11),(19,10),0.0907493 # DEPENDENCYPART_HEADBIGRAM
(13,12),(1,11),-0.198619 # DEPENDENCYPART_HEADBIGRAM
(13,12),(6,11),-0.200755 # DEPENDENCYPART_HEADBIGRAM
(13,12),(7,11),-0.201681 # DEPENDENCYPART_HEADBIGRAM
(13,12),(8,11),-0.200551 # DEPENDENCYPART_HEADBIGRAM
(13,12),(9,11),-0.192891 # DEPENDENCYPART_HEADBIGRAM
(13,12),(12,11),-0.0837148 # DEPENDENCYPART_HEADBIGRAM
(13,12),(13,11),0.12889 # DEPENDENCYPART_HEADBIGRAM
(13,12),(15,11),0.0970815 # DEPENDENCYPART_HEADBIGRAM
(13,12),(16,11),0.0949431 # DEPENDENCYPART_HEADBIGRAM
(13,12),(25,11),0.0960151 # DEPENDENCYPART_HEADBIGRAM
(13,14),(1,13),-0.0246295 # DEPENDENCYPART_HEADBIGRAM
(13,14),(3,13),-0.0632949 # DEPENDENCYPART_HEADBIGRAM
(13,14),(6,13),-0.0782372 # DEPENDENCYPART_HEADBIGRAM
(13,14),(7,13),-0.0105108 # DEPENDENCYPART_HEADBIGRAM
(13,14),(8,13),-0.0683034 # DEPENDENCYPART_HEADBIGRAM
(13,14),(9,13),-0.0986043 # DEPENDENCYPART_HEADBIGRAM
(13,14),(11,13),-0.0503193 # DEPENDENCYPART_HEADBIGRAM
(13,14),(15,13),0.174521 # DEPENDENCYPART_HEADBIGRAM
(13,14),(16,13),0.189502 # DEPENDENCYPART_HEADBIGRAM
(13,14),(25,13),0.180723 # DEPENDENCYPART_HEADBIGRAM
(13,15),(1,14),-0.0621343 # DEPENDENCYPART_HEADBIGRAM
(13,15),(3,14),-0.0624378 # DEPENDENCYPART_HEADBIGRAM
(13,15),(6,14),-0.0524498 # DEPENDENCYPART_HEADBIGRAM
(13,15),(8,14),-0.0640965 # DEPENDENCYPART_HEADBIGRAM
(13,15),(9,14),-0.0600243 # DEPENDENCYPART_HEADBIGRAM
(13,15),(11,14),-0.057111 # DEPENDENCYPART_HEADBIGRAM
(13,15),(13,14),0.145938 # DEPENDENCYPART_HEADBIGRAM
(13,15),(15,14),0.166172 # DEPENDENCYPART_HEADBIGRAM
(13,15),(16,14),0.196086 # DEPENDENCYPART_HEADBIGRAM
(13,15),(25,14),0.19982 # DEPENDENCYPART_HEADBIGRAM
(13,16),(6,15),-0.0652744 # DEPENDENCYPART_HEADBIGRAM
(13,16),(8,15),-0.0621183 # DEPENDENCYPART_HEADBIGRAM
(13,16),(9,15),-0.0599094 # DEPENDENCYPART_HEADBIGRAM
(13,16),(11,15),-0.0644781 # DEPENDENCYPART_HEADBIGRAM
(13,16),(12,15),-0.0619845 # DEPENDENCYPART_HEADBIGRAM
(13,16),(13,15),0.0427901 # DEPENDENCYPART_HEADBIGRAM
(13,16),(16,15),0.259198 # DEPENDENCYPART_HEADBIGRAM
(13,16),(18,15),0.172711 # DEPENDENCYPART_HEADBIGRAM
(13,16),(19,15),0.170088 # DEPENDENCYPART_HEADBIGRAM
(13,16),(25,15),0.169183 # DEPENDENCYPART_HEADBIGRAM
(13,17),(0,16),-0.0725206 # DEPENDENCYPART_HEADBIGRAM
(13,17),(6,16),-0.067082 # DEPENDENCYPART_HEADBIGRAM
(13,17),(7,16),-0.0752017 # DEPENDENCYPART_HEADBIGRAM
(13,17),(8,16),-0.0622682 # DEPENDENCYPART_HEADBIGRAM
(13,17),(9,16),-0.0629878 # DEPENDENCYPART_HEADBIGRAM
(13,17),(11,16),-0.0616334 # DEPENDENCYPART_HEADBIGRAM
(13,17),(13,16),0.0489639 # DEPENDENCYPART_HEADBIGRAM
(13,17),(15,16),0.0713433 # DEPENDENCYPART_HEADBIGRAM
(13,17),(18,16),0.174252 # DEPENDENCYPART_HEADBIGRAM
(13,17),(25,16),0.187661 # DEPENDENCYPART_HEADBIGRAM
(13,18),(1,17),-0.061766 # DEPENDENCYPART_HEADBIGRAM
(13,18),(8,17),-0.0611337 # DEPENDENCYPART_HEADBIGRAM
(13,18),(11,17),-0.0611277 # DEPENDENCYPART_HEADBIGRAM
(13,18),(13,17),0.0555938 # DEPENDENCYPART_HEADBIGRAM
(13,18),(15,17),0.0688573 # DEPENDENCYPART_HEADBIGRAM
(13,18),(16,17),0.0683908 # DEPENDENCYPART_HEADBIGRAM
(13,18),(18,17),0.216425 # DEPENDENCYPART_HEADBIGRAM
(13,18),(19,17),0.174294 # DEPENDENCYPART_HEADBIGRAM
(13,18),(21,17),0.174007 # DEPENDENCYPART_HEADBIGRAM
(13,18),(25,17),0.173879 # DEPENDENCYPART_HEADBIGRAM
(13,19),(3,18),-0.0669214 # DEPENDENCYPART_HEADBIGRAM
(13,19),(13,18),0.0640696 # DEPENDENCYPART_HEADBIGRAM
(13,19),(15,18),0.0636679 # DEPENDENCYPART_HEADBIGRAM
(13,19),(16,18),0.0716815 # DEPENDENCYPART_HEADBIGRAM
(13,19),(17,18),0.0620291 # DEPENDENCYPART_HEADBIGRAM
(13,19),(19,18),0.0854371 # DEPENDENCYPART_HEADBIGRAM
(13,19),(21,18),0.169354 # DEPENDENCYPART_HEADBIGRAM
(13,19),(25,18),0.172083 # DEPENDENCYPART_HEADBIGRAM
(13,21),(19,20),0.0526318 # DEPENDENCYPART_HEADBIGRAM
(13,21),(21,20),0.0698456 # DEPENDENCYPART_HEADBIGRAM
(13,21),(24,20),0.166197 # DEPENDENCYPART_HEADBIGRAM
(13,22),(3,21),-0.175333 # DEPENDENCYPART_HEADBIGRAM
(13,22),(11,21),-0.102429 # DEPENDENCYPART_HEADBIGRAM
(13,22),(13,21),0.177014 # DEPENDENCYPART_HEADBIGRAM
(13,22),(15,21),0.0448874 # DEPENDENCYPART_HEADBIGRAM
(13,22),(16,21),0.178739 # DEPENDENCYPART_HEADBIGRAM
(13,22),(17,21),0.145012 # DEPENDENCYPART_HEADBIGRAM
(13,22),(18,21),0.113088 # DEPENDENCYPART_HEADBIGRAM
(13,22),(19,21),0.0683974 # DEPENDENCYPART_HEADBIGRAM
(13,22),(24,21),0.122585 # DEPENDENCYPART_HEADBIGRAM
(13,22),(25,21),0.155585 # DEPENDENCYPART_HEADBIGRAM
(13,24),(19,23),0.0706996 # DEPENDENCYPART_HEADBIGRAM
(13,24),(21,23),0.0638735 # DEPENDENCYPART_HEADBIGRAM
(13,24),(24,23),0.263338 # DEPENDENCYPART_HEADBIGRAM
(13,24),(25,23),0.166549 # DEPENDENCYPART_HEADBIGRAM
(13,25),(6,24),-0.0662439 # DEPENDENCYPART_HEADBIGRAM
(13,25),(11,24),-0.0619661 # DEPENDENCYPART_HEADBIGRAM
(13,25),(13,24),0.0530045 # DEPENDENCYPART_HEADBIGRAM
(13,25),(15,24),0.0886212 # DEPENDENCYPART_HEADBIGRAM
(13,25),(16,24),0.0774154 # DEPENDENCYPART_HEADBIGRAM
(13,25),(17,24),0.0857615 # DEPENDENCYPART_HEADBIGRAM
(13,25),(19,24),0.0438815 # DEPENDENCYPART_HEADBIGRAM
(13,25),(21,24),0.0352474 # DEPENDENCYPART_HEADBIGRAM
(13,25),(23,24),0.0244589 # DEPENDENCYPART_HEADBIGRAM
(13,25),(25,24),0.173725 # DEPENDENCYPART_HEADBIGRAM
(13,26),(0,25),-0.162695 # DEPENDENCYPART_HEADBIGRAM
(13,26),(3,25),-0.064228 # DEPENDENCYPART_HEADBIGRAM
(13,26),(7,25),-0.0913674 # DEPENDENCYPART_HEADBIGRAM
(13,26),(11,25),-0.0586017 # DEPENDENCYPART_HEADBIGRAM
(13,26),(13,25),0.0338155 # DEPENDENCYPART_HEADBIGRAM
(13,26),(15,25),0.0588019 # DEPENDENCYPART_HEADBIGRAM
(13,26),(16,25),0.0573688 # DEPENDENCYPART_HEADBIGRAM
(13,26),(17,25),0.0530614 # DEPENDENCYPART_HEADBIGRAM
(13,26),(19,25),0.0524475 # DEPENDENCYPART_HEADBIGRAM
(13,26),(21,25),0.0725739 # DEPENDENCYPART_HEADBIGRAM
(15,10),(1,9),-0.159488 # DEPENDENCYPART_HEADBIGRAM
(15,10),(3,9),-0.197489 # DEPENDENCYPART_HEADBIGRAM
(15,10),(6,9),-0.25158 # DEPENDENCYPART_HEADBIGRAM
(15,10),(7,9),-0.196985 # DEPENDENCYPART_HEADBIGRAM
(15,10),(8,9),-0.152643 # DEPENDENCYPART_HEADBIGRAM
(15,10),(12,9),-0.101084 # DEPENDENCYPART_HEADBIGRAM
(15,10),(13,9),-0.0546945 # DEPENDENCYPART_HEADBIGRAM
(15,10),(16,9),0.151274 # DEPENDENCYPART_HEADBIGRAM
(15,10),(18,9),0.105305 # DEPENDENCYPART_HEADBIGRAM
(15,10),(25,9),0.132211 # DEPENDENCYPART_HEADBIGRAM
(15,11),(3,10),-0.199071 # DEPENDENCYPART_HEADBIGRAM
(15,11),(6,10),-0.202301 # DEPENDENCYPART_HEADBIGRAM
(15,11),(8,10),-0.186476 # DEPENDENCYPART_HEADBIGRAM
(15,11),(9,10),-0.188026 # DEPENDENCYPART_HEADBIGRAM
(15,11),(11,10),-0.0408546 # DEPENDENCYPART_HEADBIGRAM
(15,11),(12,10),-0.0863561 # DEPENDENCYPART_HEADBIGRAM
(15,11),(13,10),-0.0867243 # DEPENDENCYPART_HEADBIGRAM
(15,11),(15,10),0.0618025 # DEPENDENCYPART_HEADBIGRAM
(15,11),(16,10),0.0973747 # DEPENDENCYPART_HEADBIGRAM
(15,11),(19,10),0.093877 # DEPENDENCYPART_HEADBIGRAM
(15,12),(1,11),-0.199754 # DEPENDENCYPART_HEADBIGRAM
(15,12),(6,11),-0.200408 # DEPENDENCYPART_HEADBIGRAM
(15,12),(7,11),-0.19743 # DEPENDENCYPART_HEADBIGRAM
(15,12),(8,11),-0.201019 # DEPENDENCYPART_HEADBIGRAM
(15,12),(9,11),-0.189264 # DEPENDENCYPART_HEADBIGRAM
(15,12),(12,11),-0.0788207 # DEPENDENCYPART_HEADBIGRAM
(15,12),(13,11),-0.0861676 # DEPENDENCYPART_HEADBIGRAM
(15,12),(15,11),0.102896 # DEPENDENCYPART_HEADBIGRAM
(15,12),(16,11),0.0980695 # DEPENDENCYPART_HEADBIGRAM
(15,12),(25,11),0.0984932 # DEPENDENCYPART_HEADBIGRAM
(15,13),(3,12),-0.199092 # DEPENDENCYPART_HEADBIGRAM
(15,13),(6,12),-0.199778 # DEPENDENCYPART_HEADBIGRAM
(15,13),(7,12),-0.208498 # DEPENDENCYPART_HEADBIGRAM
(15,13),(8,12),-0.201883 # DEPENDENCYPART_HEADBIGRAM
(15,13),(9,12),-0.191821 # DEPENDENCYPART_HEADBIGRAM
(15,13),(11,12),-0.193158 # DEPENDENCYPART_HEADBIGRAM
(15,13),(13,12),-0.0883584 # DEPENDENCYPART_HEADBIGRAM
(15,13),(15,12),0.0764384 # DEPENDENCYPART_HEADBIGRAM
(15,13),(16,12),0.0941814 # DEPENDENCYPART_HEADBIGRAM
(15,13),(25,12),0.096508 # DEPENDENCYPART_HEADBIGRAM
(15,14),(1,13),-0.210909 # DEPENDENCYPART_HEADBIGRAM
(15,14),(3,13),-0.207477 # DEPENDENCYPART_HEADBIGRAM
(15,14),(6,13),-0.207579 # DEPENDENCYPART_HEADBIGRAM
(15,14),(7,13),-0.208368 # DEPENDENCYPART_HEADBIGRAM
(15,14),(8,13),-0.212341 # DEPENDENCYPART_HEADBIGRAM
(15,14),(9,13),-0.213143 # DEPENDENCYPART_HEADBIGRAM
(15,14),(11,13),-0.185344 # DEPENDENCYPART_HEADBIGRAM
(15,14),(15,13),0.0979301 # DEPENDENCYPART_HEADBIGRAM
(15,14),(16,13),0.103458 # DEPENDENCYPART_HEADBIGRAM
(15,14),(25,13),0.0983875 # DEPENDENCYPART_HEADBIGRAM
(15,16),(6,15),-0.0666215 # DEPENDENCYPART_HEADBIGRAM
(15,16),(8,15),-0.0760558 # DEPENDENCYPART_HEADBIGRAM
(15,16),(9,15),-0.0892438 # DEPENDENCYPART_HEADBIGRAM
(15,16),(11,15),-0.0624494 # DEPENDENCYPART_HEADBIGRAM
(15,16),(12,15),-0.060197 # DEPENDENCYPART_HEADBIGRAM
(15,16),(13,15),-0.0974235 # DEPENDENCYPART_HEADBIGRAM
(15,16),(16,15),0.0271257 # DEPENDENCYPART_HEADBIGRAM
(15,16),(18,15),0.183483 # DEPENDENCYPART_HEADBIGRAM
(15,16),(19,15),0.182799 # DEPENDENCYPART_HEADBIGRAM
(15,16),(25,15),0.104695 # DEPENDENCYPART_HEADBIGRAM
(15,17),(0,16),-0.0462402 # DEPENDENCYPART_HEADBIGRAM
(15,17),(6,16),-0.057717 # DEPENDENCYPART_HEADBIGRAM
(15,17),(7,16),-0.0597937 # DEPENDENCYPART_HEADBIGRAM
(15,17),(8,16),-0.0613812 # DEPENDENCYPART_HEADBIGRAM
(15,17),(9,16),-0.074315 # DEPENDENCYPART_HEADBIGRAM
(15,17),(11,16),-0.0608538 # DEPENDENCYPART_HEADBIGRAM
(15,17),(13,16),-0.0561612 # DEPENDENCYPART_HEADBIGRAM
(15,17),(15,16),0.0681341 # DEPENDENCYPART_HEADBIGRAM
(15,17),(18,16),0.174292 # DEPENDENCYPART_HEADBIGRAM
(15,17),(25,16),0.188462 # DEPENDENCYPART_HEADBIGRAM
(15,18),(1,17),-0.0749743 # DEPENDENCYPART_HEADBIGRAM
(15,18),(8,17),-0.0743421 # DEPENDENCYPART_HEADBIGRAM
(15,18),(11,17),-0.0554472 # DEPENDENCYPART_HEADBIGRAM
(15,18),(13,17),-0.0729967 # DEPENDENCYPART_HEADBIGRAM
(15,18),(15,17),0.133074 # DEPENDENCYPART_HEADBIGRAM
(15,18),(16,17),0.0601301 # DEPENDENCYPART_HEADBIGRAM
(15,18),(18,17),0.189094 # DEPENDENCYPART_HEADBIGRAM
(15,18),(19,17),0.182691 # DEPENDENCYPART_HEADBIGRAM
(15,18),(21,17),0.165036 # DEPENDENCYPART_HEADBIGRAM
(15,18),(25,17),0.162095 # DEPENDENCYPART_HEADBIGRAM
(15,19),(3,18),-0.0651492 # DEPENDENCYPART_HEADBIGRAM
(15,19),(13,18),-0.0616074 # DEPENDENCYPART_HEADBIGRAM
(15,19),(15,18),0.0765605 # DEPENDENCYPART_HEADBIGRAM
(15,19),(16,18),0.114662 # DEPENDENCYPART_HEADBIGRAM
(15,19),(17,18),0.102163 # DEPENDENCYPART_HEADBIGRAM
(15,19),(19,18),0.31571 # DEPENDENCYPART_HEADBIGRAM
(15,19),(21,18),0.170452 # DEPENDENCYPART_HEADBIGRAM
(15,19),(25,18),0.17301 # DEPENDENCYPART_HEADBIGRAM
(15,21),(19,20),0.0573176 # DEPENDENCYPART_HEADBIGRAM
(15,21),(21,20),0.364812 # DEPENDENCYPART_HEADBIGRAM
(15,21),(24,20),0.166352 # DEPENDENCYPART_HEADBIGRAM
(15,24),(19,23),0.0665173 # DEPENDENCYPART_HEADBIGRAM
(15,24),(21,23),0.0428318 # DEPENDENCYPART_HEADBIGRAM
(15,24),(24,23),0.223646 # DEPENDENCYPART_HEADBIGRAM
(15,24),(25,23),0.169244 # DEPENDENCYPART_HEADBIGRAM
(15,25),(6,24),-0.0618948 # DEPENDENCYPART_HEADBIGRAM
(15,25),(11,24),-0.061793 # DEPENDENCYPART_HEADBIGRAM
(15,25),(13,24),-0.0623822 # DEPENDENCYPART_HEADBIGRAM
(15,25),(15,24),0.0592247 # DEPENDENCYPART_HEADBIGRAM
(15,25),(16,24),0.0683325 # DEPENDENCYPART_HEADBIGRAM
(15,25),(17,24),0.0670054 # DEPENDENCYPART_HEADBIGRAM
(15,25),(19,24),0.0615531 # DEPENDENCYPART_HEADBIGRAM
(15,25),(21,24),0.0608261 # DEPENDENCYPART_HEADBIGRAM
(15,25),(23,24),0.141711 # DEPENDENCYPART_HEADBIGRAM
(15,25),(25,24),0.231842 # DEPENDENCYPART_HEADBIGRAM
(16,2),(2,1),-0.0860214 # DEPENDENCYPART_HEADBIGRAM
(16,2),(3,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(16,2),(4,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(16,2),(5,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(16,2),(6,1),-0.0835675 # DEPENDENCYPART_HEADBIGRAM
(16,2),(13,1),-0.0869403 # DEPENDENCYPART_HEADBIGRAM
(16,2),(16,1),0.0986091 # DEPENDENCYPART_HEADBIGRAM
(16,2),(18,1),0.0990077 # DEPENDENCYPART_HEADBIGRAM
(16,2),(19,1),0.0976285 # DEPENDENCYPART_HEADBIGRAM
(16,2),(25,1),0.098033 # DEPENDENCYPART_HEADBIGRAM
(16,3),(1,2),-0.199129 # DEPENDENCYPART_HEADBIGRAM
(16,3),(3,2),-0.0861844 # DEPENDENCYPART_HEADBIGRAM
(16,3),(4,2),-0.0861126 # DEPENDENCYPART_HEADBIGRAM
(16,3),(5,2),-0.0861185 # DEPENDENCYPART_HEADBIGRAM
(16,3),(6,2),-0.0884563 # DEPENDENCYPART_HEADBIGRAM
(16,3),(12,2),-0.0862926 # DEPENDENCYPART_HEADBIGRAM
(16,3),(13,2),-0.0861186 # DEPENDENCYPART_HEADBIGRAM
(16,3),(16,2),0.0916668 # DEPENDENCYPART_HEADBIGRAM
(16,5),(3,4),-0.200683 # DEPENDENCYPART_HEADBIGRAM
(16,5),(5,4),-0.05437 # DEPENDENCYPART_HEADBIGRAM
(16,5),(6,4),-0.0860794 # DEPENDENCYPART_HEADBIGRAM
(16,6),(1,5),-0.200848 # DEPENDENCYPART_HEADBIGRAM
(16,6),(3,5),-0.204894 # DEPENDENCYPART_HEADBIGRAM
(16,6),(4,5),-0.205042 # DEPENDENCYPART_HEADBIGRAM
(16,6),(6,5),-0.0350758 # DEPENDENCYPART_HEADBIGRAM
(16,6),(13,5),-0.0880359 # DEPENDENCYPART_HEADBIGRAM
(16,6),(16,5),0.0872014 # DEPENDENCYPART_HEADBIGRAM
(16,7),(1,6),-0.217579 # DEPENDENCYPART_HEADBIGRAM
(16,7),(3,6),-0.21092 # DEPENDENCYPART_HEADBIGRAM
(16,7),(4,6),-0.201545 # DEPENDENCYPART_HEADBIGRAM
(16,7),(5,6),-0.200958 # DEPENDENCYPART_HEADBIGRAM
(16,7),(7,6),-0.0923821 # DEPENDENCYPART_HEADBIGRAM
(16,7),(8,6),-0.100963 # DEPENDENCYPART_HEADBIGRAM
(16,7),(12,6),-0.0900187 # DEPENDENCYPART_HEADBIGRAM
(16,7),(13,6),-0.0828522 # DEPENDENCYPART_HEADBIGRAM
(16,7),(16,6),0.0934644 # DEPENDENCYPART_HEADBIGRAM
(16,7),(25,6),0.0978319 # DEPENDENCYPART_HEADBIGRAM
(16,8),(1,7),-0.195874 # DEPENDENCYPART_HEADBIGRAM
(16,8),(2,7),-0.197921 # DEPENDENCYPART_HEADBIGRAM
(16,8),(3,7),-0.197654 # DEPENDENCYPART_HEADBIGRAM
(16,8),(4,7),-0.197655 # DEPENDENCYPART_HEADBIGRAM
(16,8),(5,7),-0.199614 # DEPENDENCYPART_HEADBIGRAM
(16,8),(6,7),-0.202864 # DEPENDENCYPART_HEADBIGRAM
(16,8),(8,7),-0.0860193 # DEPENDENCYPART_HEADBIGRAM
(16,8),(13,7),-0.0962359 # DEPENDENCYPART_HEADBIGRAM
(16,8),(16,7),0.107556 # DEPENDENCYPART_HEADBIGRAM
(16,8),(25,7),0.0889545 # DEPENDENCYPART_HEADBIGRAM
(16,9),(1,8),-0.199438 # DEPENDENCYPART_HEADBIGRAM
(16,9),(3,8),-0.203056 # DEPENDENCYPART_HEADBIGRAM
(16,9),(6,8),-0.209411 # DEPENDENCYPART_HEADBIGRAM
