# _root_ But shortly before then , some of Wall Street 's sharpest traders say , they sensed a turn .
#goldHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,13,16,13,18,16,13,
#predictedHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,16,16,13,18,16,13,
(16,7),(7,7),(7,16),-0.116118 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,7),(7,7),(7,18),-0.0774274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,19),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,20),-0.117531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,7),(7,8),(7,9),0.102793 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,12),0.103031 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,13),0.103068 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,14),0.087503 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,16),-0.0641458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,8),(7,18),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,19),-0.0642105 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,20),-0.0661909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,9),(7,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,12),0.103031 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,13),0.103068 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,14),0.0874986 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,16),-0.0641458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,9),(7,18),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,19),-0.0642105 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,20),-0.0632959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,10),(7,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,10),(7,12),0.103067 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,10),(7,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,10),(7,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,10),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,10),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,10),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,10),(7,20),-0.0651142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,11),(7,12),0.103038 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,11),(7,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,11),(7,14),0.102513 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,11),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,11),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,11),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,11),(7,20),-0.0903046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,12),(7,13),0.103035 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,12),(7,14),0.0823282 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,12),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,12),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,12),(7,19),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,12),(7,20),-0.0609287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,13),(7,14),0.0950983 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,13),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,13),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,13),(7,19),-0.0543481 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,13),(7,20),-0.0444775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,14),(7,16),-0.0648689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,14),(7,18),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,14),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,14),(7,20),-0.122599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,16),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,16),(7,19),-0.0655808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,16),(7,20),0.0276695 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,7),(7,18),(7,19),-0.0643731 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,18),(7,20),-0.0131682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,19),(7,20),-0.0411455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,7),(7,5),0.000720861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,4),-0.000192738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,3),-0.0988571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,2),0.00532064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,1),-0.0723597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,-1),-0.227842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,7),(7,5),(7,4),-0.051998 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,5),(7,3),-0.0238642 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,5),(7,2),-0.0517629 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,5),(7,1),-0.0298723 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,5),(7,-1),-0.0779972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,4),(7,3),-0.0447803 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,4),(7,2),-0.0423479 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,4),(7,1),-0.0507995 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,4),(7,-1),-0.0213083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,3),(7,2),-0.0440814 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,3),(7,1),-0.0431043 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,3),(7,-1),-0.0465112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,2),(7,1),-0.0507995 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,2),(7,-1),-0.0151202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,1),(7,-1),-0.0842375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,9),(9,10),0.0996865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,11),0.103045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,12),0.0866894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,14),0.0285039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,16),-0.0666024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,9),(9,9),(9,18),-0.0588727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,20),-0.00969554 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,9),(9,10),(9,11),0.103061 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,10),(9,12),0.103052 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,10),(9,14),0.0884023 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,10),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,10),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,10),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,10),(9,20),-0.0916941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,11),(9,12),0.103012 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,11),(9,14),0.10173 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,11),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,11),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,11),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,11),(9,20),-0.064146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,12),(9,14),0.162013 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,12),(9,16),-0.0641524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,12),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,12),(9,19),-0.0641575 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,12),(9,20),-0.085852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,14),(9,16),-0.0793805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,14),(9,18),-0.0832578 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,14),(9,19),-0.0642583 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,14),(9,20),-0.0787861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,16),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,16),(9,19),-0.0641656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,16),(9,20),-0.0841182 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,9),(9,18),(9,19),-0.0559858 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,18),(9,20),-0.0993267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,19),(9,20),-0.0569787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,9),(9,8),-0.0785074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,7),-0.0625843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,6),-0.0913922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,5),0.00445761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,4),-0.0481938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,2),-0.0461094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,1),-0.0723536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,-1),0.10884 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,9),(9,8),(9,7),-0.0490434 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,8),(9,6),-0.0464539 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,8),(9,5),-0.0965315 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,8),(9,4),-0.0382203 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,8),(9,2),-0.0400466 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,8),(9,1),-0.0446523 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,8),(9,-1),0.0522273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,7),(9,6),-0.0420165 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,7),(9,5),0.00400972 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,7),(9,4),-0.0437011 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,7),(9,2),-0.0437018 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,7),(9,1),-0.043216 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,7),(9,-1),-0.0568178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,6),(9,5),-0.052054 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,6),(9,4),-0.0427248 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,6),(9,2),-0.0423358 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,6),(9,1),-0.044061 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,6),(9,-1),-0.0401761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,5),(9,4),-0.0271139 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,5),(9,2),-0.0262504 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,5),(9,1),-0.0419933 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,5),(9,-1),-0.09371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,4),(9,2),-0.0421401 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,4),(9,1),-0.0420593 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,4),(9,-1),-0.0438489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,2),(9,1),-0.0420593 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,2),(9,-1),-0.0431377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,1),(9,-1),-0.0828764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,10),(10,11),0.103068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,20),-0.0719316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,10),(10,11),(10,20),-0.064148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,10),(10,7),-0.0402891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,6),-0.042812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,3),-0.040288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,1),-0.0423583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,-1),-0.0509331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,10),(10,7),(10,6),-0.0420131 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,3),-0.0433227 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,1),-0.0420248 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,-1),-0.0292911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,6),(10,3),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,6),(10,1),-0.0420312 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,6),(10,-1),-0.0380454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,3),(10,1),-0.0420248 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,3),(10,-1),-0.029291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,1),(10,-1),-0.0387122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,11),(11,12),0.101955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,13),0.103069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,14),0.119956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,11),(11,18),-0.0641478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,20),-0.133835 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,12),(11,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,14),0.103062 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,12),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,20),-0.0643838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,13),(11,14),0.103057 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,13),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,13),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,13),(11,20),-0.0646744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,14),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,14),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,14),(11,20),-0.0663549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,16),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,16),(11,20),-0.0529661 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,18),(11,20),-0.0676559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,11),(11,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,9),-0.0420213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,7),-0.0280077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,6),-0.0391816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,5),-0.0477612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,4),-0.0487405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,3),-0.0234706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,2),-0.0487405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,1),-0.0432951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,-1),-0.071393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,10),(11,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,9),(11,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,9),(11,6),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,9),(11,5),-0.0420129 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,9),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,9),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,9),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,9),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,9),(11,-1),-0.0420193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,7),(11,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,7),(11,5),-0.044676 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,7),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,7),(11,3),-0.044938 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,7),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,7),(11,1),-0.043752 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,7),(11,-1),-0.0198422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,6),(11,5),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,6),(11,4),-0.0420237 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,6),(11,3),-0.0421496 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,6),(11,2),-0.0420237 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,6),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,6),(11,-1),-0.039434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,5),(11,4),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,5),(11,3),-0.0432557 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,5),(11,2),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,5),(11,1),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,5),(11,-1),-0.0437541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,4),(11,3),-0.0423875 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,4),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,4),(11,1),-0.0420164 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,4),(11,-1),-0.0471599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,3),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,3),(11,1),-0.0436207 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,3),(11,-1),-0.0203084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,2),(11,1),-0.0420164 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,2),(11,-1),-0.0471599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,1),(11,-1),-0.0466261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,12),(12,13),0.0855819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,14),0.079018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,16),-0.0839893 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,12),(12,18),-0.0417132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,20),-0.124635 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,13),(12,14),0.105065 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,13),(12,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,19),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,20),-0.085077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,14),(12,16),-0.0674278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,14),(12,18),-0.0652338 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,19),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,20),-0.0592885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,16),(12,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,19),-0.064169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,20),-0.0643431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,18),(12,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,18),(12,20),-0.0359209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,19),(12,20),-0.0661131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,12),(12,11),-0.0334217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,10),-0.058744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,9),-0.00113465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,8),0.000339773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,7),-0.0382558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,6),-0.0173125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,3),-0.0412714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,2),-0.0366755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,-1),0.160413 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,11),(12,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,9),-0.0439699 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,8),-0.0439587 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,7),-0.0429736 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,6),-0.0448793 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,3),-0.0427629 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,-1),-0.011213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,10),(12,9),-0.0425473 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,8),-0.0425473 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,7),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,6),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,3),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,-1),-0.0516573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,9),(12,8),-0.0296831 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,9),(12,7),-0.0462502 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,9),(12,6),-0.0315457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,9),(12,3),-0.0462164 # DEPENDENCYPART_GRANDSIBL
