# _root_ The comparable lead times for the Commerce index , whose components include the stock market , are far shorter -- 10 months before recessions and only three months before recoveries .
#goldHeads=4,4,4,17,4,8,8,5,8,11,12,8,15,15,12,8,0,19,17,17,22,17,22,23,22,28,28,25,28,29,17,
#predictedHeads=4,4,4,17,4,8,8,5,8,11,12,8,15,15,12,8,0,19,17,17,22,23,17,23,24,28,26,25,17,29,17,
(12,12),(12,21),(12,25),-0.122076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,26),-0.135921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,28),-0.14234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,29),-0.0580787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,30),-0.143806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,31),-0.0345358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,32),-0.117119 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,22),(12,23),0.0567422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,24),-0.137214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,25),0.0137265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,26),-0.103772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,28),-0.13415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,29),0.0567422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,30),-0.13723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,31),-0.002363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,32),0.0499216 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,23),(12,24),-0.186706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,23),(12,25),-0.0570836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,23),(12,26),-0.117587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,23),(12,28),-0.18063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,23),(12,29),-0.0269896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,23),(12,30),-0.186721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,23),(12,31),-0.11163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,23),(12,32),-0.160303 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,24),(12,25),0.0140217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,24),(12,26),-0.0987336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,24),(12,28),-0.13296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,24),(12,29),0.0423045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,24),(12,30),-0.136039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,24),(12,31),0.0013169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,24),(12,32),0.0208141 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,25),(12,26),-0.215327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,25),(12,28),0.0229694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,25),(12,29),-0.141678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,25),(12,30),0.0196708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,25),(12,31),-0.429982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,25),(12,32),-0.200591 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,26),(12,28),-0.0627059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,26),(12,29),-0.0653696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,26),(12,30),-0.0663169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,26),(12,31),-0.168587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,26),(12,32),-0.105771 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,28),(12,29),0.0567422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,28),(12,30),-0.13723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,28),(12,31),-0.002363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,28),(12,32),0.0499216 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,29),(12,30),-0.186721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,29),(12,31),-0.11163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,29),(12,32),-0.160303 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,30),(12,31),0.0013169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,30),(12,32),0.0190031 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,31),(12,32),-0.18333 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.106926 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,16),-0.0984003 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),-0.110426 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,18),-0.0915315 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,19),-0.0943626 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,20),-0.0936448 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,21),-0.093452 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,22),-0.116333 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,23),-0.0819273 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,24),-0.116323 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,25),-0.114241 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,26),-0.0916999 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,28),-0.116333 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,29),-0.0819273 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,30),-0.116323 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,31),-0.094008 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,32),-0.110007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,16),-0.0984119 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,17),-0.110426 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,18),-0.0915315 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,19),-0.0943626 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,20),-0.0936448 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,21),-0.093452 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,22),-0.116337 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,23),-0.0819275 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,24),-0.116326 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,25),-0.114241 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,26),-0.0916999 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,28),-0.116337 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,29),-0.0819275 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,30),-0.116326 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,31),-0.0940159 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,32),-0.110011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,17),-0.111545 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,18),-0.0713051 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,19),-0.094733 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,20),-0.0898585 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,21),-0.0936163 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,22),-0.116689 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,23),-0.0771484 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,24),-0.116679 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,25),-0.141102 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,26),-0.071406 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,28),-0.116689 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,29),-0.0771484 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,30),-0.116679 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,31),-0.0879373 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,32),-0.105993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,18),-0.090429 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,19),-0.0943245 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,20),-0.0898664 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,21),-0.0934028 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,22),-0.113901 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,23),-0.0951505 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,24),-0.113891 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,25),-0.108654 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,26),-0.0905373 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,28),-0.113901 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,29),-0.0951505 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,30),-0.113891 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,31),-0.085885 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,32),-0.130211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,18),(12,19),-0.0989849 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,20),-0.0898889 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,21),-0.0935202 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,22),-0.117069 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,23),-0.0966189 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,24),-0.117055 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,25),-0.109528 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,26),-0.0976804 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,28),-0.117069 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,29),-0.0966189 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,30),-0.117055 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,31),-0.0987506 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,32),-0.108361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,19),(12,20),-0.0898482 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,21),-0.0934579 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,22),-0.113534 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,23),-0.0951757 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,24),-0.113524 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,25),-0.108681 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,26),-0.091037 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,28),-0.113534 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,29),-0.0951757 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,30),-0.113524 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,31),-0.0833739 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,32),-0.14629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,20),(12,21),-0.0934948 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,22),-0.117039 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,23),-0.100078 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,24),-0.117023 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,25),-0.105408 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,26),-0.0930185 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,28),-0.117039 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,29),-0.100078 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,30),-0.117023 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,31),-0.0852524 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,32),-0.13123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,21),(12,22),-0.114746 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,23),-0.0959807 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,24),-0.114735 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,25),-0.108652 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,26),-0.0904994 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,28),-0.114746 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,29),-0.0959807 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,30),-0.114735 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,31),-0.0827372 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,32),-0.095501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,22),(12,23),-0.0903432 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,24),-0.114604 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,25),-0.109708 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,26),-0.0929778 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,28),-0.114614 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,29),-0.0903432 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,30),-0.114604 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,31),-0.0929918 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,32),-0.10362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,23),(12,24),-0.11701 # DEPENDENCYPART_TRISIBL
(12,13),(12,23),(12,25),-0.110011 # DEPENDENCYPART_TRISIBL
(12,13),(12,23),(12,26),-0.0888427 # DEPENDENCYPART_TRISIBL
(12,13),(12,23),(12,28),-0.117021 # DEPENDENCYPART_TRISIBL
(12,13),(12,23),(12,29),-0.0928356 # DEPENDENCYPART_TRISIBL
(12,13),(12,23),(12,30),-0.11701 # DEPENDENCYPART_TRISIBL
(12,13),(12,23),(12,31),-0.0596818 # DEPENDENCYPART_TRISIBL
(12,13),(12,23),(12,32),-0.123987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,24),(12,25),-0.109708 # DEPENDENCYPART_TRISIBL
(12,13),(12,24),(12,26),-0.0929778 # DEPENDENCYPART_TRISIBL
(12,13),(12,24),(12,28),-0.114614 # DEPENDENCYPART_TRISIBL
(12,13),(12,24),(12,29),-0.0903431 # DEPENDENCYPART_TRISIBL
(12,13),(12,24),(12,30),-0.114604 # DEPENDENCYPART_TRISIBL
(12,13),(12,24),(12,31),-0.0929872 # DEPENDENCYPART_TRISIBL
(12,13),(12,24),(12,32),-0.10362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,25),(12,26),-0.09106 # DEPENDENCYPART_TRISIBL
(12,13),(12,25),(12,28),-0.117005 # DEPENDENCYPART_TRISIBL
(12,13),(12,25),(12,29),-0.0989395 # DEPENDENCYPART_TRISIBL
(12,13),(12,25),(12,30),-0.116995 # DEPENDENCYPART_TRISIBL
(12,13),(12,25),(12,31),-0.102153 # DEPENDENCYPART_TRISIBL
(12,13),(12,25),(12,32),-0.159279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,26),(12,28),-0.117069 # DEPENDENCYPART_TRISIBL
(12,13),(12,26),(12,29),-0.0966282 # DEPENDENCYPART_TRISIBL
(12,13),(12,26),(12,30),-0.117055 # DEPENDENCYPART_TRISIBL
(12,13),(12,26),(12,31),-0.0987506 # DEPENDENCYPART_TRISIBL
(12,13),(12,26),(12,32),-0.110811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,28),(12,29),-0.0903432 # DEPENDENCYPART_TRISIBL
(12,13),(12,28),(12,30),-0.114604 # DEPENDENCYPART_TRISIBL
(12,13),(12,28),(12,31),-0.0929918 # DEPENDENCYPART_TRISIBL
(12,13),(12,28),(12,32),-0.10362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,29),(12,30),-0.11701 # DEPENDENCYPART_TRISIBL
(12,13),(12,29),(12,31),-0.0596818 # DEPENDENCYPART_TRISIBL
(12,13),(12,29),(12,32),-0.123987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,30),(12,31),-0.0929872 # DEPENDENCYPART_TRISIBL
(12,13),(12,30),(12,32),-0.10362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,31),(12,32),-0.173495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,16),-0.0155479 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,17),-0.0794212 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,18),-0.0801742 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,19),-0.0856073 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,20),-0.0562263 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,21),-0.10334 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,22),-0.151796 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,23),-0.0691825 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,24),-0.148979 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,25),-0.0472645 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,26),-0.0785262 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,28),-0.151796 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,29),-0.0691825 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,30),-0.148979 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,31),-0.0606987 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,32),-0.0973042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,17),-0.00718742 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,18),-0.0427662 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,19),-0.102108 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,20),-0.0509598 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,21),-0.106179 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,22),-0.141868 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,23),0.0227031 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,24),-0.139507 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,25),-0.0423613 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,26),-0.0439699 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,28),-0.141868 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,29),0.0227031 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,30),-0.139507 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,31),-0.080027 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,32),-0.107792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,18),-0.0622498 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,19),-0.0886772 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,20),-0.0481644 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,21),-0.102181 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,22),-0.144715 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,23),-0.033077 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,24),-0.142364 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,25),-0.031923 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,26),-0.0605921 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,28),-0.144715 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,29),-0.033077 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,30),-0.142364 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,31),-0.116628 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,32),-0.0629947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,18),(12,19),-0.0906559 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,20),-0.0529181 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,21),-0.103375 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,22),-0.146178 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,23),-0.0537653 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,24),-0.143827 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,25),-0.0238855 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,26),-0.0366385 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,28),-0.146178 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,29),-0.0537653 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,30),-0.143827 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,31),-0.0933987 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,32),-0.0408697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,19),(12,20),-0.0455989 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,21),-0.102203 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,22),-0.144698 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,23),-0.0241712 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,24),-0.142347 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,25),-0.0352281 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,26),-0.0611754 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,28),-0.144698 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,29),-0.0241712 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,30),-0.142347 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,31),-0.07121 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,32),-0.0831203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,20),(12,21),-0.106382 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,22),-0.149769 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,23),-0.0357133 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,24),-0.146554 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,25),-0.0283497 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,26),0.000279195 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,28),-0.149769 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,29),-0.0357133 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,30),-0.146554 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,31),-0.0808919 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,32),-0.0805624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,21),(12,22),-0.144296 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,23),-0.0325167 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,24),-0.141946 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,25),-0.035235 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,26),-0.0613654 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,28),-0.144296 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,29),-0.0325167 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,30),-0.141946 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,31),-0.0471364 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,32),-0.113323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,22),(12,23),-0.047673 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,24),-0.143761 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,25),-0.0321649 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,26),-0.0649617 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,28),-0.146326 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,29),-0.047673 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,30),-0.143761 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,31),-0.0330637 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,32),-0.0888181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,23),(12,24),-0.158643 # DEPENDENCYPART_TRISIBL
(12,14),(12,23),(12,25),-0.0183843 # DEPENDENCYPART_TRISIBL
(12,14),(12,23),(12,26),-0.0632252 # DEPENDENCYPART_TRISIBL
(12,14),(12,23),(12,28),-0.161165 # DEPENDENCYPART_TRISIBL
(12,14),(12,23),(12,29),-0.0158354 # DEPENDENCYPART_TRISIBL
(12,14),(12,23),(12,30),-0.158643 # DEPENDENCYPART_TRISIBL
(12,14),(12,23),(12,31),-0.089806 # DEPENDENCYPART_TRISIBL
(12,14),(12,23),(12,32),-0.085487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,24),(12,25),-0.0319771 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,26),-0.0649617 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,28),-0.146324 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,29),-0.0471318 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,30),-0.143758 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,31),-0.0330486 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,32),-0.0974928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,25),(12,26),-0.0429287 # DEPENDENCYPART_TRISIBL
(12,14),(12,25),(12,28),-0.167342 # DEPENDENCYPART_TRISIBL
