# _root_ Consider Gap Inc. , whose latest ad campaign features black-and-white shots of Hollywood stars , artists and other well-known personalities modeling the retailer 's jeans and T-shirts .
#goldHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,19,20,17,14,23,25,23,21,25,26,1,
#predictedHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,20,20,17,20,23,25,23,21,25,26,1,
(5,17),(14,16),0.0154696 # DEPENDENCYPART_HEADBIGRAM
(5,17),(15,16),0.0154746 # DEPENDENCYPART_HEADBIGRAM
(5,17),(20,16),0.172426 # DEPENDENCYPART_HEADBIGRAM
(5,17),(21,16),0.172431 # DEPENDENCYPART_HEADBIGRAM
(6,2),(0,1),-0.198936 # DEPENDENCYPART_HEADBIGRAM
(6,2),(2,1),-0.0843769 # DEPENDENCYPART_HEADBIGRAM
(6,2),(3,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(6,2),(5,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(6,2),(6,1),0.0988461 # DEPENDENCYPART_HEADBIGRAM
(6,2),(8,1),0.0978604 # DEPENDENCYPART_HEADBIGRAM
(6,2),(9,1),0.0978604 # DEPENDENCYPART_HEADBIGRAM
(6,2),(11,1),0.0978604 # DEPENDENCYPART_HEADBIGRAM
(6,2),(14,1),0.0985494 # DEPENDENCYPART_HEADBIGRAM
(6,2),(21,1),0.0985494 # DEPENDENCYPART_HEADBIGRAM
(6,3),(0,2),-0.238129 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.238129 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),-0.11295 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.0871185 # DEPENDENCYPART_HEADBIGRAM
(6,3),(6,2),0.0729465 # DEPENDENCYPART_HEADBIGRAM
(6,3),(7,2),0.0932559 # DEPENDENCYPART_HEADBIGRAM
(6,3),(8,2),0.0877291 # DEPENDENCYPART_HEADBIGRAM
(6,3),(9,2),0.0877325 # DEPENDENCYPART_HEADBIGRAM
(6,3),(11,2),0.0877325 # DEPENDENCYPART_HEADBIGRAM
(6,3),(14,2),0.0886441 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),-0.186234 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.149255 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.149257 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.0988526 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),0.026655 # DEPENDENCYPART_HEADBIGRAM
(6,4),(7,3),0.0925248 # DEPENDENCYPART_HEADBIGRAM
(6,4),(8,3),0.0925248 # DEPENDENCYPART_HEADBIGRAM
(6,4),(9,3),0.136798 # DEPENDENCYPART_HEADBIGRAM
(6,4),(11,3),0.136815 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.201033 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.126718 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.126718 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.0861109 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.0985562 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.0568431 # DEPENDENCYPART_HEADBIGRAM
(6,5),(8,4),0.0568431 # DEPENDENCYPART_HEADBIGRAM
(6,5),(9,4),0.0568044 # DEPENDENCYPART_HEADBIGRAM
(6,5),(11,4),0.0929548 # DEPENDENCYPART_HEADBIGRAM
(6,5),(14,4),0.0929548 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),-0.0629054 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),-0.0626852 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),-0.0626852 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.0558934 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),0.132335 # DEPENDENCYPART_HEADBIGRAM
(6,7),(8,6),0.173225 # DEPENDENCYPART_HEADBIGRAM
(6,7),(9,6),0.17186 # DEPENDENCYPART_HEADBIGRAM
(6,7),(11,6),0.172032 # DEPENDENCYPART_HEADBIGRAM
(6,7),(14,6),0.172797 # DEPENDENCYPART_HEADBIGRAM
(6,7),(20,6),0.172797 # DEPENDENCYPART_HEADBIGRAM
(6,8),(1,7),-0.0610862 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0616291 # DEPENDENCYPART_HEADBIGRAM
(6,8),(3,7),-0.0616291 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0611045 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0423826 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.292544 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.174292 # DEPENDENCYPART_HEADBIGRAM
(6,8),(11,7),0.174118 # DEPENDENCYPART_HEADBIGRAM
(6,8),(14,7),0.174099 # DEPENDENCYPART_HEADBIGRAM
(6,9),(1,8),-0.0612083 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.0612083 # DEPENDENCYPART_HEADBIGRAM
(6,9),(3,8),-0.0621063 # DEPENDENCYPART_HEADBIGRAM
(6,9),(5,8),-0.0621063 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.0623339 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.11786 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.335725 # DEPENDENCYPART_HEADBIGRAM
(6,9),(10,8),0.172148 # DEPENDENCYPART_HEADBIGRAM
(6,9),(11,8),0.177674 # DEPENDENCYPART_HEADBIGRAM
(6,9),(14,8),0.169135 # DEPENDENCYPART_HEADBIGRAM
(6,11),(1,10),-0.0611675 # DEPENDENCYPART_HEADBIGRAM
(6,11),(2,10),-0.0611675 # DEPENDENCYPART_HEADBIGRAM
(6,11),(8,10),0.0954098 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.0954103 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.183779 # DEPENDENCYPART_HEADBIGRAM
(6,11),(14,10),0.167458 # DEPENDENCYPART_HEADBIGRAM
(6,11),(20,10),0.17262 # DEPENDENCYPART_HEADBIGRAM
(6,12),(1,11),-0.0631616 # DEPENDENCYPART_HEADBIGRAM
(6,12),(2,11),-0.0631696 # DEPENDENCYPART_HEADBIGRAM
(6,12),(3,11),-0.0631696 # DEPENDENCYPART_HEADBIGRAM
(6,12),(5,11),-0.0631604 # DEPENDENCYPART_HEADBIGRAM
(6,12),(6,11),0.103858 # DEPENDENCYPART_HEADBIGRAM
(6,12),(7,11),0.0911287 # DEPENDENCYPART_HEADBIGRAM
(6,12),(8,11),0.0911287 # DEPENDENCYPART_HEADBIGRAM
(6,12),(9,11),0.13076 # DEPENDENCYPART_HEADBIGRAM
(6,12),(10,11),0.130763 # DEPENDENCYPART_HEADBIGRAM
(6,12),(14,11),0.172102 # DEPENDENCYPART_HEADBIGRAM
(7,2),(0,1),-0.184796 # DEPENDENCYPART_HEADBIGRAM
(7,2),(2,1),-0.0810013 # DEPENDENCYPART_HEADBIGRAM
(7,2),(3,1),-0.086042 # DEPENDENCYPART_HEADBIGRAM
(7,2),(5,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(7,2),(6,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(7,2),(8,1),0.0958658 # DEPENDENCYPART_HEADBIGRAM
(7,2),(9,1),0.09871 # DEPENDENCYPART_HEADBIGRAM
(7,2),(11,1),0.0978589 # DEPENDENCYPART_HEADBIGRAM
(7,2),(14,1),0.0985479 # DEPENDENCYPART_HEADBIGRAM
(7,2),(21,1),0.0985489 # DEPENDENCYPART_HEADBIGRAM
(7,3),(0,2),-0.242442 # DEPENDENCYPART_HEADBIGRAM
(7,3),(1,2),-0.246832 # DEPENDENCYPART_HEADBIGRAM
(7,3),(3,2),-0.0348227 # DEPENDENCYPART_HEADBIGRAM
(7,3),(5,2),-0.0871199 # DEPENDENCYPART_HEADBIGRAM
(7,3),(6,2),-0.0871185 # DEPENDENCYPART_HEADBIGRAM
(7,3),(7,2),0.177536 # DEPENDENCYPART_HEADBIGRAM
(7,3),(8,2),0.0823543 # DEPENDENCYPART_HEADBIGRAM
(7,3),(9,2),0.086209 # DEPENDENCYPART_HEADBIGRAM
(7,3),(11,2),0.0853506 # DEPENDENCYPART_HEADBIGRAM
(7,3),(14,2),0.086262 # DEPENDENCYPART_HEADBIGRAM
(7,4),(0,3),-0.195872 # DEPENDENCYPART_HEADBIGRAM
(7,4),(1,3),-0.186718 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.149963 # DEPENDENCYPART_HEADBIGRAM
(7,4),(5,3),-0.106387 # DEPENDENCYPART_HEADBIGRAM
(7,4),(6,3),-0.115742 # DEPENDENCYPART_HEADBIGRAM
(7,4),(7,3),0.0451219 # DEPENDENCYPART_HEADBIGRAM
(7,4),(8,3),0.105154 # DEPENDENCYPART_HEADBIGRAM
(7,4),(9,3),0.119532 # DEPENDENCYPART_HEADBIGRAM
(7,4),(11,3),0.122973 # DEPENDENCYPART_HEADBIGRAM
(7,5),(1,4),-0.229765 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),0.00179324 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.00266635 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.0870374 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.0860254 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.0861129 # DEPENDENCYPART_HEADBIGRAM
(7,5),(8,4),0.0902208 # DEPENDENCYPART_HEADBIGRAM
(7,5),(9,4),-0.00650306 # DEPENDENCYPART_HEADBIGRAM
(7,5),(11,4),0.111884 # DEPENDENCYPART_HEADBIGRAM
(7,5),(14,4),0.112132 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.199112 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.199071 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.199074 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.199074 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.0860484 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.0994266 # DEPENDENCYPART_HEADBIGRAM
(7,6),(8,5),0.0990143 # DEPENDENCYPART_HEADBIGRAM
(7,6),(9,5),0.0990151 # DEPENDENCYPART_HEADBIGRAM
(7,6),(11,5),0.0990168 # DEPENDENCYPART_HEADBIGRAM
(7,6),(14,5),0.0990168 # DEPENDENCYPART_HEADBIGRAM
(7,8),(1,7),-0.0617767 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),-0.0690434 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.0690463 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.0853465 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.0731313 # DEPENDENCYPART_HEADBIGRAM
(7,8),(8,7),-0.0204375 # DEPENDENCYPART_HEADBIGRAM
(7,8),(9,7),0.187251 # DEPENDENCYPART_HEADBIGRAM
(7,8),(11,7),0.230248 # DEPENDENCYPART_HEADBIGRAM
(7,8),(14,7),0.21049 # DEPENDENCYPART_HEADBIGRAM
(7,9),(1,8),-0.0634067 # DEPENDENCYPART_HEADBIGRAM
(7,9),(2,8),-0.0622211 # DEPENDENCYPART_HEADBIGRAM
(7,9),(3,8),-0.0626143 # DEPENDENCYPART_HEADBIGRAM
(7,9),(5,8),-0.0614959 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.0613586 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.0492943 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.288958 # DEPENDENCYPART_HEADBIGRAM
(7,9),(10,8),0.173671 # DEPENDENCYPART_HEADBIGRAM
(7,9),(11,8),0.173602 # DEPENDENCYPART_HEADBIGRAM
(7,9),(14,8),0.172681 # DEPENDENCYPART_HEADBIGRAM
(7,11),(1,10),-0.0614994 # DEPENDENCYPART_HEADBIGRAM
(7,11),(2,10),-0.0615819 # DEPENDENCYPART_HEADBIGRAM
(7,11),(8,10),0.093452 # DEPENDENCYPART_HEADBIGRAM
(7,11),(9,10),0.0944151 # DEPENDENCYPART_HEADBIGRAM
(7,11),(11,10),0.188977 # DEPENDENCYPART_HEADBIGRAM
(7,11),(14,10),0.164729 # DEPENDENCYPART_HEADBIGRAM
(7,11),(20,10),0.16989 # DEPENDENCYPART_HEADBIGRAM
(7,12),(1,11),-0.09604 # DEPENDENCYPART_HEADBIGRAM
(7,12),(2,11),-0.0744013 # DEPENDENCYPART_HEADBIGRAM
(7,12),(3,11),-0.0744116 # DEPENDENCYPART_HEADBIGRAM
(7,12),(5,11),-0.072209 # DEPENDENCYPART_HEADBIGRAM
(7,12),(6,11),-0.0790787 # DEPENDENCYPART_HEADBIGRAM
(7,12),(7,11),0.117043 # DEPENDENCYPART_HEADBIGRAM
(7,12),(8,11),0.0909217 # DEPENDENCYPART_HEADBIGRAM
(7,12),(9,11),0.115502 # DEPENDENCYPART_HEADBIGRAM
(7,12),(10,11),0.124674 # DEPENDENCYPART_HEADBIGRAM
(7,12),(14,11),0.162081 # DEPENDENCYPART_HEADBIGRAM
(8,2),(0,1),-0.187959 # DEPENDENCYPART_HEADBIGRAM
(8,2),(2,1),-0.0816662 # DEPENDENCYPART_HEADBIGRAM
(8,2),(3,1),-0.086042 # DEPENDENCYPART_HEADBIGRAM
(8,2),(5,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(8,2),(6,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(8,2),(8,1),0.0968503 # DEPENDENCYPART_HEADBIGRAM
(8,2),(9,1),0.0998665 # DEPENDENCYPART_HEADBIGRAM
(8,2),(11,1),0.0990154 # DEPENDENCYPART_HEADBIGRAM
(8,2),(14,1),0.0989379 # DEPENDENCYPART_HEADBIGRAM
(8,2),(21,1),0.0989389 # DEPENDENCYPART_HEADBIGRAM
(8,3),(0,2),-0.242442 # DEPENDENCYPART_HEADBIGRAM
(8,3),(1,2),-0.246832 # DEPENDENCYPART_HEADBIGRAM
(8,3),(3,2),-0.0345508 # DEPENDENCYPART_HEADBIGRAM
(8,3),(5,2),-0.0871199 # DEPENDENCYPART_HEADBIGRAM
(8,3),(6,2),-0.0871185 # DEPENDENCYPART_HEADBIGRAM
(8,3),(7,2),-0.0917763 # DEPENDENCYPART_HEADBIGRAM
(8,3),(8,2),0.156094 # DEPENDENCYPART_HEADBIGRAM
(8,3),(9,2),0.086209 # DEPENDENCYPART_HEADBIGRAM
(8,3),(11,2),0.0853506 # DEPENDENCYPART_HEADBIGRAM
(8,3),(14,2),0.086262 # DEPENDENCYPART_HEADBIGRAM
(8,4),(0,3),-0.195872 # DEPENDENCYPART_HEADBIGRAM
(8,4),(1,3),-0.186718 # DEPENDENCYPART_HEADBIGRAM
(8,4),(2,3),-0.149025 # DEPENDENCYPART_HEADBIGRAM
(8,4),(5,3),-0.106387 # DEPENDENCYPART_HEADBIGRAM
(8,4),(6,3),-0.115742 # DEPENDENCYPART_HEADBIGRAM
(8,4),(7,3),-0.123001 # DEPENDENCYPART_HEADBIGRAM
(8,4),(8,3),0.0445092 # DEPENDENCYPART_HEADBIGRAM
(8,4),(9,3),0.119532 # DEPENDENCYPART_HEADBIGRAM
(8,4),(11,3),0.122973 # DEPENDENCYPART_HEADBIGRAM
(8,5),(1,4),-0.232854 # DEPENDENCYPART_HEADBIGRAM
(8,5),(2,4),-0.0553068 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.0597664 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),-0.0869829 # DEPENDENCYPART_HEADBIGRAM
(8,5),(6,4),-0.0860237 # DEPENDENCYPART_HEADBIGRAM
(8,5),(7,4),-0.0541594 # DEPENDENCYPART_HEADBIGRAM
(8,5),(8,4),0.0874276 # DEPENDENCYPART_HEADBIGRAM
(8,5),(9,4),0.0351216 # DEPENDENCYPART_HEADBIGRAM
(8,5),(11,4),0.115997 # DEPENDENCYPART_HEADBIGRAM
(8,5),(14,4),0.116245 # DEPENDENCYPART_HEADBIGRAM
(8,6),(1,5),-0.199112 # DEPENDENCYPART_HEADBIGRAM
(8,6),(2,5),-0.199071 # DEPENDENCYPART_HEADBIGRAM
(8,6),(3,5),-0.199074 # DEPENDENCYPART_HEADBIGRAM
(8,6),(4,5),-0.199074 # DEPENDENCYPART_HEADBIGRAM
(8,6),(6,5),-0.0860484 # DEPENDENCYPART_HEADBIGRAM
(8,6),(7,5),-0.0860201 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),0.0993324 # DEPENDENCYPART_HEADBIGRAM
(8,6),(9,5),0.0990151 # DEPENDENCYPART_HEADBIGRAM
(8,6),(11,5),0.0990168 # DEPENDENCYPART_HEADBIGRAM
(8,6),(14,5),0.0990168 # DEPENDENCYPART_HEADBIGRAM
(8,7),(1,6),-0.202962 # DEPENDENCYPART_HEADBIGRAM
(8,7),(2,6),-0.201539 # DEPENDENCYPART_HEADBIGRAM
(8,7),(3,6),-0.201539 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.194689 # DEPENDENCYPART_HEADBIGRAM
(8,7),(7,6),-0.117253 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.113707 # DEPENDENCYPART_HEADBIGRAM
(8,7),(9,6),0.09794 # DEPENDENCYPART_HEADBIGRAM
(8,7),(11,6),0.0967077 # DEPENDENCYPART_HEADBIGRAM
(8,7),(14,6),0.0955249 # DEPENDENCYPART_HEADBIGRAM
(8,7),(20,6),0.0966622 # DEPENDENCYPART_HEADBIGRAM
(8,9),(1,8),-0.0681983 # DEPENDENCYPART_HEADBIGRAM
(8,9),(2,8),-0.0746277 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.0923316 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0900721 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.0158444 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),0.00863314 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),0.0102224 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.177915 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.237661 # DEPENDENCYPART_HEADBIGRAM
(8,9),(14,8),0.182304 # DEPENDENCYPART_HEADBIGRAM
(8,10),(0,9),-0.0371655 # DEPENDENCYPART_HEADBIGRAM
(8,10),(1,9),-0.0623603 # DEPENDENCYPART_HEADBIGRAM
(8,10),(2,9),-0.0578757 # DEPENDENCYPART_HEADBIGRAM
(8,10),(3,9),-0.0578757 # DEPENDENCYPART_HEADBIGRAM
(8,10),(5,9),-0.06293 # DEPENDENCYPART_HEADBIGRAM
(8,10),(6,9),-0.06293 # DEPENDENCYPART_HEADBIGRAM
(8,10),(7,9),-0.0601838 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.073397 # DEPENDENCYPART_HEADBIGRAM
(8,10),(10,9),0.172054 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.178473 # DEPENDENCYPART_HEADBIGRAM
(8,11),(1,10),-0.0614995 # DEPENDENCYPART_HEADBIGRAM
(8,11),(2,10),-0.0615819 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.0556713 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.0944142 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.190698 # DEPENDENCYPART_HEADBIGRAM
(8,11),(14,10),0.164729 # DEPENDENCYPART_HEADBIGRAM
(8,11),(20,10),0.16989 # DEPENDENCYPART_HEADBIGRAM
(8,12),(1,11),-0.0960407 # DEPENDENCYPART_HEADBIGRAM
(8,12),(2,11),-0.0744013 # DEPENDENCYPART_HEADBIGRAM
(8,12),(3,11),-0.0744116 # DEPENDENCYPART_HEADBIGRAM
(8,12),(5,11),-0.072209 # DEPENDENCYPART_HEADBIGRAM
(8,12),(6,11),-0.0790787 # DEPENDENCYPART_HEADBIGRAM
(8,12),(7,11),-0.0806153 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.11854 # DEPENDENCYPART_HEADBIGRAM
(8,12),(9,11),0.115502 # DEPENDENCYPART_HEADBIGRAM
(8,12),(10,11),0.124674 # DEPENDENCYPART_HEADBIGRAM
(8,12),(14,11),0.162081 # DEPENDENCYPART_HEADBIGRAM
(8,15),(1,14),-0.0628544 # DEPENDENCYPART_HEADBIGRAM
(8,15),(2,14),-0.0640961 # DEPENDENCYPART_HEADBIGRAM
(8,15),(9,14),0.106863 # DEPENDENCYPART_HEADBIGRAM
(8,15),(11,14),0.106397 # DEPENDENCYPART_HEADBIGRAM
(8,15),(12,14),0.119402 # DEPENDENCYPART_HEADBIGRAM
(8,15),(13,14),0.115177 # DEPENDENCYPART_HEADBIGRAM
(8,15),(16,14),0.150229 # DEPENDENCYPART_HEADBIGRAM
(8,15),(21,14),0.145673 # DEPENDENCYPART_HEADBIGRAM
(8,17),(1,16),-0.0523251 # DEPENDENCYPART_HEADBIGRAM
(8,17),(2,16),-0.0620403 # DEPENDENCYPART_HEADBIGRAM
(8,17),(9,16),0.0686009 # DEPENDENCYPART_HEADBIGRAM
(8,17),(11,16),0.102001 # DEPENDENCYPART_HEADBIGRAM
(8,17),(12,16),0.129486 # DEPENDENCYPART_HEADBIGRAM
(8,17),(13,16),0.0903815 # DEPENDENCYPART_HEADBIGRAM
(8,17),(14,16),0.11701 # DEPENDENCYPART_HEADBIGRAM
(8,17),(15,16),0.11698 # DEPENDENCYPART_HEADBIGRAM
(8,17),(20,16),0.173917 # DEPENDENCYPART_HEADBIGRAM
(8,17),(21,16),0.162638 # DEPENDENCYPART_HEADBIGRAM
(9,2),(0,1),-0.202098 # DEPENDENCYPART_HEADBIGRAM
(9,2),(2,1),-0.0850418 # DEPENDENCYPART_HEADBIGRAM
(9,2),(3,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(9,2),(5,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(9,2),(6,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(9,2),(8,1),-0.0860184 # DEPENDENCYPART_HEADBIGRAM
(9,2),(9,1),0.0976568 # DEPENDENCYPART_HEADBIGRAM
(9,2),(11,1),0.0990168 # DEPENDENCYPART_HEADBIGRAM
(9,2),(14,1),0.0989394 # DEPENDENCYPART_HEADBIGRAM
(9,2),(21,1),0.098938 # DEPENDENCYPART_HEADBIGRAM
(9,3),(0,2),-0.220556 # DEPENDENCYPART_HEADBIGRAM
(9,3),(1,2),-0.22071 # DEPENDENCYPART_HEADBIGRAM
(9,3),(3,2),0.0650244 # DEPENDENCYPART_HEADBIGRAM
(9,3),(5,2),-0.0882901 # DEPENDENCYPART_HEADBIGRAM
(9,3),(6,2),-0.0882901 # DEPENDENCYPART_HEADBIGRAM
(9,3),(7,2),-0.0885732 # DEPENDENCYPART_HEADBIGRAM
(9,3),(8,2),-0.0863181 # DEPENDENCYPART_HEADBIGRAM
(9,3),(9,2),-0.0540744 # DEPENDENCYPART_HEADBIGRAM
(9,3),(11,2),0.0978658 # DEPENDENCYPART_HEADBIGRAM
(9,3),(14,2),0.0964128 # DEPENDENCYPART_HEADBIGRAM
(9,4),(0,3),-0.192863 # DEPENDENCYPART_HEADBIGRAM
(9,4),(1,3),-0.190869 # DEPENDENCYPART_HEADBIGRAM
(9,4),(2,3),-0.243017 # DEPENDENCYPART_HEADBIGRAM
(9,4),(5,3),-0.106099 # DEPENDENCYPART_HEADBIGRAM
(9,4),(6,3),-0.118403 # DEPENDENCYPART_HEADBIGRAM
(9,4),(7,3),-0.133462 # DEPENDENCYPART_HEADBIGRAM
(9,4),(8,3),-0.135334 # DEPENDENCYPART_HEADBIGRAM
(9,4),(9,3),0.0314536 # DEPENDENCYPART_HEADBIGRAM
(9,4),(11,3),0.114383 # DEPENDENCYPART_HEADBIGRAM
(9,5),(1,4),-0.204761 # DEPENDENCYPART_HEADBIGRAM
(9,5),(2,4),-0.156527 # DEPENDENCYPART_HEADBIGRAM
(9,5),(3,4),-0.156527 # DEPENDENCYPART_HEADBIGRAM
(9,5),(5,4),-0.0860624 # DEPENDENCYPART_HEADBIGRAM
(9,5),(6,4),-0.0860237 # DEPENDENCYPART_HEADBIGRAM
(9,5),(7,4),-0.087591 # DEPENDENCYPART_HEADBIGRAM
(9,5),(8,4),-0.0875827 # DEPENDENCYPART_HEADBIGRAM
(9,5),(9,4),0.0905596 # DEPENDENCYPART_HEADBIGRAM
(9,5),(11,4),0.0970308 # DEPENDENCYPART_HEADBIGRAM
(9,5),(14,4),0.097022 # DEPENDENCYPART_HEADBIGRAM
(9,6),(1,5),-0.199105 # DEPENDENCYPART_HEADBIGRAM
(9,6),(2,5),-0.199071 # DEPENDENCYPART_HEADBIGRAM
(9,6),(3,5),-0.199071 # DEPENDENCYPART_HEADBIGRAM
(9,6),(4,5),-0.199071 # DEPENDENCYPART_HEADBIGRAM
(9,6),(6,5),-0.0861012 # DEPENDENCYPART_HEADBIGRAM
(9,6),(7,5),-0.0860225 # DEPENDENCYPART_HEADBIGRAM
(9,6),(8,5),-0.0860225 # DEPENDENCYPART_HEADBIGRAM
(9,6),(9,5),0.0989681 # DEPENDENCYPART_HEADBIGRAM
(9,6),(11,5),0.0990168 # DEPENDENCYPART_HEADBIGRAM
(9,6),(14,5),0.0990168 # DEPENDENCYPART_HEADBIGRAM
(9,7),(1,6),-0.201341 # DEPENDENCYPART_HEADBIGRAM
(9,7),(2,6),-0.201592 # DEPENDENCYPART_HEADBIGRAM
(9,7),(3,6),-0.201592 # DEPENDENCYPART_HEADBIGRAM
(9,7),(5,6),-0.19475 # DEPENDENCYPART_HEADBIGRAM
(9,7),(7,6),-0.112085 # DEPENDENCYPART_HEADBIGRAM
(9,7),(8,6),-0.0860638 # DEPENDENCYPART_HEADBIGRAM
(9,7),(9,6),0.102079 # DEPENDENCYPART_HEADBIGRAM
(9,7),(11,6),0.0986444 # DEPENDENCYPART_HEADBIGRAM
(9,7),(14,6),0.0974616 # DEPENDENCYPART_HEADBIGRAM
(9,7),(20,6),0.0985989 # DEPENDENCYPART_HEADBIGRAM
(9,8),(1,7),-0.180145 # DEPENDENCYPART_HEADBIGRAM
(9,8),(2,7),-0.284408 # DEPENDENCYPART_HEADBIGRAM
(9,8),(3,7),-0.284408 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.270928 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.272518 # DEPENDENCYPART_HEADBIGRAM
(9,8),(8,7),-0.0507944 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),0.0993589 # DEPENDENCYPART_HEADBIGRAM
(9,8),(11,7),0.0944276 # DEPENDENCYPART_HEADBIGRAM
(9,8),(14,7),0.0942217 # DEPENDENCYPART_HEADBIGRAM
(9,10),(0,9),-0.0529629 # DEPENDENCYPART_HEADBIGRAM
(9,10),(1,9),-0.0514359 # DEPENDENCYPART_HEADBIGRAM
(9,10),(2,9),-0.0872244 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),-0.0872244 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),-0.0869046 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),-0.0868817 # DEPENDENCYPART_HEADBIGRAM
