# _root_ The cold guys in the set were Will Clark , Kevin Mitchell and Matt Williams , the Giants ' 3-4-5 hitters .
#goldHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,9,18,21,18,21,9,7,
#predictedHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,12,18,21,18,21,12,7,
(3,4),(3,5),(3,16),-0.0528596 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,18),-0.0813302 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,19),-0.0916184 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,21),-0.0692615 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,22),-0.087032 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,23),-0.236753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.0907769 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.111787 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.0847624 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),-0.0529096 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,12),-0.0847595 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,13),-0.0117235 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,15),-0.0847595 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,16),-0.0529096 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,18),-0.0847619 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,19),-0.0920265 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,21),-0.0686941 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,22),-0.0685389 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,23),-0.125204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.108994 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.0823312 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),-0.0297611 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,12),-0.0823284 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,13),-0.0383215 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,15),-0.0823284 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,16),-0.0297611 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,18),-0.0823307 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,19),-0.091658 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,21),-0.069417 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,22),-0.121484 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,23),-0.121679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),-0.0864182 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,10),-0.0593929 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,12),-0.0864153 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,13),-0.0157622 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,15),-0.0864153 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,16),-0.0593929 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,18),-0.0864177 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,19),-0.091697 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,21),-0.0731723 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,22),-0.105592 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,23),-0.147154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.0655123 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,12),-0.0864088 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,13),-0.0179964 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,15),-0.0864088 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,16),-0.0655123 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,18),-0.0864112 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,19),-0.091697 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,21),-0.0730166 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,22),-0.0983199 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,23),-0.139273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,12),-0.068967 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,13),0.00574786 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,15),-0.068967 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,16),-0.0890596 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,18),-0.0689694 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,19),-0.0915369 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,21),0.0570847 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,22),-0.0680305 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,23),-0.37449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,12),(3,13),-0.0179964 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,15),-0.0864088 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,16),-0.0655219 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,18),-0.0864112 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,19),-0.091697 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,21),-0.0730166 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,22),-0.0983199 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,23),-0.139273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,13),(3,15),-0.0757694 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,16),0.0124989 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,18),-0.0757718 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,19),-0.091604 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,21),-0.0766142 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,22),0.00738871 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,23),-0.0699163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,15),(3,16),-0.0655123 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,18),-0.0864112 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,19),-0.091697 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,21),-0.0730166 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,22),-0.0983199 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,23),-0.139273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,16),(3,18),-0.0689694 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,19),-0.0915369 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,21),0.0570847 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,22),-0.0680305 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,23),-0.37449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,18),(3,19),-0.091697 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,21),-0.0730166 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,22),-0.0983204 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,23),-0.139278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,19),(3,21),-0.0692858 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,22),-0.0823981 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,23),-0.18966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,21),(3,22),-0.0808054 # DEPENDENCYPART_TRISIBL
(3,4),(3,21),(3,23),-0.176934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,22),(3,23),-0.153262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.101628 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.100883 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.0996021 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),-0.102662 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,12),-0.0996021 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,13),-0.112741 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,15),-0.0996021 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,16),-0.102662 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,18),-0.0998294 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),-0.0897412 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,21),-0.113675 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,22),-0.0938352 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,23),-0.21735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.10061 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.0993528 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.0894153 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,12),-0.0993528 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,13),-0.107413 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,15),-0.0993528 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,16),-0.0894153 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,18),-0.0995026 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,19),-0.0897072 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,21),-0.111749 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,22),-0.0800018 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,23),-0.205728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.100927 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,10),-0.0903611 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,12),-0.100927 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,13),-0.108791 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,15),-0.100927 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,16),-0.0903611 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,18),-0.101094 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,19),-0.0897236 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,21),-0.112131 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,22),-0.0862082 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,23),-0.220272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),-0.0903604 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,12),-0.100927 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,13),-0.10878 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,15),-0.100927 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,16),-0.0903604 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,18),-0.101094 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,19),-0.0897236 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,21),-0.112131 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,22),-0.0859912 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,23),-0.21915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,12),-0.101281 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,13),-0.127171 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,15),-0.101281 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,16),-0.0898055 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,18),-0.101479 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,19),-0.0897068 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,21),-0.115491 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,22),-0.090041 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,23),-0.167334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,13),-0.10878 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,15),-0.100927 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,16),-0.0903604 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,18),-0.101094 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,19),-0.0897236 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,21),-0.112131 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,22),-0.0859912 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,23),-0.21915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,13),(3,15),-0.0998687 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,16),-0.0887287 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,18),-0.100018 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,19),-0.0897068 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,21),-0.112773 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,22),-0.0919758 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,23),-0.219995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,16),-0.0903604 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,18),-0.101094 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,19),-0.0897236 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,21),-0.112131 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,22),-0.0859912 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,23),-0.21915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,16),(3,18),-0.101479 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,19),-0.0897068 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,21),-0.115491 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,22),-0.090041 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,23),-0.167334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,18),(3,19),-0.0897236 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,21),-0.112131 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,22),-0.0859912 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,23),-0.219151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,19),(3,21),-0.111738 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,22),-0.0847844 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,23),-0.19386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,21),(3,22),-0.0905664 # DEPENDENCYPART_TRISIBL
(3,5),(3,21),(3,23),-0.196978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,22),(3,23),-0.208558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.123781 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.11605 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,10),0.0139707 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),-0.11605 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,13),-0.0926339 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,15),-0.11605 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,16),0.0139707 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,18),-0.116056 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,19),-0.090919 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,21),-0.143422 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,22),-0.0662993 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,23),-0.111103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.119581 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,10),0.0505889 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,12),-0.119581 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,13),-0.0850995 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,15),-0.119581 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,16),0.0505889 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,18),-0.119587 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,19),-0.0908281 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,21),-0.144947 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,22),-0.0579313 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,23),-0.176415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,10),0.0532089 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,12),-0.119498 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,13),-0.0850191 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,15),-0.119498 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,16),0.0532089 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,18),-0.119504 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,19),-0.0908281 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,21),-0.144947 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,22),-0.0543605 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,23),-0.177484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,12),-0.131142 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,13),-0.11623 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,15),-0.131142 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,16),0.00339669 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,18),-0.131148 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,19),-0.0891168 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,21),-0.179143 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,22),-0.0665688 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,23),-0.117196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,13),-0.0850183 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,15),-0.119498 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,16),0.0532089 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,18),-0.119504 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,19),-0.0908281 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,21),-0.144947 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,22),-0.0543651 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,23),-0.177346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,13),(3,15),-0.11934 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,16),-0.00574855 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,18),-0.119346 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,19),-0.0910572 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,21),-0.165444 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,22),-0.0511263 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,23),-0.134722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,15),(3,16),0.0531959 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,18),-0.119504 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,19),-0.0908281 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,21),-0.144947 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,22),-0.0543605 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,23),-0.177346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,16),(3,18),-0.131148 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,19),-0.0891168 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,21),-0.179143 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,22),-0.0665688 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,23),-0.117196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,18),(3,19),-0.0908281 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,21),-0.144947 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,22),-0.0543617 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,23),-0.177423 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,19),(3,21),-0.143242 # DEPENDENCYPART_TRISIBL
(3,6),(3,19),(3,22),-0.0641807 # DEPENDENCYPART_TRISIBL
(3,6),(3,19),(3,23),-0.13855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,21),(3,22),-0.0245758 # DEPENDENCYPART_TRISIBL
(3,6),(3,21),(3,23),-0.133948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,22),(3,23),-0.0841662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),-0.0688962 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,10),-0.102991 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,12),-0.0688071 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,13),-0.0189832 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,15),-0.0688071 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,16),-0.102991 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,18),-0.0688071 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,19),-0.0819553 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,21),-0.0782631 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,22),-0.0691244 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,23),-0.17461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,10),-0.102991 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,12),-0.0688071 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,13),-0.0189794 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,15),-0.0688071 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,16),-0.102991 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,18),-0.0688071 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,19),-0.0819553 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,21),-0.0782631 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,22),-0.0690406 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,23),-0.171212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,12),-0.0355085 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,13),0.0939636 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,15),-0.0355085 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,16),-0.105143 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,18),-0.0355085 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,19),-0.0797215 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,21),-0.0658608 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,22),-0.0821553 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,23),-0.177257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,13),-0.0189794 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,15),-0.0688071 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,16),-0.102991 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,18),-0.0688071 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,19),-0.0819553 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,21),-0.0782631 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,22),-0.0690406 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,23),-0.171212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,13),(3,15),-0.06881 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,16),-0.102513 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,18),-0.06881 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,19),-0.0819665 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,21),-0.0782244 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,22),-0.024249 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,23),-0.146562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,15),(3,16),-0.102991 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,18),-0.0688071 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,19),-0.0819553 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,21),-0.0782631 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,22),-0.0690406 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,23),-0.171212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,16),(3,18),-0.0355085 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,19),-0.0797215 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,21),-0.0658608 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,22),-0.0821553 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,23),-0.177257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,18),(3,19),-0.0819553 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,21),-0.0782631 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,22),-0.0690406 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,23),-0.171212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,19),(3,21),-0.0782213 # DEPENDENCYPART_TRISIBL
(3,7),(3,19),(3,22),-0.0688283 # DEPENDENCYPART_TRISIBL
(3,7),(3,19),(3,23),-0.17454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,21),(3,22),-0.066574 # DEPENDENCYPART_TRISIBL
