# _root_ `` It was simply overbought , '' he said , and selling by funds that are computer guided helped depress prices .
#goldHeads=3,3,9,3,3,3,3,9,0,9,3,19,12,13,16,14,16,17,11,19,20,3,
#predictedHeads=9,3,9,3,3,9,9,9,0,9,3,19,12,13,16,14,16,16,11,19,20,3,
(3,9),(3,12),(3,22),-0.0618 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,23),-0.0404436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,13),(3,16),-0.0963203 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,18),-0.0953726 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,19),-0.133391 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,20),-0.088924 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,22),0.000908364 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,23),-0.0496263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,16),(3,18),-0.0953777 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,19),-0.131262 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,20),-0.088924 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,22),-0.0499602 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,23),-0.0711847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,18),(3,19),-0.131081 # DEPENDENCYPART_TRISIBL
(3,9),(3,18),(3,20),-0.088924 # DEPENDENCYPART_TRISIBL
(3,9),(3,18),(3,22),-0.0555003 # DEPENDENCYPART_TRISIBL
(3,9),(3,18),(3,23),-0.0569217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,19),(3,20),-0.088924 # DEPENDENCYPART_TRISIBL
(3,9),(3,19),(3,22),-0.0735576 # DEPENDENCYPART_TRISIBL
(3,9),(3,19),(3,23),-0.0894281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,20),(3,22),-0.0449822 # DEPENDENCYPART_TRISIBL
(3,9),(3,20),(3,23),-0.0521107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,22),(3,23),0.0614847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,11),(3,12),-0.0445173 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,13),-0.0667151 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,16),-0.0436553 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,18),-0.0701759 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,19),-0.0752016 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,20),-0.0933891 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,22),0.0989877 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,23),0.060451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,12),(3,13),-0.116076 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,16),-0.0347992 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,18),-0.0651977 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,19),-0.0670927 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,20),-0.0919248 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,22),0.166315 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,23),0.0278781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,13),(3,16),-0.00608988 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,18),-0.0666584 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,19),-0.0874375 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,20),-0.0939786 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,22),0.0138428 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,23),-0.00627667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,16),(3,18),-0.0649831 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,19),-0.0664207 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,20),-0.0895245 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,22),-0.0874539 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,23),0.0372533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,18),(3,19),-0.0668399 # DEPENDENCYPART_TRISIBL
(3,10),(3,18),(3,20),-0.0895183 # DEPENDENCYPART_TRISIBL
(3,10),(3,18),(3,22),0.0362605 # DEPENDENCYPART_TRISIBL
(3,10),(3,18),(3,23),-0.0204453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,19),(3,20),-0.0906245 # DEPENDENCYPART_TRISIBL
(3,10),(3,19),(3,22),-0.0265496 # DEPENDENCYPART_TRISIBL
(3,10),(3,19),(3,23),0.00684712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,20),(3,22),-0.0416676 # DEPENDENCYPART_TRISIBL
(3,10),(3,20),(3,23),-0.0422756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,22),(3,23),-0.204599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,12),(3,13),-0.0956082 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,16),-0.0705183 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,18),-0.0717282 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,19),-0.082117 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,20),-0.12453 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,22),-0.137399 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,23),-0.131264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,13),(3,16),-0.0812268 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,18),-0.0626803 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,19),-0.0883501 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,20),-0.126433 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,22),-0.00633185 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,23),-0.0896316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,16),(3,18),-0.0717436 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,19),-0.0823074 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,20),-0.124271 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,22),-0.151249 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,23),-0.149974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,18),(3,19),-0.0716156 # DEPENDENCYPART_TRISIBL
(3,11),(3,18),(3,20),-0.12425 # DEPENDENCYPART_TRISIBL
(3,11),(3,18),(3,22),-0.138071 # DEPENDENCYPART_TRISIBL
(3,11),(3,18),(3,23),-0.117316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,19),(3,20),-0.124302 # DEPENDENCYPART_TRISIBL
(3,11),(3,19),(3,22),-0.159076 # DEPENDENCYPART_TRISIBL
(3,11),(3,19),(3,23),-0.152048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,20),(3,22),-0.131356 # DEPENDENCYPART_TRISIBL
(3,11),(3,20),(3,23),-0.171419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,22),(3,23),-0.0163019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,13),(3,16),-0.0742417 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,18),-0.0857266 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,19),-0.0908274 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,20),-0.0890917 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,22),-0.115942 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,23),-0.0659583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,16),(3,18),-0.0855328 # DEPENDENCYPART_TRISIBL
(3,12),(3,16),(3,19),-0.0822821 # DEPENDENCYPART_TRISIBL
(3,12),(3,16),(3,20),-0.0890272 # DEPENDENCYPART_TRISIBL
(3,12),(3,16),(3,22),-0.112072 # DEPENDENCYPART_TRISIBL
(3,12),(3,16),(3,23),-0.122715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,18),(3,19),-0.0822835 # DEPENDENCYPART_TRISIBL
(3,12),(3,18),(3,20),-0.0890263 # DEPENDENCYPART_TRISIBL
(3,12),(3,18),(3,22),-0.118364 # DEPENDENCYPART_TRISIBL
(3,12),(3,18),(3,23),-0.115416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,19),(3,20),-0.0890262 # DEPENDENCYPART_TRISIBL
(3,12),(3,19),(3,22),-0.118598 # DEPENDENCYPART_TRISIBL
(3,12),(3,19),(3,23),-0.132192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,20),(3,22),-0.112692 # DEPENDENCYPART_TRISIBL
(3,12),(3,20),(3,23),-0.106073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,22),(3,23),-0.0101072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,16),(3,18),-0.0936619 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,19),-0.123443 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,20),-0.0891542 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,22),-0.125053 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,23),-0.129118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,18),(3,19),-0.124526 # DEPENDENCYPART_TRISIBL
(3,13),(3,18),(3,20),-0.0891177 # DEPENDENCYPART_TRISIBL
(3,13),(3,18),(3,22),-0.104362 # DEPENDENCYPART_TRISIBL
(3,13),(3,18),(3,23),-0.0597315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,19),(3,20),-0.0891868 # DEPENDENCYPART_TRISIBL
(3,13),(3,19),(3,22),-0.116577 # DEPENDENCYPART_TRISIBL
(3,13),(3,19),(3,23),-0.12876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,20),(3,22),-0.135459 # DEPENDENCYPART_TRISIBL
(3,13),(3,20),(3,23),-0.0902841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,22),(3,23),-0.077123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,18),(3,19),-0.0975141 # DEPENDENCYPART_TRISIBL
(3,16),(3,18),(3,20),-0.0907863 # DEPENDENCYPART_TRISIBL
(3,16),(3,18),(3,22),-0.09382 # DEPENDENCYPART_TRISIBL
(3,16),(3,18),(3,23),-0.151784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,19),(3,20),-0.0907737 # DEPENDENCYPART_TRISIBL
(3,16),(3,19),(3,22),-0.10313 # DEPENDENCYPART_TRISIBL
(3,16),(3,19),(3,23),-0.152605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,20),(3,22),-0.0961416 # DEPENDENCYPART_TRISIBL
(3,16),(3,20),(3,23),-0.134798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,22),(3,23),-0.0333028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,19),(3,20),-0.0898375 # DEPENDENCYPART_TRISIBL
(3,18),(3,19),(3,22),-0.121533 # DEPENDENCYPART_TRISIBL
(3,18),(3,19),(3,23),-0.144262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,20),(3,22),-0.0991971 # DEPENDENCYPART_TRISIBL
(3,18),(3,20),(3,23),-0.113947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,22),(3,23),-0.0350273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,19),(3,20),(3,22),-0.0544103 # DEPENDENCYPART_TRISIBL
(3,19),(3,20),(3,23),-0.0775143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,19),(3,22),(3,23),0.0386788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,20),(3,22),(3,23),-0.0526634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.12446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),0.107265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.240937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.215282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.0947208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.224803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.164717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.0947208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.0796895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,23),-0.2387 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.192798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.116189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),-0.165767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),-0.385654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,23),-0.342719 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,9),-0.164453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),-0.12109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),-0.189742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,23),-0.349382 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),-0.0092545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,11),-0.0962806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,23),-0.0862706 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),-0.385654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,23),-0.342719 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,23),-0.198317 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),0.0533861 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.0805545 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.128718 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),0.0309156 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,23),-0.152969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,9),-0.072813 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,10),-0.120443 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.0394638 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,23),-0.141334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,10),-0.117905 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,11),-0.0388028 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,23),-0.136168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,11),0.0309156 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,23),-0.152969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,23),-0.132465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,9),-0.0523373 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,10),0.148281 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,11),0.101532 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,23),-0.211728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,9),(4,10),0.208665 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,11),-0.0995701 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,23),-0.245586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,11),0.0193517 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,23),-0.364288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,23),-0.0647585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,9),(4,10),0.0650139 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,11),-0.0767845 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,23),-0.0873211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,10),(4,11),-0.0982242 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,23),-0.177167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,11),(4,23),-0.0833976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,10),(4,11),0.0394225 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,23),-0.0373312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,11),(4,23),-0.0104225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,11),(4,23),-0.0647585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,1),-0.123285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,2),(4,-1),-0.269748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,1),(4,-1),-0.327392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,2),(4,1),(4,-1),-0.157609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.198473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.15527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.179363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.113338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),-0.383753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,12),-0.247315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,13),-0.290311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,14),-0.243524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,16),-0.150106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,17),-0.236247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,22),-0.221715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,23),-0.317121 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.0879467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,9),-0.159197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.0653078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),-0.101612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,12),-0.127432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,13),-0.282979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,14),-0.0881547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,16),-0.11962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,17),-0.111837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,22),-0.193473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,23),-0.221635 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),-0.154761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,10),-0.160502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,11),-0.176895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,12),-0.0966511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,13),-0.097956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,14),-0.0825064 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,16),-0.134262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,17),-0.0833409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,22),-0.240783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,23),-0.194217 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,10),0.0364887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,11),-0.0478278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,12),-0.1187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,13),-0.0964443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,14),-0.123827 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,16),-0.156754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,17),-0.124041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,22),-0.140137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,23),-0.0203952 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,11),-0.383753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,12),-0.247315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,13),-0.290311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,14),-0.243524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,16),-0.150106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,17),-0.236247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,22),-0.221715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,23),-0.317121 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,12),-0.0435495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,13),-0.108466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,14),-0.0293009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,16),-0.155728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,17),-0.0890525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,22),-0.492418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,23),-0.217656 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,12),(5,13),-0.102375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,14),-0.164115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,16),-0.145443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,17),-0.135312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,22),-0.162528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,23),-0.110375 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,13),(5,14),-0.160885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,16),-0.161416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,17),-0.102765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,22),-0.239549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,23),-0.135119 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,14),(5,16),-0.0932989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,17),-0.125823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,22),-0.104679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,23),-0.0906874 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,16),(5,17),-0.136758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,22),-0.134637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,23),-0.0688347 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,17),(5,22),-0.0605619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,23),-0.094237 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,22),(5,23),-0.438576 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.0733671 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.0802629 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),0.0833756 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),0.109043 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,12),0.105002 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,13),0.0755503 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,14),-0.0516678 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,16),-0.0223984 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,17),-0.00891818 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,22),-0.0709044 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,23),-0.175776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),-0.0776744 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,10),0.130805 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,11),-0.0830167 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,12),-0.0369803 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,13),-0.0696073 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,14),-0.0507175 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,16),-0.0421554 # DEPENDENCYPART_TRISIBL
