# _root_ That debt would be paid off as the assets are sold , leaving the total spending for the bailout at $ 50 billion , or $ 166 billion including interest over 10 years .
#goldHeads=2,3,0,3,4,5,5,9,10,7,10,5,5,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,26,29,30,33,31,3,
#predictedHeads=2,3,0,3,4,5,5,9,10,7,10,11,11,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,16,29,30,33,31,3,
(17,18),(17,33),(17,34),-0.0915089 # DEPENDENCYPART_TRISIBL
(17,18),(17,33),(17,35),-0.129078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,34),(17,35),-0.17241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,21),-0.107895 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,23),-0.111592 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,26),-0.107895 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,33),-0.179412 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,34),-0.077387 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,35),-0.079591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,21),(17,23),-0.106713 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,26),-0.114506 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,33),-0.162542 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,34),-0.103177 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,35),-0.089424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,23),(17,26),-0.114503 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,33),-0.162543 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,34),-0.0844202 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,35),-0.125088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,26),(17,33),-0.162542 # DEPENDENCYPART_TRISIBL
(17,19),(17,26),(17,34),-0.103177 # DEPENDENCYPART_TRISIBL
(17,19),(17,26),(17,35),-0.089424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,33),(17,34),-0.0767072 # DEPENDENCYPART_TRISIBL
(17,19),(17,33),(17,35),-0.136254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,34),(17,35),-0.0590348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,21),(17,23),-0.0662023 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,26),-0.0880112 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,33),-0.0931707 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,34),-0.0951669 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,35),-0.121117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,23),(17,26),-0.0858677 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,33),-0.0932903 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,34),-0.104802 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,35),-0.125199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,26),(17,33),-0.0931707 # DEPENDENCYPART_TRISIBL
(17,20),(17,26),(17,34),-0.0951669 # DEPENDENCYPART_TRISIBL
(17,20),(17,26),(17,35),-0.121117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,33),(17,34),-0.0987336 # DEPENDENCYPART_TRISIBL
(17,20),(17,33),(17,35),-0.0298523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,34),(17,35),-0.169391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,23),(17,26),-0.12472 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,33),-0.109345 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,34),-0.0926859 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,35),-0.191734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,26),(17,33),-0.109136 # DEPENDENCYPART_TRISIBL
(17,21),(17,26),(17,34),-0.0939762 # DEPENDENCYPART_TRISIBL
(17,21),(17,26),(17,35),-0.181187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,33),(17,34),-0.0970252 # DEPENDENCYPART_TRISIBL
(17,21),(17,33),(17,35),-0.199802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,34),(17,35),-0.173967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,26),(17,33),-0.116777 # DEPENDENCYPART_TRISIBL
(17,23),(17,26),(17,34),-0.100482 # DEPENDENCYPART_TRISIBL
(17,23),(17,26),(17,35),-0.103946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,33),(17,34),-0.106938 # DEPENDENCYPART_TRISIBL
(17,23),(17,33),(17,35),-0.129848 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,34),(17,35),-0.102733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,26),(17,33),(17,34),-0.0970252 # DEPENDENCYPART_TRISIBL
(17,26),(17,33),(17,35),-0.199802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,26),(17,34),(17,35),-0.173967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,33),(17,34),(17,35),-0.106122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,-1),-0.103331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.148543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.155581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.0407309 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,25),0.0906959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,29),-0.0589905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,31),-0.0959804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,35),-0.154747 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,23),-0.0751468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.0509549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,25),-0.0421403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,29),-0.0218775 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,31),-0.167187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,35),-0.136415 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,24),-0.109352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,25),-0.0392382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,29),-0.0725887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,31),-0.0939724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,35),-0.165746 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,25),0.0360866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,29),-0.1978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,31),-0.455929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,35),-0.768848 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,25),(19,29),-0.0405794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,31),-0.176752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,35),-0.155313 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,29),(19,31),-0.107162 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,29),(19,35),-0.0965046 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,31),(19,35),-0.186034 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,23),-0.0604154 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.0643209 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,25),-0.0606444 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,29),-0.0473332 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,31),-0.0995726 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,35),-0.178314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,24),-0.0608189 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,25),-0.0780978 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,29),-0.0500446 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,31),-0.080981 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,35),-0.139123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,25),-0.0231825 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,29),-0.0175788 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,31),-0.0209112 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,35),-0.376939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,25),(19,29),-0.0561781 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,31),-0.173075 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,35),-0.0867462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,29),(19,31),-0.104583 # DEPENDENCYPART_TRISIBL
(19,20),(19,29),(19,35),-0.135407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,31),(19,35),-0.0950157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,24),0.0450091 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,25),-0.0239951 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,29),-0.106901 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,31),-0.0625054 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,35),-0.120121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,25),0.0513482 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,29),-0.110946 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,31),-0.0295465 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,35),-0.147649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,25),(19,29),-0.106865 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,31),-0.0588212 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,35),-0.0854438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,29),(19,31),-0.0592535 # DEPENDENCYPART_TRISIBL
(19,21),(19,29),(19,35),-0.0977446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,31),(19,35),-0.066771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,24),(19,25),-0.036169 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,29),-0.0635974 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,31),-0.053106 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,35),-0.267456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,25),(19,29),-0.0840161 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,31),-0.100532 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,35),-0.158559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,29),(19,31),-0.0784132 # DEPENDENCYPART_TRISIBL
(19,23),(19,29),(19,35),-0.166118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,31),(19,35),-0.160321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,25),(19,29),-0.0895373 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,31),0.0670458 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,35),0.00908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,29),(19,31),-0.0821633 # DEPENDENCYPART_TRISIBL
(19,24),(19,29),(19,35),-0.0858589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,31),(19,35),-0.126039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,29),(19,31),-0.0995731 # DEPENDENCYPART_TRISIBL
(19,25),(19,29),(19,35),-0.150121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,31),(19,35),-0.105089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,29),(19,31),(19,35),-0.0497928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,16),-0.137971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.300711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),-0.0958812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.146418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.0295364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,14),-0.0247955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.0987438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,14),-0.106102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.130822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,-1),-0.146418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),-0.184984 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,14),-0.340553 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.139589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,14),-0.38827 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.110781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,14),(19,-1),-0.230319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,14),0.0343093 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,-1),-0.093378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,14),(19,-1),-0.0215442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,14),(19,-1),0.0685106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.209216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,23),-0.179547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),0.117603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,25),-0.0186424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,26),-0.157651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,28),-0.179547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,30),-0.136125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,33),-0.138335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,35),0.0600852 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,23),-0.153044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,24),-0.0535156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,25),-0.010161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,26),-0.144334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,28),-0.153044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,30),-0.180208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,33),-0.130857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,35),0.0927763 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,23),(20,24),-0.0575752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,25),-0.0105642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,26),-0.145159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,28),-0.145869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,30),-0.177908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,33),-0.131717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,35),0.0984387 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,24),(20,25),-0.0802937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,26),-0.168976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,28),-0.202276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,30),-0.21259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,33),-0.148977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,35),-0.518471 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,25),(20,26),-0.139713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,25),(20,28),-0.178882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,25),(20,30),0.105568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,25),(20,33),0.081953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,25),(20,35),-0.377517 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,26),(20,28),-0.179547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,26),(20,30),-0.136125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,26),(20,33),-0.138335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,26),(20,35),0.0600852 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,28),(20,30),-0.177908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,28),(20,33),-0.131717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,28),(20,35),0.0984387 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,30),(20,33),-0.153081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,30),(20,35),0.202536 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,33),(20,35),0.312049 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,23),-0.0231814 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,24),1.75567e-05 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,25),-0.0521443 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,26),-0.125825 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,28),-0.0231814 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,30),-0.0555421 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,33),-0.110022 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,35),-0.178537 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,23),(20,24),-5.99037e-05 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,25),-0.0521483 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,26),-0.125825 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,28),-0.026737 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,30),-0.0556282 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,33),-0.11003 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,35),-0.181847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,24),(20,25),-0.0357727 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,26),-0.146341 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,28),-0.0624857 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,30),-0.0484242 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,33),-0.126706 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,35),-0.22029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,25),(20,26),-0.125771 # DEPENDENCYPART_TRISIBL
(20,21),(20,25),(20,28),-0.059036 # DEPENDENCYPART_TRISIBL
(20,21),(20,25),(20,30),-0.0788724 # DEPENDENCYPART_TRISIBL
(20,21),(20,25),(20,33),-0.107409 # DEPENDENCYPART_TRISIBL
(20,21),(20,25),(20,35),-0.165295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,26),(20,28),-0.0591511 # DEPENDENCYPART_TRISIBL
(20,21),(20,26),(20,30),-0.0800308 # DEPENDENCYPART_TRISIBL
(20,21),(20,26),(20,33),-0.1098 # DEPENDENCYPART_TRISIBL
(20,21),(20,26),(20,35),-0.171447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,28),(20,30),-0.0556282 # DEPENDENCYPART_TRISIBL
(20,21),(20,28),(20,33),-0.11003 # DEPENDENCYPART_TRISIBL
(20,21),(20,28),(20,35),-0.181847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,30),(20,33),-0.110696 # DEPENDENCYPART_TRISIBL
(20,21),(20,30),(20,35),-0.141128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,33),(20,35),-0.189922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,23),(20,24),-0.0869428 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,25),-0.0691454 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,26),-0.0749885 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,28),-0.110277 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,30),-0.104032 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,33),-0.12216 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,35),-0.124959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,24),(20,25),-0.0454308 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,26),-0.081382 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,28),-0.0491495 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,30),-0.113248 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,33),-0.126021 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,35),-0.215938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,25),(20,26),-0.0910314 # DEPENDENCYPART_TRISIBL
(20,22),(20,25),(20,28),-0.0986968 # DEPENDENCYPART_TRISIBL
(20,22),(20,25),(20,30),-0.0976628 # DEPENDENCYPART_TRISIBL
(20,22),(20,25),(20,33),-0.119951 # DEPENDENCYPART_TRISIBL
(20,22),(20,25),(20,35),-0.081318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,26),(20,28),-0.105556 # DEPENDENCYPART_TRISIBL
(20,22),(20,26),(20,30),-0.100126 # DEPENDENCYPART_TRISIBL
(20,22),(20,26),(20,33),-0.116122 # DEPENDENCYPART_TRISIBL
(20,22),(20,26),(20,35),-0.117889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,28),(20,30),-0.104032 # DEPENDENCYPART_TRISIBL
(20,22),(20,28),(20,33),-0.12216 # DEPENDENCYPART_TRISIBL
(20,22),(20,28),(20,35),-0.124959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,30),(20,33),-0.119636 # DEPENDENCYPART_TRISIBL
(20,22),(20,30),(20,35),-0.110108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,33),(20,35),-0.141558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,24),(20,25),-0.035296 # DEPENDENCYPART_TRISIBL
(20,23),(20,24),(20,26),-0.0725088 # DEPENDENCYPART_TRISIBL
(20,23),(20,24),(20,28),-0.0569206 # DEPENDENCYPART_TRISIBL
(20,23),(20,24),(20,30),-0.100717 # DEPENDENCYPART_TRISIBL
(20,23),(20,24),(20,33),-0.127718 # DEPENDENCYPART_TRISIBL
(20,23),(20,24),(20,35),-0.214838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,25),(20,26),-0.0870385 # DEPENDENCYPART_TRISIBL
(20,23),(20,25),(20,28),-0.106407 # DEPENDENCYPART_TRISIBL
(20,23),(20,25),(20,30),-0.0827118 # DEPENDENCYPART_TRISIBL
(20,23),(20,25),(20,33),-0.120797 # DEPENDENCYPART_TRISIBL
(20,23),(20,25),(20,35),-0.0760894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,26),(20,28),-0.115962 # DEPENDENCYPART_TRISIBL
(20,23),(20,26),(20,30),-0.0913716 # DEPENDENCYPART_TRISIBL
(20,23),(20,26),(20,33),-0.116968 # DEPENDENCYPART_TRISIBL
(20,23),(20,26),(20,35),-0.111494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,28),(20,30),-0.0915409 # DEPENDENCYPART_TRISIBL
(20,23),(20,28),(20,33),-0.123006 # DEPENDENCYPART_TRISIBL
(20,23),(20,28),(20,35),-0.113688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,30),(20,33),-0.120482 # DEPENDENCYPART_TRISIBL
(20,23),(20,30),(20,35),-0.100917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,33),(20,35),-0.137568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,24),(20,25),(20,26),-0.0979282 # DEPENDENCYPART_TRISIBL
(20,24),(20,25),(20,28),-0.0765126 # DEPENDENCYPART_TRISIBL
(20,24),(20,25),(20,30),-0.0832311 # DEPENDENCYPART_TRISIBL
(20,24),(20,25),(20,33),-0.0859257 # DEPENDENCYPART_TRISIBL
(20,24),(20,25),(20,35),-0.00598303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,24),(20,26),(20,28),-0.0868368 # DEPENDENCYPART_TRISIBL
(20,24),(20,26),(20,30),-0.0464138 # DEPENDENCYPART_TRISIBL
(20,24),(20,26),(20,33),-0.0665879 # DEPENDENCYPART_TRISIBL
(20,24),(20,26),(20,35),-0.139636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,24),(20,28),(20,30),-0.0388901 # DEPENDENCYPART_TRISIBL
