# _root_ By 10:25 , the Dow had turned up for the day , prompting cheers on trading desks and exchange floors .
#goldHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
#predictedHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,14,17,15,17,20,18,6,
(6,6),(6,5),(6,-1),0.159617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,4),(6,3),-0.0122058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,2),-0.160249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,1),-0.0952928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,-1),0.00608109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,2),-0.230334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,1),-0.115789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,-1),-0.217528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,2),(6,1),-0.127145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,2),(6,-1),0.0238582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),-0.144767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,4),(6,3),-0.0481494 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,2),-0.0598726 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,1),-0.0904064 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,-1),-0.0403756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,3),(6,2),-0.101199 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,1),0.0218132 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,-1),-0.122901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,2),(6,1),-0.0822639 # DEPENDENCYPART_TRISIBL
(6,5),(6,2),(6,-1),-0.0553024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,1),(6,-1),0.00867249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,3),(6,2),-0.106374 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,1),-0.0272329 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,-1),-0.100647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,2),(6,1),-0.0553121 # DEPENDENCYPART_TRISIBL
(6,4),(6,2),(6,-1),-0.130365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,1),(6,-1),-0.110725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,2),(6,1),0.0171964 # DEPENDENCYPART_TRISIBL
(6,3),(6,2),(6,-1),-0.0222694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,1),(6,-1),0.129251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,2),(6,1),(6,-1),-0.144567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.0148548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),-0.0413442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,12),-0.0904366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,13),-0.118781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,14),-0.113576 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,15),0.00196021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,16),-0.126395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,17),-0.113375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,18),-0.0843971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,20),-0.113144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,21),-0.235681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,22),-0.160777 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,11),-0.053077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,12),-0.0656971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,13),-0.142712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,14),-0.143667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,15),-0.007133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,16),-0.150326 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,17),-0.143467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,18),-0.0810158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,20),-0.143236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,21),-0.22485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,22),-0.100221 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,12),-0.0329132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,13),-0.0595321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,14),-0.124599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,15),0.0357345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,16),-0.0652881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,17),-0.124397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,18),-0.0389841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,20),-0.124167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,21),-0.0619174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,22),-0.0869944 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,12),(7,13),-0.236234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,14),-0.244745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,15),-0.277897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,16),-0.244896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,17),-0.244143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,18),-0.385566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,20),-0.243897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,21),-0.223636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,22),-0.324067 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,13),(7,14),-0.165383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,15),-0.0756376 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,16),-0.130813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,17),-0.165182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,18),-0.0808025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,20),-0.164951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,21),-0.160544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,22),-0.12439 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,14),(7,15),-0.00399633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,16),-0.0548754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,17),-0.138469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,18),-0.0519332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,20),-0.138238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,21),-0.105026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,22),-0.113867 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,15),(7,16),-0.154963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,17),-0.147732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,18),-0.0855256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,20),-0.147501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,21),-0.214958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,22),-0.0886425 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,16),(7,17),-0.166231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,18),-0.0858464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,20),-0.166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,21),-0.171901 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,22),-0.122638 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,17),(7,18),-0.0499404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,17),(7,20),-0.138238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,17),(7,21),-0.104815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,17),(7,22),-0.106326 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,18),(7,20),-0.0304836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,18),(7,21),-0.494339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,18),(7,22),-0.224602 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,20),(7,21),-0.104816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,20),(7,22),-0.109979 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,21),(7,22),-0.445629 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,11),-0.052845 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,12),-0.0467223 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,13),-0.0669473 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,14),-0.1011 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,15),-0.0702124 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,16),-0.0724169 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,17),-0.101025 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,18),-0.0651093 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,20),-0.101187 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,21),-0.158003 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,22),-0.0952327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,12),-0.114446 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,13),-0.0819024 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,14),-0.109412 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,15),-0.0849278 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,16),-0.0873235 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,17),-0.109337 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,18),-0.0246339 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,20),-0.109499 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,21),-0.0812194 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,22),-0.103973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,12),(7,13),-0.035003 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,14),-0.0604934 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,15),-0.0629705 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,16),-0.0445172 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,17),-0.0604184 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,18),-0.00147204 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,20),-0.0607426 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,21),-0.0678274 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,22),-0.181626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,14),-0.107348 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,15),-0.0949079 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,16),-0.0829444 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,17),-0.107273 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,18),-0.04522 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,20),-0.107435 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,21),-0.0933972 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,22),-0.146656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,14),(7,15),-0.0745953 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,16),-0.091766 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,17),-0.112909 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,18),-0.0337915 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,20),-0.113071 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,21),-0.0831024 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,22),-0.10129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,15),(7,16),-0.0786243 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,17),-0.105209 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,18),-0.0655666 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,20),-0.105371 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,21),-0.13832 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,22),-0.0966665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,16),(7,17),-0.107275 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,18),-0.045285 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,20),-0.107437 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,21),-0.0940558 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,22),-0.147134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,17),(7,18),-0.0337915 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,20),-0.113071 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,21),-0.0831024 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,22),-0.10129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,18),(7,20),-0.110583 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,21),-0.0578713 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,22),-0.107206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,20),(7,21),-0.0831024 # DEPENDENCYPART_TRISIBL
(7,8),(7,20),(7,22),-0.101592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,21),(7,22),-0.0714331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,12),-0.103439 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,13),-0.0950512 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,14),-0.0866571 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,15),-0.106317 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,16),-0.100472 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,17),-0.0865822 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,18),-0.0645919 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,20),-0.0867443 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,21),-0.0771437 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,22),-0.0574171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,12),(7,13),-0.0532686 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,14),-0.0315863 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,15),-0.121215 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,16),-0.0627828 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,17),-0.0315113 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,18),-0.0574218 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,20),-0.0318356 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,21),-0.0521677 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,22),-0.155321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,14),-0.0872059 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,15),-0.126193 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,16),-0.09484 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,17),-0.087131 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,18),-0.0802621 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,20),-0.0872931 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,21),-0.0903621 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,22),-0.134909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,14),(7,15),-0.124728 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,16),-0.103875 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,17),-0.0913107 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,18),-0.0705731 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,20),-0.0914729 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,21),-0.0577295 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,22),-0.0901959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,15),(7,16),-0.0910463 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,17),-0.084264 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,18),-0.0984494 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,20),-0.0844261 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,21),-0.0943494 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,22),-0.0746946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,16),(7,17),-0.0871323 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,18),-0.0803271 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,20),-0.0872944 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,21),-0.0910208 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,22),-0.135387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,17),(7,18),-0.0705731 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,20),-0.0914729 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,21),-0.0577295 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,22),-0.0901959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,18),(7,20),-0.0913703 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,21),-0.0391069 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,22),-0.075887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,20),(7,21),-0.0577295 # DEPENDENCYPART_TRISIBL
(7,9),(7,20),(7,22),-0.0904975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,21),(7,22),-0.0449865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,12),(7,13),0.0436632 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,14),-0.166538 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,15),-0.0180726 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,16),0.0396024 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,17),-0.166538 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,18),0.0196764 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,20),-0.166538 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,21),-0.0533996 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,22),-0.162862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,14),-0.148829 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,15),-0.0556563 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,16),-0.0567225 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,17),-0.148829 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,18),-0.0144826 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,20),-0.148829 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,21),-0.0651307 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,22),-0.101045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,14),(7,15),-0.066567 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,16),-0.0548164 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,17),-0.148524 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,18),-0.0133342 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,20),-0.148524 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,21),-0.0340806 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,22),-0.0957342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,15),(7,16),-0.0672744 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,17),-0.170133 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,18),0.0114205 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,20),-0.170133 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,21),-0.0302106 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,22),-0.0536443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,16),(7,17),-0.149013 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,18),-0.0144873 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,20),-0.149013 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,21),-0.0662182 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,22),-0.0996697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,17),(7,18),-0.0133342 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,20),-0.148524 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,21),-0.0340806 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,22),-0.0957342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,18),(7,20),-0.173732 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,21),-0.0353785 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,22),-0.0754919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,20),(7,21),-0.0340806 # DEPENDENCYPART_TRISIBL
(7,11),(7,20),(7,22),-0.0957342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,21),(7,22),-0.0313506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,13),(7,14),-0.0324995 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,15),-0.108736 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,16),-0.0396009 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,17),-0.0362029 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,18),-0.0894419 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,20),-0.0362226 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,21),0.125107 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,22),0.137036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,14),(7,15),-0.0769926 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,16),-0.0282658 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,17),-0.0695181 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,18),-0.109138 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,20),-0.0695378 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,21),-0.046569 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,22),-0.0986734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,15),(7,16),-0.0553885 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,17),-0.0602149 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,18),-0.122044 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,20),-0.0602347 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,21),0.0446521 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,22),0.0102213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,16),(7,17),-0.0362034 # DEPENDENCYPART_TRISIBL
(7,12),(7,16),(7,18),-0.0894419 # DEPENDENCYPART_TRISIBL
(7,12),(7,16),(7,20),-0.0362232 # DEPENDENCYPART_TRISIBL
(7,12),(7,16),(7,21),0.123781 # DEPENDENCYPART_TRISIBL
(7,12),(7,16),(7,22),0.12517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,17),(7,18),-0.109138 # DEPENDENCYPART_TRISIBL
(7,12),(7,17),(7,20),-0.0695378 # DEPENDENCYPART_TRISIBL
(7,12),(7,17),(7,21),-0.046569 # DEPENDENCYPART_TRISIBL
(7,12),(7,17),(7,22),-0.0986801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,18),(7,20),-0.0592909 # DEPENDENCYPART_TRISIBL
(7,12),(7,18),(7,21),0.0661749 # DEPENDENCYPART_TRISIBL
(7,12),(7,18),(7,22),-0.0111683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,20),(7,21),-0.046569 # DEPENDENCYPART_TRISIBL
