# _root_ Isao Ushikubo , general manager of the investment research department at Toyo Trust & Banking Co. , also was optimistic .
#goldHeads=2,19,2,5,2,5,10,10,10,6,10,13,11,13,14,15,2,19,0,19,19,
#predictedHeads=2,19,2,5,2,5,10,10,10,6,10,13,11,13,14,15,2,19,0,19,19,
(6,8),(6,15),(6,16),-0.140595 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,21),-0.0878322 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,22),-0.166109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,16),(6,21),-0.0878322 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,22),-0.165631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,21),(6,22),-0.0912918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,11),-0.0383471 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,13),-0.146897 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,14),-0.0662389 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,15),-0.146989 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,16),-0.144147 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,21),-0.115709 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,22),-0.157464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,11),(6,13),-0.133238 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,14),-0.0365806 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,15),-0.133328 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,16),-0.130487 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,21),-0.0721982 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,22),-0.139165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,13),(6,14),-0.0532816 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,15),-0.14327 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,16),-0.140429 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,21),-0.0881871 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,22),-0.175113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,14),(6,15),-0.133084 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,16),-0.130248 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,21),-0.0851395 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,22),-0.0586141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,15),(6,16),-0.14055 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,21),-0.0881845 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,22),-0.175134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,16),(6,21),-0.0881845 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,22),-0.174656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,21),(6,22),-0.0934372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,13),-0.134068 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,14),-0.0349986 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,15),-0.134157 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,16),-0.131316 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,21),-0.0742518 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,22),-0.132279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,13),(6,14),-0.0511985 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,15),-0.14422 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,16),-0.141379 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,21),-0.0857006 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,22),-0.17316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,14),(6,15),-0.133913 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,16),-0.131077 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,21),-0.0827058 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,22),-0.0569872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,15),(6,16),-0.1415 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,21),-0.0856981 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,22),-0.173181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,16),(6,21),-0.0856981 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,22),-0.172704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,21),(6,22),-0.0955422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,13),(6,14),-0.0673701 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,15),-0.085191 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,16),-0.0843195 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,21),-0.12662 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,22),-0.101027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,14),(6,15),-0.0776354 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,16),-0.076736 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,21),-0.0886829 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,22),-0.145774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,15),(6,16),-0.0843212 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,21),-0.126621 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,22),-0.0987338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,16),(6,21),-0.12665 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,22),-0.0989489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,21),(6,22),-0.178813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,14),(6,15),-0.153994 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,16),-0.158648 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,21),-0.0964995 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,22),0.00908213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,15),(6,16),-0.163422 # DEPENDENCYPART_TRISIBL
(6,13),(6,15),(6,21),-0.0815984 # DEPENDENCYPART_TRISIBL
(6,13),(6,15),(6,22),-0.145801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,16),(6,21),-0.0815993 # DEPENDENCYPART_TRISIBL
(6,13),(6,16),(6,22),-0.149077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,21),(6,22),-0.0527675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,15),(6,16),-0.0378462 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,21),-0.12094 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,22),-0.0672931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,16),(6,21),-0.120953 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,22),-0.0775254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,21),(6,22),-0.254414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,16),(6,21),-0.0846458 # DEPENDENCYPART_TRISIBL
(6,15),(6,16),(6,22),-0.160766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,21),(6,22),-0.0685071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,21),(6,22),-0.091871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,4),(6,3),-0.131658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,-1),-0.305673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,-1),-0.206785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,3),(6,-1),-0.305005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,11),-0.108561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,22),-0.148131 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,22),-0.119977 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,11),(8,22),-0.157829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,-1),-0.139501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.105241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.121277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,22),-0.173466 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,13),-0.19622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,22),-0.156601 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,22),-0.199694 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,13),-0.119546 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,22),-0.144986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,22),-0.158279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,22),-0.154091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.0443046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.0966287 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,-1),-0.12742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,-1),-0.0192397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,13),-0.188672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.0174875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.191305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),-0.227387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,17),-0.0386053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,18),-0.182962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,19),-0.0979345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,20),-0.177612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,21),-0.175538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,22),-0.103578 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.125221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),-0.188173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,16),-0.226737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,17),-0.235981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,18),-0.167867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,19),-0.14476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,20),-0.133599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,21),-0.177192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,22),-0.155139 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),-0.121778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,16),-0.175533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,17),-0.147276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,18),-0.196525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,19),-0.071871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,20),-0.155049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,21),-0.49342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,22),-0.118575 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,16),-0.227295 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,17),-0.235043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,18),-0.169161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,19),-0.144768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,20),-0.133607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,21),-0.180233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,22),-0.186756 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,17),-0.201396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,18),-0.167982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,19),-0.14323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,20),-0.133733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,21),-0.185879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,22),-0.106394 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,17),(10,18),-0.195293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,19),-0.189446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,20),-0.273637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,21),-0.236315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,22),-0.74452 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,18),(10,19),-0.0816786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,20),-0.198026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,21),-0.234825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,22),-0.154832 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,19),(10,20),-0.1802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,21),-0.198437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,22),-0.0536159 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,20),(10,21),-0.148961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,20),(10,22),-0.0899479 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,21),(10,22),-0.271545 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,13),(10,14),-0.0212063 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),-0.0816968 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,16),-0.0809348 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,17),-0.0663875 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,18),-0.0777943 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,19),-0.139137 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,20),-0.0316275 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,21),-0.109477 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,22),-0.165721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.0727207 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,16),-0.0719308 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,17),0.00789338 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,18),-0.0529067 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,19),-0.145044 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,20),-0.0309355 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,21),-0.056832 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,22),-0.114988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,16),-0.0809364 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,17),-0.066228 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,18),-0.0777943 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,19),-0.139034 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,20),-0.0316275 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,21),-0.109478 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,22),-0.162212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,16),(10,17),-0.0663194 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,18),-0.0777943 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,19),-0.139034 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,20),-0.0316275 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,21),-0.109535 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,22),-0.162283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,17),(10,18),-0.0229101 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,19),-0.0823397 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,20),0.0802979 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,21),-0.0938617 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,22),-0.386819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,18),(10,19),-0.137161 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,20),-0.0366578 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,21),-0.0801118 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,22),-0.139715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,19),(10,20),-0.0302591 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,21),-0.148226 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,22),-0.184408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,20),(10,21),-0.116655 # DEPENDENCYPART_TRISIBL
(10,11),(10,20),(10,22),-0.160735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,21),(10,22),-0.12239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),-0.132604 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,16),-0.137144 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,17),-0.0835107 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,18),-0.0811183 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,19),-0.0912559 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,20),-0.101045 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,21),-0.100962 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,22),-0.176538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,16),-0.132705 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,17),-0.0825051 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,18),-0.0813034 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,19),-0.09347 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,20),-0.101201 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,21),-0.0883072 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,22),-0.201287 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,16),(10,17),-0.0834358 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,18),-0.0813034 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,19),-0.0934701 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,20),-0.101201 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,21),-0.0883081 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,22),-0.204596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,17),(10,18),-0.0736066 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,19),-0.0156758 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,20),-0.114335 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,21),-0.106977 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,22),-0.0520069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,18),(10,19),-0.092742 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,20),-0.100916 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,21),-0.0932435 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,22),-0.165273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,19),(10,20),-0.100864 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,21),-0.0999068 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,22),-0.188221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,20),(10,21),-0.0802435 # DEPENDENCYPART_TRISIBL
(10,13),(10,20),(10,22),-0.155081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,21),(10,22),-0.134795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,16),-0.0233835 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,17),-0.164775 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,18),-0.100452 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,19),-0.070732 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,20),-0.0764111 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,21),-0.134115 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,22),-0.153817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,16),(10,17),-0.170304 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,18),-0.100453 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,19),-0.0707454 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,20),-0.0764164 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,21),-0.134128 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,22),-0.164049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,17),(10,18),-0.0757958 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,19),-0.0839508 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,20),-0.0128061 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,21),-0.100451 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,22),-0.27119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,18),(10,19),-0.076298 # DEPENDENCYPART_TRISIBL
(10,14),(10,18),(10,20),-0.0793841 # DEPENDENCYPART_TRISIBL
(10,14),(10,18),(10,21),-0.0624611 # DEPENDENCYPART_TRISIBL
(10,14),(10,18),(10,22),-0.106272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,19),(10,20),-0.0764039 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,21),-0.153583 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,22),-0.14527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,20),(10,21),-0.12681 # DEPENDENCYPART_TRISIBL
(10,14),(10,20),(10,22),-0.141061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,21),(10,22),-0.171682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,16),(10,17),-0.0833613 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,18),-0.0813036 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,19),-0.0932302 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,20),-0.101199 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,21),-0.0913313 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,22),-0.219648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,17),(10,18),-0.0736069 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,19),-0.0152013 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,20),-0.114332 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,21),-0.11 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,22),-0.072092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,18),(10,19),-0.092502 # DEPENDENCYPART_TRISIBL
(10,15),(10,18),(10,20),-0.100913 # DEPENDENCYPART_TRISIBL
(10,15),(10,18),(10,21),-0.0962668 # DEPENDENCYPART_TRISIBL
(10,15),(10,18),(10,22),-0.181042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,19),(10,20),-0.100862 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,21),-0.10293 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,22),-0.20257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,20),(10,21),-0.0832667 # DEPENDENCYPART_TRISIBL
(10,15),(10,20),(10,22),-0.169536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,21),(10,22),-0.15395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,17),(10,18),-0.0671211 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,19),-0.00662034 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,20),-0.114678 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,21),-0.112981 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,22),-0.126668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,18),(10,19),-0.088439 # DEPENDENCYPART_TRISIBL
(10,16),(10,18),(10,20),-0.101093 # DEPENDENCYPART_TRISIBL
(10,16),(10,18),(10,21),-0.0992473 # DEPENDENCYPART_TRISIBL
(10,16),(10,18),(10,22),-0.200252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,19),(10,20),-0.101041 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,21),-0.105939 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,22),-0.221179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
