# _root_ But then , as quickly as the Dow had fallen , it began to turn around .
#goldHeads=13,13,13,13,4,4,8,9,6,9,13,13,0,13,14,15,13,
#predictedHeads=13,13,13,13,4,4,8,9,6,9,13,13,0,13,14,15,13,
(13,16),(13,17),(13,18),-0.142108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,11),0.0362715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,10),-0.0800398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,9),0.0207964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,8),-0.0871509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,7),-0.163475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,6),-0.0763666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,5),-0.0164334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,4),-0.0320526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,3),0.0362715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,2),0.0428419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,1),-0.0449519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,-1),0.037453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,11),(13,10),0.0204552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,9),-0.414214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,8),-0.157905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,7),-0.220527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,6),-0.113975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,5),-0.210511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,4),-0.214034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,3),-0.159825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,2),-0.176271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,1),-0.172239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,-1),-0.263631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,10),(13,9),-0.149949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,8),-0.0527862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,7),-0.137762 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,6),-0.124789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,5),-0.0706487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,4),-0.0862234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,3),-0.0707497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,2),-0.0310821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,1),-0.0814306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,-1),-0.136163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,9),(13,8),-0.0564736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,7),-0.191679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,6),-0.13228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,5),-0.114501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,4),-0.127549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,3),-0.0887622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,2),-0.0750544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,1),-0.125314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,-1),-0.174417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,8),(13,7),-0.200845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,6),-0.0413224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,5),-0.0726584 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,4),-0.0888784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,3),0.102549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,2),-0.0282949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,1),-0.00984732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,-1),0.0928992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,7),(13,6),-0.125864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,5),-0.128254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,4),-0.148971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,3),-0.0296312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,2),-0.0900835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,1),-0.0297311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,-1),-0.0516101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,6),(13,5),-0.0887105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,4),-0.106791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,3),-0.273468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,2),-0.0472225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,1),-0.296186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,-1),-0.229211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,5),(13,4),-0.148214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,3),-0.174354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,2),-0.0865512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,1),-0.209505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,-1),-0.182457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,4),(13,3),-0.198812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,2),-0.0531668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,1),-0.222564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,-1),-0.257012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,3),(13,2),-0.176271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,3),(13,1),-0.172239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,3),(13,-1),-0.263631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,2),(13,1),-0.207804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,2),(13,-1),-0.252289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,1),(13,-1),-0.271436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,11),(13,10),-0.0470047 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,9),0.118136 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,8),-0.219607 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,7),-0.105476 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,6),0.0606829 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,5),0.00062038 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,4),0.0493419 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,3),0.0156616 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,2),-0.018142 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,1),-0.088208 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,-1),-0.10824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,10),(13,9),-0.0537984 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,8),-0.123469 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,7),-0.0925025 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,6),-0.0185417 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,5),-0.0199811 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,4),0.00357793 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,3),0.0184245 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,2),-0.0298874 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,1),-0.0320207 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,-1),-0.0548546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,9),(13,8),-0.0993586 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,7),-0.0925014 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,6),-0.0209311 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,5),-0.0200192 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,4),0.00366662 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,3),0.0393548 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,2),-0.0299254 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,1),-0.0282756 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,-1),-0.00389591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,8),(13,7),-0.0925062 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,6),-0.00141401 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,5),-0.0345802 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,4),-0.0108916 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,3),0.0125797 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,2),-0.0444865 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,1),-0.0321568 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,-1),-0.105596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,7),(13,6),-0.0189887 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,5),-0.0196436 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,4),0.00405319 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,3),0.00938381 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,2),-0.0295499 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,1),-0.0320909 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,-1),-0.0441691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,6),(13,5),-0.0243288 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,4),-0.00170648 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,3),-0.0863154 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,2),-0.0343007 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,1),0.0587918 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,-1),0.0566295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,5),(13,4),-0.0020079 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,3),0.0191667 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,2),-0.0335631 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,1),-0.00805958 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,-1),-0.0215521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,4),(13,3),0.0118504 # DEPENDENCYPART_TRISIBL
(13,12),(13,4),(13,2),-0.0317063 # DEPENDENCYPART_TRISIBL
(13,12),(13,4),(13,1),-0.00909846 # DEPENDENCYPART_TRISIBL
(13,12),(13,4),(13,-1),-0.0130768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,3),(13,2),-0.018142 # DEPENDENCYPART_TRISIBL
(13,12),(13,3),(13,1),-0.088208 # DEPENDENCYPART_TRISIBL
(13,12),(13,3),(13,-1),-0.10824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,2),(13,1),0.00518678 # DEPENDENCYPART_TRISIBL
(13,12),(13,2),(13,-1),-0.0311836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,1),(13,-1),-0.0569742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,10),(13,9),-0.114481 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,8),-0.148082 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,7),-0.0598414 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,6),0.0189664 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,5),-0.0294806 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,4),-0.025924 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,3),0.320159 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,2),-0.0265889 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,1),0.0466228 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,-1),0.0284954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,9),(13,8),-0.157689 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,7),-0.0541478 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,6),0.0238397 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,5),-0.00747185 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,4),-0.000310497 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,3),0.266255 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,2),-0.00456598 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,1),0.142845 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,-1),0.0897482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,8),(13,7),-0.128357 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,6),0.171959 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,5),-0.0490062 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,4),-0.0472276 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,3),0.0721143 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,2),-0.0467904 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,1),-0.022507 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,-1),-0.0242391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,7),(13,6),0.0248743 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,5),-0.0348659 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,4),-0.0311612 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,3),0.14448 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,2),-0.0319603 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,1),0.0824761 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,-1),-0.0287707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,6),(13,5),0.0308435 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,4),0.0289815 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,3),0.602022 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,2),0.0398149 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,1),0.190131 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,-1),0.164762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,5),(13,4),-0.0136047 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,3),0.443022 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,2),-0.0155259 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,1),0.0597709 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,-1),0.0438657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,4),(13,3),0.516916 # DEPENDENCYPART_TRISIBL
(13,11),(13,4),(13,2),-0.0276149 # DEPENDENCYPART_TRISIBL
(13,11),(13,4),(13,1),0.0625514 # DEPENDENCYPART_TRISIBL
(13,11),(13,4),(13,-1),0.0846332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,3),(13,2),-0.00634154 # DEPENDENCYPART_TRISIBL
(13,11),(13,3),(13,1),0.0479988 # DEPENDENCYPART_TRISIBL
(13,11),(13,3),(13,-1),-0.125171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,2),(13,1),0.0559153 # DEPENDENCYPART_TRISIBL
(13,11),(13,2),(13,-1),0.0573458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,1),(13,-1),-0.15107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,9),(13,8),-0.0451472 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,7),-0.0305224 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,6),-0.100002 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,5),-0.0745775 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,4),-0.0723843 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,3),-0.0584717 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,2),-0.0774804 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,1),-0.0788155 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,-1),-0.189498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,8),(13,7),-0.0333496 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,6),-0.100571 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,5),-0.0745818 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,4),-0.0723886 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,3),-0.062013 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,2),-0.0774847 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,1),-0.0790622 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,-1),-0.162365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,7),(13,6),-0.103015 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,5),-0.0678986 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,4),-0.0657053 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,3),-0.0618556 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,2),-0.0711463 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,1),-0.0788776 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,-1),-0.115262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,6),(13,5),-0.0749612 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,4),-0.0727682 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,3),-0.0585859 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,2),-0.0778877 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,1),-0.0805209 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,-1),-0.189634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,5),(13,4),-0.0757278 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,3),-0.0619483 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,2),-0.0807402 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,1),-0.0812761 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,-1),-0.141528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,4),(13,3),-0.0619483 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,2),-0.0807889 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,1),-0.0812761 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,-1),-0.144991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,3),(13,2),-0.0846895 # DEPENDENCYPART_TRISIBL
(13,10),(13,3),(13,1),-0.0661462 # DEPENDENCYPART_TRISIBL
(13,10),(13,3),(13,-1),-0.251683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,2),(13,1),-0.0812761 # DEPENDENCYPART_TRISIBL
(13,10),(13,2),(13,-1),-0.141602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,1),(13,-1),-0.178408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,8),(13,7),-0.0592171 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,6),-0.0833441 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,5),-0.064821 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,4),-0.0711316 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,3),-0.0979783 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,2),-0.0592516 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,1),-0.0600299 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,-1),-0.133725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,7),(13,6),-0.0801967 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,5),-0.0647353 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,4),-0.0710434 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,3),-0.0839714 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,2),-0.0591659 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,1),-0.0870626 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,-1),-0.142308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,6),(13,5),-0.0652946 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,4),-0.0716006 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,3),-0.0567185 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,2),-0.0597738 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,1),-0.103515 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,-1),-0.123421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,5),(13,4),-0.0702817 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,3),-0.0839795 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,2),-0.0584036 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,1),-0.0885667 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,-1),-0.100255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,4),(13,3),-0.0771038 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,2),-0.0584049 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,1),-0.0885695 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,-1),-0.100774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,3),(13,2),0.0137946 # DEPENDENCYPART_TRISIBL
(13,9),(13,3),(13,1),-0.0880842 # DEPENDENCYPART_TRISIBL
(13,9),(13,3),(13,-1),-0.138137 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,2),(13,1),-0.0885686 # DEPENDENCYPART_TRISIBL
(13,9),(13,2),(13,-1),-0.100312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,1),(13,-1),-0.072539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,7),(13,6),-0.079162 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,5),-0.0624738 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,4),-0.0664957 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,3),-0.0473426 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,2),-0.0688364 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,1),-0.0388826 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,-1),-0.0416611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,6),(13,5),-0.0484382 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,4),-0.0541035 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,3),-0.061536 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,2),-0.0536165 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,1),-0.0142748 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,-1),-0.00355894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,5),(13,4),-0.0824311 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,3),-0.041025 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,2),-0.0835549 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,1),-0.0285592 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,-1),-0.0566108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,4),(13,3),-0.0452279 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,2),-0.0842669 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,1),-0.0315065 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,-1),-0.0712057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,3),(13,2),-0.111903 # DEPENDENCYPART_TRISIBL
(13,8),(13,3),(13,1),-0.126895 # DEPENDENCYPART_TRISIBL
(13,8),(13,3),(13,-1),-0.122454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,2),(13,1),-0.029171 # DEPENDENCYPART_TRISIBL
(13,8),(13,2),(13,-1),-0.0465075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,1),(13,-1),0.0280081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,6),(13,5),-0.062071 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,4),-0.0688216 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,3),-0.0351149 # DEPENDENCYPART_TRISIBL
