# _root_ Mr. Fromstein disclosed the planned steps , expected within a few months , as Blue Arrow posted a 2.5 % drop in its third-quarter pretax earnings .
#goldHeads=2,3,0,6,6,3,6,6,8,12,12,9,6,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
#predictedHeads=2,3,0,6,6,3,6,6,8,12,12,9,3,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
(8,10),(8,27),(8,28),-0.139077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,12),(8,13),-0.0850943 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,14),-0.0637342 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,16),-0.0916781 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,17),-0.114914 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,21),-0.113064 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,22),-0.0792778 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,27),-0.0947943 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,28),-0.118212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,13),(8,14),0.0581679 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,16),-0.0940464 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,17),-0.136356 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,21),-0.110658 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,22),0.0194923 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,27),-0.098518 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,28),-0.181144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,14),(8,16),-0.0788887 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,17),-0.117143 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,21),-0.130092 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,22),-0.103667 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,27),-0.0512774 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,28),-0.1027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,16),(8,17),-0.116943 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,21),-0.108751 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,22),-0.0260553 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,27),-0.0772843 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,28),-0.155283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,17),(8,21),-0.108756 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,22),-0.0604636 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,27),-0.0779688 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,28),-0.115956 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,21),(8,22),-0.0928689 # DEPENDENCYPART_TRISIBL
(8,11),(8,21),(8,27),-0.0686896 # DEPENDENCYPART_TRISIBL
(8,11),(8,21),(8,28),-0.126872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,22),(8,27),-0.0343161 # DEPENDENCYPART_TRISIBL
(8,11),(8,22),(8,28),-0.0960834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,27),(8,28),-0.170505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,13),(8,14),-0.0510705 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,16),-0.111369 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,17),-0.099766 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,21),-0.173101 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,22),-0.0404934 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,27),-0.0824428 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,28),-0.130004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,14),(8,16),-0.0987168 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,17),-0.113343 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,21),-0.143329 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,22),-0.0403217 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,27),-0.0512507 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,28),-0.0237436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,16),(8,17),-0.105519 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,21),-0.126152 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,22),-0.0289796 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,27),-0.0477496 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,28),-0.0820557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,17),(8,21),-0.125629 # DEPENDENCYPART_TRISIBL
(8,12),(8,17),(8,22),-0.0259116 # DEPENDENCYPART_TRISIBL
(8,12),(8,17),(8,27),-0.0468755 # DEPENDENCYPART_TRISIBL
(8,12),(8,17),(8,28),-0.0889877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,21),(8,22),-0.0350538 # DEPENDENCYPART_TRISIBL
(8,12),(8,21),(8,27),-0.0362989 # DEPENDENCYPART_TRISIBL
(8,12),(8,21),(8,28),-0.1009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,22),(8,27),-0.0458592 # DEPENDENCYPART_TRISIBL
(8,12),(8,22),(8,28),-0.0196581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,27),(8,28),-0.0251921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,14),(8,16),-0.0503098 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,17),-0.0844894 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,21),-0.0949363 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,22),-0.172434 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,27),0.0644724 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,28),0.0387773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,16),(8,17),-0.0641363 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,21),-0.0621591 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,22),-0.109352 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,27),-0.0798361 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,28),-0.119764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,17),(8,21),-0.0722034 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,22),-0.0811835 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,27),0.0185708 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,28),-0.0771596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,21),(8,22),-0.124332 # DEPENDENCYPART_TRISIBL
(8,13),(8,21),(8,27),-0.0278854 # DEPENDENCYPART_TRISIBL
(8,13),(8,21),(8,28),-0.0241591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,22),(8,27),0.0437886 # DEPENDENCYPART_TRISIBL
(8,13),(8,22),(8,28),-0.0228162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,27),(8,28),-0.236055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,16),(8,17),-0.113217 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,21),-0.106162 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,22),-0.109528 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,27),-0.140028 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,28),-0.0865104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,17),(8,21),-0.10015 # DEPENDENCYPART_TRISIBL
(8,14),(8,17),(8,22),-0.0965715 # DEPENDENCYPART_TRISIBL
(8,14),(8,17),(8,27),-0.1464 # DEPENDENCYPART_TRISIBL
(8,14),(8,17),(8,28),-0.120314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,21),(8,22),-0.101195 # DEPENDENCYPART_TRISIBL
(8,14),(8,21),(8,27),-0.116927 # DEPENDENCYPART_TRISIBL
(8,14),(8,21),(8,28),-0.0924981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,22),(8,27),-0.170314 # DEPENDENCYPART_TRISIBL
(8,14),(8,22),(8,28),-0.131148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,27),(8,28),-0.0310257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,17),(8,21),-0.138569 # DEPENDENCYPART_TRISIBL
(8,16),(8,17),(8,22),-0.0945607 # DEPENDENCYPART_TRISIBL
(8,16),(8,17),(8,27),-0.0744775 # DEPENDENCYPART_TRISIBL
(8,16),(8,17),(8,28),-0.069457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,21),(8,22),-0.124942 # DEPENDENCYPART_TRISIBL
(8,16),(8,21),(8,27),-0.0470394 # DEPENDENCYPART_TRISIBL
(8,16),(8,21),(8,28),-0.0413671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,22),(8,27),-0.0176403 # DEPENDENCYPART_TRISIBL
(8,16),(8,22),(8,28),-0.124426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,27),(8,28),-0.0871533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,21),(8,22),-0.0613429 # DEPENDENCYPART_TRISIBL
(8,17),(8,21),(8,27),-0.0630152 # DEPENDENCYPART_TRISIBL
(8,17),(8,21),(8,28),-0.156854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,22),(8,27),-0.0521677 # DEPENDENCYPART_TRISIBL
(8,17),(8,22),(8,28),-0.146631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,27),(8,28),-0.119847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,21),(8,22),(8,27),-0.0682113 # DEPENDENCYPART_TRISIBL
(8,21),(8,22),(8,28),-0.0231779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,21),(8,27),(8,28),-0.0261028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,22),(8,27),(8,28),-0.065793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.179473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,5),-0.0818196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.224932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,3),-0.230989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,2),-0.161782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.221942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,5),-0.0729653 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,4),-0.172727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,3),-0.073894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,2),-0.112096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.0874716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,4),-0.144319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,3),-0.141579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,2),-0.115334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,-1),-0.191485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,3),-0.13748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,2),-0.114772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,-1),-0.104008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,3),(8,2),-0.120475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,-1),-0.167506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,2),(8,-1),-0.125935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),-0.0974875 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,4),-0.0272692 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,3),-0.0967659 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,2),-0.105933 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.124819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,4),-0.041872 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,3),-0.0986339 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,2),-0.102803 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,-1),-0.102504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,3),-0.0986056 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,2),-0.101519 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,-1),-0.155347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,3),(8,2),-0.09812 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,-1),-0.00486253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,2),(8,-1),-0.134505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,4),-0.0181474 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,3),-0.0428925 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,2),-0.0616614 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,-1),-0.0877644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,3),-0.0428017 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,2),-0.0649121 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,-1),-0.0864088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,3),(8,2),-0.0610134 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,-1),-0.0529555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,-1),-0.123955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,4),(8,3),-0.0764853 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,2),-0.056458 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,-1),-0.061795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,3),(8,2),-0.0557439 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,-1),-0.147038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,2),(8,-1),-0.111474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,3),(8,2),-0.108327 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,-1),-0.143912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,2),(8,-1),-0.149152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,2),(8,-1),-0.127242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.108151 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.0492561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),0.0014139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.238842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.073331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,17),-0.0961953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,27),-0.176351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,28),-0.0843147 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.0636751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),-0.00337955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.232314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.0180419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,17),-0.0900006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,27),-0.108195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,28),0.0207243 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),0.13739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,14),-0.0588698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),-0.0411034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,17),-0.0959676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,27),-0.111704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,28),0.257987 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,14),-0.412113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,16),0.0092065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,17),0.0119367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,27),-0.18807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,28),-0.550184 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,16),-0.0349289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,17),-0.0264923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,27),-0.262575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,28),-0.264235 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,17),-0.101651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,27),-0.115723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,28),0.21724 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,17),(9,27),-0.0386064 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,28),0.124582 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,27),(9,28),-0.319099 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.113909 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),-0.0944528 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),-0.105655 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.0993148 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,17),-0.100685 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,27),-0.0805054 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,28),-0.111235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),-0.081687 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,14),-0.0973364 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),-0.0987203 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,17),-0.100716 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,27),-0.0843375 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,28),-0.12533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,14),-0.119194 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,16),-0.101374 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,17),-0.129002 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,27),-0.0861276 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,28),-0.0270965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,16),-0.0997934 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,17),-0.100857 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,27),-0.0615886 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,28),-0.171296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,17),-0.103487 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,27),-0.0817775 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,28),-0.163841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,17),(9,27),-0.0783493 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,28),-0.143459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,27),(9,28),-0.154764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,13),-0.0754919 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,14),-0.0842355 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,16),-0.0934886 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,17),-0.116205 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,27),-0.0996086 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,28),-0.0696213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,14),-0.0356233 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,16),-0.0990516 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,17),-0.13418 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,27),-0.0999676 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,28),-0.0940993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,16),-0.080498 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,17),-0.118955 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,27),-0.0458252 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,28),-0.0784735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,17),-0.116204 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,27),-0.0775719 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,28),-0.112699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,17),(9,27),-0.0793856 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,28),-0.107471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,27),(9,28),-0.113431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,14),0.0158221 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,16),-0.120483 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,17),-0.0524512 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,27),-0.115311 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,28),-0.118822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,16),-0.105241 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,17),-0.114823 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,27),-0.0729254 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,28),-0.0377761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,16),(9,17),-0.10273 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,27),-0.0713761 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,28),-0.0734322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,17),(9,27),-0.0693876 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,28),-0.11172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,27),(9,28),-0.115856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,14),(9,16),-0.0561145 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,17),-0.0720242 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,27),0.00177474 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,28),-0.0241889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,16),(9,17),-0.0549717 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,27),-0.0803041 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,28),-0.122345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,17),(9,27),0.111347 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,28),-0.100753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,27),(9,28),-0.338708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,16),(9,17),-0.115822 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,27),-0.13485 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,28),-0.0557198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,17),(9,27),-0.148428 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,28),-0.0751936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,27),(9,28),-0.125847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,17),(9,27),-0.100282 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,28),-0.0808166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,27),(9,28),-0.0687527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,27),(9,28),0.114004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.136438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.0994201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.215684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.105155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.186957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,-1),-0.0857829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.0229105 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.209105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,-1),-0.153507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,-1),-0.131702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
