# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,10,10,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(3,5),(3,12),(3,15),-0.115276 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,22),-0.118261 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,27),-0.108958 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,28),-0.0323503 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,29),-0.128692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,22),-0.129672 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,27),-0.0809311 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,28),-0.0339768 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,29),-0.168728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,22),(3,27),-0.0993942 # DEPENDENCYPART_TRISIBL
(3,5),(3,22),(3,28),0.0525161 # DEPENDENCYPART_TRISIBL
(3,5),(3,22),(3,29),-0.152301 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,27),(3,28),-0.00370493 # DEPENDENCYPART_TRISIBL
(3,5),(3,27),(3,29),-0.111892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,28),(3,29),-0.14588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,11),-0.0506836 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,12),-0.0761609 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,15),-0.0885369 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,22),-0.0506836 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,27),-0.0994441 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,28),-0.123028 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,29),-0.0660568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,12),-0.0390349 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,15),0.0274047 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,22),-0.0824018 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,27),-0.0930504 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,28),-0.0827563 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,29),-0.228606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,15),-0.07616 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,22),-0.0340643 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,27),-0.103518 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,28),-0.117612 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,29),-0.0965806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,15),(3,22),-0.0491241 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,27),-0.0994585 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,28),-0.123026 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,29),-0.0857842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,22),(3,27),-0.0930504 # DEPENDENCYPART_TRISIBL
(3,6),(3,22),(3,28),-0.0827563 # DEPENDENCYPART_TRISIBL
(3,6),(3,22),(3,29),-0.228606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,27),(3,28),-0.0812961 # DEPENDENCYPART_TRISIBL
(3,6),(3,27),(3,29),-0.0587759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,28),(3,29),-0.153382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,11),(3,12),-0.00979863 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,15),-0.238074 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,22),-0.0437452 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,27),-0.0649155 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,28),-0.0370604 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,29),-0.0988012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,12),(3,15),-0.170359 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,22),-0.0296299 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,27),-0.0686661 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,28),-0.0931843 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,29),-0.0757727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,15),(3,22),-0.0403047 # DEPENDENCYPART_TRISIBL
(3,10),(3,15),(3,27),-0.0730303 # DEPENDENCYPART_TRISIBL
(3,10),(3,15),(3,28),-0.0958847 # DEPENDENCYPART_TRISIBL
(3,10),(3,15),(3,29),-0.105514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,22),(3,27),-0.0649155 # DEPENDENCYPART_TRISIBL
(3,10),(3,22),(3,28),-0.0370604 # DEPENDENCYPART_TRISIBL
(3,10),(3,22),(3,29),-0.0988012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,27),(3,28),-0.0725723 # DEPENDENCYPART_TRISIBL
(3,10),(3,27),(3,29),-0.0338583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,28),(3,29),-0.0899902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,12),(3,15),-0.0535661 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,22),0.181946 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,27),0.00039997 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,28),-0.105407 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,29),-0.0836503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,15),(3,22),0.113562 # DEPENDENCYPART_TRISIBL
(3,11),(3,15),(3,27),-0.0677587 # DEPENDENCYPART_TRISIBL
(3,11),(3,15),(3,28),-0.0897074 # DEPENDENCYPART_TRISIBL
(3,11),(3,15),(3,29),-0.0971477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,22),(3,27),-0.106278 # DEPENDENCYPART_TRISIBL
(3,11),(3,22),(3,28),-0.113025 # DEPENDENCYPART_TRISIBL
(3,11),(3,22),(3,29),-0.285753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,27),(3,28),-0.146916 # DEPENDENCYPART_TRISIBL
(3,11),(3,27),(3,29),-0.282415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,28),(3,29),-0.169276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,15),(3,22),-0.0567766 # DEPENDENCYPART_TRISIBL
(3,12),(3,15),(3,27),-0.106134 # DEPENDENCYPART_TRISIBL
(3,12),(3,15),(3,28),-0.0580972 # DEPENDENCYPART_TRISIBL
(3,12),(3,15),(3,29),-0.131269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,22),(3,27),-0.100611 # DEPENDENCYPART_TRISIBL
(3,12),(3,22),(3,28),-0.0321933 # DEPENDENCYPART_TRISIBL
(3,12),(3,22),(3,29),-0.187034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,27),(3,28),-0.0101503 # DEPENDENCYPART_TRISIBL
(3,12),(3,27),(3,29),-0.139524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,28),(3,29),-0.154452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,22),(3,27),-0.065006 # DEPENDENCYPART_TRISIBL
(3,15),(3,22),(3,28),-0.0366564 # DEPENDENCYPART_TRISIBL
(3,15),(3,22),(3,29),-0.100421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,27),(3,28),-0.0723754 # DEPENDENCYPART_TRISIBL
(3,15),(3,27),(3,29),-0.0329156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,28),(3,29),-0.0928564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,22),(3,27),(3,28),-0.146916 # DEPENDENCYPART_TRISIBL
(3,22),(3,27),(3,29),-0.282415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,22),(3,28),(3,29),-0.169276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,27),(3,28),(3,29),0.0869887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.12407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),0.246141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),0.0393309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),0.014831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.0654166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.148597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.151017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.146193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.0863865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,12),-0.107834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,15),-0.205166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,22),-0.0863865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,23),-0.103786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,25),-0.116503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,27),0.02563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,28),-0.228584 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,29),0.0649906 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,8),-0.204719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.20441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),-0.0790964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),-0.0883036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,12),-0.13093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,15),-0.152939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,22),-0.0883036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,23),-0.0877367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,25),-0.0972116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,27),-0.206219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,28),-0.231321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,29),-0.200084 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.211439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,10),0.0335697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),-0.187578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,12),-0.0884947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,15),-0.0254022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,22),-0.187578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,23),-0.0763726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,25),0.0649482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,27),-0.0823633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,28),-0.273792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,29),-0.0598717 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),0.0326991 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,11),-0.174023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,12),-0.0898505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,15),-0.0262728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,22),-0.174023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,23),-0.076374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,25),0.0391542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,27),-0.0814185 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,28),-0.274861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,29),-0.0238667 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),0.00536536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,12),0.0093857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,15),-0.107314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,22),0.00536536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,23),-0.0176007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,25),0.0514466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,27),-0.0862233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,28),-0.27622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,29),-0.0331364 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,12),-0.326602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,15),-0.262286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,22),-0.121752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,23),0.0853502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,25),-0.251356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,27),-0.173242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,28),-0.21294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,29),-0.385921 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,12),(4,15),-0.116025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,22),-0.0555651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,23),-0.0710395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,25),-0.0482376 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,27),-0.0942086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,28),-0.236141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,29),-0.108234 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,15),(4,22),0.0047776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,23),-0.0175529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,25),0.0460588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,27),-0.0803198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,28),-0.27622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,29),-0.0159681 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,22),(4,23),0.0853502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,22),(4,25),-0.251356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,22),(4,27),-0.173242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,22),(4,28),-0.21294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,22),(4,29),-0.385921 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,23),(4,25),-0.0942366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,23),(4,27),-0.138904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,23),(4,28),-0.267502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,23),(4,29),-0.3568 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,25),(4,27),-0.20588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,25),(4,28),-0.229914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,25),(4,29),-0.225842 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,27),(4,28),-0.486622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,27),(4,29),-0.338302 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,28),(4,29),-0.268335 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,8),-0.0999729 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.100059 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.124894 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.143352 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,12),-0.10412 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,15),-0.124894 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,22),-0.143352 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,23),-0.0860028 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,25),-0.114629 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,27),-0.0656578 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,28),-0.0156985 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,29),-0.0909441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.0997889 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,10),-0.113579 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.118787 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,12),-0.10317 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,15),-0.113579 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,22),-0.118787 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,23),-0.0845722 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,25),-0.130407 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,27),-0.0819946 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,28),-0.0119779 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,29),-0.118384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,10),-0.113579 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,11),-0.118787 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,12),-0.10317 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,15),-0.113579 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,22),-0.118787 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,23),-0.0845722 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,25),-0.130407 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,27),-0.0819946 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,28),-0.0119779 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,29),-0.118371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,11),-0.14435 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,12),-0.10308 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,15),-0.115551 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,22),-0.14435 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,23),-0.0852815 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,25),-0.131965 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,27),-0.0568163 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,28),-0.0138836 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,29),-0.180089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,12),-0.126211 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,15),-0.102224 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,22),-0.132786 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,23),-0.0862467 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,25),-0.168132 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,27),-0.0790934 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,28),0.0759977 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,29),-0.151267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,12),(4,15),-0.113731 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,22),-0.124708 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,23),-0.0845678 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,25),-0.127781 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,27),-0.0853231 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,28),-0.0117352 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,29),-0.122379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,15),(4,22),-0.144326 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,23),-0.0852815 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,25),-0.131965 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,27),-0.0568177 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,28),-0.0138763 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,29),-0.179855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,22),(4,23),-0.0862467 # DEPENDENCYPART_TRISIBL
(4,5),(4,22),(4,25),-0.168132 # DEPENDENCYPART_TRISIBL
(4,5),(4,22),(4,27),-0.0790934 # DEPENDENCYPART_TRISIBL
(4,5),(4,22),(4,28),0.0759977 # DEPENDENCYPART_TRISIBL
(4,5),(4,22),(4,29),-0.151267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,23),(4,25),-0.13747 # DEPENDENCYPART_TRISIBL
(4,5),(4,23),(4,27),-0.0808493 # DEPENDENCYPART_TRISIBL
(4,5),(4,23),(4,28),-0.0118789 # DEPENDENCYPART_TRISIBL
(4,5),(4,23),(4,29),-0.0999318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,25),(4,27),-0.0664691 # DEPENDENCYPART_TRISIBL
(4,5),(4,25),(4,28),-0.0161754 # DEPENDENCYPART_TRISIBL
(4,5),(4,25),(4,29),-0.0998084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,27),(4,28),0.0449599 # DEPENDENCYPART_TRISIBL
(4,5),(4,27),(4,29),-0.00551513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,28),(4,29),-0.140864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,9),-0.0869723 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,10),-0.0940718 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,11),-0.034263 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,12),-0.0775143 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,15),-0.0976552 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,22),-0.034263 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,23),-0.0725725 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,25),-0.11513 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,27),-0.10645 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,28),-0.102431 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,29),-0.119801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,9),(4,10),-0.0940955 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,11),-0.0342671 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,12),-0.077511 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,15),-0.0976789 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,22),-0.0342671 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,23),-0.0725725 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,25),-0.115135 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,27),-0.106592 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,28),-0.1018 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,29),-0.118825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,11),-0.0160293 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,12),-0.0846082 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,15),-0.112491 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,22),-0.0160293 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,23),-0.0722081 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,25),-0.123138 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,27),-0.0981605 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,28),-0.105248 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,29),-0.058165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,12),-0.0084255 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,15),-0.00529211 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,22),-0.00876018 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,23),-0.0562053 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,25),-0.0807425 # DEPENDENCYPART_TRISIBL
