# _root_ But in another dramatic burst , the Dow tacked on 42 points in five minutes , and at 10:25 the index showed a gain of 5.74 .
#goldHeads=9,9,5,5,2,9,8,9,0,9,12,10,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,12,9,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
(2,11),(2,13),(2,27),-0.0806024 # DEPENDENCYPART_TRISIBL
(2,11),(2,13),(2,28),-0.0488143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,16),(2,17),-0.160294 # DEPENDENCYPART_TRISIBL
(2,11),(2,16),(2,27),-0.102327 # DEPENDENCYPART_TRISIBL
(2,11),(2,16),(2,28),-0.207839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,17),(2,27),-0.0828762 # DEPENDENCYPART_TRISIBL
(2,11),(2,17),(2,28),-0.0503466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,27),(2,28),-0.107209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,13),(2,16),0.0389676 # DEPENDENCYPART_TRISIBL
(2,12),(2,13),(2,17),0.00611505 # DEPENDENCYPART_TRISIBL
(2,12),(2,13),(2,27),-0.0897769 # DEPENDENCYPART_TRISIBL
(2,12),(2,13),(2,28),-0.00889739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,16),(2,17),-0.0650713 # DEPENDENCYPART_TRISIBL
(2,12),(2,16),(2,27),-0.130635 # DEPENDENCYPART_TRISIBL
(2,12),(2,16),(2,28),-0.095921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,17),(2,27),-0.0717014 # DEPENDENCYPART_TRISIBL
(2,12),(2,17),(2,28),-0.0505142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,27),(2,28),-0.106797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,16),(2,17),-0.0679844 # DEPENDENCYPART_TRISIBL
(2,13),(2,16),(2,27),-0.080679 # DEPENDENCYPART_TRISIBL
(2,13),(2,16),(2,28),-0.197318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,17),(2,27),-0.0660965 # DEPENDENCYPART_TRISIBL
(2,13),(2,17),(2,28),-0.181373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,27),(2,28),-0.186289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,17),(2,27),0.00648901 # DEPENDENCYPART_TRISIBL
(2,16),(2,17),(2,28),-0.039927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,27),(2,28),-0.35615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,17),(2,27),(2,28),-0.189647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.278394 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,6),-0.0922423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.113487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,28),-0.217945 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,9),-0.105066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,28),-0.568285 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,28),-0.0275461 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,6),(3,9),-0.128015 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,28),-0.167316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,28),-0.127838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,28),-0.171745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.421823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,6),(4,8),-0.0329615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,28),-0.567335 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,28),-0.267291 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,6),(4,8),(4,28),-0.0656505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,1),-0.06853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),-0.195977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,1),(4,-1),-0.325945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,1),(4,-1),-0.0900045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.327582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.0244799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.205397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.101653 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),-0.180512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,12),-0.0461446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,13),-0.427042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,15),-0.0381491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,16),-0.164629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,17),-0.343708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,18),-0.504672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,21),-0.0887805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,22),-0.205506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,24),-0.0666147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,27),-0.236332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,28),-0.77331 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.188128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,9),-0.132039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.0497528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),-0.167541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,12),-0.166559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,13),-0.169671 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,15),-0.156382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,16),-0.150898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,17),-0.1635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,18),-0.18626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,21),-0.288198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,22),-0.131947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,24),-0.266401 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,27),-0.228209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,28),-0.263329 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),-0.164896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,10),-0.0614082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,11),-0.185945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,12),-0.150298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,13),-0.0504952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,15),-0.141185 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,16),-0.23648 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,17),-0.113606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,18),-0.0607278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,21),-0.22244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,22),-0.165698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,24),-0.199507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,27),-0.179557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,28),-0.204657 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,10),-0.0666566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,11),-0.159806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,12),-0.163349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,13),-0.101832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,15),-0.15348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,16),-0.0399206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,17),-0.0342336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,18),-0.138354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,21),-0.215616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,22),-0.15499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,24),-0.193829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,27),-0.208889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,28),-0.0847088 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,11),-0.145565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,12),0.0378268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,13),-0.201584 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,15),0.047021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,16),-0.138662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,17),-0.166437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,18),-0.225779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,21),-0.0243371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,22),-0.156812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,24),-0.00310337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,27),-0.268937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,28),-0.182076 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,12),-0.241747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,13),-0.0849758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,15),-0.229997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,16),-0.108961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,17),-0.161211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,18),-0.115368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,21),-0.25685 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,22),-0.15315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,24),-0.23408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,27),-0.192385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,28),-0.182647 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,12),(5,13),0.00930031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,15),-0.179812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,16),-0.102393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,17),-0.0431072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,18),-0.0362894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,21),-0.224715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,22),-0.154579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,24),-0.202315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,27),-0.132004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,28),-0.151176 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,13),(5,15),-0.214659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,16),-0.111174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,17),-0.0409184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,18),-0.0685215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,21),-0.195923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,22),-0.115825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,24),-0.171079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,27),-0.155863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,28),-0.186886 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,15),(5,16),-0.0963866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,17),-0.044791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,18),-0.0478549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,21),-0.223866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,22),-0.152322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,24),-0.201467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,27),-0.12734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,28),-0.160132 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,16),(5,17),-0.343708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,18),-0.504672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,21),-0.0887805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,22),-0.205506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,24),-0.0666147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,27),-0.236332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,28),-0.77331 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,17),(5,18),-0.1632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,21),-0.193704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,22),-0.0994943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,24),-0.170489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,27),-0.564759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,28),-0.186533 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,18),(5,21),-0.239395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,22),-0.113481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,24),-0.214552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,27),-0.175565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,28),-0.164277 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,21),(5,22),-0.151104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,21),(5,24),-0.227749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,21),(5,27),-0.135797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,21),(5,28),-0.184642 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,22),(5,24),-0.194082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,22),(5,27),-0.202838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,22),(5,28),-0.0845805 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,24),(5,27),-0.138953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,24),(5,28),-0.179576 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,27),(5,28),-0.300381 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.0069262 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.0721318 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),-0.11196 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.0549707 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,12),-0.00457694 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,13),-0.116081 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,15),-0.00417063 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,16),0.357468 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,17),-0.115846 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,18),-0.0543852 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,21),0.0219906 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,22),-0.072238 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,24),0.0249467 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,27),-0.134403 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,28),-0.188555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),-0.0731986 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,10),-0.115504 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,11),-0.0610293 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,12),-0.0139806 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,13),-0.15113 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,15),-0.0135661 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,16),0.60274 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,17),-0.184018 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,18),-0.101639 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,21),-0.00255113 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,22),-0.0733048 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,24),0.00068409 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,27),-0.181522 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,28),-0.0892968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,10),-0.110122 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,11),-0.0554387 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,12),-0.0052336 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,13),-0.111721 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,15),-0.0048263 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,16),0.535057 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,17),-0.138303 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,18),-0.0537604 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,21),0.0220797 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,22),-0.0868086 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,24),0.0250358 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,27),-0.10792 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,28),-0.155845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,11),-0.0547978 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,12),-0.00621219 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,13),-0.111411 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,15),-0.00580588 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,16),0.34914 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,17),-0.115674 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,18),-0.0529195 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,21),0.018107 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,22),-0.0662523 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,24),0.021063 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,27),-0.115682 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,28),-0.156888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,12),-0.00801166 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,13),-0.12638 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,15),-0.00760644 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,16),0.423468 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,17),-0.106386 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,18),-0.0702913 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,21),0.0230747 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,22),-0.0792912 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,24),0.0260307 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,27),-0.143122 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,28),-0.155908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,12),(5,13),-0.121534 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,15),-0.0241512 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,16),0.222113 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,17),-0.144391 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,18),-0.0609746 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,21),-0.0039267 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,22),-0.0464066 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,24),-0.000970655 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,27),-0.127853 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,28),-0.0141077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,13),(5,15),-0.0139352 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,16),0.442519 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,17),-0.159264 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,18),-0.102885 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,21),0.0026225 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,22),-0.092129 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,24),0.00557842 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,27),-0.0641207 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,28),-0.129176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,15),(5,16),0.225124 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,17),-0.145099 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,18),-0.0607286 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,21),-0.00392632 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,22),-0.0465985 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,24),-0.000970269 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,27),-0.128116 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,28),-0.0109418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,16),(5,17),0.027907 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,18),-0.0880013 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,21),-0.021747 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,22),-0.0743882 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,24),-0.0187909 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,27),-0.132329 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,28),-0.394552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,17),(5,18),0.0416891 # DEPENDENCYPART_TRISIBL
(5,6),(5,17),(5,21),-0.0140721 # DEPENDENCYPART_TRISIBL
(5,6),(5,17),(5,22),-0.0782184 # DEPENDENCYPART_TRISIBL
(5,6),(5,17),(5,24),-0.0113249 # DEPENDENCYPART_TRISIBL
(5,6),(5,17),(5,27),-0.0180026 # DEPENDENCYPART_TRISIBL
(5,6),(5,17),(5,28),-0.0085877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,18),(5,21),0.000324568 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,22),-0.0912922 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,24),0.00328049 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,27),-0.0739182 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,28),-0.140533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,21),(5,22),-0.0591382 # DEPENDENCYPART_TRISIBL
(5,6),(5,21),(5,24),-0.0482536 # DEPENDENCYPART_TRISIBL
(5,6),(5,21),(5,27),-0.138919 # DEPENDENCYPART_TRISIBL
(5,6),(5,21),(5,28),-0.0446505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
