# _root_ Like its parent that year , `` Bluefield was not having a good year , '' the judge said .
#goldHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
#predictedHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
(11,10),(11,8),(11,1),-0.0991351 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),-0.0951218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,7),(11,6),-0.0238612 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,5),-0.0344988 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,4),-0.0689759 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,3),-0.0308317 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,1),-0.0961381 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,-1),-0.104341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,6),(11,5),-0.010755 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,4),-0.0732852 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,3),-0.0059045 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,1),-0.0804145 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,-1),-0.110756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,5),(11,4),-0.0789658 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,3),-0.060565 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,1),-0.109092 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,-1),-0.0693951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,4),(11,3),-0.0516693 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,1),-0.0981799 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,-1),-0.0932072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,3),(11,1),-0.107924 # DEPENDENCYPART_TRISIBL
(11,10),(11,3),(11,-1),-0.0571203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,1),(11,-1),-0.0979698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,7),-0.0625218 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,6),-0.0861998 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,5),-0.0778484 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,4),-0.0628053 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,3),-0.0805468 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,1),-0.079435 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,-1),-0.0985032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,7),(11,6),-0.0893814 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,5),-0.0778321 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,4),-0.063173 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,3),-0.0805453 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,1),-0.0853759 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,-1),-0.0409376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,6),(11,5),-0.0705695 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,4),-0.0667206 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,3),-0.0761009 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,1),-0.0689115 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,-1),-0.122657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,5),(11,4),-0.0638666 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,3),-0.0771829 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,1),-0.0811503 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,-1),-0.111691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,4),(11,3),-0.0789921 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,1),-0.0785514 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,-1),-0.132272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,3),(11,1),-0.0811322 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,-1),-0.113359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,1),(11,-1),-0.112393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,7),(11,6),-0.0139943 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,5),-0.0481259 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,4),-0.0357143 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,3),-0.0727213 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,1),-0.0654625 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,-1),-0.192756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,6),(11,5),-0.0650992 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,4),-0.0485151 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,3),-0.115502 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,1),-0.026416 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,-1),-0.178094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,5),(11,4),-0.058174 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,3),-0.0694522 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,1),-0.095539 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,-1),-0.16344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,4),(11,3),-0.0898718 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,1),-0.0858165 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,-1),-0.0958933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,3),(11,1),-0.0952659 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,-1),-0.17942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,1),(11,-1),-0.131857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,6),(11,5),-0.0996742 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,4),0.0127222 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,3),-0.096248 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,1),0.0115141 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,-1),-0.129133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,5),(11,4),0.000243022 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,3),-0.0743987 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,1),-0.0674395 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,-1),-0.0990321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,4),(11,3),-0.0827932 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,1),-0.0550272 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,-1),-0.0553633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,3),(11,1),-0.0674388 # DEPENDENCYPART_TRISIBL
(11,7),(11,3),(11,-1),-0.0988065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,1),(11,-1),-0.10545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,5),(11,4),-0.022509 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,3),-0.0956858 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,1),-0.0249248 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,-1),-0.0666059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,4),(11,3),-0.102652 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,1),-0.0546641 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,-1),-0.147437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,3),(11,1),-0.0303933 # DEPENDENCYPART_TRISIBL
(11,6),(11,3),(11,-1),-0.0762998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,1),(11,-1),-0.108275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,4),(11,3),-0.139082 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,1),-0.0666122 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,-1),-0.0695932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,3),(11,1),-0.0866838 # DEPENDENCYPART_TRISIBL
(11,5),(11,3),(11,-1),-0.0871246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,1),(11,-1),-0.0945788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,3),(11,1),-0.0364768 # DEPENDENCYPART_TRISIBL
(11,4),(11,3),(11,-1),-0.143418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,1),(11,-1),-0.10932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,3),(11,1),(11,-1),-0.106685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,19),-0.146257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,21),-0.262633 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,19),(12,21),-0.01797 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,19),(12,21),-0.134121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,10),-0.159227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,-1),-0.442946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,-1),-0.33556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,10),(12,-1),-0.103859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,18),(13,21),-0.164584 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,12),(13,11),-0.13934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,10),-0.122563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,8),-0.115569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,-1),-0.24523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,11),(13,10),-0.149559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,8),-0.0824305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,-1),-0.345059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,10),(13,8),-0.0726627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,-1),-0.160633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,8),(13,-1),-0.175684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,11),(13,10),-0.0281012 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,8),-0.0864326 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,-1),-0.177361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,10),(13,8),-0.0800657 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,-1),-0.133324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,8),(13,-1),-0.179059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,10),(13,8),-0.0313121 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,-1),-0.0967807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,8),(13,-1),-0.0724368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,8),(13,-1),-0.164978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.0914112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),-0.106626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,19),-0.270043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,21),-0.770759 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,18),-0.33941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,19),-0.171116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,21),-0.280469 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,19),-0.197012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,21),-0.182061 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,19),(14,21),-0.0594263 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,18),0.219539 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,19),-0.046313 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,21),-0.245111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,18),(14,19),-0.0652581 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,21),-0.0953847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,19),(14,21),-0.210036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,18),(14,19),-0.0840778 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,21),-0.151281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,21),-0.0962249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,19),(14,21),-0.0833675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,13),(14,12),-0.0463267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,11),-0.155606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,10),-0.164444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,8),-0.120165 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,7),-0.177564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,5),-0.169985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,4),-0.110486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,2),-0.0823907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,-1),-0.0270819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,12),(14,11),-0.204342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,10),-0.196432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,8),-0.208641 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,7),-0.174417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,5),-0.152404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,4),-0.124746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,2),-0.0956195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,-1),-0.129798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,11),(14,10),-0.220562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,8),-0.0704866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,7),-0.146827 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,5),-0.0218372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,4),-0.117936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,2),0.00945249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,-1),-0.216777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,10),(14,8),-0.116951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,7),-0.180431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,5),-0.154607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,4),-0.045375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,2),-0.0438437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,-1),-0.0744869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,8),(14,7),-0.127684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,5),-0.141546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,4),-0.0392798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,2),-0.0478146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,-1),-0.0872793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,7),(14,5),-0.0114543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,7),(14,4),-0.209306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,7),(14,2),-0.0935999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,7),(14,-1),-0.258995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,5),(14,4),-0.0781374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,5),(14,2),-0.0664832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,5),(14,-1),-0.0905482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,4),(14,2),-0.0896833 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,4),(14,-1),-0.0330003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,2),(14,-1),-0.0324476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,12),(14,11),-0.100951 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,10),0.0554875 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,8),-0.108971 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,7),0.0168459 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,5),-0.108384 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,4),-0.137507 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,2),-0.066876 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,-1),0.0626924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,11),(14,10),-0.0495363 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,8),-0.0349473 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,7),-0.0315523 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,5),-0.0788028 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,4),-0.00874049 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,2),-0.0847786 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,-1),-0.154531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,10),(14,8),-0.0824215 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,7),0.0266879 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,5),-0.0953789 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,4),-0.0886363 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,2),-0.0402706 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,-1),-0.0220915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,8),(14,7),-0.0103155 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,5),-0.0542665 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,4),-0.064914 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,2),-0.0699825 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,-1),-0.0497452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,7),(14,5),-0.0683493 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,4),-0.0155974 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,2),-0.0358266 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,-1),-0.10655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,5),(14,4),-0.0592961 # DEPENDENCYPART_TRISIBL
(14,13),(14,5),(14,2),-0.0323031 # DEPENDENCYPART_TRISIBL
(14,13),(14,5),(14,-1),-0.130657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,4),(14,2),-0.065362 # DEPENDENCYPART_TRISIBL
(14,13),(14,4),(14,-1),0.0496948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,2),(14,-1),0.0340762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,11),(14,10),-0.0158172 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,8),-0.133398 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,7),-0.0637102 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,5),-0.152175 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,4),-0.211718 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,2),-0.130629 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,-1),-0.238238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,10),(14,8),-0.11444 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,7),-0.0334011 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,5),-0.16581 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,4),-0.220208 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,2),-0.109887 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,-1),-0.0875767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,8),(14,7),-0.0550931 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,5),-0.148432 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,4),-0.266969 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,2),-0.109702 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,-1),-0.249528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,7),(14,5),-0.13003 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,4),-0.214315 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,2),-0.11747 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,-1),-0.0999802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,5),(14,4),-0.234148 # DEPENDENCYPART_TRISIBL
(14,12),(14,5),(14,2),-0.122087 # DEPENDENCYPART_TRISIBL
(14,12),(14,5),(14,-1),-0.160102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,4),(14,2),-0.109874 # DEPENDENCYPART_TRISIBL
(14,12),(14,4),(14,-1),-0.28742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,2),(14,-1),-0.22513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,10),(14,8),-0.0158832 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,7),-0.0891357 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,5),-0.0528572 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,4),-0.0526745 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,2),-0.0737492 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,-1),-0.194296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,8),(14,7),-0.0876157 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,5),-0.0473079 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,4),-0.0334722 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,2),-0.0748492 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,-1),-0.104573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,7),(14,5),-0.0638378 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,4),-0.0232147 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,2),-0.0737492 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,-1),-0.141246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,5),(14,4),-0.0184862 # DEPENDENCYPART_TRISIBL
(14,11),(14,5),(14,2),-0.107732 # DEPENDENCYPART_TRISIBL
(14,11),(14,5),(14,-1),-0.180744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,4),(14,2),-0.0737492 # DEPENDENCYPART_TRISIBL
(14,11),(14,4),(14,-1),0.0167644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,2),(14,-1),-0.0920368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,8),(14,7),-0.0516269 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,5),-0.0528447 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,4),-0.121567 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,2),-0.072716 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,-1),-0.168236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,7),(14,5),-0.0385282 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,4),-0.047831 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,2),-0.0719141 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,-1),-0.153687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,5),(14,4),-0.0871792 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,2),-0.0720349 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,-1),-0.140088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,4),(14,2),-0.0718758 # DEPENDENCYPART_TRISIBL
(14,10),(14,4),(14,-1),-0.0710305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,2),(14,-1),-0.0812449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,7),(14,5),-0.0230647 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,4),0.00362289 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,2),0.00262886 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,-1),-0.160516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
