# _root_ George M. Salem , analyst at Prudential-Bache Securities Inc. , called the results `` mildly disappointing . ''
#goldHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
#predictedHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
(17,15),(17,14),(17,-1),-0.151597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,16),-0.0811419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,15),-0.142829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.520415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,15),-0.158499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),-0.523436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,15),(18,-1),-0.495091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,15),-0.0769479 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),-0.152947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,15),(18,-1),-0.188847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,15),(18,-1),-0.129325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(2,1),0.550974 # DEPENDENCYPART_HEADBIGRAM
(0,2),(3,1),0.159847 # DEPENDENCYPART_HEADBIGRAM
(0,2),(5,1),0.168544 # DEPENDENCYPART_HEADBIGRAM
(0,2),(8,1),0.161448 # DEPENDENCYPART_HEADBIGRAM
(0,2),(11,1),0.172114 # DEPENDENCYPART_HEADBIGRAM
(0,3),(0,2),0.0453434 # DEPENDENCYPART_HEADBIGRAM
(0,3),(1,2),0.0785646 # DEPENDENCYPART_HEADBIGRAM
(0,3),(3,2),0.506618 # DEPENDENCYPART_HEADBIGRAM
(0,3),(5,2),0.168521 # DEPENDENCYPART_HEADBIGRAM
(0,3),(8,2),0.160977 # DEPENDENCYPART_HEADBIGRAM
(0,3),(9,2),0.159032 # DEPENDENCYPART_HEADBIGRAM
(0,3),(11,2),0.171642 # DEPENDENCYPART_HEADBIGRAM
(0,3),(16,2),0.174066 # DEPENDENCYPART_HEADBIGRAM
(0,11),(1,10),0.273392 # DEPENDENCYPART_HEADBIGRAM
(0,11),(2,10),0.276039 # DEPENDENCYPART_HEADBIGRAM
(0,11),(3,10),0.278374 # DEPENDENCYPART_HEADBIGRAM
(0,11),(5,10),0.188833 # DEPENDENCYPART_HEADBIGRAM
(0,11),(6,10),0.204978 # DEPENDENCYPART_HEADBIGRAM
(0,11),(7,10),0.268989 # DEPENDENCYPART_HEADBIGRAM
(0,11),(8,10),0.157866 # DEPENDENCYPART_HEADBIGRAM
(0,11),(9,10),0.139793 # DEPENDENCYPART_HEADBIGRAM
(0,11),(11,10),0.353189 # DEPENDENCYPART_HEADBIGRAM
(0,11),(16,10),0.194746 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),-0.0937402 # DEPENDENCYPART_HEADBIGRAM
(1,2),(3,1),0.268363 # DEPENDENCYPART_HEADBIGRAM
(1,2),(5,1),0.123016 # DEPENDENCYPART_HEADBIGRAM
(1,2),(8,1),0.131502 # DEPENDENCYPART_HEADBIGRAM
(1,2),(11,1),0.243673 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0282219 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),-0.0363577 # DEPENDENCYPART_HEADBIGRAM
(1,3),(3,2),0.431015 # DEPENDENCYPART_HEADBIGRAM
(1,3),(5,2),0.156199 # DEPENDENCYPART_HEADBIGRAM
(1,3),(8,2),0.190005 # DEPENDENCYPART_HEADBIGRAM
(1,3),(9,2),0.189091 # DEPENDENCYPART_HEADBIGRAM
(1,3),(11,2),0.140292 # DEPENDENCYPART_HEADBIGRAM
(1,3),(16,2),0.173488 # DEPENDENCYPART_HEADBIGRAM
(1,4),(0,3),-0.113887 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.129623 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.138923 # DEPENDENCYPART_HEADBIGRAM
(1,4),(5,3),0.0883371 # DEPENDENCYPART_HEADBIGRAM
(1,4),(8,3),0.122678 # DEPENDENCYPART_HEADBIGRAM
(1,4),(9,3),0.134149 # DEPENDENCYPART_HEADBIGRAM
(1,4),(11,3),0.149709 # DEPENDENCYPART_HEADBIGRAM
(1,4),(13,3),0.161533 # DEPENDENCYPART_HEADBIGRAM
(1,4),(14,3),0.171207 # DEPENDENCYPART_HEADBIGRAM
(1,4),(16,3),0.16489 # DEPENDENCYPART_HEADBIGRAM
(1,5),(1,4),-0.0533939 # DEPENDENCYPART_HEADBIGRAM
(1,5),(2,4),0.0586483 # DEPENDENCYPART_HEADBIGRAM
(1,5),(3,4),0.0585723 # DEPENDENCYPART_HEADBIGRAM
(1,5),(5,4),0.131399 # DEPENDENCYPART_HEADBIGRAM
(1,5),(6,4),0.17105 # DEPENDENCYPART_HEADBIGRAM
(1,5),(8,4),0.193282 # DEPENDENCYPART_HEADBIGRAM
(1,5),(9,4),0.193725 # DEPENDENCYPART_HEADBIGRAM
(1,5),(11,4),0.172706 # DEPENDENCYPART_HEADBIGRAM
(1,6),(1,5),0.0876551 # DEPENDENCYPART_HEADBIGRAM
(1,6),(2,5),0.203979 # DEPENDENCYPART_HEADBIGRAM
(1,6),(3,5),0.168661 # DEPENDENCYPART_HEADBIGRAM
(1,6),(4,5),0.178494 # DEPENDENCYPART_HEADBIGRAM
(1,6),(6,5),0.225081 # DEPENDENCYPART_HEADBIGRAM
(1,6),(8,5),0.144793 # DEPENDENCYPART_HEADBIGRAM
(1,6),(9,5),0.144744 # DEPENDENCYPART_HEADBIGRAM
(1,6),(11,5),0.167662 # DEPENDENCYPART_HEADBIGRAM
(1,6),(16,5),0.173379 # DEPENDENCYPART_HEADBIGRAM
(1,8),(2,7),0.0747443 # DEPENDENCYPART_HEADBIGRAM
(1,8),(3,7),0.074752 # DEPENDENCYPART_HEADBIGRAM
(1,8),(5,7),0.0308017 # DEPENDENCYPART_HEADBIGRAM
(1,8),(6,7),0.0183511 # DEPENDENCYPART_HEADBIGRAM
(1,8),(8,7),0.281387 # DEPENDENCYPART_HEADBIGRAM
(1,8),(9,7),0.189189 # DEPENDENCYPART_HEADBIGRAM
(1,8),(11,7),0.138537 # DEPENDENCYPART_HEADBIGRAM
(1,10),(2,9),0.147324 # DEPENDENCYPART_HEADBIGRAM
(1,10),(3,9),0.156794 # DEPENDENCYPART_HEADBIGRAM
(1,10),(5,9),0.0451505 # DEPENDENCYPART_HEADBIGRAM
(1,10),(6,9),0.158627 # DEPENDENCYPART_HEADBIGRAM
(1,10),(7,9),0.230721 # DEPENDENCYPART_HEADBIGRAM
(1,10),(8,9),0.248926 # DEPENDENCYPART_HEADBIGRAM
(1,10),(11,9),0.119303 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.257228 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.132696 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),-0.0935033 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.12196 # DEPENDENCYPART_HEADBIGRAM
(2,3),(8,2),0.131569 # DEPENDENCYPART_HEADBIGRAM
(2,3),(9,2),0.126428 # DEPENDENCYPART_HEADBIGRAM
(2,3),(11,2),0.240064 # DEPENDENCYPART_HEADBIGRAM
(2,3),(16,2),0.181732 # DEPENDENCYPART_HEADBIGRAM
(2,4),(0,3),-0.127411 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0527999 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.0685157 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.113473 # DEPENDENCYPART_HEADBIGRAM
(2,4),(8,3),0.129496 # DEPENDENCYPART_HEADBIGRAM
(2,4),(9,3),0.140539 # DEPENDENCYPART_HEADBIGRAM
(2,4),(11,3),0.155308 # DEPENDENCYPART_HEADBIGRAM
(2,4),(13,3),0.167132 # DEPENDENCYPART_HEADBIGRAM
(2,4),(14,3),0.171947 # DEPENDENCYPART_HEADBIGRAM
(2,4),(16,3),0.16563 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0596827 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.0552815 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.0585843 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.131399 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.17105 # DEPENDENCYPART_HEADBIGRAM
(2,5),(8,4),0.1933 # DEPENDENCYPART_HEADBIGRAM
(2,5),(9,4),0.193743 # DEPENDENCYPART_HEADBIGRAM
(2,5),(11,4),0.172706 # DEPENDENCYPART_HEADBIGRAM
(2,6),(1,5),-0.0518624 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.0876551 # DEPENDENCYPART_HEADBIGRAM
(2,6),(3,5),0.168663 # DEPENDENCYPART_HEADBIGRAM
(2,6),(4,5),0.178494 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.225081 # DEPENDENCYPART_HEADBIGRAM
(2,6),(8,5),0.144794 # DEPENDENCYPART_HEADBIGRAM
(2,6),(9,5),0.144745 # DEPENDENCYPART_HEADBIGRAM
(2,6),(11,5),0.167662 # DEPENDENCYPART_HEADBIGRAM
(2,6),(16,5),0.173379 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.0284957 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.0255948 # DEPENDENCYPART_HEADBIGRAM
(2,7),(3,6),0.106722 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.079484 # DEPENDENCYPART_HEADBIGRAM
(2,7),(8,6),0.216623 # DEPENDENCYPART_HEADBIGRAM
(2,7),(9,6),0.202364 # DEPENDENCYPART_HEADBIGRAM
(2,7),(11,6),0.13124 # DEPENDENCYPART_HEADBIGRAM
(2,7),(13,6),0.185826 # DEPENDENCYPART_HEADBIGRAM
(2,7),(15,6),0.184074 # DEPENDENCYPART_HEADBIGRAM
(2,7),(16,6),0.179417 # DEPENDENCYPART_HEADBIGRAM
(2,8),(2,7),0.0145052 # DEPENDENCYPART_HEADBIGRAM
(2,8),(3,7),0.0746241 # DEPENDENCYPART_HEADBIGRAM
(2,8),(5,7),0.0308017 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.0183398 # DEPENDENCYPART_HEADBIGRAM
(2,8),(8,7),0.281371 # DEPENDENCYPART_HEADBIGRAM
(2,8),(9,7),0.189049 # DEPENDENCYPART_HEADBIGRAM
(2,8),(11,7),0.138536 # DEPENDENCYPART_HEADBIGRAM
(2,9),(1,8),-0.0413113 # DEPENDENCYPART_HEADBIGRAM
(2,9),(2,8),0.00955371 # DEPENDENCYPART_HEADBIGRAM
(2,9),(3,8),0.0735856 # DEPENDENCYPART_HEADBIGRAM
(2,9),(5,8),0.0521911 # DEPENDENCYPART_HEADBIGRAM
(2,9),(6,8),0.0172753 # DEPENDENCYPART_HEADBIGRAM
(2,9),(7,8),0.052117 # DEPENDENCYPART_HEADBIGRAM
(2,9),(9,8),0.210968 # DEPENDENCYPART_HEADBIGRAM
(2,9),(11,8),0.137854 # DEPENDENCYPART_HEADBIGRAM
(2,9),(13,8),0.168552 # DEPENDENCYPART_HEADBIGRAM
(2,9),(16,8),0.173637 # DEPENDENCYPART_HEADBIGRAM
(2,10),(2,9),0.142555 # DEPENDENCYPART_HEADBIGRAM
(2,10),(3,9),0.158376 # DEPENDENCYPART_HEADBIGRAM
(2,10),(5,9),0.0451435 # DEPENDENCYPART_HEADBIGRAM
(2,10),(6,9),0.158011 # DEPENDENCYPART_HEADBIGRAM
(2,10),(7,9),0.232303 # DEPENDENCYPART_HEADBIGRAM
(2,10),(8,9),0.250508 # DEPENDENCYPART_HEADBIGRAM
(2,10),(11,9),0.119303 # DEPENDENCYPART_HEADBIGRAM
(2,11),(1,10),-0.0758598 # DEPENDENCYPART_HEADBIGRAM
(2,11),(2,10),-0.0322577 # DEPENDENCYPART_HEADBIGRAM
(2,11),(3,10),0.127826 # DEPENDENCYPART_HEADBIGRAM
(2,11),(5,10),0.0805214 # DEPENDENCYPART_HEADBIGRAM
(2,11),(6,10),0.083494 # DEPENDENCYPART_HEADBIGRAM
(2,11),(7,10),0.0695232 # DEPENDENCYPART_HEADBIGRAM
(2,11),(8,10),-0.0101232 # DEPENDENCYPART_HEADBIGRAM
(2,11),(9,10),-0.0109115 # DEPENDENCYPART_HEADBIGRAM
(2,11),(11,10),0.122122 # DEPENDENCYPART_HEADBIGRAM
(2,11),(16,10),0.171751 # DEPENDENCYPART_HEADBIGRAM
(2,13),(8,12),0.0717923 # DEPENDENCYPART_HEADBIGRAM
(2,13),(11,12),0.0722938 # DEPENDENCYPART_HEADBIGRAM
(2,13),(13,12),0.199924 # DEPENDENCYPART_HEADBIGRAM
(2,13),(14,12),0.174294 # DEPENDENCYPART_HEADBIGRAM
(2,13),(16,12),0.174282 # DEPENDENCYPART_HEADBIGRAM
(2,14),(2,13),0.0724694 # DEPENDENCYPART_HEADBIGRAM
(2,14),(3,13),0.0718657 # DEPENDENCYPART_HEADBIGRAM
(2,14),(5,13),0.0718698 # DEPENDENCYPART_HEADBIGRAM
(2,14),(6,13),0.0724413 # DEPENDENCYPART_HEADBIGRAM
(2,14),(8,13),0.0720025 # DEPENDENCYPART_HEADBIGRAM
(2,14),(9,13),0.0720025 # DEPENDENCYPART_HEADBIGRAM
(2,14),(11,13),0.0713269 # DEPENDENCYPART_HEADBIGRAM
(2,14),(14,13),0.174171 # DEPENDENCYPART_HEADBIGRAM
(2,14),(15,13),0.174295 # DEPENDENCYPART_HEADBIGRAM
(2,14),(16,13),0.174294 # DEPENDENCYPART_HEADBIGRAM
(2,16),(3,15),0.072433 # DEPENDENCYPART_HEADBIGRAM
(2,16),(5,15),0.0737716 # DEPENDENCYPART_HEADBIGRAM
(2,16),(6,15),0.0719686 # DEPENDENCYPART_HEADBIGRAM
(2,16),(8,15),0.0723349 # DEPENDENCYPART_HEADBIGRAM
(2,16),(11,15),0.0677582 # DEPENDENCYPART_HEADBIGRAM
(2,16),(13,15),0.0638792 # DEPENDENCYPART_HEADBIGRAM
(2,16),(14,15),0.0647586 # DEPENDENCYPART_HEADBIGRAM
(2,16),(16,15),0.157402 # DEPENDENCYPART_HEADBIGRAM
(2,16),(17,15),0.174295 # DEPENDENCYPART_HEADBIGRAM
(2,16),(18,15),0.174295 # DEPENDENCYPART_HEADBIGRAM
(2,17),(2,16),0.0734216 # DEPENDENCYPART_HEADBIGRAM
(2,17),(3,16),0.067002 # DEPENDENCYPART_HEADBIGRAM
(2,17),(5,16),0.0659907 # DEPENDENCYPART_HEADBIGRAM
(2,17),(6,16),0.0794655 # DEPENDENCYPART_HEADBIGRAM
(2,17),(8,16),0.0781572 # DEPENDENCYPART_HEADBIGRAM
(2,17),(11,16),0.0724831 # DEPENDENCYPART_HEADBIGRAM
(2,17),(13,16),0.0745948 # DEPENDENCYPART_HEADBIGRAM
(2,17),(15,16),0.084404 # DEPENDENCYPART_HEADBIGRAM
(2,17),(17,16),0.173081 # DEPENDENCYPART_HEADBIGRAM
(2,17),(18,16),0.174115 # DEPENDENCYPART_HEADBIGRAM
(2,18),(2,17),0.0905771 # DEPENDENCYPART_HEADBIGRAM
(2,18),(3,17),0.0716587 # DEPENDENCYPART_HEADBIGRAM
(2,18),(5,17),0.0757511 # DEPENDENCYPART_HEADBIGRAM
(2,18),(6,17),0.0763954 # DEPENDENCYPART_HEADBIGRAM
(2,18),(8,17),0.0871348 # DEPENDENCYPART_HEADBIGRAM
(2,18),(11,17),0.0892362 # DEPENDENCYPART_HEADBIGRAM
(2,18),(13,17),0.0712438 # DEPENDENCYPART_HEADBIGRAM
(2,18),(15,17),0.0710749 # DEPENDENCYPART_HEADBIGRAM
(2,18),(16,17),0.0710758 # DEPENDENCYPART_HEADBIGRAM
(2,18),(18,17),0.174209 # DEPENDENCYPART_HEADBIGRAM
(3,2),(2,1),-0.140239 # DEPENDENCYPART_HEADBIGRAM
(3,2),(3,1),0.223025 # DEPENDENCYPART_HEADBIGRAM
(3,2),(5,1),0.0739156 # DEPENDENCYPART_HEADBIGRAM
(3,2),(8,1),0.0963986 # DEPENDENCYPART_HEADBIGRAM
(3,2),(11,1),0.0413118 # DEPENDENCYPART_HEADBIGRAM
(3,4),(0,3),-0.19247 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),0.0252239 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),0.0242337 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),0.0492255 # DEPENDENCYPART_HEADBIGRAM
(3,4),(8,3),0.0152348 # DEPENDENCYPART_HEADBIGRAM
(3,4),(9,3),0.233018 # DEPENDENCYPART_HEADBIGRAM
(3,4),(11,3),0.347439 # DEPENDENCYPART_HEADBIGRAM
(3,4),(13,3),0.309914 # DEPENDENCYPART_HEADBIGRAM
(3,4),(14,3),0.298526 # DEPENDENCYPART_HEADBIGRAM
(3,4),(16,3),0.277524 # DEPENDENCYPART_HEADBIGRAM
(3,5),(1,4),-0.0486513 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0480653 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.206855 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.163799 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.171911 # DEPENDENCYPART_HEADBIGRAM
(3,5),(8,4),0.197163 # DEPENDENCYPART_HEADBIGRAM
(3,5),(9,4),0.197606 # DEPENDENCYPART_HEADBIGRAM
(3,5),(11,4),0.175897 # DEPENDENCYPART_HEADBIGRAM
(3,6),(1,5),-0.0518624 # DEPENDENCYPART_HEADBIGRAM
(3,6),(2,5),-0.0518623 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.0511795 # DEPENDENCYPART_HEADBIGRAM
(3,6),(4,5),0.178494 # DEPENDENCYPART_HEADBIGRAM
(3,6),(6,5),0.225081 # DEPENDENCYPART_HEADBIGRAM
(3,6),(8,5),0.144794 # DEPENDENCYPART_HEADBIGRAM
(3,6),(9,5),0.144745 # DEPENDENCYPART_HEADBIGRAM
(3,6),(11,5),0.167662 # DEPENDENCYPART_HEADBIGRAM
(3,6),(16,5),0.173379 # DEPENDENCYPART_HEADBIGRAM
(3,7),(1,6),-0.0284957 # DEPENDENCYPART_HEADBIGRAM
(3,7),(2,6),-0.0272531 # DEPENDENCYPART_HEADBIGRAM
(3,7),(3,6),0.0255948 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.079456 # DEPENDENCYPART_HEADBIGRAM
(3,7),(8,6),0.216623 # DEPENDENCYPART_HEADBIGRAM
(3,7),(9,6),0.202364 # DEPENDENCYPART_HEADBIGRAM
(3,7),(11,6),0.13166 # DEPENDENCYPART_HEADBIGRAM
(3,7),(13,6),0.185826 # DEPENDENCYPART_HEADBIGRAM
(3,7),(15,6),0.184074 # DEPENDENCYPART_HEADBIGRAM
(3,7),(16,6),0.179417 # DEPENDENCYPART_HEADBIGRAM
(3,8),(2,7),-0.0404806 # DEPENDENCYPART_HEADBIGRAM
(3,8),(3,7),0.0318656 # DEPENDENCYPART_HEADBIGRAM
(3,8),(5,7),0.0780125 # DEPENDENCYPART_HEADBIGRAM
(3,8),(6,7),0.0655636 # DEPENDENCYPART_HEADBIGRAM
(3,8),(8,7),0.357154 # DEPENDENCYPART_HEADBIGRAM
(3,8),(9,7),0.187251 # DEPENDENCYPART_HEADBIGRAM
(3,8),(11,7),0.136844 # DEPENDENCYPART_HEADBIGRAM
(3,9),(1,8),-0.0411606 # DEPENDENCYPART_HEADBIGRAM
(3,9),(2,8),-0.0411886 # DEPENDENCYPART_HEADBIGRAM
(3,9),(3,8),0.0181005 # DEPENDENCYPART_HEADBIGRAM
(3,9),(5,8),0.0521911 # DEPENDENCYPART_HEADBIGRAM
(3,9),(6,8),0.0172883 # DEPENDENCYPART_HEADBIGRAM
(3,9),(7,8),0.0522677 # DEPENDENCYPART_HEADBIGRAM
(3,9),(9,8),0.210993 # DEPENDENCYPART_HEADBIGRAM
(3,9),(11,8),0.137857 # DEPENDENCYPART_HEADBIGRAM
(3,9),(13,8),0.168552 # DEPENDENCYPART_HEADBIGRAM
(3,9),(16,8),0.173637 # DEPENDENCYPART_HEADBIGRAM
(3,10),(2,9),-0.0162012 # DEPENDENCYPART_HEADBIGRAM
(3,10),(3,9),0.17556 # DEPENDENCYPART_HEADBIGRAM
(3,10),(5,9),0.0451505 # DEPENDENCYPART_HEADBIGRAM
(3,10),(6,9),0.158607 # DEPENDENCYPART_HEADBIGRAM
(3,10),(7,9),0.232564 # DEPENDENCYPART_HEADBIGRAM
(3,10),(8,9),0.250769 # DEPENDENCYPART_HEADBIGRAM
(3,10),(11,9),0.119303 # DEPENDENCYPART_HEADBIGRAM
(3,11),(1,10),-0.0758598 # DEPENDENCYPART_HEADBIGRAM
(3,11),(2,10),-0.0759088 # DEPENDENCYPART_HEADBIGRAM
(3,11),(3,10),-0.0322577 # DEPENDENCYPART_HEADBIGRAM
(3,11),(5,10),0.0805214 # DEPENDENCYPART_HEADBIGRAM
(3,11),(6,10),0.083494 # DEPENDENCYPART_HEADBIGRAM
(3,11),(7,10),0.0695232 # DEPENDENCYPART_HEADBIGRAM
(3,11),(8,10),-0.0101232 # DEPENDENCYPART_HEADBIGRAM
(3,11),(9,10),-0.0109115 # DEPENDENCYPART_HEADBIGRAM
(3,11),(11,10),0.122122 # DEPENDENCYPART_HEADBIGRAM
(3,11),(16,10),0.171751 # DEPENDENCYPART_HEADBIGRAM
(3,13),(8,12),0.0717563 # DEPENDENCYPART_HEADBIGRAM
(3,13),(11,12),0.0684672 # DEPENDENCYPART_HEADBIGRAM
(3,13),(13,12),0.181128 # DEPENDENCYPART_HEADBIGRAM
(3,13),(14,12),0.174235 # DEPENDENCYPART_HEADBIGRAM
(3,13),(16,12),0.171069 # DEPENDENCYPART_HEADBIGRAM
(3,14),(2,13),-0.0612264 # DEPENDENCYPART_HEADBIGRAM
(3,14),(3,13),0.0725284 # DEPENDENCYPART_HEADBIGRAM
(3,14),(5,13),0.0718698 # DEPENDENCYPART_HEADBIGRAM
(3,14),(6,13),0.0724413 # DEPENDENCYPART_HEADBIGRAM
(3,14),(8,13),0.0720025 # DEPENDENCYPART_HEADBIGRAM
(3,14),(9,13),0.0720025 # DEPENDENCYPART_HEADBIGRAM
(3,14),(11,13),0.0713269 # DEPENDENCYPART_HEADBIGRAM
(3,14),(14,13),0.174171 # DEPENDENCYPART_HEADBIGRAM
(3,14),(15,13),0.174295 # DEPENDENCYPART_HEADBIGRAM
(3,14),(16,13),0.174294 # DEPENDENCYPART_HEADBIGRAM
(3,15),(2,14),-0.061101 # DEPENDENCYPART_HEADBIGRAM
(3,15),(3,14),0.0685271 # DEPENDENCYPART_HEADBIGRAM
(3,15),(5,14),0.0718169 # DEPENDENCYPART_HEADBIGRAM
(3,15),(6,14),0.0701513 # DEPENDENCYPART_HEADBIGRAM
(3,15),(8,14),0.0720999 # DEPENDENCYPART_HEADBIGRAM
(3,15),(11,14),0.0641386 # DEPENDENCYPART_HEADBIGRAM
(3,15),(13,14),0.0768709 # DEPENDENCYPART_HEADBIGRAM
(3,15),(15,14),0.173088 # DEPENDENCYPART_HEADBIGRAM
(3,15),(16,14),0.174295 # DEPENDENCYPART_HEADBIGRAM
(3,15),(17,14),0.174295 # DEPENDENCYPART_HEADBIGRAM
(3,16),(3,15),0.0807233 # DEPENDENCYPART_HEADBIGRAM
(3,16),(5,15),0.0737716 # DEPENDENCYPART_HEADBIGRAM
(3,16),(6,15),0.0719686 # DEPENDENCYPART_HEADBIGRAM
(3,16),(8,15),0.0723349 # DEPENDENCYPART_HEADBIGRAM
(3,16),(11,15),0.0677582 # DEPENDENCYPART_HEADBIGRAM
(3,16),(13,15),0.0638792 # DEPENDENCYPART_HEADBIGRAM
(3,16),(14,15),0.0647586 # DEPENDENCYPART_HEADBIGRAM
(3,16),(16,15),0.157402 # DEPENDENCYPART_HEADBIGRAM
(3,16),(17,15),0.174295 # DEPENDENCYPART_HEADBIGRAM
(3,16),(18,15),0.174295 # DEPENDENCYPART_HEADBIGRAM
(3,17),(2,16),-0.0612838 # DEPENDENCYPART_HEADBIGRAM
(3,17),(3,16),0.0734216 # DEPENDENCYPART_HEADBIGRAM
(3,17),(5,16),0.0659907 # DEPENDENCYPART_HEADBIGRAM
(3,17),(6,16),0.0794655 # DEPENDENCYPART_HEADBIGRAM
(3,17),(8,16),0.0781572 # DEPENDENCYPART_HEADBIGRAM
(3,17),(11,16),0.0724831 # DEPENDENCYPART_HEADBIGRAM
(3,17),(13,16),0.0745948 # DEPENDENCYPART_HEADBIGRAM
(3,17),(15,16),0.084404 # DEPENDENCYPART_HEADBIGRAM
(3,17),(17,16),0.173081 # DEPENDENCYPART_HEADBIGRAM
(3,17),(18,16),0.174115 # DEPENDENCYPART_HEADBIGRAM
(3,18),(2,17),-0.066974 # DEPENDENCYPART_HEADBIGRAM
(3,18),(3,17),0.092122 # DEPENDENCYPART_HEADBIGRAM
(3,18),(5,17),0.0757511 # DEPENDENCYPART_HEADBIGRAM
(3,18),(6,17),0.0763954 # DEPENDENCYPART_HEADBIGRAM
(3,18),(8,17),0.0871348 # DEPENDENCYPART_HEADBIGRAM
(3,18),(11,17),0.0892362 # DEPENDENCYPART_HEADBIGRAM
(3,18),(13,17),0.0712438 # DEPENDENCYPART_HEADBIGRAM
(3,18),(15,17),0.0710749 # DEPENDENCYPART_HEADBIGRAM
(3,18),(16,17),0.0710758 # DEPENDENCYPART_HEADBIGRAM
(3,18),(18,17),0.174209 # DEPENDENCYPART_HEADBIGRAM
(4,5),(1,4),-0.0618283 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),-0.0616287 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),-0.0616287 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),0.170331 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.174073 # DEPENDENCYPART_HEADBIGRAM
(4,5),(8,4),0.17403 # DEPENDENCYPART_HEADBIGRAM
(4,5),(9,4),0.17403 # DEPENDENCYPART_HEADBIGRAM
(4,5),(11,4),0.172763 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.127091 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.100386 # DEPENDENCYPART_HEADBIGRAM
(5,2),(5,1),0.177756 # DEPENDENCYPART_HEADBIGRAM
(5,2),(8,1),0.0673269 # DEPENDENCYPART_HEADBIGRAM
(5,2),(11,1),0.0715017 # DEPENDENCYPART_HEADBIGRAM
(5,3),(0,2),-0.343855 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.358079 # DEPENDENCYPART_HEADBIGRAM
(5,3),(3,2),-0.164408 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.408174 # DEPENDENCYPART_HEADBIGRAM
(5,3),(8,2),0.0676663 # DEPENDENCYPART_HEADBIGRAM
(5,3),(9,2),0.0692114 # DEPENDENCYPART_HEADBIGRAM
(5,3),(11,2),0.0716849 # DEPENDENCYPART_HEADBIGRAM
(5,3),(16,2),0.0932221 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.195897 # DEPENDENCYPART_HEADBIGRAM
