# _root_ In New York Stock Exchange composite trading yesterday , Di Giorgio closed at $ 31.50 a share , down $ 1.75 .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
(20,1),(1,8),(1,9),0.103015 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,8),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,8),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,8),(1,23),-0.0591896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,1),(1,9),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,9),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,9),(1,23),-0.0515547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,1),(1,11),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,11),(1,23),-0.0722391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,1),(1,22),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,1),(1,1),(1,-1),-0.0209762 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,13),(13,13),(13,14),0.121525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,15),0.101219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,17),0.114805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,18),0.117882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,19),0.116349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,20),-0.06963 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,13),(13,13),(13,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,23),0.0125411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,13),(13,14),(13,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,19),0.103064 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,14),(13,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,23),-0.0511068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,15),(13,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,15),(13,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,15),(13,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,15),(13,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,15),(13,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,15),(13,23),-0.0680665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,17),(13,18),0.102997 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,17),(13,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,17),(13,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,17),(13,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,17),(13,23),-0.0598841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,18),(13,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,18),(13,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,18),(13,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,18),(13,23),-0.0515558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,19),(13,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,19),(13,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,19),(13,23),-0.0520582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,20),(13,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,20),(13,23),-0.0511068 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,13),(13,22),(13,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,13),(13,-1),-0.0197519 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,14),(14,15),0.097232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,16),0.113039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,17),0.100676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,18),0.103054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,19),0.0844771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,20),-0.0641549 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,14),(14,21),-0.0641749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,23),0.0767093 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,15),(14,16),0.103069 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,18),0.103064 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,15),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,23),-0.0708083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,16),(14,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,19),0.107992 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,16),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,23),-0.0743168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,17),(14,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,17),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,23),-0.0682544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,18),(14,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,18),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,18),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,18),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,18),(14,23),-0.0641479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,19),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,19),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,19),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,19),(14,23),-0.0940104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,20),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,20),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,20),(14,23),-0.0641761 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,21),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,21),(14,23),-0.0708083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,22),(14,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,14),(14,13),-0.0509737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,11),-0.0427693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,8),-0.0476239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,1),-0.0513376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,-1),0.114147 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,13),(14,11),-0.0420461 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,13),(14,8),-0.0437603 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,13),(14,1),-0.0415459 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,13),(14,-1),-0.0890912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,11),(14,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,11),(14,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,11),(14,-1),-0.0427483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,8),(14,1),-0.040668 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,8),(14,-1),-0.0621768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,1),(14,-1),-0.0933186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,16),(16,19),0.103063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,16),(16,23),-0.0237065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,19),(16,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,19),(16,23),-0.0641526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,20),(16,23),-0.0641511 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,16),(16,-1),0.00645745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,17),(17,18),0.100877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,19),0.110462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,20),-0.0641479 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,17),(17,23),-0.084648 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,18),(17,19),0.103066 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,18),(17,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,18),(17,23),-0.0641581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,19),(17,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,19),(17,23),-0.0683147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,20),(17,23),-0.0647787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,17),(17,16),-0.0609567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,15),-0.0393054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,14),-0.0515057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,-1),0.160672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,16),(17,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,-1),-0.0362631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,15),(17,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,15),(17,-1),-0.0380459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,14),(17,-1),-0.0580093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,19),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,23),-0.107713 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,19),(18,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,-1),-0.0825844 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,20),-0.0641737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,21),-0.0641656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,23),-0.0644022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,20),(19,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,23),-0.0643595 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,21),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,23),-0.0641888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,22),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,18),-0.0431463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,17),-0.0429306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,-1),-0.00322725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,18),(19,17),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,-1),-0.043064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,17),(19,-1),-0.0542873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,23),0.301719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,22),(21,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,20),0.090034 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,-1),0.126102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,20),(21,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,-1),-0.0732465 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,19),(21,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,-1),-0.0645491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,17),(21,-1),-0.0649728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,22),(22,23),-0.0630644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,20),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,-1),-0.0849744 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,20),(22,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,17),(17,18),0.102065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,19),0.0990282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,20),0.103016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,23),-0.0764662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,18),(17,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,18),(17,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,18),(17,23),-0.066118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,19),(17,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,19),(17,23),-0.0707086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,20),(17,23),-0.0646075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,17),(17,16),-0.0398499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,15),-0.0444104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,14),-0.0502291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,-1),-0.0604213 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,16),(17,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,16),(17,14),-0.0420371 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,16),(17,-1),-0.0412094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,15),(17,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,15),(17,-1),-0.0416591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,14),(17,-1),-0.049287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,20),0.103058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,21),-0.0665479 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,19),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,23),-0.0984104 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,20),(19,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,20),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,23),-0.0641579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,21),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,23),-0.0567151 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,22),(19,23),-0.064193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,18),-0.0420247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,17),-0.0294373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,-1),-0.0597133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,18),(19,17),-0.0420131 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,-1),-0.0427361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,17),(19,-1),-0.0600185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,21),-0.0650892 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,23),-0.116382 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,21),(20,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,23),-0.0653258 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,22),(20,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,19),-0.047056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,17),-0.0420914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,14),-0.0420112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,13),-0.0420521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,1),-0.042064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,-1),-0.0711781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,19),(20,18),-0.0423147 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,13),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,1),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,-1),-0.0480426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,18),(20,17),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,14),-0.0420379 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,13),-0.0422606 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,1),-0.0423415 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,-1),-0.0423428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,17),(20,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,17),(20,14),-0.0420713 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,17),(20,13),-0.0420175 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,17),(20,1),-0.0420175 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,17),(20,-1),-0.0397319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,16),(20,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,16),(20,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,16),(20,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,16),(20,-1),-0.0420136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,14),(20,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,14),(20,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,14),(20,-1),-0.0425859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,13),(20,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,13),(20,-1),-0.0450365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,1),(20,-1),-0.0455379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,23),-0.0553931 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,-1),-0.0737388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,20),(22,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,20),(20,21),0.0962782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,20),(20,23),-0.0641896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,21),(20,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,21),(20,23),-0.0667154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,22),(20,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,20),(20,19),-0.0420445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,17),-0.0420112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,13),-0.0431073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,1),-0.0431058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,-1),-0.0472905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,19),(20,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,13),-0.042014 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,1),-0.042014 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,-1),-0.0420407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,18),(20,17),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,18),(20,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,18),(20,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,18),(20,13),-0.0460518 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,18),(20,1),-0.0460518 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,18),(20,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,17),(20,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,17),(20,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,17),(20,13),-0.042016 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,17),(20,1),-0.0420161 # DEPENDENCYPART_GRANDSIBL
