# _root_ Bear Stearns is the holding company for Bear , Stearns & Co. , the investment banking and brokerage firm .
#goldHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
#predictedHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
(1,9),(1,11),(1,21),0.00110918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,13),(1,16),-0.0509157 # DEPENDENCYPART_TRISIBL
(1,9),(1,13),(1,21),-0.488489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,16),(1,21),-0.0880617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,10),(1,11),(1,13),-0.0890364 # DEPENDENCYPART_TRISIBL
(1,10),(1,11),(1,16),-0.122734 # DEPENDENCYPART_TRISIBL
(1,10),(1,11),(1,21),-0.17696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,10),(1,13),(1,16),0.0267205 # DEPENDENCYPART_TRISIBL
(1,10),(1,13),(1,21),-0.177995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,10),(1,16),(1,21),-0.237244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,13),(1,16),0.00697747 # DEPENDENCYPART_TRISIBL
(1,11),(1,13),(1,21),-0.341173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,16),(1,21),-0.208776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,13),(1,16),(1,21),-0.0880617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,6),-0.249641 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,7),-0.0739581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,8),-0.123687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,9),-0.0806457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,11),-0.0517869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,13),-0.0806457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,21),-0.178688 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,6),(2,7),-0.139504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,8),-0.107201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,9),-0.222565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,11),-0.116788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,13),-0.222565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,21),-0.181144 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,7),(2,8),-0.193905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,9),-0.017274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,11),-0.105328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,13),-0.017274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,21),-0.183186 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,8),(2,9),-0.152217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,11),-0.038526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,13),-0.152217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,21),-0.20935 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,9),(2,11),-0.298213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,13),-0.0552262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,21),-0.692191 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,11),(2,13),-0.113624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,21),-0.125667 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,13),(2,21),-0.692191 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,6),(2,7),-0.0520484 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,8),-0.0929261 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,9),-0.0861423 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,11),-0.048056 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,13),-0.0861423 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,21),-0.109652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,8),-0.0928187 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,9),-0.0887968 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,11),-0.0486529 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,13),-0.0887968 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,21),-0.0752681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,8),(2,9),-0.0854743 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,11),-0.0471522 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,13),-0.0854743 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,21),-0.102029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,9),(2,11),0.0565701 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,13),-0.0874589 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,21),0.00817044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,11),(2,13),-0.0851817 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,21),-0.082626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,13),(2,21),0.00817044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,7),(2,8),-0.105917 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,9),0.0560654 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,11),-0.0171282 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,13),0.0560654 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,21),-0.207343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,8),(2,9),0.0460714 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,11),-0.0243721 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,13),0.0460714 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,21),-0.210348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,9),(2,11),0.162875 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,13),-0.0260955 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,21),-0.127345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,11),(2,13),-0.00408704 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,21),-0.205141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,13),(2,21),-0.127345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,8),(2,9),-0.0473098 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,11),-0.0674557 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,13),-0.0473098 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,21),-0.211432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,9),(2,11),0.014424 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,13),-0.0891804 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,21),-0.450884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,11),(2,13),-0.0258995 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,21),-0.142472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,13),(2,21),-0.450884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,9),(2,11),-0.202216 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,13),-0.0988578 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,21),-0.168406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,11),(2,13),-0.0891069 # DEPENDENCYPART_TRISIBL
(2,8),(2,11),(2,21),-0.174568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,13),(2,21),-0.168406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,11),(2,13),0.413374 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,21),0.0112976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,13),(2,21),-0.479991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,13),(2,21),-0.347564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.187489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.0895951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.143228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.141523 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.170072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.0470247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.172751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,11),-0.140607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,13),-0.0470247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,16),-0.109291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,17),-0.12837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,19),-0.112833 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,20),-0.0476635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,21),-0.203424 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.122113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.135275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),-0.133489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),0.0202599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),-0.136168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,11),0.0104825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,13),0.0202599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,16),-0.0871841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,17),0.0327143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,19),-0.0906138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,20),0.0355768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,21),0.0426212 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.0109386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),-0.101315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),0.0397949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,10),-0.103955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,11),-0.0680609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,13),0.0397949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,16),-0.0708625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,17),-0.0409861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,19),-0.0736072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,20),0.06887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,21),0.0340319 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.193298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,9),0.0109446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,10),-0.195592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,11),-0.184118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,13),0.0109446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,16),-0.0677672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,17),-0.160423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,19),-0.0763912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,20),-0.0288979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,21),-0.0853499 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,9),-0.0598158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,10),-0.206374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,11),-0.0838171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,13),-0.0598158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,16),-0.0744032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,17),-0.0353022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,19),-0.0787126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,20),0.0280597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,21),-0.0305764 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,10),-0.17082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,11),-0.272409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,13),-0.0588706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,16),-0.22302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,17),-0.427291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,19),-0.237961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,20),-0.159657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,21),-0.12955 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,11),-0.0837651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,13),-0.0559874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,16),-0.0744032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,17),-0.0352502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,19),-0.0787126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,20),0.0265495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,21),-0.0117448 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,11),(3,13),-0.154379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,16),-0.0173112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,17),-0.200029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,19),-0.0129053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,20),-0.470791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,21),-0.179305 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,13),(3,16),-0.22302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,17),-0.427291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,19),-0.237961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,20),-0.159657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,21),-0.12955 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,16),(3,17),-0.0360328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,19),-0.0843885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,20),0.0645908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,21),0.0329427 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,17),(3,19),0.0121572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,20),-0.565943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,21),-0.195706 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,19),(3,20),0.0615863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,19),(3,21),0.0275235 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,20),(3,21),-0.174566 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0993738 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.101978 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),-0.0914662 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.079141 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),-0.0914662 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,11),-0.0954685 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,13),-0.079141 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,16),-0.0993324 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,17),-0.10274 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,19),-0.099341 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,20),-0.106815 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,21),-0.125106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.104736 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.0918368 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.0879548 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),-0.0918368 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,11),-0.0992113 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,13),-0.0879548 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,16),-0.101563 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,17),-0.108849 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,19),-0.101571 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,20),-0.052405 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,21),-0.128844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.0921636 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.0378941 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),-0.0921636 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,11),-0.0885356 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,13),-0.0378941 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,16),-0.105859 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,17),-0.0953635 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,19),-0.105869 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,20),-0.126458 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,21),-0.137158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),-0.0760704 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,10),-0.0933554 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,11),-0.0961659 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,13),-0.0760704 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,16),-0.0994005 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,17),-0.104063 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,19),-0.0994091 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,20),-0.109118 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,21),-0.154694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.0947229 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,11),-0.12015 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,13),-0.0755608 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,16),-0.101809 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,17),-0.131321 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,19),-0.101818 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,20),-0.112552 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,21),-0.0961477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,11),-0.0961659 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,13),-0.0760704 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,16),-0.0994005 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,17),-0.104063 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,19),-0.0994091 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,20),-0.109118 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,21),-0.154693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,11),(3,13),-0.0743725 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,16),-0.0990448 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,17),-0.104023 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,19),-0.0990534 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,20),-0.127864 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,21),-0.149494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,13),(3,16),-0.101809 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,17),-0.131321 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,19),-0.101818 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,20),-0.112552 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,21),-0.0961477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,16),(3,17),-0.108849 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,19),-0.10157 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,20),-0.0524043 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,21),-0.128786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,17),(3,19),-0.0990957 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,20),-0.12507 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,21),-0.153121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,19),(3,20),-0.0524044 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,21),-0.129014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,20),(3,21),-0.0960478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.140812 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.0956254 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.0700854 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),-0.0956254 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,11),-0.0807731 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,13),-0.0700854 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,16),-0.119906 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,17),-0.0730169 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),-0.119908 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,20),-0.0695903 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,21),-0.133328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0952695 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.04565 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.0952695 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,11),-0.0872019 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,13),-0.04565 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,16),-0.119376 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,17),-0.0815153 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,19),-0.119378 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,20),-0.0631719 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,21),-0.161841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.0710858 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,10),-0.0952369 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,11),-0.0708107 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,13),-0.0710858 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,16),-0.118217 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,17),-0.059813 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,19),-0.118218 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,20),-0.0977033 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,21),-0.127005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),-0.0994357 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,11),0.0851161 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,13),-0.0745945 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,16),-0.121905 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,17),0.119554 # DEPENDENCYPART_TRISIBL
