# _root_ If she is nominated by President Bush and confirmed by the Senate , Dr. Novello would succeed C. Everett Koop , who rattled liberals and conservatives alike with his outspoken views on a range of health issues .
#goldHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
#predictedHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
(3,4),(3,7),(3,39),-0.135394 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),-0.172873 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,10),-0.089192 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,13),-0.139226 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,16),-0.10164 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,25),-0.0183181 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,38),-0.00687875 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,39),-0.060186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.147028 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,13),-0.1458 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,16),-0.100372 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,25),-0.0332032 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,38),-0.145292 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,39),-0.166437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,13),-0.160641 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,16),-0.100605 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,25),-0.0409241 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,38),-0.119311 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,39),-0.132855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,13),(3,16),-0.118694 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,25),0.18088 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,38),-0.0683238 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,39),-0.175249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,16),(3,25),-0.0261724 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,38),-0.126916 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,39),-0.125111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,25),(3,38),-0.00687875 # DEPENDENCYPART_TRISIBL
(3,4),(3,25),(3,39),-0.060186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,38),(3,39),-0.00933155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.0823056 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.0861512 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.082524 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),-0.0767261 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,13),-0.07662 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,16),-0.130922 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,25),-0.0861512 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,38),-0.113743 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,39),-0.147444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0861155 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.082524 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.0765452 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,13),-0.0759024 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,16),-0.130922 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,25),-0.0861155 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,38),-0.111303 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,39),-0.145435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.0739755 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,10),-0.148961 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,13),-0.0300277 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,16),-0.140769 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,25),-0.0991587 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,38),-0.0486095 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,39),-0.0997358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),-0.0874283 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,13),-0.127082 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,16),-0.135564 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,25),-0.0627939 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,38),-0.0326883 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,39),-0.0790018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,13),-0.0340568 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,16),-0.152617 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,25),-0.127868 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,38),-0.0830869 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,39),-0.0717816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,13),(3,16),-0.170484 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,25),-0.0779121 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,38),-0.0887897 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,39),-0.258166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,16),(3,25),-0.0975008 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,38),-0.115275 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,39),-0.130971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,25),(3,38),-0.0486095 # DEPENDENCYPART_TRISIBL
(3,5),(3,25),(3,39),-0.0997358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,38),(3,39),-0.0929563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.0174288 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.107222 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,10),-0.092134 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,13),-0.0550061 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,16),-0.118218 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,25),-0.0174288 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,38),-0.102171 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,39),-0.079082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.108155 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,10),-0.0385342 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,13),-0.0624339 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,16),-0.11689 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,25),-0.0139972 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,38),-0.115606 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,39),-0.0138752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,10),-0.0855166 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,13),-0.0413091 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,16),-0.116681 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,25),-0.0136193 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,38),-0.0845156 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,39),-0.0363609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,13),0.00152212 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,16),-0.117682 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,25),0.000544075 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,38),-0.0597247 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,39),-0.0570391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,13),(3,16),-0.120071 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,25),0.0224387 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,38),-0.12855 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,39),0.0260211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,16),(3,25),-0.0135237 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,38),-0.128562 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,39),-0.0134123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,25),(3,38),-0.115606 # DEPENDENCYPART_TRISIBL
(3,6),(3,25),(3,39),-0.0138752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,38),(3,39),-0.0231081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),-0.107055 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,10),-0.0359101 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,13),-0.0620837 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,16),-0.116956 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,25),-0.0254075 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,38),-0.128485 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,39),-0.0549549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,10),-0.0829871 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,13),-0.0410267 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,16),-0.11675 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,25),-0.0250308 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,38),-0.0909952 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,39),-0.0769849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,13),0.000431933 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,16),-0.117789 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,25),-0.0108711 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,38),-0.0744578 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,39),-0.120238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,13),(3,16),-0.120133 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,25),0.00277927 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,38),-0.137338 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,39),-0.0298877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,16),(3,25),-0.0249351 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,38),-0.137595 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,39),-0.0532473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,25),(3,38),-0.128485 # DEPENDENCYPART_TRISIBL
(3,7),(3,25),(3,39),-0.0549549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,38),(3,39),-0.0664847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,10),-0.0840922 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,13),-0.16445 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,16),-0.104858 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,25),-0.301375 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,38),-0.0711618 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,39),-0.150503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,10),(3,13),-0.115245 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,16),-0.108373 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,25),-0.333409 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,38),-0.0154768 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,39),-0.109562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,13),(3,16),-0.0811959 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,25),-0.486507 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,38),0.0569924 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,39),-0.208288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,16),(3,25),-0.300386 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,38),-0.07429 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,39),-0.177638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,25),(3,38),-0.136737 # DEPENDENCYPART_TRISIBL
(3,8),(3,25),(3,39),-0.262162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,38),(3,39),-0.0593003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,10),(3,13),-0.160674 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,16),-0.100605 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,25),-0.0409243 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,38),-0.117658 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,39),-0.141515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,13),(3,16),-0.118694 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,25),0.180879 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,38),-0.0666712 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,39),-0.183797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,16),(3,25),-0.0261726 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,38),-0.125263 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,39),-0.133718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,25),(3,38),-0.00357319 # DEPENDENCYPART_TRISIBL
(3,9),(3,25),(3,39),-0.0688096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,38),(3,39),-0.026319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,13),(3,16),-0.170484 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,25),-0.0779121 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,38),-0.0887897 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,39),-0.258166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,16),(3,25),-0.0975008 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,38),-0.115275 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,39),-0.130971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,25),(3,38),-0.0486095 # DEPENDENCYPART_TRISIBL
(3,10),(3,25),(3,39),-0.0997358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,38),(3,39),-0.0929563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,16),(3,25),-0.0428887 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,38),-0.268769 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,39),0.00891782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,25),(3,38),-0.0236293 # DEPENDENCYPART_TRISIBL
(3,13),(3,25),(3,39),0.0384473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,38),(3,39),-0.27916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,25),(3,38),-0.054755 # DEPENDENCYPART_TRISIBL
(3,16),(3,25),(3,39),-0.0316892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,38),(3,39),-0.0338708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,25),(3,38),(3,39),-0.0593003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.0456172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),0.0923013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.0641789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),0.0583063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.0777932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.105914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.0431032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.0757124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.0930396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,13),-0.104003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,28),-0.088712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,32),-0.0446971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,38),-0.239549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,39),-0.134913 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.14814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,8),-0.0845333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.0707238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),0.00595612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,13),-0.166852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,28),0.00261864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,32),0.0236158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,38),-0.157568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,39),0.0199482 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.0940216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,9),-0.0697545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),-0.00612244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,13),-0.159641 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,28),-0.00945992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,32),0.0115373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,38),-0.152655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,39),-0.0218918 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.101426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,10),-0.106541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,13),-0.206396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,28),-0.107778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,32),-0.0751777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,38),-0.492418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,39),-0.21745 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),-0.0743127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,13),-0.0967434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,28),-0.0807089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,32),-0.0203107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,38),-0.0502959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,39),-0.00989204 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,13),-0.104003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,28),-0.088712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,32),-0.0446971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,38),-0.239549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,39),-0.134913 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,13),(4,28),-0.294567 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,32),-0.282766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,38),-0.221715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,39),-0.316916 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,28),(4,32),0.00595013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,28),(4,38),-0.238667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,28),(4,39),-0.0607685 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,32),(4,38),-0.213039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,32),(4,39),-0.0807888 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,38),(4,39),-0.43837 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.082203 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),-0.0154733 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.0716893 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.0733673 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,13),-0.0619548 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,28),-0.0371729 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,32),-0.0657686 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,38),-0.143312 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,39),-0.140118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),-0.0154186 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,9),-0.0716893 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,10),-0.073186 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,13),-0.0612407 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,28),-0.0369916 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,32),-0.0655873 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,38),-0.142089 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,39),-0.138225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.0286119 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,10),-0.110715 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,13),-0.00891774 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,28),-0.0847574 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,32),-0.102674 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,38),-0.0935611 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,39),-0.0982539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,10),-0.0912585 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,13),-0.0919526 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,28),-0.0584699 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,32),-0.0847879 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,38),-0.11146 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,39),-0.149507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,13),-0.0525899 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,28),-0.0388746 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,32),-0.0397138 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,38),-0.174194 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,39),-0.0945425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,13),(4,28),0.0357736 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,32),-0.0351499 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,38),-0.096256 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,39),-0.188528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,28),(4,32),-0.0844411 # DEPENDENCYPART_TRISIBL
(4,5),(4,28),(4,38),-0.177569 # DEPENDENCYPART_TRISIBL
(4,5),(4,28),(4,39),-0.14151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,32),(4,38),-0.178883 # DEPENDENCYPART_TRISIBL
(4,5),(4,32),(4,39),-0.0896338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,38),(4,39),-0.085159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,8),-0.0161728 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,9),-0.106628 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,10),-0.0968088 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,13),-0.0617239 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,28),-0.0875265 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,32),-0.115045 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,38),-0.0555244 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,39),-0.0762574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,9),-0.107981 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,10),-0.0749463 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,13),-0.0773517 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,28),-0.070222 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,32),-0.0919527 # DEPENDENCYPART_TRISIBL
