# _root_ Institutional investors and bankers , many of whom spent the night before in their offices watching Far Eastern markets , were cautiously optimistic after the mild 1.8 % decline in Tokyo stock prices .
#goldHeads=2,21,2,3,2,9,6,7,2,11,9,11,9,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
#predictedHeads=2,21,2,3,2,9,6,7,2,11,9,9,12,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
(21,18),(21,9),(21,8),-0.0754838 # DEPENDENCYPART_TRISIBL
(21,18),(21,9),(21,7),-0.0716709 # DEPENDENCYPART_TRISIBL
(21,18),(21,9),(21,6),-0.058014 # DEPENDENCYPART_TRISIBL
(21,18),(21,9),(21,5),-0.0556031 # DEPENDENCYPART_TRISIBL
(21,18),(21,9),(21,4),-0.0818519 # DEPENDENCYPART_TRISIBL
(21,18),(21,9),(21,3),-0.0816437 # DEPENDENCYPART_TRISIBL
(21,18),(21,9),(21,2),-0.0802196 # DEPENDENCYPART_TRISIBL
(21,18),(21,9),(21,1),-0.0825674 # DEPENDENCYPART_TRISIBL
(21,18),(21,9),(21,-1),-0.0969925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,8),(21,7),-0.0717482 # DEPENDENCYPART_TRISIBL
(21,18),(21,8),(21,6),-0.0579408 # DEPENDENCYPART_TRISIBL
(21,18),(21,8),(21,5),-0.0573107 # DEPENDENCYPART_TRISIBL
(21,18),(21,8),(21,4),-0.0815456 # DEPENDENCYPART_TRISIBL
(21,18),(21,8),(21,3),-0.0815775 # DEPENDENCYPART_TRISIBL
(21,18),(21,8),(21,2),-0.0800534 # DEPENDENCYPART_TRISIBL
(21,18),(21,8),(21,1),-0.0811528 # DEPENDENCYPART_TRISIBL
(21,18),(21,8),(21,-1),-0.0793829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,7),(21,6),-0.0591688 # DEPENDENCYPART_TRISIBL
(21,18),(21,7),(21,5),-0.0618032 # DEPENDENCYPART_TRISIBL
(21,18),(21,7),(21,4),-0.0790322 # DEPENDENCYPART_TRISIBL
(21,18),(21,7),(21,3),-0.090752 # DEPENDENCYPART_TRISIBL
(21,18),(21,7),(21,2),-0.0775402 # DEPENDENCYPART_TRISIBL
(21,18),(21,7),(21,1),-0.0843012 # DEPENDENCYPART_TRISIBL
(21,18),(21,7),(21,-1),-0.0585554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,6),(21,5),-0.0399995 # DEPENDENCYPART_TRISIBL
(21,18),(21,6),(21,4),-0.0845987 # DEPENDENCYPART_TRISIBL
(21,18),(21,6),(21,3),-0.0898103 # DEPENDENCYPART_TRISIBL
(21,18),(21,6),(21,2),-0.0831066 # DEPENDENCYPART_TRISIBL
(21,18),(21,6),(21,1),-0.0811823 # DEPENDENCYPART_TRISIBL
(21,18),(21,6),(21,-1),-0.0367031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,5),(21,4),-0.0248045 # DEPENDENCYPART_TRISIBL
(21,18),(21,5),(21,3),-0.0782289 # DEPENDENCYPART_TRISIBL
(21,18),(21,5),(21,2),-0.0213215 # DEPENDENCYPART_TRISIBL
(21,18),(21,5),(21,1),0.00076459 # DEPENDENCYPART_TRISIBL
(21,18),(21,5),(21,-1),-0.188662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,4),(21,3),-0.0815853 # DEPENDENCYPART_TRISIBL
(21,18),(21,4),(21,2),-0.0827216 # DEPENDENCYPART_TRISIBL
(21,18),(21,4),(21,1),-0.090289 # DEPENDENCYPART_TRISIBL
(21,18),(21,4),(21,-1),-0.0428138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,3),(21,2),-0.0808232 # DEPENDENCYPART_TRISIBL
(21,18),(21,3),(21,1),-0.0834326 # DEPENDENCYPART_TRISIBL
(21,18),(21,3),(21,-1),-0.0756227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,2),(21,1),-0.0915081 # DEPENDENCYPART_TRISIBL
(21,18),(21,2),(21,-1),-0.0433621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,1),(21,-1),-0.101936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,16),(21,15),-0.0841181 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,14),-0.0602794 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,13),-0.073766 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,12),-0.0676547 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,11),-0.0893045 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,9),-0.0804049 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,8),-0.0754816 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,7),-0.0764846 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,6),-0.0415916 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,5),-0.0601917 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,4),-0.084323 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,3),-0.0862133 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,2),-0.0828309 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,1),-0.0831009 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,-1),-0.114117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,15),(21,14),-0.056925 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,13),-0.0748201 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,12),-0.065249 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,11),-0.0980221 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,9),-0.0804778 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,8),-0.0754816 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,7),-0.0775255 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,6),-0.0568757 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,5),-0.0611391 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,4),-0.0848551 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,3),-0.0877068 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,2),-0.0833688 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,1),-0.0902793 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,-1),-0.0411968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,14),(21,13),-0.071651 # DEPENDENCYPART_TRISIBL
(21,17),(21,14),(21,12),-0.0523877 # DEPENDENCYPART_TRISIBL
(21,17),(21,14),(21,11),-0.0817067 # DEPENDENCYPART_TRISIBL
(21,17),(21,14),(21,9),-0.0802665 # DEPENDENCYPART_TRISIBL
(21,17),(21,14),(21,8),-0.0754816 # DEPENDENCYPART_TRISIBL
(21,17),(21,14),(21,7),-0.0710657 # DEPENDENCYPART_TRISIBL
(21,17),(21,14),(21,6),-0.0575969 # DEPENDENCYPART_TRISIBL
(21,17),(21,14),(21,5),-0.0676524 # DEPENDENCYPART_TRISIBL
(21,17),(21,14),(21,4),-0.0750032 # DEPENDENCYPART_TRISIBL
(21,17),(21,14),(21,3),-0.083761 # DEPENDENCYPART_TRISIBL
(21,17),(21,14),(21,2),-0.0736482 # DEPENDENCYPART_TRISIBL
(21,17),(21,14),(21,1),-0.0807318 # DEPENDENCYPART_TRISIBL
(21,17),(21,14),(21,-1),-0.0510486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,13),(21,12),-0.0566773 # DEPENDENCYPART_TRISIBL
(21,17),(21,13),(21,11),-0.10341 # DEPENDENCYPART_TRISIBL
(21,17),(21,13),(21,9),-0.0808914 # DEPENDENCYPART_TRISIBL
(21,17),(21,13),(21,8),-0.0758207 # DEPENDENCYPART_TRISIBL
(21,17),(21,13),(21,7),-0.0776174 # DEPENDENCYPART_TRISIBL
(21,17),(21,13),(21,6),-0.0570701 # DEPENDENCYPART_TRISIBL
(21,17),(21,13),(21,5),-0.0635015 # DEPENDENCYPART_TRISIBL
(21,17),(21,13),(21,4),-0.0793433 # DEPENDENCYPART_TRISIBL
(21,17),(21,13),(21,3),-0.0949375 # DEPENDENCYPART_TRISIBL
(21,17),(21,13),(21,2),-0.0778513 # DEPENDENCYPART_TRISIBL
(21,17),(21,13),(21,1),-0.0842609 # DEPENDENCYPART_TRISIBL
(21,17),(21,13),(21,-1),-0.0541781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,12),(21,11),-0.0931473 # DEPENDENCYPART_TRISIBL
(21,17),(21,12),(21,9),-0.0806086 # DEPENDENCYPART_TRISIBL
(21,17),(21,12),(21,8),-0.075495 # DEPENDENCYPART_TRISIBL
(21,17),(21,12),(21,7),-0.0784711 # DEPENDENCYPART_TRISIBL
(21,17),(21,12),(21,6),-0.0627327 # DEPENDENCYPART_TRISIBL
(21,17),(21,12),(21,5),-0.0316879 # DEPENDENCYPART_TRISIBL
(21,17),(21,12),(21,4),-0.0871111 # DEPENDENCYPART_TRISIBL
(21,17),(21,12),(21,3),-0.0787828 # DEPENDENCYPART_TRISIBL
(21,17),(21,12),(21,2),-0.085619 # DEPENDENCYPART_TRISIBL
(21,17),(21,12),(21,1),-0.0891786 # DEPENDENCYPART_TRISIBL
(21,17),(21,12),(21,-1),-0.0779631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,11),(21,9),-0.0807231 # DEPENDENCYPART_TRISIBL
(21,17),(21,11),(21,8),-0.0754819 # DEPENDENCYPART_TRISIBL
(21,17),(21,11),(21,7),-0.0833818 # DEPENDENCYPART_TRISIBL
(21,17),(21,11),(21,6),-0.0495258 # DEPENDENCYPART_TRISIBL
(21,17),(21,11),(21,5),-0.0615143 # DEPENDENCYPART_TRISIBL
(21,17),(21,11),(21,4),-0.0845726 # DEPENDENCYPART_TRISIBL
(21,17),(21,11),(21,3),-0.0861214 # DEPENDENCYPART_TRISIBL
(21,17),(21,11),(21,2),-0.0835659 # DEPENDENCYPART_TRISIBL
(21,17),(21,11),(21,1),-0.0879475 # DEPENDENCYPART_TRISIBL
(21,17),(21,11),(21,-1),-0.120708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,9),(21,8),-0.0754838 # DEPENDENCYPART_TRISIBL
(21,17),(21,9),(21,7),-0.0754818 # DEPENDENCYPART_TRISIBL
(21,17),(21,9),(21,6),-0.0574912 # DEPENDENCYPART_TRISIBL
(21,17),(21,9),(21,5),-0.0573148 # DEPENDENCYPART_TRISIBL
(21,17),(21,9),(21,4),-0.0824978 # DEPENDENCYPART_TRISIBL
(21,17),(21,9),(21,3),-0.0851627 # DEPENDENCYPART_TRISIBL
(21,17),(21,9),(21,2),-0.0808655 # DEPENDENCYPART_TRISIBL
(21,17),(21,9),(21,1),-0.0825597 # DEPENDENCYPART_TRISIBL
(21,17),(21,9),(21,-1),-0.100361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,8),(21,7),-0.0755591 # DEPENDENCYPART_TRISIBL
(21,17),(21,8),(21,6),-0.057418 # DEPENDENCYPART_TRISIBL
(21,17),(21,8),(21,5),-0.0590224 # DEPENDENCYPART_TRISIBL
(21,17),(21,8),(21,4),-0.0821914 # DEPENDENCYPART_TRISIBL
(21,17),(21,8),(21,3),-0.0850965 # DEPENDENCYPART_TRISIBL
(21,17),(21,8),(21,2),-0.0806993 # DEPENDENCYPART_TRISIBL
(21,17),(21,8),(21,1),-0.0811451 # DEPENDENCYPART_TRISIBL
(21,17),(21,8),(21,-1),-0.0835181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,7),(21,6),-0.058646 # DEPENDENCYPART_TRISIBL
(21,17),(21,7),(21,5),-0.0635189 # DEPENDENCYPART_TRISIBL
(21,17),(21,7),(21,4),-0.0796779 # DEPENDENCYPART_TRISIBL
(21,17),(21,7),(21,3),-0.094271 # DEPENDENCYPART_TRISIBL
(21,17),(21,7),(21,2),-0.0781859 # DEPENDENCYPART_TRISIBL
(21,17),(21,7),(21,1),-0.0842934 # DEPENDENCYPART_TRISIBL
(21,17),(21,7),(21,-1),-0.0550425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,6),(21,5),-0.0417112 # DEPENDENCYPART_TRISIBL
(21,17),(21,6),(21,4),-0.0852446 # DEPENDENCYPART_TRISIBL
(21,17),(21,6),(21,3),-0.0933293 # DEPENDENCYPART_TRISIBL
(21,17),(21,6),(21,2),-0.0837525 # DEPENDENCYPART_TRISIBL
(21,17),(21,6),(21,1),-0.0811746 # DEPENDENCYPART_TRISIBL
(21,17),(21,6),(21,-1),-0.0339609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,5),(21,4),-0.0254504 # DEPENDENCYPART_TRISIBL
(21,17),(21,5),(21,3),-0.0817494 # DEPENDENCYPART_TRISIBL
(21,17),(21,5),(21,2),-0.0219675 # DEPENDENCYPART_TRISIBL
(21,17),(21,5),(21,1),0.000767746 # DEPENDENCYPART_TRISIBL
(21,17),(21,5),(21,-1),-0.192253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,4),(21,3),-0.0877068 # DEPENDENCYPART_TRISIBL
(21,17),(21,4),(21,2),-0.0833688 # DEPENDENCYPART_TRISIBL
(21,17),(21,4),(21,1),-0.0902793 # DEPENDENCYPART_TRISIBL
(21,17),(21,4),(21,-1),-0.0417424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,3),(21,2),-0.0814691 # DEPENDENCYPART_TRISIBL
(21,17),(21,3),(21,1),-0.0834249 # DEPENDENCYPART_TRISIBL
(21,17),(21,3),(21,-1),-0.0758627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,2),(21,1),-0.0914984 # DEPENDENCYPART_TRISIBL
(21,17),(21,2),(21,-1),-0.0422907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,1),(21,-1),-0.103792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,15),(21,14),-0.0767567 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,13),-0.0812569 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,12),-0.0659902 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,11),-0.0511978 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,9),-0.0996748 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,8),-0.0737578 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,7),-0.0844875 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,6),-0.0593302 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,5),-0.109199 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,4),-0.0632402 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,3),-0.0728717 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,2),-0.0589689 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,1),-0.0778924 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,-1),-0.107081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,14),(21,13),-0.0789238 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,12),-0.0654087 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,11),-0.0560105 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,9),-0.0986246 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,8),-0.0737578 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,7),-0.0821384 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,6),-0.0583709 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,5),-0.107178 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,4),-0.062247 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,3),-0.0719997 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,2),-0.0579757 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,1),-0.0755283 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,-1),-0.0725421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,13),(21,12),-0.0705748 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,11),-0.0607473 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,9),-0.0993348 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,8),-0.0737595 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,7),-0.0856298 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,6),-0.0583966 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,5),-0.109833 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,4),-0.0651974 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,3),-0.0683719 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,2),-0.0609282 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,1),-0.072826 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,-1),-0.137318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,12),(21,11),-0.0600257 # DEPENDENCYPART_TRISIBL
(21,16),(21,12),(21,9),-0.0987838 # DEPENDENCYPART_TRISIBL
(21,16),(21,12),(21,8),-0.0738996 # DEPENDENCYPART_TRISIBL
(21,16),(21,12),(21,7),-0.0827742 # DEPENDENCYPART_TRISIBL
(21,16),(21,12),(21,6),-0.0593939 # DEPENDENCYPART_TRISIBL
(21,16),(21,12),(21,5),-0.113911 # DEPENDENCYPART_TRISIBL
(21,16),(21,12),(21,4),-0.0689641 # DEPENDENCYPART_TRISIBL
(21,16),(21,12),(21,3),-0.0728141 # DEPENDENCYPART_TRISIBL
(21,16),(21,12),(21,2),-0.0646928 # DEPENDENCYPART_TRISIBL
(21,16),(21,12),(21,1),-0.074818 # DEPENDENCYPART_TRISIBL
(21,16),(21,12),(21,-1),-0.0787802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,11),(21,9),-0.0987204 # DEPENDENCYPART_TRISIBL
(21,16),(21,11),(21,8),-0.0737581 # DEPENDENCYPART_TRISIBL
(21,16),(21,11),(21,7),-0.089837 # DEPENDENCYPART_TRISIBL
(21,16),(21,11),(21,6),-0.0567644 # DEPENDENCYPART_TRISIBL
(21,16),(21,11),(21,5),-0.115206 # DEPENDENCYPART_TRISIBL
(21,16),(21,11),(21,4),-0.0659159 # DEPENDENCYPART_TRISIBL
(21,16),(21,11),(21,3),-0.0729348 # DEPENDENCYPART_TRISIBL
(21,16),(21,11),(21,2),-0.0616447 # DEPENDENCYPART_TRISIBL
(21,16),(21,11),(21,1),-0.0733144 # DEPENDENCYPART_TRISIBL
(21,16),(21,11),(21,-1),-0.146121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,9),(21,8),-0.0737732 # DEPENDENCYPART_TRISIBL
(21,16),(21,9),(21,7),-0.0823891 # DEPENDENCYPART_TRISIBL
(21,16),(21,9),(21,6),-0.0583559 # DEPENDENCYPART_TRISIBL
(21,16),(21,9),(21,5),-0.107771 # DEPENDENCYPART_TRISIBL
(21,16),(21,9),(21,4),-0.0622898 # DEPENDENCYPART_TRISIBL
(21,16),(21,9),(21,3),-0.0720166 # DEPENDENCYPART_TRISIBL
(21,16),(21,9),(21,2),-0.0580185 # DEPENDENCYPART_TRISIBL
(21,16),(21,9),(21,1),-0.0748163 # DEPENDENCYPART_TRISIBL
(21,16),(21,9),(21,-1),-0.11241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,8),(21,7),-0.0818241 # DEPENDENCYPART_TRISIBL
(21,16),(21,8),(21,6),-0.0583559 # DEPENDENCYPART_TRISIBL
(21,16),(21,8),(21,5),-0.107166 # DEPENDENCYPART_TRISIBL
(21,16),(21,8),(21,4),-0.0622626 # DEPENDENCYPART_TRISIBL
(21,16),(21,8),(21,3),-0.0720326 # DEPENDENCYPART_TRISIBL
(21,16),(21,8),(21,2),-0.0579913 # DEPENDENCYPART_TRISIBL
(21,16),(21,8),(21,1),-0.0748163 # DEPENDENCYPART_TRISIBL
(21,16),(21,8),(21,-1),-0.104192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,7),(21,6),-0.058401 # DEPENDENCYPART_TRISIBL
(21,16),(21,7),(21,5),-0.109719 # DEPENDENCYPART_TRISIBL
(21,16),(21,7),(21,4),-0.0648921 # DEPENDENCYPART_TRISIBL
(21,16),(21,7),(21,3),-0.0706332 # DEPENDENCYPART_TRISIBL
(21,16),(21,7),(21,2),-0.060623 # DEPENDENCYPART_TRISIBL
(21,16),(21,7),(21,1),-0.0728229 # DEPENDENCYPART_TRISIBL
(21,16),(21,7),(21,-1),-0.141674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,6),(21,5),-0.108594 # DEPENDENCYPART_TRISIBL
(21,16),(21,6),(21,4),-0.0626758 # DEPENDENCYPART_TRISIBL
(21,16),(21,6),(21,3),-0.0720013 # DEPENDENCYPART_TRISIBL
(21,16),(21,6),(21,2),-0.0586777 # DEPENDENCYPART_TRISIBL
(21,16),(21,6),(21,1),-0.0728879 # DEPENDENCYPART_TRISIBL
(21,16),(21,6),(21,-1),-0.0626483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,5),(21,4),0.00169941 # DEPENDENCYPART_TRISIBL
(21,16),(21,5),(21,3),-0.0649605 # DEPENDENCYPART_TRISIBL
(21,16),(21,5),(21,2),0.00896358 # DEPENDENCYPART_TRISIBL
(21,16),(21,5),(21,1),-0.0870268 # DEPENDENCYPART_TRISIBL
(21,16),(21,5),(21,-1),-0.220665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,4),(21,3),-0.0728717 # DEPENDENCYPART_TRISIBL
(21,16),(21,4),(21,2),-0.0589689 # DEPENDENCYPART_TRISIBL
(21,16),(21,4),(21,1),-0.0778924 # DEPENDENCYPART_TRISIBL
(21,16),(21,4),(21,-1),-0.107133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,3),(21,2),-0.0587383 # DEPENDENCYPART_TRISIBL
(21,16),(21,3),(21,1),-0.0750283 # DEPENDENCYPART_TRISIBL
(21,16),(21,3),(21,-1),-0.0545185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,2),(21,1),-0.0778924 # DEPENDENCYPART_TRISIBL
(21,16),(21,2),(21,-1),-0.108362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,1),(21,-1),-0.108847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,15),(21,14),(21,13),-0.0459625 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,12),-0.0733771 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,11),-0.140754 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,9),-0.0267066 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,8),-0.0803098 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,7),-0.0744865 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,6),-0.0535875 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,5),-0.0210941 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,4),-0.171014 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,3),-0.0938247 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,2),-0.165687 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,1),-0.0405993 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,-1),-0.0631941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,15),(21,13),(21,12),-0.0844442 # DEPENDENCYPART_TRISIBL
(21,15),(21,13),(21,11),-0.169956 # DEPENDENCYPART_TRISIBL
(21,15),(21,13),(21,9),-0.0312865 # DEPENDENCYPART_TRISIBL
(21,15),(21,13),(21,8),-0.0805014 # DEPENDENCYPART_TRISIBL
(21,15),(21,13),(21,7),-0.0856155 # DEPENDENCYPART_TRISIBL
(21,15),(21,13),(21,6),-0.0555195 # DEPENDENCYPART_TRISIBL
(21,15),(21,13),(21,5),-0.0514482 # DEPENDENCYPART_TRISIBL
(21,15),(21,13),(21,4),-0.203148 # DEPENDENCYPART_TRISIBL
(21,15),(21,13),(21,3),-0.100317 # DEPENDENCYPART_TRISIBL
(21,15),(21,13),(21,2),-0.197822 # DEPENDENCYPART_TRISIBL
(21,15),(21,13),(21,1),-0.0422846 # DEPENDENCYPART_TRISIBL
(21,15),(21,13),(21,-1),0.0450122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,15),(21,12),(21,11),-0.149904 # DEPENDENCYPART_TRISIBL
(21,15),(21,12),(21,9),-0.0270599 # DEPENDENCYPART_TRISIBL
(21,15),(21,12),(21,8),-0.0808487 # DEPENDENCYPART_TRISIBL
(21,15),(21,12),(21,7),-0.0655983 # DEPENDENCYPART_TRISIBL
(21,15),(21,12),(21,6),-0.05435 # DEPENDENCYPART_TRISIBL
(21,15),(21,12),(21,5),-0.0125245 # DEPENDENCYPART_TRISIBL
(21,15),(21,12),(21,4),-0.176805 # DEPENDENCYPART_TRISIBL
(21,15),(21,12),(21,3),-0.0899589 # DEPENDENCYPART_TRISIBL
(21,15),(21,12),(21,2),-0.171478 # DEPENDENCYPART_TRISIBL
(21,15),(21,12),(21,1),-0.0419043 # DEPENDENCYPART_TRISIBL
(21,15),(21,12),(21,-1),-0.0129988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,15),(21,11),(21,9),-0.0290161 # DEPENDENCYPART_TRISIBL
(21,15),(21,11),(21,8),-0.0847363 # DEPENDENCYPART_TRISIBL
(21,15),(21,11),(21,7),-0.0907888 # DEPENDENCYPART_TRISIBL
(21,15),(21,11),(21,6),-0.0541081 # DEPENDENCYPART_TRISIBL
(21,15),(21,11),(21,5),-0.0217215 # DEPENDENCYPART_TRISIBL
(21,15),(21,11),(21,4),-0.178758 # DEPENDENCYPART_TRISIBL
(21,15),(21,11),(21,3),-0.11617 # DEPENDENCYPART_TRISIBL
(21,15),(21,11),(21,2),-0.173593 # DEPENDENCYPART_TRISIBL
(21,15),(21,11),(21,1),-0.0244473 # DEPENDENCYPART_TRISIBL
(21,15),(21,11),(21,-1),-0.0778204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,15),(21,9),(21,8),-0.0803099 # DEPENDENCYPART_TRISIBL
(21,15),(21,9),(21,7),-0.0596047 # DEPENDENCYPART_TRISIBL
(21,15),(21,9),(21,6),-0.0534253 # DEPENDENCYPART_TRISIBL
(21,15),(21,9),(21,5),-0.0214409 # DEPENDENCYPART_TRISIBL
(21,15),(21,9),(21,4),-0.171717 # DEPENDENCYPART_TRISIBL
(21,15),(21,9),(21,3),-0.093892 # DEPENDENCYPART_TRISIBL
(21,15),(21,9),(21,2),-0.166389 # DEPENDENCYPART_TRISIBL
(21,15),(21,9),(21,1),-0.0405787 # DEPENDENCYPART_TRISIBL
(21,15),(21,9),(21,-1),0.00504469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,15),(21,8),(21,7),-0.0768226 # DEPENDENCYPART_TRISIBL
(21,15),(21,8),(21,6),-0.0552104 # DEPENDENCYPART_TRISIBL
