# _root_ Foreign stock markets , which kicked off Black Monday with a huge selling spree , began the day off by relatively modest amounts .
#goldHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,3,0,18,16,16,19,23,23,20,16,
#predictedHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,3,0,18,16,16,19,22,23,20,16,
(14,8),(14,4),(14,3),-0.147489 # DEPENDENCYPART_TRISIBL
(14,8),(14,4),(14,1),-0.0211195 # DEPENDENCYPART_TRISIBL
(14,8),(14,4),(14,-1),-0.211766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,3),(14,1),-0.00488823 # DEPENDENCYPART_TRISIBL
(14,8),(14,3),(14,-1),-0.166365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,1),(14,-1),-0.18145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,6),(14,5),-0.0736165 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,4),-0.0738168 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,3),-0.0738766 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,1),-0.0739983 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,-1),-0.149135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,5),(14,4),-0.0738168 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,3),-0.0738775 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,1),-0.0739983 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,-1),-0.148046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,4),(14,3),-0.0738802 # DEPENDENCYPART_TRISIBL
(14,7),(14,4),(14,1),-0.0739992 # DEPENDENCYPART_TRISIBL
(14,7),(14,4),(14,-1),-0.151023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,3),(14,1),-0.0739997 # DEPENDENCYPART_TRISIBL
(14,7),(14,3),(14,-1),-0.153862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,1),(14,-1),-0.156383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,5),(14,4),-0.0786573 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,3),-0.0765788 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,1),-0.0665353 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,-1),-0.146283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,4),(14,3),-0.0789883 # DEPENDENCYPART_TRISIBL
(14,6),(14,4),(14,1),-0.0618632 # DEPENDENCYPART_TRISIBL
(14,6),(14,4),(14,-1),-0.155897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,3),(14,1),-0.0667822 # DEPENDENCYPART_TRISIBL
(14,6),(14,3),(14,-1),-0.132934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,1),(14,-1),-0.144353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,4),(14,3),-0.0973408 # DEPENDENCYPART_TRISIBL
(14,5),(14,4),(14,1),-0.0741783 # DEPENDENCYPART_TRISIBL
(14,5),(14,4),(14,-1),-0.084062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,3),(14,1),-0.0740402 # DEPENDENCYPART_TRISIBL
(14,5),(14,3),(14,-1),-0.106196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,1),(14,-1),-0.103183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,4),(14,3),(14,1),-0.100405 # DEPENDENCYPART_TRISIBL
(14,4),(14,3),(14,-1),-0.119366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,4),(14,1),(14,-1),-0.120495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,3),(14,1),(14,-1),-0.121691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.159956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.076837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.0880911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.0917323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,22),-0.109477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,23),-0.104485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,24),-0.185304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,25),-0.207503 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),0.0494816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),0.0293573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.0585001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,22),-0.00126209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,23),-0.146561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,24),-0.0674335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,25),-0.0304162 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.0587851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,21),-0.0339377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,22),-0.161559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,23),-0.134942 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,24),-0.0510476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,25),-0.0674853 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,21),-0.15442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,22),-0.0948877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,23),-0.140165 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,24),-0.195421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,25),-0.139154 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,22),-0.121757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,23),-0.138987 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,24),-0.162282 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,25),-0.0991036 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,22),(16,23),-0.149905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,24),-0.0660896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,25),-0.0677256 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,23),(16,24),-0.0559547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,23),(16,25),-0.0560624 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,24),(16,25),-0.208441 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.0988203 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.100253 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.0861454 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,22),-0.0988194 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,23),-0.117839 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,24),-0.0868352 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,25),-0.139861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.0849573 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,21),-0.0864517 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,22),-0.0992233 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,23),-0.117228 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,24),-0.0706137 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,25),-0.120493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.0833641 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,22),-0.098932 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,23),-0.11991 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,24),-0.00836645 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,25),-0.128167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,22),-0.102449 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,23),-0.116059 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,24),-0.0972581 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,25),-0.110043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,22),(16,23),-0.117222 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,24),-0.0706126 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,25),-0.118625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,23),(16,24),-0.0814849 # DEPENDENCYPART_TRISIBL
(16,17),(16,23),(16,25),-0.132927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,24),(16,25),-0.134463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.0383582 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,21),-0.0735144 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,22),-0.118055 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,23),-0.155809 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,24),-0.0528524 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,25),-0.0333301 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.0942131 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,22),-0.118503 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,23),-0.184147 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,24),-0.0387359 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,25),-0.0818768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,22),-0.1186 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,23),-0.15896 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,24),-0.0878622 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,25),-0.0869364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,22),(16,23),-0.155597 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,24),-0.0446085 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,25),-0.0558024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,23),(16,24),-0.0501092 # DEPENDENCYPART_TRISIBL
(16,18),(16,23),(16,25),-0.102599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,24),(16,25),-0.0636726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.093796 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,22),-0.116043 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,23),-0.135037 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,24),-0.0790063 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,25),-0.0383783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,22),-0.112849 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,23),-0.125389 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,24),-0.0853612 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,25),-0.0293474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,22),(16,23),-0.126596 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,24),-0.101231 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,25),-0.100719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,23),(16,24),-0.115137 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,25),-0.0434184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,24),(16,25),-0.0230111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,22),-0.0592678 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,23),-0.0847028 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,24),-0.131837 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,25),-0.119449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,23),-0.0798211 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,24),-0.0962291 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,25),-0.125689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,23),(16,24),-0.0949274 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,25),-0.044885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,24),(16,25),-0.0559262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,22),(16,23),-0.128641 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,24),-0.0610289 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,25),-0.0579189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,23),(16,24),-0.0812912 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,25),-0.0616703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,24),(16,25),-0.0692071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,23),(16,24),-0.101461 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,25),-0.067466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,24),(16,25),-0.0666888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,24),(16,25),-0.0649963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.127874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.1435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,12),-0.150672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,11),-0.213001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,10),-0.146886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,9),-0.161045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,8),-0.159755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,7),-0.118537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,6),-0.413612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,5),-0.0749733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,4),-0.159825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,3),-0.0862293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,2),-0.127116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,1),-0.167915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.263631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.053783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,12),-0.083658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,11),-0.169837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,10),-0.0690186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,9),0.0162471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,8),0.0379812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,7),-0.125892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,6),-0.0905064 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,5),0.00894038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,4),0.18228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,3),-0.0575342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,2),-0.0302405 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,1),-0.113408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),0.104604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,12),-0.0841731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,11),-0.169734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,10),-0.0705188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,9),0.016155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,8),0.0378891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,7),-0.125892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,6),-0.0905127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,5),0.00894038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,4),0.185244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,3),-0.058551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,2),-0.0268172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,1),-0.113923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),0.103893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,12),(16,11),-0.155394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,10),-0.132315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,9),-0.0418038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,8),-0.0297469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,7),-0.13066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,6),-0.142809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,5),0.00335802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,4),-0.0124108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,3),0.00940382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,2),-0.0834364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,1),-0.151514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,-1),-0.0636518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,11),(16,10),-0.14544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,9),0.0145607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,8),0.0273319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,7),-0.119112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,6),-0.147769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,5),-0.0110313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,4),-0.0340052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,3),-0.00268647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,2),-0.0773582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,1),-0.161887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,-1),-0.0963168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,10),(16,9),0.0997785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,8),0.114552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,7),-0.114781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,6),-0.142579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,5),0.197016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,4),-0.247752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,3),0.10344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,2),0.0488905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,1),-0.109141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,-1),-0.192129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,9),(16,8),-0.103514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,7),-0.118959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,6),-0.0518739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,5),0.0284668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,4),0.094201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,3),-0.0791021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,2),-0.0658424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,1),-0.0961454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,-1),0.0704418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,8),(16,7),-0.118959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,6),-0.0516227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,5),0.0285085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,4),0.106565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,3),-0.0882436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,2),-0.0642346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,1),-0.0948855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,-1),0.109467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,7),(16,6),-0.137594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,7),(16,5),0.0149677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,7),(16,4),-0.0473524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,7),(16,3),-0.0363664 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,7),(16,2),-0.061924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,7),(16,1),-0.12033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,7),(16,-1),-0.182872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,6),(16,5),0.00950418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,6),(16,4),-0.0868377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,6),(16,3),-0.00757973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,6),(16,2),-0.0358058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,6),(16,1),-0.124528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,6),(16,-1),-0.164171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,5),(16,4),-0.0174602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,5),(16,3),-0.0463196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,5),(16,2),-0.0531342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,5),(16,1),-0.121782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,5),(16,-1),0.0942289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,4),(16,3),-0.0862293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,4),(16,2),-0.127116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,4),(16,1),-0.167915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,4),(16,-1),-0.263631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,3),(16,2),-0.112803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,3),(16,1),-0.0933195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,3),(16,-1),0.129076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,2),(16,1),-0.107553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,2),(16,-1),0.125028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,1),(16,-1),-0.0651395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),-0.127712 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,12),-0.0612648 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,11),-0.000510144 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,10),0.102282 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,9),-0.174086 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,8),-0.174288 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,7),-0.0765335 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,6),-0.122486 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,5),-0.0861932 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,4),-0.0135667 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,3),-0.208292 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,2),-0.129698 # DEPENDENCYPART_TRISIBL
