# _root_ At Jefferies & Co. , J. Francis Palamara did n't reach the office until 5:30 a.m. , but then he had been up most of the night at home .
#goldHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,18,21,19,21,22,22,24,27,25,22,28,9,
#predictedHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,21,21,18,21,22,22,24,27,25,22,28,9,
(9,9),(9,13),(9,17),0.0128541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,18),-0.0960158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,19),-0.0989958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,20),-0.107983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,21),-0.0778259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,22),0.00670921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,23),-0.0423857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,24),-0.0937039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,30),-0.0806817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,31),-0.0399708 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,15),-0.193445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,16),-0.0965746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,17),-0.0825691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,18),-0.0987891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,19),-0.204567 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,20),-0.159444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,21),-0.139825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,22),0.0155656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,23),-0.145281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,24),-0.0757279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,30),-0.207682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,31),-0.175834 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,15),(9,16),-0.145555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,17),-0.0740807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,18),-0.0750032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,19),-0.147853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,20),-0.104007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,21),-0.157872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,22),-0.0819838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,23),-0.0886073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,24),-0.0887131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,30),-0.114355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,31),-0.153185 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,17),0.0138451 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,18),-0.0886003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,19),-0.0934839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,20),-0.107977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,21),-0.0833502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,22),0.00670987 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,23),-0.0368738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,24),-0.0937039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,30),-0.0797586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,31),-0.0411991 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,17),(9,18),-0.33084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,19),-0.21929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,20),-0.168085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,21),-0.10655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,22),-0.198153 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,23),-0.166132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,24),-0.0931802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,30),-0.164724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,31),-0.176132 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,18),(9,19),-0.205186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,20),-0.0342003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,21),-0.179928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,22),-0.0197221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,23),-0.160597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,24),-0.0887434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,30),-0.433526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,31),-0.242989 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,19),(9,20),-0.127497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,21),-0.144373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,22),0.00911532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,23),-0.0964987 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,24),-0.0934535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,30),-0.183931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,31),-0.0648835 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,20),(9,21),-0.14273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,20),(9,22),0.00125536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,20),(9,23),-0.0606168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,20),(9,24),-0.0891198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,20),(9,30),-0.213113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,20),(9,31),-0.142154 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,21),(9,22),-0.0642477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,21),(9,23),-0.0863002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,21),(9,24),-0.088714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,21),(9,30),-0.0822918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,21),(9,31),-0.0725964 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,22),(9,23),-0.162438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,22),(9,24),-0.088746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,22),(9,30),-0.00904124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,22),(9,31),-0.00264071 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,23),(9,24),-0.0934535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,23),(9,30),-0.203838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,23),(9,31),-0.119067 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,24),(9,30),-0.114079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,24),(9,31),-0.232302 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,30),(9,31),-0.234175 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.100716 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),-0.164804 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),-0.165415 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,15),-0.0858798 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.163566 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,17),0.0497145 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,18),0.0538863 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,19),-0.170103 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,20),-0.110484 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,21),-0.151602 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,22),-0.0429728 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,23),-0.17175 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,24),-0.090321 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,30),0.0543679 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,31),0.155541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),-0.110454 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,14),-0.0923059 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,15),-0.0863176 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),-0.109217 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,17),-0.0385477 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,18),-0.011334 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,19),-0.134154 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,20),-0.105219 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,21),-0.128075 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,22),-0.0446577 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,23),-0.1355 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,24),-0.0903399 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,30),0.0070987 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,31),-0.0249393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,14),-0.0426517 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,15),-0.0858347 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,16),-0.142367 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,17),-0.0392455 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,18),-0.00840421 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,19),-0.0981752 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,20),-0.10794 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,21),-0.113801 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,22),-0.0556662 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,23),-0.0994847 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,24),-0.0904998 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,30),-0.0051475 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,31),0.0425963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,15),-0.0852795 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,16),-0.103975 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,17),-0.0440348 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,18),0.043675 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,19),-0.123295 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,20),-0.106718 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,21),-0.141623 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,22),-0.0491732 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,23),-0.128277 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,24),-0.0903447 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,30),-0.0516123 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,31),0.039813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,15),(9,16),-0.108214 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,17),-0.0200912 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,18),-0.0143467 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,19),-0.133068 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,20),-0.105218 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,21),-0.127062 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,22),-0.0406908 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,23),-0.134416 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,24),-0.0903138 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,30),-0.0414548 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,31),0.0414887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,17),-0.0392455 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,18),-0.00840421 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,19),-0.0981752 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,20),-0.10794 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,21),-0.113788 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,22),-0.0556662 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,23),-0.0994847 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,24),-0.0904998 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,30),-0.0051475 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,31),0.0427783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,17),(9,18),-0.0126901 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,19),-0.128611 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,20),-0.10784 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,21),-0.172759 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,22),0.000280339 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,23),-0.124921 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,24),-0.0906657 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,30),0.0178563 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,31),-0.0945573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,18),(9,19),-0.142934 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,20),-0.107812 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,21),-0.127163 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,22),-0.0386414 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,23),-0.143809 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,24),-0.0903138 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,30),-0.00494722 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,31),-0.00656357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,19),(9,20),-0.108148 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,21),-0.138105 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,22),0.0486633 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,23),-0.148661 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,24),-0.0903138 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,30),-0.132699 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,31),-0.0399044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,20),(9,21),-0.127079 # DEPENDENCYPART_TRISIBL
(9,10),(9,20),(9,22),-0.0405682 # DEPENDENCYPART_TRISIBL
(9,10),(9,20),(9,23),-0.134027 # DEPENDENCYPART_TRISIBL
(9,10),(9,20),(9,24),-0.0903138 # DEPENDENCYPART_TRISIBL
(9,10),(9,20),(9,30),-0.0533131 # DEPENDENCYPART_TRISIBL
(9,10),(9,20),(9,31),0.0015001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,21),(9,22),-0.0405913 # DEPENDENCYPART_TRISIBL
(9,10),(9,21),(9,23),-0.139138 # DEPENDENCYPART_TRISIBL
(9,10),(9,21),(9,24),-0.0903138 # DEPENDENCYPART_TRISIBL
(9,10),(9,21),(9,30),-0.0128219 # DEPENDENCYPART_TRISIBL
(9,10),(9,21),(9,31),0.0538222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,22),(9,23),-0.152176 # DEPENDENCYPART_TRISIBL
(9,10),(9,22),(9,24),-0.0903411 # DEPENDENCYPART_TRISIBL
(9,10),(9,22),(9,30),0.0737546 # DEPENDENCYPART_TRISIBL
(9,10),(9,22),(9,31),0.125006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,23),(9,24),-0.0903138 # DEPENDENCYPART_TRISIBL
(9,10),(9,23),(9,30),-0.136531 # DEPENDENCYPART_TRISIBL
(9,10),(9,23),(9,31),-0.0443068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,24),(9,30),-0.0332396 # DEPENDENCYPART_TRISIBL
(9,10),(9,24),(9,31),-0.0036253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,30),(9,31),-0.045296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,13),-0.115479 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,14),-0.0854791 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,15),-0.0923831 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,16),-0.115479 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,17),-0.0463036 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,18),-0.031285 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,19),-0.101413 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,20),-0.0949016 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,21),-0.057919 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,22),-0.0902732 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,23),-0.110936 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,24),-0.0895032 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,30),-0.090895 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,31),-0.120447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,14),-0.0889469 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,15),-0.0923878 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,16),-0.120623 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,17),-0.0491872 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,18),-0.0382337 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,19),-0.102733 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,20),-0.0950151 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,21),-0.0593694 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,22),-0.090274 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,23),-0.112257 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,24),-0.0895032 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,30),-0.083916 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,31),-0.130733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,15),-0.092401 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,16),-0.11629 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,17),-0.0338841 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,18),-0.0375429 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,19),-0.119334 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,20),-0.09533 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,21),-0.0599879 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,22),-0.0902654 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,23),-0.128858 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,24),-0.0895032 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,30),-0.0895799 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,31),-0.126511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,15),(9,16),-0.115367 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,17),-0.0463904 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,18),-0.0312219 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,19),-0.101243 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,20),-0.0949016 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,21),-0.0578495 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,22),-0.0902651 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,23),-0.110767 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,24),-0.0895032 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,30),-0.0878924 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,31),-0.109284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,17),-0.0491872 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,18),-0.0382337 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,19),-0.102733 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,20),-0.0950151 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,21),-0.0593694 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,22),-0.090274 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,23),-0.112257 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,24),-0.0895032 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,30),-0.083916 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,31),-0.130733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,17),(9,18),0.123619 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,19),-0.120784 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,20),-0.0963029 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,21),-0.0102517 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,22),-0.0894371 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,23),-0.131235 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,24),-0.0895061 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,30),-0.101651 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,31),-0.135382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,18),(9,19),-0.0928925 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,20),-0.100625 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,21),-0.0649322 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,22),-0.0906739 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,23),-0.111205 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,24),-0.0895032 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,30),-0.0329819 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,31),-0.133687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,19),(9,20),-0.0949016 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,21),-0.0597536 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,22),-0.0908633 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,23),-0.111776 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,24),-0.0895032 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,30),-0.0910269 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,31),-0.113309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,20),(9,21),-0.0597862 # DEPENDENCYPART_TRISIBL
(9,11),(9,20),(9,22),-0.0902649 # DEPENDENCYPART_TRISIBL
(9,11),(9,20),(9,23),-0.110775 # DEPENDENCYPART_TRISIBL
(9,11),(9,20),(9,24),-0.0895032 # DEPENDENCYPART_TRISIBL
(9,11),(9,20),(9,30),-0.0869403 # DEPENDENCYPART_TRISIBL
(9,11),(9,20),(9,31),-0.118541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,21),(9,22),-0.0902982 # DEPENDENCYPART_TRISIBL
(9,11),(9,21),(9,23),-0.110811 # DEPENDENCYPART_TRISIBL
(9,11),(9,21),(9,24),-0.0895032 # DEPENDENCYPART_TRISIBL
(9,11),(9,21),(9,30),-0.105568 # DEPENDENCYPART_TRISIBL
(9,11),(9,21),(9,31),-0.125209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,22),(9,23),-0.111149 # DEPENDENCYPART_TRISIBL
(9,11),(9,22),(9,24),-0.0895032 # DEPENDENCYPART_TRISIBL
(9,11),(9,22),(9,30),-0.0880241 # DEPENDENCYPART_TRISIBL
(9,11),(9,22),(9,31),-0.123789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,23),(9,24),-0.0895032 # DEPENDENCYPART_TRISIBL
(9,11),(9,23),(9,30),-0.0907674 # DEPENDENCYPART_TRISIBL
(9,11),(9,23),(9,31),-0.116573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,24),(9,30),-0.0869369 # DEPENDENCYPART_TRISIBL
(9,11),(9,24),(9,31),-0.114497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,30),(9,31),-0.00645281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
