# _root_ Sales climbed to an estimated $ 245 million in fiscal 1989 , ended Aug. 31 , from $ 99.9 million in fiscal 1985 .
#goldHeads=2,0,2,6,6,3,6,6,3,11,9,11,11,13,14,11,2,17,18,18,17,23,21,2,
#predictedHeads=2,0,2,6,6,3,6,6,6,11,9,6,6,13,14,6,2,17,18,18,18,23,21,2,
(3,13),(3,18),(3,25),-0.121375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,21),(3,23),-0.0840994 # DEPENDENCYPART_TRISIBL
(3,13),(3,21),(3,25),-0.0798768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,23),(3,25),-0.112066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,15),(3,16),-0.0766697 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,17),-0.0897851 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,18),-0.0814218 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,21),-0.0851436 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,23),-0.0972108 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,25),-0.138414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,16),(3,17),-0.0869783 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,18),-0.0939247 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,21),-0.0793514 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,23),-0.105398 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,25),-0.0683749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,17),(3,18),-0.0839815 # DEPENDENCYPART_TRISIBL
(3,14),(3,17),(3,21),-0.0638493 # DEPENDENCYPART_TRISIBL
(3,14),(3,17),(3,23),-0.0968641 # DEPENDENCYPART_TRISIBL
(3,14),(3,17),(3,25),-0.149304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,18),(3,21),-0.0773965 # DEPENDENCYPART_TRISIBL
(3,14),(3,18),(3,23),-0.0967825 # DEPENDENCYPART_TRISIBL
(3,14),(3,18),(3,25),-0.127919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,21),(3,23),-0.0969345 # DEPENDENCYPART_TRISIBL
(3,14),(3,21),(3,25),-0.180215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,23),(3,25),-0.136746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,16),(3,17),-0.080402 # DEPENDENCYPART_TRISIBL
(3,15),(3,16),(3,18),-0.0826226 # DEPENDENCYPART_TRISIBL
(3,15),(3,16),(3,21),-0.0405921 # DEPENDENCYPART_TRISIBL
(3,15),(3,16),(3,23),-0.00902013 # DEPENDENCYPART_TRISIBL
(3,15),(3,16),(3,25),-0.266495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,17),(3,18),-0.0993436 # DEPENDENCYPART_TRISIBL
(3,15),(3,17),(3,21),-0.0803418 # DEPENDENCYPART_TRISIBL
(3,15),(3,17),(3,23),-0.0784892 # DEPENDENCYPART_TRISIBL
(3,15),(3,17),(3,25),-0.0904452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,18),(3,21),-0.0414863 # DEPENDENCYPART_TRISIBL
(3,15),(3,18),(3,23),-0.0884091 # DEPENDENCYPART_TRISIBL
(3,15),(3,18),(3,25),-0.146141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,21),(3,23),-0.0778159 # DEPENDENCYPART_TRISIBL
(3,15),(3,21),(3,25),-0.0736139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,23),(3,25),-0.137347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,17),(3,18),-0.0951914 # DEPENDENCYPART_TRISIBL
(3,16),(3,17),(3,21),-0.138113 # DEPENDENCYPART_TRISIBL
(3,16),(3,17),(3,23),-0.0726792 # DEPENDENCYPART_TRISIBL
(3,16),(3,17),(3,25),-0.106732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,18),(3,21),-0.105453 # DEPENDENCYPART_TRISIBL
(3,16),(3,18),(3,23),-0.0838422 # DEPENDENCYPART_TRISIBL
(3,16),(3,18),(3,25),-0.0845219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,21),(3,23),-0.0726875 # DEPENDENCYPART_TRISIBL
(3,16),(3,21),(3,25),-0.106822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,23),(3,25),-0.0813929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,17),(3,18),(3,21),-0.126609 # DEPENDENCYPART_TRISIBL
(3,17),(3,18),(3,23),-0.071448 # DEPENDENCYPART_TRISIBL
(3,17),(3,18),(3,25),-0.154524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,17),(3,21),(3,23),-0.0697156 # DEPENDENCYPART_TRISIBL
(3,17),(3,21),(3,25),-0.14803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,17),(3,23),(3,25),-0.147905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,21),(3,23),-0.0564047 # DEPENDENCYPART_TRISIBL
(3,18),(3,21),(3,25),0.0255339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,23),(3,25),-0.0956004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,21),(3,23),(3,25),-0.143505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.132912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.122245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,25),-0.21091 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,25),-0.311204 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,25),-0.134238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.172798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.156656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.0834026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.0990502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),-0.189147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,12),-0.0370264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,13),-0.0878008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,14),-0.06966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,16),-0.0370264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,17),-0.0628145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,18),-0.121995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,21),-0.0834026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,24),-0.152379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,25),-0.130521 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.132232 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,9),-0.0699152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.106765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),-0.193934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,12),-0.146392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,13),-0.0726622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,14),-0.0617373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,16),-0.146392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,17),-0.0825434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,18),-0.111145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,21),-0.0699152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,24),-0.152935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,25),-0.115937 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),-0.0615829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,10),-0.106926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,11),-0.196653 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,12),-0.140277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,13),-0.0729006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,14),-0.0568832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,16),-0.140277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,17),-0.0742111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,18),-0.11115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,21),-0.0615829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,24),-0.151917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,25),-0.128215 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,10),-0.125456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,11),-0.202955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,12),-0.143329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,13),-0.0579458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,14),-0.0734795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,16),-0.143329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,17),-0.0797513 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,18),-0.145053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,21),-0.032916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,24),-0.202947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,25),-0.123962 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,11),-0.202622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,12),-0.0462161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,13),-0.0491431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,14),-0.0633459 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,16),-0.0462161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,17),-0.069838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,18),-0.128567 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,21),-0.00591454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,24),-0.14129 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,25),-0.128003 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,12),-0.149688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,13),-0.0727506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,14),-0.0652163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,16),-0.149688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,17),-0.079177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,18),-0.111145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,21),-0.0665488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,24),-0.152937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,25),-0.0938094 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,12),(5,13),0.0105982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,14),-0.107376 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,16),-0.109458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,17),-0.261222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,18),-0.135894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,21),-0.260322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,24),-0.20532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,25),-0.325265 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,13),(5,14),-0.090176 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,16),-0.0993313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,17),-0.0761339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,18),-0.116109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,21),-0.0732571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,24),-0.0306525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,25),-0.0130464 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,14),(5,16),-0.156948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,17),-0.00217764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,18),-0.0532888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,21),-0.0245584 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,24),-0.138848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,25),-0.0188833 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,16),(5,17),-0.261222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,18),-0.135894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,21),-0.260322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,24),-0.20532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,25),-0.325265 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,17),(5,18),-0.144383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,21),-0.0958112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,24),-0.171653 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,25),-0.115191 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,18),(5,21),-0.0834026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,24),-0.152379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,25),-0.130521 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,21),(5,24),-0.202947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,21),(5,25),-0.123962 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,24),(5,25),-0.439505 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),0.0208769 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.0228777 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),-0.0901014 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.0205351 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,12),-0.00234694 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,13),-0.108637 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,14),-0.0883958 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,16),-0.00234694 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,17),-0.0512846 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,18),-0.120714 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,21),-0.0228777 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,24),-0.101621 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,25),-0.140965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),-0.0233966 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,10),-0.0901015 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,11),-0.0208581 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,12),-0.00333122 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,13),-0.108653 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,14),-0.0883974 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,16),-0.00333122 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,17),-0.0518034 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,18),-0.120714 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,21),-0.0233966 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,24),-0.101622 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,25),-0.145244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,10),-0.0932796 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,11),-0.0565667 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,12),0.00957626 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,13),-0.0964022 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,14),-0.0916784 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,16),0.00957626 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,17),-0.0574903 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,18),-0.120645 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,21),-0.000509175 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,24),-0.143096 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,25),-0.0398629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,11),-0.0564453 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,12),0.00106796 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,13),-0.107135 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,14),-0.0883638 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,16),0.00106796 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,17),-0.049712 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,18),-0.120706 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,21),-0.0181469 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,24),-0.0902232 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,25),-0.132915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,12),-0.00234694 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,13),-0.108637 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,14),-0.0883958 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,16),-0.00234694 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,17),-0.0512846 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,18),-0.120714 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,21),-0.0228777 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,24),-0.101621 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,25),-0.140977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,12),(5,13),-0.134711 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,14),-0.0752747 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,16),-0.0144945 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,17),0.00175019 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,18),-0.13534 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,21),0.027466 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,24),-0.0873347 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,25),-0.189393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,13),(5,14),-0.0883703 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,16),0.000615101 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,17),-0.0506622 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,18),-0.12037 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,21),-0.0186661 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,24),-0.12954 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,25),-0.113275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,14),(5,16),0.0145764 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,17),-0.0504231 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,18),-0.121442 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,21),-0.0176086 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,24),-0.103547 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,25),-0.130089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,16),(5,17),0.00175019 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,18),-0.13534 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,21),0.027466 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,24),-0.0873347 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,25),-0.189393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,17),(5,18),-0.120627 # DEPENDENCYPART_TRISIBL
(5,6),(5,17),(5,21),0.0374597 # DEPENDENCYPART_TRISIBL
(5,6),(5,17),(5,24),-0.131211 # DEPENDENCYPART_TRISIBL
(5,6),(5,17),(5,25),-0.0878226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,18),(5,21),-0.0184119 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,24),-0.102841 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,25),-0.142334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,21),(5,24),-0.143096 # DEPENDENCYPART_TRISIBL
(5,6),(5,21),(5,25),-0.0398629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,24),(5,25),-0.121299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),-0.0286744 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,10),-0.0919406 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,11),-0.0934212 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,12),-0.10328 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,13),-0.0918736 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,14),-0.0936805 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,16),-0.10328 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,17),-0.0892631 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,18),-0.0697164 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,21),-0.0286744 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,24),-0.100944 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,25),-0.0816753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,10),-0.0903877 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,11),-0.0734541 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,12),-0.0468439 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,13),-0.0962831 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,14),-0.0966572 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,16),-0.0468439 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,17),-0.123187 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,18),-0.0945263 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,21),-0.0980379 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,24),-0.0752814 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,25),-0.0960439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,11),-0.0735787 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,12),-0.0847393 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,13),-0.0993848 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,14),-0.0960322 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,16),-0.0847393 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,17),-0.0968704 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,18),-0.0786251 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,21),-0.052617 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,24),-0.0830509 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,25),-0.129526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,12),-0.0937658 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,13),-0.0926796 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,14),-0.0968107 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,16),-0.0937658 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,17),-0.102551 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,18),-0.0737032 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,21),-0.0419619 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,24),-0.0984864 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,25),-0.130819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,12),(5,13),-0.12699 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,14),-0.102918 # DEPENDENCYPART_TRISIBL
