# _root_ But then it suddenly burst upward 7.5 as Goldman , Sachs & Co. stepped in and bought almost every share offer , traders said .
#goldHeads=5,5,5,5,24,5,5,5,14,9,9,11,12,8,14,14,16,21,21,21,17,24,24,0,24,
#predictedHeads=5,5,5,5,24,5,6,5,14,9,9,11,12,8,14,14,16,17,21,21,17,24,24,0,24,
(9,11),(9,14),(9,15),-0.0656174 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,16),-0.069996 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,17),-0.12225 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,21),-0.120301 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,22),-0.0941792 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,23),-0.0719365 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,24),-0.114194 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,26),-0.170852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,15),(9,16),-0.0792259 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,17),-0.126158 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,21),-0.125889 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,22),-0.100225 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,23),-0.0743219 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,24),-0.11842 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,26),-0.197638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,17),-0.122972 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,21),-0.126147 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,22),-0.0899138 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,23),-0.0697797 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,24),-0.114914 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,26),-0.121776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,17),(9,21),-0.120301 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,22),-0.0941792 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,23),-0.0719401 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,24),-0.114194 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,26),-0.170857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,21),(9,22),-0.0786317 # DEPENDENCYPART_TRISIBL
(9,11),(9,21),(9,23),-0.0760692 # DEPENDENCYPART_TRISIBL
(9,11),(9,21),(9,24),-0.117636 # DEPENDENCYPART_TRISIBL
(9,11),(9,21),(9,26),-0.252786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,22),(9,23),-0.11026 # DEPENDENCYPART_TRISIBL
(9,11),(9,22),(9,24),-0.15853 # DEPENDENCYPART_TRISIBL
(9,11),(9,22),(9,26),-0.195727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,23),(9,24),-0.113264 # DEPENDENCYPART_TRISIBL
(9,11),(9,23),(9,26),-0.226076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,24),(9,26),-0.172216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,14),-0.065757 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,15),-0.0778994 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,16),-0.306908 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,17),-0.0658632 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,21),-0.0605539 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,22),-0.211712 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,23),-0.0457087 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,24),-0.0668021 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,26),-0.177657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,15),-0.0814708 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,16),-0.277591 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,17),-0.0881865 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,21),-0.0535687 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,22),-0.157021 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,23),-0.045954 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,24),-0.0891065 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,26),-0.164437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,15),(9,16),-0.278006 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,17),-0.0886326 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,21),-0.0576202 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,22),-0.165229 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,23),-0.0479358 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,24),-0.0895739 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,26),-0.127364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,16),(9,17),-0.0881338 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,21),-0.0541347 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,22),-0.180678 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,23),-0.0455735 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,24),-0.0890568 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,26),-0.284596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,17),(9,21),-0.0535687 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,22),-0.157021 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,23),-0.045954 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,24),-0.0891065 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,26),-0.162581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,21),(9,22),-0.20415 # DEPENDENCYPART_TRISIBL
(9,12),(9,21),(9,23),-0.0456715 # DEPENDENCYPART_TRISIBL
(9,12),(9,21),(9,24),-0.0921642 # DEPENDENCYPART_TRISIBL
(9,12),(9,21),(9,26),-0.205415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,22),(9,23),0.0669356 # DEPENDENCYPART_TRISIBL
(9,12),(9,22),(9,24),-0.0989763 # DEPENDENCYPART_TRISIBL
(9,12),(9,22),(9,26),-0.341513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,23),(9,24),-0.0913539 # DEPENDENCYPART_TRISIBL
(9,12),(9,23),(9,26),-0.20444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,24),(9,26),-0.168808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,14),(9,15),-0.0589942 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,16),-0.0794242 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,17),-0.11175 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,21),-0.0903012 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,22),-0.0984834 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,23),-0.0823168 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,24),-0.103694 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,26),-0.190355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,15),(9,16),-0.088654 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,17),-0.115646 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,21),-0.095757 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,22),-0.10461 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,23),-0.0846981 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,24),-0.107908 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,26),-0.221305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,16),(9,17),-0.112864 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,21),-0.0959697 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,22),-0.092329 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,23),-0.0773099 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,24),-0.104805 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,26),-0.103373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,17),(9,21),-0.0903012 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,22),-0.0984834 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,23),-0.0823204 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,24),-0.103694 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,26),-0.19036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,21),(9,22),-0.0856608 # DEPENDENCYPART_TRISIBL
(9,13),(9,21),(9,23),-0.0869352 # DEPENDENCYPART_TRISIBL
(9,13),(9,21),(9,24),-0.107124 # DEPENDENCYPART_TRISIBL
(9,13),(9,21),(9,26),-0.286973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,22),(9,23),-0.136365 # DEPENDENCYPART_TRISIBL
(9,13),(9,22),(9,24),-0.136849 # DEPENDENCYPART_TRISIBL
(9,13),(9,22),(9,26),-0.267188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,23),(9,24),-0.102751 # DEPENDENCYPART_TRISIBL
(9,13),(9,23),(9,26),-0.250912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,24),(9,26),-0.191719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,15),(9,16),-0.0172247 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,17),-0.118055 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,21),-0.0990214 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,22),-0.102653 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,23),-0.0853478 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,24),-0.120228 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,26),-0.120685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,16),(9,17),-0.12016 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,21),-0.0989817 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,22),-0.101258 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,23),-0.0852377 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,24),-0.122308 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,26),-0.0890556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,17),(9,21),-0.0990223 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,22),-0.101239 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,23),-0.0853827 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,24),-0.124379 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,26),-0.175647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,21),(9,22),-0.103687 # DEPENDENCYPART_TRISIBL
(9,14),(9,21),(9,23),-0.0852389 # DEPENDENCYPART_TRISIBL
(9,14),(9,21),(9,24),-0.120961 # DEPENDENCYPART_TRISIBL
(9,14),(9,21),(9,26),-0.132767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,22),(9,23),-0.0745803 # DEPENDENCYPART_TRISIBL
(9,14),(9,22),(9,24),-0.146461 # DEPENDENCYPART_TRISIBL
(9,14),(9,22),(9,26),0.0241722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,23),(9,24),-0.119713 # DEPENDENCYPART_TRISIBL
(9,14),(9,23),(9,26),-0.13007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,24),(9,26),-0.180414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,16),(9,17),-0.0792312 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,21),-0.117763 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,22),0.0517105 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,23),-0.103491 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,24),-0.078659 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,26),-0.169708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,17),(9,21),-0.112205 # DEPENDENCYPART_TRISIBL
(9,15),(9,17),(9,22),0.019785 # DEPENDENCYPART_TRISIBL
(9,15),(9,17),(9,23),-0.0924122 # DEPENDENCYPART_TRISIBL
(9,15),(9,17),(9,24),-0.0789925 # DEPENDENCYPART_TRISIBL
(9,15),(9,17),(9,26),-0.175783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,21),(9,22),0.150608 # DEPENDENCYPART_TRISIBL
(9,15),(9,21),(9,23),-0.0892372 # DEPENDENCYPART_TRISIBL
(9,15),(9,21),(9,24),-0.075956 # DEPENDENCYPART_TRISIBL
(9,15),(9,21),(9,26),-0.121342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,22),(9,23),-0.0844055 # DEPENDENCYPART_TRISIBL
(9,15),(9,22),(9,24),-0.0575415 # DEPENDENCYPART_TRISIBL
(9,15),(9,22),(9,26),-0.38151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,23),(9,24),-0.0793714 # DEPENDENCYPART_TRISIBL
(9,15),(9,23),(9,26),-0.159298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,24),(9,26),-0.179832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,17),(9,21),-0.132294 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,22),-0.182681 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,23),-0.00928295 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,24),-0.0422346 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,26),-0.163524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,21),(9,22),-0.243581 # DEPENDENCYPART_TRISIBL
(9,16),(9,21),(9,23),-0.00970073 # DEPENDENCYPART_TRISIBL
(9,16),(9,21),(9,24),-0.0470498 # DEPENDENCYPART_TRISIBL
(9,16),(9,21),(9,26),-0.186378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,22),(9,23),0.136911 # DEPENDENCYPART_TRISIBL
(9,16),(9,22),(9,24),0.00789905 # DEPENDENCYPART_TRISIBL
(9,16),(9,22),(9,26),-0.326403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,23),(9,24),-0.0466883 # DEPENDENCYPART_TRISIBL
(9,16),(9,23),(9,26),-0.163807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,24),(9,26),-0.169752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,21),(9,22),-0.10371 # DEPENDENCYPART_TRISIBL
(9,17),(9,21),(9,23),-0.085243 # DEPENDENCYPART_TRISIBL
(9,17),(9,21),(9,24),-0.120971 # DEPENDENCYPART_TRISIBL
(9,17),(9,21),(9,26),-0.145939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,22),(9,23),-0.0745844 # DEPENDENCYPART_TRISIBL
(9,17),(9,22),(9,24),-0.146486 # DEPENDENCYPART_TRISIBL
(9,17),(9,22),(9,26),0.0112426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,23),(9,24),-0.119723 # DEPENDENCYPART_TRISIBL
(9,17),(9,23),(9,26),-0.143587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,24),(9,26),-0.195934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,21),(9,22),(9,23),-0.109739 # DEPENDENCYPART_TRISIBL
(9,21),(9,22),(9,24),-0.0668857 # DEPENDENCYPART_TRISIBL
(9,21),(9,22),(9,26),-0.0928348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,21),(9,23),(9,24),-0.0949952 # DEPENDENCYPART_TRISIBL
(9,21),(9,23),(9,26),-0.152174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,21),(9,24),(9,26),-0.141242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,22),(9,23),(9,24),-0.0496715 # DEPENDENCYPART_TRISIBL
(9,22),(9,23),(9,26),-0.132935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,22),(9,24),(9,26),-0.159739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,23),(9,24),(9,26),-0.11397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.081997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.132157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.197874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.168676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.262099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,-1),-0.176365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),0.0110122 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.185779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,-1),-0.138796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,-1),-0.0868266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.206808 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.080431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.118559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,16),-0.262012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,17),-0.0859885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,21),-0.138654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,22),-0.113213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,23),-0.132124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,24),-0.133211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,26),-0.152526 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.146294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,15),-0.126422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,16),0.020452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,17),-0.153713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,21),-0.290708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,22),-0.0742821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,23),-0.18869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,24),-0.197306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,26),-0.0705401 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),-0.109698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,16),-0.0726926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,17),-0.167688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,21),-0.187843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,22),0.00635504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,23),-0.173676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,24),-0.213242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,26),-0.224267 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,16),-0.148131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,17),-0.111998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,21),-0.14903 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,22),-0.175449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,23),-0.140968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,24),-0.155814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,26),-0.171364 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,16),(11,17),-0.1058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,21),-0.121121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,22),-0.14497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,23),-0.0916558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,24),-0.153023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,26),-0.200987 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,17),(11,21),-0.187844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,22),0.00221933 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,23),-0.174355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,24),-0.215514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,26),-0.201522 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,21),(11,22),-0.2156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,21),(11,23),-0.181288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,21),(11,24),-0.172067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,21),(11,26),-0.187614 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,22),(11,23),-0.166152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,22),(11,24),-0.17169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,22),(11,26),-0.702864 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,23),(11,24),-0.185929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,23),(11,26),-0.234027 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,24),(11,26),-0.195254 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.0658825 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.0778994 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,16),-0.307528 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),-0.0659887 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,21),-0.0605574 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,22),-0.212422 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,23),-0.0465134 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,24),-0.0669276 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,26),-0.178524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.0814708 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,16),-0.278014 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,17),-0.088312 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,21),-0.0535704 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,22),-0.157376 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,23),-0.0467587 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,24),-0.089232 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,26),-0.164997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,16),-0.278429 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,17),-0.0887581 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,21),-0.057622 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,22),-0.165584 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,23),-0.0487405 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,24),-0.0896994 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,26),-0.127898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,16),(11,17),-0.0882593 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,21),-0.0541365 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,22),-0.181033 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,23),-0.0463782 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,24),-0.0891824 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,26),-0.285131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,21),-0.0535704 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,22),-0.157376 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,23),-0.0467587 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,24),-0.089232 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,26),-0.163141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,21),(11,22),-0.204505 # DEPENDENCYPART_TRISIBL
(11,12),(11,21),(11,23),-0.0464762 # DEPENDENCYPART_TRISIBL
(11,12),(11,21),(11,24),-0.0922897 # DEPENDENCYPART_TRISIBL
(11,12),(11,21),(11,26),-0.205949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,22),(11,23),0.0653263 # DEPENDENCYPART_TRISIBL
(11,12),(11,22),(11,24),-0.0992273 # DEPENDENCYPART_TRISIBL
(11,12),(11,22),(11,26),-0.342073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,23),(11,24),-0.0914794 # DEPENDENCYPART_TRISIBL
(11,12),(11,23),(11,26),-0.204974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,24),(11,26),-0.169368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.058994 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,16),-0.0790164 # DEPENDENCYPART_TRISIBL
